https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMA,Volume EUR
1663329600,2022-09-16 12:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663326000,2022-09-16 11:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663322400,2022-09-16 10:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663318800,2022-09-16 09:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663315200,2022-09-16 08:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663311600,2022-09-16 07:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663308000,2022-09-16 06:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663304400,2022-09-16 05:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663300800,2022-09-16 04:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663297200,2022-09-16 03:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663293600,2022-09-16 02:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663290000,2022-09-16 01:00:00,UMA/EUR,2.56,2.61,2.56,2.61,2161.56650480,5641.688577528
1663286400,2022-09-16 00:00:00,UMA/EUR,2.55,2.55,2.55,2.55,0.00000000,0.0
1663282800,2022-09-15 23:00:00,UMA/EUR,2.55,2.55,2.55,2.55,0.00000000,0.0
1663279200,2022-09-15 22:00:00,UMA/EUR,2.55,2.55,2.55,2.55,19.69811111,50.2301833305
1663275600,2022-09-15 21:00:00,UMA/EUR,2.58,2.58,2.58,2.58,0.00000000,0.0
1663272000,2022-09-15 20:00:00,UMA/EUR,2.57,2.58,2.57,2.58,19.36399050,49.95909549
1663268400,2022-09-15 19:00:00,UMA/EUR,2.56,2.56,2.56,2.56,0.00000000,0.0
1663264800,2022-09-15 18:00:00,UMA/EUR,2.56,2.56,2.56,2.56,0.00000000,0.0
1663261200,2022-09-15 17:00:00,UMA/EUR,2.56,2.56,2.56,2.56,8.51063830,21.787234048000002
1663257600,2022-09-15 16:00:00,UMA/EUR,2.56,2.56,2.56,2.56,190.00000000,486.40000000000003
1663254000,2022-09-15 15:00:00,UMA/EUR,2.54,2.55,2.53,2.55,777.63017298,1982.9569410989998
1663250400,2022-09-15 14:00:00,UMA/EUR,2.55,2.55,2.54,2.54,21.43453782,54.443726062799996
1663246800,2022-09-15 13:00:00,UMA/EUR,2.58,2.58,2.58,2.58,0.00000000,0.0
1663243200,2022-09-15 12:00:00,UMA/EUR,2.58,2.58,2.58,2.58,212.00000000,546.96
1663239600,2022-09-15 11:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1663236000,2022-09-15 10:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1663232400,2022-09-15 09:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1663228800,2022-09-15 08:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1663225200,2022-09-15 07:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1663221600,2022-09-15 06:00:00,UMA/EUR,2.58,2.58,2.57,2.57,232.07771264,596.4397214848
1663218000,2022-09-15 05:00:00,UMA/EUR,2.55,2.55,2.55,2.55,0.00000000,0.0
1663214400,2022-09-15 04:00:00,UMA/EUR,2.55,2.55,2.54,2.55,360.86808664,920.2136209319999
1663210800,2022-09-15 03:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663207200,2022-09-15 02:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663203600,2022-09-15 01:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663200000,2022-09-15 00:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663196400,2022-09-14 23:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663192800,2022-09-14 22:00:00,UMA/EUR,2.61,2.61,2.61,2.61,0.00000000,0.0
1663189200,2022-09-14 21:00:00,UMA/EUR,2.61,2.61,2.61,2.61,232.07771264,605.7228299904
1663185600,2022-09-14 20:00:00,UMA/EUR,2.59,2.59,2.59,2.59,0.00000000,0.0
1663182000,2022-09-14 19:00:00,UMA/EUR,2.59,2.59,2.59,2.59,0.00000000,0.0
1663178400,2022-09-14 18:00:00,UMA/EUR,2.59,2.59,2.56,2.59,202.12318179,523.4990408361
1663174800,2022-09-14 17:00:00,UMA/EUR,2.58,2.58,2.58,2.58,0.00000000,0.0
1663171200,2022-09-14 16:00:00,UMA/EUR,2.61,2.61,2.58,2.58,1144.16348678,2951.9417958924005
1663167600,2022-09-14 15:00:00,UMA/EUR,2.64,2.64,2.64,2.64,0.00000000,0.0
1663164000,2022-09-14 14:00:00,UMA/EUR,2.64,2.64,2.64,2.64,0.00000000,0.0
1663160400,2022-09-14 13:00:00,UMA/EUR,2.64,2.64,2.64,2.64,0.00000000,0.0
1663156800,2022-09-14 12:00:00,UMA/EUR,2.64,2.64,2.64,2.64,0.00000000,0.0
1663153200,2022-09-14 11:00:00,UMA/EUR,2.64,2.64,2.64,2.64,79.32196179,209.40997912560002
1663149600,2022-09-14 10:00:00,UMA/EUR,2.62,2.62,2.62,2.62,0.00000000,0.0
1663146000,2022-09-14 09:00:00,UMA/EUR,2.62,2.62,2.62,2.62,44.16122092,115.7023988104
1663142400,2022-09-14 08:00:00,UMA/EUR,2.61,2.61,2.61,2.61,170.74615385,445.6474615485
1663138800,2022-09-14 07:00:00,UMA/EUR,2.62,2.62,2.60,2.60,135.20634633,351.53650045800003
1663135200,2022-09-14 06:00:00,UMA/EUR,2.65,2.65,2.65,2.65,0.00000000,0.0
1663131600,2022-09-14 05:00:00,UMA/EUR,2.65,2.65,2.65,2.65,0.00000000,0.0
1663128000,2022-09-14 04:00:00,UMA/EUR,2.65,2.65,2.65,2.65,3.76229811,9.9700899915
1663124400,2022-09-14 03:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1663120800,2022-09-14 02:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1663117200,2022-09-14 01:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1663113600,2022-09-14 00:00:00,UMA/EUR,2.63,2.63,2.63,2.63,49.03200760,128.954179988
1663110000,2022-09-13 23:00:00,UMA/EUR,2.63,2.63,2.63,2.63,749.04646358,1969.9921992154
1663106400,2022-09-13 22:00:00,UMA/EUR,2.62,2.62,2.62,2.62,43.58396565,114.18999000300002
1663102800,2022-09-13 21:00:00,UMA/EUR,2.64,2.64,2.61,2.62,559.02128920,1464.635777704
1663099200,2022-09-13 20:00:00,UMA/EUR,2.66,2.66,2.66,2.66,0.00000000,0.0
1663095600,2022-09-13 19:00:00,UMA/EUR,2.66,2.66,2.66,2.66,0.00000000,0.0
1663092000,2022-09-13 18:00:00,UMA/EUR,2.66,2.66,2.66,2.66,75.11308150,199.80079679000002
1663088400,2022-09-13 17:00:00,UMA/EUR,2.68,2.69,2.68,2.69,25.26063899,67.9511188831
1663084800,2022-09-13 16:00:00,UMA/EUR,2.68,2.68,2.68,2.68,435.53277384,1167.2278338912001
1663081200,2022-09-13 15:00:00,UMA/EUR,2.71,2.71,2.71,2.71,0.00000000,0.0
1663077600,2022-09-13 14:00:00,UMA/EUR,2.73,2.73,2.71,2.71,106.19308200,287.78325222
1663074000,2022-09-13 13:00:00,UMA/EUR,2.77,2.77,2.77,2.77,0.00000000,0.0
1663070400,2022-09-13 12:00:00,UMA/EUR,2.75,2.77,2.75,2.77,155.01049659,429.3790755543
1663066800,2022-09-13 11:00:00,UMA/EUR,2.75,2.75,2.75,2.75,3.62548727,9.9700899925
1663063200,2022-09-13 10:00:00,UMA/EUR,2.75,2.75,2.75,2.75,26.83257471,73.7895804525
1663059600,2022-09-13 09:00:00,UMA/EUR,2.76,2.76,2.76,2.76,4.04501298,11.164235824799999
1663056000,2022-09-13 08:00:00,UMA/EUR,2.83,2.83,2.76,2.77,239.89135661,664.4990578097
1663052400,2022-09-13 07:00:00,UMA/EUR,2.75,2.79,2.75,2.79,76.89990742,214.5507417018
1663048800,2022-09-13 06:00:00,UMA/EUR,2.72,2.72,2.72,2.72,0.00000000,0.0
1663045200,2022-09-13 05:00:00,UMA/EUR,2.72,2.72,2.72,2.72,0.00000000,0.0
1663041600,2022-09-13 04:00:00,UMA/EUR,2.72,2.72,2.72,2.72,0.00000000,0.0
1663038000,2022-09-13 03:00:00,UMA/EUR,2.72,2.72,2.72,2.72,3.66547426,9.9700899872
1663034400,2022-09-13 02:00:00,UMA/EUR,2.70,2.70,2.69,2.69,705.60262558,1898.0710628102
1663030800,2022-09-13 01:00:00,UMA/EUR,2.69,2.69,2.69,2.69,4.09395742,11.0127454598
1663027200,2022-09-13 00:00:00,UMA/EUR,2.76,2.92,2.70,2.70,887.45721278,2396.134474506
1663023600,2022-09-12 23:00:00,UMA/EUR,2.72,2.72,2.72,2.72,0.00000000,0.0
1663020000,2022-09-12 22:00:00,UMA/EUR,2.72,2.72,2.72,2.72,0.00000000,0.0
1663016400,2022-09-12 21:00:00,UMA/EUR,2.72,2.72,2.72,2.72,269.04815707,731.8109872304001
1663012800,2022-09-12 20:00:00,UMA/EUR,2.75,2.75,2.75,2.75,0.00000000,0.0
1663009200,2022-09-12 19:00:00,UMA/EUR,2.75,2.75,2.75,2.75,9.09090909,24.9999999975
1663005600,2022-09-12 18:00:00,UMA/EUR,2.72,2.72,2.72,2.72,178.14510137,484.55467572640003
1663002000,2022-09-12 17:00:00,UMA/EUR,2.70,2.70,2.70,2.70,0.00000000,0.0
1662998400,2022-09-12 16:00:00,UMA/EUR,2.71,2.71,2.68,2.70,313.54080930,846.56018511
1662994800,2022-09-12 15:00:00,UMA/EUR,2.77,2.77,2.77,2.77,0.00000000,0.0
1662991200,2022-09-12 14:00:00,UMA/EUR,2.77,2.77,2.77,2.77,0.00000000,0.0
1662987600,2022-09-12 13:00:00,UMA/EUR,2.77,2.77,2.77,2.77,0.00000000,0.0
1662984000,2022-09-12 12:00:00,UMA/EUR,2.77,2.77,2.77,2.77,0.00000000,0.0
1662980400,2022-09-12 11:00:00,UMA/EUR,2.77,2.77,2.77,2.77,59.97727392,166.1370487584
1662976800,2022-09-12 10:00:00,UMA/EUR,2.78,2.78,2.78,2.78,0.00000000,0.0
1662973200,2022-09-12 09:00:00,UMA/EUR,2.78,2.78,2.78,2.78,0.00000000,0.0
1662969600,2022-09-12 08:00:00,UMA/EUR,2.76,2.78,2.76,2.78,226.00784510,628.3018093779999
1662966000,2022-09-12 07:00:00,UMA/EUR,2.75,2.75,2.75,2.75,39.62548727,108.97008999250001
1662962400,2022-09-12 06:00:00,UMA/EUR,2.76,2.76,2.76,2.76,0.00000000,0.0
1662958800,2022-09-12 05:00:00,UMA/EUR,2.76,2.76,2.76,2.76,0.00000000,0.0
1662955200,2022-09-12 04:00:00,UMA/EUR,2.76,2.76,2.76,2.76,0.00000000,0.0
1662951600,2022-09-12 03:00:00,UMA/EUR,2.76,2.76,2.76,2.76,4.68160869,12.9212399844
1662948000,2022-09-12 02:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662944400,2022-09-12 01:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662940800,2022-09-12 00:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662937200,2022-09-11 23:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662933600,2022-09-11 22:00:00,UMA/EUR,2.73,2.73,2.73,2.73,4.08348689,11.1479192097
1662930000,2022-09-11 21:00:00,UMA/EUR,2.78,2.78,2.78,2.78,10.57553957,29.4000000046
1662926400,2022-09-11 20:00:00,UMA/EUR,2.78,2.78,2.78,2.78,0.00000000,0.0
1662922800,2022-09-11 19:00:00,UMA/EUR,2.78,2.78,2.78,2.78,0.00000000,0.0
1662919200,2022-09-11 18:00:00,UMA/EUR,2.78,2.78,2.78,2.78,19.00000000,52.81999999999999
1662915600,2022-09-11 17:00:00,UMA/EUR,2.80,2.80,2.78,2.78,1100.44347279,3059.2328543562
1662912000,2022-09-11 16:00:00,UMA/EUR,2.80,2.80,2.80,2.80,9.41855658,26.371958424
1662908400,2022-09-11 15:00:00,UMA/EUR,2.79,2.79,2.79,2.79,0.00000000,0.0
1662904800,2022-09-11 14:00:00,UMA/EUR,2.79,2.79,2.79,2.79,0.00000000,0.0
1662901200,2022-09-11 13:00:00,UMA/EUR,2.79,2.79,2.79,2.79,54.28476060,151.454482074
1662897600,2022-09-11 12:00:00,UMA/EUR,2.82,2.82,2.82,2.82,0.00000000,0.0
1662894000,2022-09-11 11:00:00,UMA/EUR,2.82,2.82,2.82,2.82,0.00000000,0.0
1662890400,2022-09-11 10:00:00,UMA/EUR,2.84,2.84,2.82,2.82,217.63002587,613.7166729534
1662886800,2022-09-11 09:00:00,UMA/EUR,2.80,2.80,2.80,2.80,0.00000000,0.0
1662883200,2022-09-11 08:00:00,UMA/EUR,2.80,2.80,2.80,2.80,0.00000000,0.0
1662879600,2022-09-11 07:00:00,UMA/EUR,2.81,2.81,2.80,2.80,1120.04347279,3136.1217238119993
1662876000,2022-09-11 06:00:00,UMA/EUR,2.77,2.77,2.77,2.77,9.35470093,25.9125215761
1662872400,2022-09-11 05:00:00,UMA/EUR,2.79,2.79,2.79,2.79,190.07937786,530.3214642294
1662868800,2022-09-11 04:00:00,UMA/EUR,2.79,2.79,2.79,2.79,0.00000000,0.0
1662865200,2022-09-11 03:00:00,UMA/EUR,2.79,2.79,2.79,2.79,0.00000000,0.0
1662861600,2022-09-11 02:00:00,UMA/EUR,2.79,2.79,2.79,2.79,0.00000000,0.0
1662858000,2022-09-11 01:00:00,UMA/EUR,2.79,2.79,2.79,2.79,0.00000000,0.0
1662854400,2022-09-11 00:00:00,UMA/EUR,2.78,2.79,2.78,2.79,76.08393683,212.2741837557
1662850800,2022-09-10 23:00:00,UMA/EUR,2.81,2.81,2.78,2.78,257.05930070,714.6248559459999
1662847200,2022-09-10 22:00:00,UMA/EUR,2.75,2.92,2.75,2.80,608.75544648,1704.515250144
1662843600,2022-09-10 21:00:00,UMA/EUR,2.78,2.78,2.78,2.78,0.00000000,0.0
1662840000,2022-09-10 20:00:00,UMA/EUR,2.78,2.78,2.78,2.78,0.00000000,0.0
1662836400,2022-09-10 19:00:00,UMA/EUR,2.77,2.78,2.77,2.78,408.44197710,1135.4686963379997
1662832800,2022-09-10 18:00:00,UMA/EUR,2.81,2.81,2.76,2.77,40.43638429,112.0087844833
1662829200,2022-09-10 17:00:00,UMA/EUR,2.80,2.88,2.80,2.88,54.79644861,157.8137719968
1662825600,2022-09-10 16:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662822000,2022-09-10 15:00:00,UMA/EUR,2.73,2.73,2.73,2.73,41.87632627,114.3223707171
1662818400,2022-09-10 14:00:00,UMA/EUR,2.78,2.78,2.75,2.75,183.63906661,505.00743317749993
1662814800,2022-09-10 13:00:00,UMA/EUR,2.71,2.71,2.71,2.71,187.70220588,508.67297793480003
1662811200,2022-09-10 12:00:00,UMA/EUR,2.72,2.72,2.72,2.72,76.00000000,206.72000000000003
1662807600,2022-09-10 11:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662804000,2022-09-10 10:00:00,UMA/EUR,2.74,2.74,2.74,2.74,31.64957664,86.7198399936
1662800400,2022-09-10 09:00:00,UMA/EUR,2.75,2.75,2.75,2.75,379.11272727,1042.5599999925
1662796800,2022-09-10 08:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662793200,2022-09-10 07:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662789600,2022-09-10 06:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662786000,2022-09-10 05:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662782400,2022-09-10 04:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662778800,2022-09-10 03:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662775200,2022-09-10 02:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662771600,2022-09-10 01:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662768000,2022-09-10 00:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662764400,2022-09-09 23:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662760800,2022-09-09 22:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662757200,2022-09-09 21:00:00,UMA/EUR,2.74,2.74,2.74,2.74,0.00000000,0.0
1662753600,2022-09-09 20:00:00,UMA/EUR,2.77,2.77,2.74,2.74,110.68917471,303.2883387054
1662750000,2022-09-09 19:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662746400,2022-09-09 18:00:00,UMA/EUR,2.73,2.73,2.73,2.73,0.00000000,0.0
1662742800,2022-09-09 17:00:00,UMA/EUR,2.73,2.73,2.73,2.73,12.45421245,33.9999999885
1662739200,2022-09-09 16:00:00,UMA/EUR,2.72,2.72,2.70,2.70,513.94904516,1387.662421932
1662735600,2022-09-09 15:00:00,UMA/EUR,2.73,2.73,2.73,2.73,18.00000000,49.14
1662732000,2022-09-09 14:00:00,UMA/EUR,2.72,2.80,2.72,2.75,133.56666686,367.308333865
1662728400,2022-09-09 13:00:00,UMA/EUR,2.73,2.73,2.73,2.73,9.52312372,25.9981277556
1662724800,2022-09-09 12:00:00,UMA/EUR,2.74,2.74,2.73,2.73,218.00000000,595.14
1662721200,2022-09-09 11:00:00,UMA/EUR,2.67,2.67,2.67,2.67,0.00000000,0.0
1662717600,2022-09-09 10:00:00,UMA/EUR,2.67,2.67,2.67,2.67,0.00000000,0.0
1662714000,2022-09-09 09:00:00,UMA/EUR,2.67,2.67,2.67,2.67,0.00000000,0.0
1662710400,2022-09-09 08:00:00,UMA/EUR,2.66,2.67,2.66,2.67,117.63295880,314.07999999599997
1662706800,2022-09-09 07:00:00,UMA/EUR,2.70,2.70,2.67,2.67,274.80294647,733.7238670749
1662703200,2022-09-09 06:00:00,UMA/EUR,2.72,2.72,2.69,2.69,111.00000000,298.59
1662699600,2022-09-09 05:00:00,UMA/EUR,2.73,2.73,2.71,2.71,56.31459116,152.6125420436
1662696000,2022-09-09 04:00:00,UMA/EUR,2.68,2.68,2.68,2.68,60.07823360,161.009666048
1662692400,2022-09-09 03:00:00,UMA/EUR,2.65,2.65,2.65,2.65,14.00000000,37.1
1662688800,2022-09-09 02:00:00,UMA/EUR,2.67,2.67,2.67,2.67,0.00000000,0.0
1662685200,2022-09-09 01:00:00,UMA/EUR,2.67,2.67,2.67,2.67,0.00000000,0.0
1662681600,2022-09-09 00:00:00,UMA/EUR,2.67,2.67,2.67,2.67,0.00000000,0.0
1662678000,2022-09-08 23:00:00,UMA/EUR,2.68,2.68,2.67,2.67,14.28421855,38.138863528499996
1662674400,2022-09-08 22:00:00,UMA/EUR,2.72,2.72,2.71,2.71,99.88221983,270.6808157393
1662670800,2022-09-08 21:00:00,UMA/EUR,2.68,2.78,2.68,2.78,53.36270677,148.3483248206
1662667200,2022-09-08 20:00:00,UMA/EUR,2.58,2.58,2.58,2.58,0.00000000,0.0
1662663600,2022-09-08 19:00:00,UMA/EUR,2.58,2.58,2.58,2.58,0.00000000,0.0
1662660000,2022-09-08 18:00:00,UMA/EUR,2.58,2.58,2.58,2.58,0.00000000,0.0
1662656400,2022-09-08 17:00:00,UMA/EUR,2.58,2.58,2.58,2.58,15.14986464,39.086650771200006
1662652800,2022-09-08 16:00:00,UMA/EUR,2.64,2.64,2.64,2.64,93.47543557,246.7751499048
1662649200,2022-09-08 15:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1662645600,2022-09-08 14:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1662642000,2022-09-08 13:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1662638400,2022-09-08 12:00:00,UMA/EUR,2.57,2.57,2.57,2.57,0.00000000,0.0
1662634800,2022-09-08 11:00:00,UMA/EUR,2.61,2.61,2.57,2.57,283.71380850,729.1444878450001
1662631200,2022-09-08 10:00:00,UMA/EUR,2.59,2.59,2.59,2.59,0.00000000,0.0
1662627600,2022-09-08 09:00:00,UMA/EUR,2.59,2.59,2.59,2.59,9.78839300,25.351937869999997
1662624000,2022-09-08 08:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1662620400,2022-09-08 07:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1662616800,2022-09-08 06:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1662613200,2022-09-08 05:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
1662609600,2022-09-08 04:00:00,UMA/EUR,2.63,2.63,2.63,2.63,0.00000000,0.0
