https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ZAR,tradecount
1617321600000,2021-04-02 00:00:00,ETH/ZAR,27821.10000000,29977.50000000,26922.30000000,27850.40000000,0.77334000,22054.61943000,36
1617235200000,2021-04-01 00:00:00,ETH/ZAR,25495.80000000,27821.10000000,24940.50000000,27821.10000000,48.41462000,1285721.45895000,425
1617148800000,2021-03-31 00:00:00,ETH/ZAR,24512.30000000,25939.70000000,22546.00000000,25407.00000000,92.10447000,2208113.80361200,814
1617062400000,2021-03-30 00:00:00,ETH/ZAR,24665.90000000,24824.20000000,18204.00000000,24397.90000000,267.41362000,6192067.15965100,968
1616976000000,2021-03-29 00:00:00,ETH/ZAR,23594.20000000,24958.50000000,23501.30000000,24736.90000000,187.48999000,4604724.67940800,1337
1616889600000,2021-03-28 00:00:00,ETH/ZAR,23494.00000000,24165.60000000,23231.10000000,23264.10000000,33.25172000,786761.08811000,94
1616803200000,2021-03-27 00:00:00,ETH/ZAR,24089.70000000,24089.70000000,23027.60000000,23465.90000000,207.85111000,4879012.93310700,483
1616716800000,2021-03-26 00:00:00,ETH/ZAR,22863.40000000,23853.80000000,22111.80000000,23853.80000000,139.78141000,3210565.45033900,421
1616630400000,2021-03-25 00:00:00,ETH/ZAR,22622.00000000,22947.80000000,6000.00000000,22498.70000000,86.58221000,1873382.42508600,272
1616544000000,2021-03-24 00:00:00,ETH/ZAR,23470.90000000,24432.00000000,22160.80000000,22587.30000000,25.47499000,596414.75317500,126
1616457600000,2021-03-23 00:00:00,ETH/ZAR,23634.90000000,24149.10000000,23203.00000000,23443.20000000,37.71398000,891647.10060100,320
1616371200000,2021-03-22 00:00:00,ETH/ZAR,24723.80000000,25158.70000000,23396.30000000,23788.80000000,61.01645000,1506937.05241400,352
1616284800000,2021-03-21 00:00:00,ETH/ZAR,24643.80000000,25269.60000000,24241.20000000,24812.90000000,60.89043000,1497022.45081700,176
1616198400000,2021-03-20 00:00:00,ETH/ZAR,25890.80000000,26151.60000000,24760.60000000,24760.60000000,50.35314000,1303639.37098200,149
1616112000000,2021-03-19 00:00:00,ETH/ZAR,24821.40000000,26081.70000000,24821.40000000,25848.60000000,141.07287000,3625221.76334400,745
1616025600000,2021-03-18 00:00:00,ETH/ZAR,25611.40000000,25866.30000000,25145.70000000,25310.20000000,121.36206000,3087444.34616700,867
1615939200000,2021-03-17 00:00:00,ETH/ZAR,25657.70000000,25881.80000000,25029.70000000,25497.80000000,53.93005000,1373264.88997900,228
1615852800000,2021-03-16 00:00:00,ETH/ZAR,25209.70000000,25897.10000000,25000.00000000,25657.70000000,8.81789000,224191.18693000,42
1615766400000,2021-03-15 00:00:00,ETH/ZAR,26784.30000000,26994.10000000,25060.70000000,26077.30000000,22.87989000,592830.36822200,67
1615680000000,2021-03-14 00:00:00,ETH/ZAR,26854.10000000,27090.00000000,26380.90000000,26741.90000000,4.37563000,117413.45806500,45
1615593600000,2021-03-13 00:00:00,ETH/ZAR,24789.20000000,27466.00000000,24789.20000000,27175.30000000,28.93753000,755502.99941500,104
1615507200000,2021-03-12 00:00:00,ETH/ZAR,25662.30000000,25839.80000000,24622.50000000,25075.00000000,1.27347000,32309.15142200,34
1615420800000,2021-03-11 00:00:00,ETH/ZAR,25942.90000000,26142.40000000,25000.00000000,25907.10000000,2.35289000,60826.48902400,36
1615334400000,2021-03-10 00:00:00,ETH/ZAR,27050.60000000,27050.60000000,25500.00000000,25942.90000000,51.76378000,1380308.79794800,171
1615248000000,2021-03-09 00:00:00,ETH/ZAR,27140.60000000,27349.00000000,26383.70000000,26984.50000000,6.16332000,165991.93304500,112
1615161600000,2021-03-08 00:00:00,ETH/ZAR,24957.10000000,27065.50000000,24360.00000000,26990.60000000,9.44839000,238599.83434900,284
1615075200000,2021-03-07 00:00:00,ETH/ZAR,24341.30000000,24887.90000000,23431.30000000,24887.90000000,1.82398000,44172.17212000,163
1614988800000,2021-03-06 00:00:00,ETH/ZAR,21964.90000000,24476.80000000,21505.30000000,24225.10000000,35.51448000,814065.59360700,287
1614902400000,2021-03-05 00:00:00,ETH/ZAR,22980.30000000,22980.30000000,21572.60000000,21860.10000000,32.71908000,719798.09251200,342
1614816000000,2021-03-04 00:00:00,ETH/ZAR,23366.30000000,24273.70000000,22663.50000000,23044.20000000,10.56739000,244980.71640200,242
1614729600000,2021-03-03 00:00:00,ETH/ZAR,22243.00000000,24281.70000000,22243.00000000,23431.30000000,14.04079000,333800.97868300,108
1614643200000,2021-03-02 00:00:00,ETH/ZAR,23329.70000000,23669.00000000,21592.40000000,22027.00000000,39.88661000,920928.12326300,109
1614556800000,2021-03-01 00:00:00,ETH/ZAR,21332.30000000,23222.50000000,21168.20000000,23222.50000000,10.43007000,234244.41243300,77
1614470400000,2021-02-28 00:00:00,ETH/ZAR,21860.20000000,21999.60000000,19776.60000000,21323.70000000,28.33275000,589609.01846700,118
1614384000000,2021-02-27 00:00:00,ETH/ZAR,21784.50000000,22734.60000000,21418.80000000,21860.20000000,33.06998000,732612.78601600,160
1614297600000,2021-02-26 00:00:00,ETH/ZAR,21961.00000000,23314.30000000,21006.00000000,21552.10000000,35.35343000,796293.13482400,145
1614211200000,2021-02-25 00:00:00,ETH/ZAR,23760.80000000,24541.80000000,21909.60000000,21909.60000000,12.83302000,304137.77550900,138
1614124800000,2021-02-24 00:00:00,ETH/ZAR,22538.00000000,25211.00000000,22030.00000000,23760.80000000,21.68460000,514550.36734100,104
1614038400000,2021-02-23 00:00:00,ETH/ZAR,25194.30000000,25194.30000000,19822.70000000,23278.50000000,15.29571000,337563.61946000,167
1613952000000,2021-02-22 00:00:00,ETH/ZAR,28261.40000000,28607.40000000,23600.40000000,26063.10000000,21.44470000,569262.20163700,259
1613865600000,2021-02-21 00:00:00,ETH/ZAR,28498.00000000,29638.70000000,27975.70000000,28462.50000000,13.46263000,385083.83808700,289
1613779200000,2021-02-20 00:00:00,ETH/ZAR,28714.10000000,29845.80000000,27000.00000000,28559.60000000,11.78172000,337320.19159800,412
1613692800000,2021-02-19 00:00:00,ETH/ZAR,28305.20000000,29216.10000000,27949.50000000,28717.40000000,4.36703000,125166.35099000,206
1613606400000,2021-02-18 00:00:00,ETH/ZAR,27615.50000000,28831.40000000,27566.30000000,28361.60000000,8.31171000,234542.59448200,106
1613520000000,2021-02-17 00:00:00,ETH/ZAR,26393.20000000,27400.00000000,25525.70000000,27396.30000000,9.94959000,269064.01711200,110
1613433600000,2021-02-16 00:00:00,ETH/ZAR,25822.00000000,26601.10000000,25403.40000000,26393.20000000,14.39316000,379594.71662800,95
1613347200000,2021-02-15 00:00:00,ETH/ZAR,26463.00000000,26770.50000000,24517.50000000,26033.90000000,3.93082000,102889.43283800,108
1613260800000,2021-02-14 00:00:00,ETH/ZAR,26541.80000000,26995.70000000,26160.50000000,26463.00000000,2.63252000,69689.52130200,96
1613174400000,2021-02-13 00:00:00,ETH/ZAR,27396.30000000,27396.30000000,26141.10000000,26906.50000000,29.63927000,793221.66565800,139
1613088000000,2021-02-12 00:00:00,ETH/ZAR,26333.00000000,27427.30000000,25624.90000000,27119.60000000,34.42288000,909140.13256900,96
1613001600000,2021-02-11 00:00:00,ETH/ZAR,26100.00000000,26876.00000000,25611.80000000,26299.60000000,11.63002000,308775.73995200,91
1612915200000,2021-02-10 00:00:00,ETH/ZAR,26515.40000000,27621.10000000,25225.90000000,26100.00000000,15.88581000,423233.50848000,148
1612828800000,2021-02-09 00:00:00,ETH/ZAR,25880.60000000,27403.20000000,25403.40000000,26515.40000000,48.66593000,1277604.03413300,210
1612742400000,2021-02-08 00:00:00,ETH/ZAR,24386.20000000,25906.70000000,23795.50000000,25906.70000000,78.00718000,1972566.62213600,229
1612656000000,2021-02-07 00:00:00,ETH/ZAR,25278.90000000,25278.90000000,22842.70000000,24635.10000000,18.20927000,444038.91740600,136
1612569600000,2021-02-06 00:00:00,ETH/ZAR,25626.90000000,25940.40000000,24933.20000000,25196.40000000,6.89029000,175395.35037600,63
1612483200000,2021-02-05 00:00:00,ETH/ZAR,24556.20000000,26680.20000000,24500.80000000,26109.50000000,5.67294000,145091.09015300,57
1612396800000,2021-02-04 00:00:00,ETH/ZAR,24700.00000000,25786.20000000,23995.20000000,24394.80000000,72.08973000,1797044.07953400,241
1612310400000,2021-02-03 00:00:00,ETH/ZAR,23441.10000000,25058.20000000,23200.00000000,24914.40000000,10.15724000,248795.51372500,79
1612224000000,2021-02-02 00:00:00,ETH/ZAR,21500.00000000,23544.10000000,21143.40000000,23175.50000000,85.20640000,1872203.81260900,352
1612137600000,2021-02-01 00:00:00,ETH/ZAR,20177.00000000,21402.90000000,19717.70000000,21402.90000000,173.18161000,3584188.58836300,998
