https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume BTC,tradecount
1662336000000,2022-09-05 00:00:00,ADA/BTC,0.00002518,0.00002531,0.00002453,0.00002518,17040373.00000000,423.34158741,31630
1662249600000,2022-09-04 00:00:00,ADA/BTC,0.00002422,0.00002585,0.00002400,0.00002517,28702380.60000000,719.84532639,54111
1662163200000,2022-09-03 00:00:00,ADA/BTC,0.00002278,0.00002455,0.00002276,0.00002423,21015414.00000000,501.63182261,47967
1662076800000,2022-09-02 00:00:00,ADA/BTC,0.00002273,0.00002304,0.00002257,0.00002276,11212145.70000000,255.37487723,23686
1661990400000,2022-09-01 00:00:00,ADA/BTC,0.00002225,0.00002310,0.00002213,0.00002272,15337905.40000000,346.05165918,34720
1661904000000,2022-08-31 00:00:00,ADA/BTC,0.00002287,0.00002294,0.00002223,0.00002225,10532439.90000000,237.76279936,23938
1661817600000,2022-08-30 00:00:00,ADA/BTC,0.00002219,0.00002289,0.00002210,0.00002287,15444431.20000000,346.45069423,31941
1661731200000,2022-08-29 00:00:00,ADA/BTC,0.00002195,0.00002229,0.00002167,0.00002219,11185496.90000000,245.50818856,22392
1661644800000,2022-08-28 00:00:00,ADA/BTC,0.00002246,0.00002261,0.00002175,0.00002195,11792065.70000000,262.15662624,25631
1661558400000,2022-08-27 00:00:00,ADA/BTC,0.00002132,0.00002253,0.00002115,0.00002244,16291220.00000000,356.12408984,31758
1661472000000,2022-08-26 00:00:00,ADA/BTC,0.00002155,0.00002255,0.00002108,0.00002133,31849776.80000000,698.49666576,65960
1661385600000,2022-08-25 00:00:00,ADA/BTC,0.00002143,0.00002189,0.00002133,0.00002155,9738955.70000000,209.60227566,21410
1661299200000,2022-08-24 00:00:00,ADA/BTC,0.00002164,0.00002169,0.00002126,0.00002143,8862612.60000000,189.99087147,19751
1661212800000,2022-08-23 00:00:00,ADA/BTC,0.00002156,0.00002177,0.00002121,0.00002163,10249812.30000000,219.86491610,23806
1661126400000,2022-08-22 00:00:00,ADA/BTC,0.00002151,0.00002162,0.00002088,0.00002157,10901191.60000000,231.65830750,28357
1661040000000,2022-08-21 00:00:00,ADA/BTC,0.00002132,0.00002184,0.00002117,0.00002151,10424253.80000000,224.53187579,24310
1660953600000,2022-08-20 00:00:00,ADA/BTC,0.00002159,0.00002180,0.00002069,0.00002132,12400731.10000000,265.52081132,30392
1660867200000,2022-08-19 00:00:00,ADA/BTC,0.00002207,0.00002212,0.00002126,0.00002160,26601146.60000000,575.88550868,54012
1660780800000,2022-08-18 00:00:00,ADA/BTC,0.00002307,0.00002310,0.00002189,0.00002208,9992486.60000000,226.36086357,26415
1660694400000,2022-08-17 00:00:00,ADA/BTC,0.00002335,0.00002419,0.00002273,0.00002306,16777581.00000000,392.29182776,40732
1660608000000,2022-08-16 00:00:00,ADA/BTC,0.00002282,0.00002368,0.00002278,0.00002335,10855772.20000000,253.58097456,29113
1660521600000,2022-08-15 00:00:00,ADA/BTC,0.00002344,0.00002358,0.00002276,0.00002281,13860009.70000000,319.87432222,33029
1660435200000,2022-08-14 00:00:00,ADA/BTC,0.00002289,0.00002420,0.00002286,0.00002343,23265184.10000000,550.88135592,51209
1660348800000,2022-08-13 00:00:00,ADA/BTC,0.00002215,0.00002315,0.00002188,0.00002288,23810904.70000000,540.36720688,44001
1660262400000,2022-08-12 00:00:00,ADA/BTC,0.00002215,0.00002234,0.00002197,0.00002213,7830268.80000000,173.62232969,18658
1660176000000,2022-08-11 00:00:00,ADA/BTC,0.00002244,0.00002282,0.00002182,0.00002216,14342392.30000000,317.59942349,32095
1660089600000,2022-08-10 00:00:00,ADA/BTC,0.00002216,0.00002249,0.00002208,0.00002242,21906326.90000000,487.40556688,30856
1660003200000,2022-08-09 00:00:00,ADA/BTC,0.00002257,0.00002257,0.00002205,0.00002215,14598752.00000000,325.88044201,25039
1659916800000,2022-08-08 00:00:00,ADA/BTC,0.00002277,0.00002301,0.00002224,0.00002256,13456344.10000000,304.39733472,27298
1659830400000,2022-08-07 00:00:00,ADA/BTC,0.00002228,0.00002304,0.00002214,0.00002276,9294853.50000000,209.86580534,20721
1659744000000,2022-08-06 00:00:00,ADA/BTC,0.00002219,0.00002256,0.00002215,0.00002227,8203324.90000000,183.10061659,16065
1659657600000,2022-08-05 00:00:00,ADA/BTC,0.00002209,0.00002230,0.00002195,0.00002219,8480038.60000000,187.44864633,18627
1659571200000,2022-08-04 00:00:00,ADA/BTC,0.00002194,0.00002219,0.00002174,0.00002209,12620991.80000000,276.93114304,21943
1659484800000,2022-08-03 00:00:00,ADA/BTC,0.00002160,0.00002210,0.00002150,0.00002194,7645949.10000000,167.04594227,18972
1659398400000,2022-08-02 00:00:00,ADA/BTC,0.00002203,0.00002212,0.00002145,0.00002161,11151096.10000000,241.91273306,23786
1659312000000,2022-08-01 00:00:00,ADA/BTC,0.00002216,0.00002245,0.00002184,0.00002202,11440569.00000000,253.14030670,27540
1659225600000,2022-07-31 00:00:00,ADA/BTC,0.00002225,0.00002269,0.00002202,0.00002216,11749876.70000000,262.47793699,33810
1659139200000,2022-07-30 00:00:00,ADA/BTC,0.00002195,0.00002267,0.00002152,0.00002225,20234249.50000000,446.23214673,56129
1659052800000,2022-07-29 00:00:00,ADA/BTC,0.00002151,0.00002269,0.00002136,0.00002195,26542597.70000000,585.52922209,70154
1658966400000,2022-07-28 00:00:00,ADA/BTC,0.00002227,0.00002234,0.00002135,0.00002152,19412847.30000000,421.35140237,42977
1658880000000,2022-07-27 00:00:00,ADA/BTC,0.00002202,0.00002249,0.00002155,0.00002225,16267952.10000000,357.59834425,45767
1658793600000,2022-07-26 00:00:00,ADA/BTC,0.00002230,0.00002244,0.00002167,0.00002201,12894010.90000000,284.05806607,31544
1658707200000,2022-07-25 00:00:00,ADA/BTC,0.00002267,0.00002277,0.00002213,0.00002230,11010716.30000000,247.14050405,30720
1658620800000,2022-07-24 00:00:00,ADA/BTC,0.00002304,0.00002363,0.00002262,0.00002268,18406655.90000000,423.78033492,46845
1658534400000,2022-07-23 00:00:00,ADA/BTC,0.00002129,0.00002306,0.00002119,0.00002303,13070853.30000000,287.35408914,36589
1658448000000,2022-07-22 00:00:00,ADA/BTC,0.00002157,0.00002177,0.00002108,0.00002128,10615980.00000000,227.16528713,29083
1658361600000,2022-07-21 00:00:00,ADA/BTC,0.00002113,0.00002165,0.00002098,0.00002157,14178902.90000000,302.37782001,34163
1658275200000,2022-07-20 00:00:00,ADA/BTC,0.00002203,0.00002321,0.00002102,0.00002114,28912726.60000000,642.96807461,67875
1658188800000,2022-07-19 00:00:00,ADA/BTC,0.00002185,0.00002283,0.00002155,0.00002204,24136856.80000000,532.07115889,61623
1658102400000,2022-07-18 00:00:00,ADA/BTC,0.00002152,0.00002241,0.00002119,0.00002185,31313722.30000000,684.23666508,60913
1658016000000,2022-07-17 00:00:00,ADA/BTC,0.00002159,0.00002170,0.00002106,0.00002153,12303599.00000000,262.71945252,26227
1657929600000,2022-07-16 00:00:00,ADA/BTC,0.00002122,0.00002160,0.00002104,0.00002159,12131047.40000000,258.25588784,23135
1657843200000,2022-07-15 00:00:00,ADA/BTC,0.00002145,0.00002175,0.00002092,0.00002121,13969046.80000000,296.35067353,31142
1657756800000,2022-07-14 00:00:00,ADA/BTC,0.00002166,0.00002168,0.00002115,0.00002145,12422363.60000000,265.18372375,27987
1657670400000,2022-07-13 00:00:00,ADA/BTC,0.00002158,0.00002190,0.00002121,0.00002166,17609360.40000000,379.26060277,43285
1657584000000,2022-07-12 00:00:00,ADA/BTC,0.00002178,0.00002213,0.00002155,0.00002158,11737842.50000000,256.59621643,24027
1657497600000,2022-07-11 00:00:00,ADA/BTC,0.00002216,0.00002233,0.00002164,0.00002178,14519561.80000000,318.07923307,29107
1657411200000,2022-07-10 00:00:00,ADA/BTC,0.00002215,0.00002230,0.00002183,0.00002217,8929535.60000000,197.36730112,19154
1657324800000,2022-07-09 00:00:00,ADA/BTC,0.00002158,0.00002250,0.00002157,0.00002215,10517336.00000000,232.63689673,23224
1657238400000,2022-07-08 00:00:00,ADA/BTC,0.00002209,0.00002246,0.00002133,0.00002159,17854389.00000000,387.98052540,32650
1657152000000,2022-07-07 00:00:00,ADA/BTC,0.00002248,0.00002288,0.00002193,0.00002209,12864322.50000000,289.69050637,25585
1657065600000,2022-07-06 00:00:00,ADA/BTC,0.00002266,0.00002289,0.00002242,0.00002247,13656337.00000000,309.38114700,25576
1656979200000,2022-07-05 00:00:00,ADA/BTC,0.00002321,0.00002322,0.00002230,0.00002266,20241330.30000000,462.82408256,36118
1656892800000,2022-07-04 00:00:00,ADA/BTC,0.00002361,0.00002408,0.00002279,0.00002320,25048239.90000000,585.51765590,48379
1656806400000,2022-07-03 00:00:00,ADA/BTC,0.00002368,0.00002373,0.00002337,0.00002360,10934743.20000000,257.16020481,23099
1656720000000,2022-07-02 00:00:00,ADA/BTC,0.00002328,0.00002399,0.00002314,0.00002367,13948976.70000000,327.02490458,33578
1656633600000,2022-07-01 00:00:00,ADA/BTC,0.00002306,0.00002349,0.00002270,0.00002327,22766366.40000000,526.44055000,47207
1656547200000,2022-06-30 00:00:00,ADA/BTC,0.00002317,0.00002374,0.00002284,0.00002306,29960090.90000000,695.17985753,58209
1656460800000,2022-06-29 00:00:00,ADA/BTC,0.00002315,0.00002356,0.00002301,0.00002317,16868167.90000000,392.30780715,39978
1656374400000,2022-06-28 00:00:00,ADA/BTC,0.00002342,0.00002356,0.00002305,0.00002314,15854713.90000000,369.40995754,35396
1656288000000,2022-06-27 00:00:00,ADA/BTC,0.00002329,0.00002374,0.00002309,0.00002341,12925409.80000000,303.63054194,31314
1656201600000,2022-06-26 00:00:00,ADA/BTC,0.00002320,0.00002448,0.00002304,0.00002331,20390275.10000000,485.43586387,49509
1656115200000,2022-06-25 00:00:00,ADA/BTC,0.00002346,0.00002365,0.00002283,0.00002319,12050587.00000000,280.11445937,29812
1656028800000,2022-06-24 00:00:00,ADA/BTC,0.00002274,0.00002386,0.00002269,0.00002345,20450692.10000000,480.27839462,47430
1655942400000,2022-06-23 00:00:00,ADA/BTC,0.00002298,0.00002332,0.00002263,0.00002273,16357266.70000000,375.00958445,35121
1655856000000,2022-06-22 00:00:00,ADA/BTC,0.00002322,0.00002345,0.00002277,0.00002298,18580580.30000000,428.32951039,44198
1655769600000,2022-06-21 00:00:00,ADA/BTC,0.00002390,0.00002403,0.00002282,0.00002322,23820959.60000000,559.59502676,56882
1655683200000,2022-06-20 00:00:00,ADA/BTC,0.00002357,0.00002438,0.00002312,0.00002390,27834865.50000000,662.88608029,63413
1655596800000,2022-06-19 00:00:00,ADA/BTC,0.00002398,0.00002455,0.00002335,0.00002356,30913965.00000000,736.57348666,80260
1655510400000,2022-06-18 00:00:00,ADA/BTC,0.00002379,0.00002457,0.00002358,0.00002397,39148333.50000000,942.53123723,100338
1655424000000,2022-06-17 00:00:00,ADA/BTC,0.00002334,0.00002409,0.00002322,0.00002380,19970577.80000000,472.05572419,55062
1655337600000,2022-06-16 00:00:00,ADA/BTC,0.00002368,0.00002407,0.00002295,0.00002334,29478119.40000000,688.68640794,83645
1655251200000,2022-06-15 00:00:00,ADA/BTC,0.00002182,0.00002396,0.00002146,0.00002367,67765998.20000000,1538.43871403,170802
1655164800000,2022-06-14 00:00:00,ADA/BTC,0.00002064,0.00002275,0.00002050,0.00002182,67548593.10000000,1468.22572860,171640
1655078400000,2022-06-13 00:00:00,ADA/BTC,0.00001846,0.00002085,0.00001777,0.00002064,89860450.80000000,1717.27408246,213866
1654992000000,2022-06-12 00:00:00,ADA/BTC,0.00001950,0.00001968,0.00001829,0.00001845,38683227.10000000,728.84860707,106541
1654905600000,2022-06-11 00:00:00,ADA/BTC,0.00001974,0.00002103,0.00001923,0.00001949,30766136.30000000,615.40784566,86540
1654819200000,2022-06-10 00:00:00,ADA/BTC,0.00002099,0.00002105,0.00001968,0.00001974,29621767.10000000,599.65023198,71538
1654732800000,2022-06-09 00:00:00,ADA/BTC,0.00002121,0.00002158,0.00002080,0.00002100,20640519.50000000,437.44078900,60712
1654646400000,2022-06-08 00:00:00,ADA/BTC,0.00001972,0.00002194,0.00001963,0.00002122,47995198.30000000,1012.93867543,111471
1654560000000,2022-06-07 00:00:00,ADA/BTC,0.00001942,0.00002100,0.00001912,0.00001973,28396571.80000000,569.52820877,77354
1654473600000,2022-06-06 00:00:00,ADA/BTC,0.00001896,0.00002058,0.00001890,0.00001942,33742595.40000000,666.00680607,82458
1654387200000,2022-06-05 00:00:00,ADA/BTC,0.00001898,0.00001930,0.00001874,0.00001896,8419496.30000000,159.61553001,25470
1654300800000,2022-06-04 00:00:00,ADA/BTC,0.00001886,0.00001912,0.00001847,0.00001898,11923745.50000000,224.48248340,37635
1654214400000,2022-06-03 00:00:00,ADA/BTC,0.00001929,0.00001976,0.00001832,0.00001886,18904350.50000000,358.43130000,57136
1654128000000,2022-06-02 00:00:00,ADA/BTC,0.00001852,0.00001970,0.00001849,0.00001928,34595053.00000000,661.27218023,102759
1654041600000,2022-06-01 00:00:00,ADA/BTC,0.00001970,0.00001975,0.00001824,0.00001851,34641874.30000000,653.34161365,89941
1653955200000,2022-05-31 00:00:00,ADA/BTC,0.00001796,0.00002171,0.00001791,0.00001971,86151060.10000000,1718.93953528,210929
1653868800000,2022-05-30 00:00:00,ADA/BTC,0.00001636,0.00001818,0.00001628,0.00001796,26484649.30000000,458.56884183,54278
1653782400000,2022-05-29 00:00:00,ADA/BTC,0.00001601,0.00001639,0.00001580,0.00001636,11782336.30000000,189.74443217,22195
1653696000000,2022-05-28 00:00:00,ADA/BTC,0.00001595,0.00001610,0.00001563,0.00001601,12246315.40000000,195.03821042,21151
1653609600000,2022-05-27 00:00:00,ADA/BTC,0.00001640,0.00001647,0.00001562,0.00001595,21158546.30000000,338.10457511,35237
1653523200000,2022-05-26 00:00:00,ADA/BTC,0.00001742,0.00001748,0.00001626,0.00001638,16892970.00000000,282.66001601,31450
1653436800000,2022-05-25 00:00:00,ADA/BTC,0.00001760,0.00001766,0.00001712,0.00001741,8895040.70000000,154.57067097,17192
1653350400000,2022-05-24 00:00:00,ADA/BTC,0.00001763,0.00001781,0.00001713,0.00001760,12410699.50000000,217.66128470,22891
1653264000000,2022-05-23 00:00:00,ADA/BTC,0.00001788,0.00001833,0.00001745,0.00001763,24250548.70000000,435.58225169,34726
1653177600000,2022-05-22 00:00:00,ADA/BTC,0.00001796,0.00001819,0.00001778,0.00001788,13558100.50000000,243.95881160,22207
1653091200000,2022-05-21 00:00:00,ADA/BTC,0.00001768,0.00001818,0.00001755,0.00001795,12352902.70000000,221.56978169,21871
1653004800000,2022-05-20 00:00:00,ADA/BTC,0.00001760,0.00001783,0.00001735,0.00001768,23214207.90000000,408.09975792,35879
1652918400000,2022-05-19 00:00:00,ADA/BTC,0.00001763,0.00001800,0.00001714,0.00001759,42793276.90000000,755.97125820,58380
1652832000000,2022-05-18 00:00:00,ADA/BTC,0.00001897,0.00001914,0.00001753,0.00001762,29276440.30000000,535.25562235,47056
1652745600000,2022-05-17 00:00:00,ADA/BTC,0.00001865,0.00001957,0.00001861,0.00001898,29586040.20000000,561.97791136,45253
1652659200000,2022-05-16 00:00:00,ADA/BTC,0.00001909,0.00001978,0.00001850,0.00001864,47177298.60000000,896.23943435,73973
1652572800000,2022-05-15 00:00:00,ADA/BTC,0.00001787,0.00001920,0.00001739,0.00001910,37856690.00000000,692.54118882,64996
1652486400000,2022-05-14 00:00:00,ADA/BTC,0.00001806,0.00001869,0.00001704,0.00001785,56327173.90000000,1001.32376335,80158
1652400000000,2022-05-13 00:00:00,ADA/BTC,0.00001631,0.00001972,0.00001624,0.00001806,83366449.90000000,1541.36931248,135421
1652313600000,2022-05-12 00:00:00,ADA/BTC,0.00001782,0.00001826,0.00001498,0.00001629,139013865.00000000,2254.52285522,197750
1652227200000,2022-05-11 00:00:00,ADA/BTC,0.00002027,0.00002082,0.00001666,0.00001781,111137573.60000000,2131.79684913,197732
1652140800000,2022-05-10 00:00:00,ADA/BTC,0.00002003,0.00002170,0.00001940,0.00002026,76944296.20000000,1605.31270889,142298
1652054400000,2022-05-09 00:00:00,ADA/BTC,0.00002174,0.00002290,0.00001974,0.00002003,97877355.70000000,2045.55217752,164242
1651968000000,2022-05-08 00:00:00,ADA/BTC,0.00002143,0.00002204,0.00002128,0.00002174,21618953.70000000,466.08233358,39871
1651881600000,2022-05-07 00:00:00,ADA/BTC,0.00002175,0.00002184,0.00002136,0.00002143,19380801.70000000,418.87394599,33137
1651795200000,2022-05-06 00:00:00,ADA/BTC,0.00002157,0.00002198,0.00002136,0.00002174,33465526.40000000,727.15447661,54472
1651708800000,2022-05-05 00:00:00,ADA/BTC,0.00002264,0.00002281,0.00002116,0.00002158,51601441.80000000,1129.09309193,79773
1651622400000,2022-05-04 00:00:00,ADA/BTC,0.00002044,0.00002267,0.00002033,0.00002265,45987272.10000000,982.58724711,68973
1651536000000,2022-05-03 00:00:00,ADA/BTC,0.00002028,0.00002074,0.00002016,0.00002043,15245803.70000000,312.03038394,23209
1651449600000,2022-05-02 00:00:00,ADA/BTC,0.00002053,0.00002057,0.00001996,0.00002027,15213018.70000000,307.71373346,26676
1651363200000,2022-05-01 00:00:00,ADA/BTC,0.00002007,0.00002074,0.00001983,0.00002052,23643385.20000000,480.23097850,38139
1651276800000,2022-04-30 00:00:00,ADA/BTC,0.00002086,0.00002113,0.00001955,0.00002008,27956162.60000000,571.38515046,44920
1651190400000,2022-04-29 00:00:00,ADA/BTC,0.00002122,0.00002129,0.00002068,0.00002085,18187902.30000000,381.78957056,30417
1651104000000,2022-04-28 00:00:00,ADA/BTC,0.00002142,0.00002145,0.00002098,0.00002121,17011224.30000000,361.41514631,26783
1651017600000,2022-04-27 00:00:00,ADA/BTC,0.00002167,0.00002190,0.00002130,0.00002142,18083629.20000000,390.41297968,30351
1650931200000,2022-04-26 00:00:00,ADA/BTC,0.00002220,0.00002222,0.00002150,0.00002166,18332396.90000000,399.72850921,32356
1650844800000,2022-04-25 00:00:00,ADA/BTC,0.00002245,0.00002249,0.00002149,0.00002219,30300980.30000000,665.44073864,49395
1650758400000,2022-04-24 00:00:00,ADA/BTC,0.00002248,0.00002260,0.00002228,0.00002244,8859873.40000000,198.84599477,16276
1650672000000,2022-04-23 00:00:00,ADA/BTC,0.00002281,0.00002291,0.00002242,0.00002249,6444087.00000000,145.80921046,12646
1650585600000,2022-04-22 00:00:00,ADA/BTC,0.00002247,0.00002296,0.00002247,0.00002281,12557046.00000000,285.01148058,23343
1650499200000,2022-04-21 00:00:00,ADA/BTC,0.00002264,0.00002280,0.00002217,0.00002247,12486524.30000000,281.74061707,30574
1650412800000,2022-04-20 00:00:00,ADA/BTC,0.00002295,0.00002322,0.00002257,0.00002264,12779948.70000000,292.79539823,26385
1650326400000,2022-04-19 00:00:00,ADA/BTC,0.00002296,0.00002308,0.00002271,0.00002295,11824071.60000000,270.21893106,24901
1650240000000,2022-04-18 00:00:00,ADA/BTC,0.00002305,0.00002324,0.00002250,0.00002296,19242015.60000000,439.33894740,37933
1650153600000,2022-04-17 00:00:00,ADA/BTC,0.00002356,0.00002375,0.00002304,0.00002305,9443309.70000000,221.74552930,20017
1650067200000,2022-04-16 00:00:00,ADA/BTC,0.00002356,0.00002373,0.00002332,0.00002355,9427542.40000000,221.86634405,17745
1649980800000,2022-04-15 00:00:00,ADA/BTC,0.00002335,0.00002379,0.00002333,0.00002355,8468982.20000000,199.72983937,23286
1649894400000,2022-04-14 00:00:00,ADA/BTC,0.00002368,0.00002378,0.00002325,0.00002335,10195133.80000000,238.86417521,23927
1649808000000,2022-04-13 00:00:00,ADA/BTC,0.00002381,0.00002393,0.00002338,0.00002368,10272222.90000000,243.18584506,28061
1649721600000,2022-04-12 00:00:00,ADA/BTC,0.00002328,0.00002419,0.00002322,0.00002381,17273233.30000000,409.80904047,40576
1649635200000,2022-04-11 00:00:00,ADA/BTC,0.00002436,0.00002437,0.00002301,0.00002327,21694681.80000000,511.48348375,60966
1649548800000,2022-04-10 00:00:00,ADA/BTC,0.00002443,0.00002480,0.00002418,0.00002435,10232142.00000000,250.10812392,22881
1649462400000,2022-04-09 00:00:00,ADA/BTC,0.00002425,0.00002464,0.00002417,0.00002444,12093656.00000000,294.67750457,24903
1649376000000,2022-04-08 00:00:00,ADA/BTC,0.00002507,0.00002525,0.00002420,0.00002425,14030289.80000000,347.08981540,34273
1649289600000,2022-04-07 00:00:00,ADA/BTC,0.00002438,0.00002516,0.00002427,0.00002507,14310352.80000000,354.26503286,40112
1649203200000,2022-04-06 00:00:00,ADA/BTC,0.00002574,0.00002579,0.00002427,0.00002438,27758618.40000000,694.56068780,77828
1649116800000,2022-04-05 00:00:00,ADA/BTC,0.00002602,0.00002614,0.00002554,0.00002573,14787420.90000000,382.54942648,40868
1649030400000,2022-04-04 00:00:00,ADA/BTC,0.00002556,0.00002704,0.00002536,0.00002602,30168214.70000000,790.46077151,80569
1648944000000,2022-04-03 00:00:00,ADA/BTC,0.00002522,0.00002560,0.00002507,0.00002555,12853992.30000000,325.62775366,29803
1648857600000,2022-04-02 00:00:00,ADA/BTC,0.00002519,0.00002565,0.00002488,0.00002522,14490763.70000000,366.40287456,38398
1648771200000,2022-04-01 00:00:00,ADA/BTC,0.00002508,0.00002562,0.00002487,0.00002519,19056037.20000000,479.86738143,44387
1648684800000,2022-03-31 00:00:00,ADA/BTC,0.00002529,0.00002599,0.00002485,0.00002509,20624136.90000000,524.49437538,54644
1648598400000,2022-03-30 00:00:00,ADA/BTC,0.00002510,0.00002556,0.00002489,0.00002529,15215386.30000000,383.19263107,40059
1648512000000,2022-03-29 00:00:00,ADA/BTC,0.00002480,0.00002591,0.00002478,0.00002507,17760772.80000000,449.96681815,46336
1648425600000,2022-03-28 00:00:00,ADA/BTC,0.00002527,0.00002634,0.00002467,0.00002481,31096912.70000000,789.27290949,74904
1648339200000,2022-03-27 00:00:00,ADA/BTC,0.00002588,0.00002592,0.00002461,0.00002529,21140145.10000000,534.40333328,46902
1648252800000,2022-03-26 00:00:00,ADA/BTC,0.00002474,0.00002602,0.00002441,0.00002589,21038581.20000000,533.38101681,50284
1648166400000,2022-03-25 00:00:00,ADA/BTC,0.00002569,0.00002651,0.00002436,0.00002474,35474126.50000000,899.08976168,74832
1648080000000,2022-03-24 00:00:00,ADA/BTC,0.00002582,0.00002731,0.00002522,0.00002569,58202056.70000000,1530.03743654,125716
1647993600000,2022-03-23 00:00:00,ADA/BTC,0.00002301,0.00002586,0.00002285,0.00002582,70854805.40000000,1735.34380459,123252
1647907200000,2022-03-22 00:00:00,ADA/BTC,0.00002237,0.00002309,0.00002185,0.00002300,34220683.30000000,770.04281317,49137
1647820800000,2022-03-21 00:00:00,ADA/BTC,0.00002129,0.00002274,0.00002123,0.00002238,24800019.80000000,544.06445450,36934
1647734400000,2022-03-20 00:00:00,ADA/BTC,0.00002138,0.00002182,0.00002107,0.00002129,22710397.60000000,485.26868291,34156
1647648000000,2022-03-19 00:00:00,ADA/BTC,0.00002040,0.00002178,0.00002036,0.00002139,27891289.80000000,588.65409331,38604
1647561600000,2022-03-18 00:00:00,ADA/BTC,0.00002043,0.00002072,0.00002029,0.00002040,13587407.40000000,278.04684811,21208
1647475200000,2022-03-17 00:00:00,ADA/BTC,0.00002040,0.00002090,0.00002026,0.00002044,17670982.40000000,364.41903535,32340
1647388800000,2022-03-16 00:00:00,ADA/BTC,0.00002034,0.00002059,0.00001990,0.00002040,27600978.40000000,557.87935688,37120
1647302400000,2022-03-15 00:00:00,ADA/BTC,0.00002023,0.00002061,0.00002019,0.00002034,13172997.30000000,269.10771915,23469
1647216000000,2022-03-14 00:00:00,ADA/BTC,0.00002083,0.00002105,0.00002022,0.00002024,16938106.30000000,349.37573366,26915
1647129600000,2022-03-13 00:00:00,ADA/BTC,0.00002034,0.00002104,0.00002024,0.00002083,19228246.20000000,397.90352564,31014
1647043200000,2022-03-12 00:00:00,ADA/BTC,0.00002036,0.00002042,0.00002020,0.00002035,9812470.40000000,199.36359519,20801
1646956800000,2022-03-11 00:00:00,ADA/BTC,0.00002046,0.00002066,0.00002029,0.00002036,10976239.70000000,224.50543601,21210
1646870400000,2022-03-10 00:00:00,ADA/BTC,0.00002025,0.00002070,0.00002008,0.00002046,15149041.30000000,309.67810241,26210
1646784000000,2022-03-09 00:00:00,ADA/BTC,0.00002070,0.00002076,0.00001996,0.00002025,16742891.40000000,338.50020873,29692
1646697600000,2022-03-08 00:00:00,ADA/BTC,0.00002088,0.00002105,0.00002054,0.00002070,18071321.80000000,375.52332727,28813
1646611200000,2022-03-07 00:00:00,ADA/BTC,0.00002141,0.00002163,0.00002087,0.00002088,17166595.00000000,365.69657009,29935
1646524800000,2022-03-06 00:00:00,ADA/BTC,0.00002195,0.00002202,0.00002140,0.00002141,12025020.90000000,260.72257539,20647
1646438400000,2022-03-05 00:00:00,ADA/BTC,0.00002157,0.00002250,0.00002121,0.00002196,15766401.50000000,344.33232158,28374
1646352000000,2022-03-04 00:00:00,ADA/BTC,0.00002125,0.00002166,0.00002091,0.00002157,15640191.50000000,332.38815745,29164
1646265600000,2022-03-03 00:00:00,ADA/BTC,0.00002140,0.00002149,0.00002098,0.00002124,15540708.40000000,329.57661193,27190
1646179200000,2022-03-02 00:00:00,ADA/BTC,0.00002169,0.00002197,0.00002130,0.00002139,18371997.90000000,397.13588658,33004
1646092800000,2022-03-01 00:00:00,ADA/BTC,0.00002230,0.00002265,0.00002159,0.00002170,25630149.30000000,567.56139399,48547
1646006400000,2022-02-28 00:00:00,ADA/BTC,0.00002273,0.00002338,0.00002169,0.00002231,30066227.30000000,685.62794961,58292
