https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume USDT
1653422400000.0,2022-05-24 20:00:00,UST/USDT,0.065,0.0658,0.0643,0.0646,88214.04024767801,5698.627
1653418800000.0,2022-05-24 19:00:00,UST/USDT,0.0637,0.0656,0.0637,0.065,121018.85384615384,7866.2255
1653415200000.0,2022-05-24 18:00:00,UST/USDT,0.0652,0.0652,0.0637,0.0637,33267.27472527472,2119.1254
1653411600000.0,2022-05-24 17:00:00,UST/USDT,0.0662,0.0662,0.0651,0.0652,18876.51073619632,1230.7485
1653408000000.0,2022-05-24 16:00:00,UST/USDT,0.0663,0.0674,0.0659,0.0662,55506.43957703928,3674.5263
1653404400000.0,2022-05-24 15:00:00,UST/USDT,0.0665,0.0671,0.0655,0.0663,1096227.4162895929,72679.8777
1653400800000.0,2022-05-24 14:00:00,UST/USDT,0.0642,0.0671,0.0632,0.0665,802647.4887218045,53376.058
1653397200000.0,2022-05-24 13:00:00,UST/USDT,0.0678,0.0681,0.0641,0.0642,589521.7632398754,37847.2972
1653393600000.0,2022-05-24 12:00:00,UST/USDT,0.0665,0.0699,0.0655,0.0678,1988471.0973451326,134818.3404
1653390000000.0,2022-05-24 11:00:00,UST/USDT,0.0658,0.067,0.0656,0.0665,1935857.09924812,128734.4971
1653386400000.0,2022-05-24 10:00:00,UST/USDT,0.064,0.0658,0.064,0.0658,102229.93465045594,6726.7297
1653382800000.0,2022-05-24 09:00:00,UST/USDT,0.0643,0.0655,0.0635,0.064,666991.040625,42687.4266
1653379200000.0,2022-05-24 08:00:00,UST/USDT,0.0657,0.0668,0.0643,0.0643,199846.433903577,12850.1257
1653375600000.0,2022-05-24 07:00:00,UST/USDT,0.0671,0.0673,0.0647,0.0657,165291.7275494673,10859.6665
1653372000000.0,2022-05-24 06:00:00,UST/USDT,0.0676,0.0692,0.0657,0.0671,161321.89269746645,10824.699
1653368400000.0,2022-05-24 05:00:00,UST/USDT,0.0673,0.0683,0.0653,0.0676,171805.69970414203,11614.0653
1653364800000.0,2022-05-24 04:00:00,UST/USDT,0.0641,0.0676,0.0637,0.0673,140942.54234769687,9485.4331
1653361200000.0,2022-05-24 03:00:00,UST/USDT,0.0646,0.0649,0.0631,0.0641,390911.3478939157,25057.4174
1653357600000.0,2022-05-24 02:00:00,UST/USDT,0.0643,0.0648,0.0636,0.0646,730087.5619195045,47163.6565
1653354000000.0,2022-05-24 01:00:00,UST/USDT,0.066,0.066,0.0632,0.0643,2946272.211508554,189445.3032
1653350400000.0,2022-05-24 00:00:00,UST/USDT,0.0692,0.071,0.0658,0.066,1757486.5939393938,115994.1152
1653346800000.0,2022-05-23 23:00:00,UST/USDT,0.071,0.071,0.0673,0.0693,3399591.4574314575,235591.688
1653343200000.0,2022-05-23 22:00:00,UST/USDT,0.0714,0.0725,0.0679,0.071,966986.167605634,68656.0179
1653339600000.0,2022-05-23 21:00:00,UST/USDT,0.0691,0.0726,0.0679,0.0714,689998.675070028,49265.9054
1653336000000.0,2022-05-23 20:00:00,UST/USDT,0.0666,0.071,0.0657,0.0691,1212289.442836469,83769.2005
1653332400000.0,2022-05-23 19:00:00,UST/USDT,0.071,0.0714,0.0662,0.0666,2017550.8738738734,134368.8882
1653328800000.0,2022-05-23 18:00:00,UST/USDT,0.0729,0.0738,0.0693,0.071,1715156.8028169016,121776.133
1653325200000.0,2022-05-23 17:00:00,UST/USDT,0.0656,0.0767,0.0653,0.0729,4333244.8683127565,315893.5509
1653321600000.0,2022-05-23 16:00:00,UST/USDT,0.0643,0.0658,0.0641,0.0656,1003532.1082317074,65831.7063
1653318000000.0,2022-05-23 15:00:00,UST/USDT,0.0625,0.0645,0.0622,0.0643,112709.34059097979,7247.2106
1653314400000.0,2022-05-23 14:00:00,UST/USDT,0.0653,0.0653,0.0623,0.0625,679552.064,42472.004
1653310800000.0,2022-05-23 13:00:00,UST/USDT,0.0635,0.0656,0.0625,0.0653,433285.606431853,28293.5501
1653307200000.0,2022-05-23 12:00:00,UST/USDT,0.0647,0.0663,0.0629,0.0635,252144.50393700786,16011.176
1653303600000.0,2022-05-23 11:00:00,UST/USDT,0.0663,0.0672,0.0643,0.0647,356690.94590417313,23077.9042
1653300000000.0,2022-05-23 10:00:00,UST/USDT,0.0679,0.0694,0.0658,0.0663,316254.5641025641,20967.6776
1653296400000.0,2022-05-23 09:00:00,UST/USDT,0.0671,0.07,0.0666,0.0679,246324.9204712813,16725.4621
1653292800000.0,2022-05-23 08:00:00,UST/USDT,0.0661,0.0677,0.0655,0.0671,271529.56333830097,18219.6337
1653289200000.0,2022-05-23 07:00:00,UST/USDT,0.0662,0.0679,0.0656,0.0661,400033.4992435703,26442.2143
1653285600000.0,2022-05-23 06:00:00,UST/USDT,0.0642,0.0666,0.0641,0.0662,326860.19184290036,21638.1447
1653282000000.0,2022-05-23 05:00:00,UST/USDT,0.0638,0.0658,0.0638,0.0642,99331.6370716511,6377.0911
1653278400000.0,2022-05-23 04:00:00,UST/USDT,0.0689,0.069,0.0632,0.0638,319149.2053291536,20361.7193
1653274800000.0,2022-05-23 03:00:00,UST/USDT,0.0686,0.0729,0.0678,0.0689,1079818.0667634252,74399.4648
1653271200000.0,2022-05-23 02:00:00,UST/USDT,0.0678,0.0725,0.0677,0.0686,324111.30903790094,22234.0358
1653267600000.0,2022-05-23 01:00:00,UST/USDT,0.0658,0.0695,0.0655,0.0678,236592.37610619472,16040.9631
1653264000000.0,2022-05-23 00:00:00,UST/USDT,0.0643,0.0665,0.0641,0.0658,87736.8358662614,5773.0838
1653260400000.0,2022-05-22 23:00:00,UST/USDT,0.0669,0.0676,0.0638,0.0643,80470.48055987559,5174.2519
1653256800000.0,2022-05-22 22:00:00,UST/USDT,0.0642,0.0681,0.064,0.0669,295945.9925261584,19798.7869
1653253200000.0,2022-05-22 21:00:00,UST/USDT,0.0629,0.0654,0.0629,0.0642,124387.35046728974,7985.6679
1653249600000.0,2022-05-22 20:00:00,UST/USDT,0.0618,0.0642,0.0616,0.0629,139404.7694753577,8768.56
1653246000000.0,2022-05-22 19:00:00,UST/USDT,0.0638,0.0638,0.0614,0.0618,185999.54045307444,11494.7716
1653242400000.0,2022-05-22 18:00:00,UST/USDT,0.0642,0.0651,0.0623,0.0638,763233.2648902822,48694.2823
1653238800000.0,2022-05-22 17:00:00,UST/USDT,0.061,0.0653,0.061,0.0642,832228.1152647976,53429.045
1653235200000.0,2022-05-22 16:00:00,UST/USDT,0.0618,0.0618,0.0593,0.061,722394.5278688525,44066.0662
1653231600000.0,2022-05-22 15:00:00,UST/USDT,0.0646,0.0655,0.0612,0.0618,827577.9741100323,51144.3188
1653228000000.0,2022-05-22 14:00:00,UST/USDT,0.0621,0.0656,0.0621,0.0646,674368.2972136223,43564.192
1653224400000.0,2022-05-22 13:00:00,UST/USDT,0.0661,0.0665,0.062,0.0621,372386.63285024156,23125.2099
1653220800000.0,2022-05-22 12:00:00,UST/USDT,0.0667,0.0703,0.0661,0.0661,305169.5854765506,20171.7096
1653217200000.0,2022-05-22 11:00:00,UST/USDT,0.0687,0.0734,0.0666,0.0667,1552698.9415292356,103565.0194
1653213600000.0,2022-05-22 10:00:00,UST/USDT,0.0647,0.07,0.0647,0.0687,1055415.883551674,72507.0712
1653210000000.0,2022-05-22 09:00:00,UST/USDT,0.0653,0.0669,0.0636,0.0647,288811.86089644517,18686.1274
1653206400000.0,2022-05-22 08:00:00,UST/USDT,0.0672,0.0676,0.0637,0.0653,260603.0934150077,17017.382
1653202800000.0,2022-05-22 07:00:00,UST/USDT,0.0685,0.0685,0.0637,0.0672,723758.5029761905,48636.5714
1653199200000.0,2022-05-22 06:00:00,UST/USDT,0.069,0.0732,0.0658,0.0685,439484.82189781015,30104.7103
1653195600000.0,2022-05-22 05:00:00,UST/USDT,0.0639,0.0749,0.0631,0.069,1412940.1884057971,97492.873
1653192000000.0,2022-05-22 04:00:00,UST/USDT,0.0644,0.068,0.0627,0.0639,2073518.9248826294,132497.8593
1653188400000.0,2022-05-22 03:00:00,UST/USDT,0.0592,0.0648,0.0585,0.0644,407243.1940993789,26226.4617
1653184800000.0,2022-05-22 02:00:00,UST/USDT,0.0577,0.0605,0.0571,0.0592,87768.5608108108,5195.8988
1653181200000.0,2022-05-22 01:00:00,UST/USDT,0.0592,0.0621,0.0573,0.0577,423811.7227036395,24453.9364
1653177600000.0,2022-05-22 00:00:00,UST/USDT,0.058,0.0599,0.0555,0.0592,465000.65709459456,27528.0389
1653174000000.0,2022-05-21 23:00:00,UST/USDT,0.052,0.058,0.0518,0.058,359344.325862069,20841.9709
1653170400000.0,2022-05-21 22:00:00,UST/USDT,0.0523,0.0525,0.0507,0.052,34983.77115384615,1819.1561
1653166800000.0,2022-05-21 21:00:00,UST/USDT,0.0523,0.0541,0.0517,0.0523,288223.53346080304,15074.0908
1653163200000.0,2022-05-21 20:00:00,UST/USDT,0.0527,0.0541,0.0517,0.0523,182242.0554493308,9531.2595
1653159600000.0,2022-05-21 19:00:00,UST/USDT,0.0514,0.0564,0.0512,0.0527,1210287.6489563568,63782.1591
1653156000000.0,2022-05-21 18:00:00,UST/USDT,0.0501,0.0523,0.0493,0.0514,886216.6984435797,45551.5383
1653152400000.0,2022-05-21 17:00:00,UST/USDT,0.0502,0.0508,0.0481,0.0501,739598.3073852296,37053.8752
1653148800000.0,2022-05-21 16:00:00,UST/USDT,0.0548,0.0548,0.0494,0.0502,1077944.2569721115,54112.8017
1653145200000.0,2022-05-21 15:00:00,UST/USDT,0.0561,0.0563,0.0544,0.0548,266103.6970802919,14582.4826
1653141600000.0,2022-05-21 14:00:00,UST/USDT,0.0559,0.057,0.0556,0.0561,131615.3458110517,7383.6209
1653138000000.0,2022-05-21 13:00:00,UST/USDT,0.0561,0.0575,0.0556,0.0559,112648.40787119858,6297.046
1653134400000.0,2022-05-21 12:00:00,UST/USDT,0.0566,0.057,0.0555,0.0561,160048.20855614974,8978.7045
1653130800000.0,2022-05-21 11:00:00,UST/USDT,0.0575,0.0579,0.0563,0.0566,83874.47173144878,4747.2951
1653127200000.0,2022-05-21 10:00:00,UST/USDT,0.0564,0.0594,0.0564,0.0575,69973.36,4023.4682
1653123600000.0,2022-05-21 09:00:00,UST/USDT,0.0567,0.0574,0.0559,0.0564,90559.3244680851,5107.5459
1653120000000.0,2022-05-21 08:00:00,UST/USDT,0.0575,0.0583,0.0557,0.0567,373998.9470899471,21205.7403
1653116400000.0,2022-05-21 07:00:00,UST/USDT,0.0587,0.0617,0.0574,0.0575,944676.9408695651,54318.9241
1653112800000.0,2022-05-21 06:00:00,UST/USDT,0.0577,0.0594,0.0573,0.0587,440544.48040885857,25859.961
1653109200000.0,2022-05-21 05:00:00,UST/USDT,0.0558,0.0581,0.0558,0.0577,1353703.6048526864,78108.698
1653105600000.0,2022-05-21 04:00:00,UST/USDT,0.056,0.0564,0.0543,0.0558,325582.40143369173,18167.498
1653102000000.0,2022-05-21 03:00:00,UST/USDT,0.0577,0.058,0.055,0.056,2108097.2642857144,118053.4468
1653098400000.0,2022-05-21 02:00:00,UST/USDT,0.0587,0.0595,0.0574,0.0577,1930980.5441941074,111417.5774
1653094800000.0,2022-05-21 01:00:00,UST/USDT,0.0594,0.0598,0.0574,0.0587,1833584.209540034,107631.3931
1653091200000.0,2022-05-21 00:00:00,UST/USDT,0.0643,0.0649,0.0581,0.0594,1457484.8855218855,86574.6022
1653087600000.0,2022-05-20 23:00:00,UST/USDT,0.0643,0.068,0.0641,0.0643,1258855.6174183516,80944.4162
1653084000000.0,2022-05-20 22:00:00,UST/USDT,0.0612,0.0668,0.0609,0.0643,1194516.33125972,76807.4001
1653080400000.0,2022-05-20 21:00:00,UST/USDT,0.0643,0.0644,0.06,0.0612,1461645.160130719,89452.6838
1653076800000.0,2022-05-20 20:00:00,UST/USDT,0.0654,0.0685,0.0638,0.0643,912669.1384136858,58684.6256
1653073200000.0,2022-05-20 19:00:00,UST/USDT,0.0604,0.069,0.059,0.0654,2676188.622324159,175022.7359
1653069600000.0,2022-05-20 18:00:00,UST/USDT,0.0617,0.0617,0.0579,0.0604,1262038.2897350993,76227.1127
1653066000000.0,2022-05-20 17:00:00,UST/USDT,0.0632,0.0639,0.0607,0.0617,352816.42463533225,21768.7734
1653062400000.0,2022-05-20 16:00:00,UST/USDT,0.0646,0.0646,0.0627,0.0632,807671.8686708859,51044.8621
1653058800000.0,2022-05-20 15:00:00,UST/USDT,0.065,0.0663,0.0638,0.0646,2211650.3962848294,142872.6156
1653055200000.0,2022-05-20 14:00:00,UST/USDT,0.0687,0.0688,0.0646,0.065,354386.83538461535,23035.1443
1653051600000.0,2022-05-20 13:00:00,UST/USDT,0.0673,0.0688,0.0666,0.0687,360037.8689956332,24734.6016
1653048000000.0,2022-05-20 12:00:00,UST/USDT,0.0686,0.0693,0.065,0.0673,1226757.1277860329,82560.7547
1653044400000.0,2022-05-20 11:00:00,UST/USDT,0.0705,0.0713,0.068,0.0686,701647.6807580175,48133.0309
1653040800000.0,2022-05-20 10:00:00,UST/USDT,0.0737,0.074,0.0695,0.0705,602644.8340425532,42486.4608
1653037200000.0,2022-05-20 09:00:00,UST/USDT,0.0742,0.0748,0.0736,0.0737,151053.73134328358,11132.66
1653033600000.0,2022-05-20 08:00:00,UST/USDT,0.0735,0.0747,0.0735,0.0742,345641.9541778976,25646.633
1653030000000.0,2022-05-20 07:00:00,UST/USDT,0.0742,0.0747,0.0733,0.0735,300871.60272108845,22114.0628
1653026400000.0,2022-05-20 06:00:00,UST/USDT,0.0755,0.0757,0.0739,0.0742,289091.1482479784,21450.5632
1653022800000.0,2022-05-20 05:00:00,UST/USDT,0.0751,0.0764,0.0748,0.0755,493371.88609271526,37249.5774
1653019200000.0,2022-05-20 04:00:00,UST/USDT,0.0762,0.0774,0.0749,0.0751,261592.98268974703,19645.633
1653015600000.0,2022-05-20 03:00:00,UST/USDT,0.0755,0.0779,0.075,0.0762,375453.2401574803,28609.5369
1653012000000.0,2022-05-20 02:00:00,UST/USDT,0.0765,0.0767,0.0751,0.0755,192434.31920529803,14528.7911
1653008400000.0,2022-05-20 01:00:00,UST/USDT,0.076,0.0769,0.0752,0.0765,117538.2732026144,8991.6779
1653004800000.0,2022-05-20 00:00:00,UST/USDT,0.0741,0.0761,0.0741,0.076,83217.61184210527,6324.5385
1653001200000.0,2022-05-19 23:00:00,UST/USDT,0.0758,0.0765,0.0741,0.0741,268440.358974359,19891.4306
1652997600000.0,2022-05-19 22:00:00,UST/USDT,0.0777,0.0798,0.0753,0.0758,429456.9182058047,32552.8344
1652994000000.0,2022-05-19 21:00:00,UST/USDT,0.0769,0.0782,0.0765,0.0777,141611.26640926642,11003.1954
1652990400000.0,2022-05-19 20:00:00,UST/USDT,0.0792,0.0797,0.0743,0.0769,257321.8465539662,19788.05
1652986800000.0,2022-05-19 19:00:00,UST/USDT,0.0777,0.0796,0.0761,0.0792,429088.7626262626,33983.83
1652983200000.0,2022-05-19 18:00:00,UST/USDT,0.0771,0.0787,0.0767,0.0777,118585.29214929215,9214.0772
1652979600000.0,2022-05-19 17:00:00,UST/USDT,0.0804,0.0813,0.0767,0.0771,477586.87548638135,36821.9481
1652976000000.0,2022-05-19 16:00:00,UST/USDT,0.0807,0.0859,0.0782,0.0804,1442154.6455223882,115949.2335
1652972400000.0,2022-05-19 15:00:00,UST/USDT,0.0741,0.0817,0.073,0.0807,1678041.4386617101,135417.9441
1652968800000.0,2022-05-19 14:00:00,UST/USDT,0.0762,0.0785,0.0731,0.0741,831898.6518218623,61643.6901
1652965200000.0,2022-05-19 13:00:00,UST/USDT,0.08,0.081,0.0761,0.0762,805158.2769028872,61353.0607
1652961600000.0,2022-05-19 12:00:00,UST/USDT,0.0789,0.0802,0.0761,0.08,1710421.0287499998,136833.6823
1652958000000.0,2022-05-19 11:00:00,UST/USDT,0.0805,0.0829,0.0784,0.0789,1032965.5183776933,81500.9794
1652954400000.0,2022-05-19 10:00:00,UST/USDT,0.0759,0.083,0.0759,0.0805,1894228.6223602486,152485.4041
1652950800000.0,2022-05-19 09:00:00,UST/USDT,0.0776,0.0789,0.0751,0.0759,924922.2121212122,70201.5959
1652947200000.0,2022-05-19 08:00:00,UST/USDT,0.0815,0.0829,0.0765,0.0776,569068.256443299,44159.6967
1652943600000.0,2022-05-19 07:00:00,UST/USDT,0.082,0.0834,0.08,0.0815,777790.2527607362,63389.9056
1652940000000.0,2022-05-19 06:00:00,UST/USDT,0.0822,0.0831,0.0762,0.082,2031625.8597560974,166593.3205
1652936400000.0,2022-05-19 05:00:00,UST/USDT,0.088,0.089,0.0813,0.0822,2270652.782238443,186647.6587
1652932800000.0,2022-05-19 04:00:00,UST/USDT,0.0866,0.0895,0.0863,0.088,1099152.2693181818,96725.3997
1652929200000.0,2022-05-19 03:00:00,UST/USDT,0.0873,0.0907,0.0859,0.0866,1540380.957274827,133396.9909
1652925600000.0,2022-05-19 02:00:00,UST/USDT,0.0883,0.0891,0.0848,0.0873,2020284.5463917525,176370.8409
1652922000000.0,2022-05-19 01:00:00,UST/USDT,0.091,0.0912,0.0858,0.0883,1082148.6591166477,95553.7266
1652918400000.0,2022-05-19 00:00:00,UST/USDT,0.0932,0.0946,0.0895,0.091,759956.6274725276,69156.0531
1652914800000.0,2022-05-18 23:00:00,UST/USDT,0.091,0.0958,0.0901,0.0932,292667.4817596566,27276.6093
1652911200000.0,2022-05-18 22:00:00,UST/USDT,0.1039,0.1039,0.0909,0.091,1502710.9582417582,136746.6972
1652907600000.0,2022-05-18 21:00:00,UST/USDT,0.106,0.1065,0.1039,0.1039,138862.71992300288,14427.8366
1652904000000.0,2022-05-18 20:00:00,UST/USDT,0.1054,0.1133,0.1052,0.106,926907.6405660377,98252.2099
1652900400000.0,2022-05-18 19:00:00,UST/USDT,0.1007,0.1054,0.1,0.1054,352126.92979127134,37114.1784
1652896800000.0,2022-05-18 18:00:00,UST/USDT,0.101,0.1043,0.1004,0.1007,2565956.9761668323,258391.8675
1652893200000.0,2022-05-18 17:00:00,UST/USDT,0.1026,0.105,0.0992,0.101,1733431.0871287128,175076.5398
1652889600000.0,2022-05-18 16:00:00,UST/USDT,0.1048,0.1053,0.0975,0.1026,1345541.0253411306,138052.5092
1652886000000.0,2022-05-18 15:00:00,UST/USDT,0.1136,0.1166,0.1005,0.1048,5304558.4618320605,555917.7268
1652882400000.0,2022-05-18 14:00:00,UST/USDT,0.1067,0.132,0.1067,0.1136,6995312.145246479,794667.4597
1652878800000.0,2022-05-18 13:00:00,UST/USDT,0.0967,0.1079,0.0966,0.1064,4246320.127819549,451808.4616
1652875200000.0,2022-05-18 12:00:00,UST/USDT,0.0962,0.1033,0.0957,0.0967,1099963.0155118925,106366.4236
1652871600000.0,2022-05-18 11:00:00,UST/USDT,0.0924,0.0968,0.0912,0.0962,568188.076923077,54659.693
1652868000000.0,2022-05-18 10:00:00,UST/USDT,0.0965,0.0968,0.0913,0.0924,341861.83225108223,31588.0333
1652864400000.0,2022-05-18 09:00:00,UST/USDT,0.0942,0.0984,0.093,0.0965,1644648.8041450777,158708.6096
1652860800000.0,2022-05-18 08:00:00,UST/USDT,0.0911,0.096,0.089,0.0942,4172148.244161358,393016.3646
1652857200000.0,2022-05-18 07:00:00,UST/USDT,0.0942,0.0971,0.0908,0.0911,1602962.2952799122,146029.8651
1652853600000.0,2022-05-18 06:00:00,UST/USDT,0.0902,0.1046,0.09,0.0942,3081578.248407643,290284.671
1652850000000.0,2022-05-18 05:00:00,UST/USDT,0.0894,0.0908,0.0875,0.0902,5952065.09977827,536876.272
1652846400000.0,2022-05-18 04:00:00,UST/USDT,0.0892,0.0898,0.0879,0.0894,4550384.959731544,406804.4154
1652842800000.0,2022-05-18 03:00:00,UST/USDT,0.0894,0.0909,0.0873,0.0892,261749.6547085202,23348.0692
1652839200000.0,2022-05-18 02:00:00,UST/USDT,0.0882,0.0896,0.0872,0.0894,467242.40156599553,41771.4707
1652835600000.0,2022-05-18 01:00:00,UST/USDT,0.0897,0.0918,0.0869,0.0882,477334.12811791385,42100.8701
1652832000000.0,2022-05-18 00:00:00,UST/USDT,0.088,0.0904,0.0877,0.0897,1462235.166109253,131162.4944
1652828400000.0,2022-05-17 23:00:00,UST/USDT,0.0912,0.092,0.0879,0.088,579366.0431818182,50984.2118
1652824800000.0,2022-05-17 22:00:00,UST/USDT,0.0901,0.0916,0.0886,0.0912,319562.9407894737,29144.1402
1652821200000.0,2022-05-17 21:00:00,UST/USDT,0.092,0.0927,0.0887,0.0901,243075.34961154274,21901.089
1652817600000.0,2022-05-17 20:00:00,UST/USDT,0.0905,0.0921,0.0883,0.092,567933.3728260869,52249.8703
1652814000000.0,2022-05-17 19:00:00,UST/USDT,0.0859,0.0924,0.085,0.0905,706661.4740331492,63952.8634
1652810400000.0,2022-05-17 18:00:00,UST/USDT,0.0884,0.0884,0.0839,0.0857,457693.2940490082,39224.3153
1652806800000.0,2022-05-17 17:00:00,UST/USDT,0.0915,0.0922,0.0879,0.0884,386153.73190045246,34135.9899
1652803200000.0,2022-05-17 16:00:00,UST/USDT,0.0903,0.0936,0.0894,0.0915,985954.2775956284,90214.8164
1652799600000.0,2022-05-17 15:00:00,UST/USDT,0.0896,0.0923,0.0865,0.0903,1811599.8438538206,163587.4659
1652796000000.0,2022-05-17 14:00:00,UST/USDT,0.091,0.0931,0.0864,0.0896,777430.5368303572,69657.7761
1652792400000.0,2022-05-17 13:00:00,UST/USDT,0.0852,0.0911,0.0825,0.091,1413597.8274725275,128637.4023
1652788800000.0,2022-05-17 12:00:00,UST/USDT,0.0885,0.0903,0.0832,0.0852,1272020.0387323943,108376.1073
1652785200000.0,2022-05-17 11:00:00,UST/USDT,0.0941,0.0952,0.084,0.0885,3331089.327683616,294801.4055
1652781600000.0,2022-05-17 10:00:00,UST/USDT,0.097,0.097,0.0918,0.0941,1442399.0637619554,135729.7519
1652778000000.0,2022-05-17 09:00:00,UST/USDT,0.0975,0.0997,0.0937,0.097,1616822.155670103,156831.7491
1652774400000.0,2022-05-17 08:00:00,UST/USDT,0.1008,0.1025,0.0955,0.0975,523026.55282051285,50995.0889
1652770800000.0,2022-05-17 07:00:00,UST/USDT,0.0968,0.1034,0.0968,0.1008,852849.6726190477,85967.247
1652767200000.0,2022-05-17 06:00:00,UST/USDT,0.0955,0.0997,0.092,0.0968,1050921.2417355373,101729.1762
1652763600000.0,2022-05-17 05:00:00,UST/USDT,0.101,0.1047,0.0937,0.0955,517183.72041884816,49391.0453
1652760000000.0,2022-05-17 04:00:00,UST/USDT,0.0919,0.1047,0.0919,0.101,1109504.5475247523,112059.9593
1652756400000.0,2022-05-17 03:00:00,UST/USDT,0.1044,0.1048,0.0913,0.0919,1661240.547334059,152668.0063
1652752800000.0,2022-05-17 02:00:00,UST/USDT,0.1121,0.1125,0.0967,0.1044,1730250.6312260535,180638.1659
1652749200000.0,2022-05-17 01:00:00,UST/USDT,0.1198,0.1264,0.105,0.1121,4575874.733273863,512955.5576
1652745600000.0,2022-05-17 00:00:00,UST/USDT,0.1003,0.124,0.1002,0.1198,5565998.611853088,666806.6337
1652742000000.0,2022-05-16 23:00:00,UST/USDT,0.0942,0.1038,0.09,0.1003,830308.6201395813,83279.9546
1652738400000.0,2022-05-16 22:00:00,UST/USDT,0.0899,0.1008,0.0891,0.0942,1708156.5594479828,160908.3479
1652734800000.0,2022-05-16 21:00:00,UST/USDT,0.0849,0.0949,0.0821,0.0899,2702850.8598442716,242986.2923
1652731200000.0,2022-05-16 20:00:00,UST/USDT,0.1004,0.1017,0.0843,0.0849,2453139.114252061,208271.5108
1652727600000.0,2022-05-16 19:00:00,UST/USDT,0.1001,0.1112,0.0956,0.1004,5648108.8266932275,567070.1262
1652724000000.0,2022-05-16 18:00:00,UST/USDT,0.0903,0.1334,0.086,0.1001,25347023.333666336,2537237.0357
1652720400000.0,2022-05-16 17:00:00,UST/USDT,0.0647,0.0974,0.0591,0.0903,7824257.401993355,706530.4434
1652716800000.0,2022-05-16 16:00:00,UST/USDT,0.0611,0.0752,0.0607,0.0647,5136372.153013911,332323.2783
