https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IOTX,Volume USDT
1663459200,2022-09-18 00:00:00,IOTX/USDT,0.02928,0.02934,0.02899,0.02911,303666.32607715,8827.6221666237148
1663372800,2022-09-17 00:00:00,IOTX/USDT,0.02775,0.02939,0.02767,0.02929,2608659.09959275,74059.3764427203075
1663286400,2022-09-16 00:00:00,IOTX/USDT,0.02699,0.02793,0.02655,0.02774,3590918.74541072,98226.8828323079671
1663200000,2022-09-15 00:00:00,IOTX/USDT,0.02796,0.02867,0.02683,0.02693,6160812.67573237,170251.5505415554226
1663113600,2022-09-14 00:00:00,IOTX/USDT,0.02784,0.02852,0.02708,0.02803,5353797.29573852,148808.8642020322055
1663027200,2022-09-13 00:00:00,IOTX/USDT,0.03033,0.03074,0.02604,0.02787,8979419.35114938,258067.1103827628711
1662940800,2022-09-12 00:00:00,IOTX/USDT,0.0308,0.03194,0.03003,0.03025,3489529.91717816,107735.3691198671767
1662854400,2022-09-11 00:00:00,IOTX/USDT,0.03137,0.03172,0.03032,0.03087,3725500.55035908,115285.3892208627
1662768000,2022-09-10 00:00:00,IOTX/USDT,0.03151,0.03204,0.03079,0.03134,4423721.14372442,138687.1308407230868
1662681600,2022-09-09 00:00:00,IOTX/USDT,0.02848,0.03325,0.02847,0.03151,12898553.25154835,393688.9697527655528
1662595200,2022-09-08 00:00:00,IOTX/USDT,0.02836,0.02894,0.02755,0.02845,7019997.33482019,199978.9752921709748
1662508800,2022-09-07 00:00:00,IOTX/USDT,0.02706,0.02874,0.02676,0.02829,3501608.25925502,97690.9001770275497
1662422400,2022-09-06 00:00:00,IOTX/USDT,0.03001,0.03039,0.02707,0.02709,5769289.87012232,165885.3816793604961
1662336000,2022-09-05 00:00:00,IOTX/USDT,0.03013,0.0303,0.02904,0.02997,3763462.33018677,111220.8858601150948
1662249600,2022-09-04 00:00:00,IOTX/USDT,0.02969,0.03028,0.02944,0.03012,1883718.988783,56245.0946730554558
1662163200,2022-09-03 00:00:00,IOTX/USDT,0.02945,0.02978,0.02907,0.02968,2661098.83822455,78325.2559830971636
1662076800,2022-09-02 00:00:00,IOTX/USDT,0.02984,0.03049,0.029,0.02944,6116216.19082653,182090.5741925573135
1661990400,2022-09-01 00:00:00,IOTX/USDT,0.03018,0.03045,0.02918,0.02989,5652870.45017759,168930.9630645331153
1661904000,2022-08-31 00:00:00,IOTX/USDT,0.03164,0.03284,0.02996,0.03018,5862010.48183572,185259.1359676852018
1661817600,2022-08-30 00:00:00,IOTX/USDT,0.0338,0.03394,0.03124,0.0316,5308931.91761953,173319.1902979389403
1661731200,2022-08-29 00:00:00,IOTX/USDT,0.03194,0.03417,0.03145,0.03383,5738469.30902219,191249.7716427703808
1661644800,2022-08-28 00:00:00,IOTX/USDT,0.03219,0.03392,0.0317,0.03193,8110051.94705969,265962.3436986611872
1661558400,2022-08-27 00:00:00,IOTX/USDT,0.03184,0.03246,0.03129,0.03217,6342778.33854201,202699.5237653597391
1661472000,2022-08-26 00:00:00,IOTX/USDT,0.03324,0.03476,0.03166,0.03182,12642812.50897897,419233.8692781351658
1661385600,2022-08-25 00:00:00,IOTX/USDT,0.0313,0.03361,0.0313,0.03325,10304972.67842058,338899.0772521712165
1661299200,2022-08-24 00:00:00,IOTX/USDT,0.03157,0.03294,0.03079,0.03132,7862495.09211609,251882.5089350273554
1661212800,2022-08-23 00:00:00,IOTX/USDT,0.03067,0.03192,0.02989,0.03163,5608459.04714806,174244.4832616077751
1661126400,2022-08-22 00:00:00,IOTX/USDT,0.03117,0.03117,0.02911,0.03066,6189130.48102395,186661.9874397104278
1661040000,2022-08-21 00:00:00,IOTX/USDT,0.0301,0.03145,0.02979,0.03117,7672331.8483707,236135.7412309816164
1660953600,2022-08-20 00:00:00,IOTX/USDT,0.03089,0.03184,0.02918,0.0301,7360355.27199296,225654.1073666680023
1660867200,2022-08-19 00:00:00,IOTX/USDT,0.03346,0.03346,0.02986,0.03091,12208315.16470428,383057.1231640697129
1660780800,2022-08-18 00:00:00,IOTX/USDT,0.03568,0.03569,0.03319,0.03348,7285799.64112108,254264.2097415586928
1660694400,2022-08-17 00:00:00,IOTX/USDT,0.03993,0.04148,0.03543,0.03568,13011785.59106396,507296.146596145594
1660608000,2022-08-16 00:00:00,IOTX/USDT,0.0399,0.04097,0.03904,0.03994,8211589.70680526,329435.7819005439677
1660521600,2022-08-15 00:00:00,IOTX/USDT,0.03667,0.04191,0.03639,0.03988,30782496.38376341,1227874.0309697064504
1660435200,2022-08-14 00:00:00,IOTX/USDT,0.03677,0.03836,0.03618,0.03671,5941920.33905082,221632.4908310548825
1660348800,2022-08-13 00:00:00,IOTX/USDT,0.03728,0.03816,0.03662,0.03679,4415621.50863825,165170.6896551520818
1660262400,2022-08-12 00:00:00,IOTX/USDT,0.03623,0.03732,0.03555,0.03721,4158513.01835418,151785.7249436845791
1660176000,2022-08-11 00:00:00,IOTX/USDT,0.03588,0.03734,0.03584,0.03628,6858545.07754542,251312.3214077937716
1660089600,2022-08-10 00:00:00,IOTX/USDT,0.03465,0.03592,0.03365,0.03584,7061187.95101808,248220.9655820312583
1660003200,2022-08-09 00:00:00,IOTX/USDT,0.03697,0.03718,0.03431,0.0347,3925858.84050547,139400.2455241496046
1659916800,2022-08-08 00:00:00,IOTX/USDT,0.03641,0.03847,0.03636,0.03699,4523553.45289326,169324.7423252996716
1659830400,2022-08-07 00:00:00,IOTX/USDT,0.03612,0.03716,0.03534,0.03634,4599505.4917096,167293.0827667205757
1659744000,2022-08-06 00:00:00,IOTX/USDT,0.03749,0.03753,0.0359,0.03612,3962358.39675613,145521.9259245387448
