https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HOTCROSS,Volume USDT
1661558400,2022-08-27 00:00:00,HOTCROSS/USDT,0.01609,0.01629,0.0156,0.01591,19811448.02576171,315718.5301430701018
1661472000,2022-08-26 00:00:00,HOTCROSS/USDT,0.01711,0.01722,0.0159,0.01611,18664942.18012692,310971.2684261458182
1661385600,2022-08-25 00:00:00,HOTCROSS/USDT,0.01691,0.01764,0.01682,0.01716,15824239.84597715,272870.5895480378889
1661299200,2022-08-24 00:00:00,HOTCROSS/USDT,0.01708,0.01724,0.01684,0.01694,17666496.44784961,300556.4435053142548
1661212800,2022-08-23 00:00:00,HOTCROSS/USDT,0.01725,0.01728,0.01685,0.01715,15816715.97425481,269876.7765761964612
1661126400,2022-08-22 00:00:00,HOTCROSS/USDT,0.01703,0.01827,0.01685,0.01725,16395058.35871319,284471.3525175598844
1661040000,2022-08-21 00:00:00,HOTCROSS/USDT,0.01652,0.01709,0.01627,0.01708,17129103.22777177,284426.4302894328045
1660953600,2022-08-20 00:00:00,HOTCROSS/USDT,0.01668,0.01707,0.01622,0.01654,17135336.57676914,283950.7498198970143
1660867200,2022-08-19 00:00:00,HOTCROSS/USDT,0.01822,0.01833,0.01657,0.01668,15440307.14562134,267046.773524120873
1660780800,2022-08-18 00:00:00,HOTCROSS/USDT,0.01806,0.01853,0.01774,0.01824,15189235.92617817,274701.134660346211
1660694400,2022-08-17 00:00:00,HOTCROSS/USDT,0.01919,0.0193,0.01795,0.01805,14789429.39962264,271125.739488455671
1660608000,2022-08-16 00:00:00,HOTCROSS/USDT,0.01872,0.01943,0.0184,0.01919,14568036.54721001,276875.1282154725077
1660521600,2022-08-15 00:00:00,HOTCROSS/USDT,0.02218,0.02273,0.01844,0.01871,15900191.7352977,314611.9835707979771
1660435200,2022-08-14 00:00:00,HOTCROSS/USDT,0.02064,0.0248,0.02045,0.02218,20785495.91869351,448941.0578561093941
1660348800,2022-08-13 00:00:00,HOTCROSS/USDT,0.01986,0.02162,0.0197,0.02059,16844150.04894126,340122.1042206064254
1660262400,2022-08-12 00:00:00,HOTCROSS/USDT,0.01881,0.01994,0.0188,0.01987,15648149.65273048,299952.7318849126835
1660176000,2022-08-11 00:00:00,HOTCROSS/USDT,0.01886,0.01953,0.0188,0.01884,16020582.71716251,307194.1761411031252
1660089600,2022-08-10 00:00:00,HOTCROSS/USDT,0.01833,0.01906,0.0178,0.01889,14781506.9042712,269617.0246081807101
1660003200,2022-08-09 00:00:00,HOTCROSS/USDT,0.019,0.01908,0.01812,0.01836,14088499.30288554,263848.7790604851183
1659916800,2022-08-08 00:00:00,HOTCROSS/USDT,0.01923,0.01961,0.01864,0.01902,14714472.88759519,283385.4816006208002
1659830400,2022-08-07 00:00:00,HOTCROSS/USDT,0.01913,0.022,0.01877,0.01924,14027471.6268294,271116.5209077317477
1659744000,2022-08-06 00:00:00,HOTCROSS/USDT,0.01841,0.01944,0.01825,0.01919,14699648.66860523,275184.0240245274959
1659657600,2022-08-05 00:00:00,HOTCROSS/USDT,0.01791,0.01854,0.01771,0.01844,12749542.01865394,230391.1849109109252
1659571200,2022-08-04 00:00:00,HOTCROSS/USDT,0.01896,0.01933,0.0177,0.01797,15704103.35025126,292065.1389437982361
1659484800,2022-08-03 00:00:00,HOTCROSS/USDT,0.01914,0.02234,0.01886,0.01903,13733342.72533936,269814.6416443113899
1659398400,2022-08-02 00:00:00,HOTCROSS/USDT,0.01752,0.0197,0.01741,0.01918,13157788.77185629,244665.8072031610442
1659312000,2022-08-01 00:00:00,HOTCROSS/USDT,0.01758,0.01835,0.0174,0.0175,16905767.35993358,296997.8533077773747
1659225600,2022-07-31 00:00:00,HOTCROSS/USDT,0.0174,0.01813,0.0174,0.0176,14845179.86096277,263237.3894839110406
1659139200,2022-07-30 00:00:00,HOTCROSS/USDT,0.01778,0.01796,0.0174,0.01741,16125704.67933561,284044.220323022231
1659052800,2022-07-29 00:00:00,HOTCROSS/USDT,0.01863,0.01869,0.0175,0.01778,15007071.59241059,268106.922624773271
1658966400,2022-07-28 00:00:00,HOTCROSS/USDT,0.01834,0.01888,0.01763,0.01863,17266871.31188653,316402.929362190956
1658880000,2022-07-27 00:00:00,HOTCROSS/USDT,0.0178,0.01837,0.01709,0.01835,15409807.79170371,275108.5854351679226
1658793600,2022-07-26 00:00:00,HOTCROSS/USDT,0.01965,0.01996,0.01758,0.01779,15357432.04645944,289891.1260532493436
1658707200,2022-07-25 00:00:00,HOTCROSS/USDT,0.02128,0.02525,0.01964,0.01964,13456906.11662458,298150.9718652920386
1658620800,2022-07-24 00:00:00,HOTCROSS/USDT,0.02033,0.02204,0.02017,0.02132,12400820.69705687,258536.5459471685059
1658534400,2022-07-23 00:00:00,HOTCROSS/USDT,0.02031,0.02109,0.01978,0.02038,13997080.21773603,285182.0871702186089
1658448000,2022-07-22 00:00:00,HOTCROSS/USDT,0.01933,0.02118,0.01914,0.02034,16458810.1479579,327363.8449711018018
1658361600,2022-07-21 00:00:00,HOTCROSS/USDT,0.02002,0.02002,0.01896,0.01933,15515437.92551365,300984.5775969662343
1658275200,2022-07-20 00:00:00,HOTCROSS/USDT,0.02072,0.0213,0.02,0.02004,15494466.439475,321348.9474068350349
1658188800,2022-07-19 00:00:00,HOTCROSS/USDT,0.02031,0.02169,0.01992,0.02071,32216420.00399958,657045.4609688852802
1658102400,2022-07-18 00:00:00,HOTCROSS/USDT,0.01904,0.02106,0.01898,0.02031,42685401.43228506,843684.596136819552
1658016000,2022-07-17 00:00:00,HOTCROSS/USDT,0.01939,0.01959,0.01872,0.019,56218127.02275031,1078256.8870036498286
1657929600,2022-07-16 00:00:00,HOTCROSS/USDT,0.01905,0.01959,0.0187,0.01942,58067564.36836437,1113638.3372490900973
1657843200,2022-07-15 00:00:00,HOTCROSS/USDT,0.01929,0.01989,0.01894,0.01908,55504388.2717862,1079649.6644722601291
1657756800,2022-07-14 00:00:00,HOTCROSS/USDT,0.0202,0.0206,0.01885,0.01936,56213047.4580582,1099659.3970410223099
1657670400,2022-07-13 00:00:00,HOTCROSS/USDT,0.0196,0.021,0.01871,0.02024,57135969.29168396,1126039.2884885003682
1657584000,2022-07-12 00:00:00,HOTCROSS/USDT,0.0189,0.02024,0.01869,0.01956,52603090.51881396,1014252.415095387453
1657497600,2022-07-11 00:00:00,HOTCROSS/USDT,0.01919,0.02093,0.01869,0.01885,24187681.21703806,473179.8772290769464
1657411200,2022-07-10 00:00:00,HOTCROSS/USDT,0.01949,0.02136,0.01824,0.01922,27542656.58088469,530074.2646948430948
1657324800,2022-07-09 00:00:00,HOTCROSS/USDT,0.02065,0.02221,0.01943,0.01953,16818509.67055059,348282.3386481946343
1657238400,2022-07-08 00:00:00,HOTCROSS/USDT,0.02082,0.0218,0.0198,0.02065,14919242.23446387,310167.210324522057
1657152000,2022-07-07 00:00:00,HOTCROSS/USDT,0.0201,0.02225,0.0194,0.02079,25224161.41596623,519217.6529186585598
1657065600,2022-07-06 00:00:00,HOTCROSS/USDT,0.02035,0.0264,0.02003,0.0201,44328664.10534547,1038163.3244917795253
1656979200,2022-07-05 00:00:00,HOTCROSS/USDT,0.01979,0.02098,0.01919,0.02029,16221635.96269415,324170.3108799351275
1656892800,2022-07-04 00:00:00,HOTCROSS/USDT,0.01998,0.02063,0.01905,0.01979,24072646.13835289,475470.4235196580119
1656806400,2022-07-03 00:00:00,HOTCROSS/USDT,0.02118,0.02242,0.0195,0.01998,27486192.22954273,566330.4192806693994
1656720000,2022-07-02 00:00:00,HOTCROSS/USDT,0.02464,0.0255,0.02088,0.02125,32822189.44628613,750355.026408487329
1656633600,2022-07-01 00:00:00,HOTCROSS/USDT,0.02483,0.02587,0.02415,0.02468,9422789.12810944,233715.9153541028646
1656547200,2022-06-30 00:00:00,HOTCROSS/USDT,0.02462,0.02607,0.02417,0.02483,16271889.98573899,403369.2532213864793
1656460800,2022-06-29 00:00:00,HOTCROSS/USDT,0.02425,0.0274,0.02334,0.02462,23341596.17541617,577907.0284465233663
1656374400,2022-06-28 00:00:00,HOTCROSS/USDT,0.02463,0.02555,0.02392,0.02425,14477224.08063739,356570.5024473167246
1656288000,2022-06-27 00:00:00,HOTCROSS/USDT,0.02497,0.02756,0.02372,0.02458,26522493.71503926,673542.6239593344328
1656201600,2022-06-26 00:00:00,HOTCROSS/USDT,0.02551,0.02746,0.02471,0.02501,18011842.92412932,469966.7542177091915
1656115200,2022-06-25 00:00:00,HOTCROSS/USDT,0.02626,0.02644,0.02423,0.02551,9094006.10197876,231767.5091881559991
1656028800,2022-06-24 00:00:00,HOTCROSS/USDT,0.02472,0.02711,0.02338,0.02633,13390449.5148945,330321.461082968415
1655942400,2022-06-23 00:00:00,HOTCROSS/USDT,0.02279,0.02568,0.02263,0.02464,15751251.37315776,379661.0046740113789
1655856000,2022-06-22 00:00:00,HOTCROSS/USDT,0.02174,0.02469,0.02092,0.02285,16704467.09451518,369675.9465874173618
1655769600,2022-06-21 00:00:00,HOTCROSS/USDT,0.02203,0.0242,0.02118,0.02173,25024172.96983718,576347.542685573613
1655683200,2022-06-20 00:00:00,HOTCROSS/USDT,0.02248,0.0225,0.02064,0.02203,21736956.15519424,471499.1652164187875
1655596800,2022-06-19 00:00:00,HOTCROSS/USDT,0.02184,0.0241,0.02062,0.02248,10834024.84721143,237827.6413190999689
1655510400,2022-06-18 00:00:00,HOTCROSS/USDT,0.02825,0.02835,0.02,0.02186,49090852.87907569,1079446.2546672625675
1655424000,2022-06-17 00:00:00,HOTCROSS/USDT,0.03393,0.03393,0.02793,0.02823,16665038.19465751,500378.1017419296497
1655337600,2022-06-16 00:00:00,HOTCROSS/USDT,0.04287,0.04366,0.03382,0.03393,10922254.18734391,424807.5861161536566
1655251200,2022-06-15 00:00:00,HOTCROSS/USDT,0.04232,0.04299,0.03767,0.04298,10934944.35211883,432387.245685619952
1655164800,2022-06-14 00:00:00,HOTCROSS/USDT,0.04368,0.04487,0.04119,0.0423,10062298.66552757,436371.1351883920034
1655078400,2022-06-13 00:00:00,HOTCROSS/USDT,0.04866,0.04883,0.04251,0.04366,12621559.99471124,575232.6762072274321
1654992000,2022-06-12 00:00:00,HOTCROSS/USDT,0.05015,0.05037,0.04806,0.0486,2828494.84506924,139103.419004595023
1654905600,2022-06-11 00:00:00,HOTCROSS/USDT,0.05552,0.05713,0.05001,0.05015,12274856.03087633,643400.1030527070239
1654819200,2022-06-10 00:00:00,HOTCROSS/USDT,0.05544,0.05824,0.05464,0.05555,5970914.20564835,334691.0561142747
1654732800,2022-06-09 00:00:00,HOTCROSS/USDT,0.05798,0.05987,0.05467,0.05545,12684725.30469234,721943.2787594362616
1654646400,2022-06-08 00:00:00,HOTCROSS/USDT,0.06065,0.06131,0.05755,0.05783,8674218.39203813,513519.9281618868724
1654560000,2022-06-07 00:00:00,HOTCROSS/USDT,0.06341,0.06395,0.05914,0.06054,9252950.6820687,572733.3173161830687
1654473600,2022-06-06 00:00:00,HOTCROSS/USDT,0.06306,0.06673,0.06268,0.06336,7791317.76643237,502496.2758987179762
1654387200,2022-06-05 00:00:00,HOTCROSS/USDT,0.06304,0.06452,0.062,0.06312,4705326.72997348,296181.1321955734033
1654300800,2022-06-04 00:00:00,HOTCROSS/USDT,0.06227,0.06619,0.06177,0.06316,12019997.86118633,764081.8380763552033
1654214400,2022-06-03 00:00:00,HOTCROSS/USDT,0.06482,0.0657,0.06167,0.06221,6826409.29306471,433622.509521013718
1654128000,2022-06-02 00:00:00,HOTCROSS/USDT,0.06282,0.0698,0.06125,0.06468,9541699.73959256,621266.2493328684868
1654041600,2022-06-01 00:00:00,HOTCROSS/USDT,0.06468,0.06779,0.06087,0.06272,4344087.26841414,276488.1532183053832
1653955200,2022-05-31 00:00:00,HOTCROSS/USDT,0.0662,0.06866,0.06351,0.06471,5280907.50484847,344162.3881683942591
1653868800,2022-05-30 00:00:00,HOTCROSS/USDT,0.06371,0.06793,0.06322,0.06633,12113646.02419612,792650.0204464128922
1653782400,2022-05-29 00:00:00,HOTCROSS/USDT,0.06292,0.068,0.06152,0.06383,7257495.89207423,456969.2859180319829
1653696000,2022-05-28 00:00:00,HOTCROSS/USDT,0.06343,0.06902,0.06216,0.0631,7393797.52823489,474621.2346250959728
1653609600,2022-05-27 00:00:00,HOTCROSS/USDT,0.0658,0.07243,0.06213,0.0635,11704514.83118773,765840.7158430517964
1653523200,2022-05-26 00:00:00,HOTCROSS/USDT,0.07055,0.07365,0.05983,0.06603,9489339.89104078,641058.7445241250644
1653436800,2022-05-25 00:00:00,HOTCROSS/USDT,0.06935,0.07206,0.06657,0.07059,7600874.50173443,523277.5618804474079
1653350400,2022-05-24 00:00:00,HOTCROSS/USDT,0.06958,0.0727,0.06643,0.06935,9672407.93433135,669539.2083000264131
1653264000,2022-05-23 00:00:00,HOTCROSS/USDT,0.07403,0.07999,0.06763,0.0696,9787344.60812091,719741.1852526169936
1653177600,2022-05-22 00:00:00,HOTCROSS/USDT,0.069,0.08412,0.06835,0.07393,12645031.59075574,982223.047802080015
1653091200,2022-05-21 00:00:00,HOTCROSS/USDT,0.07228,0.07607,0.06665,0.06899,10708251.87682301,761930.7426858711439
1653004800,2022-05-20 00:00:00,HOTCROSS/USDT,0.06278,0.07467,0.0619,0.07226,12799397.424144,835313.8985144623594
1652918400,2022-05-19 00:00:00,HOTCROSS/USDT,0.06102,0.06652,0.06036,0.06301,10630786.41780126,669587.3786948287171
1652832000,2022-05-18 00:00:00,HOTCROSS/USDT,0.06268,0.06707,0.05979,0.06113,8441531.79793956,529084.8721741854251
1652745600,2022-05-17 00:00:00,HOTCROSS/USDT,0.0619,0.06427,0.0597,0.06269,9696381.59860756,590924.0875562284714
1652659200,2022-05-16 00:00:00,HOTCROSS/USDT,0.06201,0.06331,0.06,0.0619,6262677.11619487,385448.1242752481953
1652572800,2022-05-15 00:00:00,HOTCROSS/USDT,0.0644,0.0646,0.05944,0.0621,10464550.72486688,639167.3242941779579
1652486400,2022-05-14 00:00:00,HOTCROSS/USDT,0.06662,0.06741,0.06196,0.06439,8997441.17459752,574408.338898393551
1652400000,2022-05-13 00:00:00,HOTCROSS/USDT,0.06401,0.07295,0.06353,0.06661,9195111.24838802,639675.9461317921485
1652313600,2022-05-12 00:00:00,HOTCROSS/USDT,0.06564,0.06801,0.05678,0.06415,5058669.93491237,320357.5240221814619
1652227200,2022-05-11 00:00:00,HOTCROSS/USDT,0.08197,0.08406,0.06364,0.06551,7330411.86424534,503291.3905523195713
1652140800,2022-05-10 00:00:00,HOTCROSS/USDT,0.0959,0.10511,0.07954,0.08206,11241841.46860451,1023441.4008919452733
1652054400,2022-05-09 00:00:00,HOTCROSS/USDT,0.11063,0.11351,0.09581,0.09603,6470826.79472236,691626.7237236485511
1651968000,2022-05-08 00:00:00,HOTCROSS/USDT,0.11732,0.11792,0.10977,0.11078,3031934.15184039,338897.1190405610731
1651881600,2022-05-07 00:00:00,HOTCROSS/USDT,0.12251,0.12451,0.11656,0.1175,4823195.94899352,580972.9719163231485
1651795200,2022-05-06 00:00:00,HOTCROSS/USDT,0.13859,0.13882,0.11941,0.12237,4571567.17363527,570972.7121310171131
1651708800,2022-05-05 00:00:00,HOTCROSS/USDT,0.15596,0.15801,0.137,0.13838,6618485.02897333,990412.0622389787632
1651622400,2022-05-04 00:00:00,HOTCROSS/USDT,0.15769,0.15903,0.15447,0.15622,2454960.03498981,383572.7058222037807
1651536000,2022-05-03 00:00:00,HOTCROSS/USDT,0.1582,0.16215,0.15644,0.15789,1081091.80118202,171158.7485459964086
1651449600,2022-05-02 00:00:00,HOTCROSS/USDT,0.15859,0.15971,0.15662,0.15856,1362042.59515508,215282.8013972760786
1651363200,2022-05-01 00:00:00,HOTCROSS/USDT,0.15399,0.16101,0.15358,0.15878,1226217.4838264,193559.2368643128985
1651276800,2022-04-30 00:00:00,HOTCROSS/USDT,0.16674,0.169,0.15375,0.15375,2741581.55442529,441952.9988879885702
1651190400,2022-04-29 00:00:00,HOTCROSS/USDT,0.18199,0.18333,0.16452,0.16671,3928451.60006433,679122.1328537606327
1651104000,2022-04-28 00:00:00,HOTCROSS/USDT,0.18348,0.18645,0.17959,0.18214,1931313.68518388,354064.1691037901728
1651017600,2022-04-27 00:00:00,HOTCROSS/USDT,0.18301,0.18998,0.17539,0.18314,3845768.74201528,701707.413192177599
1650931200,2022-04-26 00:00:00,HOTCROSS/USDT,0.20303,0.20687,0.1814,0.18279,3463221.13851106,679488.9373187953882
1650844800,2022-04-25 00:00:00,HOTCROSS/USDT,0.20397,0.2074,0.20051,0.20319,1223467.25344731,247978.3604095502274
1650758400,2022-04-24 00:00:00,HOTCROSS/USDT,0.20073,0.20595,0.19982,0.20423,1827254.15373837,370389.2812289416219
1650672000,2022-04-23 00:00:00,HOTCROSS/USDT,0.20701,0.20968,0.20047,0.20088,1644544.86204935,335219.4529655087329
1650585600,2022-04-22 00:00:00,HOTCROSS/USDT,0.22418,0.23,0.19903,0.20734,3202857.97725507,685971.0879389682142
1650499200,2022-04-21 00:00:00,HOTCROSS/USDT,0.23143,0.23468,0.22072,0.22452,2408604.16038149,548926.3204133482391
1650412800,2022-04-20 00:00:00,HOTCROSS/USDT,0.2242,0.23753,0.22194,0.23172,2295611.23182595,524597.1692742033419
1650326400,2022-04-19 00:00:00,HOTCROSS/USDT,0.22745,0.22811,0.22187,0.22419,2147566.81240092,483700.3687615578963
1650240000,2022-04-18 00:00:00,HOTCROSS/USDT,0.24204,0.24672,0.22211,0.22793,4282384.12607407,990015.6087993899363
1650153600,2022-04-17 00:00:00,HOTCROSS/USDT,0.24144,0.25547,0.2352,0.24235,3058737.97786239,745835.0274439464138
1650067200,2022-04-16 00:00:00,HOTCROSS/USDT,0.25165,0.26849,0.24,0.24139,2117888.91507412,532562.5408912601658
1649980800,2022-04-15 00:00:00,HOTCROSS/USDT,0.28562,0.30585,0.2478,0.25166,3724111.44147181,1039290.1304834602058
1649894400,2022-04-14 00:00:00,HOTCROSS/USDT,0.25083,0.289,0.24643,0.28562,4389171.06381871,1181256.0531618987087
1649808000,2022-04-13 00:00:00,HOTCROSS/USDT,0.2426,0.25813,0.24071,0.25083,913348.53660119,227551.1610762943692
1649721600,2022-04-12 00:00:00,HOTCROSS/USDT,0.21228,0.24693,0.21171,0.24224,1771748.58028127,410250.2512184296039
1649635200,2022-04-11 00:00:00,HOTCROSS/USDT,0.22679,0.23005,0.20606,0.21193,1333757.28158917,292846.2613834589384
1649548800,2022-04-10 00:00:00,HOTCROSS/USDT,0.22823,0.23005,0.22081,0.22673,759195.23520383,171012.5010674321193
1649462400,2022-04-09 00:00:00,HOTCROSS/USDT,0.20899,0.23423,0.20619,0.2286,1998419.48283865,447553.1569014585101
1649376000,2022-04-08 00:00:00,HOTCROSS/USDT,0.19288,0.27,0.19013,0.20899,4380017.38233441,974728.8965940087659
1649289600,2022-04-07 00:00:00,HOTCROSS/USDT,0.1894,0.19312,0.18705,0.1926,1296560.46622025,245710.8487888841351
1649203200,2022-04-06 00:00:00,HOTCROSS/USDT,0.20255,0.20255,0.18616,0.1895,4693614.28927447,898803.6789188158471
1649116800,2022-04-05 00:00:00,HOTCROSS/USDT,0.19314,0.22,0.1905,0.2025,4800227.53633192,966124.7909722915947
1649030400,2022-04-04 00:00:00,HOTCROSS/USDT,0.18941,0.1941,0.18749,0.19292,3145686.85557807,602204.1509867948399
1648944000,2022-04-03 00:00:00,HOTCROSS/USDT,0.18834,0.19116,0.18726,0.18942,760168.90463265,144306.9182265892885
1648857600,2022-04-02 00:00:00,HOTCROSS/USDT,0.19152,0.19426,0.1855,0.18858,3949418.33997812,746055.5402786374665
1648771200,2022-04-01 00:00:00,HOTCROSS/USDT,0.19084,0.19622,0.18524,0.19125,4707464.64671047,891168.0134727874602
1648684800,2022-03-31 00:00:00,HOTCROSS/USDT,0.19136,0.19619,0.18741,0.19041,4830463.2134126,923464.1369033096149
1648598400,2022-03-30 00:00:00,HOTCROSS/USDT,0.19415,0.19559,0.18993,0.19115,3105240.2966268,598475.2733615466602
1648512000,2022-03-29 00:00:00,HOTCROSS/USDT,0.20001,0.20199,0.19169,0.19419,3814711.93394071,747187.8539741540189
1648425600,2022-03-28 00:00:00,HOTCROSS/USDT,0.20146,0.20315,0.19761,0.20022,796586.69426116,160040.3665925561458
1648339200,2022-03-27 00:00:00,HOTCROSS/USDT,0.19821,0.2048,0.1943,0.20147,968809.63492634,192653.1863028171862
1648252800,2022-03-26 00:00:00,HOTCROSS/USDT,0.19705,0.1985,0.19391,0.1985,1998828.50725423,392811.0255430239231
1648166400,2022-03-25 00:00:00,HOTCROSS/USDT,0.20097,0.20648,0.1952,0.19709,1219243.74696737,242801.3074151153689
1648080000,2022-03-24 00:00:00,HOTCROSS/USDT,0.20213,0.2069,0.19935,0.20136,1949059.2541989,397836.2260112929859
1647993600,2022-03-23 00:00:00,HOTCROSS/USDT,0.1779,0.21192,0.175,0.2026,4829526.26837338,955918.746050257204
1647907200,2022-03-22 00:00:00,HOTCROSS/USDT,0.17667,0.18372,0.17394,0.17817,3295665.76796523,584999.7390644449538
1647820800,2022-03-21 00:00:00,HOTCROSS/USDT,0.17064,0.1772,0.164,0.17666,4623110.95533132,787668.4189560567252
1647734400,2022-03-20 00:00:00,HOTCROSS/USDT,0.1676,0.17246,0.16331,0.17016,2070199.37969729,348817.2933967458929
1647648000,2022-03-19 00:00:00,HOTCROSS/USDT,0.16359,0.1718,0.16239,0.16748,4002710.42334481,666037.6284020553446
1647561600,2022-03-18 00:00:00,HOTCROSS/USDT,0.16456,0.16635,0.15895,0.16353,3528590.09032165,574501.0211645051468
1647475200,2022-03-17 00:00:00,HOTCROSS/USDT,0.15799,0.16694,0.15631,0.16465,4911612.57600786,797249.8435330372446
1647388800,2022-03-16 00:00:00,HOTCROSS/USDT,0.15395,0.16018,0.15296,0.158,5053770.58133529,788058.0656746205326
1647302400,2022-03-15 00:00:00,HOTCROSS/USDT,0.15666,0.15794,0.15117,0.15419,4429700.37734737,685700.6762640374811
1647216000,2022-03-14 00:00:00,HOTCROSS/USDT,0.15872,0.16046,0.15355,0.157,5564600.91352565,869692.9533606277505
1647129600,2022-03-13 00:00:00,HOTCROSS/USDT,0.16078,0.16744,0.1579,0.15898,4572208.30933597,739997.8952289372489
1647043200,2022-03-12 00:00:00,HOTCROSS/USDT,0.15664,0.16237,0.15517,0.16056,4069419.46280542,642301.9095091198207
1646956800,2022-03-11 00:00:00,HOTCROSS/USDT,0.1602,0.16245,0.15646,0.15685,3509357.93345742,556194.800350769316
1646870400,2022-03-10 00:00:00,HOTCROSS/USDT,0.16784,0.16905,0.15701,0.16018,5348451.28990345,859427.9592682108496
1646784000,2022-03-09 00:00:00,HOTCROSS/USDT,0.15979,0.17218,0.15939,0.16786,2688950.71797785,449442.4930536562435
1646697600,2022-03-08 00:00:00,HOTCROSS/USDT,0.15949,0.16584,0.15911,0.16,4988677.24554368,806824.3244831008128
1646611200,2022-03-07 00:00:00,HOTCROSS/USDT,0.16578,0.16645,0.15422,0.15921,6716327.60597702,1084551.8414067520189
1646524800,2022-03-06 00:00:00,HOTCROSS/USDT,0.17025,0.17113,0.16578,0.16578,1851233.21628048,310459.7468338063484
1646438400,2022-03-05 00:00:00,HOTCROSS/USDT,0.16674,0.17197,0.16454,0.17024,1592775.34778111,266914.4827422450777
1646352000,2022-03-04 00:00:00,HOTCROSS/USDT,0.17496,0.18184,0.166,0.1665,5067864.77527705,870029.8991074338014
1646265600,2022-03-03 00:00:00,HOTCROSS/USDT,0.18783,0.1913,0.17199,0.17478,6967496.73128627,1268947.6884191265603
1646179200,2022-03-02 00:00:00,HOTCROSS/USDT,0.17731,0.1938,0.17253,0.18783,4965870.83246722,917496.8219072356576
1646092800,2022-03-01 00:00:00,HOTCROSS/USDT,0.15708,0.194,0.1549,0.17732,6445744.13845746,1122056.9453522222457
1646006400,2022-02-28 00:00:00,HOTCROSS/USDT,0.1645,0.167,0.14848,0.15732,5413367.00470755,851403.8167763331204
1645920000,2022-02-27 00:00:00,HOTCROSS/USDT,0.18711,0.18749,0.16292,0.1646,2513429.94101942,454463.4797656320561
1645833600,2022-02-26 00:00:00,HOTCROSS/USDT,0.20987,0.21634,0.1843,0.18743,7920314.73199856,1552695.6995959290526
1645747200,2022-02-25 00:00:00,HOTCROSS/USDT,0.20614,0.22645,0.20395,0.21027,2744616.20691764,581227.4395614397843
1645660800,2022-02-24 00:00:00,HOTCROSS/USDT,0.22007,0.22442,0.19561,0.20678,4267476.21475765,870763.2221264484775
1645574400,2022-02-23 00:00:00,HOTCROSS/USDT,0.22765,0.2352,0.21843,0.22044,2859146.81963395,649267.8300763024424
