https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BALBEAR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BALBEAR/USDT,3.6e-07,3.6e-07,3.5e-07,3.6e-07,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,BALBEAR/USDT,3e-07,3.8e-07,2.9e-07,3.6e-07,43055555.55555556,15.5
1663372800000.0,2022-09-17 00:00:00,BALBEAR/USDT,3e-07,3.1e-07,2.9e-07,3e-07,34100000.0,10.23
1663286400000.0,2022-09-16 00:00:00,BALBEAR/USDT,2.9e-07,3.1e-07,2.5e-07,3e-07,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,BALBEAR/USDT,2.3e-07,2.9e-07,2.2e-07,2.9e-07,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,BALBEAR/USDT,2.4e-07,2.6e-07,2e-07,2.3e-07,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,BALBEAR/USDT,2e-07,2.4e-07,1.9e-07,2.4e-07,0.0,0.0
1662940800000.0,2022-09-12 00:00:00,BALBEAR/USDT,1.7e-07,2e-07,1.6e-07,2e-07,50000000.0,10.0
1662854400000.0,2022-09-11 00:00:00,BALBEAR/USDT,1.7e-07,1.9e-07,1.4e-07,1.7e-07,0.0,0.0
1662768000000.0,2022-09-10 00:00:00,BALBEAR/USDT,1.7e-07,1.9e-07,1.5e-07,1.7e-07,0.0,0.0
1662681600000.0,2022-09-09 00:00:00,BALBEAR/USDT,1.9e-07,1.9e-07,1.6e-07,1.7e-07,0.0,0.0
1662595200000.0,2022-09-08 00:00:00,BALBEAR/USDT,2e-07,2.1e-07,1.6e-07,1.9e-07,0.0,0.0
1662508800000.0,2022-09-07 00:00:00,BALBEAR/USDT,2.4e-07,2.6e-07,1.9e-07,2e-07,0.0,0.0
1662422400000.0,2022-09-06 00:00:00,BALBEAR/USDT,2e-07,2.4e-07,1.9e-07,2.4e-07,20583333.333333336,4.94
1662336000000.0,2022-09-05 00:00:00,BALBEAR/USDT,2.1e-07,2.3e-07,2e-07,2e-07,78000000.0,15.6
1662249600000.0,2022-09-04 00:00:00,BALBEAR/USDT,2.1e-07,2.3e-07,2.1e-07,2.1e-07,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,BALBEAR/USDT,1.8e-07,2.2e-07,1.7e-07,2.1e-07,99190476.19047618,20.83
1662076800000.0,2022-09-02 00:00:00,BALBEAR/USDT,1.7e-07,1.9e-07,1.7e-07,1.8e-07,0.0,0.0
1661990400000.0,2022-09-01 00:00:00,BALBEAR/USDT,2.5e-07,2.6e-07,1.7e-07,1.7e-07,224411764.70588237,38.15
1661904000000.0,2022-08-31 00:00:00,BALBEAR/USDT,3.1e-07,3.1e-07,2.2e-07,2.5e-07,0.0,0.0
1661817600000.0,2022-08-30 00:00:00,BALBEAR/USDT,3.4e-07,3.6e-07,2.8e-07,3.1e-07,80300000.0,24.893
1661731200000.0,2022-08-29 00:00:00,BALBEAR/USDT,5.1e-07,5.3e-07,3.3e-07,3.4e-07,0.0,0.0
1661644800000.0,2022-08-28 00:00:00,BALBEAR/USDT,4.8e-07,5.1e-07,4.3e-07,5.1e-07,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,BALBEAR/USDT,5e-07,5.3e-07,4.8e-07,4.8e-07,0.0,0.0
1661472000000.0,2022-08-26 00:00:00,BALBEAR/USDT,3.8e-07,5e-07,3.8e-07,5e-07,0.0,0.0
1661385600000.0,2022-08-25 00:00:00,BALBEAR/USDT,5e-07,5e-07,3.7e-07,3.8e-07,0.0,0.0
1661299200000.0,2022-08-24 00:00:00,BALBEAR/USDT,4.2e-07,5e-07,4e-07,5e-07,0.0,0.0
1661212800000.0,2022-08-23 00:00:00,BALBEAR/USDT,4.7e-07,5e-07,3.7e-07,4.2e-07,0.0,0.0
1661126400000.0,2022-08-22 00:00:00,BALBEAR/USDT,5e-07,5.5e-07,4.6e-07,4.7e-07,0.0,0.0
1661040000000.0,2022-08-21 00:00:00,BALBEAR/USDT,6.2e-07,6.5e-07,4.8e-07,5e-07,0.0,0.0
1660953600000.0,2022-08-20 00:00:00,BALBEAR/USDT,6.5e-07,6.9e-07,5.8e-07,6.2e-07,0.0,0.0
1660867200000.0,2022-08-19 00:00:00,BALBEAR/USDT,5e-07,6.7e-07,5e-07,6.5e-07,0.0,0.0
1660780800000.0,2022-08-18 00:00:00,BALBEAR/USDT,4.4e-07,5.1e-07,4e-07,5e-07,11500000.0,5.75
1660694400000.0,2022-08-17 00:00:00,BALBEAR/USDT,4e-07,4.6e-07,3.8e-07,4.4e-07,0.0,0.0
1660608000000.0,2022-08-16 00:00:00,BALBEAR/USDT,3.9e-07,4.1e-07,3.8e-07,4e-07,16200000.000000002,6.48
1660521600000.0,2022-08-15 00:00:00,BALBEAR/USDT,4e-07,4.1e-07,3.8e-07,3.9e-07,36538461.538461536,14.25
1660435200000.0,2022-08-14 00:00:00,BALBEAR/USDT,3.7e-07,4.1e-07,3.5e-07,4e-07,51387500.0,20.555
1660348800000.0,2022-08-13 00:00:00,BALBEAR/USDT,3.4e-07,3.8e-07,3.4e-07,3.7e-07,74621621.62162162,27.61
1660262400000.0,2022-08-12 00:00:00,BALBEAR/USDT,6.5e-07,6.8e-07,2.4e-07,3.4e-07,442205882.3529412,150.35
1660176000000.0,2022-08-11 00:00:00,BALBEAR/USDT,6.5e-07,6.7e-07,6e-07,6.5e-07,77598461.53846154,50.439
1660089600000.0,2022-08-10 00:00:00,BALBEAR/USDT,8.3e-07,9.1e-07,6.5e-07,6.5e-07,103700000.0,67.405
1660003200000.0,2022-08-09 00:00:00,BALBEAR/USDT,7e-07,8.6e-07,6.6e-07,8.3e-07,109728915.6626506,91.075
1659916800000.0,2022-08-08 00:00:00,BALBEAR/USDT,7.5e-07,7.6e-07,6.4e-07,7e-07,169648571.42857143,118.754
1659830400000.0,2022-08-07 00:00:00,BALBEAR/USDT,7.8e-07,8e-07,7.3e-07,7.5e-07,13221333.333333334,9.916
1659744000000.0,2022-08-06 00:00:00,BALBEAR/USDT,7.2e-07,7.8e-07,7.1e-07,7.8e-07,0.0,0.0
1659657600000.0,2022-08-05 00:00:00,BALBEAR/USDT,8.5e-07,8.5e-07,7.2e-07,7.2e-07,27000000.000000004,19.44
1659571200000.0,2022-08-04 00:00:00,BALBEAR/USDT,8.5e-07,8.7e-07,7.4e-07,8.5e-07,25698823.529411767,21.844
1659484800000.0,2022-08-03 00:00:00,BALBEAR/USDT,8.6e-07,9.5e-07,6.7e-07,8.5e-07,0.0,0.0
