https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume UST
1647043200,2022-03-12 00:00:00,USDT/UST,0.9958,0.9969,0.994,0.9962,20352553.74606204,20274832.949475648819
1646956800,2022-03-11 00:00:00,USDT/UST,0.9948,0.9964,0.9948,0.9958,31215351.23946127,31085683.153595595346
1646870400,2022-03-10 00:00:00,USDT/UST,0.9945,0.9969,0.993,0.9949,45597770.02946737,45394508.44313645857
1646784000,2022-03-09 00:00:00,USDT/UST,0.9954,0.9967,0.993,0.9945,47737195.27007164,47530107.223973881284
1646697600,2022-03-08 00:00:00,USDT/UST,0.9961,0.9972,0.994,0.9953,43101110.1726941,42936350.099622242402
1646611200,2022-03-07 00:00:00,USDT/UST,0.9961,0.9971,0.9931,0.9961,50333668.26420782,50130253.457497336726
1646524800,2022-03-06 00:00:00,USDT/UST,0.9963,0.9971,0.9951,0.9962,40546002.11872817,40396567.091750005009
1646438400,2022-03-05 00:00:00,USDT/UST,0.9944,0.9968,0.993,0.9963,45788594.08360409,45601031.747357838907
1646352000,2022-03-04 00:00:00,USDT/UST,0.996,0.997,0.9935,0.9943,57096960.88082323,56869343.218535732606
1646265600,2022-03-03 00:00:00,USDT/UST,0.9952,0.9972,0.994,0.9961,44508876.25079323,44341455.838903760544
1646179200,2022-03-02 00:00:00,USDT/UST,0.9965,0.9974,0.9941,0.9952,38918251.28416299,38767329.068645087354
1646092800,2022-03-01 00:00:00,USDT/UST,0.9958,0.9977,0.9957,0.9964,38357607.59161522,38230246.916928495511
1646006400,2022-02-28 00:00:00,USDT/UST,0.9967,0.9975,0.9887,0.9959,38068943.82283348,37932911.823623792764
1645920000,2022-02-27 00:00:00,USDT/UST,0.9972,0.9973,0.9957,0.9967,24457188.30567594,24375322.576529259866
1645833600,2022-02-26 00:00:00,USDT/UST,0.9962,1.0001,0.9937,0.9972,35543418.57629435,35422104.576472474071
1645747200,2022-02-25 00:00:00,USDT/UST,0.9965,0.9976,0.9927,0.9961,57781072.41139613,57588787.164060879017
1645660800,2022-02-24 00:00:00,USDT/UST,0.9969,0.998,0.9929,0.9965,79947127.1672241,79670270.618499473866
1645574400,2022-02-23 00:00:00,USDT/UST,0.996,0.9971,0.9953,0.9969,51594058.57551524,51417640.102318264342
1645488000,2022-02-22 00:00:00,USDT/UST,0.9978,0.9982,0.99,0.996,33665824.84687419,33544266.125187931725
1645401600,2022-02-21 00:00:00,USDT/UST,0.9988,0.9989,0.95,0.9978,40767527.92877998,40643142.133675398084
1645315200,2022-02-20 00:00:00,USDT/UST,0.9986,0.9989,0.986,0.9988,39741404.87594659,39688549.778656546278
1645228800,2022-02-19 00:00:00,USDT/UST,0.9987,0.9991,0.9984,0.9987,32096826.76412675,32053203.245064756689
1645142400,2022-02-18 00:00:00,USDT/UST,0.9997,1,0.9953,0.9987,43377309.35063735,43329734.459032102173
1645056000,2022-02-17 00:00:00,USDT/UST,0.9998,1.0003,0.989,0.9997,41358351.61732424,41344752.877705635547
1644969600,2022-02-16 00:00:00,USDT/UST,0.9998,0.9999,0.9997,0.9999,29694485.17397441,29689765.137041544362
1644883200,2022-02-15 00:00:00,USDT/UST,0.9998,0.9999,0.9994,0.9998,42587510.54854318,42579285.389064973951
1644796800,2022-02-14 00:00:00,USDT/UST,1,1.0001,0.9994,0.9998,40945308.54945601,40937234.145533156218
1644710400,2022-02-13 00:00:00,USDT/UST,1,1.0004,0.9998,1.0001,32657775.87339345,32658153.234693409009
1644624000,2022-02-12 00:00:00,USDT/UST,1,1.0001,0.9993,1,38314553.80558462,38312184.295736469373
1644537600,2022-02-11 00:00:00,USDT/UST,1.0002,1.0004,0.9997,1,30141820.65452948,30145127.307270682805
1644451200,2022-02-10 00:00:00,USDT/UST,1.0001,1.0006,0.9999,1.0002,37822882.8451187,37829112.458438765615
1644364800,2022-02-09 00:00:00,USDT/UST,1.0001,1.0004,1,1.0001,25623146.00466729,25625854.23509353752
1644278400,2022-02-08 00:00:00,USDT/UST,1.0016,1.0017,0.9999,1.0001,42085013.0068181,42101439.433770829597
1644192000,2022-02-07 00:00:00,USDT/UST,1.0002,1.002,1,1.0016,43180386.20996048,43206634.636032072444
1644105600,2022-02-06 00:00:00,USDT/UST,1,1.0004,1,1.0002,15605377.05484023,15607382.258170394886
1644019200,2022-02-05 00:00:00,USDT/UST,1.0002,1.0003,1,1.0001,22574782.55203406,22576838.094126393428
1643932800,2022-02-04 00:00:00,USDT/UST,1,1.0003,0.9995,1.0002,37868596.74290135,37869658.11600265697
1643846400,2022-02-03 00:00:00,USDT/UST,1.0002,1.0006,0.9989,1,49491039.31040996,49488695.7683674766
1643760000,2022-02-02 00:00:00,USDT/UST,1.0004,1.0011,0.9999,1.0002,30761216.26767866,30769768.010220710951
1643673600,2022-02-01 00:00:00,USDT/UST,1.0001,1.0013,1,1.0004,35815438.1359779,35838196.004771073653
1643587200,2022-01-31 00:00:00,USDT/UST,1.0001,1.001,1,1.0001,39553702.11355397,39567559.366156559194
1643500800,2022-01-30 00:00:00,USDT/UST,1.0004,1.0009,0.9998,1.0001,27402921.44959851,27413156.753925358188
1643414400,2022-01-29 00:00:00,USDT/UST,1.0025,1.0028,1,1.0005,60850136.53879008,60952416.040769035332
1643328000,2022-01-28 00:00:00,USDT/UST,1.0009,1.02,1.0006,1.0025,318801002.17243715,320012593.097489503522
1643241600,2022-01-27 00:00:00,USDT/UST,1.0001,1.0038,0.9994,1.0008,156232087.36850411,156319708.909844083675
1643155200,2022-01-26 00:00:00,USDT/UST,1.0003,1.0015,0.9991,1.0002,90626595.38260037,90666800.403656744996
1643068800,2022-01-25 00:00:00,USDT/UST,0.9998,1.004,0.999,1.0003,69692121.65960073,69717153.51436859965
1642982400,2022-01-24 00:00:00,USDT/UST,0.9997,1.001,0.9982,0.9999,100596644.04555822,100577031.018183970123
1642896000,2022-01-23 00:00:00,USDT/UST,0.9997,1.0014,0.9987,0.9998,62939461.81763986,62922353.911509448524
1642809600,2022-01-22 00:00:00,USDT/UST,0.9974,1.0005,0.9958,0.9998,129640967.69009254,129533599.62428448432
1642723200,2022-01-21 00:00:00,USDT/UST,0.9993,0.9998,0.9933,0.9975,124986241.85894377,124821864.678055053549
1642636800,2022-01-20 00:00:00,USDT/UST,0.9989,0.9996,0.9977,0.9993,40063422.21272594,40030704.868814967318
1642550400,2022-01-19 00:00:00,USDT/UST,0.9994,0.9997,0.9985,0.9988,43200033.78888158,43174171.186411306876
1642464000,2022-01-18 00:00:00,USDT/UST,0.9995,1.0003,0.9988,0.9994,39420556.23259439,39403268.08317015257
1642377600,2022-01-17 00:00:00,USDT/UST,0.9994,0.9998,0.9973,0.9995,28407923.17267446,28391065.157958728117
1642291200,2022-01-16 00:00:00,USDT/UST,0.9984,0.9998,0.9984,0.9994,21950623.66655719,21924936.778171311984
1642204800,2022-01-15 00:00:00,USDT/UST,0.9987,0.9994,0.9975,0.9985,22822454.61419174,22791027.192211458017
1642118400,2022-01-14 00:00:00,USDT/UST,0.9997,1,0.9983,0.9988,33916683.18684027,33902585.533311999921
1642032000,2022-01-13 00:00:00,USDT/UST,0.9996,1,0.9989,0.9996,39484292.74732267,39468285.291073583701
1641945600,2022-01-12 00:00:00,USDT/UST,0.9991,1,0.9986,0.9997,34384856.50623473,34367435.355943437977
1641859200,2022-01-11 00:00:00,USDT/UST,0.9997,0.9999,0.9984,0.9991,31379329.3783138,31356624.809897138706
1641772800,2022-01-10 00:00:00,USDT/UST,0.9994,1.0007,0.999,0.9997,39536899.27838794,39528554.128144203472
1641686400,2022-01-09 00:00:00,USDT/UST,0.9995,1,0.9986,0.9994,34313388.88410413,34289166.055023241522
1641600000,2022-01-08 00:00:00,USDT/UST,0.9995,1.0001,0.998,0.9996,41632273.84152126,41604297.465826861634
1641513600,2022-01-07 00:00:00,USDT/UST,0.9991,1.0005,0.9983,0.9996,64954453.05741443,64921933.006625563825
1641427200,2022-01-06 00:00:00,USDT/UST,0.9997,0.9999,0.9976,0.9991,55650291.91445403,55601802.746793139164
1641340800,2022-01-05 00:00:00,USDT/UST,0.9991,1,0.9978,0.9999,51196942.03193775,51154135.359011709632
1641254400,2022-01-04 00:00:00,USDT/UST,0.9984,0.9995,0.9984,0.9991,49710157.58965509,49659796.740136617576
1641168000,2022-01-03 00:00:00,USDT/UST,0.9986,0.9997,0.9973,0.9984,39633619.68146143,39574511.35496477898
1641081600,2022-01-02 00:00:00,USDT/UST,0.9989,0.9993,0.9974,0.9985,25136809.9187048,25109433.689586010793
1640995200,2022-01-01 00:00:00,USDT/UST,0.9991,0.9995,0.9983,0.999,29956873.06221067,29926725.239630927832
1640908800,2021-12-31 00:00:00,USDT/UST,0.999,0.9998,0.9985,0.9991,31093581.77577862,31065387.436552327104
1640822400,2021-12-30 00:00:00,USDT/UST,0.9989,0.9994,0.9977,0.999,34550333.95809531,34516860.675092751094
1640736000,2021-12-29 00:00:00,USDT/UST,0.9994,0.9995,0.9988,0.9989,38028665.20200373,37995386.863111661684
1640649600,2021-12-28 00:00:00,USDT/UST,0.999,0.9997,0.9987,0.9994,35870603.54819304,35841980.870890536042
