https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume EUR
1658102400,2022-07-18 00:00:00,XLM/EUR,0.10644,0.11450,0.10588,0.11268,2451140.49946403,276194.5114796069
1658016000,2022-07-17 00:00:00,XLM/EUR,0.10881,0.11038,0.10542,0.10542,1229916.79299592,129657.82831762989
1657929600,2022-07-16 00:00:00,XLM/EUR,0.10629,0.10937,0.10450,0.10869,2468574.24523707,268309.3347148171
1657843200,2022-07-15 00:00:00,XLM/EUR,0.10663,0.10800,0.10457,0.10643,2214965.45303061,235738.77316604782
1657756800,2022-07-14 00:00:00,XLM/EUR,0.10505,0.10680,0.10153,0.10680,2464670.98665065,263226.86137428944
1657670400,2022-07-13 00:00:00,XLM/EUR,0.10005,0.10518,0.09874,0.10499,2873483.04676686,301686.98508005263
1657584000,2022-07-12 00:00:00,XLM/EUR,0.10027,0.10325,0.09990,0.09991,1813958.31109777,181232.5748617782
1657497600,2022-07-11 00:00:00,XLM/EUR,0.10496,0.10703,0.10063,0.10087,1704666.28108143,171949.68777268383
1657411200,2022-07-10 00:00:00,XLM/EUR,0.11059,0.11070,0.10380,0.10551,2824214.75799707,297982.8991162709
1657324800,2022-07-09 00:00:00,XLM/EUR,0.11098,0.11300,0.10980,0.11110,1761879.80825340,195744.84669695274
1657238400,2022-07-08 00:00:00,XLM/EUR,0.11173,0.11656,0.11024,0.11100,4841322.11244365,537386.7544812452
1657152000,2022-07-07 00:00:00,XLM/EUR,0.10746,0.11381,0.10670,0.11218,4034276.08938621,452565.09170734504
1657065600,2022-07-06 00:00:00,XLM/EUR,0.10564,0.10819,0.10376,0.10727,3520574.10532547,377651.98427826323
1656979200,2022-07-05 00:00:00,XLM/EUR,0.10671,0.10672,0.10153,0.10512,2080312.70793334,218682.4718579527
1656892800,2022-07-04 00:00:00,XLM/EUR,0.10410,0.10651,0.10200,0.10642,1970324.80942656,209681.96621917453
1656806400,2022-07-03 00:00:00,XLM/EUR,0.10403,0.10634,0.10158,0.10426,4258412.22425732,443982.0585010682
1656720000,2022-07-02 00:00:00,XLM/EUR,0.10553,0.10611,0.10119,0.10416,2270240.81954276,236468.28376357388
1656633600,2022-07-01 00:00:00,XLM/EUR,0.10683,0.10999,0.10299,0.10549,5525796.59201050,582916.2824911877
1656547200,2022-06-30 00:00:00,XLM/EUR,0.10487,0.10729,0.09881,0.10697,7650472.34084691,818371.026300394
1656460800,2022-06-29 00:00:00,XLM/EUR,0.10787,0.10958,0.10242,0.10528,3408882.39228925,358887.13826021226
1656374400,2022-06-28 00:00:00,XLM/EUR,0.11239,0.11472,0.10810,0.10867,2781803.61810787,302298.59917978226
1656288000,2022-06-27 00:00:00,XLM/EUR,0.11342,0.11724,0.11000,0.11230,3197990.32161030,359134.31311683665
1656201600,2022-06-26 00:00:00,XLM/EUR,0.12042,0.12140,0.11349,0.11365,2590891.06439057,294454.7694679883
1656115200,2022-06-25 00:00:00,XLM/EUR,0.12057,0.12313,0.11641,0.12047,4632766.98598198,558109.4388012491
1656028800,2022-06-24 00:00:00,XLM/EUR,0.11330,0.12313,0.11301,0.12107,4053468.23366588,490753.39904992806
1655942400,2022-06-23 00:00:00,XLM/EUR,0.10695,0.11323,0.10695,0.11215,4072593.31105914,456741.3398352826
1655856000,2022-06-22 00:00:00,XLM/EUR,0.10817,0.10999,0.10424,0.10680,5797653.09800304,619189.3508667247
1655769600,2022-06-21 00:00:00,XLM/EUR,0.10747,0.11270,0.10587,0.10854,4504796.42301168,488950.60375368776
1655683200,2022-06-20 00:00:00,XLM/EUR,0.10939,0.11173,0.10447,0.10765,4458112.93336840,479915.85727710824
1655596800,2022-06-19 00:00:00,XLM/EUR,0.10203,0.11060,0.09927,0.10919,7542937.44380585,823613.3394891607
1655510400,2022-06-18 00:00:00,XLM/EUR,0.10694,0.10793,0.09517,0.10269,5771611.23970043,592686.7582048372
1655424000,2022-06-17 00:00:00,XLM/EUR,0.10232,0.11059,0.10197,0.10663,10059307.49197555,1072623.9578693528
1655337600,2022-06-16 00:00:00,XLM/EUR,0.11661,0.11749,0.10124,0.10323,7092498.08825430,732158.5776504914
1655251200,2022-06-15 00:00:00,XLM/EUR,0.10810,0.11670,0.09907,0.11551,8095642.29723759,935127.6417539141
1655164800,2022-06-14 00:00:00,XLM/EUR,0.10132,0.11050,0.09650,0.10808,9095500.34558976,983041.6773513414
1655078400,2022-06-13 00:00:00,XLM/EUR,0.11268,0.11320,0.09888,0.10248,6979677.11020580,715277.3102538905
1654992000,2022-06-12 00:00:00,XLM/EUR,0.11898,0.12061,0.11195,0.11290,6700295.95619850,756463.4134548106
1654905600,2022-06-11 00:00:00,XLM/EUR,0.12643,0.12893,0.11680,0.11906,5472404.21921325,651544.4463395296
1654819200,2022-06-10 00:00:00,XLM/EUR,0.13147,0.13250,0.12501,0.12641,6479941.42853430,819129.3959810209
1654732800,2022-06-09 00:00:00,XLM/EUR,0.13089,0.13270,0.12905,0.13164,4949095.65879480,651498.9525237475
1654646400,2022-06-08 00:00:00,XLM/EUR,0.13121,0.13384,0.12729,0.13067,4480395.31120301,585453.2553148974
1654560000,2022-06-07 00:00:00,XLM/EUR,0.13518,0.13559,0.12577,0.13205,4314965.18376506,569791.1525161762
1654473600,2022-06-06 00:00:00,XLM/EUR,0.13357,0.13983,0.13304,0.13560,3496147.26836961,474077.5695909191
1654387200,2022-06-05 00:00:00,XLM/EUR,0.13416,0.13750,0.13164,0.13370,3188830.04028478,426346.5763860751
1654300800,2022-06-04 00:00:00,XLM/EUR,0.13717,0.13759,0.13120,0.13376,9848948.41295181,1317395.339716434
1654214400,2022-06-03 00:00:00,XLM/EUR,0.13322,0.14029,0.13025,0.13630,8540966.29556211,1164133.7060851157
1654128000,2022-06-02 00:00:00,XLM/EUR,0.12804,0.13389,0.12672,0.13301,5473800.57522590,728070.2145107969
1654041600,2022-06-01 00:00:00,XLM/EUR,0.14063,0.14063,0.12506,0.12860,4629967.44734506,595413.8137285747
1653955200,2022-05-31 00:00:00,XLM/EUR,0.13300,0.14299,0.13147,0.13972,6352413.45727868,887559.2082509772
1653868800,2022-05-30 00:00:00,XLM/EUR,0.12199,0.13330,0.12199,0.13320,4479711.00500025,596697.5058660334
1653782400,2022-05-29 00:00:00,XLM/EUR,0.11413,0.12203,0.11342,0.12187,5026492.49208814,612578.6400107817
1653696000,2022-05-28 00:00:00,XLM/EUR,0.11179,0.11508,0.11146,0.11471,3560754.63458974,408454.16413378913
1653609600,2022-05-27 00:00:00,XLM/EUR,0.11585,0.11614,0.11044,0.11201,4398279.34142193,492651.26903267036
1653523200,2022-05-26 00:00:00,XLM/EUR,0.12370,0.12493,0.11292,0.11568,3860671.80847068,446602.5148038883
1653436800,2022-05-25 00:00:00,XLM/EUR,0.12406,0.12554,0.12027,0.12362,4775743.03372074,590377.3538285579
1653350400,2022-05-24 00:00:00,XLM/EUR,0.12043,0.12411,0.11579,0.12350,2898187.71712289,357926.18306467694
1653264000,2022-05-23 00:00:00,XLM/EUR,0.12871,0.12999,0.11972,0.12027,3342907.06036014,402051.4321495141
1653177600,2022-05-22 00:00:00,XLM/EUR,0.12470,0.12896,0.12315,0.12808,5193286.53201889,665156.1390209794
1653091200,2022-05-21 00:00:00,XLM/EUR,0.11889,0.12411,0.11700,0.12361,4750933.48941337,587262.8886263866
1653004800,2022-05-20 00:00:00,XLM/EUR,0.12344,0.12645,0.11788,0.11952,5076771.54023762,606775.7344892003
1652918400,2022-05-19 00:00:00,XLM/EUR,0.12183,0.12613,0.11728,0.12338,5232425.71926916,645576.685243429
1652832000,2022-05-18 00:00:00,XLM/EUR,0.13525,0.13545,0.12160,0.12160,4985041.35826255,606181.029164726
1652745600,2022-05-17 00:00:00,XLM/EUR,0.13016,0.13534,0.12689,0.13462,4265483.99145170,574219.4549292278
1652659200,2022-05-16 00:00:00,XLM/EUR,0.13918,0.13918,0.12855,0.12980,5824270.36830222,755990.2938056281
1652572800,2022-05-15 00:00:00,XLM/EUR,0.13302,0.13944,0.12882,0.13936,3935411.65793159,548438.9686493464
1652486400,2022-05-14 00:00:00,XLM/EUR,0.12692,0.13429,0.12253,0.13256,5492062.54834366,728027.8114084357
1652400000,2022-05-13 00:00:00,XLM/EUR,0.11629,0.13439,0.11519,0.12682,4308553.95606239,546410.8127078322
1652313600,2022-05-12 00:00:00,XLM/EUR,0.11968,0.12381,0.09722,0.11652,13540221.82191566,1577706.6466896127
1652227200,2022-05-11 00:00:00,XLM/EUR,0.14091,0.14269,0.11151,0.11922,16279593.34535664,1940853.1186334186
1652140800,2022-05-10 00:00:00,XLM/EUR,0.13565,0.14780,0.12931,0.14076,15132984.89582021,2130118.9539356525
1652054400,2022-05-09 00:00:00,XLM/EUR,0.15379,0.15666,0.13188,0.13287,8623089.27030379,1145749.8713452644
1651968000,2022-05-08 00:00:00,XLM/EUR,0.15913,0.15932,0.15156,0.15343,8247912.06579247,1265477.148254539
1651881600,2022-05-07 00:00:00,XLM/EUR,0.16267,0.16347,0.15636,0.15874,8751136.59076703,1389155.4224183583
1651795200,2022-05-06 00:00:00,XLM/EUR,0.16131,0.16383,0.15587,0.16243,6504652.81202469,1056550.7562571703
1651708800,2022-05-05 00:00:00,XLM/EUR,0.17397,0.17657,0.15849,0.16225,7327876.54483333,1188947.969399208
1651622400,2022-05-04 00:00:00,XLM/EUR,0.16311,0.17420,0.16311,0.17389,6188922.80771056,1076191.7870327893
1651536000,2022-05-03 00:00:00,XLM/EUR,0.16444,0.16826,0.16143,0.16349,3465772.15726166,566619.0899907087
1651449600,2022-05-02 00:00:00,XLM/EUR,0.16782,0.16904,0.16250,0.16524,3268515.75278618,540089.5429903883
1651363200,2022-05-01 00:00:00,XLM/EUR,0.16036,0.16757,0.15989,0.16667,3861507.79029050,643597.5034077177
1651276800,2022-04-30 00:00:00,XLM/EUR,0.16855,0.17208,0.15804,0.16042,5723190.45756469,918114.2132025276
1651190400,2022-04-29 00:00:00,XLM/EUR,0.17697,0.17789,0.16715,0.16878,4653387.66043394,785398.7693280404
1651104000,2022-04-28 00:00:00,XLM/EUR,0.17476,0.17928,0.17389,0.17704,5521254.48102591,977482.8933208272
1651017600,2022-04-27 00:00:00,XLM/EUR,0.16902,0.17688,0.16902,0.17470,5156377.25324579,900819.1061420394
1650931200,2022-04-26 00:00:00,XLM/EUR,0.17926,0.17942,0.16698,0.16909,4529517.87046270,765896.1767165379
1650844800,2022-04-25 00:00:00,XLM/EUR,0.17564,0.18038,0.16656,0.17953,5950923.89314186,1068369.3665357581
1650758400,2022-04-24 00:00:00,XLM/EUR,0.17746,0.17995,0.17550,0.17565,5303201.72501487,931507.382998862
1650672000,2022-04-23 00:00:00,XLM/EUR,0.18124,0.18275,0.17727,0.17846,2925426.66333640,522071.642339014
1650585600,2022-04-22 00:00:00,XLM/EUR,0.18123,0.18328,0.17985,0.18097,6282327.26663949,1136912.7654437483
1650499200,2022-04-21 00:00:00,XLM/EUR,0.18455,0.18793,0.17860,0.18150,7205823.31118328,1307856.9309797653
1650412800,2022-04-20 00:00:00,XLM/EUR,0.18850,0.19145,0.18396,0.18477,9207707.97739702,1701308.2029836474
1650326400,2022-04-19 00:00:00,XLM/EUR,0.19035,0.19120,0.18564,0.18887,6237777.41848576,1178129.0210294055
1650240000,2022-04-18 00:00:00,XLM/EUR,0.18182,0.19130,0.17616,0.19025,11944364.56204158,2272415.3579284106
1650153600,2022-04-17 00:00:00,XLM/EUR,0.19014,0.19156,0.18159,0.18213,3133985.72442232,570792.8199890371
1650067200,2022-04-16 00:00:00,XLM/EUR,0.18856,0.19217,0.18737,0.19025,3269590.23181004,622039.5416018601
1649980800,2022-04-15 00:00:00,XLM/EUR,0.17937,0.19636,0.17859,0.18889,8864102.01719411,1674340.2300277955
1649894400,2022-04-14 00:00:00,XLM/EUR,0.17991,0.18298,0.17691,0.17914,7013676.01837891,1256429.9219323979
1649808000,2022-04-13 00:00:00,XLM/EUR,0.17723,0.18163,0.17647,0.18042,4747516.87920440,856546.9953460578
1649721600,2022-04-12 00:00:00,XLM/EUR,0.17213,0.17864,0.17081,0.17785,6293471.98630309,1119293.9927640047
1649635200,2022-04-11 00:00:00,XLM/EUR,0.18443,0.18467,0.17095,0.17153,8071229.23789316,1384457.9511758138
1649548800,2022-04-10 00:00:00,XLM/EUR,0.18898,0.19079,0.18377,0.18377,4784509.36140028,879249.2853445294
1649462400,2022-04-09 00:00:00,XLM/EUR,0.18591,0.18961,0.18460,0.18881,5597577.98722233,1056878.699767448
1649376000,2022-04-08 00:00:00,XLM/EUR,0.19568,0.19635,0.18428,0.18605,5207190.81849860,968797.8517816645
1649289600,2022-04-07 00:00:00,XLM/EUR,0.18693,0.19734,0.18450,0.19590,5781164.92333439,1132530.208481207
1649203200,2022-04-06 00:00:00,XLM/EUR,0.20654,0.20654,0.18599,0.18639,8014067.17596953,1493741.9809289607
1649116800,2022-04-05 00:00:00,XLM/EUR,0.21149,0.21326,0.20559,0.20619,6906141.05155545,1423977.2234202183
1649030400,2022-04-04 00:00:00,XLM/EUR,0.21416,0.21425,0.20677,0.21161,5389779.17768390,1140531.1717896902
1648944000,2022-04-03 00:00:00,XLM/EUR,0.21160,0.21594,0.20901,0.21480,4212801.72006977,904909.8094709865
1648857600,2022-04-02 00:00:00,XLM/EUR,0.21033,0.21499,0.20921,0.21123,3737922.38323895,789561.3450115634
1648771200,2022-04-01 00:00:00,XLM/EUR,0.20654,0.21097,0.19941,0.21065,7850438.25781361,1653694.819008437
1648684800,2022-03-31 00:00:00,XLM/EUR,0.20973,0.21727,0.20407,0.20629,11458004.30695444,2363671.7084816312
1648598400,2022-03-30 00:00:00,XLM/EUR,0.21005,0.21304,0.20411,0.21014,4452422.05919874,935631.9715200232
1648512000,2022-03-29 00:00:00,XLM/EUR,0.20889,0.21702,0.20658,0.21025,8583632.77533935,1804708.7910150983
1648425600,2022-03-28 00:00:00,XLM/EUR,0.20893,0.21993,0.20812,0.20912,6291241.76434107,1315624.4777590046
