https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEE,Volume USDT
1654041600,2022-06-01 00:00:00,ZEE/USDT,0.0337,0.0352,0.0315,0.0321,472221.1747901,15732.297704646264
1653955200,2022-05-31 00:00:00,ZEE/USDT,0.0335,0.0345,0.0328,0.034,276170.17040224,9303.270405705816
1653868800,2022-05-30 00:00:00,ZEE/USDT,0.0319,0.0366,0.031,0.0335,728586.59607057,24149.063400758281
1653782400,2022-05-29 00:00:00,ZEE/USDT,0.0333,0.0341,0.031,0.0319,302424.70227353,9681.242405113326
1653696000,2022-05-28 00:00:00,ZEE/USDT,0.0335,0.0343,0.0327,0.0336,193702.56193506,6477.967241899412
1653609600,2022-05-27 00:00:00,ZEE/USDT,0.0342,0.0353,0.0332,0.0336,352013.05897426,11953.495338200882
1653523200,2022-05-26 00:00:00,ZEE/USDT,0.0337,0.0427,0.0336,0.0342,1635824.63346481,61010.860663900356
1653436800,2022-05-25 00:00:00,ZEE/USDT,0.0359,0.0399,0.033,0.0336,734890.17838172,25948.140304307547
1653350400,2022-05-24 00:00:00,ZEE/USDT,0.0353,0.0376,0.0342,0.0359,549642.14248513,19641.494344226213
1653264000,2022-05-23 00:00:00,ZEE/USDT,0.037,0.0382,0.0342,0.0355,741756.49201073,26931.266245583046
1653177600,2022-05-22 00:00:00,ZEE/USDT,0.0342,0.0423,0.034,0.037,2286236.81195138,86336.297967093275
1653091200,2022-05-21 00:00:00,ZEE/USDT,0.0375,0.0391,0.0341,0.0343,555084.18210581,20353.984192546057
1653004800,2022-05-20 00:00:00,ZEE/USDT,0.0391,0.044,0.0353,0.0379,3701676.17418504,143661.193622638098
1652918400,2022-05-19 00:00:00,ZEE/USDT,0.0365,0.04,0.0357,0.0389,508816.34117831,19365.573376559569
1652832000,2022-05-18 00:00:00,ZEE/USDT,0.0419,0.0435,0.0352,0.0367,987487.26807291,39135.372090743759
1652745600,2022-05-17 00:00:00,ZEE/USDT,0.0369,0.0448,0.0369,0.0417,778861.94254762,31573.438137520496
1652659200,2022-05-16 00:00:00,ZEE/USDT,0.0376,0.041,0.0359,0.0373,741239.99085549,28528.904001730093
1652572800,2022-05-15 00:00:00,ZEE/USDT,0.0357,0.0399,0.0338,0.0375,469552.97677196,16888.722206897178
1652486400,2022-05-14 00:00:00,ZEE/USDT,0.0346,0.0375,0.0319,0.0361,661571.52517988,22798.020601318364
1652400000,2022-05-13 00:00:00,ZEE/USDT,0.0428,0.0551,0.0312,0.035,3062594.13319092,122555.256859863344
1652313600,2022-05-12 00:00:00,ZEE/USDT,0.0517,0.0564,0.0301,0.0431,891915.45055069,38443.355842551804
1652227200,2022-05-11 00:00:00,ZEE/USDT,0.0667,0.0675,0.0501,0.0517,330325.16438693,18706.6315839291
1652140800,2022-05-10 00:00:00,ZEE/USDT,0.0641,0.0738,0.0611,0.0671,233339.71331423,15559.990696665864
1652054400,2022-05-09 00:00:00,ZEE/USDT,0.0783,0.0879,0.0615,0.0641,285079.49909958,19998.794126777888
1651968000,2022-05-08 00:00:00,ZEE/USDT,0.0822,0.0861,0.0743,0.079,131848.5463,10247.82040344
1651881600,2022-05-07 00:00:00,ZEE/USDT,0.085,0.0872,0.0793,0.0822,41728.90708644,3495.220732506818
1651795200,2022-05-06 00:00:00,ZEE/USDT,0.0843,0.0872,0.0801,0.085,49717.16416108,4164.034560598969
1651708800,2022-05-05 00:00:00,ZEE/USDT,0.0948,0.0965,0.0783,0.0845,202857.34921941,17876.997013792109
1651622400,2022-05-04 00:00:00,ZEE/USDT,0.0886,0.0967,0.0874,0.094,149043.9942479,13714.888605627937
1651536000,2022-05-03 00:00:00,ZEE/USDT,0.0918,0.0933,0.0886,0.0886,147657.42484867,13560.650237886781
1651449600,2022-05-02 00:00:00,ZEE/USDT,0.0994,0.1074,0.0883,0.0924,897470.95221511,87483.172064663904
1651363200,2022-05-01 00:00:00,ZEE/USDT,0.0992,0.1035,0.0948,0.0991,424535.91508502,42014.681596075956
1651276800,2022-04-30 00:00:00,ZEE/USDT,0.1027,0.111,0.098,0.0993,497773.58053288,52102.661752332803
1651190400,2022-04-29 00:00:00,ZEE/USDT,0.108,0.1099,0.1,0.1021,854626.40651275,88284.108075242808
1651104000,2022-04-28 00:00:00,ZEE/USDT,0.1053,0.1129,0.1012,0.108,1382272.72838599,147201.968852327246
1651017600,2022-04-27 00:00:00,ZEE/USDT,0.1,0.1294,0.0973,0.1055,2355554.76620805,262933.559171403158
1650931200,2022-04-26 00:00:00,ZEE/USDT,0.1044,0.1199,0.0969,0.1,1104750.06798604,115592.211591343076
1650844800,2022-04-25 00:00:00,ZEE/USDT,0.1018,0.1057,0.0988,0.1036,763423.98550809,77597.10540247606
1650758400,2022-04-24 00:00:00,ZEE/USDT,0.105,0.1068,0.0995,0.1027,215339.49278294,22294.267667187404
1650672000,2022-04-23 00:00:00,ZEE/USDT,0.106,0.1134,0.1023,0.105,1154673.7506558,123473.370285980179
1650585600,2022-04-22 00:00:00,ZEE/USDT,0.107,0.114,0.1015,0.1071,2836627.3139336,305977.740217657429
1650499200,2022-04-21 00:00:00,ZEE/USDT,0.1091,0.1205,0.1054,0.1066,1082536.65272577,121990.209447535638
1650412800,2022-04-20 00:00:00,ZEE/USDT,0.1095,0.1232,0.1086,0.1091,1361067.66670763,157954.029423065631
1650326400,2022-04-19 00:00:00,ZEE/USDT,0.11,0.1178,0.1082,0.1085,1563765.52364652,176077.54806380821
1650240000,2022-04-18 00:00:00,ZEE/USDT,0.1128,0.1136,0.105,0.11,432868.74057108,47334.536933197925
1650153600,2022-04-17 00:00:00,ZEE/USDT,0.1112,0.1221,0.11,0.1129,975641.26026063,112706.042419426854
1650067200,2022-04-16 00:00:00,ZEE/USDT,0.1198,0.1199,0.1,0.1104,890457.69489881,97211.768941706703
1649980800,2022-04-15 00:00:00,ZEE/USDT,0.1185,0.1286,0.1181,0.1203,105906.86893346,13153.024832188831
1649894400,2022-04-14 00:00:00,ZEE/USDT,0.1196,0.1225,0.114,0.1185,303203.63015196,35545.592906623567
1649808000,2022-04-13 00:00:00,ZEE/USDT,0.1101,0.1216,0.1091,0.1192,304832.23525708,34707.340826742673
1649721600,2022-04-12 00:00:00,ZEE/USDT,0.1083,0.1125,0.1079,0.1101,92629.36394604,10244.198683290153
1649635200,2022-04-11 00:00:00,ZEE/USDT,0.1199,0.12,0.1051,0.1093,662336.27217341,72664.027462126117
1649548800,2022-04-10 00:00:00,ZEE/USDT,0.1247,0.1265,0.1181,0.1207,76049.49091488,9329.900310638376
1649462400,2022-04-09 00:00:00,ZEE/USDT,0.1283,0.1294,0.119,0.1248,444623.61914954,55787.550382763228
1649376000,2022-04-08 00:00:00,ZEE/USDT,0.1299,0.1345,0.1283,0.1283,343542.94377349,44969.578083763585
1649289600,2022-04-07 00:00:00,ZEE/USDT,0.1293,0.1315,0.1272,0.1292,76150.29217772,9862.587357946381
1649203200,2022-04-06 00:00:00,ZEE/USDT,0.14,0.1405,0.1293,0.1294,108477.1980555,14531.981360092954
1649116800,2022-04-05 00:00:00,ZEE/USDT,0.1432,0.1466,0.1402,0.1407,89388.23224787,12873.249881815791
1649030400,2022-04-04 00:00:00,ZEE/USDT,0.1474,0.1538,0.1395,0.1442,373185.36268477,54703.901126566524
1648944000,2022-04-03 00:00:00,ZEE/USDT,0.1479,0.1584,0.1427,0.1469,282288.36889129,42321.336929402207
1648857600,2022-04-02 00:00:00,ZEE/USDT,0.1468,0.153,0.144,0.1479,190160.59640658,28342.211836556488
1648771200,2022-04-01 00:00:00,ZEE/USDT,0.143,0.1474,0.1374,0.1469,240647.87873092,33891.779862725653
1648684800,2022-03-31 00:00:00,ZEE/USDT,0.1522,0.1595,0.1416,0.143,385411.49706325,58383.782976927978
1648598400,2022-03-30 00:00:00,ZEE/USDT,0.1496,0.1599,0.1488,0.1522,435842.48377754,67048.430443431839
1648512000,2022-03-29 00:00:00,ZEE/USDT,0.15,0.153,0.1489,0.1496,129209.18232621,19422.902153455361
1648425600,2022-03-28 00:00:00,ZEE/USDT,0.145,0.1573,0.145,0.1504,448898.83326269,67359.124944812923
1648339200,2022-03-27 00:00:00,ZEE/USDT,0.1395,0.1488,0.1365,0.145,326036.6990954,45744.331055718929
1648252800,2022-03-26 00:00:00,ZEE/USDT,0.1335,0.1443,0.1335,0.1395,231589.36719856,32063.575528785018
1648166400,2022-03-25 00:00:00,ZEE/USDT,0.1277,0.1357,0.1269,0.1335,668503.11045886,88050.470375864254
1648080000,2022-03-24 00:00:00,ZEE/USDT,0.1266,0.1287,0.1228,0.1271,401428.5737568,50724.929951317006
1647993600,2022-03-23 00:00:00,ZEE/USDT,0.1245,0.127,0.1199,0.1267,297453.22485211,36582.715157353332
1647907200,2022-03-22 00:00:00,ZEE/USDT,0.1263,0.1304,0.1233,0.125,494056.27909311,62399.127431501998
1647820800,2022-03-21 00:00:00,ZEE/USDT,0.1264,0.1299,0.122,0.126,104784.38834665,13148.655803694061
1647734400,2022-03-20 00:00:00,ZEE/USDT,0.1301,0.135,0.1247,0.1265,450841.59646713,57434.274011875758
1647648000,2022-03-19 00:00:00,ZEE/USDT,0.1289,0.1361,0.1257,0.1307,534946.5731836,70487.398393068626
1647561600,2022-03-18 00:00:00,ZEE/USDT,0.1233,0.132,0.1213,0.1283,464010.15390381,58622.793051282012
1647475200,2022-03-17 00:00:00,ZEE/USDT,0.1423,0.145,0.1221,0.1239,1311755.35625838,174891.802212386486
1647388800,2022-03-16 00:00:00,ZEE/USDT,0.1182,0.15,0.114,0.1412,1974074.15443686,258240.009663051592
1647302400,2022-03-15 00:00:00,ZEE/USDT,0.1205,0.1287,0.114,0.1181,442809.8306297,53034.84538423949
1647216000,2022-03-14 00:00:00,ZEE/USDT,0.1113,0.1328,0.1113,0.1212,1319793.23610649,163792.375235578309
1647129600,2022-03-13 00:00:00,ZEE/USDT,0.1056,0.15,0.1039,0.1119,1490422.15500651,177951.37295900932
1647043200,2022-03-12 00:00:00,ZEE/USDT,0.1082,0.1093,0.1052,0.1056,120014.82704402,12833.905915492992
1646956800,2022-03-11 00:00:00,ZEE/USDT,0.106,0.1092,0.1046,0.108,132131.57083789,13999.618461878704
1646870400,2022-03-10 00:00:00,ZEE/USDT,0.1143,0.1145,0.0975,0.1061,460346.34810078,48875.816800296411
1646784000,2022-03-09 00:00:00,ZEE/USDT,0.1117,0.1198,0.1097,0.1143,534910.71749151,61349.450757188047
1646697600,2022-03-08 00:00:00,ZEE/USDT,0.1122,0.1244,0.1096,0.1115,754663.82337114,86520.740867989663
1646611200,2022-03-07 00:00:00,ZEE/USDT,0.114,0.116,0.107,0.1122,842721.68170349,93746.787965236516
1646524800,2022-03-06 00:00:00,ZEE/USDT,0.1197,0.1205,0.1114,0.1137,670221.39564036,77849.100696259654
1646438400,2022-03-05 00:00:00,ZEE/USDT,0.1121,0.14,0.1097,0.12,2038395.78959988,257542.314907773456
1646352000,2022-03-04 00:00:00,ZEE/USDT,0.1181,0.1204,0.1046,0.1131,1328705.47623701,152454.53043682434
1646265600,2022-03-03 00:00:00,ZEE/USDT,0.1309,0.1337,0.1046,0.1174,1461053.0693485,174904.282735361097
1646179200,2022-03-02 00:00:00,ZEE/USDT,0.1399,0.1445,0.12,0.131,1376767.22388948,183359.177733880947
1646092800,2022-03-01 00:00:00,ZEE/USDT,0.1388,0.1425,0.135,0.1397,245500.15730321,34059.741127838886
1646006400,2022-02-28 00:00:00,ZEE/USDT,0.1312,0.1443,0.1295,0.138,476177.92069779,65399.686522052889
1645920000,2022-02-27 00:00:00,ZEE/USDT,0.1335,0.1399,0.1301,0.1321,125823.49531377,17051.084118148633
1645833600,2022-02-26 00:00:00,ZEE/USDT,0.1475,0.1524,0.123,0.1344,769282.31981883,106360.089799154248
1645747200,2022-02-25 00:00:00,ZEE/USDT,0.1403,0.1495,0.14,0.1477,125758.41943794,18290.668305813349
1645660800,2022-02-24 00:00:00,ZEE/USDT,0.1581,0.1591,0.1271,0.1403,627277.58794171,86328.526500238303
1645574400,2022-02-23 00:00:00,ZEE/USDT,0.1493,0.1651,0.1493,0.1577,171068.08659396,26888.171308998334
1645488000,2022-02-22 00:00:00,ZEE/USDT,0.1533,0.1533,0.146,0.1506,136953.20196758,20380.710435277849
1645401600,2022-02-21 00:00:00,ZEE/USDT,0.155,0.1729,0.1524,0.1534,505797.46741568,81271.85265051397
1645315200,2022-02-20 00:00:00,ZEE/USDT,0.1685,0.1712,0.1544,0.1561,271479.10635111,43776.00279291706
1645228800,2022-02-19 00:00:00,ZEE/USDT,0.158,0.173,0.1557,0.1683,394112.20390767,64528.808889196729
1645142400,2022-02-18 00:00:00,ZEE/USDT,0.1687,0.173,0.158,0.1583,217594.33052663,36292.92138791858
1645056000,2022-02-17 00:00:00,ZEE/USDT,0.1915,0.1927,0.1643,0.1688,474519.17411485,84935.10789266723
1644969600,2022-02-16 00:00:00,ZEE/USDT,0.1951,0.2007,0.176,0.1903,941024.05190523,176970.630934874565
1644883200,2022-02-15 00:00:00,ZEE/USDT,0.203,0.2097,0.1539,0.1956,2989399.15795724,548909.390775179854
1644796800,2022-02-14 00:00:00,ZEE/USDT,0.1504,0.2253,0.139,0.203,1385844.73512688,221228.878845702149
1644710400,2022-02-13 00:00:00,ZEE/USDT,0.155,0.1559,0.15,0.1504,88389.99933002,13510.519601320454
1644624000,2022-02-12 00:00:00,ZEE/USDT,0.1547,0.1594,0.1434,0.155,371361.87191278,56622.894820221334
1644537600,2022-02-11 00:00:00,ZEE/USDT,0.1768,0.1781,0.1513,0.156,283279.99949948,47859.622330145967
1644451200,2022-02-10 00:00:00,ZEE/USDT,0.1861,0.193,0.172,0.1773,567889.93459428,103895.72283827605
1644364800,2022-02-09 00:00:00,ZEE/USDT,0.1719,0.1924,0.17,0.1869,640892.7789389,114748.150489256997
1644278400,2022-02-08 00:00:00,ZEE/USDT,0.1883,0.226,0.1582,0.1709,3099607.33594391,593319.954965355573
1644192000,2022-02-07 00:00:00,ZEE/USDT,0.133,0.2102,0.1303,0.1877,2904714.90356667,522683.290335243596
1644105600,2022-02-06 00:00:00,ZEE/USDT,0.1377,0.1383,0.1312,0.133,73997.81531883,9977.384990778252
