https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEE,Volume USDT
1663459200,2022-09-18 00:00:00,ZEE/USDT,0.02716,0.02724,0.02708,0.02714,130902.1401,3557.08669201
1663372800,2022-09-17 00:00:00,ZEE/USDT,0.02722,0.02777,0.02649,0.02709,4926494.6343,134350.565370188
1663286400,2022-09-16 00:00:00,ZEE/USDT,0.0271,0.02769,0.0265,0.02724,4960907.8067,134523.830569263
1663200000,2022-09-15 00:00:00,ZEE/USDT,0.02809,0.02825,0.02657,0.02717,4811480.7916,132972.705590279
1663113600,2022-09-14 00:00:00,ZEE/USDT,0.02743,0.02825,0.0271,0.02802,4714652.2632,130196.847108339
1663027200,2022-09-13 00:00:00,ZEE/USDT,0.0286,0.029,0.02689,0.02746,4520743.0086,126777.019421683
1662940800,2022-09-12 00:00:00,ZEE/USDT,0.02924,0.03008,0.02829,0.02862,4515267.9613,132074.107597438
1662854400,2022-09-11 00:00:00,ZEE/USDT,0.02989,0.03188,0.02871,0.02935,4550387.9466,137742.282874988
1662768000,2022-09-10 00:00:00,ZEE/USDT,0.02859,0.03042,0.02823,0.0298,4432958.1051,128421.398932822
1662681600,2022-09-09 00:00:00,ZEE/USDT,0.02699,0.03298,0.02678,0.02862,6890452.2902,199390.593569882
1662595200,2022-09-08 00:00:00,ZEE/USDT,0.02665,0.0274,0.02613,0.02689,4354433.036,116163.813831877
1662508800,2022-09-07 00:00:00,ZEE/USDT,0.02544,0.02714,0.0247,0.02666,5550485.3988,142421.170963057
1662422400,2022-09-06 00:00:00,ZEE/USDT,0.02744,0.02774,0.02512,0.02546,5697487.7598,150443.730568625
1662336000,2022-09-05 00:00:00,ZEE/USDT,0.02723,0.02799,0.02656,0.0274,4507893.2552,122813.307791827
1662249600,2022-09-04 00:00:00,ZEE/USDT,0.02857,0.02869,0.02723,0.02736,4486441.28397405,126405.654797262223
1662163200,2022-09-03 00:00:00,ZEE/USDT,0.02958,0.02998,0.0285,0.02854,4526091.6335,131703.533864579
1662076800,2022-09-02 00:00:00,ZEE/USDT,0.03259,0.03361,0.02904,0.02961,5296529.4524,166644.1104158
1661990400,2022-09-01 00:00:00,ZEE/USDT,0.02861,0.03489,0.02855,0.03258,7655563.896,241227.906962153
1661904000,2022-08-31 00:00:00,ZEE/USDT,0.02725,0.03138,0.0272,0.02861,6463887.4856,187950.578451577
1661817600,2022-08-30 00:00:00,ZEE/USDT,0.02618,0.02891,0.02606,0.02724,5725342.349,154287.040769799
1661731200,2022-08-29 00:00:00,ZEE/USDT,0.02577,0.02689,0.02525,0.02615,5826837.8615,150529.854987204
1661644800,2022-08-28 00:00:00,ZEE/USDT,0.02674,0.02708,0.02545,0.0259,5350206.954,140271.477606034
1661558400,2022-08-27 00:00:00,ZEE/USDT,0.02703,0.02746,0.02546,0.02664,5129591.2936,136612.627235783
1661472000,2022-08-26 00:00:00,ZEE/USDT,0.03068,0.03113,0.02614,0.02703,1257177.1019,34918.498755226
1661385600,2022-08-25 00:00:00,ZEE/USDT,0.02955,0.03114,0.02888,0.0304,2522530.7817,74355.094694057
1661299200,2022-08-24 00:00:00,ZEE/USDT,0.02965,0.03029,0.029,0.0296,4733760.471,140144.591088973
1661212800,2022-08-23 00:00:00,ZEE/USDT,0.02999,0.03088,0.02872,0.02949,4708133.3174,139758.102188813
1661126400,2022-08-22 00:00:00,ZEE/USDT,0.03026,0.03037,0.02842,0.03006,3601245.7381,105904.146648773
1661040000,2022-08-21 00:00:00,ZEE/USDT,0.0292,0.03099,0.02916,0.03035,4742913.5708,140971.592143306
1660953600,2022-08-20 00:00:00,ZEE/USDT,0.03047,0.03149,0.0288,0.02915,5122149.0468,156413.246472203
1660867200,2022-08-19 00:00:00,ZEE/USDT,0.03509,0.03509,0.03011,0.03046,4779762.9238,156715.469769163
1660780800,2022-08-18 00:00:00,ZEE/USDT,0.03551,0.0368,0.035,0.03508,3884668.5944,139133.10264283
1660694400,2022-08-17 00:00:00,ZEE/USDT,0.03759,0.03879,0.03511,0.03551,3178990.7956,115850.652073274
1660608000,2022-08-16 00:00:00,ZEE/USDT,0.03971,0.0404,0.03721,0.03754,2927952.0946,112271.384000579
1660521600,2022-08-15 00:00:00,ZEE/USDT,0.03485,0.05295,0.03471,0.03977,10022438.8399,405282.993034902
1660435200,2022-08-14 00:00:00,ZEE/USDT,0.037,0.03724,0.03455,0.03485,3355933.7796,121482.081640207
1660348800,2022-08-13 00:00:00,ZEE/USDT,0.03863,0.04169,0.03633,0.037,5227264.5377,199497.707430239
1660262400,2022-08-12 00:00:00,ZEE/USDT,0.03256,0.04198,0.03214,0.03859,7587501.9163,275621.257959016
1660176000,2022-08-11 00:00:00,ZEE/USDT,0.03323,0.03491,0.03196,0.03257,3961393.6256,131958.870382183
1660089600,2022-08-10 00:00:00,ZEE/USDT,0.03108,0.03339,0.03096,0.03324,3567562.0733,114777.24421831
1660003200,2022-08-09 00:00:00,ZEE/USDT,0.0335,0.03426,0.03092,0.03108,4145415.6619,132823.950329176
1659916800,2022-08-08 00:00:00,ZEE/USDT,0.0307,0.0365,0.03007,0.03348,5959629.1753,198074.14508667
1659830400,2022-08-07 00:00:00,ZEE/USDT,0.02962,0.03123,0.02879,0.0308,4074989.8836,121779.469481999
1659744000,2022-08-06 00:00:00,ZEE/USDT,0.02953,0.03229,0.02924,0.02965,3538963.339,107909.860589823
1659657600,2022-08-05 00:00:00,ZEE/USDT,0.02942,0.03188,0.0286,0.02944,4194028.2496,125565.998091762
1659571200,2022-08-04 00:00:00,ZEE/USDT,0.02845,0.031,0.0271,0.02942,3829023.2226,110075.159664319
1659484800,2022-08-03 00:00:00,ZEE/USDT,0.02812,0.03277,0.0277,0.02846,5455037.578,154766.363329754
1659398400,2022-08-02 00:00:00,ZEE/USDT,0.02811,0.02848,0.0265,0.02812,9351726.1894,257868.933729224
1659312000,2022-08-01 00:00:00,ZEE/USDT,0.02833,0.0294,0.0265,0.02811,8185740.2804,231638.022091754
1659225600,2022-07-31 00:00:00,ZEE/USDT,0.02956,0.03007,0.02818,0.02825,7870603.0838,230473.331870537
1659139200,2022-07-30 00:00:00,ZEE/USDT,0.03036,0.03083,0.02904,0.02949,8204746.4553,245389.97536599
1659052800,2022-07-29 00:00:00,ZEE/USDT,0.03001,0.0306,0.0285,0.03035,7440679.271,221911.969968685
1658966400,2022-07-28 00:00:00,ZEE/USDT,0.02841,0.03066,0.02785,0.03001,10675137.9179,313070.847843358
1658880000,2022-07-27 00:00:00,ZEE/USDT,0.02521,0.0301,0.02504,0.02841,6736234.87,176210.779049021
1658793600,2022-07-26 00:00:00,ZEE/USDT,0.02699,0.02714,0.02432,0.02522,8728324.3139,226525.999143308
1658707200,2022-07-25 00:00:00,ZEE/USDT,0.03053,0.03077,0.02675,0.02706,8705007.0033,255164.751852995
1658620800,2022-07-24 00:00:00,ZEE/USDT,0.02962,0.03094,0.02948,0.03061,9053650.3376,274126.646333272
1658534400,2022-07-23 00:00:00,ZEE/USDT,0.03084,0.03625,0.02901,0.02979,7532863.55688383,233292.74845482205
1658448000,2022-07-22 00:00:00,ZEE/USDT,0.0308,0.0328,0.03025,0.03083,8021529.5629,250846.44590624
1658361600,2022-07-21 00:00:00,ZEE/USDT,0.02918,0.03241,0.02915,0.03085,8274209.76197086,249372.196685965899
1658275200,2022-07-20 00:00:00,ZEE/USDT,0.02988,0.03099,0.02866,0.02918,7136943.51849391,211474.3058967888656
1658188800,2022-07-19 00:00:00,ZEE/USDT,0.03112,0.03211,0.0277,0.02988,8110793.22589061,247120.2751920944795
1658102400,2022-07-18 00:00:00,ZEE/USDT,0.02624,0.0397,0.02611,0.03107,15777755.90211815,471511.2729181642595
1658016000,2022-07-17 00:00:00,ZEE/USDT,0.02622,0.02661,0.02615,0.02622,46061287.67849821,1212426.0889807176283
1657929600,2022-07-16 00:00:00,ZEE/USDT,0.02681,0.02761,0.02574,0.02627,36389785.05449988,957916.3975695175635
1657843200,2022-07-15 00:00:00,ZEE/USDT,0.0261,0.0281,0.0259,0.02679,44400511.64825458,1172982.257649001311
1657756800,2022-07-14 00:00:00,ZEE/USDT,0.02533,0.02756,0.02503,0.02612,45501078.23712464,1174131.0441689037303
1657670400,2022-07-13 00:00:00,ZEE/USDT,0.0251,0.0261,0.0249,0.0253,16840731.63474268,423619.0151041357891
1657584000,2022-07-12 00:00:00,ZEE/USDT,0.02534,0.02744,0.02456,0.02528,74243328.03031616,1865924.0151533877291
1657497600,2022-07-11 00:00:00,ZEE/USDT,0.02641,0.02642,0.0251,0.02539,36823121.38435016,951991.4685755207558
1657411200,2022-07-10 00:00:00,ZEE/USDT,0.02745,0.02749,0.02641,0.02642,25495773.50979124,689119.706881817596
1657324800,2022-07-09 00:00:00,ZEE/USDT,0.02755,0.02848,0.02673,0.02743,38436824.07911095,1055041.2646639971575
1657238400,2022-07-08 00:00:00,ZEE/USDT,0.02875,0.03303,0.0275,0.02756,26924900.77931214,779339.3779270577214
1657152000,2022-07-07 00:00:00,ZEE/USDT,0.0271,0.02955,0.02684,0.02889,23793561.8941429,667700.9660183390865
1657065600,2022-07-06 00:00:00,ZEE/USDT,0.02627,0.02851,0.02585,0.0272,17367278.61689528,468432.1321680535614
1656979200,2022-07-05 00:00:00,ZEE/USDT,0.0249,0.02639,0.02399,0.0261,45675182.26486233,1125256.3721236105583
1656892800,2022-07-04 00:00:00,ZEE/USDT,0.02243,0.02578,0.02188,0.02485,36164406.89110651,818281.8956022059554
1656806400,2022-07-03 00:00:00,ZEE/USDT,0.02317,0.02317,0.022,0.02243,19701019.28443679,443398.7146873653651
1656720000,2022-07-02 00:00:00,ZEE/USDT,0.0242,0.02499,0.02271,0.02317,17990359.04699705,433454.9270327105635
1656633600,2022-07-01 00:00:00,ZEE/USDT,0.02414,0.02679,0.02332,0.02435,34556017.55038116,833833.936729037118
1656547200,2022-06-30 00:00:00,ZEE/USDT,0.024,0.02611,0.0216,0.0241,38539058.76303127,903041.4413188163597
1656460800,2022-06-29 00:00:00,ZEE/USDT,0.023,0.02683,0.02116,0.02416,21746177.66162468,486864.5446529075358
1656374400,2022-06-28 00:00:00,ZEE/USDT,0.0228,0.02519,0.02246,0.02296,32139305.88624519,740108.3954386467966
1656288000,2022-06-27 00:00:00,ZEE/USDT,0.0234,0.0242,0.0226,0.0228,26871562.92831724,626820.3647209263827
1656201600,2022-06-26 00:00:00,ZEE/USDT,0.0238,0.0268,0.0227,0.0235,24016410.53028924,582278.572698493388
1656115200,2022-06-25 00:00:00,ZEE/USDT,0.0252,0.0282,0.023,0.0237,12758429.30620446,310796.985972529161
1656028800,2022-06-24 00:00:00,ZEE/USDT,0.0239,0.0252,0.0234,0.025,15408569.95136199,370600.584524169224
1655942400,2022-06-23 00:00:00,ZEE/USDT,0.0224,0.0284,0.0218,0.0239,17304778.34161321,412960.466523318777
1655856000,2022-06-22 00:00:00,ZEE/USDT,0.0222,0.0231,0.0201,0.0226,24188617.81461737,521653.142323086234
1655769600,2022-06-21 00:00:00,ZEE/USDT,0.0211,0.0258,0.0206,0.0222,20122255.66781973,453885.759136605389
1655683200,2022-06-20 00:00:00,ZEE/USDT,0.0256,0.0289,0.0209,0.0213,17891915.61893733,399167.509931851969
1655596800,2022-06-19 00:00:00,ZEE/USDT,0.0189,0.0297,0.0184,0.0256,17022670.86597507,357689.057279419489
1655510400,2022-06-18 00:00:00,ZEE/USDT,0.0214,0.0215,0.018,0.019,10186446.20036724,205656.877029899122
1655424000,2022-06-17 00:00:00,ZEE/USDT,0.0213,0.0227,0.02,0.0215,8597204.52975949,181769.152205212811
1655337600,2022-06-16 00:00:00,ZEE/USDT,0.0228,0.04,0.0205,0.0213,9818565.20467376,232666.085010528533
1655251200,2022-06-15 00:00:00,ZEE/USDT,0.0215,0.0238,0.0196,0.0228,5341285.73895229,114005.90329988595
1655164800,2022-06-14 00:00:00,ZEE/USDT,0.0214,0.025,0.0202,0.0215,3911858.75081728,85646.040998080691
1655078400,2022-06-13 00:00:00,ZEE/USDT,0.024,0.0243,0.0197,0.0215,2496088.12107765,53456.640690596794
1654992000,2022-06-12 00:00:00,ZEE/USDT,0.0259,0.0262,0.0238,0.0241,72677.02002854,1796.150391749674
1654905600,2022-06-11 00:00:00,ZEE/USDT,0.0278,0.0288,0.0246,0.0263,349532.40204536,9251.4518753119
1654819200,2022-06-10 00:00:00,ZEE/USDT,0.0303,0.0304,0.0274,0.0278,280320.62114311,8028.055870288279
1654732800,2022-06-09 00:00:00,ZEE/USDT,0.0289,0.0315,0.0286,0.0303,354854.57269823,10738.770349133177
1654646400,2022-06-08 00:00:00,ZEE/USDT,0.0311,0.0326,0.0286,0.0287,925428.7658313,27803.282693681778
1654560000,2022-06-07 00:00:00,ZEE/USDT,0.0325,0.06,0.0271,0.0312,8625191.64954085,329438.844499539151
1654473600,2022-06-06 00:00:00,ZEE/USDT,0.0333,0.036,0.0321,0.0329,853145.80520415,29088.059129366087
1654387200,2022-06-05 00:00:00,ZEE/USDT,0.0313,0.0338,0.0305,0.0332,649258.80548482,20818.222220208812
1654300800,2022-06-04 00:00:00,ZEE/USDT,0.0321,0.0326,0.0309,0.031,131135.52646366,4127.192789090328
1654214400,2022-06-03 00:00:00,ZEE/USDT,0.0319,0.034,0.0304,0.0321,306032.03649397,9909.783998223791
1654128000,2022-06-02 00:00:00,ZEE/USDT,0.0319,0.0325,0.0306,0.0317,202494.71445589,6356.416105809479
