https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PAX,Volume EUR
1657670400,2022-07-13 00:00:00,PAX/EUR,0.99582,0.99946,0.99582,0.99946,677.91930,677.553223578
1657584000,2022-07-12 00:00:00,PAX/EUR,0.98650,0.98650,0.98650,0.98650,0.00000,0.0
1657497600,2022-07-11 00:00:00,PAX/EUR,0.98561,0.98650,0.98561,0.98650,75.91008,74.88529392
1657411200,2022-07-10 00:00:00,PAX/EUR,0.98100,0.98100,0.98100,0.98100,3415.80888,3350.90851128
1657324800,2022-07-09 00:00:00,PAX/EUR,0.98183,0.98183,0.98183,0.98183,372.27458,365.51035088140003
1657238400,2022-07-08 00:00:00,PAX/EUR,0.98916,0.98916,0.97994,0.98182,9305.66331,9136.4863510242
1657152000,2022-07-07 00:00:00,PAX/EUR,0.98516,0.98516,0.98516,0.98516,17.76647,17.502815585200004
1657065600,2022-07-06 00:00:00,PAX/EUR,0.97579,0.97579,0.97579,0.97579,81.08506,79.12199069740001
1656979200,2022-07-05 00:00:00,PAX/EUR,0.97328,0.97328,0.97328,0.97328,68.08594,66.2666836832
1656892800,2022-07-04 00:00:00,PAX/EUR,0.95759,0.95759,0.95759,0.95759,42.13951,40.352373380900005
1656806400,2022-07-03 00:00:00,PAX/EUR,0.96060,0.96085,0.96060,0.96085,104.82521,100.7213030285
1656720000,2022-07-02 00:00:00,PAX/EUR,0.96072,0.96167,0.95885,0.95920,181.65561,174.244061112
1656633600,2022-07-01 00:00:00,PAX/EUR,0.95661,0.96095,0.95489,0.96095,753.39359,723.9735703105
1656547200,2022-06-30 00:00:00,PAX/EUR,0.95600,0.95600,0.95600,0.95600,143.99522,137.65943031999998
1656460800,2022-06-29 00:00:00,PAX/EUR,0.94439,0.94439,0.94439,0.94439,0.00000,0.0
1656374400,2022-06-28 00:00:00,PAX/EUR,0.94408,0.94439,0.94408,0.94439,754.38167,712.4305053313
1656288000,2022-06-27 00:00:00,PAX/EUR,0.94804,0.94804,0.94804,0.94804,0.00000,0.0
1656201600,2022-06-26 00:00:00,PAX/EUR,0.94800,0.94828,0.94800,0.94804,1910.68424,1811.4050868896
1656115200,2022-06-25 00:00:00,PAX/EUR,0.94825,0.95000,0.94825,0.94991,2919.28402,2773.0570834382
1656028800,2022-06-24 00:00:00,PAX/EUR,0.94787,0.94787,0.94472,0.94472,750.00304,708.5428719488001
1655942400,2022-06-23 00:00:00,PAX/EUR,0.95051,0.95051,0.95051,0.95051,0.00000,0.0
1655856000,2022-06-22 00:00:00,PAX/EUR,0.95161,0.95161,0.95050,0.95051,76.28546,72.5100925846
1655769600,2022-06-21 00:00:00,PAX/EUR,0.93437,0.93437,0.93437,0.93437,70.17436,65.5688167532
1655683200,2022-06-20 00:00:00,PAX/EUR,0.95179,0.95179,0.95068,0.95068,88.54076,84.1739297168
1655596800,2022-06-19 00:00:00,PAX/EUR,0.95260,0.95332,0.95260,0.95265,232.01557,221.0296327605
1655510400,2022-06-18 00:00:00,PAX/EUR,0.95330,0.95330,0.93309,0.95132,21884.82843,20819.4749820276
1655424000,2022-06-17 00:00:00,PAX/EUR,0.95215,0.95435,0.95215,0.95344,1505.67265,1435.5685314159998
1655337600,2022-06-16 00:00:00,PAX/EUR,0.95823,0.96233,0.95823,0.96233,1145.84182,1102.6779586406
1655251200,2022-06-15 00:00:00,PAX/EUR,0.95089,0.96121,0.95089,0.96121,2140.73211,2057.6931114531
1655164800,2022-06-14 00:00:00,PAX/EUR,0.95706,0.96093,0.95706,0.95860,1761.86999,1688.928572414
1655078400,2022-06-13 00:00:00,PAX/EUR,0.95165,0.96029,0.94980,0.95968,6006.61873,5764.4318628064
1654992000,2022-06-12 00:00:00,PAX/EUR,0.95040,0.95040,0.94987,0.94987,1736.04332,1649.0154683684
1654905600,2022-06-11 00:00:00,PAX/EUR,0.95255,0.95255,0.94928,0.95038,1039.80110,988.206169418
1654819200,2022-06-10 00:00:00,PAX/EUR,0.93990,0.96890,0.93990,0.95186,348.86300,332.06873518000003
1654732800,2022-06-09 00:00:00,PAX/EUR,0.93111,0.93112,0.93111,0.93112,321.97925,299.80131925999996
1654646400,2022-06-08 00:00:00,PAX/EUR,0.93484,0.93484,0.93484,0.93484,253.40206,236.8903817704
1654560000,2022-06-07 00:00:00,PAX/EUR,0.93420,0.93420,0.93169,0.93169,62.04139,57.8033426491
1654473600,2022-06-06 00:00:00,PAX/EUR,0.93169,0.93196,0.92373,0.93087,11120.56911,10351.8041674257
1654387200,2022-06-05 00:00:00,PAX/EUR,0.93181,0.93181,0.93181,0.93181,0.00000,0.0
1654300800,2022-06-04 00:00:00,PAX/EUR,0.93181,0.93181,0.93181,0.93181,0.00000,0.0
1654214400,2022-06-03 00:00:00,PAX/EUR,0.93181,0.93181,0.93181,0.93181,1125.51724,1048.7682194044
1654128000,2022-06-02 00:00:00,PAX/EUR,0.93972,0.93972,0.93972,0.93972,24.84055,23.343161646
1654041600,2022-06-01 00:00:00,PAX/EUR,0.90757,0.90757,0.90757,0.90757,0.00000,0.0
1653955200,2022-05-31 00:00:00,PAX/EUR,0.90757,0.90757,0.90757,0.90757,0.00000,0.0
1653868800,2022-05-30 00:00:00,PAX/EUR,0.93030,0.93030,0.90757,0.90757,24.65958,22.3802950206
1653782400,2022-05-29 00:00:00,PAX/EUR,0.93075,0.93075,0.93075,0.93075,0.00000,0.0
1653696000,2022-05-28 00:00:00,PAX/EUR,0.93244,0.93244,0.93075,0.93075,42.71261,39.7547617575
1653609600,2022-05-27 00:00:00,PAX/EUR,0.92976,0.93087,0.92885,0.93087,322.80675,300.4911193725
1653523200,2022-05-26 00:00:00,PAX/EUR,0.93146,0.93224,0.93140,0.93140,393.93048,366.906849072
1653436800,2022-05-25 00:00:00,PAX/EUR,0.93314,0.93314,0.93000,0.93195,7757.73638,7229.822419341
1653350400,2022-05-24 00:00:00,PAX/EUR,0.93832,0.93832,0.93832,0.93832,120.12219,112.71305332080001
1653264000,2022-05-23 00:00:00,PAX/EUR,0.94820,0.94820,0.94820,0.94820,0.00000,0.0
1653177600,2022-05-22 00:00:00,PAX/EUR,0.94820,0.94820,0.94820,0.94820,0.00000,0.0
1653091200,2022-05-21 00:00:00,PAX/EUR,0.94820,0.94820,0.94820,0.94820,0.00000,0.0
1653004800,2022-05-20 00:00:00,PAX/EUR,0.94820,0.94820,0.94820,0.94820,27.86511,26.421697302000002
1652918400,2022-05-19 00:00:00,PAX/EUR,0.95009,0.95082,0.94800,0.94833,8304.22195,7875.142801843499
1652832000,2022-05-18 00:00:00,PAX/EUR,0.95815,0.95815,0.95815,0.95815,0.00000,0.0
1652745600,2022-05-17 00:00:00,PAX/EUR,0.95815,0.95815,0.95815,0.95815,14.60419,13.993004648499998
1652659200,2022-05-16 00:00:00,PAX/EUR,0.95981,0.95981,0.95657,0.95657,852.64111,815.6109065927001
1652572800,2022-05-15 00:00:00,PAX/EUR,0.95880,0.95880,0.95880,0.95880,0.00000,0.0
1652486400,2022-05-14 00:00:00,PAX/EUR,0.95989,0.95989,0.95877,0.95880,748.51352,717.674762976
1652400000,2022-05-13 00:00:00,PAX/EUR,0.95902,0.96272,0.95902,0.95989,1183.55392,1136.0815722688
1652313600,2022-05-12 00:00:00,PAX/EUR,0.94934,0.96399,0.94000,0.96399,11316.91967,10909.397392683299
1652227200,2022-05-11 00:00:00,PAX/EUR,0.95036,0.95305,0.94445,0.94928,16450.58480,15616.211138944002
1652140800,2022-05-10 00:00:00,PAX/EUR,0.94383,0.95035,0.94383,0.95035,4798.04500,4559.822065750001
1652054400,2022-05-09 00:00:00,PAX/EUR,0.94926,0.94926,0.94496,0.94496,152.51835,144.123740016
1651968000,2022-05-08 00:00:00,PAX/EUR,0.94702,0.94702,0.94702,0.94702,687.16588,650.7598316776
1651881600,2022-05-07 00:00:00,PAX/EUR,0.94918,0.94918,0.94918,0.94918,178.27871,169.2185859578
1651795200,2022-05-06 00:00:00,PAX/EUR,0.95054,0.95054,0.94727,0.94728,433.06289,410.2318144392
1651708800,2022-05-05 00:00:00,PAX/EUR,0.94094,0.94157,0.93923,0.93923,1388.16782,1303.8088615785998
1651622400,2022-05-04 00:00:00,PAX/EUR,0.94931,0.94931,0.94628,0.94786,2946.77783,2793.1328339438
1651536000,2022-05-03 00:00:00,PAX/EUR,0.94962,0.94962,0.94962,0.94962,0.00000,0.0
1651449600,2022-05-02 00:00:00,PAX/EUR,0.94962,0.94962,0.94962,0.94962,0.00000,0.0
1651363200,2022-05-01 00:00:00,PAX/EUR,0.94962,0.94962,0.94962,0.94962,0.00000,0.0
1651276800,2022-04-30 00:00:00,PAX/EUR,0.94962,0.94962,0.94962,0.94962,88.67317,84.2058156954
1651190400,2022-04-29 00:00:00,PAX/EUR,0.94689,0.94689,0.94689,0.94689,84.85127,80.3448190503
1651104000,2022-04-28 00:00:00,PAX/EUR,0.93519,0.93519,0.93519,0.93519,0.00000,0.0
1651017600,2022-04-27 00:00:00,PAX/EUR,0.93519,0.93519,0.93519,0.93519,0.00000,0.0
1650931200,2022-04-26 00:00:00,PAX/EUR,0.93519,0.93519,0.93519,0.93519,30.00000,28.055699999999998
1650844800,2022-04-25 00:00:00,PAX/EUR,0.92988,0.93281,0.92960,0.93259,1541.21312,1437.3199435807999
1650758400,2022-04-24 00:00:00,PAX/EUR,0.92550,0.92550,0.92550,0.92550,424.00000,392.412
1650672000,2022-04-23 00:00:00,PAX/EUR,0.92789,0.92789,0.92789,0.92789,25.00000,23.19725
1650585600,2022-04-22 00:00:00,PAX/EUR,0.92281,0.92281,0.92281,0.92281,0.00000,0.0
1650499200,2022-04-21 00:00:00,PAX/EUR,0.92281,0.92281,0.92281,0.92281,150.13123,138.5426003563
1650412800,2022-04-20 00:00:00,PAX/EUR,0.92052,0.92052,0.92052,0.92052,18.75000,17.25975
1650326400,2022-04-19 00:00:00,PAX/EUR,0.92440,0.92647,0.92435,0.92578,4175.45682,3865.5544148196004
1650240000,2022-04-18 00:00:00,PAX/EUR,0.92906,0.92906,0.92707,0.92707,334.93535,310.5085149245
1650153600,2022-04-17 00:00:00,PAX/EUR,0.92443,0.92443,0.92443,0.92443,246.73027,228.08486349609998
1650067200,2022-04-16 00:00:00,PAX/EUR,0.92443,0.92443,0.92443,0.92443,0.00000,0.0
1649980800,2022-04-15 00:00:00,PAX/EUR,0.92656,0.92656,0.92443,0.92443,156.56207,144.7306743701
1649894400,2022-04-14 00:00:00,PAX/EUR,0.91705,0.91705,0.91705,0.91705,0.00000,0.0
1649808000,2022-04-13 00:00:00,PAX/EUR,0.92199,0.92387,0.91705,0.91705,497.99248,456.684003784
1649721600,2022-04-12 00:00:00,PAX/EUR,0.91572,0.91572,0.91572,0.91572,0.00000,0.0
1649635200,2022-04-11 00:00:00,PAX/EUR,0.91572,0.91572,0.91572,0.91572,1479.07234,1354.4161231848
1649548800,2022-04-10 00:00:00,PAX/EUR,0.92052,0.92052,0.91825,0.91846,224463.63052,206160.86608739922
1649462400,2022-04-09 00:00:00,PAX/EUR,0.92052,0.92052,0.92052,0.92052,42000.00000,38661.840000000004
1649376000,2022-04-08 00:00:00,PAX/EUR,0.91002,0.91002,0.91002,0.91002,0.00000,0.0
1649289600,2022-04-07 00:00:00,PAX/EUR,0.91002,0.91002,0.91002,0.91002,0.00000,0.0
1649203200,2022-04-06 00:00:00,PAX/EUR,0.91002,0.91002,0.91002,0.91002,0.00000,0.0
1649116800,2022-04-05 00:00:00,PAX/EUR,0.91002,0.91002,0.91002,0.91002,0.00000,0.0
1649030400,2022-04-04 00:00:00,PAX/EUR,0.90922,0.98999,0.90922,0.91002,15401.42026,14015.600465005202
1648944000,2022-04-03 00:00:00,PAX/EUR,0.90576,0.90576,0.90576,0.90576,54.89523,49.7219035248
1648857600,2022-04-02 00:00:00,PAX/EUR,0.90584,0.90584,0.90584,0.90584,416.10866,376.92786857439995
1648771200,2022-04-01 00:00:00,PAX/EUR,0.90451,0.90500,0.90451,0.90500,116.34000,105.2877
1648684800,2022-03-31 00:00:00,PAX/EUR,0.89483,0.90226,0.87588,0.90226,2170.54825,1958.3988640449998
1648598400,2022-03-30 00:00:00,PAX/EUR,0.89574,0.89574,0.89509,0.89509,3000.00000,2685.27
1648512000,2022-03-29 00:00:00,PAX/EUR,0.91121,0.91121,0.91121,0.91121,58.99076,53.7529704196
1648425600,2022-03-28 00:00:00,PAX/EUR,0.91014,0.91197,0.91013,0.91059,21431.61164,19515.4112432676
