https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POND,Volume BTC
1663459200,2022-09-18 00:00:00,POND/BTC,0.0000006341,0.0000006341,0.0000006341,0.0000006341,15641.3562,0.00991818396642
1663372800,2022-09-17 00:00:00,POND/BTC,0.0000005995,0.00000065,0.0000005995,0.0000006329,544992.8934,0.33056566906076
1663286400,2022-09-16 00:00:00,POND/BTC,0.0000005938,0.0000006415,0.00000059,0.0000005999,470667.9018,0.28963775131357
1663200000,2022-09-15 00:00:00,POND/BTC,0.0000005636,0.00000066,0.0000005539,0.0000005939,2157383.483,1.3082535886888
1663113600,2022-09-14 00:00:00,POND/BTC,0.0000005399,0.0000005782,0.0000005399,0.0000005559,1032219.3854,0.56791450822203
1663027200,2022-09-13 00:00:00,POND/BTC,0.0000005314,0.0000005498,0.0000005201,0.0000005403,679095.3512,0.36127512715849
1662940800,2022-09-12 00:00:00,POND/BTC,0.0000005209,0.0000006864,0.0000005123,0.0000005352,5542966.5469,3.29278283860754
1662854400,2022-09-11 00:00:00,POND/BTC,0.000000504,0.0000007007,0.0000005004,0.0000005205,4578224.2041,2.76304228819952
1662768000,2022-09-10 00:00:00,POND/BTC,0.0000005155,0.000000521,0.0000005,0.0000005045,47357.5793,0.02441129326997
1662681600,2022-09-09 00:00:00,POND/BTC,0.00000054,0.0000005452,0.0000005023,0.0000005151,499506.9996,0.26749700719157
1662595200,2022-09-08 00:00:00,POND/BTC,0.00000054,0.0000005711,0.0000005329,0.0000005413,496188.9455,0.26835496892902
1662508800,2022-09-07 00:00:00,POND/BTC,0.000000534,0.0000005508,0.0000005295,0.0000005428,90825.5639,0.04900095674722
1662422400,2022-09-06 00:00:00,POND/BTC,0.00000053,0.0000005498,0.0000005282,0.0000005365,632190.4313,0.33908594216381
1662336000,2022-09-05 00:00:00,POND/BTC,0.0000005403,0.0000005425,0.0000005301,0.0000005332,175573.1672,0.09379359568829
1662249600,2022-09-04 00:00:00,POND/BTC,0.0000005415,0.0000005525,0.0000005404,0.0000005428,211231.9299,0.11450497755472
1662163200,2022-09-03 00:00:00,POND/BTC,0.0000005334,0.0000005421,0.0000005306,0.0000005421,27540.6716,0.01464419686354
1662076800,2022-09-02 00:00:00,POND/BTC,0.0000005265,0.00000054,0.0000005238,0.0000005338,35789.3586,0.01901174534782
1661990400,2022-09-01 00:00:00,POND/BTC,0.0000005182,0.0000005727,0.0000005175,0.0000005338,971518.7752,0.54388384694469
1661904000,2022-08-31 00:00:00,POND/BTC,0.0000005232,0.0000005284,0.0000005144,0.0000005259,260326.6516,0.13577814947145
1661817600,2022-08-30 00:00:00,POND/BTC,0.0000005204,0.0000005547,0.000000519,0.0000005266,242569.2043,0.12818401913173
1661731200,2022-08-29 00:00:00,POND/BTC,0.0000005154,0.00000052,0.0000005102,0.000000519,55926.118,0.02884512210097
1661644800,2022-08-28 00:00:00,POND/BTC,0.0000005321,0.00000054,0.0000005095,0.0000005095,93429.9573,0.0491966286556
1661558400,2022-08-27 00:00:00,POND/BTC,0.0000005069,0.00000054,0.0000005069,0.0000005324,182983.8002,0.09752157367452
1661472000,2022-08-26 00:00:00,POND/BTC,0.00000053,0.000000548,0.0000005073,0.0000005073,220800.5797,0.11762904541258
1661385600,2022-08-25 00:00:00,POND/BTC,0.0000005307,0.0000005425,0.0000005209,0.0000005284,257198.986,0.13734678611907
1661299200,2022-08-24 00:00:00,POND/BTC,0.0000005254,0.0000005781,0.0000005112,0.0000005281,692383.8732,0.38297026335429
1661212800,2022-08-23 00:00:00,POND/BTC,0.0000005316,0.0000005316,0.0000005108,0.0000005202,208688.8479,0.10803832981816
1661126400,2022-08-22 00:00:00,POND/BTC,0.0000005102,0.0000005362,0.0000004996,0.0000005347,367504.2757,0.18693712622452
1661040000,2022-08-21 00:00:00,POND/BTC,0.000000587,0.0000006064,0.0000005067,0.0000005119,1793144.817,0.95989421348377
1660953600,2022-08-20 00:00:00,POND/BTC,0.00000048,0.0000006432,0.0000004745,0.0000005779,6779512.1353,3.83111868546258
1660867200,2022-08-19 00:00:00,POND/BTC,0.00000049,0.00000049,0.0000004514,0.0000004752,249194.9129,0.11699032006926
1660780800,2022-08-18 00:00:00,POND/BTC,0.000000508,0.0000005254,0.000000494,0.000000494,314830.2551,0.16243043645286
1660694400,2022-08-17 00:00:00,POND/BTC,0.0000005271,0.00000053,0.0000005035,0.0000005056,297950.7449,0.15168085106306
1660608000,2022-08-16 00:00:00,POND/BTC,0.0000005225,0.0000005425,0.00000051,0.000000521,542163.733,0.28069795095884
1660521600,2022-08-15 00:00:00,POND/BTC,0.000000535,0.0000005387,0.0000005001,0.0000005235,471384.7478,0.24404546316022
1660435200,2022-08-14 00:00:00,POND/BTC,0.0000005658,0.0000005718,0.0000005362,0.0000005409,246808.7983,0.13732292794206
1660348800,2022-08-13 00:00:00,POND/BTC,0.00000058,0.0000005833,0.0000005658,0.0000005658,486290.8718,0.28088321551694
1660262400,2022-08-12 00:00:00,POND/BTC,0.0000005882,0.0000005999,0.00000058,0.00000058,614402.4502,0.35851374662015
1660176000,2022-08-11 00:00:00,POND/BTC,0.000000607,0.000000607,0.0000005852,0.0000005927,49239.5147,0.0290031463706
1660089600,2022-08-10 00:00:00,POND/BTC,0.00000063,0.00000065,0.0000006,0.0000006069,930387.8624,0.58463876642753
1660003200,2022-08-09 00:00:00,POND/BTC,0.0000005844,0.0000006438,0.0000005806,0.0000006268,407928.6209,0.24957847028659
1659916800,2022-08-08 00:00:00,POND/BTC,0.0000005931,0.0000006064,0.0000005832,0.0000005832,377743.9565,0.22277765094721
1659830400,2022-08-07 00:00:00,POND/BTC,0.0000005962,0.0000006017,0.0000005852,0.0000005903,120612.1462,0.07127341612271
1659744000,2022-08-06 00:00:00,POND/BTC,0.00000059,0.0000006128,0.00000059,0.0000005968,251698.4112,0.15134239074204
1659657600,2022-08-05 00:00:00,POND/BTC,0.0000005884,0.0000006064,0.0000005791,0.0000005948,247049.4085,0.14771240842186
1659571200,2022-08-04 00:00:00,POND/BTC,0.0000005915,0.000000594,0.0000005774,0.0000005842,1086085.564,0.63494766891017
1659484800,2022-08-03 00:00:00,POND/BTC,0.0000006083,0.0000006083,0.000000582,0.0000005916,109010.9862,0.06499285150787
1659398400,2022-08-02 00:00:00,POND/BTC,0.0000005941,0.0000006119,0.0000005667,0.0000006016,268357.7965,0.16086961124383
1659312000,2022-08-01 00:00:00,POND/BTC,0.0000006199,0.0000006391,0.0000005801,0.0000005884,564081.7851,0.34176293131013
1659225600,2022-07-31 00:00:00,POND/BTC,0.0000006092,0.00000066,0.0000006092,0.0000006227,341262.2489,0.21442092837371
1659139200,2022-07-30 00:00:00,POND/BTC,0.0000006318,0.00000064,0.0000006081,0.0000006081,265655.2674,0.16496565831014
1659052800,2022-07-29 00:00:00,POND/BTC,0.0000006399,0.000000685,0.0000006251,0.00000063,628461.7541,0.40707952613115
1658966400,2022-07-28 00:00:00,POND/BTC,0.00000065,0.0000006922,0.0000006305,0.0000006413,1591687.3504,1.03023904152687
1658880000,2022-07-27 00:00:00,POND/BTC,0.000000774,0.00000078,0.0000006409,0.00000066,986862.4786,0.67749935959293
1658793600,2022-07-26 00:00:00,POND/BTC,0.000000586,0.0000008599,0.0000005802,0.0000007688,6578660.6011,4.82142850904497
1658707200,2022-07-25 00:00:00,POND/BTC,0.0000005915,0.00000061,0.000000554,0.0000005927,899203.0924,0.51496240354033
1658620800,2022-07-24 00:00:00,POND/BTC,0.0000006101,0.0000006207,0.00000057,0.0000005966,1155938.1469,0.69438978001648
1658534400,2022-07-23 00:00:00,POND/BTC,0.00000053,0.0000006903,0.0000005238,0.0000006161,4100273.7822,2.56424223907221
1658448000,2022-07-22 00:00:00,POND/BTC,0.000000554,0.000000562,0.0000005168,0.0000005299,211582.8239,0.11295924001441
1658361600,2022-07-21 00:00:00,POND/BTC,0.0000004742,0.000000578,0.0000004742,0.000000554,1299487.509,0.69033603563629
1658275200,2022-07-20 00:00:00,POND/BTC,0.0000005256,0.0000005366,0.0000004715,0.0000004807,266477.4896,0.13364675012378
1658188800,2022-07-19 00:00:00,POND/BTC,0.0000005502,0.0000006359,0.0000005296,0.0000005296,3072860.4707,1.78787044284902
1658102400,2022-07-18 00:00:00,POND/BTC,0.0000005104,0.0000006027,0.0000004992,0.0000005582,1902809.8169,1.06241649565699
1658016000,2022-07-17 00:00:00,POND/BTC,0.0000005098,0.000000529,0.0000005026,0.00000052,177049.8832,0.091228973953
