https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCN,Volume USDT
1663459200,2022-09-18 00:00:00,XCN/USDT,0.0639,0.06393,0.06386,0.06386,3872.0852,247.275694312
1663372800,2022-09-17 00:00:00,XCN/USDT,0.06479,0.06498,0.06372,0.06383,1137006.0479,73123.352178587
1663286400,2022-09-16 00:00:00,XCN/USDT,0.0676,0.06771,0.06391,0.0648,1990385.6318,130373.762200818
1663200000,2022-09-15 00:00:00,XCN/USDT,0.06896,0.06966,0.06705,0.06743,2730457.8323,185911.620512584
1663113600,2022-09-14 00:00:00,XCN/USDT,0.06903,0.06916,0.06851,0.0688,283227.39,19492.662015945
1663027200,2022-09-13 00:00:00,XCN/USDT,0.07411,0.0749,0.06899,0.06915,2926067.6118,211446.947084773
1662940800,2022-09-12 00:00:00,XCN/USDT,0.07425,0.0755,0.07353,0.07406,2241507.7967,166734.029503503
1662854400,2022-09-11 00:00:00,XCN/USDT,0.07196,0.0747,0.07174,0.07458,2433528.3943,176328.281392445
1662768000,2022-09-10 00:00:00,XCN/USDT,0.07208,0.07258,0.07148,0.07198,1746527.2315,125696.189687634
1662681600,2022-09-09 00:00:00,XCN/USDT,0.06785,0.0731,0.06721,0.07218,3305205.7998,234556.904875428
1662595200,2022-09-08 00:00:00,XCN/USDT,0.0714,0.07146,0.06769,0.06771,2282514.1561,157191.043795203
1662508800,2022-09-07 00:00:00,XCN/USDT,0.07389,0.07402,0.07057,0.07141,3111305.3433,223119.786162243
1662422400,2022-09-06 00:00:00,XCN/USDT,0.0757,0.07605,0.07282,0.07395,2878181.5751,215314.430770854
1662336000,2022-09-05 00:00:00,XCN/USDT,0.07866,0.07866,0.0746,0.07572,3480274.2286,263545.985436665
1662249600,2022-09-04 00:00:00,XCN/USDT,0.07812,0.07892,0.07799,0.07856,283444.7798,22167.066698596
1662163200,2022-09-03 00:00:00,XCN/USDT,0.07977,0.07988,0.07667,0.07808,1002823.422,78704.341764432
1662076800,2022-09-02 00:00:00,XCN/USDT,0.0799,0.08089,0.07959,0.07962,1103990.5043,88458.291001929
1661990400,2022-09-01 00:00:00,XCN/USDT,0.08187,0.08224,0.0794,0.07999,1696745.3963,136532.668870276
1661904000,2022-08-31 00:00:00,XCN/USDT,0.08197,0.08207,0.07949,0.08186,2281223.1888303,184472.4493062933169
1661817600,2022-08-30 00:00:00,XCN/USDT,0.08447,0.08447,0.08103,0.0819,5772430.11827421,478816.7253526487978
1661731200,2022-08-29 00:00:00,XCN/USDT,0.08652,0.08684,0.08393,0.08448,52147051.83224605,4404731.7184157578191
1661644800,2022-08-28 00:00:00,XCN/USDT,0.08556,0.08686,0.0836,0.08665,33482780.6983468,2845239.7554438289074
1661558400,2022-08-27 00:00:00,XCN/USDT,0.08549,0.08625,0.08388,0.08561,89776981.07902172,7591632.6046712713468
1661472000,2022-08-26 00:00:00,XCN/USDT,0.08432,0.08687,0.0839,0.08551,222458489.74194343,18797175.3893297380627
1661385600,2022-08-25 00:00:00,XCN/USDT,0.08432,0.08522,0.08394,0.08433,200581768.99442093,16900324.3495011634636
1661299200,2022-08-24 00:00:00,XCN/USDT,0.08524,0.08542,0.08402,0.08434,186146088.35191716,15834629.2291121790034
1661212800,2022-08-23 00:00:00,XCN/USDT,0.08723,0.08754,0.08502,0.08523,174218836.26191324,15164216.0521397150991
1661126400,2022-08-22 00:00:00,XCN/USDT,0.09119,0.09119,0.08701,0.08722,105504504.67266314,9215084.5104403136414
1661040000,2022-08-21 00:00:00,XCN/USDT,0.09219,0.09467,0.0906,0.09118,107038024.16871231,9829415.5943631116391
1660953600,2022-08-20 00:00:00,XCN/USDT,0.08732,0.09322,0.08507,0.0922,141136597.7327793,12505243.9205723612643
1660867200,2022-08-19 00:00:00,XCN/USDT,0.08296,0.08954,0.082,0.08729,86730612.70938021,7500728.9146974535618
1660780800,2022-08-18 00:00:00,XCN/USDT,0.08331,0.08592,0.08235,0.08294,56606401.19544722,4763130.4497590295663
1660694400,2022-08-17 00:00:00,XCN/USDT,0.08563,0.08677,0.08206,0.08336,37074443.03368831,3150218.4129381800912
1660608000,2022-08-16 00:00:00,XCN/USDT,0.08409,0.08752,0.08369,0.08571,85779980.42200251,7240477.460230555361
1660521600,2022-08-15 00:00:00,XCN/USDT,0.08581,0.08601,0.08395,0.08411,46970920.58714367,3964336.5086606349866
1660435200,2022-08-14 00:00:00,XCN/USDT,0.08799,0.08863,0.08436,0.08581,99392012.75011242,8640568.7266283892449
1660348800,2022-08-13 00:00:00,XCN/USDT,0.08709,0.08832,0.08696,0.08819,161459010.65686869,14076952.4044661346489
1660262400,2022-08-12 00:00:00,XCN/USDT,0.08737,0.0893,0.08697,0.08713,47901414.75640228,4194361.4312511883527
1660176000,2022-08-11 00:00:00,XCN/USDT,0.08976,0.09074,0.08707,0.08728,136318003.98459843,12025116.4783261456472
1660089600,2022-08-10 00:00:00,XCN/USDT,0.08952,0.0904,0.08903,0.08979,39631154.25928089,3555568.4993710277697
1660003200,2022-08-09 00:00:00,XCN/USDT,0.08645,0.08989,0.0861,0.08952,69953698.24898805,6137962.5627458014829
1659916800,2022-08-08 00:00:00,XCN/USDT,0.08531,0.08756,0.085,0.08641,153984399.33292586,13180313.8011846285163
1659830400,2022-08-07 00:00:00,XCN/USDT,0.08636,0.08769,0.08449,0.08531,192773246.95435423,16445138.1874096253899
1659744000,2022-08-06 00:00:00,XCN/USDT,0.08653,0.08719,0.08461,0.08641,172012334.75604191,14728219.8351846682364
1659657600,2022-08-05 00:00:00,XCN/USDT,0.0853,0.08839,0.08424,0.08653,177963511.59835013,15388370.9028571369667
1659571200,2022-08-04 00:00:00,XCN/USDT,0.08782,0.08876,0.0847,0.08525,33737230.72909631,2918604.9611188275401
1659484800,2022-08-03 00:00:00,XCN/USDT,0.09018,0.09033,0.08682,0.08795,23707487.35051693,2096230.9703413253305
1659398400,2022-08-02 00:00:00,XCN/USDT,0.09224,0.09328,0.08979,0.0902,155955342.199873,14231705.2771141692317
1659312000,2022-08-01 00:00:00,XCN/USDT,0.09601,0.09639,0.09072,0.09222,102863494.11604736,9636366.2718596700081
1659225600,2022-07-31 00:00:00,XCN/USDT,0.09029,0.09622,0.08962,0.09601,142528347.08010597,13209540.5148397139734
1659139200,2022-07-30 00:00:00,XCN/USDT,0.09368,0.09379,0.09009,0.0903,64553913.50906553,5920755.8362546922911
1659052800,2022-07-29 00:00:00,XCN/USDT,0.09424,0.09561,0.09081,0.09368,149498269.67414929,13887781.4540922036315
1658966400,2022-07-28 00:00:00,XCN/USDT,0.09553,0.09702,0.0918,0.09427,61539844.12757689,5753532.9679756956512
1658880000,2022-07-27 00:00:00,XCN/USDT,0.08996,0.09674,0.08885,0.09555,26865549.71124839,2516692.2058010391624
1658793600,2022-07-26 00:00:00,XCN/USDT,0.09312,0.09643,0.08975,0.09001,74196155.92509112,6861402.2411691289897
1658707200,2022-07-25 00:00:00,XCN/USDT,0.09558,0.09714,0.09247,0.09317,38737785.16686653,3659171.5571698619945
1658620800,2022-07-24 00:00:00,XCN/USDT,0.09706,0.09867,0.09368,0.09561,11329785.01958692,1083880.4918186805752
1658534400,2022-07-23 00:00:00,XCN/USDT,0.0897,0.0985,0.08848,0.09697,53771564.70070343,4972617.9917439519489
1658448000,2022-07-22 00:00:00,XCN/USDT,0.09391,0.09428,0.08876,0.08969,31866346.93573668,2892161.5010343234174
1658361600,2022-07-21 00:00:00,XCN/USDT,0.09028,0.09477,0.09001,0.09392,123484144.94323192,11427309.7510581854036
1658275200,2022-07-20 00:00:00,XCN/USDT,0.08831,0.09278,0.08469,0.09038,68212050.95610853,6008964.9698704922584
1658188800,2022-07-19 00:00:00,XCN/USDT,0.0895,0.09354,0.08705,0.08834,49797566.9233678,4464800.1542066405566
1658102400,2022-07-18 00:00:00,XCN/USDT,0.09062,0.09135,0.08788,0.08959,33379506.88715503,2986549.0202880422919
1658016000,2022-07-17 00:00:00,XCN/USDT,0.09378,0.09448,0.08968,0.09076,31340290.72222623,2871582.2195611195133
1657929600,2022-07-16 00:00:00,XCN/USDT,0.09392,0.09528,0.09315,0.09385,6193373.62832997,583281.026745565729
1657843200,2022-07-15 00:00:00,XCN/USDT,0.09434,0.09737,0.09317,0.09394,26964710.77975653,2573987.5557856368597
1657756800,2022-07-14 00:00:00,XCN/USDT,0.09513,0.09687,0.09208,0.09434,12287198.4115228,1158919.6206872641253
1657670400,2022-07-13 00:00:00,XCN/USDT,0.09348,0.09966,0.09225,0.09513,22951291.65808198,2190526.427007729701
1657584000,2022-07-12 00:00:00,XCN/USDT,0.09689,0.10104,0.09342,0.09413,53484079.50165913,5290674.3327003347157
1657497600,2022-07-11 00:00:00,XCN/USDT,0.10136,0.10755,0.09605,0.09689,34815157.94674816,3522106.0038328389683
1657411200,2022-07-10 00:00:00,XCN/USDT,0.10305,0.10639,0.10032,0.10132,56015201.00118271,5834310.6389983841777
1657324800,2022-07-09 00:00:00,XCN/USDT,0.09688,0.10574,0.09403,0.10308,298984839.40621913,29999136.2860260460535
1657238400,2022-07-08 00:00:00,XCN/USDT,0.08941,0.09912,0.08768,0.09613,152670437.15449777,14119865.9016728774822
1657152000,2022-07-07 00:00:00,XCN/USDT,0.08798,0.09147,0.08579,0.08986,42721723.63924153,3753576.1146218651632
1657065600,2022-07-06 00:00:00,XCN/USDT,0.08566,0.08883,0.08238,0.08784,40773825.66261657,3474217.7868217755899
1656979200,2022-07-05 00:00:00,XCN/USDT,0.08752,0.09047,0.08193,0.0857,43567748.03656602,3703500.6587819639544
1656892800,2022-07-04 00:00:00,XCN/USDT,0.08502,0.08831,0.08349,0.08747,31089384.71481525,2647846.7619040902872
1656806400,2022-07-03 00:00:00,XCN/USDT,0.08533,0.08747,0.08348,0.08505,24200673.63116124,2075816.0319964925036
1656720000,2022-07-02 00:00:00,XCN/USDT,0.08653,0.08675,0.083,0.08532,20426277.51816233,1733201.730442213246
1656633600,2022-07-01 00:00:00,XCN/USDT,0.08591,0.08783,0.07979,0.08662,76721619.97565822,6463051.2975438569186
1656547200,2022-06-30 00:00:00,XCN/USDT,0.08762,0.08991,0.08031,0.08591,76559897.24540055,6569033.9491684403399
1656460800,2022-06-29 00:00:00,XCN/USDT,0.08838,0.08948,0.08486,0.0876,75676639.85603965,6532129.6210985092325
1656374400,2022-06-28 00:00:00,XCN/USDT,0.08923,0.09228,0.07754,0.08874,53545076.67868478,4739404.1292040897019
1656288000,2022-06-27 00:00:00,XCN/USDT,0.08474,0.08951,0.084,0.08923,58177885.30334833,5043409.0753637805366
1656201600,2022-06-26 00:00:00,XCN/USDT,0.08653,0.08955,0.084,0.08458,10525626.77562483,910679.3073030719864
1656115200,2022-06-25 00:00:00,XCN/USDT,0.08934,0.08983,0.08545,0.08687,2571181.96228279,227651.0808817859129
1656028800,2022-06-24 00:00:00,XCN/USDT,0.08588,0.08963,0.08429,0.08926,4585561.01046521,397540.0553080239265
1655942400,2022-06-23 00:00:00,XCN/USDT,0.08732,0.08823,0.08411,0.08571,6978788.11560925,599971.7064013984752
1655856000,2022-06-22 00:00:00,XCN/USDT,0.09288,0.09319,0.08522,0.08756,15434888.47572015,1391143.3876012321669
1655769600,2022-06-21 00:00:00,XCN/USDT,0.0827,0.09295,0.08093,0.09288,26660197.89494021,2340388.8933652680987
1655683200,2022-06-20 00:00:00,XCN/USDT,0.08417,0.08493,0.08006,0.08276,14347337.86718778,1182238.2154699215522
1655596800,2022-06-19 00:00:00,XCN/USDT,0.07975,0.08461,0.07975,0.08409,16240033.56802469,1344723.9418134876135
1655510400,2022-06-18 00:00:00,XCN/USDT,0.08894,0.08913,0.07555,0.07983,197954834.42271613,16988420.5394524017853
1655424000,2022-06-17 00:00:00,XCN/USDT,0.08676,0.08924,0.0839,0.08892,313489014.92583759,27111912.7268523701255
1655337600,2022-06-16 00:00:00,XCN/USDT,0.08433,0.08799,0.08362,0.08677,309685099.29982249,26574119.6943549093311
1655251200,2022-06-15 00:00:00,XCN/USDT,0.08757,0.09514,0.04874,0.08444,494048866.88672068,42072713.8262165859628
1655164800,2022-06-14 00:00:00,XCN/USDT,0.13303,0.1345,0.00224,0.08759,1466113192.40226944,56304988.1757917622221
1655078400,2022-06-13 00:00:00,XCN/USDT,0.14607,0.14621,0.13096,0.1329,234677083.52724678,32039854.7544660230998
1654992000,2022-06-12 00:00:00,XCN/USDT,0.14676,0.14821,0.14302,0.14606,282632589.41752445,41098349.5013082908144
1654905600,2022-06-11 00:00:00,XCN/USDT,0.15526,0.15724,0.14666,0.14676,306736331.34181911,47029681.3314956444058
1654819200,2022-06-10 00:00:00,XCN/USDT,0.16079,0.16149,0.15348,0.15537,180709654.42814541,28290600.8425786852068
1654732800,2022-06-09 00:00:00,XCN/USDT,0.16168,0.16671,0.15629,0.16105,193248582.25744408,31161484.4462406805069
1654646400,2022-06-08 00:00:00,XCN/USDT,0.16102,0.16212,0.15655,0.16165,207651827.17230115,32985302.4344931193111
1654560000,2022-06-07 00:00:00,XCN/USDT,0.15893,0.16248,0.15821,0.16101,139276781.10639973,22366558.7394593230242
1654473600,2022-06-06 00:00:00,XCN/USDT,0.16332,0.16529,0.15842,0.15888,85193089.66835925,13760973.4756091069251
1654387200,2022-06-05 00:00:00,XCN/USDT,0.15183,0.16476,0.13914,0.1633,41449529.81561706,6279014.048389339311
