https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCN,Volume USDT
1654300800,2022-06-04 00:00:00,XCN/USDT,0.17528,0.17528,0.14724,0.15147,7117796.6319119,1105047.4238488821121
1654214400,2022-06-03 00:00:00,XCN/USDT,0.16879,0.17738,0.16771,0.17527,2814948.71188751,487188.8514441082847
1654128000,2022-06-02 00:00:00,XCN/USDT,0.18144,0.18279,0.16515,0.16872,1997294.15636979,347133.9794849260933
1654041600,2022-06-01 00:00:00,XCN/USDT,0.17337,0.18432,0.17067,0.1816,2333693.34736711,422226.7070932261843
1653955200,2022-05-31 00:00:00,XCN/USDT,0.17267,0.17783,0.17019,0.17397,2239078.89917643,393123.5778086688306
1653868800,2022-05-30 00:00:00,XCN/USDT,0.17348,0.17445,0.16157,0.17321,4984968.13089518,839273.3366307461026
1653782400,2022-05-29 00:00:00,XCN/USDT,0.16933,0.18,0.16836,0.17286,4994913.58067032,870666.1020228130099
1653696000,2022-05-28 00:00:00,XCN/USDT,0.17723,0.17726,0.16688,0.1701,4328744.73056629,747257.386026569715
1653609600,2022-05-27 00:00:00,XCN/USDT,0.12752,0.19342,0.12507,0.17694,20691589.84176875,3317954.6634056434068
1653523200,2022-05-26 00:00:00,XCN/USDT,0.10444,0.128,0.10233,0.12774,12788535.4018645,1411197.1272503763695
1653436800,2022-05-25 00:00:00,XCN/USDT,0.09817,0.10632,0.09645,0.10409,11733894.34791676,1184008.6579959092737
1653350400,2022-05-24 00:00:00,XCN/USDT,0.09703,0.09815,0.09496,0.09805,3787511.77243565,367256.4372133731946
1653264000,2022-05-23 00:00:00,XCN/USDT,0.09711,0.09911,0.09572,0.09686,61099608.84572984,5950048.1378236872915
1653177600,2022-05-22 00:00:00,XCN/USDT,0.09052,0.09735,0.09018,0.09706,29738710.67758031,2859743.2532224927699
1653091200,2022-05-21 00:00:00,XCN/USDT,0.09042,0.09333,0.08622,0.0905,6895654.08655829,623736.414021552093
1653004800,2022-05-20 00:00:00,XCN/USDT,0.08598,0.0934,0.08184,0.09034,22258990.33601593,1933453.6559485202699
1652918400,2022-05-19 00:00:00,XCN/USDT,0.09535,0.09799,0.07921,0.08596,29234603.32236162,2650215.2638285652889
1652832000,2022-05-18 00:00:00,XCN/USDT,0.09209,0.14012,0.07384,0.09512,410306041.7690699,39711706.0392714217097
1652745600,2022-05-17 00:00:00,XCN/USDT,0.10363,0.10384,0.09091,0.09209,293944186.5228796,27938521.5225434661424
1652659200,2022-05-16 00:00:00,XCN/USDT,0.09808,0.10586,0.0979,0.1036,236376355.9050111,24176328.6581039857777
1652572800,2022-05-15 00:00:00,XCN/USDT,0.09344,0.09828,0.08798,0.09812,221058797.69645994,20406619.6111243508211
1652486400,2022-05-14 00:00:00,XCN/USDT,0.08651,0.09361,0.08318,0.09338,236662188.84502372,20918295.7256697562251
1652400000,2022-05-13 00:00:00,XCN/USDT,0.08105,0.09197,0.08078,0.08656,232226390.01060651,19763803.2379612212417
1652313600,2022-05-12 00:00:00,XCN/USDT,0.07339,0.08168,0.0713,0.08114,279615095.80155476,21200030.3193248782128
1652227200,2022-05-11 00:00:00,XCN/USDT,0.08582,0.08824,0.07131,0.07342,315466342.93967337,25567377.682282931599
1652140800,2022-05-10 00:00:00,XCN/USDT,0.07621,0.08619,0.07296,0.08588,210007885.8960682,16442053.0718689184173
1652054400,2022-05-09 00:00:00,XCN/USDT,0.08013,0.08601,0.0743,0.0762,200128975.27420351,16213534.9011982897612
1651968000,2022-05-08 00:00:00,XCN/USDT,0.0852,0.08798,0.07336,0.07999,325693803.43827962,25774942.2857522985257
1651881600,2022-05-07 00:00:00,XCN/USDT,0.08256,0.0856,0.07756,0.0852,149947770.17691543,12316456.1453883842361
1651795200,2022-05-06 00:00:00,XCN/USDT,0.0795,0.08385,0.07812,0.08256,166405073.65442517,13439459.5535876540701
1651708800,2022-05-05 00:00:00,XCN/USDT,0.08804,0.0943,0.07626,0.07944,259841411.81827059,22485920.560831172623
1651622400,2022-05-04 00:00:00,XCN/USDT,0.08466,0.0891,0.08306,0.08797,104948804.41603019,9100489.5986675624534
1651536000,2022-05-03 00:00:00,XCN/USDT,0.08256,0.08859,0.08141,0.08477,33663631.26051487,2850398.4564510529552
1651449600,2022-05-02 00:00:00,XCN/USDT,0.0798,0.08528,0.07619,0.08255,34291763.05574404,2792117.1370381448696
1651363200,2022-05-01 00:00:00,XCN/USDT,0.08363,0.08969,0.07442,0.07992,56999952.75608997,4613483.4656772727703
1651276800,2022-04-30 00:00:00,XCN/USDT,0.08637,0.08763,0.08151,0.08357,50615135.22804889,4294171.1267099128419
1651190400,2022-04-29 00:00:00,XCN/USDT,0.08689,0.0881,0.07547,0.08635,24937358.75811971,2081784.1340620154867
1651104000,2022-04-28 00:00:00,XCN/USDT,0.09272,0.09389,0.08454,0.08689,19036617.76522803,1702685.6737864989475
1651017600,2022-04-27 00:00:00,XCN/USDT,0.08395,0.09297,0.08366,0.09297,17465958.29151204,1522270.0921512841032
1650931200,2022-04-26 00:00:00,XCN/USDT,0.09412,0.09569,0.08338,0.08382,24682631.20002975,2243249.1323791512999
1650844800,2022-04-25 00:00:00,XCN/USDT,0.09468,0.09945,0.09234,0.09389,31765473.26633821,3036653.6291549953899
1650758400,2022-04-24 00:00:00,XCN/USDT,0.09936,0.10258,0.09212,0.09465,39012094.83598248,3826102.9512502331709
1650672000,2022-04-23 00:00:00,XCN/USDT,0.09929,0.10471,0.09366,0.09939,31981319.26894927,3171176.9808724838454
1650585600,2022-04-22 00:00:00,XCN/USDT,0.09952,0.10227,0.09341,0.09928,20823196.23521548,2016582.7350347127767
1650499200,2022-04-21 00:00:00,XCN/USDT,0.10397,0.10572,0.09904,0.09952,26034503.64774571,2689526.6699879544818
1650412800,2022-04-20 00:00:00,XCN/USDT,0.1115,0.11439,0.09993,0.10398,48128324.8120385,5223089.0736050160374
1650326400,2022-04-19 00:00:00,XCN/USDT,0.10625,0.11676,0.10419,0.11148,43817113.22377238,4886038.8041832928501
1650240000,2022-04-18 00:00:00,XCN/USDT,0.11191,0.1157,0.10511,0.10625,28132835.9076399,3154327.1299175522397
1650153600,2022-04-17 00:00:00,XCN/USDT,0.1011,0.11416,0.09978,0.11181,26321355.84311613,2806953.5945012710302
1650067200,2022-04-16 00:00:00,XCN/USDT,0.09956,0.10209,0.0933,0.10109,34309956.93822474,3343316.7097114928226
1649980800,2022-04-15 00:00:00,XCN/USDT,0.1001,0.11167,0.0929,0.09955,66780314.84009697,7017646.3031944825523
1649894400,2022-04-14 00:00:00,XCN/USDT,0.10394,0.10416,0.09694,0.1001,63033652.25656505,6292412.7873394800499
1649808000,2022-04-13 00:00:00,XCN/USDT,0.09716,0.10588,0.09625,0.10396,33859912.60347295,3373819.7481660232877
1649721600,2022-04-12 00:00:00,XCN/USDT,0.095,0.10043,0.09395,0.0972,23472234.50844685,2308276.6764591781419
1649635200,2022-04-11 00:00:00,XCN/USDT,0.1046,0.10625,0.09495,0.095,43768430.83477271,4293288.5571782717741
1649548800,2022-04-10 00:00:00,XCN/USDT,0.10395,0.10801,0.09805,0.10475,202911947.28815252,20875746.4884400575671
1649462400,2022-04-09 00:00:00,XCN/USDT,0.09392,0.10666,0.09138,0.10425,103499195.17043998,10092833.8822325282403
1649376000,2022-04-08 00:00:00,XCN/USDT,0.08701,0.1,0.08687,0.09393,186165223.32724369,17293756.1111892381453
1649289600,2022-04-07 00:00:00,XCN/USDT,0.08647,0.09051,0.08281,0.08701,190444101.25119322,16280481.2157004771894
1649203200,2022-04-06 00:00:00,XCN/USDT,0.07812,0.08899,0.07511,0.08656,33569901.16501605,2756036.2471998893064
1649116800,2022-04-05 00:00:00,XCN/USDT,0.08198,0.08269,0.07658,0.07812,35141446.27595351,2822342.2654944869736
1649030400,2022-04-04 00:00:00,XCN/USDT,0.0889,0.09039,0.08047,0.08202,55301045.17618446,4759794.617857197105
1648944000,2022-04-03 00:00:00,XCN/USDT,0.08718,0.09161,0.08522,0.08883,104165765.07546072,9207212.2945365622831
1648857600,2022-04-02 00:00:00,XCN/USDT,0.05,0.0876,0.05,0.08718,125313964.5324938,10165667.1922553095027
