https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUDOS,Volume BTC
1663459200,2022-09-18 00:00:00,CUDOS/BTC,0.0000003645,0.0000003645,0.0000003645,0.0000003645,616.0534,0.0002245514643
1663455600,2022-09-17 23:00:00,CUDOS/BTC,0.0000003639,0.0000003639,0.0000003639,0.0000003639,3234.0821,0.00117688247619
1663452000,2022-09-17 22:00:00,CUDOS/BTC,0.0000003625,0.0000003683,0.0000003583,0.0000003583,46405.8066,0.01665681120759
1663448400,2022-09-17 21:00:00,CUDOS/BTC,0.0000003661,0.0000003661,0.0000003654,0.0000003654,2953.7292,0.00108005391417
1663444800,2022-09-17 20:00:00,CUDOS/BTC,0.000000369,0.0000003711,0.0000003654,0.0000003711,4415.0915,0.00163626805776
1663441200,2022-09-17 19:00:00,CUDOS/BTC,0.0000003741,0.0000003741,0.0000003741,0.0000003741,0,0
1663437600,2022-09-17 18:00:00,CUDOS/BTC,0.0000003741,0.0000003741,0.0000003741,0.0000003741,1134.0972,0.00042426576252
1663434000,2022-09-17 17:00:00,CUDOS/BTC,0.0000003742,0.0000003762,0.0000003698,0.0000003698,4494.6618,0.00168152917728
1663430400,2022-09-17 16:00:00,CUDOS/BTC,0.0000003703,0.0000003703,0.0000003703,0.0000003703,752.9746,0.00027882649438
1663426800,2022-09-17 15:00:00,CUDOS/BTC,0.0000003698,0.0000003698,0.0000003698,0.0000003698,265.0418,0.00009801245764
1663423200,2022-09-17 14:00:00,CUDOS/BTC,0.0000003742,0.0000003761,0.0000003718,0.0000003718,7503.2524,0.00279241559441
1663419600,2022-09-17 13:00:00,CUDOS/BTC,0.0000003742,0.0000003742,0.000000369,0.000000369,21491.8686,0.00794299022227
1663416000,2022-09-17 12:00:00,CUDOS/BTC,0.0000003698,0.0000003798,0.000000369,0.0000003798,7456.8049,0.00280566779019
1663412400,2022-09-17 11:00:00,CUDOS/BTC,0.0000003665,0.0000003742,0.0000003665,0.0000003742,13929.6576,0.00511935229577
1663408800,2022-09-17 10:00:00,CUDOS/BTC,0.0000003697,0.0000003697,0.0000003697,0.0000003697,0,0
1663405200,2022-09-17 09:00:00,CUDOS/BTC,0.0000003726,0.0000003726,0.0000003657,0.0000003697,31825.3993,0.01177529583713
1663401600,2022-09-17 08:00:00,CUDOS/BTC,0.0000003742,0.0000003798,0.0000003742,0.0000003742,1818.8492,0.00068543940844
1663398000,2022-09-17 07:00:00,CUDOS/BTC,0.0000003776,0.0000003776,0.0000003776,0.0000003776,103.6367,0.00003913321792
1663394400,2022-09-17 06:00:00,CUDOS/BTC,0.0000003726,0.0000003786,0.0000003726,0.0000003786,905.013,0.0003388610946
1663390800,2022-09-17 05:00:00,CUDOS/BTC,0.0000003775,0.0000003775,0.0000003738,0.0000003738,4047.7651,0.00152084788807
1663387200,2022-09-17 04:00:00,CUDOS/BTC,0.0000003738,0.0000003762,0.0000003731,0.0000003762,2605.1893,0.00097815172404
1663383600,2022-09-17 03:00:00,CUDOS/BTC,0.0000003725,0.0000003725,0.0000003725,0.0000003725,2991.9593,0.00111450483925
1663380000,2022-09-17 02:00:00,CUDOS/BTC,0.0000003689,0.0000003747,0.0000003671,0.0000003747,33252.8683,0.01222635485819
1663376400,2022-09-17 01:00:00,CUDOS/BTC,0.0000003645,0.0000003645,0.0000003645,0.0000003645,0,0
1663372800,2022-09-17 00:00:00,CUDOS/BTC,0.0000003645,0.0000003645,0.0000003645,0.0000003645,0,0
1663369200,2022-09-16 23:00:00,CUDOS/BTC,0.0000003639,0.0000003654,0.0000003639,0.0000003645,30601.1483,0.01115606225232
1663365600,2022-09-16 22:00:00,CUDOS/BTC,0.0000003623,0.0000003623,0.0000003616,0.0000003616,1067.228,0.0003859201448
1663362000,2022-09-16 21:00:00,CUDOS/BTC,0.0000003618,0.0000003618,0.0000003618,0.0000003618,1982.2891,0.00071719219638
1663358400,2022-09-16 20:00:00,CUDOS/BTC,0.0000003608,0.000000361,0.0000003608,0.000000361,1430.4342,0.00051615366772
1663354800,2022-09-16 19:00:00,CUDOS/BTC,0.0000003605,0.0000003605,0.0000003605,0.0000003605,776.9281,0.00028008258005
1663351200,2022-09-16 18:00:00,CUDOS/BTC,0.0000003585,0.0000003585,0.0000003577,0.0000003579,31580.9594,0.01129793191086
