https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT
1663362000,2022-09-16 21:00:00,SOL/USDT,32.308,32.388,32.16,32.219,7126.29961328,230109.58266812051
1663358400,2022-09-16 20:00:00,SOL/USDT,32.112,32.345,32.109,32.31,14908.67392071,480348.33181096924
1663354800,2022-09-16 19:00:00,SOL/USDT,31.926,32.198,31.895,32.126,10384.13052841,333013.11502425633
1663351200,2022-09-16 18:00:00,SOL/USDT,31.777,32.042,31.52,31.929,23235.29843836,738005.02348175888
1663347600,2022-09-16 17:00:00,SOL/USDT,31.954,31.991,31.502,31.777,38605.40198613,1225259.42155342754
1663344000,2022-09-16 16:00:00,SOL/USDT,32.284,32.284,31.592,31.951,36949.17818229,1180471.12385161929
1663340400,2022-09-16 15:00:00,SOL/USDT,32.299,32.543,32.103,32.279,12338.00666491,398684.99473341689
1663336800,2022-09-16 14:00:00,SOL/USDT,32.025,32.461,31.927,32.3,25892.97848661,835691.63086739163
1663333200,2022-09-16 13:00:00,SOL/USDT,32.6,32.847,31.83,32.025,46071.462751,1493572.30323751667
1663329600,2022-09-16 12:00:00,SOL/USDT,33.082,33.113,32.556,32.6,13086.38704772,429045.33691724158
1663326000,2022-09-16 11:00:00,SOL/USDT,32.899,33.133,32.822,33.075,12276.07574808,404578.09524281485
1663322400,2022-09-16 10:00:00,SOL/USDT,32.663,32.976,32.654,32.9,15845.97383177,519506.69235992168
1663318800,2022-09-16 09:00:00,SOL/USDT,32.364,32.692,32.341,32.663,7103.16997716,231307.25677872694
1663315200,2022-09-16 08:00:00,SOL/USDT,32.837,32.848,32.354,32.355,20896.74329565,680348.64062301625
1663311600,2022-09-16 07:00:00,SOL/USDT,32.947,33.022,32.801,32.835,4848.3344657,159533.73598553388
1663308000,2022-09-16 06:00:00,SOL/USDT,32.939,33.107,32.834,32.946,10661.9743417,351418.89449723959
1663304400,2022-09-16 05:00:00,SOL/USDT,32.94,33.05,32.911,32.94,4138.81338125,136497.31840422316
1663300800,2022-09-16 04:00:00,SOL/USDT,32.854,33.092,32.833,32.934,13140.9271071,433819.30605486263
1663297200,2022-09-16 03:00:00,SOL/USDT,32.695,32.87,32.58,32.858,14795.76152698,484283.67852643701
1663293600,2022-09-16 02:00:00,SOL/USDT,32.973,33.027,32.503,32.7,14373.75237005,469683.78755709048
1663290000,2022-09-16 01:00:00,SOL/USDT,33.244,33.257,32.913,32.986,7184.60042023,237567.39483411086
1663286400,2022-09-16 00:00:00,SOL/USDT,33.084,33.244,32.506,33.244,23034.45355145,758292.00138075443
1663282800,2022-09-15 23:00:00,SOL/USDT,33.044,33.203,32.824,33.065,10991.45639592,363207.3671000247
1663279200,2022-09-15 22:00:00,SOL/USDT,33.29,33.297,32.767,33.044,41413.64337563,1370741.35074424403
1663275600,2022-09-15 21:00:00,SOL/USDT,33.667,33.684,33.208,33.299,11529.77593629,385758.34908555103
1663272000,2022-09-15 20:00:00,SOL/USDT,33.435,33.796,33.435,33.671,9542.48071764,320714.59193118849
1663268400,2022-09-15 19:00:00,SOL/USDT,33.393,33.604,33.212,33.424,25830.3618744,860946.81330227188
1663264800,2022-09-15 18:00:00,SOL/USDT,33.426,33.657,33.259,33.4,8918.42509674,298274.51665947232
1663261200,2022-09-15 17:00:00,SOL/USDT,33.252,33.667,33.221,33.426,14326.51219681,478483.01410123442
1663257600,2022-09-15 16:00:00,SOL/USDT,32.993,33.316,32.824,33.253,16060.8801583,531712.6885071321
1663254000,2022-09-15 15:00:00,SOL/USDT,33.03,33.263,32.393,32.98,55622.72351498,1826894.60466625913
1663250400,2022-09-15 14:00:00,SOL/USDT,33.782,33.982,33,33.029,31229.45008314,1041421.89260264224
1663246800,2022-09-15 13:00:00,SOL/USDT,33.84,33.885,33.406,33.788,20233.20327489,680956.37709975322
1663243200,2022-09-15 12:00:00,SOL/USDT,33.923,34.064,33.552,33.822,16883.38438473,570790.81970399166
1663239600,2022-09-15 11:00:00,SOL/USDT,33.793,34,33.753,33.925,12035.0110826,408044.0734259918
1663236000,2022-09-15 10:00:00,SOL/USDT,33.761,33.984,33.721,33.799,17672.56090894,598453.25136678314
1663232400,2022-09-15 09:00:00,SOL/USDT,34.03,34.055,33.694,33.761,28462.22861053,964011.55846799656
1663228800,2022-09-15 08:00:00,SOL/USDT,34.704,34.799,33.797,34.025,43402.25386348,1486769.05543428022
1663225200,2022-09-15 07:00:00,SOL/USDT,33.86,34.849,33.8,34.7,48924.61115475,1683130.42781881913
1663221600,2022-09-15 06:00:00,SOL/USDT,33.385,34.452,32.771,33.868,67258.07166011,2260377.96401275785
1663218000,2022-09-15 05:00:00,SOL/USDT,33.064,33.429,33.04,33.381,21714.61837862,722922.03279351084
1663214400,2022-09-15 04:00:00,SOL/USDT,33.06,33.207,32.939,33.063,12149.56042986,401569.0059006207
1663210800,2022-09-15 03:00:00,SOL/USDT,33.476,33.476,32.876,33.059,32936.51937741,1088801.22084776667
1663207200,2022-09-15 02:00:00,SOL/USDT,33.886,33.886,33.284,33.465,12401.44316668,415529.00849996548
1663203600,2022-09-15 01:00:00,SOL/USDT,33.931,33.936,33.44,33.884,22468.70579469,756800.04433765222
1663200000,2022-09-15 00:00:00,SOL/USDT,34.123,34.14,33.78,33.926,31507.29230791,1070770.13585288415
1663196400,2022-09-14 23:00:00,SOL/USDT,34.1,34.19,33.902,34.117,21247.41275832,722718.48540380677
1663192800,2022-09-14 22:00:00,SOL/USDT,34.038,34.352,33.885,34.102,19603.33901183,669244.40346829776
1663189200,2022-09-14 21:00:00,SOL/USDT,33.404,34.19,33.268,34.043,16928.73576618,569334.820003456
1663185600,2022-09-14 20:00:00,SOL/USDT,33.495,33.555,33.329,33.395,11721.10092741,391901.25468433689
1663182000,2022-09-14 19:00:00,SOL/USDT,33.11,33.528,33.027,33.503,29183.41505587,970756.81688773562
1663178400,2022-09-14 18:00:00,SOL/USDT,33.339,33.493,32.72,33.108,37085.63040596,1228578.75952229037
1663174800,2022-09-14 17:00:00,SOL/USDT,33.378,33.618,33.324,33.332,9244.0718924,309215.44407632352
1663171200,2022-09-14 16:00:00,SOL/USDT,33.532,33.551,33.213,33.381,11434.6027574,381765.65356668244
1663167600,2022-09-14 15:00:00,SOL/USDT,33.509,33.692,33.425,33.532,14515.54420324,487252.66449009574
1663164000,2022-09-14 14:00:00,SOL/USDT,33.555,33.635,33.18,33.507,18578.28003159,621718.2319534997
1663160400,2022-09-14 13:00:00,SOL/USDT,33.466,33.657,33.18,33.561,17746.34550243,593825.56391151838
1663156800,2022-09-14 12:00:00,SOL/USDT,33.232,33.707,32.943,33.471,33426.63516281,1114732.50237423098
1663153200,2022-09-14 11:00:00,SOL/USDT,33.554,33.587,32.924,33.231,20544.47109353,682356.92709066612
1663149600,2022-09-14 10:00:00,SOL/USDT,33.513,33.666,33.466,33.556,10787.65764172,362005.65825741132
1663146000,2022-09-14 09:00:00,SOL/USDT,33.582,33.611,33.351,33.506,6459.67623513,216360.81600539283
1663142400,2022-09-14 08:00:00,SOL/USDT,33.154,33.603,33.01,33.586,26200.04438639,872860.80375005463
1663138800,2022-09-14 07:00:00,SOL/USDT,33.336,33.568,32.821,33.178,23925.69697554,793484.89452238789
1663135200,2022-09-14 06:00:00,SOL/USDT,33.626,33.67,33.276,33.331,12771.24245961,428016.73590203223
1663131600,2022-09-14 05:00:00,SOL/USDT,33.899,33.899,33.578,33.626,9951.04605758,336068.18081604123
1663128000,2022-09-14 04:00:00,SOL/USDT,33.597,33.932,33.527,33.905,15386.09006952,519327.64546507212
1663124400,2022-09-14 03:00:00,SOL/USDT,33.739,33.809,33.507,33.579,19474.09655491,655586.06367805181
1663120800,2022-09-14 02:00:00,SOL/USDT,33.477,33.761,33.431,33.747,25937.58534831,870945.84258802788
1663117200,2022-09-14 01:00:00,SOL/USDT,33.237,33.502,33.205,33.478,20110.34442092,670463.58702358177
1663113600,2022-09-14 00:00:00,SOL/USDT,32.983,33.274,32.653,33.241,33887.83394054,1116782.16085376331
1663110000,2022-09-13 23:00:00,SOL/USDT,33.4,33.4,32.92,32.981,39130.6133568,1295939.59564998956
1663106400,2022-09-13 22:00:00,SOL/USDT,33.904,33.912,33.388,33.4,36159.600056,1214619.0580615661
1663102800,2022-09-13 21:00:00,SOL/USDT,33.903,34.105,33.449,33.908,23718.29658215,802681.18645166894
1663099200,2022-09-13 20:00:00,SOL/USDT,34.085,34.358,33.904,33.904,25496.67445476,871101.77344835544
1663095600,2022-09-13 19:00:00,SOL/USDT,34.24,34.367,33.308,34.077,58924.26286281,1994467.80521118178
1663092000,2022-09-13 18:00:00,SOL/USDT,34.964,34.98,34.139,34.27,35428.02566727,1225057.9837957108
1663088400,2022-09-13 17:00:00,SOL/USDT,35.036,35.312,34.88,34.967,35926.36992144,1260598.41177906004
1663084800,2022-09-13 16:00:00,SOL/USDT,34.738,35.109,34.618,35.041,42210.76881988,1474501.62061813744
1663081200,2022-09-13 15:00:00,SOL/USDT,34.959,35.095,34.43,34.75,57329.95193191,1990065.29547511222
1663077600,2022-09-13 14:00:00,SOL/USDT,35.415,35.703,34.632,34.959,81180.58118038,2858172.98190167346
1663074000,2022-09-13 13:00:00,SOL/USDT,35.881,36.099,35.329,35.415,102347.91293381,3649467.17931303332
1663070400,2022-09-13 12:00:00,SOL/USDT,38.462,38.999,35.582,35.902,156970.83136378,5778260.61851180972
1663066800,2022-09-13 11:00:00,SOL/USDT,38.53,38.897,38.296,38.46,20376.90518312,787763.74118749763
1663063200,2022-09-13 10:00:00,SOL/USDT,38.343,38.698,38.233,38.514,8939.70349575,343445.85448756709
1663059600,2022-09-13 09:00:00,SOL/USDT,38.256,38.637,38.247,38.352,21165.16738601,814739.72180432566
1663056000,2022-09-13 08:00:00,SOL/USDT,38.54,38.572,38.154,38.256,9993.61861611,382982.44505813172
1663052400,2022-09-13 07:00:00,SOL/USDT,38.291,38.655,38.229,38.524,15191.71736211,584837.21520906466
1663048800,2022-09-13 06:00:00,SOL/USDT,38.357,38.9,38.215,38.287,37204.95941334,1434040.96071415688
1663045200,2022-09-13 05:00:00,SOL/USDT,38.23,38.684,38.153,38.364,19839.42601704,761207.35820332784
1663041600,2022-09-13 04:00:00,SOL/USDT,38.772,38.95,38.179,38.218,37725.80970709,1456095.62127220183
1663038000,2022-09-13 03:00:00,SOL/USDT,37.914,38.955,37.787,38.772,26445.96938423,1013503.40716416285
1663034400,2022-09-13 02:00:00,SOL/USDT,37.189,38.203,37.01,37.921,37730.78860693,1425289.1460664135
1663030800,2022-09-13 01:00:00,SOL/USDT,37.055,37.232,36.794,37.19,12694.64852016,470287.18813769692
1663027200,2022-09-13 00:00:00,SOL/USDT,37.441,37.476,36.703,37.058,35935.48394897,1331956.81439999108
1663023600,2022-09-12 23:00:00,SOL/USDT,37.277,37.527,37.187,37.443,11097.23739309,414749.15726515363
1663020000,2022-09-12 22:00:00,SOL/USDT,37.438,37.52,37.192,37.28,11354.91590357,424066.63319459623
1663016400,2022-09-12 21:00:00,SOL/USDT,37.772,37.789,37.28,37.437,33692.33615517,1264373.92564503525
1663012800,2022-09-12 20:00:00,SOL/USDT,37.637,37.8,37.409,37.772,11755.94825631,442783.46660812626
1663009200,2022-09-12 19:00:00,SOL/USDT,37.681,37.867,37.52,37.635,16046.66799432,604671.57397010581
1663005600,2022-09-12 18:00:00,SOL/USDT,37.604,37.781,37.285,37.674,20485.58200128,768047.47052886859
1663002000,2022-09-12 17:00:00,SOL/USDT,37.262,37.609,37.105,37.598,16146.24466388,603444.30198689039
1662998400,2022-09-12 16:00:00,SOL/USDT,37.154,37.487,36.8,37.262,29080.52936407,1081121.76896318169
1662994800,2022-09-12 15:00:00,SOL/USDT,37.631,37.746,36.87,37.153,38803.51235772,1446211.71690511365
1662991200,2022-09-12 14:00:00,SOL/USDT,38.068,38.299,37.507,37.615,23890.82114039,904885.33675643688
1662987600,2022-09-12 13:00:00,SOL/USDT,37.933,38.38,37.777,38.05,51685.80271997,1965116.74077144452
1662984000,2022-09-12 12:00:00,SOL/USDT,37.697,38.132,37.189,37.933,48281.86522278,1821239.22525700879
1662980400,2022-09-12 11:00:00,SOL/USDT,37.987,38.155,37.556,37.7,36651.04558432,1386531.19662239213
1662976800,2022-09-12 10:00:00,SOL/USDT,37.433,38.127,37.242,37.988,96037.83965792,3628685.05629417716
1662973200,2022-09-12 09:00:00,SOL/USDT,36.09,37.502,36.028,37.435,99442.88248599,3658149.47641036489
1662969600,2022-09-12 08:00:00,SOL/USDT,35.479,36.185,35.318,36.091,32011.30032828,1143502.99468318598
1662966000,2022-09-12 07:00:00,SOL/USDT,34.813,35.506,34.797,35.493,30330.58422493,1067745.51001618822
1662962400,2022-09-12 06:00:00,SOL/USDT,34.79,34.84,34.604,34.811,9617.7549936,333981.77429605592
1662958800,2022-09-12 05:00:00,SOL/USDT,34.846,34.913,34.58,34.788,9012.804917,313491.2527264568
1662955200,2022-09-12 04:00:00,SOL/USDT,34.916,35.018,34.789,34.855,10379.09777525,362599.62913509
1662951600,2022-09-12 03:00:00,SOL/USDT,35.04,35.164,34.603,34.909,27712.17999435,965736.42758817272
1662948000,2022-09-12 02:00:00,SOL/USDT,35.85,36.02,34.872,35.048,45481.66564981,1608987.59319494919
1662944400,2022-09-12 01:00:00,SOL/USDT,34.412,36.318,34.409,35.824,39188.72506792,1393638.77315954539
1662940800,2022-09-12 00:00:00,SOL/USDT,35.001,35.005,34.411,34.411,15965.38592584,554911.55457514339
1662937200,2022-09-11 23:00:00,SOL/USDT,34.831,35.034,34.564,35.01,15242.39666514,531195.43910451012
1662933600,2022-09-11 22:00:00,SOL/USDT,34.543,34.987,34.515,34.834,13903.12606924,483731.54427818856
1662930000,2022-09-11 21:00:00,SOL/USDT,35.126,35.216,34.316,34.532,14800.31657633,514351.26171112759
1662926400,2022-09-11 20:00:00,SOL/USDT,35.284,35.558,34.708,35.132,25302.46163259,885959.69647041689
1662922800,2022-09-11 19:00:00,SOL/USDT,35.313,35.474,35.167,35.282,6036.83104401,213327.08993366583
1662919200,2022-09-11 18:00:00,SOL/USDT,35.304,35.445,35.153,35.318,11909.50022806,420877.92145269583
1662915600,2022-09-11 17:00:00,SOL/USDT,35.77,35.868,35.283,35.306,34394.6295042,1223054.60510361106
1662912000,2022-09-11 16:00:00,SOL/USDT,35.243,36.021,35.238,35.769,39824.12952476,1420528.48825184863
1662908400,2022-09-11 15:00:00,SOL/USDT,34.769,35.249,34.763,35.233,20771.82513133,728656.05681620118
1662904800,2022-09-11 14:00:00,SOL/USDT,34.814,34.866,34.716,34.766,16870.2975372,587258.22660793574
1662901200,2022-09-11 13:00:00,SOL/USDT,34.664,34.847,34.519,34.818,12311.40163489,426314.59632914658
1662897600,2022-09-11 12:00:00,SOL/USDT,34.778,34.827,34.633,34.668,10247.0551862,356118.87847370662
1662894000,2022-09-11 11:00:00,SOL/USDT,34.617,34.834,34.617,34.781,6211.79152181,215925.72538233362
1662890400,2022-09-11 10:00:00,SOL/USDT,34.471,34.68,34.469,34.623,6807.13599413,235256.70531921222
1662886800,2022-09-11 09:00:00,SOL/USDT,34.628,34.737,34.444,34.467,6606.13644719,228328.86745737159
1662883200,2022-09-11 08:00:00,SOL/USDT,34.627,34.763,34.539,34.63,5883.45912242,203753.48817796238
1662879600,2022-09-11 07:00:00,SOL/USDT,34.361,34.631,34.346,34.621,6358.22258527,219372.88495081565
1662876000,2022-09-11 06:00:00,SOL/USDT,34.705,34.752,34.055,34.384,18883.43818985,647355.9532758222
1662872400,2022-09-11 05:00:00,SOL/USDT,34.691,34.779,34.627,34.706,2656.79865982,92234.58700993876
1662868800,2022-09-11 04:00:00,SOL/USDT,34.761,34.934,34.632,34.688,6389.44768807,222359.63755036756
1662865200,2022-09-11 03:00:00,SOL/USDT,35.122,35.165,34.71,34.762,7090.31598284,247513.90682018581
1662861600,2022-09-11 02:00:00,SOL/USDT,35.15,35.303,34.973,35.129,6906.12687342,242623.71422154964
1662858000,2022-09-11 01:00:00,SOL/USDT,35.008,35.276,34.99,35.149,6599.50546857,231876.89445617198
1662854400,2022-09-11 00:00:00,SOL/USDT,35.039,35.209,34.9,35.003,10062.01464257,352898.37630902147
1662850800,2022-09-10 23:00:00,SOL/USDT,35.294,35.401,35.038,35.041,8358.18756734,294708.81160995456
1662847200,2022-09-10 22:00:00,SOL/USDT,34.85,35.394,34.848,35.299,17340.64047112,609738.51695164481
1662843600,2022-09-10 21:00:00,SOL/USDT,34.77,35.045,34.67,34.828,18939.22378747,659969.7589087594
1662840000,2022-09-10 20:00:00,SOL/USDT,34.927,34.964,34.625,34.775,17675.71948044,613824.42687446847
1662836400,2022-09-10 19:00:00,SOL/USDT,34.861,35.006,34.775,34.923,7068.91143072,246629.36539422555
1662832800,2022-09-10 18:00:00,SOL/USDT,34.621,34.982,34.617,34.855,10903.64230338,379995.1842511035
1662829200,2022-09-10 17:00:00,SOL/USDT,34.716,34.75,34.557,34.615,5378.76056159,186373.609548451
1662825600,2022-09-10 16:00:00,SOL/USDT,34.498,34.873,34.303,34.713,20093.68504837,695166.7869282374
1662822000,2022-09-10 15:00:00,SOL/USDT,34.35,34.541,34.33,34.493,7366.40305259,253726.92824671018
1662818400,2022-09-10 14:00:00,SOL/USDT,34.446,34.578,34.325,34.349,15287.46736952,527364.7993846715
1662814800,2022-09-10 13:00:00,SOL/USDT,34.749,34.765,34.306,34.437,8740.66487705,301844.56803378744
1662811200,2022-09-10 12:00:00,SOL/USDT,34.744,34.946,34.475,34.75,10970.14461895,380606.22143519839
1662807600,2022-09-10 11:00:00,SOL/USDT,34.702,34.844,34.634,34.743,7888.56225454,273987.37161468972
1662804000,2022-09-10 10:00:00,SOL/USDT,34.763,34.763,34.477,34.702,6712.775506,232594.08524964928
1662800400,2022-09-10 09:00:00,SOL/USDT,34.611,34.797,34.609,34.766,7187.97200551,249359.80392648565
1662796800,2022-09-10 08:00:00,SOL/USDT,34.354,34.738,34.333,34.599,8632.5572162,298374.84860444205
1662793200,2022-09-10 07:00:00,SOL/USDT,35.076,35.163,34.263,34.354,14578.13486049,505105.3276623348
1662789600,2022-09-10 06:00:00,SOL/USDT,34.931,35.123,34.921,35.078,13798.50017153,483182.1546316429
1662786000,2022-09-10 05:00:00,SOL/USDT,34.722,35.094,34.64,34.93,13507.97204786,471662.28191934696
1662782400,2022-09-10 04:00:00,SOL/USDT,34.703,34.995,34.554,34.723,11347.82409511,395515.33995453241
1662778800,2022-09-10 03:00:00,SOL/USDT,34.926,35.001,34.69,34.696,9675.82214204,337513.3431580328
1662775200,2022-09-10 02:00:00,SOL/USDT,34.76,34.984,34.626,34.928,7067.06932051,245948.61544513582
1662771600,2022-09-10 01:00:00,SOL/USDT,34.71,34.99,34.676,34.755,11158.19944642,388773.61521825526
1662768000,2022-09-10 00:00:00,SOL/USDT,34.681,34.748,34.28,34.718,20948.06445869,724135.75864230556
1662764400,2022-09-09 23:00:00,SOL/USDT,34.715,35.199,34.265,34.68,47743.484091,1654653.56470449507
1662760800,2022-09-09 22:00:00,SOL/USDT,34.658,34.977,34.591,34.712,10597.79726404,368703.17075114274
1662757200,2022-09-09 21:00:00,SOL/USDT,34.812,34.815,34.486,34.657,8609.32278048,298577.84923971093
1662753600,2022-09-09 20:00:00,SOL/USDT,34.798,34.858,34.596,34.817,16774.56889163,582760.33170113196
1662750000,2022-09-09 19:00:00,SOL/USDT,34.525,34.864,34.462,34.801,20954.69290411,727552.7032277834
1662746400,2022-09-09 18:00:00,SOL/USDT,34.701,34.719,34.423,34.526,21230.74322935,733661.28619555427
1662742800,2022-09-09 17:00:00,SOL/USDT,35.133,35.168,34.443,34.7,42173.14253085,1464832.08614879729
1662739200,2022-09-09 16:00:00,SOL/USDT,34.961,35.151,34.618,35.131,27250.21067362,948572.28399928314
1662735600,2022-09-09 15:00:00,SOL/USDT,35.196,35.24,34.898,34.95,27296.94189023,956900.57012783006
1662732000,2022-09-09 14:00:00,SOL/USDT,35.144,35.307,34.841,35.198,25427.73669059,891993.08537712329
1662728400,2022-09-09 13:00:00,SOL/USDT,35.254,35.335,34.855,35.15,38860.1180123,1363701.33816561731
1662724800,2022-09-09 12:00:00,SOL/USDT,35.374,35.931,35.236,35.238,33273.47907111,1181037.89305619835
1662721200,2022-09-09 11:00:00,SOL/USDT,35.718,35.747,35.128,35.376,26648.53731295,942150.19375733022
1662717600,2022-09-09 10:00:00,SOL/USDT,35.45,35.796,35.322,35.726,21075.79972302,749626.13560463232
1662714000,2022-09-09 09:00:00,SOL/USDT,35.646,35.692,35.208,35.453,26118.15739806,924835.15755694899
1662710400,2022-09-09 08:00:00,SOL/USDT,35.382,35.954,35.327,35.637,45285.93664404,1613475.30969208584
1662706800,2022-09-09 07:00:00,SOL/USDT,35.317,35.413,35.033,35.38,22695.9222211,799795.57986564787
1662703200,2022-09-09 06:00:00,SOL/USDT,35.277,35.386,35.069,35.303,19158.59189672,675201.28309152744
1662699600,2022-09-09 05:00:00,SOL/USDT,35.118,35.537,35.047,35.27,30375.9979808,1071732.89598610802
1662696000,2022-09-09 04:00:00,SOL/USDT,34.76,35.239,34.682,35.119,41006.47499385,1432359.00638816751
1662692400,2022-09-09 03:00:00,SOL/USDT,34.066,34.85,34.028,34.75,41689.64344157,1437840.03921459153
1662688800,2022-09-09 02:00:00,SOL/USDT,34.079,34.344,34.042,34.058,10063.30498215,343853.23119295357
1662685200,2022-09-09 01:00:00,SOL/USDT,34.19,34.308,34.079,34.087,12515.61752728,427643.13225473305
1662681600,2022-09-09 00:00:00,SOL/USDT,33.61,34.498,33.594,34.189,48914.67944449,1671158.06814516098
1662678000,2022-09-08 23:00:00,SOL/USDT,33.521,33.627,33.365,33.605,6290.07286854,210926.37902120018
1662674400,2022-09-08 22:00:00,SOL/USDT,33.645,33.649,33.342,33.517,6303.66653822,211103.45653705842
1662670800,2022-09-08 21:00:00,SOL/USDT,33.542,33.815,33.342,33.645,15922.17637003,533428.45903869414
1662667200,2022-09-08 20:00:00,SOL/USDT,33.472,33.729,33.344,33.544,39718.42954687,1330957.02182608898
1662663600,2022-09-08 19:00:00,SOL/USDT,33.121,33.481,32.886,33.472,31735.66148404,1052279.14730777385
1662660000,2022-09-08 18:00:00,SOL/USDT,33.222,33.251,33.032,33.116,23459.7572965,777771.53673183985
1662656400,2022-09-08 17:00:00,SOL/USDT,33.308,33.485,33.055,33.224,38122.98901228,1269223.00049504743
1662652800,2022-09-08 16:00:00,SOL/USDT,33.396,33.45,33.02,33.307,60453.47407201,2008541.7217203587
1662649200,2022-09-08 15:00:00,SOL/USDT,33.722,33.969,33.306,33.398,80735.3175474,2707425.8128567802
1662645600,2022-09-08 14:00:00,SOL/USDT,33.126,33.721,32.876,33.719,37948.63379838,1262381.7018390655
1662642000,2022-09-08 13:00:00,SOL/USDT,32.428,33.339,32.16,33.11,97413.42682126,3190052.09923827129
1662638400,2022-09-08 12:00:00,SOL/USDT,32.906,33.069,32.287,32.436,49205.04333628,1607428.44117461093
1662634800,2022-09-08 11:00:00,SOL/USDT,33.044,33.112,32.886,32.907,15022.21021354,495573.14944341228
1662631200,2022-09-08 10:00:00,SOL/USDT,32.797,33.31,32.718,33.045,32451.74893465,1072507.12020427512
1662627600,2022-09-08 09:00:00,SOL/USDT,32.893,33.063,32.676,32.799,31296.16652709,1027239.44177348116
1662624000,2022-09-08 08:00:00,SOL/USDT,32.373,32.894,32.333,32.894,30457.43049903,994361.834292195
1662620400,2022-09-08 07:00:00,SOL/USDT,32.398,32.5,31.997,32.378,39824.47899179,1283911.6974320864
1662616800,2022-09-08 06:00:00,SOL/USDT,32.499,32.629,32.337,32.396,19251.6571326,625741.1104927928
1662613200,2022-09-08 05:00:00,SOL/USDT,32.648,32.686,32.444,32.502,21811.53710508,709909.67504795096
1662609600,2022-09-08 04:00:00,SOL/USDT,32.455,32.77,32.447,32.651,30606.75825809,999458.91263178387
1662606000,2022-09-08 03:00:00,SOL/USDT,32.54,32.59,32.233,32.457,13602.56719216,441006.61436138804
1662602400,2022-09-08 02:00:00,SOL/USDT,32.413,32.603,32.413,32.541,17268.19172877,561224.80540226051
1662598800,2022-09-08 01:00:00,SOL/USDT,32.576,32.596,32.336,32.407,32726.52437975,1062319.29558836969
1662595200,2022-09-08 00:00:00,SOL/USDT,32.696,32.837,32.456,32.58,27978.17732123,913937.13858824888
1662591600,2022-09-07 23:00:00,SOL/USDT,32.707,32.948,32.608,32.695,27271.44798056,894675.96396468542
