https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume EUR
1663545600,2022-09-19 00:00:00,BAT/EUR,0.30000,0.30000,0.30000,0.30000,0.00000000,0.0
1663459200,2022-09-18 00:00:00,BAT/EUR,0.32111,0.32228,0.30000,0.30000,4998.87260358,1499.661781074
1663372800,2022-09-17 00:00:00,BAT/EUR,0.32708,0.32938,0.32708,0.32938,328.90263848,108.33395106254241
1663286400,2022-09-16 00:00:00,BAT/EUR,0.31687,0.31997,0.31250,0.31997,8738.80817784,2796.1564526634643
1663200000,2022-09-15 00:00:00,BAT/EUR,0.31496,0.32543,0.31370,0.31450,16575.80882783,5213.091876352534
1663113600,2022-09-14 00:00:00,BAT/EUR,0.32911,0.32911,0.31818,0.32177,25560.53610083,8224.61370116407
1663027200,2022-09-13 00:00:00,BAT/EUR,0.35090,0.35272,0.32223,0.32223,12919.80910049,4163.150086450893
1662940800,2022-09-12 00:00:00,BAT/EUR,0.35350,0.35669,0.35350,0.35669,1817.50150831,648.284612999094
1662854400,2022-09-11 00:00:00,BAT/EUR,0.35348,0.35900,0.34846,0.34846,22510.53624774,7844.02146088748
1662768000,2022-09-10 00:00:00,BAT/EUR,0.35332,0.35588,0.34579,0.34689,5884.35920610,2041.2253650040288
1662681600,2022-09-09 00:00:00,BAT/EUR,0.33900,0.35400,0.33900,0.35218,23002.10020255,8100.879649334058
1662595200,2022-09-08 00:00:00,BAT/EUR,0.32384,0.33194,0.31983,0.32947,51671.28050790,17024.136788937813
1662508800,2022-09-07 00:00:00,BAT/EUR,0.31351,0.32446,0.31126,0.32446,5753.42820231,1866.7573145215028
1662422400,2022-09-06 00:00:00,BAT/EUR,0.34574,0.34668,0.31896,0.31896,41387.87459912,13201.076482135315
1662336000,2022-09-05 00:00:00,BAT/EUR,0.34215,0.34215,0.33998,0.34202,16362.47871400,5596.29496976228
1662249600,2022-09-04 00:00:00,BAT/EUR,0.34327,0.35089,0.34327,0.35089,14670.32752735,5147.671226071841
1662163200,2022-09-03 00:00:00,BAT/EUR,0.33693,0.33695,0.33618,0.33638,4646.89693312,1563.1231903629055
1662076800,2022-09-02 00:00:00,BAT/EUR,0.34113,0.34437,0.33584,0.33797,14953.82276751,5053.943480735355
1661990400,2022-09-01 00:00:00,BAT/EUR,0.33011,0.33900,0.32748,0.33900,19536.26666272,6622.794398662081
1661904000,2022-08-31 00:00:00,BAT/EUR,0.34362,0.34453,0.33719,0.33719,9965.89428660,3360.399894498654
1661817600,2022-08-30 00:00:00,BAT/EUR,0.34863,0.34928,0.33011,0.33900,8045.11705041,2727.2946800889904
1661731200,2022-08-29 00:00:00,BAT/EUR,0.33197,0.34313,0.33152,0.34313,4437.30649434,1522.5729774028844
1661644800,2022-08-28 00:00:00,BAT/EUR,0.34073,0.34328,0.33073,0.33073,7680.60956569,2540.2080016606537
1661558400,2022-08-27 00:00:00,BAT/EUR,0.33654,0.34073,0.33643,0.33649,1758.94179262,591.8663237987038
1661472000,2022-08-26 00:00:00,BAT/EUR,0.37432,0.37570,0.34300,0.34300,35260.28634166,12094.27821518938
1661385600,2022-08-25 00:00:00,BAT/EUR,0.37172,0.37682,0.36879,0.37434,7733.44800556,2894.9389264013303
1661299200,2022-08-24 00:00:00,BAT/EUR,0.36332,0.38000,0.36332,0.37000,3299.46933044,1220.8036522628
1661212800,2022-08-23 00:00:00,BAT/EUR,0.36548,0.37286,0.36437,0.37286,17023.37894785,6347.337074495352
1661126400,2022-08-22 00:00:00,BAT/EUR,0.36000,0.36000,0.35000,0.35746,4896.63633673,1750.3516249275058
1661040000,2022-08-21 00:00:00,BAT/EUR,0.35836,0.37100,0.35836,0.37100,5641.36183338,2092.94524018398
1660953600,2022-08-20 00:00:00,BAT/EUR,0.36041,0.36400,0.34897,0.35092,8360.59312337,2933.8993388530002
1660867200,2022-08-19 00:00:00,BAT/EUR,0.38966,0.38966,0.35435,0.35435,27558.90042923,9765.49636709765
1660780800,2022-08-18 00:00:00,BAT/EUR,0.40550,0.40884,0.38527,0.38913,15460.85074545,6016.280850576958
1660694400,2022-08-17 00:00:00,BAT/EUR,0.42629,0.43272,0.40000,0.40137,165089.79832097,66262.09235208773
1660608000,2022-08-16 00:00:00,BAT/EUR,0.42753,0.42753,0.42000,0.42305,6944.14125073,2937.7189561213263
1660521600,2022-08-15 00:00:00,BAT/EUR,0.44075,0.44887,0.42656,0.42965,18968.86047208,8149.970901829171
1660435200,2022-08-14 00:00:00,BAT/EUR,0.45013,0.45960,0.42956,0.43047,23952.12591506,10310.67164265588
1660348800,2022-08-13 00:00:00,BAT/EUR,0.45590,0.45763,0.44678,0.44678,6819.51773114,3046.8241319187296
1660262400,2022-08-12 00:00:00,BAT/EUR,0.44000,0.45378,0.44000,0.45167,19753.48886067,8922.058313698819
1660176000,2022-08-11 00:00:00,BAT/EUR,0.45100,0.45627,0.43913,0.44835,31828.48354840,14270.300598925141
1660089600,2022-08-10 00:00:00,BAT/EUR,0.42960,0.45100,0.40850,0.44900,255942.94823819,114918.38375894731
1660003200,2022-08-09 00:00:00,BAT/EUR,0.42848,0.44938,0.42466,0.43000,301878.68659905,129807.8352375915
1659916800,2022-08-08 00:00:00,BAT/EUR,0.43050,0.43854,0.42341,0.42793,160813.99796377,68817.13414863609
1659830400,2022-08-07 00:00:00,BAT/EUR,0.42111,0.42618,0.41621,0.42202,8614.97617794,3635.6922466142387
1659744000,2022-08-06 00:00:00,BAT/EUR,0.42070,0.44656,0.42059,0.43161,68347.45177393,29499.44366014593
1659657600,2022-08-05 00:00:00,BAT/EUR,0.39975,0.43319,0.39827,0.42160,33165.21868686,13982.456198380174
1659571200,2022-08-04 00:00:00,BAT/EUR,0.39975,0.40197,0.38503,0.39254,24084.47086180,9454.118192090973
1659484800,2022-08-03 00:00:00,BAT/EUR,0.39000,0.40033,0.38000,0.39000,263506.59371671,102767.5715495169
1659398400,2022-08-02 00:00:00,BAT/EUR,0.41000,0.41000,0.38000,0.40000,240134.12676549,96053.650706196
1659312000,2022-08-01 00:00:00,BAT/EUR,0.39823,0.43428,0.39823,0.40258,225479.34370731,90773.47418968886
1659225600,2022-07-31 00:00:00,BAT/EUR,0.40070,0.41631,0.38913,0.38913,22893.19494366,8908.428948426415
1659139200,2022-07-30 00:00:00,BAT/EUR,0.40767,0.41886,0.39792,0.39792,23530.94023854,9363.431739719836
1659052800,2022-07-29 00:00:00,BAT/EUR,0.40477,0.40869,0.38672,0.39903,29231.91211681,11664.409891970694
1658966400,2022-07-28 00:00:00,BAT/EUR,0.38854,0.40800,0.38216,0.40209,26231.98832343,10547.62018496797
1658880000,2022-07-27 00:00:00,BAT/EUR,0.35548,0.38558,0.35548,0.38558,50777.39410605,19578.74761941076
1658793600,2022-07-26 00:00:00,BAT/EUR,0.35010,0.35876,0.34455,0.35784,3953.68944850,1414.7882322512398
1658707200,2022-07-25 00:00:00,BAT/EUR,0.37319,0.37319,0.35658,0.35776,23756.12236318,8498.990336651277
1658620800,2022-07-24 00:00:00,BAT/EUR,0.38265,0.38900,0.38011,0.38376,2363.38335354,906.9719957545103
1658534400,2022-07-23 00:00:00,BAT/EUR,0.37954,0.39027,0.36783,0.38081,8491.64593309,3233.703687780003
