https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FX,Volume BTC
1663459200,2022-09-18 00:00:00,FX/BTC,0.000012371,0.00001247,0.000012371,0.000012464,1409.65987,0.01753656478048
1663372800,2022-09-17 00:00:00,FX/BTC,0.000012793,0.000012816,0.000012371,0.000012371,65371.84499,0.82430287654699
1663286400,2022-09-16 00:00:00,FX/BTC,0.00001357,0.000013591,0.00001271,0.000012819,340289.66708,4.48000602215257
1663200000,2022-09-15 00:00:00,FX/BTC,0.000014124,0.000014124,0.00001318,0.000013549,76498.79018,1.03078605144454
1663113600,2022-09-14 00:00:00,FX/BTC,0.000017349,0.000018134,0.0000135,0.000014195,564112.52788,8.40179246033923
1663027200,2022-09-13 00:00:00,FX/BTC,0.000011319,0.00001959,0.000011279,0.00001742,1363136.26091,20.54826910454173
1662940800,2022-09-12 00:00:00,FX/BTC,0.000011805,0.000011805,0.00001128,0.00001131,66160.26153,0.76107831310248
1662854400,2022-09-11 00:00:00,FX/BTC,0.000011914,0.000012286,0.000011696,0.000011809,111925.64798,1.33984957817658
1662768000,2022-09-10 00:00:00,FX/BTC,0.000011799,0.00001344,0.000011568,0.0000119,359013.13417,4.53395716267693
1662681600,2022-09-09 00:00:00,FX/BTC,0.000013028,0.000013028,0.000011677,0.000011799,226409.38621,2.83102851441788
1662595200,2022-09-08 00:00:00,FX/BTC,0.000013118,0.000013178,0.000012946,0.000013045,16643.72614,0.21826084577984
1662508800,2022-09-07 00:00:00,FX/BTC,0.000013547,0.00001385,0.000013047,0.00001314,111939.49407,1.5130237770931
1662422400,2022-09-06 00:00:00,FX/BTC,0.00001364,0.000013705,0.000013261,0.000013549,140327.59531,1.877466331443
1662336000,2022-09-05 00:00:00,FX/BTC,0.000012935,0.00001427,0.000012935,0.00001358,894336.11055,12.43742275479623
1662249600,2022-09-04 00:00:00,FX/BTC,0.000012852,0.000014566,0.000012771,0.00001295,978727.67315,13.29227706765863
1662163200,2022-09-03 00:00:00,FX/BTC,0.000012716,0.000012898,0.000012691,0.000012859,15410.40248,0.19754954321336
1662076800,2022-09-02 00:00:00,FX/BTC,0.000013004,0.000013004,0.000012628,0.00001273,73891.89312,0.94549537472072
1661990400,2022-09-01 00:00:00,FX/BTC,0.000012653,0.000013186,0.00001262,0.000013015,52427.27619,0.67891806748011
1661904000,2022-08-31 00:00:00,FX/BTC,0.000012544,0.000012695,0.000012376,0.000012695,135014.82961,1.68011764234281
1661817600,2022-08-30 00:00:00,FX/BTC,0.000012413,0.0000128,0.000012383,0.000012544,223721.40645,2.80800386030955
1661731200,2022-08-29 00:00:00,FX/BTC,0.000012715,0.000012715,0.000012305,0.000012442,122325.52764,1.52395416275618
1661644800,2022-08-28 00:00:00,FX/BTC,0.000012689,0.000012827,0.000012596,0.000012767,9873.19591,0.1256585907188
1661558400,2022-08-27 00:00:00,FX/BTC,0.00001288,0.000013,0.000012596,0.000012656,81605.65932,1.04560867351506
1661472000,2022-08-26 00:00:00,FX/BTC,0.000012872,0.000013276,0.000012587,0.000012825,295291.76317,3.80624603039094
1661385600,2022-08-25 00:00:00,FX/BTC,0.000012857,0.000013137,0.000012667,0.000012859,42557.89496,0.54970385731039
1661299200,2022-08-24 00:00:00,FX/BTC,0.00001286,0.000012963,0.000012612,0.000012844,14091.39714,0.18009744399852
1661212800,2022-08-23 00:00:00,FX/BTC,0.00001288,0.000013066,0.0000127,0.000012826,48653.81536,0.62782196710408
1661126400,2022-08-22 00:00:00,FX/BTC,0.000012855,0.000013828,0.000012675,0.00001288,102688.37875,1.34736678144633
1661040000,2022-08-21 00:00:00,FX/BTC,0.000012495,0.00001287,0.000012394,0.00001287,26491.93703,0.33578342600208
1660953600,2022-08-20 00:00:00,FX/BTC,0.00001251,0.000013382,0.000012307,0.000012495,117708.25416,1.50434544798775
1660867200,2022-08-19 00:00:00,FX/BTC,0.000012519,0.000013094,0.000012321,0.00001255,106742.56059,1.33086449135743
1660780800,2022-08-18 00:00:00,FX/BTC,0.00001233,0.000013161,0.00001225,0.000012589,139777.82419,1.76752369954891
