https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZIL,Volume BTC
1663459200,2022-09-18 00:00:00,ZIL/BTC,0.000001731,0.000001733,0.000001725,0.000001728,89.8078,0.0001552951453
1663372800,2022-09-17 00:00:00,ZIL/BTC,0.000001712,0.000001739,0.000001702,0.000001731,199825.38275889,0.34420698946405622
1663286400,2022-09-16 00:00:00,ZIL/BTC,0.000001708,0.000001738,0.000001686,0.000001713,988825.90466983,1.68599814239444407
1663200000,2022-09-15 00:00:00,ZIL/BTC,0.000001729,0.000001729,0.000001688,0.000001707,1034556.05700567,1.7644951587211443
1663113600,2022-09-14 00:00:00,ZIL/BTC,0.0000017,0.000001747,0.000001691,0.00000173,1412774.509575,2.43296373760469096
1663027200,2022-09-13 00:00:00,ZIL/BTC,0.000001679,0.000001721,0.000001621,0.000001702,2154539.70475877,3.58983374895666771
1662940800,2022-09-12 00:00:00,ZIL/BTC,0.000001713,0.000001726,0.000001667,0.000001679,900318.04461316,1.53592816602187388
1662854400,2022-09-11 00:00:00,ZIL/BTC,0.000001732,0.000001746,0.000001699,0.000001714,949151.03146458,1.63304315368157462
1662768000,2022-09-10 00:00:00,ZIL/BTC,0.00000174,0.000001783,0.00000171,0.000001732,1507606.16566694,2.64189399568826672
1662681600,2022-09-09 00:00:00,ZIL/BTC,0.000001835,0.000001857,0.000001708,0.000001739,1947556.52075938,3.51262179156189982
1662595200,2022-09-08 00:00:00,ZIL/BTC,0.000001804,0.000001839,0.000001785,0.000001833,808781.61606537,1.47964568904331054
1662508800,2022-09-07 00:00:00,ZIL/BTC,0.000001794,0.000001826,0.000001775,0.000001804,744404.33045056,1.34712544658058265
1662422400,2022-09-06 00:00:00,ZIL/BTC,0.000001835,0.000001853,0.000001769,0.000001796,780217.30736819,1.40552357289233793
1662336000,2022-09-05 00:00:00,ZIL/BTC,0.000001827,0.000001837,0.000001794,0.000001831,237586.01778348,0.42976201336336054
1662249600,2022-09-04 00:00:00,ZIL/BTC,0.000001804,0.000001835,0.000001797,0.000001825,479947.25970109,0.8778301499390838
1662163200,2022-09-03 00:00:00,ZIL/BTC,0.000001792,0.000001809,0.000001782,0.000001801,231946.2834308,0.41710965835166004
1662076800,2022-09-02 00:00:00,ZIL/BTC,0.00000181,0.000001813,0.000001778,0.000001792,288981.36032075,0.51920644951918775
1661990400,2022-09-01 00:00:00,ZIL/BTC,0.000001804,0.000001809,0.000001765,0.000001809,201275.02398234,0.35759376359596761
1661904000,2022-08-31 00:00:00,ZIL/BTC,0.000001823,0.000001834,0.000001795,0.000001804,788682.47658969,1.42558884629056516
1661817600,2022-08-30 00:00:00,ZIL/BTC,0.000001827,0.000001833,0.000001783,0.000001819,114865.04579624,0.20789756981185796
1661731200,2022-08-29 00:00:00,ZIL/BTC,0.000001803,0.00000183,0.000001782,0.000001827,452208.22535468,0.81621982960447871
1661644800,2022-08-28 00:00:00,ZIL/BTC,0.000001822,0.000001845,0.0000018,0.000001802,480965.69864051,0.87774392707107815
