https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAN,Volume USDT
1663459200,2022-09-18 00:00:00,MAN/USDT,0.006377,0.006377,0.006291,0.006327,138040.1092,873.3346685517
1663372800,2022-09-17 00:00:00,MAN/USDT,0.006308,0.006888,0.006205,0.006429,9021264.6158,58182.8878697538
1663286400,2022-09-16 00:00:00,MAN/USDT,0.006136,0.006601,0.005918,0.006308,6679760.7831,42071.7981131827
1663200000,2022-09-15 00:00:00,MAN/USDT,0.007043,0.007043,0.005787,0.006093,8753041.9546,55406.0573515302
1663113600,2022-09-14 00:00:00,MAN/USDT,0.006358,0.0085,0.006105,0.007042,30552214.7882,223057.7133233669
1663027200,2022-09-13 00:00:00,MAN/USDT,0.0081,0.008302,0.006192,0.006396,17382821.3873,123010.7587667794
1662940800,2022-09-12 00:00:00,MAN/USDT,0.006012,0.011499,0.005959,0.0081,77384998.99569683,634700.90670131131092
1662854400,2022-09-11 00:00:00,MAN/USDT,0.006393,0.006493,0.005773,0.006012,9261752.1599,55706.8299305199
1662768000,2022-09-10 00:00:00,MAN/USDT,0.006188,0.006443,0.006,0.006425,9828200.6294,61061.4578413872
1662681600,2022-09-09 00:00:00,MAN/USDT,0.005468,0.006241,0.005281,0.006202,11984773.6048,68615.2866639533
1662595200,2022-09-08 00:00:00,MAN/USDT,0.005712,0.005998,0.005414,0.005479,6418692.1623,35654.5178942326
1662508800,2022-09-07 00:00:00,MAN/USDT,0.005311,0.00685,0.005243,0.00571,21794891.1397,129311.4663938559
1662422400,2022-09-06 00:00:00,MAN/USDT,0.005897,0.005961,0.00523,0.005311,10521291.8361,59957.5768062828
1662336000,2022-09-05 00:00:00,MAN/USDT,0.006003,0.0062,0.0057,0.005897,10939225.7839,66093.9763845818
1662249600,2022-09-04 00:00:00,MAN/USDT,0.006012,0.006134,0.005849,0.006003,2732586.7898,16516.3648158653
1662163200,2022-09-03 00:00:00,MAN/USDT,0.005967,0.006197,0.00583,0.006051,15149969.5299,90086.6647244205
1662076800,2022-09-02 00:00:00,MAN/USDT,0.005849,0.006187,0.005776,0.005967,18080574.0905,107617.9966338789
1661990400,2022-09-01 00:00:00,MAN/USDT,0.005844,0.006098,0.00555,0.005849,20251310.761,116651.3583671744
1661904000,2022-08-31 00:00:00,MAN/USDT,0.00576,0.006297,0.005753,0.00583,18848120.114,112215.2887452979
1661817600,2022-08-30 00:00:00,MAN/USDT,0.006359,0.006435,0.005645,0.005809,22496009.8696,139214.1205562761
1661731200,2022-08-29 00:00:00,MAN/USDT,0.005993,0.00645,0.005909,0.006359,30646096.8344,186476.8762860149
1661644800,2022-08-28 00:00:00,MAN/USDT,0.006098,0.006451,0.005908,0.005995,21187670.9359,127328.9516828785
1661558400,2022-08-27 00:00:00,MAN/USDT,0.006137,0.006264,0.005908,0.0061,11209424.0102,67389.3752121965
1661472000,2022-08-26 00:00:00,MAN/USDT,0.00672,0.006876,0.00592,0.006143,23032098.0393,154608.785761186
1661385600,2022-08-25 00:00:00,MAN/USDT,0.0068,0.006894,0.006528,0.006763,20610256.8905,138935.0424726876
1661299200,2022-08-24 00:00:00,MAN/USDT,0.00709,0.007162,0.006623,0.006779,8463730.7892,58141.2275531661
1661212800,2022-08-23 00:00:00,MAN/USDT,0.006926,0.00725,0.00692,0.00709,9448746.7608,65951.144187451
1661126400,2022-08-22 00:00:00,MAN/USDT,0.007181,0.007236,0.006751,0.006926,8973424.634,62713.875884123
