https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume PRQ
1663192800000,2022-09-14 22:00:00,PRQ/BTC,6.07e-06,6.87e-06,5.97e-06,6.09e-06,0.0718209575049645,11793.26067405
1663189200000,2022-09-14 21:00:00,PRQ/BTC,5.93e-06,6.38e-06,5.84e-06,5.87e-06,0.051235024291163,8728.2835249
1663185600000,2022-09-14 20:00:00,PRQ/BTC,5.92e-06,6.38e-06,5.79e-06,5.97e-06,0.054016017272673,9047.9090909
1663182000000,2022-09-14 19:00:00,PRQ/BTC,5.6e-06,6.38e-06,5.52e-06,6.04e-06,0.055112284325218794,9124.55038497
1663178400000,2022-09-14 18:00:00,PRQ/BTC,5.59e-06,5.65e-06,5.53e-06,5.63e-06,0.036483022183235604,6480.11051212
1663174800000,2022-09-14 17:00:00,PRQ/BTC,5.59e-06,5.63e-06,5.47e-06,5.54e-06,0.052879300000000004,9545.0
1663171200000,2022-09-14 16:00:00,PRQ/BTC,5.59e-06,5.63e-06,5.43e-06,5.59e-06,0.05648695,10105.0
1663167600000,2022-09-14 15:00:00,PRQ/BTC,5.54e-06,5.61e-06,5.51e-06,5.56e-06,0.044012960000000004,7916.0
1663164000000,2022-09-14 14:00:00,PRQ/BTC,5.6e-06,5.6e-06,5.51e-06,5.58e-06,0.04229082,7579.0
1663160400000,2022-09-14 13:00:00,PRQ/BTC,5.58e-06,5.62e-06,5.51e-06,5.62e-06,0.038423940000000004,6837.0
1663156800000,2022-09-14 12:00:00,PRQ/BTC,5.53e-06,5.62e-06,5.51e-06,5.54e-06,0.04582134,8271.0
1663153200000,2022-09-14 11:00:00,PRQ/BTC,5.6e-06,5.62e-06,5.52e-06,5.55e-06,0.05725935,10317.0
1663149600000,2022-09-14 10:00:00,PRQ/BTC,5.58e-06,5.62e-06,5.53e-06,5.54e-06,0.05316184,9596.0
1663146000000,2022-09-14 09:00:00,PRQ/BTC,5.62e-06,5.62e-06,5.48e-06,5.53e-06,0.04608149,8333.0
1663142400000,2022-09-14 08:00:00,PRQ/BTC,5.57e-06,5.7e-06,5.49e-06,5.69e-06,0.052274437024533896,9187.07153331
1663138800000,2022-09-14 07:00:00,PRQ/BTC,5.62e-06,5.68e-06,5.5e-06,5.58e-06,0.050126282341729195,8983.20472074
1663135200000,2022-09-14 06:00:00,PRQ/BTC,5.56e-06,5.62e-06,5.54e-06,5.56e-06,0.03259828,5863.0
1663131600000,2022-09-14 05:00:00,PRQ/BTC,5.61e-06,5.61e-06,5.52e-06,5.57e-06,0.05109361,9173.0
1663128000000,2022-09-14 04:00:00,PRQ/BTC,5.59e-06,5.63e-06,5.55e-06,5.59e-06,0.01418183,2537.0
1663113600000,2022-09-14 00:00:00,PRQ/BTC,5.57e-06,5.57e-06,5.57e-06,5.57e-06,0.0023889338324284,428.89296812
1663110000000,2022-09-13 23:00:00,PRQ/BTC,5.65e-06,5.65e-06,5.48e-06,5.57e-06,0.04346828,7804.0
1663106400000,2022-09-13 22:00:00,PRQ/BTC,5.56e-06,5.59e-06,5.49e-06,5.49e-06,0.02522106,4594.0
1663095600000,2022-09-13 19:00:00,PRQ/BTC,5.56e-06,5.68e-06,5.53e-06,5.61e-06,0.0459936837675843,8198.51760563
1663092000000,2022-09-13 18:00:00,PRQ/BTC,5.48e-06,5.65e-06,5.45e-06,5.57e-06,0.0575886709687121,10339.07916853
1663088400000,2022-09-13 17:00:00,PRQ/BTC,5.46e-06,5.51e-06,5.44e-06,5.48e-06,0.05161612,9419.0
1663084800000,2022-09-13 16:00:00,PRQ/BTC,5.44e-06,5.56e-06,5.44e-06,5.47e-06,0.0416656098021445,7617.11330935
1663081200000,2022-09-13 15:00:00,PRQ/BTC,5.48e-06,5.5e-06,5.39e-06,5.47e-06,0.04993006819699001,9127.983217
1663077600000,2022-09-13 14:00:00,PRQ/BTC,5.57e-06,5.57e-06,5.45e-06,5.46e-06,0.0337702851000606,6185.03390111
1663074000000,2022-09-13 13:00:00,PRQ/BTC,5.52e-06,5.56e-06,5.47e-06,5.54e-06,0.0442083755858412,7979.85118878
1663070400000,2022-09-13 12:00:00,PRQ/BTC,5.33e-06,5.48e-06,5.31e-06,5.38e-06,0.0500878,9310.0
1663066800000,2022-09-13 11:00:00,PRQ/BTC,5.47e-06,5.47e-06,5.31e-06,5.38e-06,0.05158344,9588.0
1663063200000,2022-09-13 10:00:00,PRQ/BTC,5.47e-06,5.47e-06,5.2e-06,5.38e-06,0.041741998867889,7758.73584905
1663059600000,2022-09-13 09:00:00,PRQ/BTC,5.43e-06,5.48e-06,5.38e-06,5.38e-06,0.030257120000000002,5624.0
1663056000000,2022-09-13 08:00:00,PRQ/BTC,5.42e-06,5.49e-06,5.41e-06,5.43e-06,0.04025259,7413.0
1663052400000,2022-09-13 07:00:00,PRQ/BTC,5.47e-06,5.48e-06,5.42e-06,5.44e-06,0.0394944,7260.0
1663048800000,2022-09-13 06:00:00,PRQ/BTC,5.4e-06,5.47e-06,5.39e-06,5.47e-06,0.039384,7200.0
1663045200000,2022-09-13 05:00:00,PRQ/BTC,5.46e-06,5.47e-06,5.38e-06,5.47e-06,0.05163133,9439.0
1663041600000,2022-09-13 04:00:00,PRQ/BTC,5.45e-06,5.46e-06,5.37e-06,5.44e-06,0.0389232,7155.0
1663038000000,2022-09-13 03:00:00,PRQ/BTC,5.41e-06,5.46e-06,5.37e-06,5.43e-06,0.0376842,6940.0
1663034400000,2022-09-13 02:00:00,PRQ/BTC,5.45e-06,5.48e-06,5.36e-06,5.4e-06,0.0441126,8169.0
1663030800000,2022-09-13 01:00:00,PRQ/BTC,5.39e-06,5.47e-06,5.38e-06,5.45e-06,0.0385642,7076.0
1663027200000,2022-09-13 00:00:00,PRQ/BTC,5.44e-06,5.47e-06,5.39e-06,5.47e-06,0.04056005,7415.0
1663023600000,2022-09-12 23:00:00,PRQ/BTC,5.46e-06,5.47e-06,5.38e-06,5.41e-06,0.048278839999999996,8924.0
1663020000000,2022-09-12 22:00:00,PRQ/BTC,5.43e-06,5.47e-06,5.38e-06,5.4e-06,0.0436914,8091.0
1663016400000,2022-09-12 21:00:00,PRQ/BTC,5.38e-06,5.47e-06,5.38e-06,5.4e-06,0.0545184,10096.0
1663012800000,2022-09-12 20:00:00,PRQ/BTC,5.44e-06,5.48e-06,5.39e-06,5.43e-06,0.03708147,6829.0
1663009200000,2022-09-12 19:00:00,PRQ/BTC,5.41e-06,5.47e-06,5.39e-06,5.42e-06,0.0340918,6290.0
1663005600000,2022-09-12 18:00:00,PRQ/BTC,5.52e-06,5.58e-06,5.3e-06,5.48e-06,0.0340000284574548,6204.38475501
1663002000000,2022-09-12 17:00:00,PRQ/BTC,5.52e-06,5.54e-06,5.35e-06,5.54e-06,0.0450568196700376,8132.99994044
1662998400000,2022-09-12 16:00:00,PRQ/BTC,5.51e-06,5.59e-06,5.48e-06,5.53e-06,0.041978230000000005,7591.0
1662994800000,2022-09-12 15:00:00,PRQ/BTC,5.5e-06,5.59e-06,5.49e-06,5.55e-06,0.04140855,7461.0
1662991200000,2022-09-12 14:00:00,PRQ/BTC,5.59e-06,5.61e-06,5.31e-06,5.45e-06,0.0344505246478405,6321.19718309
1662987600000,2022-09-12 13:00:00,PRQ/BTC,5.4e-06,5.62e-06,5.4e-06,5.6e-06,0.05248454286555199,9372.23979742
1662984000000,2022-09-12 12:00:00,PRQ/BTC,5.43e-06,5.44e-06,5.4e-06,5.43e-06,0.052670999999999996,9700.0
1662980400000,2022-09-12 11:00:00,PRQ/BTC,5.41e-06,5.48e-06,5.41e-06,5.47e-06,0.04461879,8157.0
1662976800000,2022-09-12 10:00:00,PRQ/BTC,5.43e-06,5.46e-06,5.4e-06,5.43e-06,0.04745277,8739.0
1662973200000,2022-09-12 09:00:00,PRQ/BTC,5.35e-06,5.46e-06,5.35e-06,5.42e-06,0.0408347520121362,7534.08708711
1662969600000,2022-09-12 08:00:00,PRQ/BTC,5.38e-06,5.43e-06,5.35e-06,5.36e-06,0.0515364,9615.0
1662966000000,2022-09-12 07:00:00,PRQ/BTC,5.49e-06,5.55e-06,5.4e-06,5.4e-06,0.042342372972972,7841.18018018
1662962400000,2022-09-12 06:00:00,PRQ/BTC,5.53e-06,5.58e-06,5.43e-06,5.5e-06,0.03921956666661,7130.83030302
1662958800000,2022-09-12 05:00:00,PRQ/BTC,5.73e-06,5.86e-06,5.44e-06,5.44e-06,0.0569350071545312,10465.99396223
1662955200000,2022-09-12 04:00:00,PRQ/BTC,5.57e-06,5.63e-06,5.5e-06,5.63e-06,0.040611659791088904,7213.43868403
1662951600000,2022-09-12 03:00:00,PRQ/BTC,5.52e-06,5.6e-06,5.51e-06,5.53e-06,0.044223410000000005,7997.0
1662948000000,2022-09-12 02:00:00,PRQ/BTC,5.57e-06,5.61e-06,5.51e-06,5.51e-06,0.05043854,9154.0
1662944400000,2022-09-12 01:00:00,PRQ/BTC,5.56e-06,5.57e-06,5.49e-06,5.51e-06,0.0500308,9080.0
1662940800000,2022-09-12 00:00:00,PRQ/BTC,5.53e-06,5.56e-06,5.53e-06,5.53e-06,0.04229344,7648.0
1662937200000,2022-09-11 23:00:00,PRQ/BTC,5.54e-06,5.56e-06,5.53e-06,5.54e-06,0.04379924,7906.0
1662933600000,2022-09-11 22:00:00,PRQ/BTC,5.54e-06,5.56e-06,5.51e-06,5.53e-06,0.03715054,6718.0
1662930000000,2022-09-11 21:00:00,PRQ/BTC,5.69e-06,5.69e-06,5.54e-06,5.62e-06,0.056823820000000004,10111.0
1662926400000,2022-09-11 20:00:00,PRQ/BTC,5.54e-06,5.68e-06,5.52e-06,5.59e-06,0.04368585,7815.0
1662922800000,2022-09-11 19:00:00,PRQ/BTC,5.58e-06,5.76e-06,5.51e-06,5.64e-06,0.04923706464000001,8729.976
1662919200000,2022-09-11 18:00:00,PRQ/BTC,5.52e-06,5.84e-06,5.43e-06,5.74e-06,0.0354055599910194,6168.21602631
1662915600000,2022-09-11 17:00:00,PRQ/BTC,5.67e-06,5.68e-06,5.51e-06,5.56e-06,0.03949268,7103.0
1662912000000,2022-09-11 16:00:00,PRQ/BTC,5.8e-06,5.8e-06,5.54e-06,5.66e-06,0.04583468,8098.0
1662908400000,2022-09-11 15:00:00,PRQ/BTC,5.72e-06,5.81e-06,5.61e-06,5.66e-06,0.04811566,8501.0
1662904800000,2022-09-11 14:00:00,PRQ/BTC,5.72e-06,5.81e-06,5.61e-06,5.77e-06,0.04819104,8352.0
1662901200000,2022-09-11 13:00:00,PRQ/BTC,5.66e-06,5.78e-06,5.6e-06,5.78e-06,0.04182408,7236.0
1662897600000,2022-09-11 12:00:00,PRQ/BTC,5.73e-06,5.81e-06,5.6e-06,5.64e-06,0.054369600000000004,9640.0
1662894000000,2022-09-11 11:00:00,PRQ/BTC,5.72e-06,5.82e-06,5.6e-06,5.65e-06,0.0472792,8368.0
1662890400000,2022-09-11 10:00:00,PRQ/BTC,5.69e-06,5.8e-06,5.6e-06,5.76e-06,0.037543679999999996,6518.0
1662886800000,2022-09-11 09:00:00,PRQ/BTC,5.72e-06,5.81e-06,5.6e-06,5.71e-06,0.04969984,8704.0
1662883200000,2022-09-11 08:00:00,PRQ/BTC,5.83e-06,6.14e-06,5.4e-06,5.7e-06,0.051594494708538,9051.66573834
1662879600000,2022-09-11 07:00:00,PRQ/BTC,5.62e-06,6.15e-06,5.62e-06,5.99e-06,0.0467524483975307,7805.08320493
1662876000000,2022-09-11 06:00:00,PRQ/BTC,6.38e-06,6.4e-06,5.5e-06,5.96e-06,0.05055767479426719,8482.83134132
1662872400000,2022-09-11 05:00:00,PRQ/BTC,5.55e-06,6.8e-06,5.55e-06,6.25e-06,0.046203847623687504,7392.61561979
1662868800000,2022-09-11 04:00:00,PRQ/BTC,5.45e-06,5.84e-06,5.4e-06,5.84e-06,0.043616652839496804,7468.60493827
1662865200000,2022-09-11 03:00:00,PRQ/BTC,5.45e-06,5.45e-06,5.4e-06,5.41e-06,0.034494159999999996,6376.0
1662861600000,2022-09-11 02:00:00,PRQ/BTC,5.4e-06,5.48e-06,5.39e-06,5.43e-06,0.04439025,8175.0
1662858000000,2022-09-11 01:00:00,PRQ/BTC,5.46e-06,5.47e-06,5.4e-06,5.41e-06,0.0375995,6950.0
1662854400000,2022-09-11 00:00:00,PRQ/BTC,5.42e-06,5.48e-06,5.4e-06,5.42e-06,0.041685219999999995,7691.0
1662850800000,2022-09-10 23:00:00,PRQ/BTC,5.4e-06,5.48e-06,5.4e-06,5.45e-06,0.047665700000000005,8746.0
1662847200000,2022-09-10 22:00:00,PRQ/BTC,5.4e-06,5.48e-06,5.4e-06,5.4e-06,0.047844,8860.0
1662843600000,2022-09-10 21:00:00,PRQ/BTC,5.4e-06,5.48e-06,5.39e-06,5.39e-06,0.04560479,8461.0
1662840000000,2022-09-10 20:00:00,PRQ/BTC,5.47e-06,5.48e-06,5.39e-06,5.39e-06,0.03105179,5761.0
1662836400000,2022-09-10 19:00:00,PRQ/BTC,5.39e-06,5.47e-06,5.39e-06,5.39e-06,0.05226144,9696.0
1662832800000,2022-09-10 18:00:00,PRQ/BTC,5.42e-06,5.48e-06,5.39e-06,5.41e-06,0.04884148,9028.0
1662829200000,2022-09-10 17:00:00,PRQ/BTC,5.41e-06,5.49e-06,5.39e-06,5.44e-06,0.041632319999999993,7653.0
1662825600000,2022-09-10 16:00:00,PRQ/BTC,5.47e-06,5.48e-06,5.4e-06,5.45e-06,0.0415181,7618.0
1662822000000,2022-09-10 15:00:00,PRQ/BTC,5.47e-06,5.51e-06,5.38e-06,5.44e-06,0.046493039683107196,8546.51464763
1662818400000,2022-09-10 14:00:00,PRQ/BTC,5.59e-06,5.72e-06,5.42e-06,5.51e-06,0.051912080544653905,9421.43022589
1662814800000,2022-09-10 13:00:00,PRQ/BTC,5.64e-06,5.87e-06,5.56e-06,5.62e-06,0.049354840000000004,8782.0
1662811200000,2022-09-10 12:00:00,PRQ/BTC,5.58e-06,5.71e-06,5.54e-06,5.57e-06,0.0399369,7170.0
1662807600000,2022-09-10 11:00:00,PRQ/BTC,5.57e-06,5.7e-06,5.56e-06,5.63e-06,0.02870174,5098.0
