https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/EUR,19373.29,19489.71,19364.05,19475.52,20167.4519224608,1.03552829
1663459200000,2022-09-18 00:00:00,BTC/EUR,20096.91,20096.91,19322.4,19376.93,401298.79840053647,20.71013305
1663372800000,2022-09-17 00:00:00,BTC/EUR,19777.71,20162.33,19738.23,20099.83,592330.2413473685,29.46941548
1663286400000,2022-09-16 00:00:00,BTC/EUR,19749.73,19940.3,19344.84,19760.61,478876.23091576557,24.23387896
1663200000000,2022-09-15 00:00:00,BTC/EUR,20256.31,20407.15,19580.0,19729.27,464883.2784492886,23.56312618
1663113600000,2022-09-14 00:00:00,BTC/EUR,20213.58,20520.83,19692.45,20278.49,401126.6662396825,19.78089425
1663027200000,2022-09-13 00:00:00,BTC/EUR,22120.92,22379.8,20123.41,20220.4,492710.28540481604,24.36699004
1662940800000,2022-09-12 00:00:00,BTC/EUR,21681.1,22201.52,21391.33,22122.19,477469.4537240412,21.58328148
1662854400000,2022-09-11 00:00:00,BTC/EUR,21545.34,21692.3,21225.82,21672.63,542260.4994583876,25.02052125
1662768000000,2022-09-10 00:00:00,BTC/EUR,21263.88,21646.47,21032.81,21552.04,429485.8502713356,19.92785139
1662681600000,2022-09-09 00:00:00,BTC/EUR,19339.36,21388.47,19265.86,21275.4,624536.6299197901,29.35487135
1662595200000,2022-09-08 00:00:00,BTC/EUR,19304.89,19447.6,19098.95,19336.94,464083.68363017496,23.99985125
1662508800000,2022-09-07 00:00:00,BTC/EUR,19000.88,19456.68,18800.07,19287.11,437471.91239896085,22.68208728
1662422400000,2022-09-06 00:00:00,BTC/EUR,19901.33,20231.32,18892.62,19000.59,468223.9461642183,24.64260037
1662336000000,2022-09-05 00:00:00,BTC/EUR,20166.63,20184.52,19790.72,19903.94,384149.52081063314,19.30017478
1662249600000,2022-09-04 00:00:00,BTC/EUR,19919.15,20166.44,19720.74,20166.44,403975.8862068832,20.03208728
1662163200000,2022-09-03 00:00:00,BTC/EUR,20051.99,20135.44,19767.84,19918.15,387240.8311218895,19.44160633
1662076800000,2022-09-02 00:00:00,BTC/EUR,20225.85,20394.44,19856.6,20057.34,447533.464372818,22.3127027
1661990400000,2022-09-01 00:00:00,BTC/EUR,19967.75,20256.66,19711.33,20225.55,466767.9581800875,23.07813425
1661904000000,2022-08-31 00:00:00,BTC/EUR,19786.15,20414.49,19782.27,19962.15,457739.87156348105,22.93038934
1661817600000,2022-08-30 00:00:00,BTC/EUR,20273.98,20563.39,19546.23,19761.94,555861.5606778256,28.12788424
