https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume CRON
1663549200000,2022-09-19 01:00:00,CRON/USDT,0.15575519,0.156216,0.15534523,0.156216,533.7163932375506,3416.52835329
1663545600000,2022-09-19 00:00:00,CRON/USDT,0.15516043,0.15616854,0.15466586,0.15588427,476.6651170376562,3057.81408886
1663542000000,2022-09-18 23:00:00,CRON/USDT,0.15582094,0.15649651,0.15492301,0.155207,419.70236068517414,2704.14582258
1663538400000,2022-09-18 22:00:00,CRON/USDT,0.15540365,0.15591544,0.15453648,0.15582094,483.3409199093518,3101.89965424
1663534800000,2022-09-18 21:00:00,CRON/USDT,0.15748456,0.15765834,0.15513475,0.15540364,791.8578766926009,5095.49117828
1663531200000,2022-09-18 20:00:00,CRON/USDT,0.15896004,0.15912027,0.15732616,0.15748456,273.89829678772395,1739.20730253
1663527600000,2022-09-18 19:00:00,CRON/USDT,0.15822007,0.15912028,0.157552,0.15912028,366.6120692757909,2303.99336449
1663524000000,2022-09-18 18:00:00,CRON/USDT,0.15921574,0.15955584,0.15767332,0.15831907,402.85797905436584,2544.59541137
1663520400000,2022-09-18 17:00:00,CRON/USDT,0.15908848,0.15969932,0.15856313,0.15921574,330.58131327974866,2076.31050347
1663516800000,2022-09-18 16:00:00,CRON/USDT,0.16049846,0.16074907,0.15880649,0.1589771,568.7630829225819,3577.64157808
1663513200000,2022-09-18 15:00:00,CRON/USDT,0.15993928,0.1607227,0.15978516,0.16041826,342.74832994134584,2136.59174424
1663509600000,2022-09-18 14:00:00,CRON/USDT,0.16069485,0.16074908,0.1596159,0.15993928,531.980993411078,3326.14348027
1663506000000,2022-09-18 13:00:00,CRON/USDT,0.1622786,0.16245801,0.16026343,0.16069485,699.514495827508,4353.06107089
1663502400000,2022-09-18 12:00:00,CRON/USDT,0.16159534,0.162458,0.16063655,0.1622786,410.7580400245783,2531.19043438
1663498800000,2022-09-18 11:00:00,CRON/USDT,0.16160297,0.16195291,0.1605872,0.16159534,432.5152120072725,2676.53270204
1663495200000,2022-09-18 10:00:00,CRON/USDT,0.16131587,0.16238816,0.16073814,0.16160297,673.9569235281822,4170.4488694
1663491600000,2022-09-18 09:00:00,CRON/USDT,0.16335042,0.16335042,0.16094764,0.16142888,537.9220262655679,3332.25397008
1663488000000,2022-09-18 08:00:00,CRON/USDT,0.16237771,0.16335042,0.16214368,0.16335042,387.2705924492207,2370.79642923
1663484400000,2022-09-18 07:00:00,CRON/USDT,0.16353378,0.16388515,0.16223735,0.16237771,419.95895039849046,2586.30910855
1663480800000,2022-09-18 06:00:00,CRON/USDT,0.16126299,0.16382664,0.16113795,0.16353378,387.8083705824228,2371.42668984
1663477200000,2022-09-18 05:00:00,CRON/USDT,0.16167765,0.16259529,0.1610735,0.16126299,292.6801415265896,1814.92443819
1663473600000,2022-09-18 04:00:00,CRON/USDT,0.16134994,0.16249741,0.16123473,0.16167765,375.91774666284743,2325.10644893
1663470000000,2022-09-18 03:00:00,CRON/USDT,0.1627242,0.16288611,0.16110806,0.16134994,522.063740619336,3235.59922377
1663466400000,2022-09-18 02:00:00,CRON/USDT,0.16263116,0.16322666,0.16220602,0.16262881,328.5463065481682,2020.22204152
1663462800000,2022-09-18 01:00:00,CRON/USDT,0.16204415,0.16304803,0.16204415,0.16263116,275.08689426411195,1691.47716996
1663459200000,2022-09-18 00:00:00,CRON/USDT,0.16188226,0.16279572,0.16155849,0.16204414,373.27189685477094,2303.51987338
1663455600000,2022-09-17 23:00:00,CRON/USDT,0.16207665,0.16243808,0.16162467,0.1618818,415.786726378317,2568.45875434
1663452000000,2022-09-17 22:00:00,CRON/USDT,0.16114026,0.16215224,0.16094663,0.16207665,326.6476596435,2015.39
1663448400000,2022-09-17 21:00:00,CRON/USDT,0.16130173,0.16151162,0.16046234,0.16114026,548.999200814916,3406.96484426
1663444800000,2022-09-17 20:00:00,CRON/USDT,0.16110806,0.16152777,0.1607852,0.16131427,358.6830618966552,2223.5048511
1663441200000,2022-09-17 19:00:00,CRON/USDT,0.16123009,0.16127901,0.16037543,0.16110806,493.83809199560005,3065.26
1663437600000,2022-09-17 18:00:00,CRON/USDT,0.16130172,0.16151569,0.1607852,0.16120498,331.784029587,2058.15
1663434000000,2022-09-17 17:00:00,CRON/USDT,0.16134782,0.16199139,0.16073231,0.16130172,376.9543577786514,2336.95187986
1663430400000,2022-09-17 16:00:00,CRON/USDT,0.1614765,0.16222614,0.1607527,0.16121885,419.2515448456037,2600.5119429
1663426800000,2022-09-17 15:00:00,CRON/USDT,0.1626147,0.16305706,0.16139959,0.16139959,421.5160112317,2611.63
1663423200000,2022-09-17 14:00:00,CRON/USDT,0.16091111,0.1626468,0.16076898,0.16256594,395.84920415375973,2435.0070141
1663419600000,2022-09-17 13:00:00,CRON/USDT,0.15986869,0.16158783,0.15981825,0.16091111,379.05830182539086,2355.69999999
1663416000000,2022-09-17 12:00:00,CRON/USDT,0.16019237,0.1609723,0.15977543,0.15986869,349.34825876179997,2185.22
1663412400000,2022-09-17 11:00:00,CRON/USDT,0.16045682,0.16103438,0.15957738,0.16027251,309.1108287953177,1928.65781409
1663408800000,2022-09-17 10:00:00,CRON/USDT,0.1601344,0.16094724,0.15977923,0.16045682,309.6110615992,1929.56
1663405200000,2022-09-17 09:00:00,CRON/USDT,0.15976763,0.1765,0.15799427,0.1601344,377.2914806951497,2356.09263653
1663401600000,2022-09-17 08:00:00,CRON/USDT,0.15924737,0.15992744,0.15913106,0.15976764,312.40921447799843,1955.39731624
1663398000000,2022-09-17 07:00:00,CRON/USDT,0.16018063,0.16032651,0.15919962,0.15924737,345.7133004804,2170.92
1663394400000,2022-09-17 06:00:00,CRON/USDT,0.16013863,0.16059927,0.15900741,0.16018063,291.0241776155,1816.85
1663390800000,2022-09-17 05:00:00,CRON/USDT,0.16163588,0.16171669,0.15988833,0.16013863,343.9121204017,2147.59
