https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHR,Volume BTC
1663459200,2022-09-18 00:00:00,SHR/BTC,0.0000001224,0.0000001239,0.0000001224,0.0000001239,8808.6211,0.0010838204975
1663372800,2022-09-17 00:00:00,SHR/BTC,0.0000001202,0.0000001236,0.0000001181,0.0000001221,923476.9866,0.11048423487884
1663286400,2022-09-16 00:00:00,SHR/BTC,0.00000012,0.0000001218,0.0000001168,0.0000001204,447409.0074,0.05324285547612
1663200000,2022-09-15 00:00:00,SHR/BTC,0.000000126,0.000000129,0.000000119,0.00000012,1191262.6251,0.14617831953542
1663113600,2022-09-14 00:00:00,SHR/BTC,0.000000127,0.00000013,0.0000001214,0.0000001252,1096748.0331,0.13794179742959
1663027200,2022-09-13 00:00:00,SHR/BTC,0.0000001212,0.0000001283,0.0000001181,0.0000001266,989734.9543,0.12160960551572
1662940800,2022-09-12 00:00:00,SHR/BTC,0.0000001224,0.0000001266,0.0000001207,0.0000001218,163178.3625,0.02017497871922
1662854400,2022-09-11 00:00:00,SHR/BTC,0.000000123,0.0000001257,0.000000121,0.0000001227,560248.1355,0.06896945252873
1662768000,2022-09-10 00:00:00,SHR/BTC,0.0000001314,0.0000001314,0.0000001209,0.0000001236,1415291.8489,0.17671799195036
1662681600,2022-09-09 00:00:00,SHR/BTC,0.0000001435,0.0000001457,0.000000127,0.0000001308,1521275.6163,0.20086943528149
1662595200,2022-09-08 00:00:00,SHR/BTC,0.0000001332,0.0000001478,0.0000001262,0.0000001435,5092429.5303,0.69057100186606
1662508800,2022-09-07 00:00:00,SHR/BTC,0.0000001296,0.0000001354,0.0000001282,0.0000001326,2184018.8662,0.28668204049089
1662422400,2022-09-06 00:00:00,SHR/BTC,0.000000129,0.000000134,0.000000126,0.0000001306,2013592.6171,0.25999535988977
1662336000,2022-09-05 00:00:00,SHR/BTC,0.0000001278,0.0000001354,0.0000001272,0.0000001294,1790746.3889,0.23475321143975
1662249600,2022-09-04 00:00:00,SHR/BTC,0.0000001353,0.0000001353,0.0000001266,0.0000001282,2412496.641,0.31154162409872
1662163200,2022-09-03 00:00:00,SHR/BTC,0.00000013,0.0000001381,0.0000001281,0.0000001342,1686663.618,0.22385011137715
1662076800,2022-09-02 00:00:00,SHR/BTC,0.0000001307,0.0000001342,0.0000001271,0.0000001298,1966379.2986,0.25552266325858
1661990400,2022-09-01 00:00:00,SHR/BTC,0.0000001326,0.0000001403,0.0000001296,0.0000001312,2551383.0193,0.3433204922432
1661904000,2022-08-31 00:00:00,SHR/BTC,0.0000001333,0.0000001345,0.0000001306,0.0000001329,767596.3217,0.10161714683281
1661817600,2022-08-30 00:00:00,SHR/BTC,0.000000134,0.0000001368,0.0000001314,0.0000001347,889164.951,0.11914105213281
1661731200,2022-08-29 00:00:00,SHR/BTC,0.0000001357,0.0000001429,0.000000131,0.0000001347,2651446.5222,0.36153994974017
1661644800,2022-08-28 00:00:00,SHR/BTC,0.000000134,0.0000001527,0.000000129,0.0000001358,4581465.9569,0.63989986197126
1661558400,2022-08-27 00:00:00,SHR/BTC,0.0000001317,0.0000001334,0.0000001284,0.0000001334,535542.7094,0.06999497026307
1661472000,2022-08-26 00:00:00,SHR/BTC,0.000000133,0.0000001349,0.000000127,0.0000001315,1021865.3338,0.1329480734436
1661385600,2022-08-25 00:00:00,SHR/BTC,0.0000001354,0.0000001435,0.00000013,0.0000001333,1618056.9756,0.21876100859817
1661299200,2022-08-24 00:00:00,SHR/BTC,0.0000001347,0.0000001409,0.0000001283,0.0000001339,2143689.7963,0.28278830234992
