https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WAX,Volume BTC
1663459200,2022-09-18 00:00:00,WAX/BTC,0.00000461,0.00000462,0.00000459,0.00000459,26.5502,0.000122283266
1663372800,2022-09-17 00:00:00,WAX/BTC,0.00000456,0.00000463,0.00000454,0.00000461,94070.1895,0.432003094282
1663286400,2022-09-16 00:00:00,WAX/BTC,0.00000454,0.00000465,0.00000451,0.00000456,50910.6709,0.233258017185
1663200000,2022-09-15 00:00:00,WAX/BTC,0.00000455,0.00000479,0.0000045,0.00000456,63166.4937,0.287590352465
1663113600,2022-09-14 00:00:00,WAX/BTC,0.00000451,0.00000461,0.00000446,0.00000455,72375.3575,0.327117923116
1663027200,2022-09-13 00:00:00,WAX/BTC,0.00000457,0.00000459,0.0000044,0.0000045,171281.2846,0.765479509376
1662940800,2022-09-12 00:00:00,WAX/BTC,0.00000464,0.00000468,0.00000451,0.00000457,214211.7581,0.983678351564
1662854400,2022-09-11 00:00:00,WAX/BTC,0.00000461,0.00000475,0.00000455,0.00000469,126093.659,0.590839594777
1662768000,2022-09-10 00:00:00,WAX/BTC,0.00000467,0.00000467,0.00000454,0.00000461,274647.0424,1.270647627392
1662681600,2022-09-09 00:00:00,WAX/BTC,0.00000497,0.00000499,0.0000046,0.00000464,95834.5642,0.463859147823
1662595200,2022-09-08 00:00:00,WAX/BTC,0.00000473,0.00000529,0.0000047,0.00000497,264624.5519,1.302173760281
1662508800,2022-09-07 00:00:00,WAX/BTC,0.00000471,0.00000475,0.00000461,0.00000474,98515.6016,0.460910816383
1662422400,2022-09-06 00:00:00,WAX/BTC,0.00000484,0.00000488,0.00000469,0.00000472,89410.8231,0.427217833421
1662336000,2022-09-05 00:00:00,WAX/BTC,0.00000483,0.00000485,0.00000476,0.00000482,222110.9724,1.069847435026
1662249600,2022-09-04 00:00:00,WAX/BTC,0.00000482,0.00000487,0.0000048,0.00000484,58505.6959,0.282235413762
1662163200,2022-09-03 00:00:00,WAX/BTC,0.00000482,0.00000486,0.00000478,0.00000483,82357.8073,0.397018605868
1662076800,2022-09-02 00:00:00,WAX/BTC,0.00000484,0.00000489,0.00000477,0.00000481,112390.8731,0.543220548367
1661990400,2022-09-01 00:00:00,WAX/BTC,0.00000487,0.00000489,0.00000479,0.00000484,191977.0518,0.928369645597
1661904000,2022-08-31 00:00:00,WAX/BTC,0.00000493,0.00000499,0.00000487,0.00000487,33893.4989,0.166225200562
1661817600,2022-08-30 00:00:00,WAX/BTC,0.00000487,0.00000494,0.00000484,0.00000493,33713.053,0.164407898471
1661731200,2022-08-29 00:00:00,WAX/BTC,0.00000488,0.0000049,0.00000479,0.00000489,47302.1117,0.230237158965
1661644800,2022-08-28 00:00:00,WAX/BTC,0.00000478,0.00000521,0.00000473,0.00000487,156889.0558,0.787370392324
1661558400,2022-08-27 00:00:00,WAX/BTC,0.00000478,0.00000483,0.00000473,0.00000478,38145.035,0.181963266224
1661472000,2022-08-26 00:00:00,WAX/BTC,0.00000492,0.00000493,0.00000475,0.00000478,528976.8369,2.551430457197
1661385600,2022-08-25 00:00:00,WAX/BTC,0.00000482,0.00000494,0.0000048,0.00000493,116408.0054,0.57023166655
1661299200,2022-08-24 00:00:00,WAX/BTC,0.00000473,0.00000498,0.00000468,0.0000048,223723.7779,1.069225763121
1661212800,2022-08-23 00:00:00,WAX/BTC,0.00000465,0.0000048,0.00000459,0.00000477,298729.2562,1.391744209621
1661126400,2022-08-22 00:00:00,WAX/BTC,0.00000478,0.0000048,0.00000456,0.00000465,575129.4333,2.666317535831
1661040000,2022-08-21 00:00:00,WAX/BTC,0.00000476,0.00000482,0.00000471,0.00000478,130010.5457,0.614308187842
1660953600,2022-08-20 00:00:00,WAX/BTC,0.00000486,0.00000488,0.00000472,0.00000475,47628.9343,0.228877195157
1660867200,2022-08-19 00:00:00,WAX/BTC,0.00000497,0.00000499,0.00000475,0.00000486,273469.8047,1.313874561771
1660780800,2022-08-18 00:00:00,WAX/BTC,0.00000509,0.00000509,0.00000498,0.00000498,264710.8257,1.333926638279
