https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume BTC
1663545600000.0,2022-09-19 00:00:00,DOGE/BTC,2.96e-06,2.97e-06,2.96e-06,2.96e-06,1630.2398648648648,0.00482551
1663459200000.0,2022-09-18 00:00:00,DOGE/BTC,3.08e-06,3.1e-06,2.9e-06,2.96e-06,1841422.7364864866,5.4506113
1663372800000.0,2022-09-17 00:00:00,DOGE/BTC,3.06e-06,3.12e-06,3.03e-06,3.08e-06,823159.0584415584,2.5353299
1663286400000.0,2022-09-16 00:00:00,DOGE/BTC,2.98e-06,3.07e-06,2.96e-06,3.06e-06,842270.6993464052,2.57734834
1663200000000.0,2022-09-15 00:00:00,DOGE/BTC,3.02e-06,3.04e-06,2.96e-06,2.98e-06,817665.3926174497,2.43664287
1663113600000.0,2022-09-14 00:00:00,DOGE/BTC,2.95e-06,3.08e-06,2.94e-06,3.02e-06,957407.5099337749,2.89137068
1663027200000.0,2022-09-13 00:00:00,DOGE/BTC,2.86e-06,3.02e-06,2.79e-06,2.95e-06,1344547.1864406778,3.9664142
1662940800000.0,2022-09-12 00:00:00,DOGE/BTC,2.92e-06,2.93e-06,2.84e-06,2.86e-06,540259.1223776223,1.54514109
1662854400000.0,2022-09-11 00:00:00,DOGE/BTC,2.99e-06,3.02e-06,2.91e-06,2.92e-06,461004.26027397264,1.34613244
1662768000000.0,2022-09-10 00:00:00,DOGE/BTC,2.99e-06,3.04e-06,2.96e-06,2.99e-06,726855.1304347825,2.17329684
1662681600000.0,2022-09-09 00:00:00,DOGE/BTC,3.15e-06,3.65e-06,2.94e-06,2.99e-06,2881872.535117056,8.61679888
1662595200000.0,2022-09-08 00:00:00,DOGE/BTC,3.16e-06,3.17e-06,3.13e-06,3.15e-06,173499.53650793651,0.54652354
1662508800000.0,2022-09-07 00:00:00,DOGE/BTC,3.13e-06,3.21e-06,3.09e-06,3.16e-06,637299.0158227847,2.01386489
1662422400000.0,2022-09-06 00:00:00,DOGE/BTC,3.16e-06,3.27e-06,3.1e-06,3.13e-06,1363295.2587859426,4.26711416
1662336000000.0,2022-09-05 00:00:00,DOGE/BTC,3.15e-06,3.19e-06,3.1e-06,3.16e-06,474298.4272151899,1.49878303
1662249600000.0,2022-09-04 00:00:00,DOGE/BTC,3.16e-06,3.22e-06,3.15e-06,3.15e-06,648107.9777777778,2.04154013
1662163200000.0,2022-09-03 00:00:00,DOGE/BTC,3.08e-06,3.21e-06,3.08e-06,3.16e-06,1553635.8670886077,4.90948934
1662076800000.0,2022-09-02 00:00:00,DOGE/BTC,3.1e-06,3.11e-06,3.05e-06,3.08e-06,221427.55844155845,0.68199688
1661990400000.0,2022-09-01 00:00:00,DOGE/BTC,3.07e-06,3.13e-06,3.02e-06,3.1e-06,791407.5741935484,2.45336348
1661904000000.0,2022-08-31 00:00:00,DOGE/BTC,3.11e-06,3.12e-06,3.04e-06,3.07e-06,1058512.671009772,3.2496339
1661817600000.0,2022-08-30 00:00:00,DOGE/BTC,3.15e-06,3.17e-06,3.06e-06,3.11e-06,2755375.607717042,8.56921814
1661731200000.0,2022-08-29 00:00:00,DOGE/BTC,3.15e-06,3.16e-06,3.09e-06,3.15e-06,356044.3873015873,1.12153982
1661644800000.0,2022-08-28 00:00:00,DOGE/BTC,3.17e-06,3.21e-06,3.14e-06,3.15e-06,762744.6349206349,2.4026456
1661558400000.0,2022-08-27 00:00:00,DOGE/BTC,3.13e-06,3.17e-06,3.11e-06,3.17e-06,781915.5867507886,2.47867241
1661472000000.0,2022-08-26 00:00:00,DOGE/BTC,3.2e-06,3.24e-06,3.1e-06,3.13e-06,1242179.4536741213,3.88802169
1661385600000.0,2022-08-25 00:00:00,DOGE/BTC,3.17e-06,3.31e-06,3.14e-06,3.2e-06,1524741.1718750002,4.87917175
1661299200000.0,2022-08-24 00:00:00,DOGE/BTC,3.2e-06,3.21e-06,3.16e-06,3.17e-06,282794.58990536275,0.89645885
1661212800000.0,2022-08-23 00:00:00,DOGE/BTC,3.2e-06,3.23e-06,3.17e-06,3.2e-06,366197.059375,1.17183059
1661126400000.0,2022-08-22 00:00:00,DOGE/BTC,3.22e-06,3.22e-06,3.12e-06,3.2e-06,716982.4656250001,2.29434389
1661040000000.0,2022-08-21 00:00:00,DOGE/BTC,3.28e-06,3.3e-06,3.19e-06,3.22e-06,794504.9099378882,2.55830581
1660953600000.0,2022-08-20 00:00:00,DOGE/BTC,3.25e-06,3.34e-06,3.22e-06,3.28e-06,1638108.0670731708,5.37299446
1660867200000.0,2022-08-19 00:00:00,DOGE/BTC,3.22e-06,3.31e-06,3.15e-06,3.25e-06,1908341.4369230769,6.20210967
1660780800000.0,2022-08-18 00:00:00,DOGE/BTC,3.43e-06,3.52e-06,3.17e-06,3.22e-06,1875167.6770186336,6.03803992
1660694400000.0,2022-08-17 00:00:00,DOGE/BTC,3.64e-06,3.67e-06,3.41e-06,3.43e-06,4585691.991253644,15.72892353
1660608000000.0,2022-08-16 00:00:00,DOGE/BTC,3.18e-06,3.75e-06,3.17e-06,3.64e-06,3515238.370879121,12.79546767
1660521600000.0,2022-08-15 00:00:00,DOGE/BTC,3.35e-06,3.37e-06,3.12e-06,3.18e-06,2059801.8113207547,6.55016976
1660435200000.0,2022-08-14 00:00:00,DOGE/BTC,2.98e-06,3.45e-06,2.98e-06,3.35e-06,2805826.9850746267,9.3995204
1660348800000.0,2022-08-13 00:00:00,DOGE/BTC,2.97e-06,3.05e-06,2.93e-06,2.98e-06,1308299.9731543625,3.89873392
1660262400000.0,2022-08-12 00:00:00,DOGE/BTC,2.96e-06,3.01e-06,2.94e-06,2.97e-06,121473.33670033669,0.36077581
1660176000000.0,2022-08-11 00:00:00,DOGE/BTC,2.97e-06,3.04e-06,2.91e-06,2.96e-06,559197.8175675676,1.65522554
1660089600000.0,2022-08-10 00:00:00,DOGE/BTC,2.98e-06,2.99e-06,2.93e-06,2.97e-06,195217.40404040404,0.57979569
1660003200000.0,2022-08-09 00:00:00,DOGE/BTC,2.94e-06,3.12e-06,2.94e-06,2.98e-06,1117769.2651006712,3.33095241
1659916800000.0,2022-08-08 00:00:00,DOGE/BTC,2.97e-06,3.01e-06,2.91e-06,2.94e-06,431862.7142857143,1.26967638
1659830400000.0,2022-08-07 00:00:00,DOGE/BTC,2.99e-06,3.01e-06,2.95e-06,2.97e-06,2230703.2693602694,6.62518871
1659744000000.0,2022-08-06 00:00:00,DOGE/BTC,3e-06,3.06e-06,2.97e-06,2.99e-06,231977.58862876252,0.69361299
1659657600000.0,2022-08-05 00:00:00,DOGE/BTC,2.98e-06,3.03e-06,2.93e-06,3e-06,656209.14,1.96862742
1659571200000.0,2022-08-04 00:00:00,DOGE/BTC,2.9e-06,2.99e-06,2.9e-06,2.98e-06,400543.4194630873,1.19361939
1659484800000.0,2022-08-03 00:00:00,DOGE/BTC,2.9e-06,2.93e-06,2.86e-06,2.9e-06,176423.26896551723,0.51162748
1659398400000.0,2022-08-02 00:00:00,DOGE/BTC,2.95e-06,2.98e-06,2.88e-06,2.9e-06,854417.0517241379,2.47780945
1659312000000.0,2022-08-01 00:00:00,DOGE/BTC,2.92e-06,3.04e-06,2.92e-06,2.95e-06,424192.16949152545,1.2513669
1659225600000.0,2022-07-31 00:00:00,DOGE/BTC,2.94e-06,3.01e-06,2.91e-06,2.92e-06,382774.45547945204,1.11770141
1659139200000.0,2022-07-30 00:00:00,DOGE/BTC,2.89e-06,3.11e-06,2.86e-06,2.94e-06,1148284.8843537415,3.37595756
1659052800000.0,2022-07-29 00:00:00,DOGE/BTC,2.9e-06,3.01e-06,2.85e-06,2.89e-06,864315.7335640138,2.49787247
1658966400000.0,2022-07-28 00:00:00,DOGE/BTC,2.92e-06,2.95e-06,2.85e-06,2.9e-06,219939.54137931034,0.63782467
1658880000000.0,2022-07-27 00:00:00,DOGE/BTC,2.94e-06,2.97e-06,2.85e-06,2.92e-06,815585.8493150685,2.38151068
1658793600000.0,2022-07-26 00:00:00,DOGE/BTC,2.91e-06,2.95e-06,2.89e-06,2.94e-06,201324.25850340136,0.59189332
1658707200000.0,2022-07-25 00:00:00,DOGE/BTC,3e-06,3e-06,2.9e-06,2.91e-06,306011.9381443299,0.89049474
1658620800000.0,2022-07-24 00:00:00,DOGE/BTC,3.02e-06,3.06e-06,2.98e-06,3e-06,362377.56333333335,1.08713269
1658534400000.0,2022-07-23 00:00:00,DOGE/BTC,2.98e-06,3.04e-06,2.97e-06,3.02e-06,348059.14900662255,1.05113863
