https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1663459200,2022-09-18,USDT/USD,1.0007,1.0012,1.0005,1.0007,226805.814651,226964.57872125568
1663372800,2022-09-17,USDT/USD,1.0004,1.001,1.0,1.0008,258841.816737,259048.89019038956
1663286400,2022-09-16,USDT/USD,1.0004,1.0012,1.0003,1.0007,463986.362703,464311.1531568921
1663200000,2022-09-15,USDT/USD,1.0009,1.001,1.0003,1.0007,374001.847984,374263.64927758876
1663113600,2022-09-14,USDT/USD,1.0008,1.0013,1.0003,1.0009,264220.158093,264457.9562352837
1663027200,2022-09-13,USDT/USD,1.0012,1.0016,1.0005,1.0008,489577.127544,489968.78924603516
1662940800,2022-09-12,USDT/USD,1.001,1.0012,1.0007,1.001,216911.59585,217128.50744585
1662854400,2022-09-11,USDT/USD,1.0013,1.0016,1.001,1.001,140748.88097,140889.62985096997
1662768000,2022-09-10,USDT/USD,1.0015,1.0018,1.0013,1.0013,102132.874466,102265.6472028058
1662681600,2022-09-09,USDT/USD,1.0017,1.0019,1.0009,1.0015,579868.573371,580738.3762310565
1662595200,2022-09-08,USDT/USD,1.0021,1.0024,1.0016,1.0016,343451.525158,344001.04759825283
1662508800,2022-09-07,USDT/USD,1.0014,1.0029,1.0012,1.0021,841315.639833,843082.4026766493
1662422400,2022-09-06,USDT/USD,1.0013,1.0017,1.0007,1.0015,404482.382721,405089.1062950815
1662336000,2022-09-05,USDT/USD,1.0017,1.0019,1.0012,1.0015,215296.438742,215619.383400113
1662249600,2022-09-04,USDT/USD,1.0016,1.002,1.0015,1.0017,141928.841163,142170.1201929771
1662163200,2022-09-03,USDT/USD,1.0017,1.0019,1.0016,1.0019,102431.475989,102626.0957933791
1662076800,2022-09-02,USDT/USD,1.0016,1.002,1.0016,1.0017,147742.532374,147993.6946790358
1661990400,2022-09-01,USDT/USD,1.0014,1.0019,1.0014,1.0018,227798.804025,228208.841872245
1661904000,2022-08-31,USDT/USD,1.0014,1.0018,1.0013,1.0014,239615.587989,239951.04981218462
1661817600,2022-08-30,USDT/USD,1.0015,1.0017,1.0012,1.0017,150288.355834,150543.84603891778
1661731200,2022-08-29,USDT/USD,1.001,1.0015,1.0009,1.0015,229467.238989,229811.43984748353
1661644800,2022-08-28,USDT/USD,1.0008,1.0012,1.0008,1.0012,118970.16118,119112.925373416
1661558400,2022-08-27,USDT/USD,1.0008,1.0011,1.0007,1.0011,116690.671768,116819.03150694481
1661472000,2022-08-26,USDT/USD,1.0004,1.001,1.0004,1.001,193358.769343,193552.12811234297
1661385600,2022-08-25,USDT/USD,1.0005,1.0007,1.0004,1.0005,151471.055714,151546.791241857
1661299200,2022-08-24,USDT/USD,1.0008,1.0008,1.0003,1.0005,148446.904204,148521.12765610198
1661212800,2022-08-23,USDT/USD,1.0007,1.0008,1.0004,1.0007,118258.834487,118341.61567114088
1661126400,2022-08-22,USDT/USD,1.0013,1.0013,1.0003,1.0007,293734.819196,293940.4335694372
1661040000,2022-08-21,USDT/USD,1.0014,1.0014,1.001,1.001,58898.577367,58957.47594436699
1660953600,2022-08-20,USDT/USD,1.001,1.0014,1.001,1.0011,138742.601789,138895.21865096793
1660867200,2022-08-19,USDT/USD,1.0011,1.002,1.0009,1.001,313869.255284,314183.124539284
1660780800,2022-08-18,USDT/USD,1.0007,1.0012,1.0007,1.0011,180376.608048,180575.02231685282
1660694400,2022-08-17,USDT/USD,1.0012,1.0019,1.0002,1.0007,192225.383264,192359.94103228478
1660608000,2022-08-16,USDT/USD,1.001,1.0015,1.0008,1.0009,165729.122473,165878.27868322568
1660521600,2022-08-15,USDT/USD,1.0013,1.0014,1.0009,1.0013,199820.565841,200080.33257659333
1660435200,2022-08-14,USDT/USD,1.0017,1.0017,1.0011,1.0011,166260.069513,166442.9555894643
1660348800,2022-08-13,USDT/USD,1.0016,1.0018,1.0014,1.0017,100107.210447,100277.39270475991
1660262400,2022-08-12,USDT/USD,1.0014,1.0018,1.0014,1.0018,117800.480835,118012.521700503
1660176000,2022-08-11,USDT/USD,1.0015,1.0021,1.0012,1.0014,329591.151295,330052.578906813
1660089600,2022-08-10,USDT/USD,1.0013,1.0026,1.001,1.0015,521240.635478,522022.496431217
1660003200,2022-08-09,USDT/USD,1.001,1.0014,1.0008,1.0013,229986.66627,230285.648936151
1659916800,2022-08-08,USDT/USD,1.0013,1.0016,1.0009,1.0009,226257.746825,226461.37879714248
1659830400,2022-08-07,USDT/USD,1.0014,1.0017,1.0013,1.0013,168530.502017,168749.5916696221
1659744000,2022-08-06,USDT/USD,1.0015,1.0017,1.0014,1.0014,108724.625634,108876.8401098876
1659657600,2022-08-05,USDT/USD,1.0024,1.0024,1.0011,1.0014,264586.805819,264957.2273471466
1659571200,2022-08-04,USDT/USD,1.0011,1.0028,1.0009,1.0021,707099.492597,708584.4015314537
1659484800,2022-08-03,USDT/USD,1.0007,1.0012,1.0006,1.001,278570.210276,278848.780486276
1659398400,2022-08-02,USDT/USD,1.0008,1.0009,1.0003,1.0008,269749.903854,269965.70377708314
1659312000,2022-08-01,USDT/USD,1.0011,1.0012,1.0003,1.0008,387840.716045,388150.988617836
1659225600,2022-07-31,USDT/USD,1.0012,1.0015,1.0004,1.0009,247461.56062,247684.27602455797
1659139200,2022-07-30,USDT/USD,1.0009,1.0015,1.0007,1.0015,319823.827165,320303.56290574756
1659052800,2022-07-29,USDT/USD,1.001,1.0013,1.0009,1.0012,186656.193702,186880.18113444242
1658966400,2022-07-28,USDT/USD,1.0018,1.0018,1.001,1.0012,285928.450119,286271.5642591428
1658880000,2022-07-27,USDT/USD,1.0019,1.002,1.0015,1.0015,196096.856025,196391.0013090375
1658793600,2022-07-26,USDT/USD,1.0019,1.0021,1.0016,1.0016,293946.315976,294416.63008156157
1658707200,2022-07-25,USDT/USD,1.0016,1.0019,1.0016,1.0017,245933.560808,246351.6478613736
1658620800,2022-07-24,USDT/USD,1.0015,1.0018,1.0015,1.0018,129073.345658,129305.67768018441
1658534400,2022-07-23,USDT/USD,1.0015,1.0018,1.0015,1.0015,123181.480416,123366.25263662402
1658448000,2022-07-22,USDT/USD,1.0014,1.0018,1.0014,1.0015,174883.64469,175145.970157035
1658361600,2022-07-21,USDT/USD,1.0016,1.0019,1.0014,1.0014,317924.669699,318369.76423657866
1658275200,2022-07-20,USDT/USD,1.0015,1.0022,1.0014,1.0016,796091.883064,797365.6300769025
1658188800,2022-07-19,USDT/USD,1.0016,1.0017,1.0009,1.0015,650735.66465,651711.7681469751
1658102400,2022-07-18,USDT/USD,1.0016,1.0018,1.0011,1.0014,387311.288057,387853.5238602799
1658016000,2022-07-17,USDT/USD,1.001,1.0016,1.001,1.0016,226967.922072,227331.07074731519
1657929600,2022-07-16,USDT/USD,1.0012,1.0014,1.001,1.001,295507.216574,295802.723790574
1657843200,2022-07-15,USDT/USD,1.0005,1.0013,1.0004,1.001,317737.860857,318055.598717857
1657756800,2022-07-14,USDT/USD,1.0005,1.0008,1.0001,1.0006,689925.534551,690339.4898717306
1657670400,2022-07-13,USDT/USD,1.0001,1.0022,1.0,1.0006,660495.65165,660891.94904099
1657584000,2022-07-12,USDT/USD,1.0004,1.0029,1.0,1.0001,311160.641133,311191.7571971133
1657497600,2022-07-11,USDT/USD,1.0005,1.0047,1.0,1.0004,483289.336167,483482.6519014668
1657411200,2022-07-10,USDT/USD,1.0007,1.0049,1.0001,1.0008,122450.475997,122548.4363777976
1657324800,2022-07-09,USDT/USD,1.0008,1.001,1.0001,1.0006,109219.42585,109284.95750551
1657238400,2022-07-08,USDT/USD,1.0004,1.001,1.0003,1.0009,232490.06029,232699.30134426098
1657152000,2022-07-07,USDT/USD,1.0012,1.002,1.0004,1.0004,519135.804173,519343.4584946692
1657065600,2022-07-06,USDT/USD,1.0011,1.0028,1.0007,1.0012,1452928.339942,1454671.8539499308
