https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLY,Volume USDT
1663459200,2022-09-18 00:00:00,PLY/USDT,0.001373,0.001408,0.001373,0.001406,1164286.5981,1624.1250330307
1663372800,2022-09-17 00:00:00,PLY/USDT,0.001267,0.001385,0.001221,0.001373,46781961.2901,60320.4209945322
1663286400,2022-09-16 00:00:00,PLY/USDT,0.00123,0.001668,0.001205,0.001266,148287749.5922,210376.9721798611
1663200000,2022-09-15 00:00:00,PLY/USDT,0.001213,0.001268,0.001209,0.001228,6170676.322,7642.7855922954
1663113600,2022-09-14 00:00:00,PLY/USDT,0.001291,0.001302,0.001193,0.001208,18502523.5406,22843.2648119029
1663027200,2022-09-13 00:00:00,PLY/USDT,0.001516,0.001544,0.001276,0.001295,21720029.191,30196.528706022
1662940800,2022-09-12 00:00:00,PLY/USDT,0.001381,0.001645,0.00135,0.001521,30389632.4984,45364.6848971575
1662854400,2022-09-11 00:00:00,PLY/USDT,0.0013,0.001468,0.0013,0.001381,18946537.0475,26432.1187376161
1662768000,2022-09-10 00:00:00,PLY/USDT,0.001226,0.001587,0.001205,0.0013,44309084.8307,59252.3122937783
1662681600,2022-09-09 00:00:00,PLY/USDT,0.001285,0.001386,0.001187,0.001217,35488799.2618,45793.4944840378
1662595200,2022-09-08 00:00:00,PLY/USDT,0.001273,0.001589,0.001234,0.001284,47177314.8329,65326.2577850506
1662508800,2022-09-07 00:00:00,PLY/USDT,0.001242,0.001331,0.001197,0.001274,9163867.6349,11467.752284787
1662422400,2022-09-06 00:00:00,PLY/USDT,0.001303,0.001374,0.001231,0.001232,9420762.115,12110.9759270965
1662336000,2022-09-05 00:00:00,PLY/USDT,0.001371,0.001401,0.001256,0.001309,4594568.0538,6055.8027259093
1662249600,2022-09-04 00:00:00,PLY/USDT,0.001416,0.001506,0.001307,0.001364,23415560.7156,32638.9605500794
1662163200,2022-09-03 00:00:00,PLY/USDT,0.001424,0.001432,0.001399,0.001413,6490965.4992,9175.5697596686
1662076800,2022-09-02 00:00:00,PLY/USDT,0.001429,0.0015,0.001375,0.001424,9681095.8499,13953.9190597479
1661990400,2022-09-01 00:00:00,PLY/USDT,0.001499,0.0017,0.001388,0.001427,45486897.1854,71685.287853326
1661904000,2022-08-31 00:00:00,PLY/USDT,0.001571,0.0017,0.00145,0.0015,73236826.4687,113024.6315421003
1661817600,2022-08-30 00:00:00,PLY/USDT,0.001349,0.0017,0.001328,0.001572,55653387.5792,81597.5976615391
1661731200,2022-08-29 00:00:00,PLY/USDT,0.001295,0.00136,0.001254,0.001349,6372590.6091,8301.5352741173
1661644800,2022-08-28 00:00:00,PLY/USDT,0.001352,0.001371,0.001286,0.001294,12192447.7427,16171.2742662636
1661558400,2022-08-27 00:00:00,PLY/USDT,0.001386,0.00139,0.00129,0.001349,6764579.2337,9049.8663218492
1661472000,2022-08-26 00:00:00,PLY/USDT,0.001516,0.001516,0.00138,0.001387,9736271.212,13931.3647123571
1661385600,2022-08-25 00:00:00,PLY/USDT,0.001492,0.001537,0.001458,0.001517,6226433.4566,9318.0927416591
1661299200,2022-08-24 00:00:00,PLY/USDT,0.001503,0.001543,0.001463,0.001479,9749559.5875,14704.7733550195
1661212800,2022-08-23 00:00:00,PLY/USDT,0.001501,0.001531,0.001428,0.001502,24527018.8788,36286.1138569442
1661126400,2022-08-22 00:00:00,PLY/USDT,0.001626,0.00176,0.001451,0.0015,89543001.8516,142103.7798437702
1661040000,2022-08-21 00:00:00,PLY/USDT,0.001443,0.00427,0.00144,0.001627,325224523.26386577,612135.01358942613899
1660953600,2022-08-20 00:00:00,PLY/USDT,0.00138,0.001549,0.001369,0.001443,28085655.8586,40353.6109096122
