https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SKU,Volume BTC
1663462800,2022-09-18 01:00:00,SKU/BTC,0.0000009605,0.0000009605,0.0000009605,0.0000009605,2.616,0.000002512668
1663459200,2022-09-18 00:00:00,SKU/BTC,0.0000010093,0.0000010093,0.0000010093,0.0000010093,4.3888,0.00000442961584
1663455600,2022-09-17 23:00:00,SKU/BTC,0.0000010123,0.0000010123,0.0000010123,0.0000010123,0,0
1663452000,2022-09-17 22:00:00,SKU/BTC,0.0000009414,0.0000010123,0.0000009414,0.0000010123,15825.8008,0.01592243398273
1663448400,2022-09-17 21:00:00,SKU/BTC,0.0000010102,0.0000010102,0.0000010102,0.0000010102,0,0
1663444800,2022-09-17 20:00:00,SKU/BTC,0.0000010102,0.0000010102,0.0000010102,0.0000010102,75.423,0.0000761923146
1663441200,2022-09-17 19:00:00,SKU/BTC,0.0000009398,0.0000009398,0.0000009304,0.0000009304,3599.8975,0.00336656864786
1663437600,2022-09-17 18:00:00,SKU/BTC,0.0000010108,0.0000010108,0.0000009453,0.0000009453,169.6528,0.00016654770556
1663434000,2022-09-17 17:00:00,SKU/BTC,0.0000009759,0.0000009759,0.0000009759,0.0000009759,0,0
1663430400,2022-09-17 16:00:00,SKU/BTC,0.0000009759,0.0000009759,0.0000009759,0.0000009759,0,0
1663426800,2022-09-17 15:00:00,SKU/BTC,0.0000009759,0.0000009759,0.0000009759,0.0000009759,0,0
1663423200,2022-09-17 14:00:00,SKU/BTC,0.0000010108,0.0000010108,0.0000009759,0.0000009759,1005.134,0.0010158711563
1663419600,2022-09-17 13:00:00,SKU/BTC,0.0000009804,0.0000009804,0.0000009804,0.0000009804,0,0
1663416000,2022-09-17 12:00:00,SKU/BTC,0.0000010304,0.000001105,0.0000009738,0.0000009804,46513.6734,0.04829420451945
1663412400,2022-09-17 11:00:00,SKU/BTC,0.0000010027,0.0000012132,0.0000010027,0.0000011016,137994.4477,0.15087263224529
1663408800,2022-09-17 10:00:00,SKU/BTC,0.0000009783,0.0000009783,0.0000009675,0.0000009675,34.2056,0.000033436278
1663405200,2022-09-17 09:00:00,SKU/BTC,0.0000009687,0.0000009783,0.0000009435,0.0000009783,10857.2984,0.01045678658736
1663401600,2022-09-17 08:00:00,SKU/BTC,0.0000010125,0.0000010328,0.0000009803,0.0000009803,3097.901,0.00308609829267
1663398000,2022-09-17 07:00:00,SKU/BTC,0.0000009477,0.0000010175,0.0000009477,0.0000010094,10619.7194,0.01037934677911
1663394400,2022-09-17 06:00:00,SKU/BTC,0.0000009227,0.0000009227,0.0000009227,0.0000009227,0,0
1663390800,2022-09-17 05:00:00,SKU/BTC,0.0000009227,0.0000009227,0.0000009227,0.0000009227,0,0
1663387200,2022-09-17 04:00:00,SKU/BTC,0.0000009227,0.0000009227,0.0000009227,0.0000009227,0,0
1663383600,2022-09-17 03:00:00,SKU/BTC,0.0000009227,0.0000009227,0.0000009227,0.0000009227,0,0
1663380000,2022-09-17 02:00:00,SKU/BTC,0.0000009227,0.0000009227,0.0000009227,0.0000009227,0,0
1663376400,2022-09-17 01:00:00,SKU/BTC,0.0000009227,0.0000009227,0.0000009227,0.0000009227,0,0
1663372800,2022-09-17 00:00:00,SKU/BTC,0.0000009466,0.0000009466,0.0000009197,0.0000009227,470.6068,0.00044380001664
1663369200,2022-09-16 23:00:00,SKU/BTC,0.0000009462,0.0000009462,0.0000009462,0.0000009462,0,0
1663365600,2022-09-16 22:00:00,SKU/BTC,0.0000009235,0.0000009462,0.0000009235,0.0000009462,100.4927,0.00009463055834
1663362000,2022-09-16 21:00:00,SKU/BTC,0.0000009343,0.0000009343,0.0000009343,0.0000009343,0,0
1663358400,2022-09-16 20:00:00,SKU/BTC,0.0000009343,0.0000009343,0.0000009343,0.0000009343,0,0
1663354800,2022-09-16 19:00:00,SKU/BTC,0.0000009343,0.0000009343,0.0000009343,0.0000009343,0,0
1663351200,2022-09-16 18:00:00,SKU/BTC,0.0000009343,0.0000009343,0.0000009343,0.0000009343,0,0
1663347600,2022-09-16 17:00:00,SKU/BTC,0.0000009477,0.0000009477,0.0000009343,0.0000009343,42.6988,0.00004044844046
1663344000,2022-09-16 16:00:00,SKU/BTC,0.0000009294,0.0000009477,0.0000009294,0.0000009477,61.6144,0.00005829308679
1663340400,2022-09-16 15:00:00,SKU/BTC,0.000000929,0.000000929,0.000000929,0.000000929,0,0
1663336800,2022-09-16 14:00:00,SKU/BTC,0.000000913,0.000000929,0.000000913,0.000000929,162.3066,0.0001482178106
1663333200,2022-09-16 13:00:00,SKU/BTC,0.00000093,0.00000093,0.0000009134,0.0000009134,367.7431,0.00033592974754
1663329600,2022-09-16 12:00:00,SKU/BTC,0.0000009239,0.0000009239,0.0000009239,0.0000009239,2.1891,0.00000202250949
1663326000,2022-09-16 11:00:00,SKU/BTC,0.000000928,0.000000928,0.000000928,0.000000928,1.1154,0.0000010350912
1663322400,2022-09-16 10:00:00,SKU/BTC,0.0000009064,0.0000009064,0.0000009064,0.0000009064,0,0
1663318800,2022-09-16 09:00:00,SKU/BTC,0.0000009064,0.0000009064,0.0000009064,0.0000009064,206.211,0.0001869096504
1663315200,2022-09-16 08:00:00,SKU/BTC,0.000000918,0.000000918,0.0000009166,0.0000009166,4.4791,0.00000410765664
1663311600,2022-09-16 07:00:00,SKU/BTC,0.0000009155,0.0000009155,0.0000009155,0.0000009155,3.9811,0.00000364469705
1663308000,2022-09-16 06:00:00,SKU/BTC,0.0000009142,0.0000009142,0.0000009142,0.0000009142,1.7868,0.00000163349256
1663304400,2022-09-16 05:00:00,SKU/BTC,0.000000918,0.000000918,0.000000918,0.000000918,0,0
