https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume BTC,tradecount
1659398400000,2022-08-02 00:00:00,NEO/BTC,0.00048000,0.00048500,0.00046200,0.00047700,43169.09000000,20.44009010,3652
1659312000000,2022-08-01 00:00:00,NEO/BTC,0.00047100,0.00050100,0.00047000,0.00048100,91692.05000000,44.61108512,5710
1659225600000,2022-07-31 00:00:00,NEO/BTC,0.00048000,0.00048400,0.00046700,0.00047200,56101.12000000,26.80038074,3816
1659139200000,2022-07-30 00:00:00,NEO/BTC,0.00047600,0.00049500,0.00046600,0.00048000,85846.10000000,41.26169994,6982
1659052800000,2022-07-29 00:00:00,NEO/BTC,0.00046200,0.00050200,0.00046100,0.00047500,124558.93000000,59.58840905,8816
1658966400000,2022-07-28 00:00:00,NEO/BTC,0.00043900,0.00048200,0.00043800,0.00046200,142686.21000000,66.17440980,7347
1658880000000,2022-07-27 00:00:00,NEO/BTC,0.00043600,0.00044300,0.00042800,0.00043800,41350.17000000,18.02918293,2507
1658793600000,2022-07-26 00:00:00,NEO/BTC,0.00043300,0.00043900,0.00042300,0.00043600,43334.64000000,18.68147043,2864
1658707200000,2022-07-25 00:00:00,NEO/BTC,0.00045500,0.00046000,0.00043100,0.00043300,47302.85000000,20.94107079,3166
1658620800000,2022-07-24 00:00:00,NEO/BTC,0.00044700,0.00046500,0.00044400,0.00045500,43291.61000000,19.53754141,2719
1658534400000,2022-07-23 00:00:00,NEO/BTC,0.00046400,0.00047900,0.00043800,0.00044800,59236.51000000,26.93313995,4602
1658448000000,2022-07-22 00:00:00,NEO/BTC,0.00042600,0.00048100,0.00042400,0.00046400,113180.11000000,52.08239634,6941
1658361600000,2022-07-21 00:00:00,NEO/BTC,0.00042000,0.00042900,0.00041000,0.00042700,28734.33000000,12.11138694,2511
1658275200000,2022-07-20 00:00:00,NEO/BTC,0.00045000,0.00045700,0.00041900,0.00042000,42371.56000000,18.55202619,3296
1658188800000,2022-07-19 00:00:00,NEO/BTC,0.00046300,0.00047100,0.00044600,0.00044900,41415.11000000,19.00708668,4111
1658102400000,2022-07-18 00:00:00,NEO/BTC,0.00044800,0.00047300,0.00044100,0.00046300,65523.64000000,29.75633105,4004
1658016000000,2022-07-17 00:00:00,NEO/BTC,0.00043700,0.00045200,0.00043200,0.00044900,40370.72000000,17.81615604,3100
1657929600000,2022-07-16 00:00:00,NEO/BTC,0.00042500,0.00044100,0.00042200,0.00043600,28888.47000000,12.45574524,3731
1657843200000,2022-07-15 00:00:00,NEO/BTC,0.00042300,0.00043200,0.00042100,0.00042500,39925.84000000,17.04182667,4627
1657756800000,2022-07-14 00:00:00,NEO/BTC,0.00042300,0.00042600,0.00040900,0.00042300,61965.93000000,25.80484674,4324
1657670400000,2022-07-13 00:00:00,NEO/BTC,0.00041700,0.00042500,0.00040900,0.00042300,65755.97000000,27.46568268,4293
1657584000000,2022-07-12 00:00:00,NEO/BTC,0.00041900,0.00042300,0.00041400,0.00041800,39524.09000000,16.54901554,2749
1657497600000,2022-07-11 00:00:00,NEO/BTC,0.00044400,0.00044500,0.00041600,0.00041900,42959.73000000,18.44729135,3469
1657411200000,2022-07-10 00:00:00,NEO/BTC,0.00043400,0.00044500,0.00042700,0.00044400,25298.81000000,10.97415921,3602
1657324800000,2022-07-09 00:00:00,NEO/BTC,0.00042300,0.00044500,0.00042300,0.00043500,35690.79000000,15.53974929,4306
1657238400000,2022-07-08 00:00:00,NEO/BTC,0.00042900,0.00043700,0.00041900,0.00042300,47460.26000000,20.23617260,4252
1657152000000,2022-07-07 00:00:00,NEO/BTC,0.00041500,0.00043700,0.00041500,0.00042900,50063.01000000,21.23118633,3172
1657065600000,2022-07-06 00:00:00,NEO/BTC,0.00041600,0.00042000,0.00041100,0.00041500,28597.08000000,11.89772086,1508
1656979200000,2022-07-05 00:00:00,NEO/BTC,0.00042600,0.00043300,0.00041200,0.00041500,63655.52000000,26.91124118,2271
1656892800000,2022-07-04 00:00:00,NEO/BTC,0.00043000,0.00043100,0.00042100,0.00042500,33446.14000000,14.23858596,1743
1656806400000,2022-07-03 00:00:00,NEO/BTC,0.00042900,0.00043200,0.00042300,0.00042900,37780.50000000,16.14079454,1700
1656720000000,2022-07-02 00:00:00,NEO/BTC,0.00042700,0.00043100,0.00042000,0.00042900,40559.93000000,17.23656855,1866
1656633600000,2022-07-01 00:00:00,NEO/BTC,0.00042500,0.00043100,0.00041700,0.00042600,45343.24000000,19.22258948,2838
1656547200000,2022-06-30 00:00:00,NEO/BTC,0.00042900,0.00043700,0.00041900,0.00042500,44350.35000000,18.84012887,3112
1656460800000,2022-06-29 00:00:00,NEO/BTC,0.00044000,0.00044400,0.00042500,0.00042900,41572.05000000,17.97243019,2574
1656374400000,2022-06-28 00:00:00,NEO/BTC,0.00045800,0.00046200,0.00043800,0.00044100,35130.96000000,15.86927468,2698
1656288000000,2022-06-27 00:00:00,NEO/BTC,0.00045100,0.00046400,0.00044900,0.00045900,42868.31000000,19.64740685,2640
1656201600000,2022-06-26 00:00:00,NEO/BTC,0.00045300,0.00046900,0.00045100,0.00045200,50454.33000000,23.19899233,4138
1656115200000,2022-06-25 00:00:00,NEO/BTC,0.00045400,0.00046500,0.00044200,0.00045300,44420.09000000,20.12195581,3207
1656028800000,2022-06-24 00:00:00,NEO/BTC,0.00044100,0.00045700,0.00044100,0.00045400,24989.37000000,11.26994313,2267
1655942400000,2022-06-23 00:00:00,NEO/BTC,0.00044500,0.00045100,0.00044000,0.00044200,29871.45000000,13.31472628,2115
1655856000000,2022-06-22 00:00:00,NEO/BTC,0.00044400,0.00044900,0.00043700,0.00044500,30634.90000000,13.57832077,2562
1655769600000,2022-06-21 00:00:00,NEO/BTC,0.00044500,0.00045100,0.00043700,0.00044400,53206.14000000,23.64029699,3634
1655683200000,2022-06-20 00:00:00,NEO/BTC,0.00044200,0.00045700,0.00043100,0.00044500,57183.34000000,25.44966723,6023
1655596800000,2022-06-19 00:00:00,NEO/BTC,0.00044900,0.00046000,0.00043600,0.00044100,67492.36000000,30.24289568,6967
1655510400000,2022-06-18 00:00:00,NEO/BTC,0.00044400,0.00046000,0.00043500,0.00044900,90402.15000000,40.38825298,7618
1655424000000,2022-06-17 00:00:00,NEO/BTC,0.00043300,0.00044500,0.00043300,0.00044400,72066.21000000,31.61373972,6793
1655337600000,2022-06-16 00:00:00,NEO/BTC,0.00044400,0.00044800,0.00042300,0.00043300,68160.04000000,29.57061409,6812
1655251200000,2022-06-15 00:00:00,NEO/BTC,0.00043900,0.00045000,0.00041500,0.00044300,125258.40000000,54.02244449,9129
1655164800000,2022-06-14 00:00:00,NEO/BTC,0.00043900,0.00044100,0.00042400,0.00043900,102873.40000000,44.53751421,7628
1655078400000,2022-06-13 00:00:00,NEO/BTC,0.00043800,0.00045900,0.00039400,0.00043800,414591.54000000,175.51456744,19254
1654992000000,2022-06-12 00:00:00,NEO/BTC,0.00038500,0.00048500,0.00036500,0.00043700,565838.49000000,245.95368167,27020
1654905600000,2022-06-11 00:00:00,NEO/BTC,0.00039300,0.00039900,0.00037100,0.00038400,62276.35000000,24.16894844,4646
1654819200000,2022-06-10 00:00:00,NEO/BTC,0.00039900,0.00039900,0.00037900,0.00039300,49244.78000000,19.22983680,4126
1654732800000,2022-06-09 00:00:00,NEO/BTC,0.00039900,0.00040600,0.00039100,0.00040000,77379.34000000,30.81123721,4012
1654646400000,2022-06-08 00:00:00,NEO/BTC,0.00038100,0.00042200,0.00037900,0.00039800,172413.99000000,69.94735092,8265
1654560000000,2022-06-07 00:00:00,NEO/BTC,0.00038800,0.00039000,0.00037300,0.00038100,41808.51000000,16.04815318,3802
1654473600000,2022-06-06 00:00:00,NEO/BTC,0.00038300,0.00042800,0.00038300,0.00038800,224409.12000000,90.29055430,10650
1654387200000,2022-06-05 00:00:00,NEO/BTC,0.00037900,0.00040300,0.00037200,0.00038300,186676.90000000,72.49057910,7068
1654300800000,2022-06-04 00:00:00,NEO/BTC,0.00037500,0.00038100,0.00037100,0.00037900,24889.44000000,9.32329064,2662
1654214400000,2022-06-03 00:00:00,NEO/BTC,0.00037500,0.00038700,0.00036800,0.00037500,49169.93000000,18.58312658,4568
1654128000000,2022-06-02 00:00:00,NEO/BTC,0.00037400,0.00038000,0.00036600,0.00037500,50057.58000000,18.75909199,3882
1654041600000,2022-06-01 00:00:00,NEO/BTC,0.00036400,0.00039200,0.00036400,0.00037300,236811.50000000,89.15403791,11079
1653955200000,2022-05-31 00:00:00,NEO/BTC,0.00037100,0.00037400,0.00035400,0.00036400,48967.01000000,17.82018429,2757
1653868800000,2022-05-30 00:00:00,NEO/BTC,0.00036200,0.00037700,0.00036000,0.00037200,97470.12000000,36.05943439,4807
1653782400000,2022-05-29 00:00:00,NEO/BTC,0.00036200,0.00036700,0.00035100,0.00036200,45122.53000000,16.16975188,2969
1653696000000,2022-05-28 00:00:00,NEO/BTC,0.00036000,0.00036700,0.00035300,0.00036200,39044.95000000,14.09170431,2549
1653609600000,2022-05-27 00:00:00,NEO/BTC,0.00036700,0.00039200,0.00035600,0.00035900,102405.67000000,38.13418525,7045
1653523200000,2022-05-26 00:00:00,NEO/BTC,0.00039500,0.00041100,0.00036100,0.00036700,129936.93000000,48.48046054,8347
1653436800000,2022-05-25 00:00:00,NEO/BTC,0.00038100,0.00040200,0.00037900,0.00039500,124438.27000000,48.65041057,7429
1653350400000,2022-05-24 00:00:00,NEO/BTC,0.00039100,0.00039100,0.00036200,0.00037900,66027.44000000,24.78699766,8049
1653264000000,2022-05-23 00:00:00,NEO/BTC,0.00035900,0.00041500,0.00035900,0.00039000,316753.63000000,123.70154404,15082
1653177600000,2022-05-22 00:00:00,NEO/BTC,0.00035200,0.00036300,0.00034900,0.00035800,70201.02000000,25.13283732,2690
1653091200000,2022-05-21 00:00:00,NEO/BTC,0.00034700,0.00035800,0.00034300,0.00035200,34476.48000000,12.04844797,1773
1653004800000,2022-05-20 00:00:00,NEO/BTC,0.00034800,0.00035300,0.00034300,0.00034700,45960.37000000,15.96818473,2187
1652918400000,2022-05-19 00:00:00,NEO/BTC,0.00034500,0.00035000,0.00033300,0.00034700,77823.83000000,26.68136247,2843
1652832000000,2022-05-18 00:00:00,NEO/BTC,0.00036100,0.00036600,0.00034200,0.00034500,70714.05000000,24.83827672,2726
1652745600000,2022-05-17 00:00:00,NEO/BTC,0.00034300,0.00036500,0.00034300,0.00036000,101228.10000000,35.73382826,3339
1652659200000,2022-05-16 00:00:00,NEO/BTC,0.00035200,0.00035200,0.00033700,0.00034300,72137.16000000,24.91064255,3294
1652572800000,2022-05-15 00:00:00,NEO/BTC,0.00035500,0.00035700,0.00034400,0.00035200,49376.50000000,17.32312971,2442
1652486400000,2022-05-14 00:00:00,NEO/BTC,0.00034900,0.00036200,0.00033500,0.00035400,82218.74000000,28.76930699,3505
1652400000000,2022-05-13 00:00:00,NEO/BTC,0.00033800,0.00036600,0.00033400,0.00034900,81004.43000000,28.68080077,4564
1652313600000,2022-05-12 00:00:00,NEO/BTC,0.00036300,0.00036900,0.00031400,0.00033800,337686.10000000,113.74183186,14646
1652227200000,2022-05-11 00:00:00,NEO/BTC,0.00044600,0.00045100,0.00035200,0.00036200,240952.96000000,95.78410633,12577
1652140800000,2022-05-10 00:00:00,NEO/BTC,0.00044200,0.00046600,0.00043300,0.00044700,93143.30000000,42.10914628,6312
1652054400000,2022-05-09 00:00:00,NEO/BTC,0.00046700,0.00047800,0.00044000,0.00044200,86866.87000000,39.46874064,6098
1651968000000,2022-05-08 00:00:00,NEO/BTC,0.00046000,0.00049500,0.00045800,0.00046700,50625.02000000,23.66411634,3376
1651881600000,2022-05-07 00:00:00,NEO/BTC,0.00046900,0.00047200,0.00045600,0.00045900,32481.92000000,15.09006164,4785
1651795200000,2022-05-06 00:00:00,NEO/BTC,0.00047000,0.00047500,0.00046300,0.00047000,36815.44000000,17.28731926,3254
1651708800000,2022-05-05 00:00:00,NEO/BTC,0.00048800,0.00049300,0.00046200,0.00047200,47066.78000000,22.56379182,6311
1651622400000,2022-05-04 00:00:00,NEO/BTC,0.00046600,0.00049100,0.00046500,0.00048800,51939.47000000,24.75668795,4433
1651536000000,2022-05-03 00:00:00,NEO/BTC,0.00045600,0.00047500,0.00045400,0.00046500,39327.98000000,18.30102731,2562
1651449600000,2022-05-02 00:00:00,NEO/BTC,0.00046000,0.00046800,0.00044200,0.00045600,32655.30000000,14.77785051,1856
1651363200000,2022-05-01 00:00:00,NEO/BTC,0.00044600,0.00046200,0.00043800,0.00045800,42768.21000000,19.23271500,2433
1651276800000,2022-04-30 00:00:00,NEO/BTC,0.00046400,0.00048200,0.00043900,0.00044500,92631.54000000,42.53809197,4158
1651190400000,2022-04-29 00:00:00,NEO/BTC,0.00047300,0.00047800,0.00046000,0.00046500,34906.64000000,16.39606192,2027
1651104000000,2022-04-28 00:00:00,NEO/BTC,0.00048500,0.00048700,0.00046900,0.00047300,30999.64000000,14.82412016,3713
1651017600000,2022-04-27 00:00:00,NEO/BTC,0.00048700,0.00049300,0.00048000,0.00048500,25762.34000000,12.51946081,3956
1650931200000,2022-04-26 00:00:00,NEO/BTC,0.00049500,0.00050300,0.00048300,0.00048700,28749.26000000,14.21214528,4520
1650844800000,2022-04-25 00:00:00,NEO/BTC,0.00051200,0.00051300,0.00049000,0.00049500,36187.67000000,17.99738985,4487
1650758400000,2022-04-24 00:00:00,NEO/BTC,0.00053100,0.00053200,0.00051100,0.00051200,23627.63000000,12.26133308,1850
1650672000000,2022-04-23 00:00:00,NEO/BTC,0.00053100,0.00053700,0.00052500,0.00053000,25021.83000000,13.29172934,3283
1650585600000,2022-04-22 00:00:00,NEO/BTC,0.00051400,0.00053900,0.00051200,0.00053100,40199.98000000,21.13760149,5572
1650499200000,2022-04-21 00:00:00,NEO/BTC,0.00051900,0.00053000,0.00050700,0.00051400,90082.99000000,46.69072666,5891
1650412800000,2022-04-20 00:00:00,NEO/BTC,0.00053300,0.00053700,0.00051300,0.00052000,52003.43000000,27.25303241,4818
1650326400000,2022-04-19 00:00:00,NEO/BTC,0.00052200,0.00053500,0.00051800,0.00053300,17817.04000000,9.34945685,3289
1650240000000,2022-04-18 00:00:00,NEO/BTC,0.00051700,0.00052600,0.00051000,0.00052200,38558.59000000,19.92595223,5090
1650153600000,2022-04-17 00:00:00,NEO/BTC,0.00053400,0.00054700,0.00051500,0.00051700,38247.09000000,20.43398878,4559
1650067200000,2022-04-16 00:00:00,NEO/BTC,0.00052100,0.00053700,0.00052000,0.00053400,33184.91000000,17.60694727,3166
1649980800000,2022-04-15 00:00:00,NEO/BTC,0.00051600,0.00053100,0.00051400,0.00052000,38615.45000000,20.16855188,2455
1649894400000,2022-04-14 00:00:00,NEO/BTC,0.00051700,0.00052000,0.00050900,0.00051600,24967.20000000,12.83367975,1698
1649808000000,2022-04-13 00:00:00,NEO/BTC,0.00050800,0.00051800,0.00050600,0.00051700,37259.20000000,19.13159669,2432
1649721600000,2022-04-12 00:00:00,NEO/BTC,0.00049800,0.00051200,0.00049600,0.00050800,27890.14000000,14.05781342,2056
1649635200000,2022-04-11 00:00:00,NEO/BTC,0.00051200,0.00051400,0.00048300,0.00049900,66545.78000000,32.96039253,4320
1649548800000,2022-04-10 00:00:00,NEO/BTC,0.00052700,0.00053000,0.00051100,0.00051200,19939.51000000,10.40441135,1628
1649462400000,2022-04-09 00:00:00,NEO/BTC,0.00051700,0.00053000,0.00051700,0.00052700,20830.83000000,10.90072544,1786
1649376000000,2022-04-08 00:00:00,NEO/BTC,0.00053500,0.00054000,0.00051400,0.00051700,33306.37000000,17.47164841,2953
1649289600000,2022-04-07 00:00:00,NEO/BTC,0.00052000,0.00053600,0.00051800,0.00053600,46345.08000000,24.46612178,3488
1649203200000,2022-04-06 00:00:00,NEO/BTC,0.00056500,0.00056500,0.00051900,0.00052000,75238.88000000,40.34365508,6962
1649116800000,2022-04-05 00:00:00,NEO/BTC,0.00058400,0.00058900,0.00056500,0.00056600,53485.69000000,30.86596886,5830
1649030400000,2022-04-04 00:00:00,NEO/BTC,0.00060400,0.00060400,0.00057400,0.00058400,77857.64000000,45.50163890,7653
1648944000000,2022-04-03 00:00:00,NEO/BTC,0.00060100,0.00062100,0.00058900,0.00060400,40123.16000000,24.13379728,6115
1648857600000,2022-04-02 00:00:00,NEO/BTC,0.00060600,0.00062000,0.00059300,0.00060100,51581.09000000,31.28726683,5760
1648771200000,2022-04-01 00:00:00,NEO/BTC,0.00059200,0.00060900,0.00057800,0.00060500,59156.60000000,35.09966245,8437
1648684800000,2022-03-31 00:00:00,NEO/BTC,0.00060300,0.00062500,0.00058200,0.00059200,97836.89000000,59.12937421,9240
1648598400000,2022-03-30 00:00:00,NEO/BTC,0.00056600,0.00062300,0.00055600,0.00060200,144424.91000000,86.33387984,11123
1648512000000,2022-03-29 00:00:00,NEO/BTC,0.00053800,0.00061200,0.00053800,0.00056600,208975.06000000,121.01909823,14368
1648425600000,2022-03-28 00:00:00,NEO/BTC,0.00055500,0.00057500,0.00053500,0.00053800,68224.44000000,38.03054913,7242
1648339200000,2022-03-27 00:00:00,NEO/BTC,0.00055600,0.00059100,0.00054000,0.00055600,100013.65000000,56.23302746,9002
1648252800000,2022-03-26 00:00:00,NEO/BTC,0.00054600,0.00055600,0.00054400,0.00055600,50653.16000000,27.90169412,3095
1648166400000,2022-03-25 00:00:00,NEO/BTC,0.00055500,0.00057200,0.00053200,0.00054500,77384.13000000,42.79816063,5608
1648080000000,2022-03-24 00:00:00,NEO/BTC,0.00056800,0.00056800,0.00054800,0.00055400,67298.85000000,37.30933006,4769
1647993600000,2022-03-23 00:00:00,NEO/BTC,0.00056400,0.00059500,0.00056400,0.00056800,106333.38000000,61.87323347,8336
1647907200000,2022-03-22 00:00:00,NEO/BTC,0.00055100,0.00056600,0.00054000,0.00056300,72255.54000000,40.12376539,6603
1647820800000,2022-03-21 00:00:00,NEO/BTC,0.00054900,0.00056300,0.00053900,0.00055000,114481.49000000,62.53905436,6738
1647734400000,2022-03-20 00:00:00,NEO/BTC,0.00052300,0.00056800,0.00052100,0.00055000,165976.44000000,91.24046334,10238
1647648000000,2022-03-19 00:00:00,NEO/BTC,0.00050500,0.00052500,0.00050400,0.00052300,30269.19000000,15.52861811,1918
1647561600000,2022-03-18 00:00:00,NEO/BTC,0.00050600,0.00050600,0.00049600,0.00050400,15980.32000000,7.98925454,1089
1647475200000,2022-03-17 00:00:00,NEO/BTC,0.00050200,0.00051600,0.00050100,0.00050500,26783.54000000,13.58920851,1708
1647388800000,2022-03-16 00:00:00,NEO/BTC,0.00049600,0.00050200,0.00048200,0.00050200,52084.88000000,25.60320605,2710
1647302400000,2022-03-15 00:00:00,NEO/BTC,0.00049400,0.00049600,0.00049000,0.00049500,21403.99000000,10.53870831,1046
1647216000000,2022-03-14 00:00:00,NEO/BTC,0.00050400,0.00050400,0.00049000,0.00049300,31717.47000000,15.72378441,1782
1647129600000,2022-03-13 00:00:00,NEO/BTC,0.00051500,0.00052000,0.00050300,0.00050300,25823.74000000,13.16667581,1389
1647043200000,2022-03-12 00:00:00,NEO/BTC,0.00051800,0.00052600,0.00051300,0.00051600,19465.89000000,10.10146921,1101
1646956800000,2022-03-11 00:00:00,NEO/BTC,0.00052500,0.00054400,0.00051600,0.00051800,96115.68000000,50.62475765,4242
1646870400000,2022-03-10 00:00:00,NEO/BTC,0.00050700,0.00052800,0.00050400,0.00052400,67392.91000000,34.75478837,3690
1646784000000,2022-03-09 00:00:00,NEO/BTC,0.00053000,0.00054700,0.00050200,0.00050800,46013.89000000,23.89937381,5363
1646697600000,2022-03-08 00:00:00,NEO/BTC,0.00053400,0.00053700,0.00052300,0.00053000,16480.30000000,8.71752153,4235
1646611200000,2022-03-07 00:00:00,NEO/BTC,0.00053300,0.00053800,0.00052000,0.00053500,24410.76000000,12.91232835,4145
1646524800000,2022-03-06 00:00:00,NEO/BTC,0.00055200,0.00055300,0.00053200,0.00053400,28180.68000000,15.33475674,2326
1646438400000,2022-03-05 00:00:00,NEO/BTC,0.00055000,0.00055900,0.00053400,0.00055200,32041.38000000,17.53755529,4184
1646352000000,2022-03-04 00:00:00,NEO/BTC,0.00055700,0.00055700,0.00054100,0.00054900,36277.62000000,19.87747692,4912
1646265600000,2022-03-03 00:00:00,NEO/BTC,0.00054600,0.00057700,0.00054400,0.00055700,85653.78000000,47.81257543,8797
1646179200000,2022-03-02 00:00:00,NEO/BTC,0.00054500,0.00055600,0.00053000,0.00054500,40018.77000000,21.78086165,4716
1646092800000,2022-03-01 00:00:00,NEO/BTC,0.00053400,0.00057900,0.00053300,0.00054500,170493.45000000,95.03151883,9571
1646006400000,2022-02-28 00:00:00,NEO/BTC,0.00052700,0.00055300,0.00050900,0.00053400,96352.85000000,50.87526340,8556
1645920000000,2022-02-27 00:00:00,NEO/BTC,0.00053700,0.00053700,0.00052000,0.00052800,58548.76000000,30.83694238,5915
1645833600000,2022-02-26 00:00:00,NEO/BTC,0.00054800,0.00055300,0.00053100,0.00053700,58636.89000000,31.74856211,4755
1645747200000,2022-02-25 00:00:00,NEO/BTC,0.00055600,0.00056000,0.00051700,0.00054800,108625.52000000,58.60767026,6652
