https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUTER,Volume BTC
1663459200,2022-09-18 00:00:00,SUTER/BTC,0.0000000392,0.0000000392,0.0000000389,0.0000000389,75337.9265,0.00295070422021
1663372800,2022-09-17 00:00:00,SUTER/BTC,0.0000000382,0.0000000421,0.0000000373,0.0000000389,7518614.1413,0.297339341897
1663286400,2022-09-16 00:00:00,SUTER/BTC,0.0000000431,0.0000000431,0.0000000375,0.0000000383,20993165.7263,0.84301147554382
1663200000,2022-09-15 00:00:00,SUTER/BTC,0.0000000431,0.0000000784,0.0000000419,0.0000000427,76548664.6244,4.19456039964521
1663113600,2022-09-14 00:00:00,SUTER/BTC,0.0000000359,0.0000000525,0.0000000348,0.0000000433,45794192.236,1.98990321355036
1663027200,2022-09-13 00:00:00,SUTER/BTC,0.0000000384,0.0000000459,0.000000032,0.0000000358,15025822.4789,0.59192446233008
1662940800,2022-09-12 00:00:00,SUTER/BTC,0.000000043,0.000000043,0.0000000359,0.0000000389,9295785.6538,0.38453326468639
1662854400,2022-09-11 00:00:00,SUTER/BTC,0.0000000454,0.0000000466,0.000000043,0.000000043,8638238.0718,0.38471289089246
1662768000,2022-09-10 00:00:00,SUTER/BTC,0.0000000474,0.000000065,0.000000044,0.0000000454,33342234.7836,1.72655298092601
1662681600,2022-09-09 00:00:00,SUTER/BTC,0.0000000683,0.0000000713,0.0000000459,0.0000000471,36553290.2868,2.0442433046447
1662595200,2022-09-08 00:00:00,SUTER/BTC,0.0000000554,0.00000011,0.0000000554,0.0000000683,89858610.0387,7.06606497888442
1662508800,2022-09-07 00:00:00,SUTER/BTC,0.0000000302,0.0000001094,0.0000000269,0.0000000548,125327428.34975718,6.0912177435869526
1662422400,2022-09-06 00:00:00,SUTER/BTC,0.0000000222,0.0000000486,0.0000000206,0.0000000305,15744604.7825,0.4901642366032
1662336000,2022-09-05 00:00:00,SUTER/BTC,0.0000000243,0.0000000263,0.0000000203,0.000000022,8470866.309,0.20143124144196
1662249600,2022-09-04 00:00:00,SUTER/BTC,0.0000000249,0.0000000262,0.0000000241,0.0000000258,666109.2015,0.01652489095765
1662163200,2022-09-03 00:00:00,SUTER/BTC,0.0000000241,0.0000000307,0.0000000236,0.0000000263,11115668.1858,0.28805035307593
1662076800,2022-09-02 00:00:00,SUTER/BTC,0.000000024,0.0000000248,0.0000000232,0.0000000244,2890275.8407,0.06920509365066
1661990400,2022-09-01 00:00:00,SUTER/BTC,0.0000000255,0.0000000263,0.0000000233,0.0000000238,1759722.1433,0.04396797558614
1661904000,2022-08-31 00:00:00,SUTER/BTC,0.0000000257,0.0000000268,0.0000000248,0.0000000248,1055454.7502,0.02706417141171
1661817600,2022-08-30 00:00:00,SUTER/BTC,0.0000000253,0.0000000265,0.0000000247,0.0000000255,897551.4223,0.02288780924671
1661731200,2022-08-29 00:00:00,SUTER/BTC,0.0000000265,0.0000000276,0.000000025,0.0000000251,2279470.2052,0.06019885169822
1661644800,2022-08-28 00:00:00,SUTER/BTC,0.0000000262,0.0000000274,0.0000000259,0.0000000271,1117360.3061,0.02963385563056
1661558400,2022-08-27 00:00:00,SUTER/BTC,0.0000000261,0.0000000289,0.0000000261,0.0000000262,24916756.7666,0.67715239965553
1661472000,2022-08-26 00:00:00,SUTER/BTC,0.0000000251,0.0000000268,0.0000000249,0.0000000259,2936503.6752,0.07620865459605
1661385600,2022-08-25 00:00:00,SUTER/BTC,0.0000000267,0.0000000272,0.0000000246,0.0000000251,2247419.1089,0.05751874573629
1661299200,2022-08-24 00:00:00,SUTER/BTC,0.0000000276,0.0000000276,0.000000026,0.0000000265,3248158.1659,0.08595769599641
1661212800,2022-08-23 00:00:00,SUTER/BTC,0.000000027,0.0000000335,0.0000000266,0.000000027,8142221.0584,0.22971885961613
1661126400,2022-08-22 00:00:00,SUTER/BTC,0.0000000262,0.0000000293,0.0000000259,0.0000000273,6566613.8943,0.18026444362468
