https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VXV,Volume USDT
1642464000,2022-01-18 00:00:00,VXV/USDT,3.35,3.7,3.2,3.51,260618.09908598,885782.2706238031
1642377600,2022-01-17 00:00:00,VXV/USDT,3.73,3.82,3.31,3.35,193460.14569327,678130.8729357943
1642291200,2022-01-16 00:00:00,VXV/USDT,3.67,4.05,3.65,3.73,218380.57143955,840261.7781181156
1642204800,2022-01-15 00:00:00,VXV/USDT,3.61,4,3.52,3.66,138227.87193054,511026.1149699538
1642118400,2022-01-14 00:00:00,VXV/USDT,3.67,3.69,3.4,3.6,145059.87006997,512396.1921949149
1642032000,2022-01-13 00:00:00,VXV/USDT,3.6,3.8,3.53,3.66,183371.29400749,672116.4487890986
1641945600,2022-01-12 00:00:00,VXV/USDT,3.75,3.94,3.53,3.6,191035.36461433,715741.5620984253
1641859200,2022-01-11 00:00:00,VXV/USDT,3.54,3.99,3.51,3.75,178685.27473526,658651.884798083
1641772800,2022-01-10 00:00:00,VXV/USDT,3.77,3.81,3.42,3.53,200003.72889794,722905.0668088243
1641686400,2022-01-09 00:00:00,VXV/USDT,3.89,3.96,3.61,3.77,176346.94150688,668377.4993392628
1641600000,2022-01-08 00:00:00,VXV/USDT,3.96,4.09,3.39,3.88,293009.27755475,1115020.6948157877
1641513600,2022-01-07 00:00:00,VXV/USDT,4.2,4.2,3.92,3.96,230894.1430995,937528.5450571501
1641427200,2022-01-06 00:00:00,VXV/USDT,4.38,4.55,4.06,4.2,209718.48550043,888377.1855966546
1641340800,2022-01-05 00:00:00,VXV/USDT,4.73,4.89,4.26,4.37,182449.53919988,838044.0598222378
1641254400,2022-01-04 00:00:00,VXV/USDT,4.95,5.05,4.61,4.73,188183.37734303,908279.0471452823
1641168000,2022-01-03 00:00:00,VXV/USDT,5.11,5.3,4.8,4.95,180230.16225829,911216.5970351
1641081600,2022-01-02 00:00:00,VXV/USDT,5.08,5.49,4.89,5.12,171087.80212245,877649.4083228046
1640995200,2022-01-01 00:00:00,VXV/USDT,4.53,5.09,4.28,5.06,280289.35697045,1283090.0147875099
1640908800,2021-12-31 00:00:00,VXV/USDT,4.86,5,4.5,4.52,258287.42896041,1214646.9010761941
1640822400,2021-12-30 00:00:00,VXV/USDT,5.12,5.31,4.75,4.86,190292.40612183,952457.9610996319
1640736000,2021-12-29 00:00:00,VXV/USDT,5.22,5.49,5.1,5.1,159931.0667008,843389.8213676619
1640649600,2021-12-28 00:00:00,VXV/USDT,6.5,6.68,5.1,5.24,530330.82404422,2990789.5536589871
