https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GST,Volume USDT
1663459200,2022-09-18 00:00:00,GST/USDT,0.0341,0.0341,0.0333,0.0335,21958.1557,736.39311237
1663372800,2022-09-17 00:00:00,GST/USDT,0.0334,0.0368,0.033,0.0341,1454366.7903,49359.49626824
1663286400,2022-09-16 00:00:00,GST/USDT,0.0335,0.0382,0.0328,0.0333,2213819.0179,76040.39117591
1663200000,2022-09-15 00:00:00,GST/USDT,0.0333,0.0345,0.0324,0.0334,1535198.3158,51220.61793148
1663113600,2022-09-14 00:00:00,GST/USDT,0.0334,0.0355,0.0327,0.0333,1099139.3485,37598.05922288
1663027200,2022-09-13 00:00:00,GST/USDT,0.0359,0.0363,0.0333,0.0334,1687452.8406,59472.61632293
1662940800,2022-09-12 00:00:00,GST/USDT,0.0376,0.0387,0.034,0.0359,1468932.4826,53916.66159626
1662854400,2022-09-11 00:00:00,GST/USDT,0.0404,0.0411,0.037,0.0375,2327643.2185,90324.97548372
1662768000,2022-09-10 00:00:00,GST/USDT,0.0359,0.0499,0.0358,0.0404,18386944.8511,782019.02320487
1662681600,2022-09-09 00:00:00,GST/USDT,0.0333,0.041,0.0321,0.0359,3545367.5277,126287.06251084
1662595200,2022-09-08 00:00:00,GST/USDT,0.0336,0.0367,0.0322,0.0332,2137677.9654,71822.16322925
1662508800,2022-09-07 00:00:00,GST/USDT,0.0345,0.035,0.0322,0.0337,2086267.4933,69986.05837326
1662422400,2022-09-06 00:00:00,GST/USDT,0.0358,0.0398,0.0339,0.0345,1416782.2036,50851.29973785
1662336000,2022-09-05 00:00:00,GST/USDT,0.0362,0.037,0.0347,0.036,966198.6673,34792.41453411
1662249600,2022-09-04 00:00:00,GST/USDT,0.037,0.0419,0.0353,0.0363,2249602.9033,82625.20050665
1662163200,2022-09-03 00:00:00,GST/USDT,0.0374,0.0389,0.036,0.0371,2440581.5829,91109.33469786
1662076800,2022-09-02 00:00:00,GST/USDT,0.0348,0.0391,0.0345,0.0373,2665768.1561,98854.09913855
1661990400,2022-09-01 00:00:00,GST/USDT,0.0358,0.0361,0.0338,0.0349,1377469.2951,48656.55081603
1661904000,2022-08-31 00:00:00,GST/USDT,0.0359,0.0373,0.0352,0.0358,1692488.7589,61009.03005764
1661817600,2022-08-30 00:00:00,GST/USDT,0.0391,0.0394,0.0351,0.0358,1385502.3979,51398.7625985
1661731200,2022-08-29 00:00:00,GST/USDT,0.0385,0.0402,0.0367,0.0391,1199274.9609,45807.92660481
1661644800,2022-08-28 00:00:00,GST/USDT,0.0384,0.0403,0.0375,0.0385,1281065.8773,49324.54984972
1661558400,2022-08-27 00:00:00,GST/USDT,0.0402,0.0405,0.0382,0.0384,981537.0282,38537.22791568
1661472000,2022-08-26 00:00:00,GST/USDT,0.0443,0.0444,0.0395,0.0402,1022047.0454,42805.33502511
1661385600,2022-08-25 00:00:00,GST/USDT,0.0443,0.0449,0.0432,0.0444,755505.0437,33379.00652839
1661299200,2022-08-24 00:00:00,GST/USDT,0.0454,0.0472,0.0437,0.0444,1262131.6055,56394.52061469
1661212800,2022-08-23 00:00:00,GST/USDT,0.0452,0.0458,0.0431,0.0453,1670905.0888,73685.41639999
1661126400,2022-08-22 00:00:00,GST/USDT,0.0454,0.0497,0.0435,0.0453,1603132.4334,72420.81641266
1661040000,2022-08-21 00:00:00,GST/USDT,0.045,0.05,0.0422,0.0458,3736871.4927,170483.59578276
1660953600,2022-08-20 00:00:00,GST/USDT,0.048,0.0499,0.0432,0.045,2200700.9977,102360.00357146
1660867200,2022-08-19 00:00:00,GST/USDT,0.0515,0.0557,0.0463,0.0481,3206210.1596,157657.78566013
1660780800,2022-08-18 00:00:00,GST/USDT,0.058,0.0581,0.0504,0.0513,1745760.1327,96782.35130418
1660694400,2022-08-17 00:00:00,GST/USDT,0.0621,0.063,0.0572,0.0578,1450041.3159,86978.88936366
1660608000,2022-08-16 00:00:00,GST/USDT,0.061,0.0628,0.0595,0.0621,2206095.8858,135502.72086771
1660521600,2022-08-15 00:00:00,GST/USDT,0.0597,0.0625,0.0587,0.0608,2847309.793,171910.03122052
1660435200,2022-08-14 00:00:00,GST/USDT,0.0604,0.0614,0.0585,0.0597,1184962.8935,71072.76338501
1660348800,2022-08-13 00:00:00,GST/USDT,0.0604,0.0642,0.059,0.0604,2313652.678,142930.84260361
1660262400,2022-08-12 00:00:00,GST/USDT,0.0592,0.0618,0.0585,0.0602,1826047.4861,109660.74853595
1660176000,2022-08-11 00:00:00,GST/USDT,0.0629,0.0655,0.0583,0.059,2395783.9219,146875.91413847
1660089600,2022-08-10 00:00:00,GST/USDT,0.0585,0.0665,0.0583,0.0626,4835730.3388,295197.24314617
1660003200,2022-08-09 00:00:00,GST/USDT,0.0572,0.0622,0.0555,0.0584,3563419.3877,207887.15055484
1659916800,2022-08-08 00:00:00,GST/USDT,0.0549,0.065,0.0545,0.0572,6822898.9426,401151.27215445
1659830400,2022-08-07 00:00:00,GST/USDT,0.0546,0.056,0.0539,0.0547,1334336.6149,73422.22439498
1659744000,2022-08-06 00:00:00,GST/USDT,0.0553,0.059,0.0534,0.0546,2797025.7173,154666.49672041
1659657600,2022-08-05 00:00:00,GST/USDT,0.0549,0.0567,0.0535,0.0553,3091775.3868,167922.63310906
1659571200,2022-08-04 00:00:00,GST/USDT,0.0557,0.0571,0.054,0.0547,1797095.4005,99650.96578178
1659484800,2022-08-03 00:00:00,GST/USDT,0.0558,0.0571,0.053,0.0559,4333612.2333,241178.51829026
1659398400,2022-08-02 00:00:00,GST/USDT,0.0565,0.0595,0.0543,0.0558,2709747.56310236,152505.208058121452
1659312000,2022-08-01 00:00:00,GST/USDT,0.0593,0.0601,0.0542,0.0565,4408165.9365,253375.72896681
1659225600,2022-07-31 00:00:00,GST/USDT,0.0606,0.0655,0.0587,0.0595,3573628.1698,220454.55488274
1659139200,2022-07-30 00:00:00,GST/USDT,0.0565,0.0647,0.0554,0.0608,5333919.3655,319288.64850448
1659052800,2022-07-29 00:00:00,GST/USDT,0.0618,0.0621,0.055,0.0567,7729390.751,450614.40492411
1658966400,2022-07-28 00:00:00,GST/USDT,0.0517,0.07,0.0508,0.0614,21324802.6347,1278743.07523861
1658880000,2022-07-27 00:00:00,GST/USDT,0.0536,0.0586,0.0487,0.0517,13978268.608,730237.73097803
1658793600,2022-07-26 00:00:00,GST/USDT,0.0595,0.065,0.0526,0.0536,10189444.6656,599414.18209694
