https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GENS,Volume USDT
1663462800,2022-09-18 01:00:00,GENS/USDT,0.002982,0.002982,0.00298,0.00298,3294.0628,9.822399123
1663459200,2022-09-18 00:00:00,GENS/USDT,0.003,0.003034,0.002982,0.002982,57994.198,174.143792772
1663455600,2022-09-17 23:00:00,GENS/USDT,0.00295,0.002999,0.002935,0.002999,261728.6834,773.401515704
1663452000,2022-09-17 22:00:00,GENS/USDT,0.002942,0.003049,0.002935,0.00295,1283127.0562,3780.1423341841
1663448400,2022-09-17 21:00:00,GENS/USDT,0.003073,0.00312,0.00293,0.002942,1263821.8637,3803.1750890138
1663444800,2022-09-17 20:00:00,GENS/USDT,0.003106,0.003171,0.003014,0.003073,1941316.3084,6013.0923600919
1663441200,2022-09-17 19:00:00,GENS/USDT,0.003094,0.003211,0.003002,0.003106,3664846.4329,11404.6997595541
1663437600,2022-09-17 18:00:00,GENS/USDT,0.00288,0.003194,0.00285,0.003094,6076914.6116,18267.9601116167
1663434000,2022-09-17 17:00:00,GENS/USDT,0.002789,0.003217,0.00276,0.002881,6625369.3513,19924.884819745
1663430400,2022-09-17 16:00:00,GENS/USDT,0.002674,0.002828,0.002674,0.00279,885013.693,2468.5406355574
1663426800,2022-09-17 15:00:00,GENS/USDT,0.002696,0.002712,0.002675,0.002712,142215.9026,382.6229961104
1663423200,2022-09-17 14:00:00,GENS/USDT,0.002706,0.002757,0.002696,0.002696,70140.9065,191.2529355218
1663419600,2022-09-17 13:00:00,GENS/USDT,0.002695,0.002706,0.002695,0.002695,157642.5133,424.8881114276
1663416000,2022-09-17 12:00:00,GENS/USDT,0.002686,0.002696,0.002686,0.002695,88167.1342,237.5794750543
1663412400,2022-09-17 11:00:00,GENS/USDT,0.002659,0.002662,0.002659,0.00266,32787.622,87.2106228261
1663408800,2022-09-17 10:00:00,GENS/USDT,0.002659,0.002659,0.002659,0.002659,65921.9999,175.2865977341
1663405200,2022-09-17 09:00:00,GENS/USDT,0.002698,0.002794,0.002579,0.002658,1702835.8835,4615.6636876322
1663401600,2022-09-17 08:00:00,GENS/USDT,0.00269,0.002765,0.002663,0.002698,1587891.1584,4241.5231467123
1663398000,2022-09-17 07:00:00,GENS/USDT,0.002742,0.002747,0.002666,0.002723,70588.265,190.0724629262
1663394400,2022-09-17 06:00:00,GENS/USDT,0.002632,0.002787,0.002632,0.00274,1088625.443,2980.3871472889
1663390800,2022-09-17 05:00:00,GENS/USDT,0.00266,0.002665,0.002632,0.002632,31008.3021,82.0691816865
1663387200,2022-09-17 04:00:00,GENS/USDT,0.002631,0.002664,0.002605,0.00266,60030.7851,158.1723264278
1663383600,2022-09-17 03:00:00,GENS/USDT,0.002656,0.002656,0.002603,0.002631,289871.0795,757.1057666111
1663380000,2022-09-17 02:00:00,GENS/USDT,0.002732,0.002732,0.002622,0.002622,171211.6239,457.9717475256
1663376400,2022-09-17 01:00:00,GENS/USDT,0.002641,0.002787,0.002632,0.002741,352728.68,953.6885267864
1663372800,2022-09-17 00:00:00,GENS/USDT,0.002678,0.002678,0.002678,0.002678,7943.8667,21.2736750226
1663369200,2022-09-16 23:00:00,GENS/USDT,0.002594,0.002678,0.002594,0.002678,99500.6277,264.5720887059
1663365600,2022-09-16 22:00:00,GENS/USDT,0.002596,0.002649,0.002594,0.002594,50980.5161,133.8140187967
1663362000,2022-09-16 21:00:00,GENS/USDT,0.002604,0.002632,0.002557,0.002596,77600.5397,199.2243449724
1663358400,2022-09-16 20:00:00,GENS/USDT,0.002683,0.002683,0.002577,0.002631,242848.3292,632.0699886539
1663354800,2022-09-16 19:00:00,GENS/USDT,0.002599,0.002683,0.002599,0.002683,233656.5432,615.7475810579
1663351200,2022-09-16 18:00:00,GENS/USDT,0.002523,0.002604,0.002515,0.002562,182372.0928,467.6637934716
1663347600,2022-09-16 17:00:00,GENS/USDT,0.002658,0.002658,0.002506,0.00255,783009.6511,2003.1446426703
1663344000,2022-09-16 16:00:00,GENS/USDT,0.002712,0.002723,0.002659,0.002659,19593.2512,52.5608585683
1663340400,2022-09-16 15:00:00,GENS/USDT,0.002652,0.002722,0.0026,0.002684,1204289.3299,3238.7584525127
1663336800,2022-09-16 14:00:00,GENS/USDT,0.002684,0.00276,0.0025,0.002606,3764864.1625,9724.2572112075
1663333200,2022-09-16 13:00:00,GENS/USDT,0.002699,0.002793,0.002684,0.002684,574684.6523,1585.8932639106
1663329600,2022-09-16 12:00:00,GENS/USDT,0.002664,0.00276,0.002653,0.002699,450624.7347,1213.2406925914
1663326000,2022-09-16 11:00:00,GENS/USDT,0.0027,0.002708,0.002631,0.002659,363421.0847,979.6792292014
1663322400,2022-09-16 10:00:00,GENS/USDT,0.002673,0.002749,0.002521,0.002706,3735690.428,9755.7268090528
1663318800,2022-09-16 09:00:00,GENS/USDT,0.00277,0.00277,0.002644,0.002685,758873.3132,2047.4500968664
1663315200,2022-09-16 08:00:00,GENS/USDT,0.002785,0.002807,0.002756,0.002807,20951.4351,58.5270094819
1663311600,2022-09-16 07:00:00,GENS/USDT,0.002739,0.002788,0.00271,0.002749,470719.4422,1278.4206256715
1663308000,2022-09-16 06:00:00,GENS/USDT,0.002744,0.002744,0.00271,0.00271,1319552.2916,3616.4986143217
1663304400,2022-09-16 05:00:00,GENS/USDT,0.002788,0.002788,0.002743,0.002744,395374.4642,1085.612752598
1663300800,2022-09-16 04:00:00,GENS/USDT,0.002789,0.002792,0.002788,0.00279,360780.6861,1007.2906194486
1663297200,2022-09-16 03:00:00,GENS/USDT,0.00279,0.002792,0.00279,0.002792,589827.7276,1645.9951708396
1663293600,2022-09-16 02:00:00,GENS/USDT,0.002831,0.002832,0.00279,0.002792,71891.5107,201.2713932721
1663290000,2022-09-16 01:00:00,GENS/USDT,0.002824,0.002875,0.002795,0.002838,76165.7115,216.2770343504
1663286400,2022-09-16 00:00:00,GENS/USDT,0.002846,0.002891,0.002796,0.002824,122158.9495,350.4348762342
1663282800,2022-09-15 23:00:00,GENS/USDT,0.002793,0.002874,0.002793,0.002847,104085.4187,296.8613949287
1663279200,2022-09-15 22:00:00,GENS/USDT,0.002856,0.00289,0.00279,0.00279,274054.237,770.6586269781
1663275600,2022-09-15 21:00:00,GENS/USDT,0.002848,0.002856,0.002798,0.002856,149885.3678,422.6140137636
1663272000,2022-09-15 20:00:00,GENS/USDT,0.002839,0.002888,0.002797,0.002848,241781.9102,687.230466052
