https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTL,Volume USDT
1663387200,2022-09-17 04:00:00,MTL/USDT,1.1695,1.1755,1.1695,1.1728,19.18296844,22.52343115496
1663383600,2022-09-17 03:00:00,MTL/USDT,1.1686,1.1695,1.1664,1.1684,1500.93185597,1752.721487558542
1663380000,2022-09-17 02:00:00,MTL/USDT,1.174,1.1755,1.168,1.168,307.18720397,358.911120245556
1663376400,2022-09-17 01:00:00,MTL/USDT,1.1742,1.1765,1.1726,1.1745,25.38025224,29.815899386026
1663372800,2022-09-17 00:00:00,MTL/USDT,1.1734,1.178,1.168,1.1757,1843.40055793,2155.07437390774
1663369200,2022-09-16 23:00:00,MTL/USDT,1.1664,1.1724,1.1615,1.1724,132.1261303,154.057036666097
1663365600,2022-09-16 22:00:00,MTL/USDT,1.1714,1.1726,1.1671,1.1726,81.66657586,95.500620061893
1663362000,2022-09-16 21:00:00,MTL/USDT,1.1711,1.1745,1.1674,1.169,102.52639819,119.919652257661
1663358400,2022-09-16 20:00:00,MTL/USDT,1.1675,1.1736,1.167,1.1736,63.29655292,73.950571056031
1663354800,2022-09-16 19:00:00,MTL/USDT,1.1628,1.17,1.1628,1.17,59.95511797,69.910872296784
1663351200,2022-09-16 18:00:00,MTL/USDT,1.1604,1.1678,1.1524,1.1615,652.33400224,758.840045064752
1663347600,2022-09-16 17:00:00,MTL/USDT,1.1494,1.1608,1.1384,1.1595,2893.8390613,3311.478100981005
1663344000,2022-09-16 16:00:00,MTL/USDT,1.1631,1.1631,1.1427,1.1483,2024.67464491,2321.535789274429
1663340400,2022-09-16 15:00:00,MTL/USDT,1.1686,1.1748,1.1627,1.1627,254.58126009,297.599921277379
1663336800,2022-09-16 14:00:00,MTL/USDT,1.1586,1.1767,1.1586,1.1767,1298.35058327,1516.368308798231
1663333200,2022-09-16 13:00:00,MTL/USDT,1.1756,1.1827,1.1512,1.1565,1849.85360768,2162.621703317383
1663329600,2022-09-16 12:00:00,MTL/USDT,1.1713,1.1841,1.164,1.1769,7205.39432767,8470.454978028336
1663326000,2022-09-16 11:00:00,MTL/USDT,1.1355,1.2074,1.1355,1.172,25681.7699375,30255.912827673717
1663322400,2022-09-16 10:00:00,MTL/USDT,1.1339,1.136,1.13,1.136,8.8801,10.07415412
1663318800,2022-09-16 09:00:00,MTL/USDT,1.1244,1.1334,1.1244,1.1334,73.72313756,83.450110475
1663315200,2022-09-16 08:00:00,MTL/USDT,1.1292,1.1292,1.1157,1.122,749.14447591,838.806687636232
1663311600,2022-09-16 07:00:00,MTL/USDT,1.1339,1.135,1.1289,1.1289,15.3594,17.37512448
1663308000,2022-09-16 06:00:00,MTL/USDT,1.1326,1.1342,1.1302,1.1314,497.0942,563.19618153
1663304400,2022-09-16 05:00:00,MTL/USDT,1.1348,1.1377,1.1324,1.1324,222.7929,253.10162371
1663300800,2022-09-16 04:00:00,MTL/USDT,1.1314,1.14,1.1295,1.137,3487.539,3970.11166643
1663297200,2022-09-16 03:00:00,MTL/USDT,1.1281,1.1309,1.1254,1.1309,119.9646,135.21754235
1663293600,2022-09-16 02:00:00,MTL/USDT,1.1238,1.1281,1.116,1.128,171.4947,192.93552566
1663290000,2022-09-16 01:00:00,MTL/USDT,1.1319,1.1329,1.1244,1.1244,37.9234927,42.856300388227
1663286400,2022-09-16 00:00:00,MTL/USDT,1.125,1.1314,1.114,1.1314,350.7694,393.30858128
1663282800,2022-09-15 23:00:00,MTL/USDT,1.1266,1.1267,1.1223,1.1256,208.1153,234.34938716
1663279200,2022-09-15 22:00:00,MTL/USDT,1.1317,1.132,1.1224,1.129,361.74446022,408.595345604082
1663275600,2022-09-15 21:00:00,MTL/USDT,1.1328,1.1331,1.1281,1.1286,1271.6523,1440.21181659
1663272000,2022-09-15 20:00:00,MTL/USDT,1.1342,1.1358,1.1281,1.1358,190.32298935,214.93964801189
1663268400,2022-09-15 19:00:00,MTL/USDT,1.1283,1.13,1.1257,1.13,17.37239541,19.606518998447
1663264800,2022-09-15 18:00:00,MTL/USDT,1.1302,1.1351,1.1261,1.1274,564.8089,637.68573938
1663261200,2022-09-15 17:00:00,MTL/USDT,1.1339,1.1378,1.1311,1.1311,603.6783,686.23623373
1663257600,2022-09-15 16:00:00,MTL/USDT,1.1266,1.1324,1.1266,1.1286,24.00674057,27.135055533475
1663254000,2022-09-15 15:00:00,MTL/USDT,1.1177,1.1278,1.1141,1.1237,642.75778428,720.673786100984
1663250400,2022-09-15 14:00:00,MTL/USDT,1.1487,1.1489,1.1189,1.1232,1290.66885966,1458.90034709446
1663246800,2022-09-15 13:00:00,MTL/USDT,1.1445,1.1458,1.1342,1.1457,219.03160902,250.449380851526
1663243200,2022-09-15 12:00:00,MTL/USDT,1.1458,1.1534,1.1427,1.1454,629.72262431,723.838893754667
1663239600,2022-09-15 11:00:00,MTL/USDT,1.1387,1.1454,1.1369,1.1454,99.3459329,113.669799028636
1663236000,2022-09-15 10:00:00,MTL/USDT,1.145,1.1479,1.1366,1.1394,66.00980134,75.45583803633
1663232400,2022-09-15 09:00:00,MTL/USDT,1.1514,1.1522,1.1384,1.1445,684.77093087,782.751449267956
1663228800,2022-09-15 08:00:00,MTL/USDT,1.1587,1.1599,1.1454,1.1501,1172.43945838,1353.092703691775
1663225200,2022-09-15 07:00:00,MTL/USDT,1.1586,1.1723,1.1562,1.1612,3752.97444547,4343.263903193009
1663221600,2022-09-15 06:00:00,MTL/USDT,1.1477,1.165,1.1299,1.1569,1406.82279058,1613.293887100011
1663218000,2022-09-15 05:00:00,MTL/USDT,1.1445,1.15,1.1384,1.15,126.4245346,144.688216240017
1663214400,2022-09-15 04:00:00,MTL/USDT,1.1433,1.1443,1.1355,1.1416,103.52997383,118.261352023561
1663210800,2022-09-15 03:00:00,MTL/USDT,1.145,1.1486,1.1287,1.1477,1508.29157635,1726.104540413215
1663207200,2022-09-15 02:00:00,MTL/USDT,1.1525,1.1534,1.1349,1.1445,672.04613237,767.252283977658
1663203600,2022-09-15 01:00:00,MTL/USDT,1.1572,1.1587,1.148,1.1587,962.70687058,1107.476451589941
1663200000,2022-09-15 00:00:00,MTL/USDT,1.1665,1.1682,1.1536,1.1572,902.5743778,1048.43694952594
1663196400,2022-09-14 23:00:00,MTL/USDT,1.1696,1.1737,1.1664,1.1686,11.32876181,13.240644728079
1663192800,2022-09-14 22:00:00,MTL/USDT,1.1734,1.1783,1.1683,1.1754,43.9553994,51.562286937323
1663189200,2022-09-14 21:00:00,MTL/USDT,1.168,1.175,1.1624,1.175,119.06765951,139.023975878568
1663185600,2022-09-14 20:00:00,MTL/USDT,1.1709,1.1709,1.1639,1.1676,129.85301432,151.576564951204
1663182000,2022-09-14 19:00:00,MTL/USDT,1.1677,1.1677,1.1603,1.1658,404.22243487,471.401399326777
1663178400,2022-09-14 18:00:00,MTL/USDT,1.1592,1.17,1.14,1.1684,2360.45996646,2728.653047540199
1663174800,2022-09-14 17:00:00,MTL/USDT,1.1629,1.1658,1.1585,1.1606,819.88479214,953.028020788867
1663171200,2022-09-14 16:00:00,MTL/USDT,1.1569,1.1687,1.1517,1.1569,5363.3283893,6241.964077434287
1663167600,2022-09-14 15:00:00,MTL/USDT,1.1562,1.1608,1.1554,1.1571,869.97494894,1007.44914861252
1663164000,2022-09-14 14:00:00,MTL/USDT,1.1591,1.1624,1.1475,1.16,418.90749145,483.360929813219
1663160400,2022-09-14 13:00:00,MTL/USDT,1.1572,1.1625,1.1475,1.1584,575.44164874,663.930309789592
1663156800,2022-09-14 12:00:00,MTL/USDT,1.1543,1.167,1.142,1.1597,1888.06586464,2185.098427316987
1663153200,2022-09-14 11:00:00,MTL/USDT,1.1636,1.1636,1.1475,1.1479,164.306,189.51357529
1663149600,2022-09-14 10:00:00,MTL/USDT,1.1636,1.1709,1.1636,1.1677,385.34378038,450.872479019016
1663146000,2022-09-14 09:00:00,MTL/USDT,1.155,1.17,1.1539,1.168,544.04068018,631.465136312314
1663142400,2022-09-14 08:00:00,MTL/USDT,1.1431,1.1577,1.1404,1.1544,306.47605248,351.930213028816
1663138800,2022-09-14 07:00:00,MTL/USDT,1.1594,1.1594,1.138,1.1438,1112.7143,1271.90363941
1663135200,2022-09-14 06:00:00,MTL/USDT,1.16,1.16,1.1524,1.1524,673.5051,780.61395417
1663131600,2022-09-14 05:00:00,MTL/USDT,1.1634,1.164,1.1619,1.1627,78.15629382,90.874446055016
1663128000,2022-09-14 04:00:00,MTL/USDT,1.1594,1.1647,1.1585,1.1631,142.87518432,166.017346912318
1663124400,2022-09-14 03:00:00,MTL/USDT,1.1632,1.1664,1.1631,1.1664,436.19794997,507.620345965074
1663120800,2022-09-14 02:00:00,MTL/USDT,1.1628,1.1664,1.1594,1.1635,3739.8795,4349.68431984
1663117200,2022-09-14 01:00:00,MTL/USDT,1.1594,1.1641,1.1594,1.1614,210.1759,244.04694897
1663113600,2022-09-14 00:00:00,MTL/USDT,1.1481,1.1614,1.145,1.1571,1480.3156,1707.86174409
1663110000,2022-09-13 23:00:00,MTL/USDT,1.155,1.1553,1.148,1.1532,526.6868255,607.10122423995
1663106400,2022-09-13 22:00:00,MTL/USDT,1.1637,1.1637,1.1512,1.1598,3070.79390358,3547.706805461724
1663102800,2022-09-13 21:00:00,MTL/USDT,1.1641,1.1697,1.1524,1.1612,896.83931444,1045.444084843313
1663099200,2022-09-13 20:00:00,MTL/USDT,1.1698,1.176,1.1664,1.1664,853.36627083,1000.439444785258
1663095600,2022-09-13 19:00:00,MTL/USDT,1.165,1.1709,1.1498,1.1684,738.11545175,857.302081840662
1663092000,2022-09-13 18:00:00,MTL/USDT,1.1788,1.1793,1.1627,1.1657,666.8699,781.18028807
1663088400,2022-09-13 17:00:00,MTL/USDT,1.1788,1.1874,1.1782,1.1804,93.29540995,110.276319410543
1663084800,2022-09-13 16:00:00,MTL/USDT,1.1737,1.1855,1.1734,1.1855,1496.96568953,1767.660670095293
1663081200,2022-09-13 15:00:00,MTL/USDT,1.1724,1.1774,1.1686,1.1753,1183.2182,1388.83103865
1663077600,2022-09-13 14:00:00,MTL/USDT,1.1801,1.1874,1.1682,1.1759,2450.58077846,2888.01485698435
1663074000,2022-09-13 13:00:00,MTL/USDT,1.1875,1.1944,1.1804,1.1804,3898.0357,4626.90813152
1663070400,2022-09-13 12:00:00,MTL/USDT,1.2606,1.2627,1.1803,1.1939,28873.76727821,35127.370077188789
1663066800,2022-09-13 11:00:00,MTL/USDT,1.2625,1.2661,1.2511,1.2518,104.2751,130.65461077
1663063200,2022-09-13 10:00:00,MTL/USDT,1.2605,1.2644,1.2563,1.2612,275.948,347.7207178
1663059600,2022-09-13 09:00:00,MTL/USDT,1.2667,1.274,1.2587,1.2638,1117.06992559,1415.559148864182
1663056000,2022-09-13 08:00:00,MTL/USDT,1.2755,1.28,1.2644,1.2658,1669.79699676,2133.565778507251
1663052400,2022-09-13 07:00:00,MTL/USDT,1.271,1.278,1.2636,1.2754,3773.14729656,4800.183912656704
1663048800,2022-09-13 06:00:00,MTL/USDT,1.2552,1.2731,1.2527,1.2719,2344.0684,2962.63306866
1663045200,2022-09-13 05:00:00,MTL/USDT,1.2504,1.2547,1.2504,1.2547,102.76743306,128.912381230956
1663041600,2022-09-13 04:00:00,MTL/USDT,1.252,1.259,1.2434,1.2434,1534.7991225,1916.31856712075
1663038000,2022-09-13 03:00:00,MTL/USDT,1.2449,1.2519,1.2407,1.2519,345.30990969,430.442153389515
1663034400,2022-09-13 02:00:00,MTL/USDT,1.2387,1.2447,1.2312,1.2447,650.41068111,804.748189115578
1663030800,2022-09-13 01:00:00,MTL/USDT,1.2539,1.2586,1.2294,1.2405,2734.17805201,3384.178934227289
1663027200,2022-09-13 00:00:00,MTL/USDT,1.28,1.28,1.2434,1.2518,1443.05455269,1821.802234576108
1663023600,2022-09-12 23:00:00,MTL/USDT,1.2667,1.2787,1.2642,1.277,1319.84746414,1681.620293818558
1663020000,2022-09-12 22:00:00,MTL/USDT,1.2696,1.2767,1.2617,1.2671,1745.33951666,2220.251171484848
1663016400,2022-09-12 21:00:00,MTL/USDT,1.28,1.28,1.27,1.27,320.86317593,408.415543205367
1663012800,2022-09-12 20:00:00,MTL/USDT,1.2776,1.29,1.2747,1.2784,1716.65417833,2205.851855918384
1663009200,2022-09-12 19:00:00,MTL/USDT,1.2767,1.2772,1.27,1.2772,1134.20075718,1444.272907187372
1663005600,2022-09-12 18:00:00,MTL/USDT,1.264,1.2765,1.264,1.2735,555.15900841,705.363523415365
1663002000,2022-09-12 17:00:00,MTL/USDT,1.2576,1.2682,1.2569,1.2661,1909.2106,2401.36803208
1662998400,2022-09-12 16:00:00,MTL/USDT,1.2615,1.2644,1.2374,1.2612,1683.4306,2104.79392017
1662994800,2022-09-12 15:00:00,MTL/USDT,1.2746,1.2764,1.2538,1.2575,1164.80173657,1480.156118047948
1662991200,2022-09-12 14:00:00,MTL/USDT,1.3052,1.308,1.2747,1.2752,10918.95838096,14137.705133942689
1662987600,2022-09-12 13:00:00,MTL/USDT,1.2851,1.3046,1.2802,1.3046,2705.23409992,3505.089756703945
1662984000,2022-09-12 12:00:00,MTL/USDT,1.2787,1.2872,1.2736,1.2872,211.1548,269.02503203
1662980400,2022-09-12 11:00:00,MTL/USDT,1.2786,1.2879,1.2786,1.2797,1113.95214796,1430.095323437684
1662976800,2022-09-12 10:00:00,MTL/USDT,1.2674,1.2854,1.2617,1.2789,677.4928,860.46153061
1662973200,2022-09-12 09:00:00,MTL/USDT,1.2693,1.2737,1.2663,1.2705,789.40507616,1001.22788553472
1662969600,2022-09-12 08:00:00,MTL/USDT,1.2765,1.2797,1.2657,1.2693,1850.95335024,2357.609373617092
1662966000,2022-09-12 07:00:00,MTL/USDT,1.2707,1.2808,1.2644,1.2808,2248.6853,2857.0439972
1662962400,2022-09-12 06:00:00,MTL/USDT,1.2657,1.2744,1.259,1.2734,2296.9137,2912.69818742
1662958800,2022-09-12 05:00:00,MTL/USDT,1.2661,1.2818,1.2568,1.2748,5899.1042,7510.45800221
1662955200,2022-09-12 04:00:00,MTL/USDT,1.2473,1.2644,1.2468,1.2644,525.9973,661.36754172
1662951600,2022-09-12 03:00:00,MTL/USDT,1.2443,1.253,1.228,1.2493,2565.08827714,3185.950233538736
1662948000,2022-09-12 02:00:00,MTL/USDT,1.2563,1.2568,1.2338,1.2427,904.6251,1122.8992916
1662944400,2022-09-12 01:00:00,MTL/USDT,1.2364,1.2607,1.2252,1.2569,1019.5611,1269.2870035
1662940800,2022-09-12 00:00:00,MTL/USDT,1.248,1.2685,1.2365,1.2365,3641.7506,4584.79304342
1662937200,2022-09-11 23:00:00,MTL/USDT,1.2379,1.2527,1.2362,1.2517,1510.70989822,1882.402555551195
1662933600,2022-09-11 22:00:00,MTL/USDT,1.2328,1.2476,1.2328,1.2396,1853.2974,2302.66380249
1662930000,2022-09-11 21:00:00,MTL/USDT,1.2428,1.2442,1.225,1.2262,1132.5858,1402.43581101
1662926400,2022-09-11 20:00:00,MTL/USDT,1.2503,1.2504,1.235,1.2455,2365.4684,2934.4771743
1662922800,2022-09-11 19:00:00,MTL/USDT,1.2486,1.2526,1.2472,1.25,180.2201,225.47316842
1662919200,2022-09-11 18:00:00,MTL/USDT,1.2497,1.2685,1.244,1.2489,2036.87159162,2560.714169083973
1662915600,2022-09-11 17:00:00,MTL/USDT,1.2525,1.2577,1.2454,1.2485,1750.58904411,2189.601413129719
1662912000,2022-09-11 16:00:00,MTL/USDT,1.2434,1.262,1.2434,1.2516,2306.12691884,2892.884146088312
1662908400,2022-09-11 15:00:00,MTL/USDT,1.2419,1.2455,1.2335,1.2373,2117.56356586,2624.725137586184
1662904800,2022-09-11 14:00:00,MTL/USDT,1.2406,1.2498,1.235,1.2447,4980.1733,6215.6732363
1662901200,2022-09-11 13:00:00,MTL/USDT,1.2517,1.3,1.232,1.2426,22557.70034683,28484.080512249991
1662897600,2022-09-11 12:00:00,MTL/USDT,1.2296,1.2507,1.2257,1.2507,2681.82235268,3337.514203916876
1662894000,2022-09-11 11:00:00,MTL/USDT,1.225,1.2305,1.2248,1.23,2177.2575,2672.45385511
1662890400,2022-09-11 10:00:00,MTL/USDT,1.2163,1.2229,1.2161,1.2209,280.65079668,342.244092362818
1662886800,2022-09-11 09:00:00,MTL/USDT,1.2229,1.2237,1.2136,1.2154,119.6893,146.14083961
1662883200,2022-09-11 08:00:00,MTL/USDT,1.2173,1.2224,1.2171,1.2224,279.5404,341.11334261
1662879600,2022-09-11 07:00:00,MTL/USDT,1.2083,1.2163,1.2083,1.2163,39.1977,47.57369098
1662876000,2022-09-11 06:00:00,MTL/USDT,1.212,1.2136,1.1983,1.2095,590.30652501,710.508697349535
1662872400,2022-09-11 05:00:00,MTL/USDT,1.2141,1.2186,1.211,1.2117,5.20307886,6.305071068796
1662868800,2022-09-11 04:00:00,MTL/USDT,1.216,1.2199,1.2142,1.2197,144.4678,176.17738824
1662865200,2022-09-11 03:00:00,MTL/USDT,1.2168,1.2168,1.2152,1.2152,0.961599,1.1694142038
1662861600,2022-09-11 02:00:00,MTL/USDT,1.2188,1.2188,1.211,1.211,390.2104,474.55293936
1662858000,2022-09-11 01:00:00,MTL/USDT,1.2268,1.2268,1.2192,1.2192,283.9486,347.15326944
1662854400,2022-09-11 00:00:00,MTL/USDT,1.2284,1.2317,1.2205,1.2208,531.93818601,652.399648038517
1662850800,2022-09-10 23:00:00,MTL/USDT,1.2267,1.2267,1.2227,1.2227,2.7783,3.40631281
1662847200,2022-09-10 22:00:00,MTL/USDT,1.2186,1.2283,1.2186,1.2283,165.4824,202.00385466
1662843600,2022-09-10 21:00:00,MTL/USDT,1.2154,1.2229,1.2139,1.2152,650.208,792.70970555
1662840000,2022-09-10 20:00:00,MTL/USDT,1.2202,1.2202,1.2076,1.2076,1390.7672,1686.24623937
1662836400,2022-09-10 19:00:00,MTL/USDT,1.2245,1.2247,1.2209,1.2231,144.1341,176.49931079
1662832800,2022-09-10 18:00:00,MTL/USDT,1.2192,1.2264,1.2192,1.2257,888.0458,1087.67229511
1662829200,2022-09-10 17:00:00,MTL/USDT,1.2106,1.2178,1.2106,1.2169,53.68470259,65.306651519857
1662825600,2022-09-10 16:00:00,MTL/USDT,1.2106,1.2182,1.2068,1.214,294.7841995,357.0342837847
1662822000,2022-09-10 15:00:00,MTL/USDT,1.2086,1.2154,1.2084,1.2084,1528.7098,1848.46194152
1662818400,2022-09-10 14:00:00,MTL/USDT,1.2085,1.2123,1.2069,1.2111,541.8426,655.87876346
1662814800,2022-09-10 13:00:00,MTL/USDT,1.2193,1.2215,1.2084,1.2086,557.5557,677.64261858
1662811200,2022-09-10 12:00:00,MTL/USDT,1.2224,1.2229,1.2102,1.2192,759.5127,922.36322079
1662807600,2022-09-10 11:00:00,MTL/USDT,1.2177,1.2229,1.2152,1.2178,710.3204,866.00761759
1662804000,2022-09-10 10:00:00,MTL/USDT,1.2208,1.2209,1.2084,1.2166,1006.2869,1223.42373014
1662800400,2022-09-10 09:00:00,MTL/USDT,1.2191,1.2277,1.2191,1.2253,147.1019634,179.76682921402
1662796800,2022-09-10 08:00:00,MTL/USDT,1.2236,1.2313,1.2176,1.2181,308.2704,378.20464409
1662793200,2022-09-10 07:00:00,MTL/USDT,1.2341,1.2341,1.2166,1.2195,1169.49488721,1427.684163815861
1662789600,2022-09-10 06:00:00,MTL/USDT,1.2152,1.2424,1.2152,1.2325,1645.405,2032.16272032
1662786000,2022-09-10 05:00:00,MTL/USDT,1.2154,1.2213,1.2154,1.2183,24.30098091,29.632221185383
1662782400,2022-09-10 04:00:00,MTL/USDT,1.2237,1.2305,1.2063,1.2115,1479.1360662,1806.43588356894
1662778800,2022-09-10 03:00:00,MTL/USDT,1.2269,1.2303,1.22,1.2208,71.12488466,86.975089737198
1662775200,2022-09-10 02:00:00,MTL/USDT,1.229,1.229,1.2224,1.2287,123.38292641,151.312742652069
1662771600,2022-09-10 01:00:00,MTL/USDT,1.2346,1.2406,1.2294,1.2307,363.45789714,448.25263102684
1662768000,2022-09-10 00:00:00,MTL/USDT,1.2319,1.2364,1.2224,1.2335,717.05986502,881.394521726752
1662764400,2022-09-09 23:00:00,MTL/USDT,1.2224,1.2364,1.2173,1.2306,1638.95761963,2010.813439642752
1662760800,2022-09-09 22:00:00,MTL/USDT,1.229,1.2294,1.2223,1.2247,849.06385226,1039.607664297566
1662757200,2022-09-09 21:00:00,MTL/USDT,1.2286,1.2386,1.2258,1.2294,5507.93027843,6800.43185922198
1662753600,2022-09-09 20:00:00,MTL/USDT,1.2238,1.2295,1.2238,1.2276,417.17150928,510.782288525025
1662750000,2022-09-09 19:00:00,MTL/USDT,1.2187,1.2259,1.217,1.2238,4979.98006884,6079.853292949465
1662746400,2022-09-09 18:00:00,MTL/USDT,1.2082,1.2187,1.208,1.2174,568.73580797,690.067505479624
1662742800,2022-09-09 17:00:00,MTL/USDT,1.2236,1.2258,1.2084,1.2135,295.93049724,360.60563512339
1662739200,2022-09-09 16:00:00,MTL/USDT,1.2154,1.225,1.2083,1.225,721.88414398,876.97128874192
1662735600,2022-09-09 15:00:00,MTL/USDT,1.2277,1.2305,1.2169,1.2201,5184.72712044,6339.832655887502
1662732000,2022-09-09 14:00:00,MTL/USDT,1.2253,1.2277,1.2217,1.2277,135.96305525,166.841767892226
1662728400,2022-09-09 13:00:00,MTL/USDT,1.2229,1.2229,1.2131,1.2229,934.01532871,1136.567881184286
1662724800,2022-09-09 12:00:00,MTL/USDT,1.2246,1.2375,1.2246,1.2284,529.05852548,651.961113174812
1662721200,2022-09-09 11:00:00,MTL/USDT,1.2274,1.2294,1.22,1.2245,505.63485404,619.334276406277
1662717600,2022-09-09 10:00:00,MTL/USDT,1.2287,1.2313,1.2222,1.2274,1241.52941205,1521.227044326215
1662714000,2022-09-09 09:00:00,MTL/USDT,1.2227,1.231,1.2152,1.2289,216.97793838,265.93349315927
1662710400,2022-09-09 08:00:00,MTL/USDT,1.2175,1.2253,1.2175,1.2219,44.32039986,54.06348899688
1662706800,2022-09-09 07:00:00,MTL/USDT,1.2204,1.2204,1.211,1.2176,641.24161915,779.506514938049
1662703200,2022-09-09 06:00:00,MTL/USDT,1.2133,1.2245,1.2107,1.2195,4686.0688195,5686.4645281842
1662699600,2022-09-09 05:00:00,MTL/USDT,1.2185,1.2244,1.2145,1.2167,555.8814,678.24712961
1662696000,2022-09-09 04:00:00,MTL/USDT,1.204,1.2196,1.204,1.2196,1983.29931547,2402.81033067577
1662692400,2022-09-09 03:00:00,MTL/USDT,1.1929,1.2036,1.1895,1.2036,856.22294498,1022.502929665344
1662688800,2022-09-09 02:00:00,MTL/USDT,1.1916,1.1985,1.1891,1.1924,207.25010616,247.396793836072
1662685200,2022-09-09 01:00:00,MTL/USDT,1.1993,1.2026,1.1911,1.1916,1565.48660934,1870.400593786359
1662681600,2022-09-09 00:00:00,MTL/USDT,1.1907,1.1997,1.1875,1.1974,550.9343474,658.635043689783
1662678000,2022-09-08 23:00:00,MTL/USDT,1.1862,1.1906,1.1855,1.1902,606.1081992,720.304246165335
1662674400,2022-09-08 22:00:00,MTL/USDT,1.1846,1.1862,1.1799,1.1862,548.91027607,649.228916153579
1662670800,2022-09-08 21:00:00,MTL/USDT,1.1804,1.1823,1.1767,1.1823,351.23177343,413.906503006289
1662667200,2022-09-08 20:00:00,MTL/USDT,1.1889,1.1902,1.1835,1.1835,355.82446602,422.16971631785
1662663600,2022-09-08 19:00:00,MTL/USDT,1.1804,1.19,1.1804,1.19,14.4451,17.16634563
1662660000,2022-09-08 18:00:00,MTL/USDT,1.1805,1.1833,1.1756,1.1829,1218.36710782,1436.959631270484
1662656400,2022-09-08 17:00:00,MTL/USDT,1.1656,1.1884,1.1656,1.1805,3038.53057219,3573.171806677463
1662652800,2022-09-08 16:00:00,MTL/USDT,1.1624,1.1656,1.1473,1.1656,1344.12411039,1551.635141462616
1662649200,2022-09-08 15:00:00,MTL/USDT,1.1748,1.1764,1.1618,1.1629,811.91930551,947.427163009851
1662645600,2022-09-08 14:00:00,MTL/USDT,1.1681,1.1743,1.1585,1.1735,1033.27336371,1206.150978510117
1662642000,2022-09-08 13:00:00,MTL/USDT,1.1611,1.1746,1.1485,1.1677,1019.87650938,1178.001654370899
1662638400,2022-09-08 12:00:00,MTL/USDT,1.1726,1.1765,1.1545,1.161,2065.3318955,2405.225966265168
1662634800,2022-09-08 11:00:00,MTL/USDT,1.1809,1.1836,1.1714,1.1735,1571.30314562,1849.630449450884
1662631200,2022-09-08 10:00:00,MTL/USDT,1.1862,1.1916,1.1784,1.1784,2981.14953258,3536.649145795251
1662627600,2022-09-08 09:00:00,MTL/USDT,1.1975,1.2062,1.1779,1.1846,2840.50455062,3387.912577134825
1662624000,2022-09-08 08:00:00,MTL/USDT,1.2133,1.2133,1.185,1.2008,4667.95697521,5580.728122172646
1662620400,2022-09-08 07:00:00,MTL/USDT,1.1932,1.2578,1.1932,1.2119,31409.63686501,38619.126240177533
1662616800,2022-09-08 06:00:00,MTL/USDT,1.1973,1.2,1.1884,1.1922,2497.79205527,2982.884447822016
