https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume TON
1663426800000,2022-09-17 15:00:00,TON/USDT,1.61254,1.63,1.61254,1.626127,1515.1927555816967,931.7800858
1663423200000,2022-09-17 14:00:00,TON/USDT,1.602219,1.6288,1.596051,1.612883,3317.974769219792,2057.17015383
1663419600000,2022-09-17 13:00:00,TON/USDT,1.606497,1.607117,1.59001,1.602348,714.5399420178361,445.933057
1663416000000,2022-09-17 12:00:00,TON/USDT,1.600254,1.616459,1.581686,1.60131,993.5299334675365,620.44821644
1663412400000,2022-09-17 11:00:00,TON/USDT,1.610062,1.620315,1.589662,1.606666,2361.2232432507785,1469.64163258
1663408800000,2022-09-17 10:00:00,TON/USDT,1.635049,1.638346,1.601001,1.609428,2593.807350923345,1611.6330466
1663405200000,2022-09-17 09:00:00,TON/USDT,1.645041,1.650094,1.63,1.639278,725.3257749667799,442.46660723
1663401600000,2022-09-17 08:00:00,TON/USDT,1.63,1.65899,1.63,1.647448,597.6286529219054,362.76025278
1663398000000,2022-09-17 07:00:00,TON/USDT,1.633125,1.648151,1.629014,1.643402,443.71854,270.0
1663394400000,2022-09-17 06:00:00,TON/USDT,1.641613,1.657792,1.619496,1.629536,1528.6841884197781,938.11010522
1663390800000,2022-09-17 05:00:00,TON/USDT,1.651162,1.652649,1.62199,1.64415,946.3659247187445,575.59585483
1663387200000,2022-09-17 04:00:00,TON/USDT,1.645897,1.66149,1.632071,1.643381,580.6114966047161,353.303036
1663383600000,2022-09-17 03:00:00,TON/USDT,1.651116,1.65229,1.639893,1.642033,711.0002890000001,433.0
1663380000000,2022-09-17 02:00:00,TON/USDT,1.646681,1.66113,1.641322,1.645612,479.2087963378603,291.20399969
1663376400000,2022-09-17 01:00:00,TON/USDT,1.653841,1.654588,1.641373,1.648199,496.107899,301.0
1663372800000,2022-09-17 00:00:00,TON/USDT,1.640678,1.66198,1.64001,1.654127,949.3650788361275,573.93723628
1663369200000,2022-09-16 23:00:00,TON/USDT,1.655306,1.655306,1.638,1.640091,652.0287084843338,397.55642125
1663365600000,2022-09-16 22:00:00,TON/USDT,1.653273,1.662,1.646622,1.646772,2718.3873981602096,1650.73695579
1663362000000,2022-09-16 21:00:00,TON/USDT,1.644988,1.66,1.64309,1.656066,2296.8095558991977,1386.90701693
1663358400000,2022-09-16 20:00:00,TON/USDT,1.646282,1.646962,1.639,1.643777,601.622382,366.0
1663354800000,2022-09-16 19:00:00,TON/USDT,1.643272,1.65,1.639484,1.643663,774.2648889383978,471.06060606
1663351200000,2022-09-16 18:00:00,TON/USDT,1.637728,1.65,1.6321,1.64316,598.93182,364.5
1663347600000,2022-09-16 17:00:00,TON/USDT,1.651969,1.657999,1.636358,1.640746,883.2380626740958,538.31492667
1663344000000,2022-09-16 16:00:00,TON/USDT,1.646444,1.646444,1.63201,1.644368,547.7989198224047,333.1364511
1663340400000,2022-09-16 15:00:00,TON/USDT,1.649164,1.658055,1.637678,1.642574,819.4589505353748,498.88708243
1663336800000,2022-09-16 14:00:00,TON/USDT,1.659522,1.659522,1.644567,1.650503,629.3667639645444,381.31815814
1663333200000,2022-09-16 13:00:00,TON/USDT,1.66892,1.672501,1.65,1.656871,2287.225052081171,1380.44847914
1663329600000,2022-09-16 12:00:00,TON/USDT,1.67169,1.674602,1.660012,1.670989,885.843595920535,530.131315
1663326000000,2022-09-16 11:00:00,TON/USDT,1.6878,1.6878,1.669418,1.671796,617.4468902860796,369.33147961
1663322400000,2022-09-16 10:00:00,TON/USDT,1.677252,1.688339,1.668003,1.67301,559.0720551001681,334.1713768
1663318800000,2022-09-16 09:00:00,TON/USDT,1.662008,1.686179,1.662008,1.674256,5738.491112305776,3427.48726139
1663315200000,2022-09-16 08:00:00,TON/USDT,1.665157,1.681,1.642439,1.657886,2903.1883700348562,1751.13872126
1663311600000,2022-09-16 07:00:00,TON/USDT,1.665454,1.6765,1.642439,1.6765,2747.972740754955,1639.11287847
1663308000000,2022-09-16 06:00:00,TON/USDT,1.670174,1.676942,1.662113,1.664496,754.4059468514655,453.23385989
1663304400000,2022-09-16 05:00:00,TON/USDT,1.654753,1.676663,1.654753,1.664742,995.8505883922716,598.20115573
1663300800000,2022-09-16 04:00:00,TON/USDT,1.654039,1.66598,1.650444,1.657468,712.1704423685901,429.67372062
1663297200000,2022-09-16 03:00:00,TON/USDT,1.66068,1.673034,1.65,1.655995,980.2281420647112,591.92699378
1663293600000,2022-09-16 02:00:00,TON/USDT,1.66339,1.673543,1.661585,1.670787,591.458598,354.0
1663290000000,2022-09-16 01:00:00,TON/USDT,1.66783,1.683749,1.660956,1.66317,754.0449942500167,453.37818398
1663286400000,2022-09-16 00:00:00,TON/USDT,1.661259,1.677907,1.651145,1.664839,649.92987115078,390.38602
1663282800000,2022-09-15 23:00:00,TON/USDT,1.676642,1.681243,1.6511,1.665458,1467.3166134646754,881.02889023
1663279200000,2022-09-15 22:00:00,TON/USDT,1.681027,1.681711,1.662031,1.676755,575.11019745,342.99
1663275600000,2022-09-15 21:00:00,TON/USDT,1.673444,1.685851,1.673021,1.676719,612.0024363581424,365.00000081
1663272000000,2022-09-15 20:00:00,TON/USDT,1.683341,1.692828,1.674653,1.676219,614.663880232817,366.696643
1663268400000,2022-09-15 19:00:00,TON/USDT,1.673108,1.6885,1.66931,1.682039,1164.1977113992616,692.13479081
1663264800000,2022-09-15 18:00:00,TON/USDT,1.658348,1.6838,1.656376,1.673337,1708.862953666078,1021.23060308
1663261200000,2022-09-15 17:00:00,TON/USDT,1.669898,1.67994,1.6422,1.661029,2647.684370317186,1594.00249503
1663257600000,2022-09-15 16:00:00,TON/USDT,1.652174,1.667042,1.642753,1.663957,2377.629588652451,1428.90086021
1663254000000,2022-09-15 15:00:00,TON/USDT,1.669942,1.67,1.650004,1.652697,7422.336939944416,4491.04520668
1663250400000,2022-09-15 14:00:00,TON/USDT,1.699393,1.702213,1.66912,1.66912,3863.126099912601,2314.46876193
1663246800000,2022-09-15 13:00:00,TON/USDT,1.710763,1.71222,1.687,1.697518,1162.1094158185435,684.5932802
1663243200000,2022-09-15 12:00:00,TON/USDT,1.684358,1.717465,1.670021,1.700041,11984.843080913533,7049.73767157
1663239600000,2022-09-15 11:00:00,TON/USDT,1.690423,1.700844,1.67,1.682702,3421.6726103625406,2033.43943869
1663236000000,2022-09-15 10:00:00,TON/USDT,1.717568,1.721519,1.6817,1.700692,1805.4887963812075,1061.62009134
1663232400000,2022-09-15 09:00:00,TON/USDT,1.720599,1.727269,1.70002,1.717453,3105.1040513345733,1807.97032078
1663228800000,2022-09-15 08:00:00,TON/USDT,1.749908,1.76,1.58,1.720199,32504.92292955071,18896.02477943
1663225200000,2022-09-15 07:00:00,TON/USDT,1.708163,1.76,1.700119,1.752976,7833.764107849966,4468.83705644
1663221600000,2022-09-15 06:00:00,TON/USDT,1.71707,1.729089,1.70013,1.708881,2304.26311986603,1348.40466941
1663218000000,2022-09-15 05:00:00,TON/USDT,1.720337,1.720337,1.711,1.714221,592.3193699339467,345.53267632
1663214400000,2022-09-15 04:00:00,TON/USDT,1.720356,1.729079,1.711,1.723116,535.889076,311.0
1663210800000,2022-09-15 03:00:00,TON/USDT,1.730466,1.739163,1.7111,1.722809,1185.0847048760802,687.87933246
1663207200000,2022-09-15 02:00:00,TON/USDT,1.73325,1.74447,1.7161,1.738133,712.4731918541249,409.90717733
1663203600000,2022-09-15 01:00:00,TON/USDT,1.741005,1.743281,1.7111,1.743111,834.0948513807961,478.50931546
1663200000000,2022-09-15 00:00:00,TON/USDT,1.735758,1.765265,1.728034,1.743579,171.91434808130012,98.59854247
1663196400000,2022-09-14 23:00:00,TON/USDT,1.724965,1.743769,1.7111,1.732532,1325.462747470581,765.04373222
1663192800000,2022-09-14 22:00:00,TON/USDT,1.724954,1.725,1.72493,1.724955,1426.4236168868763,826.93381386
1663189200000,2022-09-14 21:00:00,TON/USDT,1.722056,1.725,1.715884,1.724969,1526.532997064372,884.96256864
1663185600000,2022-09-14 20:00:00,TON/USDT,1.719597,1.72499,1.711076,1.72022,667.044540396933,387.76699515
1663182000000,2022-09-14 19:00:00,TON/USDT,1.724085,1.737969,1.711,1.716945,764.9408522408902,445.52437745
1663178400000,2022-09-14 18:00:00,TON/USDT,1.751316,1.756739,1.717659,1.727238,1374.0354670190122,795.51021169
1663174800000,2022-09-14 17:00:00,TON/USDT,1.752723,1.768959,1.739864,1.745946,1116.4930793312128,639.4774405
1663171200000,2022-09-14 16:00:00,TON/USDT,1.769573,1.777989,1.749433,1.752241,676.4640156837388,386.05649319
1663167600000,2022-09-14 15:00:00,TON/USDT,1.77619,1.777959,1.758787,1.76298,701.4752996678401,397.891808
1663164000000,2022-09-14 14:00:00,TON/USDT,1.77784,1.77784,1.762521,1.77078,1833.8445867035384,1035.61401569
1663160400000,2022-09-14 13:00:00,TON/USDT,1.774622,1.785882,1.769999,1.774846,9198.814402726868,5182.88031904
1663156800000,2022-09-14 12:00:00,TON/USDT,1.775638,1.7843,1.7486,1.774664,7372.692035449776,4154.41572909
1663153200000,2022-09-14 11:00:00,TON/USDT,1.793148,1.793193,1.7738,1.775144,1478.4836249943655,832.88095219
1663149600000,2022-09-14 10:00:00,TON/USDT,1.800188,1.809969,1.79,1.791104,3621.3049638381503,2021.82841635
1663146000000,2022-09-14 09:00:00,TON/USDT,1.796601,1.806047,1.793176,1.80357,614.5896154995299,340.762829
1663142400000,2022-09-14 08:00:00,TON/USDT,1.793206,1.8,1.788931,1.794257,698.391518726947,389.237171
1663138800000,2022-09-14 07:00:00,TON/USDT,1.802748,1.819437,1.79,1.80046,5345.804567940213,2969.13264829
1663135200000,2022-09-14 06:00:00,TON/USDT,1.804461,1.809,1.790101,1.798528,691.3139970518669,384.37766721
1663131600000,2022-09-14 05:00:00,TON/USDT,1.788613,1.80879,1.786732,1.800311,1775.4231188360277,986.17578787
1663128000000,2022-09-14 04:00:00,TON/USDT,1.768021,1.793436,1.76802,1.790812,554.3265719601575,309.53923246
1663124400000,2022-09-14 03:00:00,TON/USDT,1.76831,1.80764,1.768,1.80764,194.42800133776717,107.55902798
1663120800000,2022-09-14 02:00:00,TON/USDT,1.76829,1.76829,1.768281,1.768281,13.267001642054941,7.50276774
1663117200000,2022-09-14 01:00:00,TON/USDT,1.80897,1.80897,1.768,1.768,274.482,155.25
1663113600000,2022-09-14 00:00:00,TON/USDT,1.777777,1.77779,1.777777,1.777777,880.2190423173338,495.12342792
1663110000000,2022-09-13 23:00:00,TON/USDT,1.783119,1.799472,1.77779,1.789681,604.912178,338.0
1663106400000,2022-09-13 22:00:00,TON/USDT,1.797,1.801824,1.777777,1.791722,2131.664467239062,1189.729471
1663095600000,2022-09-13 19:00:00,TON/USDT,1.800131,1.81,1.7842,1.80194,1460.6382824362197,810.59207434
1663092000000,2022-09-13 18:00:00,TON/USDT,1.820908,1.833763,1.7901,1.805,1219.44935053025,675.59520805
1663088400000,2022-09-13 17:00:00,TON/USDT,1.812946,1.84,1.810494,1.825326,936.5019423742575,513.06010125
1663084800000,2022-09-13 16:00:00,TON/USDT,1.803854,1.835883,1.800614,1.82999,2328.8198179607048,1272.58608952
1663081200000,2022-09-13 15:00:00,TON/USDT,1.800131,1.8178,1.782977,1.806947,1206.6469833864269,667.78216704
1663077600000,2022-09-13 14:00:00,TON/USDT,1.788625,1.8181,1.782,1.80509,2512.5132993823668,1391.90472463
1663074000000,2022-09-13 13:00:00,TON/USDT,1.814489,1.8238,1.77,1.788668,4814.897931353153,2691.89023975
1663070400000,2022-09-13 12:00:00,TON/USDT,1.856627,1.879117,1.8112,1.814986,3288.761950749546,1812.0040324
1663066800000,2022-09-13 11:00:00,TON/USDT,1.84999,1.869999,1.835898,1.854982,848.232789586978,457.27278733
1663063200000,2022-09-13 10:00:00,TON/USDT,1.853449,1.869109,1.830114,1.856783,1858.322487843954,1000.82911565
1663059600000,2022-09-13 09:00:00,TON/USDT,1.843476,1.854323,1.840031,1.848088,2778.6934709662005,1503.55041046
1663056000000,2022-09-13 08:00:00,TON/USDT,1.850481,1.856824,1.84052,1.843592,983.975050882658,533.72712123
1663052400000,2022-09-13 07:00:00,TON/USDT,1.852066,1.8684,1.840507,1.849236,959.5571585471024,518.89383429
1663048800000,2022-09-13 06:00:00,TON/USDT,1.847284,1.86841,1.840021,1.853727,1280.0466009411348,690.52595174
1663045200000,2022-09-13 05:00:00,TON/USDT,1.852094,1.853852,1.84,1.85184,710.426073336624,383.63253485
1663041600000,2022-09-13 04:00:00,TON/USDT,1.851137,1.859989,1.845859,1.850386,685.1303011015555,370.26344833
1663038000000,2022-09-13 03:00:00,TON/USDT,1.834554,1.853835,1.833006,1.853354,4346.675506408732,2345.302358
1663034400000,2022-09-13 02:00:00,TON/USDT,1.825304,1.849013,1.825126,1.838126,766.3381430078377,416.91273776
1663030800000,2022-09-13 01:00:00,TON/USDT,1.830356,1.830756,1.822695,1.823502,779.2416835318317,427.33250829
1663027200000,2022-09-13 00:00:00,TON/USDT,1.839967,1.853436,1.83,1.830532,758.391776308408,414.301294
1663023600000,2022-09-12 23:00:00,TON/USDT,1.851553,1.853836,1.839623,1.842063,747.877578,406.0
1663020000000,2022-09-12 22:00:00,TON/USDT,1.851624,1.853749,1.836769,1.842929,711.370594,386.0
1663016400000,2022-09-12 21:00:00,TON/USDT,1.845878,1.855,1.844,1.848213,545.0933106434968,294.92991914
1663012800000,2022-09-12 20:00:00,TON/USDT,1.844768,1.8677,1.835617,1.843301,3912.106172351676,2122.33713992
1663009200000,2022-09-12 19:00:00,TON/USDT,1.837112,1.86379,1.836402,1.84689,831.91164854733,450.439197
1663005600000,2022-09-12 18:00:00,TON/USDT,1.849587,1.849587,1.8201,1.840534,725.7419437041584,394.31053363
1663002000000,2022-09-12 17:00:00,TON/USDT,1.840235,1.869528,1.829353,1.842386,2509.9293495309453,1362.32545706
1662998400000,2022-09-12 16:00:00,TON/USDT,1.842231,1.850369,1.834102,1.844616,732.312552,397.0
1662994800000,2022-09-12 15:00:00,TON/USDT,1.844708,1.860114,1.8292,1.82921,1142.8454112997943,624.77540102
1662991200000,2022-09-12 14:00:00,TON/USDT,1.849735,1.8696,1.841939,1.856382,898.1881621170064,483.83800431
1662987600000,2022-09-12 13:00:00,TON/USDT,1.82843,1.859999,1.803993,1.849563,3610.860994156888,1952.2779133
1662984000000,2022-09-12 12:00:00,TON/USDT,1.840504,1.874995,1.810293,1.838133,6671.943715576458,3629.73936901
1662980400000,2022-09-12 11:00:00,TON/USDT,1.839589,1.85,1.83,1.848039,1098.4518313291514,594.38779773
1662976800000,2022-09-12 10:00:00,TON/USDT,1.854388,1.881851,1.836209,1.842667,3226.9727379198566,1751.25116905
1662973200000,2022-09-12 09:00:00,TON/USDT,1.851782,1.86717,1.840294,1.852592,632.6397894879999,341.489
1662969600000,2022-09-12 08:00:00,TON/USDT,1.834987,1.86,1.830021,1.852509,880.5996924783697,475.35514941
1662966000000,2022-09-12 07:00:00,TON/USDT,1.823515,1.841401,1.81075,1.834539,3839.309703967733,2092.7926329
1662962400000,2022-09-12 06:00:00,TON/USDT,1.833203,1.842052,1.81,1.82275,759.4306783876126,416.64006495
1662958800000,2022-09-12 05:00:00,TON/USDT,1.79914,1.874799,1.79914,1.840784,1102.742820534432,599.061498
1662955200000,2022-09-12 04:00:00,TON/USDT,1.792471,1.819986,1.76291,1.799036,2086.7010525907153,1159.8995532
1662951600000,2022-09-12 03:00:00,TON/USDT,1.800435,1.819989,1.77,1.806115,1862.9235887010711,1031.45347262
1662948000000,2022-09-12 02:00:00,TON/USDT,1.870191,1.872676,1.783777,1.800729,10256.230952052347,5695.59936673
1662944400000,2022-09-12 01:00:00,TON/USDT,1.855643,1.879999,1.853098,1.870562,628.9249717193755,336.22246775
1662940800000,2022-09-12 00:00:00,TON/USDT,1.860723,1.876179,1.850101,1.854302,785.8856476015425,423.81750524
1662937200000,2022-09-11 23:00:00,TON/USDT,1.860934,1.860961,1.855226,1.85624,690.5212799999999,372.0
1662933600000,2022-09-11 22:00:00,TON/USDT,1.860265,1.866,1.850132,1.860657,782.4687539392762,420.53358246
1662930000000,2022-09-11 21:00:00,TON/USDT,1.859009,1.87749,1.8502,1.856227,735.1918908325331,396.067879
1662926400000,2022-09-11 20:00:00,TON/USDT,1.856813,1.8775,1.850011,1.860647,1830.7066745101724,983.90864818
1662922800000,2022-09-11 19:00:00,TON/USDT,1.872042,1.875,1.852,1.857455,2181.0338140904996,1174.20546613
1662919200000,2022-09-11 18:00:00,TON/USDT,1.892002,1.899467,1.852,1.866278,15807.658465697961,8470.15207043
1662915600000,2022-09-11 17:00:00,TON/USDT,1.906446,1.909312,1.892001,1.899233,1484.4667154351382,781.61379643
1662912000000,2022-09-11 16:00:00,TON/USDT,1.901979,1.910997,1.893001,1.907512,850.3974869441303,445.81501293
1662908400000,2022-09-11 15:00:00,TON/USDT,1.902003,1.903328,1.880506,1.899412,3331.088261518997,1753.74708674
1662904800000,2022-09-11 14:00:00,TON/USDT,1.914403,1.920624,1.9,1.901649,1322.377405263639,695.38458741
1662901200000,2022-09-11 13:00:00,TON/USDT,1.930693,1.930693,1.901093,1.909332,2441.383539990089,1278.65847322
1662897600000,2022-09-11 12:00:00,TON/USDT,1.92717,1.937154,1.921201,1.929687,861.2814686056123,446.33221274
1662894000000,2022-09-11 11:00:00,TON/USDT,1.92783,1.936379,1.924089,1.927704,3976.534182954741,2062.83443047
1662890400000,2022-09-11 10:00:00,TON/USDT,1.913887,1.933,1.913309,1.927109,2222.220724541781,1153.13701744
1662886800000,2022-09-11 09:00:00,TON/USDT,1.922898,1.92617,1.9003,1.9003,1664.613098356611,875.97384537
1662883200000,2022-09-11 08:00:00,TON/USDT,1.920501,1.925002,1.913818,1.920191,642.0284598376122,334.35656132
1662879600000,2022-09-11 07:00:00,TON/USDT,1.925842,1.930387,1.911031,1.919262,1870.1983653246302,974.43619752
1662876000000,2022-09-11 06:00:00,TON/USDT,1.913417,1.934719,1.909108,1.920392,1480.8579544912513,771.12274707
1662872400000,2022-09-11 05:00:00,TON/USDT,1.909359,1.93,1.909239,1.909785,1945.4110055229667,1018.65445876
1662868800000,2022-09-11 04:00:00,TON/USDT,1.917842,1.921003,1.909175,1.915937,695.485131,363.0
1662865200000,2022-09-11 03:00:00,TON/USDT,1.918333,1.92997,1.909706,1.918394,877.9289363752739,457.63744902
1662861600000,2022-09-11 02:00:00,TON/USDT,1.913295,1.923653,1.909184,1.920381,2030.573356677546,1057.380466
1662858000000,2022-09-11 01:00:00,TON/USDT,1.913328,1.9267,1.908928,1.914893,900.8066345931823,470.42139409
1662854400000,2022-09-11 00:00:00,TON/USDT,1.901513,1.9267,1.899421,1.912186,963.3662740217877,503.80364359
1662850800000,2022-09-10 23:00:00,TON/USDT,1.914995,1.916367,1.898637,1.902174,755.1630816711959,397.00000193
1662847200000,2022-09-10 22:00:00,TON/USDT,1.895233,1.915,1.893129,1.91499,795.0555185739242,415.17476257
1662843600000,2022-09-10 21:00:00,TON/USDT,1.894335,1.90699,1.889786,1.89718,680.328748,358.6
1662840000000,2022-09-10 20:00:00,TON/USDT,1.894685,1.91,1.889636,1.889888,714.377664,378.0
1662836400000,2022-09-10 19:00:00,TON/USDT,1.898079,1.914998,1.875,1.89437,2764.1540448689866,1459.14158526
1662832800000,2022-09-10 18:00:00,TON/USDT,1.888,1.905663,1.864267,1.897876,3192.921070548315,1682.36548149
1662829200000,2022-09-10 17:00:00,TON/USDT,1.901361,1.907469,1.884796,1.892545,2086.490023649954,1102.4784212
1662825600000,2022-09-10 16:00:00,TON/USDT,1.891616,1.913,1.887853,1.905901,1124.2635455676261,589.88559509
1662822000000,2022-09-10 15:00:00,TON/USDT,1.904227,1.907701,1.880002,1.892568,1563.0340528374984,825.8799963
1662818400000,2022-09-10 14:00:00,TON/USDT,1.909859,1.910458,1.901,1.905393,760.2403212909959,398.993972
1662814800000,2022-09-10 13:00:00,TON/USDT,1.907565,1.915,1.90104,1.906622,1619.8514159123295,849.59232397
1662811200000,2022-09-10 12:00:00,TON/USDT,1.904435,1.92,1.900034,1.908967,1365.164252260671,715.1324524
1662807600000,2022-09-10 11:00:00,TON/USDT,1.907212,1.92,1.9,1.907103,3307.6940736550905,1734.40767156
1662804000000,2022-09-10 10:00:00,TON/USDT,1.921126,1.92658,1.9,1.909872,5760.30591416657,3016.06909477
1662800400000,2022-09-10 09:00:00,TON/USDT,1.923007,1.926494,1.90663,1.921987,1282.9892147388273,667.53272251
1662796800000,2022-09-10 08:00:00,TON/USDT,1.923464,1.926718,1.92,1.922781,720.0712297320927,374.4946667
1662793200000,2022-09-10 07:00:00,TON/USDT,1.930031,1.949966,1.923786,1.925073,2000.5293527549306,1039.19661891
1662789600000,2022-09-10 06:00:00,TON/USDT,1.93717,1.949944,1.912903,1.943607,1316.5019939505169,677.34989324
1662786000000,2022-09-10 05:00:00,TON/USDT,1.910443,1.950001,1.886,1.93717,3552.3080426483198,1833.76164335
1662782400000,2022-09-10 04:00:00,TON/USDT,1.907694,1.93,1.883051,1.914926,1298.1620903750797,677.9176273
1662778800000,2022-09-10 03:00:00,TON/USDT,1.90822,1.922472,1.901763,1.908626,643.206962,337.0
1662775200000,2022-09-10 02:00:00,TON/USDT,1.890039,1.93,1.880704,1.909447,1111.5462367628943,582.12992388
1662771600000,2022-09-10 01:00:00,TON/USDT,1.872803,1.9,1.867564,1.882431,1127.2628943058992,598.83357972
1662768000000,2022-09-10 00:00:00,TON/USDT,1.872,1.895,1.866369,1.880505,3773.8861792244766,2006.84719223
1662764400000,2022-09-09 23:00:00,TON/USDT,1.874997,1.88,1.867011,1.879252,627.52360513652,333.92201
1662760800000,2022-09-09 22:00:00,TON/USDT,1.874119,1.878,1.867,1.871794,704.65556924,376.46
1662757200000,2022-09-09 21:00:00,TON/USDT,1.855964,1.8799,1.852597,1.875806,1342.3168773164955,715.59472425
1662753600000,2022-09-09 20:00:00,TON/USDT,1.862365,1.877,1.856761,1.856981,2471.504703146088,1330.92622011
1662750000000,2022-09-09 19:00:00,TON/USDT,1.845694,1.87802,1.845694,1.864506,1751.2755625060513,939.27054271
1662746400000,2022-09-09 18:00:00,TON/USDT,1.850338,1.853999,1.840202,1.845185,2743.871957130725,1487.04436527
1662742800000,2022-09-09 17:00:00,TON/USDT,1.85321,1.87979,1.841,1.846778,1981.1323575436415,1072.75068121
1662739200000,2022-09-09 16:00:00,TON/USDT,1.867622,1.884,1.85,1.864356,1737.0823688992127,931.73319307
1662735600000,2022-09-09 15:00:00,TON/USDT,1.863392,1.872729,1.843601,1.862411,2063.8135924307758,1108.14078763
1662732000000,2022-09-09 14:00:00,TON/USDT,1.870574,1.870686,1.850005,1.8598,1562.494136410858,840.14094871
1662728400000,2022-09-09 13:00:00,TON/USDT,1.88254,1.888,1.853137,1.870468,1535.9768444875813,821.17247902
1662724800000,2022-09-09 12:00:00,TON/USDT,1.856933,1.897974,1.856035,1.880751,8440.492644503967,4487.83100182
1662721200000,2022-09-09 11:00:00,TON/USDT,1.872428,1.878,1.853,1.85866,1281.7847326684682,689.62840577
1662717600000,2022-09-09 10:00:00,TON/USDT,1.865129,1.877,1.8581,1.872257,2221.7335442590534,1186.66056223
1662714000000,2022-09-09 09:00:00,TON/USDT,1.871967,1.882,1.850004,1.864366,3279.3970979540622,1758.9878264
1662710400000,2022-09-09 08:00:00,TON/USDT,1.853859,1.881688,1.852676,1.876959,919.9832733494336,490.14564162
1662706800000,2022-09-09 07:00:00,TON/USDT,1.865,1.874999,1.83032,1.852639,2416.729029919073,1304.47919423
