https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HEART,Volume BTC
1663426800,2022-09-17 15:00:00,HEART/BTC,0.0000002698,0.0000002698,0.0000002698,0.0000002698,690.2858,0.00018623910884
1663423200,2022-09-17 14:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663419600,2022-09-17 13:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663416000,2022-09-17 12:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663412400,2022-09-17 11:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663408800,2022-09-17 10:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663405200,2022-09-17 09:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663401600,2022-09-17 08:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,0,0
1663398000,2022-09-17 07:00:00,HEART/BTC,0.0000002648,0.0000002648,0.0000002648,0.0000002648,553.8083,0.00014664843784
1663394400,2022-09-17 06:00:00,HEART/BTC,0.0000002624,0.0000002624,0.0000002624,0.0000002624,0,0
1663390800,2022-09-17 05:00:00,HEART/BTC,0.0000002653,0.0000002653,0.000000259,0.0000002624,13600,0.0035768
1663387200,2022-09-17 04:00:00,HEART/BTC,0.0000002697,0.0000002799,0.000000267,0.000000267,40232.5327,0.0108463970896
1663383600,2022-09-17 03:00:00,HEART/BTC,0.0000002698,0.0000002698,0.0000002698,0.0000002698,172.2435,0.0000464712963
1663380000,2022-09-17 02:00:00,HEART/BTC,0.0000002695,0.0000002695,0.0000002695,0.0000002695,0,0
1663376400,2022-09-17 01:00:00,HEART/BTC,0.0000002695,0.0000002695,0.0000002695,0.0000002695,714.3895,0.00019252797025
1663372800,2022-09-17 00:00:00,HEART/BTC,0.00000027,0.00000027,0.00000027,0.00000027,517.0159,0.000139594293
1663369200,2022-09-16 23:00:00,HEART/BTC,0.0000002669,0.0000002669,0.0000002669,0.0000002669,0,0
1663365600,2022-09-16 22:00:00,HEART/BTC,0.0000002669,0.0000002669,0.0000002669,0.0000002669,0,0
1663362000,2022-09-16 21:00:00,HEART/BTC,0.0000002669,0.0000002669,0.0000002669,0.0000002669,433.7299,0.00011576251031
1663358400,2022-09-16 20:00:00,HEART/BTC,0.0000002673,0.0000002673,0.0000002673,0.0000002673,8198.4,0.00219143232
1663354800,2022-09-16 19:00:00,HEART/BTC,0.0000002674,0.0000002674,0.0000002674,0.0000002674,686.1477,0.00018347589498
1663351200,2022-09-16 18:00:00,HEART/BTC,0.0000002708,0.0000002708,0.0000002708,0.0000002708,0,0
1663347600,2022-09-16 17:00:00,HEART/BTC,0.0000002673,0.0000002708,0.0000002671,0.0000002708,20845.6566,0.00562272819029
1663344000,2022-09-16 16:00:00,HEART/BTC,0.0000002673,0.0000002673,0.0000002673,0.0000002673,4688.6206,0.00125326828638
