https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMPBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,5.01e-06,5.01e-06,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,COMPBULL/USDT,5.91e-06,6.98e-06,5.01e-06,5.01e-06,15696247.504990019,78.6382
1663372800000.0,2022-09-17 00:00:00,COMPBULL/USDT,5.1e-06,6.11e-06,5.1e-06,5.91e-06,3965482.233502538,23.436
1663286400000.0,2022-09-16 00:00:00,COMPBULL/USDT,5.1e-06,5.5e-06,5.1e-06,5.1e-06,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,COMPBULL/USDT,5.4e-06,5.5e-06,5.1e-06,5.1e-06,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,COMPBULL/USDT,5.1e-06,5.5e-06,5.1e-06,5.4e-06,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,COMPBULL/USDT,5.4e-06,5.5e-06,5.1e-06,5.1e-06,0.0,0.0
1662940800000.0,2022-09-12 00:00:00,COMPBULL/USDT,5.1e-06,5.5e-06,5.1e-06,5.4e-06,0.0,0.0
1662854400000.0,2022-09-11 00:00:00,COMPBULL/USDT,5.01e-06,5.5e-06,5.01e-06,5.1e-06,0.0,0.0
1662768000000.0,2022-09-10 00:00:00,COMPBULL/USDT,5.01e-06,5.05e-06,5.01e-06,5.01e-06,0.0,0.0
1662681600000.0,2022-09-09 00:00:00,COMPBULL/USDT,5.01e-06,5.05e-06,5.01e-06,5.01e-06,0.0,0.0
1662595200000.0,2022-09-08 00:00:00,COMPBULL/USDT,4.67e-06,5.01e-06,4.67e-06,5.01e-06,0.0,0.0
1662508800000.0,2022-09-07 00:00:00,COMPBULL/USDT,4.67e-06,4.67e-06,4.67e-06,4.67e-06,0.0,0.0
1662422400000.0,2022-09-06 00:00:00,COMPBULL/USDT,4.67e-06,4.68e-06,4.67e-06,4.67e-06,0.0,0.0
1662336000000.0,2022-09-05 00:00:00,COMPBULL/USDT,4.68e-06,4.68e-06,4.67e-06,4.67e-06,23580085.653104924,110.119
1662249600000.0,2022-09-04 00:00:00,COMPBULL/USDT,5.01e-06,5.5e-06,4.67e-06,4.68e-06,6597222.222222222,30.875
1662163200000.0,2022-09-03 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,5.01e-06,5.01e-06,0.0,0.0
1662076800000.0,2022-09-02 00:00:00,COMPBULL/USDT,5.01e-06,5.36e-06,5.01e-06,5.01e-06,0.0,0.0
1661990400000.0,2022-09-01 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,4.99e-06,5.01e-06,10000.0,0.0501
1661904000000.0,2022-08-31 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,5.01e-06,5.01e-06,0.0,0.0
1661817600000.0,2022-08-30 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,5.01e-06,5.01e-06,0.0,0.0
1661731200000.0,2022-08-29 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,5.01e-06,5.01e-06,0.0,0.0
1661644800000.0,2022-08-28 00:00:00,COMPBULL/USDT,5.01e-06,5.01e-06,5.01e-06,5.01e-06,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,COMPBULL/USDT,6.75e-06,6.75e-06,4.99e-06,5.01e-06,999620.7584830339,5.0081
1661472000000.0,2022-08-26 00:00:00,COMPBULL/USDT,6.75e-06,6.75e-06,6.75e-06,6.75e-06,0.0,0.0
1661385600000.0,2022-08-25 00:00:00,COMPBULL/USDT,5.1e-06,6.75e-06,5.1e-06,6.75e-06,20000.000000000004,0.135
1661299200000.0,2022-08-24 00:00:00,COMPBULL/USDT,5.1e-06,5.1e-06,5.1e-06,5.1e-06,0.0,0.0
1661212800000.0,2022-08-23 00:00:00,COMPBULL/USDT,5.1e-06,5.1e-06,5.1e-06,5.1e-06,27540000.0,140.454
1661126400000.0,2022-08-22 00:00:00,COMPBULL/USDT,5.1e-06,5.9e-06,5.1e-06,5.1e-06,9210019.607843136,46.9711
1661040000000.0,2022-08-21 00:00:00,COMPBULL/USDT,5.1e-06,5.11e-06,4.99e-06,5.1e-06,5269137.2549019605,26.8726
1660953600000.0,2022-08-20 00:00:00,COMPBULL/USDT,7.75e-06,7.75e-06,5.1e-06,5.1e-06,5043823.529411765,25.7235
1660867200000.0,2022-08-19 00:00:00,COMPBULL/USDT,1.146e-05,1.146e-05,5e-06,7.75e-06,24788838.709677417,192.1135
1660780800000.0,2022-08-18 00:00:00,COMPBULL/USDT,1.146e-05,1.146e-05,1.146e-05,1.146e-05,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,COMPBULL/USDT,1.325e-05,1.325e-05,7.89e-06,1.146e-05,7521518.324607329,86.1966
1660608000000.0,2022-08-16 00:00:00,COMPBULL/USDT,1.325e-05,1.325e-05,1.325e-05,1.325e-05,0.0,0.0
1660521600000.0,2022-08-15 00:00:00,COMPBULL/USDT,1.499e-05,1.499e-05,8.43e-06,1.325e-05,6934249.0566037735,91.8788
1660435200000.0,2022-08-14 00:00:00,COMPBULL/USDT,1.499e-05,1.499e-05,1.499e-05,1.499e-05,0.0,0.0
1660348800000.0,2022-08-13 00:00:00,COMPBULL/USDT,1.45e-05,1.499e-05,1.45e-05,1.499e-05,0.0,0.0
1660262400000.0,2022-08-12 00:00:00,COMPBULL/USDT,1.469e-05,1.5e-05,1.231e-05,1.45e-05,7248620.689655173,105.105
1660176000000.0,2022-08-11 00:00:00,COMPBULL/USDT,1.379e-05,1.469e-05,1.379e-05,1.469e-05,2400000.0,35.256
1660089600000.0,2022-08-10 00:00:00,COMPBULL/USDT,1.213e-05,1.379e-05,1.213e-05,1.379e-05,8430000.0,116.2497
1660003200000.0,2022-08-09 00:00:00,COMPBULL/USDT,1.574e-05,1.574e-05,1.049e-05,1.213e-05,11558680.956306675,140.2068
1659916800000.0,2022-08-08 00:00:00,COMPBULL/USDT,1.038e-05,1.576e-05,1.038e-05,1.574e-05,140114.3583227446,2.2054
1659830400000.0,2022-08-07 00:00:00,COMPBULL/USDT,8.41e-06,1.504e-05,8.41e-06,1.038e-05,137651406.55105972,1428.8216
1659744000000.0,2022-08-06 00:00:00,COMPBULL/USDT,8.41e-06,1.2e-05,8.41e-06,8.41e-06,0.0,0.0
1659657600000.0,2022-08-05 00:00:00,COMPBULL/USDT,8.41e-06,1.1e-05,8.41e-06,8.41e-06,0.0,0.0
1659571200000.0,2022-08-04 00:00:00,COMPBULL/USDT,1.191e-05,1.191e-05,7.8e-06,8.41e-06,3680475.6242568367,30.9528
1659484800000.0,2022-08-03 00:00:00,COMPBULL/USDT,8.63e-06,1.211e-05,8.48e-06,1.191e-05,7255919.395465996,86.418
