https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PIVX,Volume USDT
1655942400,2022-06-23 00:00:00,PIVX/USDT,0.0925,0.1006,0.0912,0.1001,58475.76241044,5595.109488055208
1655856000,2022-06-22 00:00:00,PIVX/USDT,0.0974,0.0995,0.0889,0.0932,204020.14251742,19283.748571497998
1655769600,2022-06-21 00:00:00,PIVX/USDT,0.089,0.1042,0.0886,0.0982,225830.14844725,21996.978958954312
1655683200,2022-06-20 00:00:00,PIVX/USDT,0.0875,0.0903,0.0821,0.0893,111150.03774473,9568.850286219919
1655596800,2022-06-19 00:00:00,PIVX/USDT,0.0843,0.0882,0.0782,0.0873,109280.92792525,9131.118764289274
1655510400,2022-06-18 00:00:00,PIVX/USDT,0.0885,0.0907,0.0754,0.0842,180848.44151234,14750.662860898411
1655424000,2022-06-17 00:00:00,PIVX/USDT,0.0856,0.0908,0.0828,0.0885,91524.25419208,8000.484300855853
1655337600,2022-06-16 00:00:00,PIVX/USDT,0.0919,0.0943,0.0842,0.0842,90367.56417275,7920.858767461118
1655251200,2022-06-15 00:00:00,PIVX/USDT,0.0866,0.105,0.0774,0.091,812383.73417122,74653.309235758423
1655164800,2022-06-14 00:00:00,PIVX/USDT,0.0851,0.0979,0.0796,0.0874,216378.21092005,18786.679759896445
1655078400,2022-06-13 00:00:00,PIVX/USDT,0.0966,0.1025,0.079,0.0847,421582.38303444,36453.041733592231
1654992000,2022-06-12 00:00:00,PIVX/USDT,0.1129,0.1215,0.0966,0.0966,162686.09023793,17651.627407795923
1654905600,2022-06-11 00:00:00,PIVX/USDT,0.1178,0.1269,0.112,0.1121,158446.34099904,19009.010450736141
1654819200,2022-06-10 00:00:00,PIVX/USDT,0.1286,0.1305,0.114,0.1165,130829.50433549,15864.993778150882
1654732800,2022-06-09 00:00:00,PIVX/USDT,0.1286,0.1344,0.1215,0.1287,232371.14572079,29613.49326795484
1654646400,2022-06-08 00:00:00,PIVX/USDT,0.1527,0.2139,0.1247,0.1287,2079291.28906456,304283.031944741113
1654560000,2022-06-07 00:00:00,PIVX/USDT,0.1209,0.278,0.1128,0.1524,3561394.08855898,668664.809932932088
1654473600,2022-06-06 00:00:00,PIVX/USDT,0.1167,0.1257,0.1166,0.1206,64378.23882689,7859.254603584355
1654387200,2022-06-05 00:00:00,PIVX/USDT,0.1151,0.1217,0.1124,0.117,150672.74631187,17736.239249847118
1654300800,2022-06-04 00:00:00,PIVX/USDT,0.1154,0.1192,0.1128,0.1151,39425.29516458,4577.343284789876
1654214400,2022-06-03 00:00:00,PIVX/USDT,0.1203,0.1215,0.1102,0.116,39827.98854834,4608.659458454156
1654128000,2022-06-02 00:00:00,PIVX/USDT,0.1101,0.1215,0.109,0.1205,140093.10867208,16346.55358989024
1654041600,2022-06-01 00:00:00,PIVX/USDT,0.1175,0.1218,0.1069,0.1104,111719.58839384,12693.841816562567
1653955200,2022-05-31 00:00:00,PIVX/USDT,0.1235,0.1235,0.115,0.1176,65516.33128733,7798.974604525709
1653868800,2022-05-30 00:00:00,PIVX/USDT,0.1148,0.1243,0.1139,0.1234,78490.79122619,9311.729560783715
1653782400,2022-05-29 00:00:00,PIVX/USDT,0.1135,0.1159,0.111,0.115,17369.87422167,1962.436345285545
1653696000,2022-05-28 00:00:00,PIVX/USDT,0.1096,0.1153,0.1096,0.1142,9965.55141408,1118.530415426318
1653609600,2022-05-27 00:00:00,PIVX/USDT,0.1129,0.116,0.1073,0.1095,23727.20978121,2643.811171308737
1653523200,2022-05-26 00:00:00,PIVX/USDT,0.1229,0.1376,0.1119,0.1125,75601.59170795,9292.75676081454
1653436800,2022-05-25 00:00:00,PIVX/USDT,0.1241,0.1368,0.1194,0.1223,55453.36858972,6831.715868034022
1653350400,2022-05-24 00:00:00,PIVX/USDT,0.1213,0.1254,0.1164,0.1247,68371.84388742,8223.537516209119
1653264000,2022-05-23 00:00:00,PIVX/USDT,0.1308,0.1317,0.1201,0.1212,67647.08674412,8541.231109023086
1653177600,2022-05-22 00:00:00,PIVX/USDT,0.1243,0.1391,0.1214,0.1309,109356.55670576,14213.965658709118
1653091200,2022-05-21 00:00:00,PIVX/USDT,0.1241,0.1673,0.1205,0.1243,177414.08992422,24103.713062509926
1653004800,2022-05-20 00:00:00,PIVX/USDT,0.1194,0.1324,0.1183,0.1241,177961.48101267,22313.47781031683
1652918400,2022-05-19 00:00:00,PIVX/USDT,0.1114,0.1203,0.1077,0.1196,79540.7396674,9072.963103310039
1652832000,2022-05-18 00:00:00,PIVX/USDT,0.1256,0.1274,0.1104,0.1114,41361.15389937,4995.139564613874
1652745600,2022-05-17 00:00:00,PIVX/USDT,0.1152,0.1348,0.115,0.1248,226714.45612733,28537.930191582543
1652659200,2022-05-16 00:00:00,PIVX/USDT,0.1323,0.163,0.1139,0.1152,477418.47155271,66325.663515591922
1652572800,2022-05-15 00:00:00,PIVX/USDT,0.1051,0.1355,0.101,0.1332,180819.82564474,21277.131601192619
1652486400,2022-05-14 00:00:00,PIVX/USDT,0.1009,0.1062,0.095,0.1051,64213.87659812,6469.446727791321
1652400000,2022-05-13 00:00:00,PIVX/USDT,0.0998,0.1166,0.0973,0.0984,133586.29677286,14396.624162091968
1652313600,2022-05-12 00:00:00,PIVX/USDT,0.101,0.1135,0.0771,0.1007,308126.68574885,29406.602587853275
1652227200,2022-05-11 00:00:00,PIVX/USDT,0.136,0.1448,0.0991,0.1,281964.0442067,35108.786382132298
1652140800,2022-05-10 00:00:00,PIVX/USDT,0.1401,0.1506,0.1345,0.1363,85736.85525235,12350.906926558232
1652054400,2022-05-09 00:00:00,PIVX/USDT,0.1738,0.1747,0.14,0.1401,126830.18610311,19863.82464611824
1651968000,2022-05-08 00:00:00,PIVX/USDT,0.1788,0.1925,0.1696,0.1737,102476.74325951,17981.102688985224
1651881600,2022-05-07 00:00:00,PIVX/USDT,0.1841,0.1841,0.1725,0.1789,55081.83805965,9865.286413210215
1651795200,2022-05-06 00:00:00,PIVX/USDT,0.1823,0.1874,0.1808,0.1838,8833.76602927,1627.152979441306
1651708800,2022-05-05 00:00:00,PIVX/USDT,0.2046,0.206,0.1778,0.1826,25060.74375825,4846.3921107426
1651622400,2022-05-04 00:00:00,PIVX/USDT,0.1907,0.2141,0.1874,0.2048,82770.8413642,16255.395709664784
1651536000,2022-05-03 00:00:00,PIVX/USDT,0.2005,0.2054,0.1877,0.1909,71600.85488854,13964.369799674066
1651449600,2022-05-02 00:00:00,PIVX/USDT,0.1971,0.21,0.1896,0.1998,157466.05683303,31488.692121813423
1651363200,2022-05-01 00:00:00,PIVX/USDT,0.1851,0.2019,0.1769,0.1955,83235.88349991,15994.837298878495
1651276800,2022-04-30 00:00:00,PIVX/USDT,0.1951,0.2029,0.1808,0.1858,61747.95040491,11843.942798483967
1651190400,2022-04-29 00:00:00,PIVX/USDT,0.2102,0.2116,0.1909,0.1952,25947.77136721,5156.125388580454
1651104000,2022-04-28 00:00:00,PIVX/USDT,0.2055,0.2211,0.205,0.2098,30873.51754962,6593.17135783592
1651017600,2022-04-27 00:00:00,PIVX/USDT,0.2009,0.2121,0.1946,0.2057,54317.8258607,11016.335034429938
1650931200,2022-04-26 00:00:00,PIVX/USDT,0.2261,0.232,0.2,0.2002,84925.90456452,18401.423096847112
1650844800,2022-04-25 00:00:00,PIVX/USDT,0.2284,0.2284,0.2064,0.2268,88547.59894029,19180.586060512755
1650758400,2022-04-24 00:00:00,PIVX/USDT,0.2348,0.2439,0.2279,0.2285,28989.40875686,6872.37984245488
1650672000,2022-04-23 00:00:00,PIVX/USDT,0.2326,0.248,0.2267,0.2328,39630.86605763,9470.785903931683
1650585600,2022-04-22 00:00:00,PIVX/USDT,0.241,0.2468,0.2292,0.2327,15304.40590499,3607.665684192388
1650499200,2022-04-21 00:00:00,PIVX/USDT,0.2526,0.2614,0.2379,0.2427,61317.36038162,15275.888078375208
1650412800,2022-04-20 00:00:00,PIVX/USDT,0.2531,0.2641,0.2458,0.2536,78287.91655807,19798.885911205577
1650326400,2022-04-19 00:00:00,PIVX/USDT,0.2421,0.2551,0.2413,0.2544,68899.69554801,16953.166335929461
1650240000,2022-04-18 00:00:00,PIVX/USDT,0.2303,0.27,0.2291,0.2422,161531.27294391,40319.65527338396
1650153600,2022-04-17 00:00:00,PIVX/USDT,0.2337,0.2481,0.2258,0.2304,77858.3413332,18781.851366450418
1650067200,2022-04-16 00:00:00,PIVX/USDT,0.2323,0.2377,0.222,0.2333,60671.67976612,13935.052171678286
1649980800,2022-04-15 00:00:00,PIVX/USDT,0.2415,0.2431,0.2286,0.2323,56615.28777783,13370.146435741349
1649894400,2022-04-14 00:00:00,PIVX/USDT,0.2464,0.2899,0.232,0.2408,295110.03889071,77308.693720007466
1649808000,2022-04-13 00:00:00,PIVX/USDT,0.218,0.2543,0.2149,0.2466,71542.33078367,16634.235642580223
1649721600,2022-04-12 00:00:00,PIVX/USDT,0.2155,0.2295,0.2098,0.2184,47658.71530524,10491.518153311058
1649635200,2022-04-11 00:00:00,PIVX/USDT,0.2388,0.2429,0.215,0.2155,47935.2594811,10940.086220286962
1649548800,2022-04-10 00:00:00,PIVX/USDT,0.244,0.2508,0.2289,0.2387,139884.62058939,34165.151606831078
1649462400,2022-04-09 00:00:00,PIVX/USDT,0.2459,0.2473,0.2379,0.2448,56167.30429909,13662.807197928312
1649376000,2022-04-08 00:00:00,PIVX/USDT,0.2619,0.2644,0.2385,0.2463,54520.58092213,13768.306346812456
1649289600,2022-04-07 00:00:00,PIVX/USDT,0.2612,0.2725,0.2566,0.2624,52946.92061641,13910.608930352545
1649203200,2022-04-06 00:00:00,PIVX/USDT,0.3097,0.3106,0.2532,0.2605,73692.24209443,20310.523801399953
1649116800,2022-04-05 00:00:00,PIVX/USDT,0.3016,0.3268,0.2927,0.3097,55051.15796691,16888.87990771707
1649030400,2022-04-04 00:00:00,PIVX/USDT,0.2998,0.31,0.2896,0.3016,66658.24459654,20030.477491785459
1648944000,2022-04-03 00:00:00,PIVX/USDT,0.2754,0.3154,0.2747,0.3003,351157.47551286,104981.642322095721
1648857600,2022-04-02 00:00:00,PIVX/USDT,0.272,0.286,0.2678,0.2754,141735.52361878,38820.277474279645
1648771200,2022-04-01 00:00:00,PIVX/USDT,0.264,0.3,0.26,0.273,146807.2128009,41229.553607851271
1648684800,2022-03-31 00:00:00,PIVX/USDT,0.2781,0.2863,0.2629,0.264,91175.15064022,25006.743224958531
1648598400,2022-03-30 00:00:00,PIVX/USDT,0.2738,0.284,0.2646,0.279,66023.25690714,18125.645497020023
1648512000,2022-03-29 00:00:00,PIVX/USDT,0.261,0.2804,0.261,0.2733,143380.62169204,38971.274078818706
1648425600,2022-03-28 00:00:00,PIVX/USDT,0.249,0.2707,0.2471,0.2611,92333.5711993,24069.735823943821
1648339200,2022-03-27 00:00:00,PIVX/USDT,0.2585,0.2585,0.2368,0.249,154193.11093911,37809.84708267963
1648252800,2022-03-26 00:00:00,PIVX/USDT,0.2294,0.3165,0.2236,0.2585,862765.92746231,232897.831420779488
1648166400,2022-03-25 00:00:00,PIVX/USDT,0.2379,0.2428,0.2231,0.2305,94780.88817146,22003.898524442936
1648080000,2022-03-24 00:00:00,PIVX/USDT,0.2347,0.2403,0.2281,0.2382,61036.11305385,14335.711948756714
1647993600,2022-03-23 00:00:00,PIVX/USDT,0.2338,0.2384,0.226,0.2349,31037.49203452,7145.850751026254
1647907200,2022-03-22 00:00:00,PIVX/USDT,0.2309,0.2465,0.2288,0.2338,37917.18839521,9054.583718988511
1647820800,2022-03-21 00:00:00,PIVX/USDT,0.2287,0.2367,0.2206,0.231,73189.20564715,16723.605383770349
1647734400,2022-03-20 00:00:00,PIVX/USDT,0.2397,0.254,0.225,0.2285,138955.76153143,32659.287297024984
1647648000,2022-03-19 00:00:00,PIVX/USDT,0.2085,0.2435,0.2059,0.241,67166.3836336,14928.572874439136
1647561600,2022-03-18 00:00:00,PIVX/USDT,0.2054,0.2122,0.1924,0.2085,63666.65305254,12820.208589417011
1647475200,2022-03-17 00:00:00,PIVX/USDT,0.192,0.2268,0.1912,0.2054,253648.38616039,51795.369734048692
1647388800,2022-03-16 00:00:00,PIVX/USDT,0.1932,0.2004,0.1884,0.192,47271.51832674,9040.676521076995
1647302400,2022-03-15 00:00:00,PIVX/USDT,0.2068,0.209,0.1895,0.1943,91075.09332957,18039.449572400027
1647216000,2022-03-14 00:00:00,PIVX/USDT,0.1893,0.2169,0.1884,0.2067,116905.9050694,23475.954242069629
1647129600,2022-03-13 00:00:00,PIVX/USDT,0.2011,0.2034,0.1884,0.1908,46082.7376986,8988.578942550152
1647043200,2022-03-12 00:00:00,PIVX/USDT,0.2076,0.2128,0.2,0.2,22948.9650957,4776.44695203846
1646956800,2022-03-11 00:00:00,PIVX/USDT,0.2055,0.2153,0.1956,0.2076,195889.8569583,40494.903699613742
1646870400,2022-03-10 00:00:00,PIVX/USDT,0.2366,0.2488,0.1974,0.2055,412908.38476839,92140.623171096685
1646784000,2022-03-09 00:00:00,PIVX/USDT,0.2067,0.2492,0.206,0.2366,389271.66314342,87909.262462429831
1646697600,2022-03-08 00:00:00,PIVX/USDT,0.2158,0.2214,0.1842,0.205,853458.10005884,170562.175165204034
1646611200,2022-03-07 00:00:00,PIVX/USDT,0.2267,0.2307,0.2121,0.2156,94076.28653231,20774.996347633188
1646524800,2022-03-06 00:00:00,PIVX/USDT,0.2489,0.2502,0.2255,0.2279,52660.4615129,12381.55650397708
1646438400,2022-03-05 00:00:00,PIVX/USDT,0.237,0.2556,0.2341,0.2491,30585.44586871,7523.775645284551
1646352000,2022-03-04 00:00:00,PIVX/USDT,0.27,0.2705,0.2348,0.2386,72122.76967046,18087.954032232262
1646265600,2022-03-03 00:00:00,PIVX/USDT,0.2836,0.2973,0.2662,0.2708,42060.17040525,11727.241098799066
1646179200,2022-03-02 00:00:00,PIVX/USDT,0.2884,0.2955,0.2809,0.285,34594.41039113,9906.917643207754
1646092800,2022-03-01 00:00:00,PIVX/USDT,0.2766,0.2928,0.2718,0.2884,55378.36070594,15641.649631562593
1646006400,2022-02-28 00:00:00,PIVX/USDT,0.255,0.2847,0.251,0.2764,36791.79248073,9736.692718420867
1645920000,2022-02-27 00:00:00,PIVX/USDT,0.2747,0.2812,0.2512,0.255,84244.79362184,22749.880232495674
1645833600,2022-02-26 00:00:00,PIVX/USDT,0.2631,0.2753,0.2594,0.2747,129192.96006932,34530.955398435721
1645747200,2022-02-25 00:00:00,PIVX/USDT,0.2568,0.2647,0.248,0.2622,122613.95010641,31493.995161991314
1645660800,2022-02-24 00:00:00,PIVX/USDT,0.2609,0.2637,0.2211,0.2568,118481.93380647,28849.202156482808
1645574400,2022-02-23 00:00:00,PIVX/USDT,0.2704,0.2862,0.2609,0.2609,69272.58061484,18955.921471532883
1645488000,2022-02-22 00:00:00,PIVX/USDT,0.2668,0.3468,0.2548,0.2693,309084.72588834,90737.462558759533
1645401600,2022-02-21 00:00:00,PIVX/USDT,0.2774,0.2833,0.266,0.2682,51478.7378612,14163.168906375664
1645315200,2022-02-20 00:00:00,PIVX/USDT,0.2977,0.2996,0.2691,0.2774,79177.53568742,22546.168736169197
1645228800,2022-02-19 00:00:00,PIVX/USDT,0.2917,0.3261,0.2872,0.2977,47504.14942605,14228.111414406835
1645142400,2022-02-18 00:00:00,PIVX/USDT,0.2961,0.3023,0.2869,0.2929,39158.49577108,11565.230405252953
1645056000,2022-02-17 00:00:00,PIVX/USDT,0.325,0.33,0.292,0.2967,57672.59986294,17942.245757805298
1644969600,2022-02-16 00:00:00,PIVX/USDT,0.3221,0.3321,0.3139,0.325,45136.38272816,14657.627845617659
1644883200,2022-02-15 00:00:00,PIVX/USDT,0.2994,0.3317,0.2994,0.3222,22295.06197318,7175.375807443396
1644796800,2022-02-14 00:00:00,PIVX/USDT,0.2997,0.3095,0.2914,0.2994,16357.49188876,4928.888164267399
1644710400,2022-02-13 00:00:00,PIVX/USDT,0.3025,0.3228,0.2983,0.2993,23453.71003536,7214.497092055913
1644624000,2022-02-12 00:00:00,PIVX/USDT,0.3002,0.3164,0.2861,0.3025,54329.94764945,16282.341865992445
1644537600,2022-02-11 00:00:00,PIVX/USDT,0.3296,0.3329,0.2905,0.3007,43212.39227167,13659.786698419279
1644451200,2022-02-10 00:00:00,PIVX/USDT,0.3414,0.3536,0.3242,0.3297,96629.0206894,32526.733307417812
1644364800,2022-02-09 00:00:00,PIVX/USDT,0.3392,0.3584,0.3304,0.3413,45023.12373933,15497.483770928518
1644278400,2022-02-08 00:00:00,PIVX/USDT,0.3536,0.3579,0.3204,0.339,73627.50944061,24901.490479919286
1644192000,2022-02-07 00:00:00,PIVX/USDT,0.3436,0.3578,0.3386,0.3524,22746.67326147,7909.649908107709
1644105600,2022-02-06 00:00:00,PIVX/USDT,0.3443,0.3534,0.338,0.3453,33408.15576147,11548.729894174625
1644019200,2022-02-05 00:00:00,PIVX/USDT,0.3496,0.3595,0.3392,0.3442,38461.86267202,13487.919666054493
1643932800,2022-02-04 00:00:00,PIVX/USDT,0.31,0.3507,0.3055,0.3507,56924.77015902,18597.789254767211
1643846400,2022-02-03 00:00:00,PIVX/USDT,0.295,0.31,0.2808,0.31,13122.9012754,3867.136149172784
1643760000,2022-02-02 00:00:00,PIVX/USDT,0.3215,0.3278,0.2936,0.2955,65617.06060894,20232.791090317708
1643673600,2022-02-01 00:00:00,PIVX/USDT,0.334,0.3373,0.3125,0.3215,79334.34924418,25749.793158641558
1643587200,2022-01-31 00:00:00,PIVX/USDT,0.3326,0.3476,0.3169,0.3354,82290.23194262,27271.199790936823
1643500800,2022-01-30 00:00:00,PIVX/USDT,0.3411,0.3485,0.3308,0.3326,26325.05204661,8983.559283619718
1643414400,2022-01-29 00:00:00,PIVX/USDT,0.3333,0.348,0.3255,0.3399,35557.26587436,11991.703215965633
1643328000,2022-01-28 00:00:00,PIVX/USDT,0.323,0.3333,0.3149,0.3323,42474.88695967,13785.068907389305
1643241600,2022-01-27 00:00:00,PIVX/USDT,0.3225,0.3346,0.3101,0.3223,66536.15506249,21227.342383577969
1643155200,2022-01-26 00:00:00,PIVX/USDT,0.3257,0.3453,0.317,0.3241,42084.83665981,13810.443723103856
1643068800,2022-01-25 00:00:00,PIVX/USDT,0.33,0.3384,0.3204,0.3245,45077.6307787,14869.20344248811
1642982400,2022-01-24 00:00:00,PIVX/USDT,0.3328,0.3455,0.2808,0.3317,133137.2496265,41716.518425809426
1642896000,2022-01-23 00:00:00,PIVX/USDT,0.2959,0.3372,0.2949,0.3331,98523.06096336,31525.945094916494
1642809600,2022-01-22 00:00:00,PIVX/USDT,0.3293,0.3972,0.2798,0.2933,544128.92395578,181672.369484993095
1642723200,2022-01-21 00:00:00,PIVX/USDT,0.3733,0.3802,0.3209,0.3293,324484.7940819,114200.827035820795
1642636800,2022-01-20 00:00:00,PIVX/USDT,0.426,0.4304,0.3715,0.3715,200484.78671268,81029.925833055519
1642550400,2022-01-19 00:00:00,PIVX/USDT,0.4724,0.4764,0.42,0.4261,339313.66046961,150620.71905796249
1642464000,2022-01-18 00:00:00,PIVX/USDT,0.451,0.704,0.4307,0.4725,1126878.85993034,622323.976760462657
1642377600,2022-01-17 00:00:00,PIVX/USDT,0.4624,0.4624,0.4431,0.451,54113.26950173,24485.342914288726
1642291200,2022-01-16 00:00:00,PIVX/USDT,0.4961,0.5108,0.4426,0.4638,167319.65411548,77724.261608281488
1642204800,2022-01-15 00:00:00,PIVX/USDT,0.5026,0.5068,0.4809,0.4972,23631.67401642,11739.409827850295
1642118400,2022-01-14 00:00:00,PIVX/USDT,0.5016,0.5094,0.4514,0.5,91905.06960167,45136.831963619983
1642032000,2022-01-13 00:00:00,PIVX/USDT,0.5038,0.5111,0.4935,0.5017,37473.41604309,18743.684004675076
1641945600,2022-01-12 00:00:00,PIVX/USDT,0.4585,0.51,0.4582,0.5034,57897.19915918,28410.921256512112
1641859200,2022-01-11 00:00:00,PIVX/USDT,0.4525,0.464,0.4447,0.46,27037.89878809,12296.122392116859
1641772800,2022-01-10 00:00:00,PIVX/USDT,0.4407,0.4588,0.4188,0.4525,35954.89518344,15844.717802145098
1641686400,2022-01-09 00:00:00,PIVX/USDT,0.4381,0.48,0.4304,0.4408,102182.18349861,45796.658924203185
1641600000,2022-01-08 00:00:00,PIVX/USDT,0.481,0.485,0.4218,0.4382,39438.31901272,17736.944041150195
1641513600,2022-01-07 00:00:00,PIVX/USDT,0.5034,0.5047,0.4575,0.4782,58882.29980419,28101.533439790238
1641427200,2022-01-06 00:00:00,PIVX/USDT,0.4925,0.5069,0.4823,0.5069,53798.81129177,26587.177453073543
1641340800,2022-01-05 00:00:00,PIVX/USDT,0.5231,0.5434,0.4906,0.493,68415.8590519,35439.244569149433
1641254400,2022-01-04 00:00:00,PIVX/USDT,0.5344,0.5455,0.5231,0.5255,84403.10124492,44878.981282027067
1641168000,2022-01-03 00:00:00,PIVX/USDT,0.5579,0.5579,0.528,0.5342,50933.6407845,27526.833782366776
1641081600,2022-01-02 00:00:00,PIVX/USDT,0.5657,0.5901,0.5505,0.558,72281.04133737,41275.964035962764
1640995200,2022-01-01 00:00:00,PIVX/USDT,0.5501,0.5657,0.5429,0.5657,21203.2283087,11723.660486989167
1640908800,2021-12-31 00:00:00,PIVX/USDT,0.5544,0.5766,0.5321,0.5498,39762.62171662,22095.365492088984
1640822400,2021-12-30 00:00:00,PIVX/USDT,0.5506,0.565,0.541,0.5574,38329.51914448,21198.691364887657
1640736000,2021-12-29 00:00:00,PIVX/USDT,0.5515,0.567,0.5359,0.5506,66045.91446391,36279.650303438782
1640649600,2021-12-28 00:00:00,PIVX/USDT,0.588,0.5922,0.5434,0.5515,69108.32206969,38924.873857563026
