https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume DOGE
1663437600000,2022-09-17 18:00:00,DOGE/EUR,0.06214098,0.06214098,0.06160609,0.06163378,523.08589086,8487.0
1663434000000,2022-09-17 17:00:00,DOGE/EUR,0.06183405,0.06196259,0.06166707,0.06196259,499.66632576,8064.0
1663430400000,2022-09-17 16:00:00,DOGE/EUR,0.06209203,0.06219365,0.06175357,0.06183416,500.90599863580655,8100.79733655
1663426800000,2022-09-17 15:00:00,DOGE/EUR,0.06165653,0.06218849,0.06148254,0.06214093,564.5324091437176,9084.7113029
1663423200000,2022-09-17 14:00:00,DOGE/EUR,0.06134245,0.06190775,0.06134245,0.06166006,623.7052224743393,10115.22243855
1663419600000,2022-09-17 13:00:00,DOGE/EUR,0.06077898,0.06145795,0.06077898,0.06134729,554.3110306123181,9035.62375147
1663416000000,2022-09-17 12:00:00,DOGE/EUR,0.06065083,0.06077041,0.06054417,0.06077041,575.3396599288249,9467.43094096
1663412400000,2022-09-17 11:00:00,DOGE/EUR,0.06056156,0.06065714,0.06052225,0.06060403,529.92163832,8744.0
1663408800000,2022-09-17 10:00:00,DOGE/EUR,0.06062347,0.06072561,0.06043873,0.06058069,603.80773723,9967.0
1663405200000,2022-09-17 09:00:00,DOGE/EUR,0.06063911,0.06077667,0.06052597,0.06058403,572.6655328280029,9452.41729261
1663401600000,2022-09-17 08:00:00,DOGE/EUR,0.06041371,0.06066173,0.06041371,0.06063252,472.9018743829579,7799.47583216
1663398000000,2022-09-17 07:00:00,DOGE/EUR,0.06036144,0.06042835,0.06012399,0.06039561,428.86922661,7101.0
1663394400000,2022-09-17 06:00:00,DOGE/EUR,0.06027234,0.06043814,0.06023272,0.06036771,588.22296624,9744.0
1663390800000,2022-09-17 05:00:00,DOGE/EUR,0.06040309,0.06041645,0.06014942,0.06025916,560.1088922,9295.0
1663387200000,2022-09-17 04:00:00,DOGE/EUR,0.06050277,0.06057997,0.06042979,0.06048988,514.82936868,8511.0
1663383600000,2022-09-17 03:00:00,DOGE/EUR,0.06044474,0.06050847,0.06035579,0.06046483,440.7886107,7290.0
1663380000000,2022-09-17 02:00:00,DOGE/EUR,0.06068292,0.06068454,0.06042141,0.06045471,592.57706742,9802.0
1663376400000,2022-09-17 01:00:00,DOGE/EUR,0.06047475,0.06071335,0.06047475,0.060651,496.12518,8180.0
1663372800000,2022-09-17 00:00:00,DOGE/EUR,0.06037546,0.06079454,0.06031789,0.06047279,577.7827478799726,9554.4251866
1663369200000,2022-09-16 23:00:00,DOGE/EUR,0.06003535,0.06036449,0.06000045,0.06036449,609.7569408702451,10101.25225725
1663365600000,2022-09-16 22:00:00,DOGE/EUR,0.05971154,0.060056,0.05966524,0.06000581,527.1763449814462,8785.42169469
1663362000000,2022-09-16 21:00:00,DOGE/EUR,0.05994209,0.05994209,0.05962359,0.05965263,518.32170207,8689.0
1663358400000,2022-09-16 20:00:00,DOGE/EUR,0.05960523,0.05997244,0.05956437,0.05991394,480.5565009397453,8020.77948704
1663354800000,2022-09-16 19:00:00,DOGE/EUR,0.05931821,0.05969569,0.05931821,0.0595732,468.9537603257231,7871.89139287
1663351200000,2022-09-16 18:00:00,DOGE/EUR,0.05928245,0.05950718,0.05910897,0.05930726,479.32127532,8082.0
1663347600000,2022-09-16 17:00:00,DOGE/EUR,0.05935672,0.05941927,0.05894625,0.05925822,385.94878686,6513.0
1663344000000,2022-09-16 16:00:00,DOGE/EUR,0.0595673,0.0595992,0.05876877,0.05925408,611.7629675862252,10324.40243079
1663340400000,2022-09-16 15:00:00,DOGE/EUR,0.05933785,0.05961373,0.05931275,0.05961373,504.09370088,8456.0
1663336800000,2022-09-16 14:00:00,DOGE/EUR,0.05931399,0.05979214,0.05931399,0.05935249,485.97818812,8188.0
1663333200000,2022-09-16 13:00:00,DOGE/EUR,0.05992336,0.05993652,0.059451,0.059451,604.3517211733829,10165.54340841
1663329600000,2022-09-16 12:00:00,DOGE/EUR,0.06023488,0.06023488,0.05970799,0.05985674,484.48045356,8094.0
1663326000000,2022-09-16 11:00:00,DOGE/EUR,0.0599608,0.06022656,0.0599433,0.06022656,503.63662550247705,8362.36745885
1663322400000,2022-09-16 10:00:00,DOGE/EUR,0.05979644,0.06012082,0.05969653,0.05997571,548.7541672391367,9149.60685316
1663318800000,2022-09-16 09:00:00,DOGE/EUR,0.05935972,0.05982325,0.05935972,0.05979124,554.8627072,9280.0
1663315200000,2022-09-16 08:00:00,DOGE/EUR,0.05972542,0.05974199,0.05923398,0.05929016,507.19204202162217,8554.40501462
1663311600000,2022-09-16 07:00:00,DOGE/EUR,0.05960529,0.05986622,0.05956065,0.05977089,499.3280662648511,8354.03431779
1663308000000,2022-09-16 06:00:00,DOGE/EUR,0.05959857,0.05968746,0.0595313,0.05955909,533.7683987097212,8961.99721503
1663304400000,2022-09-16 05:00:00,DOGE/EUR,0.05952695,0.05968416,0.05952695,0.05955504,511.51823856,8589.0
1663300800000,2022-09-16 04:00:00,DOGE/EUR,0.05940353,0.05978276,0.05939983,0.05954903,514.9569579441356,8647.6128653
1663297200000,2022-09-16 03:00:00,DOGE/EUR,0.05923359,0.05940248,0.05908763,0.05939885,413.02542768552416,6953.42464855
1663293600000,2022-09-16 02:00:00,DOGE/EUR,0.05900165,0.05929636,0.05850715,0.05929636,466.1075936517844,7860.64429
1663290000000,2022-09-16 01:00:00,DOGE/EUR,0.05885529,0.05924388,0.05870481,0.05895606,622.1526357510629,10552.81909529
1663286400000,2022-09-16 00:00:00,DOGE/EUR,0.05865531,0.05886452,0.05818728,0.05886452,620.3668025904745,10538.89172273
1663282800000,2022-09-15 23:00:00,DOGE/EUR,0.05914814,0.05925143,0.05854172,0.05865279,490.92119554328224,8369.95470366
1663279200000,2022-09-15 22:00:00,DOGE/EUR,0.05946297,0.05946297,0.05861305,0.05903745,421.62190826052483,7141.60093738
1663275600000,2022-09-15 21:00:00,DOGE/EUR,0.05963581,0.05967957,0.05939731,0.05946463,425.9502252213275,7163.08543787
1663272000000,2022-09-15 20:00:00,DOGE/EUR,0.05946849,0.05973475,0.05946849,0.05973475,562.7761663948983,9421.25256061
1663268400000,2022-09-15 19:00:00,DOGE/EUR,0.05928722,0.05954456,0.05927181,0.05951597,454.04733513,7629.0
1663264800000,2022-09-15 18:00:00,DOGE/EUR,0.05936312,0.05948021,0.05922479,0.05944766,470.23643944767554,7910.0916579
1663261200000,2022-09-15 17:00:00,DOGE/EUR,0.0592635,0.05942067,0.05922148,0.05942067,465.3387269165733,7831.26018129
1663257600000,2022-09-15 16:00:00,DOGE/EUR,0.05880881,0.05929432,0.05880319,0.0592661,514.9631429,8689.0
1663254000000,2022-09-15 15:00:00,DOGE/EUR,0.05956189,0.05966975,0.05872047,0.05885823,579.1782535130869,9840.22546232
1663250400000,2022-09-15 14:00:00,DOGE/EUR,0.06062267,0.06062767,0.0595039,0.0596302,550.6453951368004,9234.33755273
1663246800000,2022-09-15 13:00:00,DOGE/EUR,0.06056897,0.0606364,0.06036213,0.06051177,536.98144698,8874.0
1663243200000,2022-09-15 12:00:00,DOGE/EUR,0.06052568,0.06081186,0.06047109,0.06057656,492.60858592,8132.0
1663239600000,2022-09-15 11:00:00,DOGE/EUR,0.06036202,0.0606318,0.06034318,0.06057682,498.18376768,8224.0
1663236000000,2022-09-15 10:00:00,DOGE/EUR,0.06057908,0.06073777,0.06033128,0.06038844,624.0224650329965,10333.47549685
1663232400000,2022-09-15 09:00:00,DOGE/EUR,0.06055756,0.06072582,0.06055756,0.0605872,527.4951832000066,8706.37994824
1663228800000,2022-09-15 08:00:00,DOGE/EUR,0.06087274,0.06087274,0.0605528,0.06055834,554.0265359402753,9148.64139176
1663225200000,2022-09-15 07:00:00,DOGE/EUR,0.06085103,0.06125517,0.06077696,0.06094311,473.7660821940855,7773.90720943
1663221600000,2022-09-15 06:00:00,DOGE/EUR,0.0605614,0.06111566,0.06003319,0.06068034,843.0746922961029,13893.70416013
1663218000000,2022-09-15 05:00:00,DOGE/EUR,0.06042297,0.06089646,0.06031621,0.06072482,548.2756896935824,9028.85656464
1663214400000,2022-09-15 04:00:00,DOGE/EUR,0.06042829,0.06062151,0.0602453,0.06041569,393.8093640986464,6518.32932966
1663210800000,2022-09-15 03:00:00,DOGE/EUR,0.06060442,0.06060442,0.06008149,0.06038156,453.22024543458207,7505.93799555
1663207200000,2022-09-15 02:00:00,DOGE/EUR,0.0609785,0.06098737,0.06025057,0.06049671,438.56235133858644,7249.35870626
1663203600000,2022-09-15 01:00:00,DOGE/EUR,0.06103099,0.06119686,0.06069136,0.06100597,491.4816362993354,8056.28754529
1663200000000,2022-09-15 00:00:00,DOGE/EUR,0.06112596,0.06112596,0.06096416,0.06104386,374.36680400662857,6132.75117279
1663196400000,2022-09-14 23:00:00,DOGE/EUR,0.06144451,0.061487,0.06116449,0.06119722,481.25493808,7864.0
1663192800000,2022-09-14 22:00:00,DOGE/EUR,0.06135982,0.06154739,0.0612403,0.06142314,572.8791936663829,9326.76502156
1663189200000,2022-09-14 21:00:00,DOGE/EUR,0.06106733,0.06139388,0.0610223,0.06135613,563.8343214418602,9189.53528265
1663185600000,2022-09-14 20:00:00,DOGE/EUR,0.06108373,0.06113266,0.06098579,0.06108331,513.5884704800001,8408.0
1663182000000,2022-09-14 19:00:00,DOGE/EUR,0.0607314,0.0611166,0.06061143,0.06110403,513.4671754121597,8403.16384062
1663178400000,2022-09-14 18:00:00,DOGE/EUR,0.06086264,0.06098761,0.06026076,0.06072322,824.5288495516211,13578.47705625
1663174800000,2022-09-14 17:00:00,DOGE/EUR,0.0607103,0.06127752,0.06065739,0.06103789,775.631954087787,12707.38477506
1663171200000,2022-09-14 16:00:00,DOGE/EUR,0.06094725,0.0609813,0.060581,0.06058814,468.3463222,7730.0
1663167600000,2022-09-14 15:00:00,DOGE/EUR,0.06091816,0.06104538,0.06088728,0.0609305,550.933581,9042.0
1663164000000,2022-09-14 14:00:00,DOGE/EUR,0.06107726,0.06111105,0.06070532,0.06095253,556.37469384,9128.0
1663160400000,2022-09-14 13:00:00,DOGE/EUR,0.06097447,0.06108472,0.06056608,0.06097526,649.5898409148364,10653.33449853
1663156800000,2022-09-14 12:00:00,DOGE/EUR,0.06076868,0.06118782,0.060269,0.06105182,1090.1729201277635,17856.51795684
1663153200000,2022-09-14 11:00:00,DOGE/EUR,0.06079656,0.06085659,0.06033812,0.06061365,521.9453804234756,8611.02046195
1663149600000,2022-09-14 10:00:00,DOGE/EUR,0.06054919,0.06076946,0.06029854,0.0607628,453.5504416275718,7464.27817065
1663146000000,2022-09-14 09:00:00,DOGE/EUR,0.06055408,0.06074472,0.06044917,0.06054945,497.4409282784093,8215.44916227
1663142400000,2022-09-14 08:00:00,DOGE/EUR,0.06021834,0.06063332,0.060043,0.06054672,515.3068480327912,8510.89618121
1663138800000,2022-09-14 07:00:00,DOGE/EUR,0.06063236,0.06154508,0.06010056,0.0602122,2132.5019032536597,35416.44223685
1663135200000,2022-09-14 06:00:00,DOGE/EUR,0.06068562,0.06079905,0.06050376,0.06059845,404.5552522,6676.0
1663131600000,2022-09-14 05:00:00,DOGE/EUR,0.06067245,0.06081444,0.06060774,0.06069528,518.6019547539913,8544.35393912
1663128000000,2022-09-14 04:00:00,DOGE/EUR,0.06063971,0.06076887,0.06063971,0.06066672,153.20054365844487,2525.28146665
1663124400000,2022-09-14 03:00:00,DOGE/EUR,0.06037951,0.06037951,0.06037951,0.06037951,5.000000000394121,82.80954914
1663120800000,2022-09-14 02:00:00,DOGE/EUR,0.06023267,0.06023267,0.06023267,0.06023267,1.20525602786335,20.010005
1663117200000,2022-09-14 01:00:00,DOGE/EUR,0.06012911,0.06012911,0.06012911,0.06012911,5.000000000847143,83.15439894
1663113600000,2022-09-14 00:00:00,DOGE/EUR,0.05974297,0.05974297,0.05974297,0.05974297,11.662801217460649,195.21629436
1663110000000,2022-09-13 23:00:00,DOGE/EUR,0.06019607,0.0609204,0.0595523,0.05972553,583.1173921792832,9763.28535183
1663106400000,2022-09-13 22:00:00,DOGE/EUR,0.06023931,0.06031129,0.06016391,0.06021801,369.67836339,6139.0
1663095600000,2022-09-13 19:00:00,DOGE/EUR,0.06005637,0.06038192,0.05945461,0.06038192,513.1625207348022,8498.61217952
1663092000000,2022-09-13 18:00:00,DOGE/EUR,0.0606089,0.0606383,0.06008793,0.06008793,468.6885016658763,7800.04406319
1663088400000,2022-09-13 17:00:00,DOGE/EUR,0.06050135,0.0606514,0.06033246,0.0606514,510.1995768,8412.0
1663084800000,2022-09-13 16:00:00,DOGE/EUR,0.06026342,0.06057355,0.06023767,0.06052071,418.86383391,6921.0
1663081200000,2022-09-13 15:00:00,DOGE/EUR,0.06028065,0.06047721,0.06022412,0.06024665,464.9836447,7718.0
1663077600000,2022-09-13 14:00:00,DOGE/EUR,0.06051176,0.06071678,0.06022,0.06035789,542.6386561940536,8990.35165401
1663074000000,2022-09-13 13:00:00,DOGE/EUR,0.06079753,0.06104406,0.06055634,0.06055634,569.5228448604008,9404.842579
1663070400000,2022-09-13 12:00:00,DOGE/EUR,0.06275949,0.06285028,0.06076231,0.06089556,8730.707662610896,143371.82649459
1663066800000,2022-09-13 11:00:00,DOGE/EUR,0.06250348,0.06280189,0.06245993,0.06275607,596.0967318136708,9498.63067929
1663063200000,2022-09-13 10:00:00,DOGE/EUR,0.06238093,0.06250542,0.06237861,0.06249176,547.0541011197774,8754.01974788
1663059600000,2022-09-13 09:00:00,DOGE/EUR,0.06265543,0.06280805,0.0623751,0.0623751,516.4034529,8279.0
1663056000000,2022-09-13 08:00:00,DOGE/EUR,0.06280631,0.06283012,0.06244089,0.06259589,565.67905793,9037.0
1663052400000,2022-09-13 07:00:00,DOGE/EUR,0.06258336,0.06298645,0.06258336,0.06283736,542.7039072785363,8636.64398502
1663048800000,2022-09-13 06:00:00,DOGE/EUR,0.06262615,0.06297438,0.06243323,0.06252227,610.2629648070765,9760.72949378
1663045200000,2022-09-13 05:00:00,DOGE/EUR,0.06269266,0.06270912,0.06258489,0.06261676,334.24826487999997,5338.0
1663041600000,2022-09-13 04:00:00,DOGE/EUR,0.06276011,0.06289266,0.062542,0.06270063,486.04419117209443,7751.8230865
1663038000000,2022-09-13 03:00:00,DOGE/EUR,0.06268977,0.06284386,0.06239465,0.06269879,484.3611888378916,7725.2079161
1663034400000,2022-09-13 02:00:00,DOGE/EUR,0.06234448,0.06281152,0.06209334,0.06267372,439.33947661952425,7009.94733709
1663030800000,2022-09-13 01:00:00,DOGE/EUR,0.06250507,0.06266694,0.06206772,0.06229139,520.8032148792423,8360.75764049
1663027200000,2022-09-13 00:00:00,DOGE/EUR,0.06315105,0.06315105,0.06235049,0.06258363,586.2247601068532,9367.06228301
1663023600000,2022-09-12 23:00:00,DOGE/EUR,0.06301629,0.06323141,0.06288377,0.06311014,552.7817162599999,8759.0
1663020000000,2022-09-12 22:00:00,DOGE/EUR,0.06300769,0.06308268,0.06289394,0.06291826,443.38497822000005,7047.0
1663016400000,2022-09-12 21:00:00,DOGE/EUR,0.06328906,0.06328906,0.06296374,0.06296374,491.99866436,7814.0
1663012800000,2022-09-12 20:00:00,DOGE/EUR,0.06304035,0.06335217,0.06304035,0.06333093,467.0841999732518,7375.29355677
1663009200000,2022-09-12 19:00:00,DOGE/EUR,0.0630328,0.06324421,0.062888,0.06309564,563.5964059872092,8932.41444238
1663005600000,2022-09-12 18:00:00,DOGE/EUR,0.06304425,0.06304425,0.06271189,0.06303854,500.968694628216,7947.02248225
1663002000000,2022-09-12 17:00:00,DOGE/EUR,0.06268063,0.0630179,0.06255573,0.0630179,581.8867527874088,9233.67412731
1662998400000,2022-09-12 16:00:00,DOGE/EUR,0.06270907,0.06275088,0.06208661,0.06270406,530.857312647785,8466.07560416
1662994800000,2022-09-12 15:00:00,DOGE/EUR,0.06332767,0.06333631,0.06269263,0.06274771,656.7403498386512,10466.36363046
1662991200000,2022-09-12 14:00:00,DOGE/EUR,0.06381435,0.06384788,0.063462,0.063462,548.2333055012385,8638.76501688
1662987600000,2022-09-12 13:00:00,DOGE/EUR,0.06370227,0.06405769,0.06361885,0.06384529,2816.9842989681893,44122.0378037
1662984000000,2022-09-12 12:00:00,DOGE/EUR,0.06363327,0.06418542,0.06356893,0.0636196,598.2783343240214,9403.99396293
1662980400000,2022-09-12 11:00:00,DOGE/EUR,0.06354426,0.06379263,0.06336759,0.06369565,556.5867574578231,8738.22242897
1662976800000,2022-09-12 10:00:00,DOGE/EUR,0.06350187,0.06350187,0.0629994,0.06343107,584.7649965135685,9218.90481295
1662973200000,2022-09-12 09:00:00,DOGE/EUR,0.06315405,0.0635446,0.06301144,0.06347129,566.1812467019736,8920.27319284
1662969600000,2022-09-12 08:00:00,DOGE/EUR,0.06278731,0.06323661,0.06270967,0.06310585,577.678367551961,9154.11752717
1662966000000,2022-09-12 07:00:00,DOGE/EUR,0.06255643,0.06281815,0.06250066,0.06279105,903.9130197908133,14395.57102152
1662962400000,2022-09-12 06:00:00,DOGE/EUR,0.06257626,0.06285538,0.06253314,0.06256043,436.29643882,6974.0
1662958800000,2022-09-12 05:00:00,DOGE/EUR,0.06280741,0.06280741,0.06252701,0.06263284,789.6633007874862,12607.81565689
1662955200000,2022-09-12 04:00:00,DOGE/EUR,0.06250743,0.06294163,0.06250331,0.06278502,566.0069553,9015.0
1662951600000,2022-09-12 03:00:00,DOGE/EUR,0.06283677,0.06300228,0.06250077,0.06250302,552.1075855688989,8833.29454431
1662948000000,2022-09-12 02:00:00,DOGE/EUR,0.06367579,0.06371363,0.06268201,0.06283331,528.30247048,8408.0
1662944400000,2022-09-12 01:00:00,DOGE/EUR,0.0627556,0.06407708,0.06274875,0.06366975,1315.6331426438792,20663.39419652
1662940800000,2022-09-12 00:00:00,DOGE/EUR,0.06316836,0.06319565,0.06275381,0.06275381,546.20916224,8704.0
1662937200000,2022-09-11 23:00:00,DOGE/EUR,0.06290641,0.06320414,0.06276674,0.06315437,573.31537086,9078.0
1662933600000,2022-09-11 22:00:00,DOGE/EUR,0.06245949,0.06320378,0.06245949,0.06281787,470.06612121,7483.0
1662930000000,2022-09-11 21:00:00,DOGE/EUR,0.06338795,0.06339131,0.06216029,0.0621876,1237.263913282203,19895.66912507
1662926400000,2022-09-11 20:00:00,DOGE/EUR,0.06355944,0.06355944,0.06285394,0.06324216,660.5917054669527,10445.43237402
1662922800000,2022-09-11 19:00:00,DOGE/EUR,0.06368505,0.06368939,0.06355942,0.06355942,434.6524466676363,6838.52128713
1662919200000,2022-09-11 18:00:00,DOGE/EUR,0.06386676,0.06387194,0.06369185,0.06369185,554.5012461,8706.0
1662915600000,2022-09-11 17:00:00,DOGE/EUR,0.06426284,0.06427224,0.06383094,0.06385834,486.08576419965743,7611.938616
1662912000000,2022-09-11 16:00:00,DOGE/EUR,0.06385236,0.06429598,0.06384646,0.06429598,512.1214349246306,7965.06150034
1662908400000,2022-09-11 15:00:00,DOGE/EUR,0.06351208,0.0641305,0.06351208,0.0638636,537.0498212262289,8409.32583234
1662904800000,2022-09-11 14:00:00,DOGE/EUR,0.06365898,0.06387252,0.06338793,0.06358804,625.64272556,9839.0
1662901200000,2022-09-11 13:00:00,DOGE/EUR,0.0638836,0.0638836,0.06341575,0.06368527,621.2017578323245,9754.24549244
1662897600000,2022-09-11 12:00:00,DOGE/EUR,0.06360902,0.06432665,0.0634764,0.06397318,559.2113711355738,8741.34084214
1662894000000,2022-09-11 11:00:00,DOGE/EUR,0.06351862,0.06368957,0.06343618,0.06358525,581.8301945469844,9150.39564281
1662890400000,2022-09-11 10:00:00,DOGE/EUR,0.06339253,0.06351632,0.06335666,0.06349599,482.63301999000004,7601.0
1662886800000,2022-09-11 09:00:00,DOGE/EUR,0.06361738,0.06361738,0.06332285,0.06335129,502.7020934998311,7935.151652
1662883200000,2022-09-11 08:00:00,DOGE/EUR,0.06347984,0.06364461,0.06341117,0.06355882,557.4982534227707,8771.37513602
1662879600000,2022-09-11 07:00:00,DOGE/EUR,0.06309988,0.0634892,0.06309922,0.06348766,582.733532750721,9178.68972885
1662876000000,2022-09-11 06:00:00,DOGE/EUR,0.06383068,0.06388077,0.06277354,0.06314604,755.5545464388432,11965.19285198
1662872400000,2022-09-11 05:00:00,DOGE/EUR,0.06383394,0.06397768,0.06380278,0.06384293,516.6169895600001,8092.0
1662868800000,2022-09-11 04:00:00,DOGE/EUR,0.06401673,0.06412026,0.06380314,0.06383993,479.8828226948903,7516.96975067
1662865200000,2022-09-11 03:00:00,DOGE/EUR,0.06405746,0.0641095,0.06397619,0.06398952,437.0484216,6830.0
1662861600000,2022-09-11 02:00:00,DOGE/EUR,0.06431819,0.06446992,0.06397125,0.06406752,585.1450271151801,9133.25546416
1662858000000,2022-09-11 01:00:00,DOGE/EUR,0.06482418,0.06482418,0.06445806,0.064507,538.8958954729036,8354.06848052
1662854400000,2022-09-11 00:00:00,DOGE/EUR,0.06440511,0.06478787,0.06438239,0.06478344,541.6677479391451,8361.20693713
1662850800000,2022-09-10 23:00:00,DOGE/EUR,0.06438551,0.0650493,0.06423675,0.06439003,514.8864278090708,7996.36881376
1662847200000,2022-09-10 22:00:00,DOGE/EUR,0.06385783,0.06438896,0.06384669,0.06438896,416.8179937025205,6473.43882713
1662843600000,2022-09-10 21:00:00,DOGE/EUR,0.06361053,0.06403721,0.06360956,0.06372655,2357.6591893612285,36996.49815283
1662840000000,2022-09-10 20:00:00,DOGE/EUR,0.06378552,0.06378552,0.06346609,0.06358203,526.20488028,8276.0
1662836400000,2022-09-10 19:00:00,DOGE/EUR,0.06376012,0.0638106,0.06367192,0.06378379,615.64114108,9652.0
1662832800000,2022-09-10 18:00:00,DOGE/EUR,0.06382248,0.06385446,0.06365159,0.06373903,548.60183121,8607.0
1662829200000,2022-09-10 17:00:00,DOGE/EUR,0.0636693,0.06411907,0.06343676,0.06378892,516.2705440585885,8093.42036295
1662825600000,2022-09-10 16:00:00,DOGE/EUR,0.06353099,0.06369031,0.06336405,0.06366419,445.84032256999996,7003.0
1662822000000,2022-09-10 15:00:00,DOGE/EUR,0.06346586,0.06371957,0.06337448,0.0635211,564.1944102,8882.0
1662818400000,2022-09-10 14:00:00,DOGE/EUR,0.06357302,0.06372113,0.06342744,0.06342744,498.5225351078333,7859.72971805
1662814800000,2022-09-10 13:00:00,DOGE/EUR,0.06380073,0.0638285,0.06329362,0.06353317,570.3646921949139,8977.43166593
1662811200000,2022-09-10 12:00:00,DOGE/EUR,0.06359646,0.06379736,0.06334119,0.06379736,470.8196963461213,7379.92444117
1662807600000,2022-09-10 11:00:00,DOGE/EUR,0.06346355,0.06368616,0.06338198,0.06360864,569.297328,8950.0
1662804000000,2022-09-10 10:00:00,DOGE/EUR,0.06363909,0.06371332,0.06337029,0.06346945,497.53688907232197,7838.99796
1662800400000,2022-09-10 09:00:00,DOGE/EUR,0.06365719,0.06384846,0.06365719,0.06375127,581.9464497481968,9128.38990891
1662796800000,2022-09-10 08:00:00,DOGE/EUR,0.0631966,0.06375192,0.0631966,0.06368817,526.7770559457394,8271.19158779
1662793200000,2022-09-10 07:00:00,DOGE/EUR,0.06431435,0.06433786,0.06303111,0.06306794,535.8777636158575,8496.8331551
1662789600000,2022-09-10 06:00:00,DOGE/EUR,0.06397457,0.06456476,0.06397457,0.0643009,489.5523861194409,7613.46087099
1662786000000,2022-09-10 05:00:00,DOGE/EUR,0.06352946,0.0642459,0.06351425,0.063965,609.1422244204721,9523.05517737
1662782400000,2022-09-10 04:00:00,DOGE/EUR,0.06345206,0.06440666,0.0634359,0.06362282,592.1504043073527,9307.20147751
