https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZCX,Volume USDT
1663459200,2022-09-18 00:00:00,ZCX/USDT,0.0737,0.075,0.0736,0.0744,19768.0339,1467.17051825
1663372800,2022-09-17 00:00:00,ZCX/USDT,0.0689,0.0774,0.068,0.0733,2682230.3488,194138.23704725
1663286400,2022-09-16 00:00:00,ZCX/USDT,0.081,0.0836,0.0625,0.069,3728428.9167,269995.18811288796
1663200000,2022-09-15 00:00:00,ZCX/USDT,0.0772,0.0845,0.0745,0.0804,1396488.7556,111261.65169493
1663113600,2022-09-14 00:00:00,ZCX/USDT,0.079,0.0822,0.0733,0.0771,1374413.7657,107650.38385873
1663027200,2022-09-13 00:00:00,ZCX/USDT,0.0878,0.0933,0.0776,0.079,1955056.1987,164539.22708842
1662940800,2022-09-12 00:00:00,ZCX/USDT,0.0918,0.0964,0.0831,0.0885,2913890.3624,258488.23738109
1662854400,2022-09-11 00:00:00,ZCX/USDT,0.093,0.0999,0.087,0.0918,1829760.2434,168287.1160844
1662768000,2022-09-10 00:00:00,ZCX/USDT,0.0936,0.099,0.088,0.0929,1816508.954,169380.13452017
1662681600,2022-09-09 00:00:00,ZCX/USDT,0.0807,0.106,0.0749,0.0935,7150016.0569,652706.2479979
1662595200,2022-09-08 00:00:00,ZCX/USDT,0.0758,0.0869,0.0736,0.0806,2540913.23,201687.04795631
1662508800,2022-09-07 00:00:00,ZCX/USDT,0.0784,0.0832,0.07,0.0758,2852283.72880408,212642.51223861764
1662422400,2022-09-06 00:00:00,ZCX/USDT,0.0762,0.0819,0.0751,0.0779,1907381.3321,150338.27180505
1662336000,2022-09-05 00:00:00,ZCX/USDT,0.0898,0.091,0.0757,0.0765,2356326.9462,197893.41758296
1662249600,2022-09-04 00:00:00,ZCX/USDT,0.0852,0.0994,0.0848,0.0903,1799481.6093,165437.56003185
1662163200,2022-09-03 00:00:00,ZCX/USDT,0.0892,0.1088,0.084,0.0845,3698004.2153,344124.79346929
1662076800,2022-09-02 00:00:00,ZCX/USDT,0.0825,0.1046,0.075,0.0899,8696995.7807,765084.44781746
1661990400,2022-09-01 00:00:00,ZCX/USDT,0.0976,0.1004,0.0757,0.0825,6185401.1792411,532373.609656773611
1661904000,2022-08-31 00:00:00,ZCX/USDT,0.1096,0.1109,0.0908,0.0978,2774142.73033948,279000.789249298506
1661817600,2022-08-30 00:00:00,ZCX/USDT,0.1204,0.1299,0.1062,0.1095,4849390.57653922,564092.20453712451
1661731200,2022-08-29 00:00:00,ZCX/USDT,0.109,0.1431,0.1042,0.1212,5381891.37142983,656443.768792270627
1661644800,2022-08-28 00:00:00,ZCX/USDT,0.1186,0.1197,0.1078,0.1091,2132048.79053363,239580.922494480529
1661558400,2022-08-27 00:00:00,ZCX/USDT,0.1041,0.1199,0.101,0.1198,4654314.47471763,514005.209971313067
1661472000,2022-08-26 00:00:00,ZCX/USDT,0.1128,0.122,0.1021,0.1037,4926589.13499783,538914.382822523426
1661385600,2022-08-25 00:00:00,ZCX/USDT,0.1189,0.1269,0.1007,0.1134,5182751.61609312,582418.166125905061
1661299200,2022-08-24 00:00:00,ZCX/USDT,0.1232,0.1314,0.1185,0.119,3760530.22146578,461777.097458919762
1661212800,2022-08-23 00:00:00,ZCX/USDT,0.1249,0.1393,0.1155,0.1232,3071621.75331841,388994.635363854515
1661126400,2022-08-22 00:00:00,ZCX/USDT,0.1283,0.1345,0.115,0.1236,3485439.71479509,429842.602609275944
1661040000,2022-08-21 00:00:00,ZCX/USDT,0.1115,0.1405,0.1091,0.1283,3672868.6504025,467806.650215423145
1660953600,2022-08-20 00:00:00,ZCX/USDT,0.1316,0.1369,0.1029,0.1118,6661223.40839031,804044.36660663489
1660867200,2022-08-19 00:00:00,ZCX/USDT,0.1602,0.1607,0.1246,0.1316,5545207.1936033,768685.324950564113
1660780800,2022-08-18 00:00:00,ZCX/USDT,0.164,0.21,0.1533,0.1602,9975994.92054303,1814654.880463561749
1660694400,2022-08-17 00:00:00,ZCX/USDT,0.1602,0.18,0.1464,0.1653,4602224.9102759,739850.829757963071
1660608000,2022-08-16 00:00:00,ZCX/USDT,0.1727,0.1795,0.1598,0.1603,928274.57559946,158570.496777772517
1660521600,2022-08-15 00:00:00,ZCX/USDT,0.1915,0.1934,0.1687,0.1723,1283363.87369535,231870.447151639478
1660435200,2022-08-14 00:00:00,ZCX/USDT,0.2052,0.2135,0.1768,0.191,1594114.78033635,317073.236801801849
1660348800,2022-08-13 00:00:00,ZCX/USDT,0.2163,0.2181,0.1995,0.2045,1024922.02625038,213873.949543789281
1660262400,2022-08-12 00:00:00,ZCX/USDT,0.211,0.2259,0.2011,0.2176,2167908.22240212,460432.076699892342
1660176000,2022-08-11 00:00:00,ZCX/USDT,0.2307,0.275,0.2003,0.2111,4166369.47003531,984145.010371072442
1660089600,2022-08-10 00:00:00,ZCX/USDT,0.234,0.269,0.1976,0.2314,4252568.44496388,995964.649857336542
1660003200,2022-08-09 00:00:00,ZCX/USDT,0.2088,0.247,0.176,0.2341,3172210.34191852,639668.175783972501
1659916800,2022-08-08 00:00:00,ZCX/USDT,0.2407,0.241,0.1891,0.2104,3187772.54843572,652062.866243737724
1659830400,2022-08-07 00:00:00,ZCX/USDT,0.2505,0.2659,0.23,0.2387,778279.83279798,188327.196596963794
1659744000,2022-08-06 00:00:00,ZCX/USDT,0.272,0.2888,0.2472,0.2498,1008996.57892566,263124.11032288885
1659657600,2022-08-05 00:00:00,ZCX/USDT,0.28,0.281,0.2472,0.2724,1528195.66096005,397120.372668485784
1659571200,2022-08-04 00:00:00,ZCX/USDT,0.2402,0.2944,0.2265,0.279,3907422.03847031,1024152.425437352848
1659484800,2022-08-03 00:00:00,ZCX/USDT,0.1942,0.2576,0.1822,0.2418,3578913.05594991,767882.956964349029
1659398400,2022-08-02 00:00:00,ZCX/USDT,0.2072,0.2349,0.1875,0.195,4364259.85289633,906620.066643217497
1659312000,2022-08-01 00:00:00,ZCX/USDT,0.1608,0.2291,0.1459,0.2073,9024641.28864289,1649323.901313941033
1659225600,2022-07-31 00:00:00,ZCX/USDT,0.1612,0.202,0.1446,0.1607,5484404.08847997,934968.263672458993
1659139200,2022-07-30 00:00:00,ZCX/USDT,0.1838,0.1883,0.14,0.1621,6521386.47283428,1044476.753100387062
1659052800,2022-07-29 00:00:00,ZCX/USDT,0.2691,0.2707,0.1721,0.1847,4589859.11471354,962998.872333097842
1658966400,2022-07-28 00:00:00,ZCX/USDT,0.3256,0.3308,0.2498,0.2691,2706320.37041245,758208.234176943204
1658880000,2022-07-27 00:00:00,ZCX/USDT,0.2952,0.3293,0.2912,0.3258,350936.16700509,107493.989182402816
1658793600,2022-07-26 00:00:00,ZCX/USDT,0.3156,0.333,0.2887,0.2954,434391.80594791,135328.434584409987
1658707200,2022-07-25 00:00:00,ZCX/USDT,0.2993,0.35,0.25,0.3156,1138257.85784266,348312.387408122276
1658620800,2022-07-24 00:00:00,ZCX/USDT,0.3169,0.3322,0.29,0.2991,590358.69646511,182241.636099995037
1658534400,2022-07-23 00:00:00,ZCX/USDT,0.3584,0.3823,0.29,0.3166,1160600.45693229,390823.044412107805
1658448000,2022-07-22 00:00:00,ZCX/USDT,0.4228,0.4336,0.3488,0.356,668412.7352747,261592.333493339367
1658361600,2022-07-21 00:00:00,ZCX/USDT,0.439,0.4508,0.4176,0.4231,155796.35604529,67675.934942492036
1658275200,2022-07-20 00:00:00,ZCX/USDT,0.4593,0.4793,0.43,0.4388,288570.11224926,128132.736692366793
1658188800,2022-07-19 00:00:00,ZCX/USDT,0.4619,0.4825,0.4274,0.4564,267810.11192059,122314.927962521147
1658102400,2022-07-18 00:00:00,ZCX/USDT,0.4255,0.4659,0.421,0.4659,269974.5837971,119474.526160834781
1658016000,2022-07-17 00:00:00,ZCX/USDT,0.43,0.4883,0.4,0.4262,400281.11787029,177220.311182595973
