https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOSBEAR,Volume USDT
1655510400000.0,2022-06-18 00:00:00,EOSBEAR/USDT,2.984e-05,4.102e-05,2.895e-05,3.556e-05,2498520.8098987625,88.8474
1655424000000.0,2022-06-17 00:00:00,EOSBEAR/USDT,3.338e-05,3.354e-05,2.802e-05,2.984e-05,2230975.871313673,66.57232
1655337600000.0,2022-06-16 00:00:00,EOSBEAR/USDT,2.692e-05,3.379e-05,2.573e-05,3.338e-05,27871012.582384657,930.3344
1655251200000.0,2022-06-15 00:00:00,EOSBEAR/USDT,3.459e-05,4.218e-05,2.646e-05,2.692e-05,39897801.63447251,1074.04882
1655164800000.0,2022-06-14 00:00:00,EOSBEAR/USDT,3.691e-05,4.45e-05,3.202e-05,3.459e-05,11167396.068227813,386.28023
1655078400000.0,2022-06-13 00:00:00,EOSBEAR/USDT,2.814e-05,4.031e-05,2.69e-05,3.691e-05,6808783.527499323,251.3122
1654992000000.0,2022-06-12 00:00:00,EOSBEAR/USDT,2.315e-05,2.818e-05,2.249e-05,2.814e-05,567484.0085287846,15.969
1654905600000.0,2022-06-11 00:00:00,EOSBEAR/USDT,1.985e-05,2.38e-05,1.829e-05,2.315e-05,824604.7516198704,19.0896
1654819200000.0,2022-06-10 00:00:00,EOSBEAR/USDT,1.732e-05,1.999e-05,1.694e-05,1.985e-05,15041743.073047858,298.5786
1654732800000.0,2022-06-09 00:00:00,EOSBEAR/USDT,1.676e-05,1.767e-05,1.599e-05,1.732e-05,134584.29561200924,2.331
1654646400000.0,2022-06-08 00:00:00,EOSBEAR/USDT,1.579e-05,1.714e-05,1.497e-05,1.676e-05,2937088.3054892602,49.2256
1654560000000.0,2022-06-07 00:00:00,EOSBEAR/USDT,1.519e-05,1.793e-05,1.44e-05,1.579e-05,736136.7954401519,11.6236
1654473600000.0,2022-06-06 00:00:00,EOSBEAR/USDT,1.643e-05,1.661e-05,1.395e-05,1.519e-05,617880.1843317972,9.3856
1654387200000.0,2022-06-05 00:00:00,EOSBEAR/USDT,1.597e-05,1.679e-05,1.559e-05,1.643e-05,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,EOSBEAR/USDT,1.691e-05,1.758e-05,1.558e-05,1.597e-05,164608.64120225422,2.6288
1654214400000.0,2022-06-03 00:00:00,EOSBEAR/USDT,1.585e-05,1.78e-05,1.556e-05,1.691e-05,501590.7746895328,8.4819
1654128000000.0,2022-06-02 00:00:00,EOSBEAR/USDT,1.688e-05,1.763e-05,1.563e-05,1.585e-05,5926258.675078865,93.9312
1654041600000.0,2022-06-01 00:00:00,EOSBEAR/USDT,1.363e-05,1.756e-05,1.292e-05,1.688e-05,62330242.89099525,1052.1345
1653955200000.0,2022-05-31 00:00:00,EOSBEAR/USDT,1.348e-05,1.496e-05,1.312e-05,1.363e-05,4185884.0792369773,57.0536
1653868800000.0,2022-05-30 00:00:00,EOSBEAR/USDT,1.725e-05,1.772e-05,1.311e-05,1.348e-05,1447982.1958456973,19.5188
1653782400000.0,2022-05-29 00:00:00,EOSBEAR/USDT,1.907e-05,1.994e-05,1.718e-05,1.725e-05,757843.4782608696,13.0728
1653696000000.0,2022-05-28 00:00:00,EOSBEAR/USDT,2.112e-05,2.148e-05,1.862e-05,1.907e-05,1394016.7802831673,26.5839
1653609600000.0,2022-05-27 00:00:00,EOSBEAR/USDT,1.997e-05,2.239e-05,1.915e-05,2.112e-05,440624.99999999994,9.306
1653523200000.0,2022-05-26 00:00:00,EOSBEAR/USDT,1.679e-05,2.166e-05,1.632e-05,1.997e-05,29249153.730595894,584.1056
1653436800000.0,2022-05-25 00:00:00,EOSBEAR/USDT,1.631e-05,1.743e-05,1.526e-05,1.679e-05,28543948.77903514,479.2529
1653350400000.0,2022-05-24 00:00:00,EOSBEAR/USDT,1.782e-05,1.907e-05,1.58e-05,1.631e-05,82166272.22562845,1340.1319
1653264000000.0,2022-05-23 00:00:00,EOSBEAR/USDT,1.607e-05,1.831e-05,1.352e-05,1.782e-05,18910398.428731762,336.9833
1653177600000.0,2022-05-22 00:00:00,EOSBEAR/USDT,1.818e-05,1.864e-05,1.57e-05,1.607e-05,19602800.248911012,315.017
1653091200000.0,2022-05-21 00:00:00,EOSBEAR/USDT,2.001e-05,2.102e-05,1.75e-05,1.818e-05,783421.3421342134,14.2426
1653004800000.0,2022-05-20 00:00:00,EOSBEAR/USDT,1.813e-05,2.101e-05,1.708e-05,2.001e-05,3016866.5667166417,60.3675
1652918400000.0,2022-05-19 00:00:00,EOSBEAR/USDT,2.07e-05,2.259e-05,1.746e-05,1.813e-05,10717236.624379482,194.3035
1652832000000.0,2022-05-18 00:00:00,EOSBEAR/USDT,1.704e-05,2.086e-05,1.646e-05,2.07e-05,1878806.7632850243,38.8913
1652745600000.0,2022-05-17 00:00:00,EOSBEAR/USDT,1.961e-05,1.974e-05,1.625e-05,1.704e-05,11517012.910798123,196.2499
1652659200000.0,2022-05-16 00:00:00,EOSBEAR/USDT,1.668e-05,2.101e-05,1.662e-05,1.961e-05,2196517.083120857,43.0737
1652572800000.0,2022-05-15 00:00:00,EOSBEAR/USDT,1.901e-05,2.032e-05,1.655e-05,1.668e-05,2581354.9160671467,43.057
1652486400000.0,2022-05-14 00:00:00,EOSBEAR/USDT,1.924e-05,2.29e-05,1.806e-05,1.901e-05,6045760.126249343,114.9299
1652400000000.0,2022-05-13 00:00:00,EOSBEAR/USDT,2.609e-05,2.684e-05,1.591e-05,1.924e-05,290706.8607068607,5.5932
1652313600000.0,2022-05-12 00:00:00,EOSBEAR/USDT,2.016e-05,3.303e-05,1.84e-05,2.609e-05,160346504.4078191,4183.4403
1652227200000.0,2022-05-11 00:00:00,EOSBEAR/USDT,1.299e-05,2.106e-05,1.25e-05,2.016e-05,517146894.8412698,10425.6814
1652140800000.0,2022-05-10 00:00:00,EOSBEAR/USDT,1.618e-05,1.625e-05,1.091e-05,1.299e-05,172077829.09930718,2235.291
1652054400000.0,2022-05-09 00:00:00,EOSBEAR/USDT,1.051e-05,1.679e-05,1.013e-05,1.618e-05,2659118473.42398,43024.5369
1651968000000.0,2022-05-08 00:00:00,EOSBEAR/USDT,1e-05,1.066e-05,9.76e-06,1.051e-05,305537659.3720267,3211.2008
1651881600000.0,2022-05-07 00:00:00,EOSBEAR/USDT,9.35e-06,1.057e-05,9.1e-06,1e-05,20716319.999999996,207.1632
1651795200000.0,2022-05-06 00:00:00,EOSBEAR/USDT,9.65e-06,1.051e-05,9.12e-06,9.35e-06,10199550.802139036,95.3658
1651708800000.0,2022-05-05 00:00:00,EOSBEAR/USDT,7.58e-06,9.96e-06,7.29e-06,9.65e-06,604041865.284974,5829.004
1651622400000.0,2022-05-04 00:00:00,EOSBEAR/USDT,9.83e-06,9.93e-06,7.42e-06,7.59e-06,159802.37154150198,1.2129
1651536000000.0,2022-05-03 00:00:00,EOSBEAR/USDT,9.28e-06,1.024e-05,9e-06,9.83e-06,1212227.8738555443,11.9162
1651449600000.0,2022-05-02 00:00:00,EOSBEAR/USDT,9.22e-06,1.009e-05,8.64e-06,9.28e-06,21190603.448275864,196.6488
1651363200000.0,2022-05-01 00:00:00,EOSBEAR/USDT,1.066e-05,1.083e-05,9.17e-06,9.22e-06,395574.83731019526,3.6472
1651276800000.0,2022-04-30 00:00:00,EOSBEAR/USDT,7.92e-06,1.161e-05,7.75e-06,1.066e-05,382899699.81238276,4081.7108
1651190400000.0,2022-04-29 00:00:00,EOSBEAR/USDT,7.62e-06,8.36e-06,6.99e-06,7.92e-06,828535.3535353536,6.562
1651104000000.0,2022-04-28 00:00:00,EOSBEAR/USDT,8.3e-06,8.38e-06,7.2e-06,7.62e-06,1041152598.4251969,7933.5828
1651017600000.0,2022-04-27 00:00:00,EOSBEAR/USDT,9.21e-06,9.4e-06,7.87e-06,8.3e-06,1731277759.0361445,14369.6054
1650931200000.0,2022-04-26 00:00:00,EOSBEAR/USDT,7.41e-06,9.45e-06,6.74e-06,9.21e-06,2220720618.892508,20452.8369
1650844800000.0,2022-04-25 00:00:00,EOSBEAR/USDT,7.6e-06,8.91e-06,7.23e-06,7.41e-06,769805573.5492578,5704.2593
1650758400000.0,2022-04-24 00:00:00,EOSBEAR/USDT,7.12e-06,7.64e-06,6.79e-06,7.6e-06,660751197.3684211,5021.7091
1650672000000.0,2022-04-23 00:00:00,EOSBEAR/USDT,6.84e-06,7.24e-06,6.73e-06,7.12e-06,1527499213.4831462,10875.7944
1650585600000.0,2022-04-22 00:00:00,EOSBEAR/USDT,6.6e-06,6.87e-06,6.35e-06,6.84e-06,264472324.56140354,1808.9907
1650499200000.0,2022-04-21 00:00:00,EOSBEAR/USDT,5.06e-06,6.78e-06,4.68e-06,6.6e-06,99798545.45454544,658.6704
1650412800000.0,2022-04-20 00:00:00,EOSBEAR/USDT,6.02e-06,6.86e-06,4.58e-06,5.1e-06,1235687098.0392156,6302.0042
1650326400000.0,2022-04-19 00:00:00,EOSBEAR/USDT,7.92e-06,8.16e-06,5.82e-06,6.02e-06,206105016.61129567,1240.7522
1650240000000.0,2022-04-18 00:00:00,EOSBEAR/USDT,8.31e-06,9.36e-06,7.85e-06,7.92e-06,175018484.84848484,1386.1464
1650153600000.0,2022-04-17 00:00:00,EOSBEAR/USDT,6.81e-06,8.4e-06,6.33e-06,8.31e-06,259351131.16726834,2155.2079
1650067200000.0,2022-04-16 00:00:00,EOSBEAR/USDT,8.82e-06,9.05e-06,6.57e-06,6.81e-06,379302276.06461084,2583.0485
1649980800000.0,2022-04-15 00:00:00,EOSBEAR/USDT,1.051e-05,1.073e-05,8.7e-06,8.82e-06,102049319.72789116,900.075
1649894400000.0,2022-04-14 00:00:00,EOSBEAR/USDT,9.69e-06,1.138e-05,9.52e-06,1.051e-05,193754043.76784018,2036.355
1649808000000.0,2022-04-13 00:00:00,EOSBEAR/USDT,1.157e-05,1.199e-05,9.67e-06,9.69e-06,182640577.91537666,1769.7872
1649721600000.0,2022-04-12 00:00:00,EOSBEAR/USDT,1.288e-05,1.295e-05,1.136e-05,1.157e-05,277404494.3820225,3209.57
1649635200000.0,2022-04-11 00:00:00,EOSBEAR/USDT,1.021e-05,1.336e-05,9.94e-06,1.288e-05,218391211.18012422,2812.8788
1649548800000.0,2022-04-10 00:00:00,EOSBEAR/USDT,9.68e-06,1.027e-05,8.9e-06,1.021e-05,6993408.423114593,71.4027
1649462400000.0,2022-04-09 00:00:00,EOSBEAR/USDT,1.019e-05,1.028e-05,9.36e-06,9.68e-06,566333285.1239669,5482.1062
1649376000000.0,2022-04-08 00:00:00,EOSBEAR/USDT,8.71e-06,1.037e-05,8.57e-06,1.019e-05,119027036.31010795,1212.8855
1649289600000.0,2022-04-07 00:00:00,EOSBEAR/USDT,9.54e-06,1.003e-05,8.4e-06,8.71e-06,508587566.0160735,4429.7977
1649203200000.0,2022-04-06 00:00:00,EOSBEAR/USDT,7.06e-06,9.63e-06,6.98e-06,9.54e-06,1589525691.8238993,15164.0751
1649116800000.0,2022-04-05 00:00:00,EOSBEAR/USDT,6.37e-06,7.12e-06,6.04e-06,7.06e-06,43480736.54390935,306.974
1649030400000.0,2022-04-04 00:00:00,EOSBEAR/USDT,6.5e-06,7.27e-06,5.84e-06,6.37e-06,50884411.302982725,324.1337
1648944000000.0,2022-04-03 00:00:00,EOSBEAR/USDT,6.84e-06,7.3e-06,6.33e-06,6.5e-06,579776400.0,3768.5466
1648857600000.0,2022-04-02 00:00:00,EOSBEAR/USDT,6.53e-06,6.95e-06,5.86e-06,6.84e-06,584130014.6198831,3995.4493
1648771200000.0,2022-04-01 00:00:00,EOSBEAR/USDT,6.55e-06,7.61e-06,6.37e-06,6.53e-06,123416676.87595712,805.9109
1648684800000.0,2022-03-31 00:00:00,EOSBEAR/USDT,5.94e-06,6.94e-06,5.44e-06,6.55e-06,312035251.90839696,2043.8309
1648598400000.0,2022-03-30 00:00:00,EOSBEAR/USDT,6.13e-06,6.64e-06,5.14e-06,5.94e-06,19959444.444444444,118.5591
1648512000000.0,2022-03-29 00:00:00,EOSBEAR/USDT,6.37e-06,6.89e-06,5.7e-06,6.13e-06,41264926.59053834,252.954
1648425600000.0,2022-03-28 00:00:00,EOSBEAR/USDT,8.72e-06,8.86e-06,4.82e-06,6.37e-06,179771491.36577708,1145.1444
1648339200000.0,2022-03-27 00:00:00,EOSBEAR/USDT,1.074e-05,1.094e-05,8.68e-06,8.72e-06,16690584.862385321,145.5419
1648252800000.0,2022-03-26 00:00:00,EOSBEAR/USDT,1.085e-05,1.129e-05,1.071e-05,1.074e-05,0.0,0.0
1648166400000.0,2022-03-25 00:00:00,EOSBEAR/USDT,1.03e-05,1.168e-05,9.97e-06,1.085e-05,100147.46543778802,1.0866
1648080000000.0,2022-03-24 00:00:00,EOSBEAR/USDT,1.097e-05,1.169e-05,9.33e-06,1.03e-05,818262.1359223302,8.4281
1647993600000.0,2022-03-23 00:00:00,EOSBEAR/USDT,1.037e-05,1.153e-05,9.94e-06,1.097e-05,310840856.88240653,3409.9242
1647907200000.0,2022-03-22 00:00:00,EOSBEAR/USDT,1.368e-05,1.368e-05,1.013e-05,1.037e-05,228306007.71456122,2367.5333
1647820800000.0,2022-03-21 00:00:00,EOSBEAR/USDT,1.708e-05,1.836e-05,1.225e-05,1.368e-05,31542309.94152047,431.4988
1647734400000.0,2022-03-20 00:00:00,EOSBEAR/USDT,1.708e-05,1.821e-05,1.577e-05,1.708e-05,6669795.081967214,113.9201
1647648000000.0,2022-03-19 00:00:00,EOSBEAR/USDT,1.927e-05,1.927e-05,1.685e-05,1.709e-05,5271012.287887653,90.0816
1647561600000.0,2022-03-18 00:00:00,EOSBEAR/USDT,2.078e-05,2.158e-05,1.897e-05,1.927e-05,8849320.186818888,170.5264
1647475200000.0,2022-03-17 00:00:00,EOSBEAR/USDT,2.063e-05,2.152e-05,2.053e-05,2.078e-05,8279980.750721848,172.058
