https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GARI,Volume USDT
1661644800,2022-08-28 00:00:00,GARI/USDT,0.0641,0.071,0.0638,0.0643,2487879.64149459,165391.444891878411
1661558400,2022-08-27 00:00:00,GARI/USDT,0.0616,0.0719,0.0589,0.064,6611140.55297692,419847.805425447857
1661472000,2022-08-26 00:00:00,GARI/USDT,0.0699,0.0729,0.0601,0.0617,3895499.08347244,266662.709994367686
1661385600,2022-08-25 00:00:00,GARI/USDT,0.0716,0.0722,0.0693,0.0705,1453121.25402185,103021.895745328273
1661299200,2022-08-24 00:00:00,GARI/USDT,0.0716,0.079,0.068,0.0716,7628718.51598701,545279.543993648201
1661212800,2022-08-23 00:00:00,GARI/USDT,0.0717,0.082,0.0689,0.0716,8095796.21059178,584420.251102724385
1661126400,2022-08-22 00:00:00,GARI/USDT,0.0733,0.0806,0.07,0.0718,3739215.48678178,274811.517492162199
1661040000,2022-08-21 00:00:00,GARI/USDT,0.0745,0.0776,0.072,0.0734,1645285.20581172,122348.513032282768
1660953600,2022-08-20 00:00:00,GARI/USDT,0.0705,0.08,0.0705,0.0745,6008574.03558746,448613.187417203422
1660867200,2022-08-19 00:00:00,GARI/USDT,0.0913,0.0924,0.0686,0.0704,9951785.77589318,824180.082233062488
1660780800,2022-08-18 00:00:00,GARI/USDT,0.0797,0.11,0.0782,0.0913,27053499.47691288,2632927.112923869173
1660694400,2022-08-17 00:00:00,GARI/USDT,0.0769,0.083,0.0765,0.0798,3394091.22407241,270914.64009397994
1660608000,2022-08-16 00:00:00,GARI/USDT,0.078,0.0826,0.0763,0.0769,2418115.379032,190933.25425867572
1660521600,2022-08-15 00:00:00,GARI/USDT,0.0783,0.08,0.076,0.078,1453691.21605992,113528.474272918312
1660435200,2022-08-14 00:00:00,GARI/USDT,0.0775,0.0821,0.0761,0.0787,2142334.9897339,169266.77132958679
1660348800,2022-08-13 00:00:00,GARI/USDT,0.0783,0.081,0.0741,0.0775,5094198.53104344,394958.270182100957
1660262400,2022-08-12 00:00:00,GARI/USDT,0.0777,0.0841,0.0742,0.0781,3756225.68230961,294775.374049795571
1660176000,2022-08-11 00:00:00,GARI/USDT,0.0801,0.0828,0.0773,0.0777,3418524.58470719,271530.840496473281
1660089600,2022-08-10 00:00:00,GARI/USDT,0.0805,0.0825,0.077,0.0803,3125874.30085321,248490.401498274818
1660003200,2022-08-09 00:00:00,GARI/USDT,0.0844,0.0846,0.0764,0.0805,3876798.37012278,312011.867352523491
1659916800,2022-08-08 00:00:00,GARI/USDT,0.0851,0.087,0.0835,0.0844,2794588.17626511,238320.023620457943
1659830400,2022-08-07 00:00:00,GARI/USDT,0.0853,0.0868,0.0826,0.0851,2054215.26074297,174191.575986941746
1659744000,2022-08-06 00:00:00,GARI/USDT,0.0865,0.0879,0.085,0.0853,1453932.80000878,125271.929356690142
1659657600,2022-08-05 00:00:00,GARI/USDT,0.087,0.0889,0.084,0.0867,2499687.51137324,215700.946263492012
1659571200,2022-08-04 00:00:00,GARI/USDT,0.0877,0.0905,0.085,0.087,2311701.66214045,202449.640843656003
1659484800,2022-08-03 00:00:00,GARI/USDT,0.0858,0.096,0.0821,0.0876,6456636.98773732,578717.490411713347
1659398400,2022-08-02 00:00:00,GARI/USDT,0.0908,0.0919,0.08,0.0858,5495185.62288997,471274.287674855183
1659312000,2022-08-01 00:00:00,GARI/USDT,0.0935,0.094,0.09,0.0908,2957120.83345689,271880.538292018933
1659225600,2022-07-31 00:00:00,GARI/USDT,0.0933,0.0958,0.0919,0.0937,2752402.79059341,258819.664636322499
1659139200,2022-07-30 00:00:00,GARI/USDT,0.0936,0.0957,0.0911,0.0933,4916556.63026387,458710.360884847133
1659052800,2022-07-29 00:00:00,GARI/USDT,0.0976,0.0985,0.0923,0.0938,3674216.66790003,351028.555295218006
1658966400,2022-07-28 00:00:00,GARI/USDT,0.0985,0.0996,0.094,0.0976,4247224.09389437,411216.759905290422
1658880000,2022-07-27 00:00:00,GARI/USDT,0.0949,0.0992,0.0922,0.0984,5595754.02136825,532946.195081843604
1658793600,2022-07-26 00:00:00,GARI/USDT,0.094,0.101,0.0855,0.0946,11795954.49164142,1099379.780023882294
1658707200,2022-07-25 00:00:00,GARI/USDT,0.0978,0.0992,0.093,0.094,3937956.5959064,381730.396074557063
1658620800,2022-07-24 00:00:00,GARI/USDT,0.0984,0.1045,0.0973,0.0977,4642791.89879742,462133.021225190114
1658534400,2022-07-23 00:00:00,GARI/USDT,0.0966,0.1058,0.0957,0.0987,7255498.90119728,716919.022693118674
1658448000,2022-07-22 00:00:00,GARI/USDT,0.1055,0.108,0.095,0.0971,11289921.0685828,1138004.728912671335
1658361600,2022-07-21 00:00:00,GARI/USDT,0.1169,0.1257,0.1016,0.1058,25610346.12737404,2802729.021967576727
1658275200,2022-07-20 00:00:00,GARI/USDT,0.0968,0.1268,0.095,0.1174,25325829.26590428,2809164.590923537688
1658188800,2022-07-19 00:00:00,GARI/USDT,0.0956,0.0991,0.0949,0.0967,5778079.76043237,560674.311015916544
1658102400,2022-07-18 00:00:00,GARI/USDT,0.0956,0.103,0.0932,0.0955,7426579.94042535,722963.332196288712
1658016000,2022-07-17 00:00:00,GARI/USDT,0.097,0.0999,0.0932,0.095,4305645.0707846,416864.953612314782
1657929600,2022-07-16 00:00:00,GARI/USDT,0.0965,0.1017,0.0932,0.0969,7742147.27616493,749469.589728474436
1657843200,2022-07-15 00:00:00,GARI/USDT,0.0984,0.102,0.0949,0.0964,9686936.69697499,951084.693734668317
1657756800,2022-07-14 00:00:00,GARI/USDT,0.1029,0.1067,0.095,0.0985,15698148.27188148,1560255.695917891385
1657670400,2022-07-13 00:00:00,GARI/USDT,0.0914,0.1097,0.091,0.1028,24700719.53058699,2472565.261035628774
1657584000,2022-07-12 00:00:00,GARI/USDT,0.1035,0.1055,0.09,0.0913,27415597.48946895,2662015.382215904501
1657497600,2022-07-11 00:00:00,GARI/USDT,0.1103,0.12,0.101,0.1034,17773797.25533118,1989832.96708019834
1657411200,2022-07-10 00:00:00,GARI/USDT,0.1269,0.1271,0.1065,0.1103,15653656.9971974,1810690.478132856785
1657324800,2022-07-09 00:00:00,GARI/USDT,0.1306,0.1445,0.1231,0.1265,26115498.25011114,3434230.868603351891
1657238400,2022-07-08 00:00:00,GARI/USDT,0.1245,0.1445,0.1057,0.1306,50261808.79453462,6306444.709683631643
1657152000,2022-07-07 00:00:00,GARI/USDT,0.1378,0.1401,0.12,0.1247,39860058.27345429,5111228.961381092829
1657065600,2022-07-06 00:00:00,GARI/USDT,0.1716,0.1799,0.13,0.1379,61123235.53775337,9389234.7118110607
1656979200,2022-07-05 00:00:00,GARI/USDT,0.2336,0.24,0.1374,0.1714,183478193.17205956,32477853.559197734561
1656892800,2022-07-04 00:00:00,GARI/USDT,0.7513,0.7845,0.0236,0.2338,469538064.75798907,52550708.162174496573
1656806400,2022-07-03 00:00:00,GARI/USDT,0.7518,0.7557,0.7456,0.7491,93126.68597294,69814.146859839093
1656720000,2022-07-02 00:00:00,GARI/USDT,0.7631,0.7642,0.7493,0.7509,295621.10408737,222309.625774026248
1656633600,2022-07-01 00:00:00,GARI/USDT,0.7662,0.7774,0.7572,0.7631,106883.32473004,81774.569160333429
1656547200,2022-06-30 00:00:00,GARI/USDT,0.7898,0.7932,0.7641,0.7662,210230.72207785,165064.039407672916
1656460800,2022-06-29 00:00:00,GARI/USDT,0.7896,0.8019,0.7867,0.7904,89197.08732477,70363.714030049028
1656374400,2022-06-28 00:00:00,GARI/USDT,0.7898,0.7937,0.7879,0.7886,60581.88463594,47841.445555024768
1656288000,2022-06-27 00:00:00,GARI/USDT,0.7902,0.8063,0.7879,0.7903,172206.38914919,136366.268148240775
1656201600,2022-06-26 00:00:00,GARI/USDT,0.8034,0.8034,0.7897,0.7897,76940.22445917,61115.770677188683
1656115200,2022-06-25 00:00:00,GARI/USDT,0.8091,0.8106,0.8015,0.8029,77475.23860622,62495.523437095439
1656028800,2022-06-24 00:00:00,GARI/USDT,0.8083,0.8157,0.8073,0.8107,119637.98856552,97085.689773496835
1655942400,2022-06-23 00:00:00,GARI/USDT,0.8102,0.8127,0.8046,0.8079,56389.51815369,45572.977900334167
1655856000,2022-06-22 00:00:00,GARI/USDT,0.8217,0.8288,0.8079,0.8108,105496.51115733,86333.527723102682
1655769600,2022-06-21 00:00:00,GARI/USDT,0.8294,0.83,0.8079,0.8223,190819.84764887,156163.048115226078
1655683200,2022-06-20 00:00:00,GARI/USDT,0.7788,0.865,0.7537,0.8293,16785598.5141601,13009480.391617115635
1655596800,2022-06-19 00:00:00,GARI/USDT,0.7932,0.7942,0.7785,0.779,311696.46767778,244844.268929418237
1655510400,2022-06-18 00:00:00,GARI/USDT,0.8033,0.8086,0.7891,0.7932,429107.04256911,342292.458852577821
1655424000,2022-06-17 00:00:00,GARI/USDT,0.8221,0.8302,0.8,0.8037,7479777.18044086,6024724.584052340432
1655337600,2022-06-16 00:00:00,GARI/USDT,0.8439,0.8589,0.8131,0.8225,5834962.17008285,4847762.70671668667
1655251200,2022-06-15 00:00:00,GARI/USDT,0.8295,0.85,0.801,0.8391,7033732.40846829,5831922.747205676712
1655164800,2022-06-14 00:00:00,GARI/USDT,0.6075,0.8872,0.6036,0.8289,7759870.14166587,5667206.070942528447
1655078400,2022-06-13 00:00:00,GARI/USDT,0.6001,0.6602,0.5341,0.6077,46646900.31926911,28662686.360482699506
1654992000,2022-06-12 00:00:00,GARI/USDT,0.655,0.687,0.6,0.6,7201942.08364033,4703447.85694864935
1654905600,2022-06-11 00:00:00,GARI/USDT,0.6229,0.6592,0.6143,0.655,1001716.01544033,640063.237884191384
1654819200,2022-06-10 00:00:00,GARI/USDT,0.611,0.6246,0.61,0.6242,486036.42381315,299631.568311662225
1654732800,2022-06-09 00:00:00,GARI/USDT,0.6124,0.6158,0.6083,0.61,331010.16290503,202185.459387502873
1654646400,2022-06-08 00:00:00,GARI/USDT,0.6127,0.6147,0.6003,0.61,752103.54717077,458394.489048928517
1654560000,2022-06-07 00:00:00,GARI/USDT,0.6118,0.6188,0.607,0.6126,239643.9724747,146639.259137896947
1654473600,2022-06-06 00:00:00,GARI/USDT,0.6144,0.63,0.61,0.6105,318598.7393803,194854.946539416737
1654387200,2022-06-05 00:00:00,GARI/USDT,0.6192,0.6299,0.59,0.6144,900335.73387039,545336.361043707487
1654300800,2022-06-04 00:00:00,GARI/USDT,0.614,0.621,0.61,0.6188,138712.87267496,85353.064148567759
1654214400,2022-06-03 00:00:00,GARI/USDT,0.6193,0.624,0.6042,0.6119,319090.93269929,195861.229368537645
1654128000,2022-06-02 00:00:00,GARI/USDT,0.6386,0.6409,0.61,0.6178,1019347.12750775,637860.988120160433
1654041600,2022-06-01 00:00:00,GARI/USDT,0.6522,0.669,0.6383,0.6386,998484.11484998,648829.650335600025
1653955200,2022-05-31 00:00:00,GARI/USDT,0.6558,0.6577,0.6467,0.6509,347670.76166333,226174.02274789931
1653868800,2022-05-30 00:00:00,GARI/USDT,0.6595,0.6668,0.64,0.6558,1107492.61840823,725246.238479292109
1653782400,2022-05-29 00:00:00,GARI/USDT,0.6568,0.6592,0.64,0.6592,682438.97902113,442074.622718052767
1653696000,2022-05-28 00:00:00,GARI/USDT,0.6559,0.6619,0.65,0.6561,438636.39865912,286912.782967867515
1653609600,2022-05-27 00:00:00,GARI/USDT,0.6524,0.6741,0.65,0.6555,310827.09469563,205177.516959047118
1653523200,2022-05-26 00:00:00,GARI/USDT,0.6511,0.6616,0.65,0.6524,799126.81217042,521035.366459450241
1653436800,2022-05-25 00:00:00,GARI/USDT,0.6567,0.6588,0.6456,0.6501,988797.62618925,641758.684367171314
1653350400,2022-05-24 00:00:00,GARI/USDT,0.6523,0.672,0.65,0.6579,508370.9399464,333283.933731827068
1653264000,2022-05-23 00:00:00,GARI/USDT,0.6542,0.662,0.65,0.6521,225137.26178936,147784.088848106949
1653177600,2022-05-22 00:00:00,GARI/USDT,0.6678,0.6689,0.65,0.6539,664490.86085341,433504.34472886582
1653091200,2022-05-21 00:00:00,GARI/USDT,0.6588,0.682,0.654,0.6668,328285.5538454,218374.995922474623
1653004800,2022-05-20 00:00:00,GARI/USDT,0.6617,0.6637,0.65,0.6573,686431.81174565,448797.454739038271
1652918400,2022-05-19 00:00:00,GARI/USDT,0.6513,0.664,0.6372,0.6615,10210964.53183488,6607160.588894414451
1652832000,2022-05-18 00:00:00,GARI/USDT,0.7067,0.7137,0.65,0.6505,3521447.86435107,2361853.827305472997
1652745600,2022-05-17 00:00:00,GARI/USDT,0.7279,0.8,0.7067,0.7067,8662909.68981618,6299051.614114644861
1652659200,2022-05-16 00:00:00,GARI/USDT,0.7258,0.758,0.7002,0.727,3343091.46352035,2459989.370886631432
1652572800,2022-05-15 00:00:00,GARI/USDT,0.6926,0.7329,0.6703,0.7251,8573063.7610436,5985370.198752616666
1652486400,2022-05-14 00:00:00,GARI/USDT,0.6535,0.7009,0.6384,0.6911,2198243.55818152,1428606.56387808142
1652400000,2022-05-13 00:00:00,GARI/USDT,0.6619,0.6789,0.6525,0.6533,540784.78205591,359917.990750223058
1652313600,2022-05-12 00:00:00,GARI/USDT,0.6729,0.7525,0.5951,0.6601,5951358.97976757,3844455.986841274062
1652227200,2022-05-11 00:00:00,GARI/USDT,0.6706,0.73,0.6352,0.6723,10065615.75624727,6894372.899930660607
1652140800,2022-05-10 00:00:00,GARI/USDT,0.6203,0.6881,0.61,0.6706,3445886.28057,2230977.013353821531
1652054400,2022-05-09 00:00:00,GARI/USDT,0.7404,0.7554,0.5888,0.6203,5530083.50258511,3611042.539984902285
1651968000,2022-05-08 00:00:00,GARI/USDT,0.6701,0.76,0.6454,0.7415,2740962.98931713,1952733.165441115518
1651881600,2022-05-07 00:00:00,GARI/USDT,0.6205,0.7061,0.6161,0.6708,1683357.98861747,1115947.512514451446
1651795200,2022-05-06 00:00:00,GARI/USDT,0.6381,0.6426,0.6111,0.6194,3059842.33772703,1905936.144739706796
1651708800,2022-05-05 00:00:00,GARI/USDT,0.653,0.6686,0.62,0.6381,4092986.00094886,2613783.373839881384
1651622400,2022-05-04 00:00:00,GARI/USDT,0.6527,0.6625,0.626,0.6521,2659635.68973345,1710731.099250706168
1651536000,2022-05-03 00:00:00,GARI/USDT,0.6284,0.6699,0.6266,0.6528,2139240.8855955,1381642.696352600007
1651449600,2022-05-02 00:00:00,GARI/USDT,0.5949,0.6425,0.5683,0.6284,3313547.54334958,1993505.208961290548
1651363200,2022-05-01 00:00:00,GARI/USDT,0.5653,0.61,0.5305,0.5931,3574575.04328854,2010182.093793158579
1651276800,2022-04-30 00:00:00,GARI/USDT,0.6337,0.691,0.55,0.5649,4267841.17148021,2686977.633149407974
1651190400,2022-04-29 00:00:00,GARI/USDT,0.5737,0.65,0.5467,0.6339,4992241.35957383,2939914.785001674497
1651104000,2022-04-28 00:00:00,GARI/USDT,0.5551,0.5796,0.536,0.572,3018720.24251369,1670050.143055109164
1651017600,2022-04-27 00:00:00,GARI/USDT,0.4976,0.5592,0.4922,0.5549,2674941.28818892,1439894.480952757202
1650931200,2022-04-26 00:00:00,GARI/USDT,0.5581,0.5726,0.4944,0.4974,3544890.99163537,1863372.059780984885
1650844800,2022-04-25 00:00:00,GARI/USDT,0.6035,0.6118,0.5292,0.5568,4352224.33146717,2442196.904194966515
1650758400,2022-04-24 00:00:00,GARI/USDT,0.5541,0.6229,0.5489,0.6036,3078019.8272259,1826332.193508579459
1650672000,2022-04-23 00:00:00,GARI/USDT,0.5135,0.5706,0.5068,0.5543,2930368.4446394,1569779.305753248144
1650585600,2022-04-22 00:00:00,GARI/USDT,0.4888,0.5247,0.4803,0.5131,3556176.46918981,1770560.857031911517
1650499200,2022-04-21 00:00:00,GARI/USDT,0.4975,0.5274,0.4661,0.4884,3788860.16400405,1856664.194154312257
1650412800,2022-04-20 00:00:00,GARI/USDT,0.4848,0.5219,0.4485,0.4974,5336453.71753118,2592592.518975957717
1650326400,2022-04-19 00:00:00,GARI/USDT,0.4487,0.4853,0.444,0.4842,1680140.02457944,779005.590471596164
1650240000,2022-04-18 00:00:00,GARI/USDT,0.3982,0.45,0.3956,0.4488,1902214.68160565,801865.5585215543
1650153600,2022-04-17 00:00:00,GARI/USDT,0.4091,0.4301,0.3927,0.3978,2151425.68669146,877553.312363091344
1650067200,2022-04-16 00:00:00,GARI/USDT,0.3867,0.4429,0.3844,0.409,5343197.75877447,2238018.329774909966
1649980800,2022-04-15 00:00:00,GARI/USDT,0.3617,0.4014,0.3528,0.3867,3564063.60060791,1335766.704285535058
1649894400,2022-04-14 00:00:00,GARI/USDT,0.3667,0.3791,0.36,0.3616,1255463.40284677,458430.061776719727
1649808000,2022-04-13 00:00:00,GARI/USDT,0.3663,0.404,0.3513,0.3667,3263763.66971441,1216241.804651488444
1649721600,2022-04-12 00:00:00,GARI/USDT,0.3194,0.3926,0.2843,0.366,19023091.0862662,6078763.779817930296
1649635200,2022-04-11 00:00:00,GARI/USDT,0.3432,0.3457,0.2894,0.3199,6468337.22294122,2025540.690230119732
1649548800,2022-04-10 00:00:00,GARI/USDT,0.3495,0.3518,0.3396,0.3432,870766.20808195,300768.343157025028
1649462400,2022-04-09 00:00:00,GARI/USDT,0.3315,0.3546,0.331,0.3501,1158695.59644615,398202.494832913352
1649376000,2022-04-08 00:00:00,GARI/USDT,0.357,0.3711,0.33,0.3309,1291422.21427821,446407.649376627321
1649289600,2022-04-07 00:00:00,GARI/USDT,0.3603,0.3718,0.3504,0.3563,2749568.33066428,987892.425445209954
1649203200,2022-04-06 00:00:00,GARI/USDT,0.3725,0.3747,0.3555,0.3608,1417164.45361949,516092.921063909263
1649116800,2022-04-05 00:00:00,GARI/USDT,0.3829,0.4041,0.3716,0.3725,3132000.89080326,1206686.448859994658
1649030400,2022-04-04 00:00:00,GARI/USDT,0.3907,0.4115,0.3772,0.3828,2405304.70935675,950418.009885314435
1648944000,2022-04-03 00:00:00,GARI/USDT,0.4038,0.4107,0.3906,0.3915,1842737.06384134,739970.287871083263
1648857600,2022-04-02 00:00:00,GARI/USDT,0.3838,0.4187,0.3807,0.4038,3120063.040225,1250916.785988706281
1648771200,2022-04-01 00:00:00,GARI/USDT,0.3769,0.4,0.3545,0.3831,3963219.70360103,1520829.018585162635
1648684800,2022-03-31 00:00:00,GARI/USDT,0.3837,0.3964,0.36,0.3771,3977782.71190388,1508441.261944324698
1648598400,2022-03-30 00:00:00,GARI/USDT,0.4047,0.4051,0.3738,0.3836,4053252.24515496,1571614.591157260249
1648512000,2022-03-29 00:00:00,GARI/USDT,0.4305,0.4353,0.3511,0.4048,5886465.40069717,2349150.628981619512
1648425600,2022-03-28 00:00:00,GARI/USDT,0.4485,0.4597,0.4295,0.4296,2433558.81753019,1088434.119048895728
1648339200,2022-03-27 00:00:00,GARI/USDT,0.4457,0.4575,0.4285,0.4485,3122128.28210349,1374799.026102406859
1648252800,2022-03-26 00:00:00,GARI/USDT,0.4103,0.459,0.4,0.4457,2384940.96344621,1010135.43865784773
1648166400,2022-03-25 00:00:00,GARI/USDT,0.4253,0.4263,0.4073,0.4106,833704.82607075,346513.333853230964
1648080000,2022-03-24 00:00:00,GARI/USDT,0.4408,0.4408,0.4164,0.4254,1668673.79968193,713675.025246382608
1647993600,2022-03-23 00:00:00,GARI/USDT,0.4714,0.4715,0.4387,0.44,867741.19287528,392277.922167069366
1647907200,2022-03-22 00:00:00,GARI/USDT,0.4502,0.4736,0.444,0.4706,1393723.69360651,639799.147981377604
1647820800,2022-03-21 00:00:00,GARI/USDT,0.4336,0.456,0.4283,0.4522,1857659.28778528,825523.05822854161
1647734400,2022-03-20 00:00:00,GARI/USDT,0.4289,0.4672,0.421,0.4336,1390558.63109652,616560.251305486809
1647648000,2022-03-19 00:00:00,GARI/USDT,0.4084,0.4801,0.4003,0.43,1971468.24452585,855864.733825010983
1647561600,2022-03-18 00:00:00,GARI/USDT,0.4224,0.4224,0.3905,0.4077,2889744.92094845,1174695.531976798868
1647475200,2022-03-17 00:00:00,GARI/USDT,0.4302,0.4333,0.4152,0.4222,926093.24833886,392147.755968967173
1647388800,2022-03-16 00:00:00,GARI/USDT,0.4219,0.4371,0.4142,0.4302,1269335.14459271,539701.151126510411
1647302400,2022-03-15 00:00:00,GARI/USDT,0.431,0.4452,0.415,0.4208,1180594.08514362,505380.385420891926
1647216000,2022-03-14 00:00:00,GARI/USDT,0.4308,0.4821,0.4129,0.4314,1474304.69059997,642634.862092705717
1647129600,2022-03-13 00:00:00,GARI/USDT,0.4466,0.452,0.4304,0.4308,918279.18909919,403634.803532530654
1647043200,2022-03-12 00:00:00,GARI/USDT,0.45,0.4634,0.4433,0.4447,1034981.56886883,466532.743510813811
1646956800,2022-03-11 00:00:00,GARI/USDT,0.4755,0.4771,0.4387,0.45,2130890.28313035,967574.662435359947
1646870400,2022-03-10 00:00:00,GARI/USDT,0.524,0.524,0.4632,0.477,1452201.80382074,711773.568580561353
1646784000,2022-03-09 00:00:00,GARI/USDT,0.5074,0.5364,0.5065,0.524,1396461.95172214,729112.691295823503
1646697600,2022-03-08 00:00:00,GARI/USDT,0.5142,0.5516,0.5,0.5077,1733351.01635531,907521.854063073937
1646611200,2022-03-07 00:00:00,GARI/USDT,0.5009,0.5718,0.4955,0.5131,2206036.30077909,1150522.932611087221
1646524800,2022-03-06 00:00:00,GARI/USDT,0.5457,0.5492,0.5006,0.5032,1285031.97501608,668414.359891907286
1646438400,2022-03-05 00:00:00,GARI/USDT,0.5144,0.5549,0.5066,0.5458,1507701.40686644,809298.591687616622
1646352000,2022-03-04 00:00:00,GARI/USDT,0.5723,0.5948,0.5128,0.5144,2325589.0683747,1307228.115483811652
1646265600,2022-03-03 00:00:00,GARI/USDT,0.6127,0.6289,0.557,0.5716,3207297.28185269,1900943.822497441533
1646179200,2022-03-02 00:00:00,GARI/USDT,0.6142,0.6475,0.6,0.6117,4235842.6249195,2643676.608261893013
1646092800,2022-03-01 00:00:00,GARI/USDT,0.6593,0.6972,0.59,0.6134,4394066.68401169,2795348.724459504459
1646006400,2022-02-28 00:00:00,GARI/USDT,0.555,0.69,0.5333,0.66,5717905.90072611,3470830.295916556016
1645920000,2022-02-27 00:00:00,GARI/USDT,0.6485,0.6521,0.547,0.5545,4523589.94546869,2739858.854988185357
1645833600,2022-02-26 00:00:00,GARI/USDT,0.6558,0.6849,0.6126,0.6488,4014928.97088474,2571257.564181273336
1645747200,2022-02-25 00:00:00,GARI/USDT,0.6087,0.7186,0.6087,0.6561,6000925.37359634,4014583.417197684305
1645660800,2022-02-24 00:00:00,GARI/USDT,0.6546,0.7422,0.4818,0.6088,10075229.44600603,5745037.363382569423
1645574400,2022-02-23 00:00:00,GARI/USDT,0.756,0.81,0.64,0.6545,4476336.19906969,3383882.82910579789
1645488000,2022-02-22 00:00:00,GARI/USDT,0.879,0.9,0.75,0.755,4620984.49898186,3843922.751130948538
1645401600,2022-02-21 00:00:00,GARI/USDT,0.8001,0.997,0.7675,0.8829,8764824.70352304,7892104.572182575809
1645315200,2022-02-20 00:00:00,GARI/USDT,0.704,0.8606,0.6062,0.8002,6375110.55849303,4701085.084682541437
1645228800,2022-02-19 00:00:00,GARI/USDT,0.7705,0.8172,0.6813,0.7042,4613674.75402634,3453615.426959770656
1645142400,2022-02-18 00:00:00,GARI/USDT,0.6259,0.7897,0.5854,0.7714,5607611.29965139,3891971.598868095931
1645056000,2022-02-17 00:00:00,GARI/USDT,0.5298,0.67,0.5284,0.626,5111351.176123,3172224.19161776418
1644969600,2022-02-16 00:00:00,GARI/USDT,0.4969,0.5515,0.4943,0.5313,1461215.51359826,777768.375996461409
1644883200,2022-02-15 00:00:00,GARI/USDT,0.4658,0.4987,0.4645,0.4968,1608689.66042645,786696.172751814538
1644796800,2022-02-14 00:00:00,GARI/USDT,0.4606,0.4771,0.4516,0.4643,573048.45245944,265247.654618284228
1644710400,2022-02-13 00:00:00,GARI/USDT,0.4504,0.5177,0.4452,0.4607,1462914.73267737,706720.347813675327
1644624000,2022-02-12 00:00:00,GARI/USDT,0.4608,0.465,0.4379,0.4503,811426.29475415,363234.64024030876
1644537600,2022-02-11 00:00:00,GARI/USDT,0.5116,0.529,0.4532,0.4599,1076097.12051098,519681.153205195646
1644451200,2022-02-10 00:00:00,GARI/USDT,0.5311,0.5384,0.4988,0.5117,2408700.97243274,1252060.095444297347
1644364800,2022-02-09 00:00:00,GARI/USDT,0.5523,0.553,0.5184,0.5309,1174192.9790397,625666.47537163209
1644278400,2022-02-08 00:00:00,GARI/USDT,0.5469,0.5694,0.5184,0.5527,2203167.23744456,1197339.637134201568
1644192000,2022-02-07 00:00:00,GARI/USDT,0.5741,0.595,0.5396,0.5469,2714205.14176561,1537839.706758274738
1644105600,2022-02-06 00:00:00,GARI/USDT,0.6009,0.61,0.5602,0.5755,2224895.89720153,1308918.500115837997
1644019200,2022-02-05 00:00:00,GARI/USDT,0.6039,0.6414,0.5872,0.6006,2154284.25993628,1309531.720792833363
