https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HAWK,Volume USDT
1663459200,2022-09-18 00:00:00,HAWK/USDT,0.00442,0.00442,0.0044,0.0044,26044.7928,114.601160718
1663372800,2022-09-17 00:00:00,HAWK/USDT,0.00443,0.00452,0.00428,0.00442,2582224.0405,11377.904008846
1663286400,2022-09-16 00:00:00,HAWK/USDT,0.0044,0.00446,0.00436,0.00443,982392.4212,4315.029526727
1663200000,2022-09-15 00:00:00,HAWK/USDT,0.00444,0.0045,0.00436,0.00439,1676883.1297,7415.582401642
1663113600,2022-09-14 00:00:00,HAWK/USDT,0.00452,0.00465,0.00436,0.00444,4332692.9089,19491.315520816
1663027200,2022-09-13 00:00:00,HAWK/USDT,0.00469,0.00474,0.00441,0.00451,4473672.6026,20337.474611185
1662940800,2022-09-12 00:00:00,HAWK/USDT,0.0046,0.0058,0.00435,0.0047,25804987.8074,129522.034115334
1662854400,2022-09-11 00:00:00,HAWK/USDT,0.00454,0.00468,0.0045,0.00462,1128958.5583,5162.694798484
1662768000,2022-09-10 00:00:00,HAWK/USDT,0.00436,0.00463,0.00431,0.00455,6820485.7963,30633.06118914
1662681600,2022-09-09 00:00:00,HAWK/USDT,0.00471,0.00729,0.00388,0.00436,43566989.1647,227718.53986018
1662595200,2022-09-08 00:00:00,HAWK/USDT,0.00458,0.00483,0.00456,0.00472,4782459.8832,22503.632111069
1662508800,2022-09-07 00:00:00,HAWK/USDT,0.00443,0.00589,0.00441,0.00456,12828748.0832,61936.173071725
1662422400,2022-09-06 00:00:00,HAWK/USDT,0.00471,0.00472,0.00433,0.00441,2406270.0405,10809.237076335
1662336000,2022-09-05 00:00:00,HAWK/USDT,0.00497,0.00501,0.00453,0.00468,4190616.9625,19852.933579002
1662249600,2022-09-04 00:00:00,HAWK/USDT,0.00476,0.00589,0.0047,0.00494,5176934.0284,26302.602894862
1662163200,2022-09-03 00:00:00,HAWK/USDT,0.0049,0.00501,0.00473,0.00474,2630743.5133,12764.397106096
1662076800,2022-09-02 00:00:00,HAWK/USDT,0.00496,0.0051,0.00487,0.00489,3200342.7039,15988.952640505
1661990400,2022-09-01 00:00:00,HAWK/USDT,0.00502,0.00535,0.00487,0.00496,4778713.1896,24328.779912089
1661904000,2022-08-31 00:00:00,HAWK/USDT,0.00543,0.00597,0.00502,0.00504,6359153.1769,33879.116402204
1661817600,2022-08-30 00:00:00,HAWK/USDT,0.0055,0.00562,0.00537,0.00543,3895067.9871,21247.707038214
1661731200,2022-08-29 00:00:00,HAWK/USDT,0.00541,0.00561,0.00537,0.0055,5335532.045,29048.503446144
1661644800,2022-08-28 00:00:00,HAWK/USDT,0.00591,0.00607,0.00535,0.00538,12384592.8746,69721.118283289
1661558400,2022-08-27 00:00:00,HAWK/USDT,0.0057,0.00659,0.00554,0.00592,18903498.4537,112907.33777223
1661472000,2022-08-26 00:00:00,HAWK/USDT,0.00562,0.0064,0.00534,0.00566,10290550.1482,57824.841073356
1661385600,2022-08-25 00:00:00,HAWK/USDT,0.00557,0.00622,0.00525,0.00563,12174196.45543025,68026.537020180115
1661299200,2022-08-24 00:00:00,HAWK/USDT,0.00531,0.00639,0.00527,0.00555,10151375.5555,58604.480433214
1661212800,2022-08-23 00:00:00,HAWK/USDT,0.00558,0.00571,0.00525,0.00532,4627272.6791,25363.843319225
1661126400,2022-08-22 00:00:00,HAWK/USDT,0.00545,0.00595,0.00536,0.00558,8650073.5691,48756.127854831
1661040000,2022-08-21 00:00:00,HAWK/USDT,0.00544,0.00599,0.00522,0.00545,16180845.7983,90412.504351886
1660953600,2022-08-20 00:00:00,HAWK/USDT,0.005,0.00557,0.0049,0.00544,7153265.1578,37453.49068335
1660867200,2022-08-19 00:00:00,HAWK/USDT,0.00516,0.00516,0.00477,0.00504,3343169.8904,16756.150125039
1660780800,2022-08-18 00:00:00,HAWK/USDT,0.00533,0.00534,0.0051,0.00517,4340237.7409,22581.25330302
1660694400,2022-08-17 00:00:00,HAWK/USDT,0.00536,0.00536,0.00521,0.00532,1500471.9314,7942.303193568
1660608000,2022-08-16 00:00:00,HAWK/USDT,0.00551,0.00559,0.00535,0.00539,2109810.8922,11547.197868491
1660521600,2022-08-15 00:00:00,HAWK/USDT,0.00553,0.00574,0.00551,0.00552,2162700.6815,12053.370212803
1660435200,2022-08-14 00:00:00,HAWK/USDT,0.00551,0.0059,0.00551,0.00554,9403099.9917,52766.068161346
1660348800,2022-08-13 00:00:00,HAWK/USDT,0.00562,0.0089,0.00551,0.00551,22410602.4795,139107.527842748
1660262400,2022-08-12 00:00:00,HAWK/USDT,0.00559,0.00582,0.00551,0.00561,4441278.9873,24943.513843416
1660176000,2022-08-11 00:00:00,HAWK/USDT,0.00566,0.00566,0.00546,0.0056,7367843.9975,40870.195036866
1660089600,2022-08-10 00:00:00,HAWK/USDT,0.00554,0.00568,0.00547,0.00566,1304685.2947,7261.339965168
1660003200,2022-08-09 00:00:00,HAWK/USDT,0.00563,0.00582,0.00551,0.00553,3339638.5274,18780.332110656
1659916800,2022-08-08 00:00:00,HAWK/USDT,0.0057,0.00577,0.00558,0.00561,2144057.5214,12179.465556783
1659830400,2022-08-07 00:00:00,HAWK/USDT,0.00566,0.0061,0.00551,0.00569,3046775.3702,17290.568270706
1659744000,2022-08-06 00:00:00,HAWK/USDT,0.00581,0.00596,0.00553,0.00568,4548777.0124,26202.337817881
1659657600,2022-08-05 00:00:00,HAWK/USDT,0.00665,0.00665,0.0056,0.00583,25003347.3687,149475.250414619
1659571200,2022-08-04 00:00:00,HAWK/USDT,0.00527,0.0095,0.00513,0.00661,91827677.0751,686945.097969292
1659484800,2022-08-03 00:00:00,HAWK/USDT,0.00531,0.0056,0.00511,0.00528,4188342.4055,22332.818026797
