https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEXO,Volume EUR
1661151600,2022-08-22 07:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661148000,2022-08-22 06:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661144400,2022-08-22 05:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661140800,2022-08-22 04:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661137200,2022-08-22 03:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661133600,2022-08-22 02:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661130000,2022-08-22 01:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661126400,2022-08-22 00:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661122800,2022-08-21 23:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661119200,2022-08-21 22:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661115600,2022-08-21 21:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661112000,2022-08-21 20:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661108400,2022-08-21 19:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661104800,2022-08-21 18:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661101200,2022-08-21 17:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661097600,2022-08-21 16:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661094000,2022-08-21 15:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661090400,2022-08-21 14:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1661086800,2022-08-21 13:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,34.70,31.230000000000004
1661083200,2022-08-21 12:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1661079600,2022-08-21 11:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1661076000,2022-08-21 10:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1661072400,2022-08-21 09:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1661068800,2022-08-21 08:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1661065200,2022-08-21 07:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,0.00,0.0
1661061600,2022-08-21 06:00:00,NEXO/EUR,0.87,0.87,0.87,0.87,131.34,114.2658
1661058000,2022-08-21 05:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661054400,2022-08-21 04:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661050800,2022-08-21 03:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661047200,2022-08-21 02:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661043600,2022-08-21 01:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661040000,2022-08-21 00:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661036400,2022-08-20 23:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,135.05,116.14300000000001
1661032800,2022-08-20 22:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661029200,2022-08-20 21:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,0.00,0.0
1661025600,2022-08-20 20:00:00,NEXO/EUR,0.86,0.86,0.86,0.86,399.51,343.5786
1661022000,2022-08-20 19:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1661018400,2022-08-20 18:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1661014800,2022-08-20 17:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1661011200,2022-08-20 16:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1661007600,2022-08-20 15:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1661004000,2022-08-20 14:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1661000400,2022-08-20 13:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660996800,2022-08-20 12:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660993200,2022-08-20 11:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660989600,2022-08-20 10:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,54.51,47.9688
1660986000,2022-08-20 09:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660982400,2022-08-20 08:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660978800,2022-08-20 07:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660975200,2022-08-20 06:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660971600,2022-08-20 05:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660968000,2022-08-20 04:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660964400,2022-08-20 03:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660960800,2022-08-20 02:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660957200,2022-08-20 01:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660953600,2022-08-20 00:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660950000,2022-08-19 23:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660946400,2022-08-19 22:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660942800,2022-08-19 21:00:00,NEXO/EUR,0.85,0.85,0.84,0.84,198.47,166.7148
1660939200,2022-08-19 20:00:00,NEXO/EUR,0.85,0.85,0.85,0.85,0.00,0.0
1660935600,2022-08-19 19:00:00,NEXO/EUR,0.85,0.85,0.85,0.85,532.28,452.438
1660932000,2022-08-19 18:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660928400,2022-08-19 17:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660924800,2022-08-19 16:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660921200,2022-08-19 15:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660917600,2022-08-19 14:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660914000,2022-08-19 13:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660910400,2022-08-19 12:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660906800,2022-08-19 11:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660903200,2022-08-19 10:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660899600,2022-08-19 09:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660896000,2022-08-19 08:00:00,NEXO/EUR,0.84,0.84,0.84,0.84,0.00,0.0
1660892400,2022-08-19 07:00:00,NEXO/EUR,0.85,0.85,0.84,0.84,983.25,825.93
1660888800,2022-08-19 06:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660885200,2022-08-19 05:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660881600,2022-08-19 04:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660878000,2022-08-19 03:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660874400,2022-08-19 02:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,159.70,143.73
1660870800,2022-08-19 01:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660867200,2022-08-19 00:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660863600,2022-08-18 23:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660860000,2022-08-18 22:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660856400,2022-08-18 21:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660852800,2022-08-18 20:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660849200,2022-08-18 19:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660845600,2022-08-18 18:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660842000,2022-08-18 17:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660838400,2022-08-18 16:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660834800,2022-08-18 15:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660831200,2022-08-18 14:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660827600,2022-08-18 13:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660824000,2022-08-18 12:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660820400,2022-08-18 11:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660816800,2022-08-18 10:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,94.86,88.2198
1660813200,2022-08-18 09:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660809600,2022-08-18 08:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660806000,2022-08-18 07:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660802400,2022-08-18 06:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660798800,2022-08-18 05:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660795200,2022-08-18 04:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660791600,2022-08-18 03:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660788000,2022-08-18 02:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660784400,2022-08-18 01:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660780800,2022-08-18 00:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660777200,2022-08-17 23:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660773600,2022-08-17 22:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660770000,2022-08-17 21:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,0.00,0.0
1660766400,2022-08-17 20:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,15.00,13.950000000000001
1660762800,2022-08-17 19:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660759200,2022-08-17 18:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660755600,2022-08-17 17:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660752000,2022-08-17 16:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660748400,2022-08-17 15:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660744800,2022-08-17 14:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660741200,2022-08-17 13:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,20.39,19.3705
1660737600,2022-08-17 12:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660734000,2022-08-17 11:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,10.25,9.942499999999999
1660730400,2022-08-17 10:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,471.84,457.68479999999994
1660726800,2022-08-17 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660723200,2022-08-17 08:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660719600,2022-08-17 07:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660716000,2022-08-17 06:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660712400,2022-08-17 05:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660708800,2022-08-17 04:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660705200,2022-08-17 03:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660701600,2022-08-17 02:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,119.65,113.6675
1660698000,2022-08-17 01:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660694400,2022-08-17 00:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660690800,2022-08-16 23:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660687200,2022-08-16 22:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660683600,2022-08-16 21:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660680000,2022-08-16 20:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,204.28,194.066
1660676400,2022-08-16 19:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,0.00,0.0
1660672800,2022-08-16 18:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,0.00,0.0
1660669200,2022-08-16 17:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,0.00,0.0
1660665600,2022-08-16 16:00:00,NEXO/EUR,0.94,0.94,0.94,0.94,4800.51,4512.4794
1660662000,2022-08-16 15:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660658400,2022-08-16 14:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660654800,2022-08-16 13:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660651200,2022-08-16 12:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660647600,2022-08-16 11:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660644000,2022-08-16 10:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,256.44,248.74679999999998
1660640400,2022-08-16 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,0.00,0.0
1660636800,2022-08-16 08:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,78.83,74.8885
1660633200,2022-08-16 07:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,116.60,113.10199999999999
1660629600,2022-08-16 06:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,728.10,713.538
1660626000,2022-08-16 05:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660622400,2022-08-16 04:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660618800,2022-08-16 03:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660615200,2022-08-16 02:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660611600,2022-08-16 01:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,115.91,113.59179999999999
1660608000,2022-08-16 00:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660604400,2022-08-15 23:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660600800,2022-08-15 22:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660597200,2022-08-15 21:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660593600,2022-08-15 20:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,815.66,799.3467999999999
1660590000,2022-08-15 19:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660586400,2022-08-15 18:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660582800,2022-08-15 17:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660579200,2022-08-15 16:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,107.94,106.86059999999999
1660575600,2022-08-15 15:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660572000,2022-08-15 14:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,0.00,0.0
1660568400,2022-08-15 13:00:00,NEXO/EUR,0.98,0.98,0.98,0.98,115.39,113.0822
1660564800,2022-08-15 12:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1660561200,2022-08-15 11:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1660557600,2022-08-15 10:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1660554000,2022-08-15 09:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,0.00,0.0
1660550400,2022-08-15 08:00:00,NEXO/EUR,0.96,0.96,0.96,0.96,289.04,277.4784
1660546800,2022-08-15 07:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660543200,2022-08-15 06:00:00,NEXO/EUR,0.96,0.97,0.96,0.97,217.68,211.1496
1660539600,2022-08-15 05:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660536000,2022-08-15 04:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,65.27,64.6173
1660532400,2022-08-15 03:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660528800,2022-08-15 02:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660525200,2022-08-15 01:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660521600,2022-08-15 00:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660518000,2022-08-14 23:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660514400,2022-08-14 22:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660510800,2022-08-14 21:00:00,NEXO/EUR,0.97,0.97,0.97,0.97,0.00,0.0
1660507200,2022-08-14 20:00:00,NEXO/EUR,0.96,0.97,0.96,0.97,236.73,229.6281
1660503600,2022-08-14 19:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660500000,2022-08-14 18:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660496400,2022-08-14 17:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,113.13,111.9987
1660492800,2022-08-14 16:00:00,NEXO/EUR,1.01,1.01,1.01,1.01,111.90,113.019
1660489200,2022-08-14 15:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,90.00,90.0
1660485600,2022-08-14 14:00:00,NEXO/EUR,1.01,1.01,1.01,1.01,0.00,0.0
1660482000,2022-08-14 13:00:00,NEXO/EUR,0.99,1.01,0.99,1.01,218.12,220.3012
1660478400,2022-08-14 12:00:00,NEXO/EUR,1.00,1.01,1.00,1.01,404.63,408.6763
1660474800,2022-08-14 11:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1660471200,2022-08-14 10:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,618.13,618.13
1660467600,2022-08-14 09:00:00,NEXO/EUR,1.01,1.01,1.01,1.01,0.00,0.0
1660464000,2022-08-14 08:00:00,NEXO/EUR,0.99,1.01,0.99,1.01,726.71,733.9771000000001
1660460400,2022-08-14 07:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,103.04,102.0096
1660456800,2022-08-14 06:00:00,NEXO/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1660453200,2022-08-14 05:00:00,NEXO/EUR,1.04,1.04,1.04,1.04,0.00,0.0
1660449600,2022-08-14 04:00:00,NEXO/EUR,1.04,1.04,1.04,1.04,118.12,122.8448
1660446000,2022-08-14 03:00:00,NEXO/EUR,1.06,1.06,1.06,1.06,0.00,0.0
1660442400,2022-08-14 02:00:00,NEXO/EUR,1.06,1.06,1.06,1.06,0.00,0.0
1660438800,2022-08-14 01:00:00,NEXO/EUR,1.06,1.06,1.06,1.06,39.21,41.5626
1660435200,2022-08-14 00:00:00,NEXO/EUR,1.01,1.01,1.01,1.01,0.00,0.0
1660431600,2022-08-13 23:00:00,NEXO/EUR,1.01,1.01,1.01,1.01,32.47,32.7947
1660428000,2022-08-13 22:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,1017.95,1007.7705000000001
1660424400,2022-08-13 21:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,0.00,0.0
1660420800,2022-08-13 20:00:00,NEXO/EUR,0.98,1.00,0.98,1.00,80.88,80.88
1660417200,2022-08-13 19:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,498.75,498.75
1660413600,2022-08-13 18:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,596.68,590.7131999999999
1660410000,2022-08-13 17:00:00,NEXO/EUR,0.98,0.99,0.98,0.99,1132.87,1121.5412999999999
1660406400,2022-08-13 16:00:00,NEXO/EUR,1.01,1.01,0.97,0.97,168.43,163.3771
1660402800,2022-08-13 15:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,0.00,0.0
1660399200,2022-08-13 14:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,60.42,59.8158
1660395600,2022-08-13 13:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,143.32,143.32
1660392000,2022-08-13 12:00:00,NEXO/EUR,1.01,1.01,0.96,0.96,197.78,189.8688
1660388400,2022-08-13 11:00:00,NEXO/EUR,0.99,1.00,0.99,1.00,291.07,291.07
1660384800,2022-08-13 10:00:00,NEXO/EUR,0.99,0.99,0.99,0.99,43.26,42.8274
1660381200,2022-08-13 09:00:00,NEXO/EUR,0.95,0.95,0.95,0.95,22.00,20.9
1660377600,2022-08-13 08:00:00,NEXO/EUR,1.00,1.00,1.00,1.00,178.05,178.05
1660374000,2022-08-13 07:00:00,NEXO/EUR,0.94,0.97,0.94,0.97,266.17,258.1849
1660370400,2022-08-13 06:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660366800,2022-08-13 05:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660363200,2022-08-13 04:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660359600,2022-08-13 03:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660356000,2022-08-13 02:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660352400,2022-08-13 01:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660348800,2022-08-13 00:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660345200,2022-08-12 23:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660341600,2022-08-12 22:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660338000,2022-08-12 21:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660334400,2022-08-12 20:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,0.00,0.0
1660330800,2022-08-12 19:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,124.58,113.3678
1660327200,2022-08-12 18:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,249.98,224.982
1660323600,2022-08-12 17:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1660320000,2022-08-12 16:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1660316400,2022-08-12 15:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,0.00,0.0
1660312800,2022-08-12 14:00:00,NEXO/EUR,0.90,0.90,0.89,0.89,568.35,505.8315
1660309200,2022-08-12 13:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,188.56,169.704
1660305600,2022-08-12 12:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1660302000,2022-08-12 11:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1660298400,2022-08-12 10:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,0.00,0.0
1660294800,2022-08-12 09:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,43.26,39.7992
1660291200,2022-08-12 08:00:00,NEXO/EUR,0.92,0.93,0.92,0.93,3837.52,3568.8936000000003
1660287600,2022-08-12 07:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,37.52,34.14320000000001
1660284000,2022-08-12 06:00:00,NEXO/EUR,0.91,0.91,0.91,0.91,103.22,93.9302
1660280400,2022-08-12 05:00:00,NEXO/EUR,0.90,0.91,0.90,0.91,707.25,643.5975
1660276800,2022-08-12 04:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660273200,2022-08-12 03:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660269600,2022-08-12 02:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,125.95,113.355
1660266000,2022-08-12 01:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660262400,2022-08-12 00:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660258800,2022-08-11 23:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660255200,2022-08-11 22:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660251600,2022-08-11 21:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,157.70,138.77599999999998
1660248000,2022-08-11 20:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660244400,2022-08-11 19:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660240800,2022-08-11 18:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,1800.00,1620.0
1660237200,2022-08-11 17:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660233600,2022-08-11 16:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660230000,2022-08-11 15:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660226400,2022-08-11 14:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,480.19,432.171
1660222800,2022-08-11 13:00:00,NEXO/EUR,0.92,0.92,0.92,0.92,121.29,111.58680000000001
1660219200,2022-08-11 12:00:00,NEXO/EUR,0.93,0.98,0.93,0.94,999.40,939.4359999999999
1660215600,2022-08-11 11:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,0.00,0.0
1660212000,2022-08-11 10:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,135.18,121.662
1660208400,2022-08-11 09:00:00,NEXO/EUR,0.87,0.89,0.87,0.89,500.14,445.1246
1660204800,2022-08-11 08:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,72.26,63.588800000000006
1660201200,2022-08-11 07:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,843.21,742.0248
1660197600,2022-08-11 06:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660194000,2022-08-11 05:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660190400,2022-08-11 04:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,152.01,133.7688
1660186800,2022-08-11 03:00:00,NEXO/EUR,0.89,0.89,0.89,0.89,43.26,38.5014
1660183200,2022-08-11 02:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,0.00,0.0
1660179600,2022-08-11 01:00:00,NEXO/EUR,0.88,0.88,0.88,0.88,1360.98,1197.6624
