https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AUDIO,Volume USDT
1663459200,2022-09-18 00:00:00,AUDIO/USDT,0.2506,0.2512,0.248,0.2489,1007.91780705,251.115907782541
1663372800,2022-09-17 00:00:00,AUDIO/USDT,0.2448,0.2518,0.2448,0.2505,178301.76727592,44410.843478523254
1663286400,2022-09-16 00:00:00,AUDIO/USDT,0.2417,0.2458,0.2356,0.2447,355739.70344169,86104.110068017149
1663200000,2022-09-15 00:00:00,AUDIO/USDT,0.2532,0.2544,0.24,0.2412,444071.48095283,109993.374447201293
1663113600,2022-09-14 00:00:00,AUDIO/USDT,0.2584,0.2619,0.2451,0.253,763760.38685139,193369.749681675698
1663027200,2022-09-13 00:00:00,AUDIO/USDT,0.2928,0.2928,0.2542,0.2584,2665208.31981066,708489.272023843582
1662940800,2022-09-12 00:00:00,AUDIO/USDT,0.2832,0.3179,0.2761,0.2927,1084123.56762173,320077.426444237749
1662854400,2022-09-11 00:00:00,AUDIO/USDT,0.2887,0.2933,0.2792,0.2836,385203.89544179,111035.486285214596
1662768000,2022-09-10 00:00:00,AUDIO/USDT,0.2899,0.2962,0.2838,0.2875,248775.43288099,72107.901812052228
1662681600,2022-09-09 00:00:00,AUDIO/USDT,0.2815,0.2987,0.2811,0.2898,491193.68350275,142650.951010044136
1662595200,2022-09-08 00:00:00,AUDIO/USDT,0.2832,0.288,0.2719,0.2817,252862.06735671,71034.963115601435
1662508800,2022-09-07 00:00:00,AUDIO/USDT,0.2568,0.2868,0.2545,0.283,279808.93879546,75946.786896306364
1662422400,2022-09-06 00:00:00,AUDIO/USDT,0.2822,0.2896,0.2552,0.2565,1111238.42365778,300820.95230964887
1662336000,2022-09-05 00:00:00,AUDIO/USDT,0.2948,0.2968,0.2787,0.2823,368114.97722818,104071.734264598949
1662249600,2022-09-04 00:00:00,AUDIO/USDT,0.285,0.2953,0.2835,0.2947,292589.90561842,84836.227794604689
1662163200,2022-09-03 00:00:00,AUDIO/USDT,0.2802,0.286,0.2783,0.2857,227432.09116753,64284.52900375728
1662076800,2022-09-02 00:00:00,AUDIO/USDT,0.2826,0.2886,0.2762,0.2808,234705.268655,66414.157651677761
1661990400,2022-09-01 00:00:00,AUDIO/USDT,0.2793,0.2836,0.2722,0.2826,266869.69045505,73914.099813916701
1661904000,2022-08-31 00:00:00,AUDIO/USDT,0.2848,0.293,0.2779,0.2792,371421.03492107,106264.318077716714
1661817600,2022-08-30 00:00:00,AUDIO/USDT,0.298,0.3035,0.2788,0.2842,302579.63280362,88555.983909654241
1661731200,2022-08-29 00:00:00,AUDIO/USDT,0.2779,0.2993,0.2756,0.2988,145009.17007286,41931.132841597008
1661644800,2022-08-28 00:00:00,AUDIO/USDT,0.2834,0.2926,0.2777,0.2786,154473.72052146,44404.881434281638
1661558400,2022-08-27 00:00:00,AUDIO/USDT,0.2821,0.2906,0.2789,0.2828,271770.01320972,77244.239256083423
1661472000,2022-08-26 00:00:00,AUDIO/USDT,0.316,0.3195,0.2788,0.2832,518913.14047464,156433.750430507081
1661385600,2022-08-25 00:00:00,AUDIO/USDT,0.3202,0.3288,0.3087,0.3166,419696.57279019,134261.138116693585
1661299200,2022-08-24 00:00:00,AUDIO/USDT,0.3109,0.3995,0.3042,0.3205,1314374.70223736,439788.368027523762
1661212800,2022-08-23 00:00:00,AUDIO/USDT,0.3046,0.3131,0.2945,0.311,432668.84258115,132922.512795614781
1661126400,2022-08-22 00:00:00,AUDIO/USDT,0.3081,0.3084,0.2891,0.3043,289374.12409698,86420.802010417665
1661040000,2022-08-21 00:00:00,AUDIO/USDT,0.3006,0.3143,0.299,0.3082,326283.83562711,100104.109973624
1660953600,2022-08-20 00:00:00,AUDIO/USDT,0.3021,0.3153,0.2886,0.3011,441441.42006313,133664.395906021946
1660867200,2022-08-19 00:00:00,AUDIO/USDT,0.3282,0.33,0.2995,0.3018,1351293.60978228,430145.379904465303
1660780800,2022-08-18 00:00:00,AUDIO/USDT,0.3445,0.354,0.3185,0.3282,311288.64312874,105963.12816341378
1660694400,2022-08-17 00:00:00,AUDIO/USDT,0.3657,0.3866,0.341,0.3444,775254.89074829,277816.275838939669
1660608000,2022-08-16 00:00:00,AUDIO/USDT,0.3684,0.3767,0.3638,0.367,191435.61532507,70681.091503300668
1660521600,2022-08-15 00:00:00,AUDIO/USDT,0.3766,0.3909,0.3621,0.3681,383791.69835648,144002.415073014607
1660435200,2022-08-14 00:00:00,AUDIO/USDT,0.3996,0.4099,0.3728,0.3761,480882.32859761,189060.549201127304
1660348800,2022-08-13 00:00:00,AUDIO/USDT,0.4094,0.4127,0.3943,0.3997,473214.90518168,189844.370150026708
1660262400,2022-08-12 00:00:00,AUDIO/USDT,0.4014,0.41,0.3903,0.4099,439901.51078183,176699.072867631751
1660176000,2022-08-11 00:00:00,AUDIO/USDT,0.3788,0.4393,0.3784,0.4013,1667025.44882522,676515.917835888408
1660089600,2022-08-10 00:00:00,AUDIO/USDT,0.3606,0.3804,0.3504,0.3792,388691.51345735,142587.912707912857
1660003200,2022-08-09 00:00:00,AUDIO/USDT,0.3804,0.3864,0.3534,0.3607,362661.80920194,133071.461389246292
1659916800,2022-08-08 00:00:00,AUDIO/USDT,0.3755,0.3927,0.3728,0.3809,521432.88677413,200108.600561762969
1659830400,2022-08-07 00:00:00,AUDIO/USDT,0.3649,0.3824,0.3565,0.3753,501409.70899698,186904.776057391803
1659744000,2022-08-06 00:00:00,AUDIO/USDT,0.37,0.3758,0.364,0.3644,454378.59627191,168144.052913772919
1659657600,2022-08-05 00:00:00,AUDIO/USDT,0.3462,0.3708,0.3453,0.3701,685592.31248909,247035.526426486689
1659571200,2022-08-04 00:00:00,AUDIO/USDT,0.3385,0.3535,0.3382,0.3476,373578.03879752,128853.83441219591
1659484800,2022-08-03 00:00:00,AUDIO/USDT,0.3387,0.3556,0.3274,0.3387,552373.92271133,189342.841043391177
1659398400,2022-08-02 00:00:00,AUDIO/USDT,0.3625,0.3662,0.3294,0.3388,903494.24343308,308764.571075468219
1659312000,2022-08-01 00:00:00,AUDIO/USDT,0.3437,0.3709,0.3407,0.3623,744752.58154198,263330.696436929531
1659225600,2022-07-31 00:00:00,AUDIO/USDT,0.3467,0.3679,0.3388,0.3443,414862.54464777,147512.139032604007
1659139200,2022-07-30 00:00:00,AUDIO/USDT,0.3456,0.3713,0.3405,0.3466,687273.73124158,245859.001762637393
1659052800,2022-07-29 00:00:00,AUDIO/USDT,0.3474,0.3671,0.3359,0.3448,603218.36858114,211599.617702651816
1658966400,2022-07-28 00:00:00,AUDIO/USDT,0.3363,0.3548,0.3256,0.3474,708738.3267556,241087.758712005387
1658880000,2022-07-27 00:00:00,AUDIO/USDT,0.3165,0.3381,0.3103,0.336,519390.21013666,168355.849568358014
1658793600,2022-07-26 00:00:00,AUDIO/USDT,0.3155,0.3196,0.3025,0.3169,435257.7170484,135610.453656269074
1658707200,2022-07-25 00:00:00,AUDIO/USDT,0.351,0.3546,0.3137,0.3148,1164936.45450526,385516.809672603877
1658620800,2022-07-24 00:00:00,AUDIO/USDT,0.3219,0.3576,0.3176,0.3513,2254632.55933846,765016.79137420921
1658534400,2022-07-23 00:00:00,AUDIO/USDT,0.3665,0.3797,0.3048,0.3215,1074981.77600136,368965.791920539418
1658448000,2022-07-22 00:00:00,AUDIO/USDT,0.3884,0.4028,0.3647,0.366,626072.09804346,241818.188132156785
1658361600,2022-07-21 00:00:00,AUDIO/USDT,0.3824,0.3976,0.3624,0.3886,560861.07088119,213442.916163778035
1658275200,2022-07-20 00:00:00,AUDIO/USDT,0.4033,0.4262,0.341,0.3825,1185767.78347607,466223.335812631674
1658188800,2022-07-19 00:00:00,AUDIO/USDT,0.3959,0.4178,0.3774,0.403,1021550.40531962,405424.577332362974
1658102400,2022-07-18 00:00:00,AUDIO/USDT,0.3546,0.403,0.3546,0.3965,1162426.44885887,443905.106491684393
1658016000,2022-07-17 00:00:00,AUDIO/USDT,0.3441,0.3804,0.339,0.3548,1128407.89263426,410952.684723258865
1657929600,2022-07-16 00:00:00,AUDIO/USDT,0.3295,0.3555,0.3211,0.3441,480548.61747957,164081.867046768693
1657843200,2022-07-15 00:00:00,AUDIO/USDT,0.3264,0.3357,0.3223,0.3295,176691.08860448,58393.855571086214
1657756800,2022-07-14 00:00:00,AUDIO/USDT,0.3199,0.3315,0.3085,0.3262,326835.64176292,104615.580583223536
1657670400,2022-07-13 00:00:00,AUDIO/USDT,0.3039,0.3197,0.2885,0.319,856701.50647664,262773.145509147974
1657584000,2022-07-12 00:00:00,AUDIO/USDT,0.3156,0.3237,0.3028,0.3038,583798.14129139,184483.301344527861
1657497600,2022-07-11 00:00:00,AUDIO/USDT,0.3418,0.3426,0.2901,0.3159,630771.67919034,203142.769820379871
1657411200,2022-07-10 00:00:00,AUDIO/USDT,0.362,0.3643,0.3346,0.3417,345586.4323326,119007.755041898919
1657324800,2022-07-09 00:00:00,AUDIO/USDT,0.3493,0.3731,0.3491,0.3624,783728.38501339,286635.713681720822
1657238400,2022-07-08 00:00:00,AUDIO/USDT,0.3598,0.3684,0.3434,0.3488,275430.73775312,97319.623952310276
1657152000,2022-07-07 00:00:00,AUDIO/USDT,0.3387,0.3772,0.3329,0.3593,4448606.9249822,1619272.54870193427
1657065600,2022-07-06 00:00:00,AUDIO/USDT,0.3313,0.343,0.3254,0.3387,657335.51627468,218934.392101858841
1656979200,2022-07-05 00:00:00,AUDIO/USDT,0.3459,0.3515,0.3239,0.3308,756856.45788021,255351.943309822539
1656892800,2022-07-04 00:00:00,AUDIO/USDT,0.3413,0.3492,0.326,0.3454,693198.41601761,234540.367571289265
1656806400,2022-07-03 00:00:00,AUDIO/USDT,0.3406,0.3468,0.3328,0.3411,382274.25495125,129791.682291127715
1656720000,2022-07-02 00:00:00,AUDIO/USDT,0.3382,0.345,0.3307,0.3404,458270.04194037,154909.179990833506
1656633600,2022-07-01 00:00:00,AUDIO/USDT,0.352,0.3625,0.3285,0.3388,1196185.57789403,409392.489544333623
1656547200,2022-06-30 00:00:00,AUDIO/USDT,0.3774,0.3786,0.3246,0.3524,702314.36294664,241310.696663177311
1656460800,2022-06-29 00:00:00,AUDIO/USDT,0.3686,0.3961,0.361,0.3769,777037.65058877,295742.841967601441
1656374400,2022-06-28 00:00:00,AUDIO/USDT,0.4,0.4154,0.3639,0.3688,1121725.93508094,437549.329612125233
1656288000,2022-06-27 00:00:00,AUDIO/USDT,0.3608,0.4116,0.3575,0.3999,1064774.41724837,410470.05062778397
1656201600,2022-06-26 00:00:00,AUDIO/USDT,0.3857,0.4143,0.3587,0.3614,1558382.07200791,608791.54417179332
1656115200,2022-06-25 00:00:00,AUDIO/USDT,0.3845,0.3976,0.3628,0.3858,1286524.21493155,488801.816617746423
1656028800,2022-06-24 00:00:00,AUDIO/USDT,0.3716,0.3912,0.3671,0.3846,1282697.83529186,488414.704725747028
1655942400,2022-06-23 00:00:00,AUDIO/USDT,0.3378,0.3773,0.3355,0.3705,2648968.90267594,949793.31934000644
1655856000,2022-06-22 00:00:00,AUDIO/USDT,0.3229,0.4007,0.3057,0.3377,5710436.60999806,2076006.831663217262
1655769600,2022-06-21 00:00:00,AUDIO/USDT,0.3113,0.3562,0.304,0.322,2323178.20050666,768658.21738212912
1655683200,2022-06-20 00:00:00,AUDIO/USDT,0.305,0.3208,0.289,0.3119,1547017.18952214,475779.42693221748
1655596800,2022-06-19 00:00:00,AUDIO/USDT,0.2831,0.309,0.268,0.3054,1286085.89205981,370252.980038271162
1655510400,2022-06-18 00:00:00,AUDIO/USDT,0.3047,0.3115,0.2571,0.2827,1455694.85623104,408822.044423512104
1655424000,2022-06-17 00:00:00,AUDIO/USDT,0.2977,0.314,0.293,0.3045,1321790.06115289,403618.997111061423
1655337600,2022-06-16 00:00:00,AUDIO/USDT,0.3389,0.3476,0.2901,0.2978,1216435.59837551,380273.355197271206
1655251200,2022-06-15 00:00:00,AUDIO/USDT,0.3032,0.3427,0.2784,0.3387,1838592.98060317,558536.424691582842
1655164800,2022-06-14 00:00:00,AUDIO/USDT,0.3036,0.319,0.2728,0.3035,1602124.42484697,480318.752467102974
1655078400,2022-06-13 00:00:00,AUDIO/USDT,0.3218,0.3251,0.2687,0.304,2815614.17752899,814372.332301947955
1654992000,2022-06-12 00:00:00,AUDIO/USDT,0.3586,0.3624,0.3207,0.3207,1251752.83348664,429940.989972274641
1654905600,2022-06-11 00:00:00,AUDIO/USDT,0.3954,0.4116,0.3557,0.3586,1039294.23218666,390015.365109148089
1654819200,2022-06-10 00:00:00,AUDIO/USDT,0.4283,0.4399,0.3877,0.3951,1207684.21187002,492895.184175927611
1654732800,2022-06-09 00:00:00,AUDIO/USDT,0.4396,0.456,0.4226,0.4285,991312.0692476,431720.12083720181
1654646400,2022-06-08 00:00:00,AUDIO/USDT,0.4206,0.4605,0.4126,0.4389,2293488.41400539,997344.406598660622
1654560000,2022-06-07 00:00:00,AUDIO/USDT,0.4195,0.4361,0.3817,0.42,1436229.08458672,584104.173451709347
1654473600,2022-06-06 00:00:00,AUDIO/USDT,0.397,0.437,0.3959,0.4196,1040151.87573008,436909.598530147713
1654387200,2022-06-05 00:00:00,AUDIO/USDT,0.4068,0.4101,0.3904,0.3983,522122.31881945,209595.45033931241
1654300800,2022-06-04 00:00:00,AUDIO/USDT,0.3879,0.4155,0.3804,0.4065,1375848.34974932,546265.058760443481
1654214400,2022-06-03 00:00:00,AUDIO/USDT,0.4177,0.4189,0.3763,0.3883,1150162.26709351,452676.468858015857
1654128000,2022-06-02 00:00:00,AUDIO/USDT,0.4044,0.4214,0.391,0.4184,1768077.09478956,713945.088388404793
1654041600,2022-06-01 00:00:00,AUDIO/USDT,0.4635,0.4908,0.3922,0.4043,2488054.88325063,1110697.117149134226
1653955200,2022-05-31 00:00:00,AUDIO/USDT,0.4367,0.4943,0.4077,0.4634,3386583.50072484,1523908.5765838841
1653868800,2022-05-30 00:00:00,AUDIO/USDT,0.3979,0.4474,0.39,0.4367,3731452.6302453,1575676.599217939365
1653782400,2022-05-29 00:00:00,AUDIO/USDT,0.3745,0.4019,0.3534,0.3979,1567944.93404262,586150.352628053732
1653696000,2022-05-28 00:00:00,AUDIO/USDT,0.376,0.3875,0.3583,0.3746,1302654.0732599,485252.000011662728
1653609600,2022-05-27 00:00:00,AUDIO/USDT,0.4056,0.4109,0.3617,0.3758,1975125.60153523,755219.603646964489
1653523200,2022-05-26 00:00:00,AUDIO/USDT,0.4778,0.493,0.3974,0.4059,2544101.83086752,1100049.783879022508
1653436800,2022-05-25 00:00:00,AUDIO/USDT,0.4596,0.512,0.4568,0.4762,3360336.3018433,1623548.16510375854
1653350400,2022-05-24 00:00:00,AUDIO/USDT,0.4431,0.4646,0.424,0.4588,3118142.21809797,1395944.284941309341
1653264000,2022-05-23 00:00:00,AUDIO/USDT,0.464,0.5078,0.4362,0.4434,2085230.00444374,993038.150920747837
1653177600,2022-05-22 00:00:00,AUDIO/USDT,0.4472,0.4809,0.4425,0.4654,3626495.9494634,1656631.855631123549
1653091200,2022-05-21 00:00:00,AUDIO/USDT,0.4092,0.4596,0.3959,0.4471,3914808.00803704,1648436.40482756872
1653004800,2022-05-20 00:00:00,AUDIO/USDT,0.4379,0.4474,0.3925,0.4081,2704340.1570439,1128495.022896689868
