https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SENSO,Volume USDT
1663207200,2022-09-15 02:00:00,SENSO/USDT,0.168537,0.168537,0.168034,0.168034,1073.9822,180.8816406832
1663203600,2022-09-15 01:00:00,SENSO/USDT,0.168537,0.168749,0.168537,0.168749,260.0827,43.8339719823
1663200000,2022-09-15 00:00:00,SENSO/USDT,0.171501,0.171501,0.168537,0.168537,33029.9366,5593.819822142
1663196400,2022-09-14 23:00:00,SENSO/USDT,0.172112,0.17319,0.1715,0.172109,766.1902,131.6830856427
1663192800,2022-09-14 22:00:00,SENSO/USDT,0.172569,0.17323,0.172,0.172116,789.9805,136.2005346431
1663189200,2022-09-14 21:00:00,SENSO/USDT,0.173036,0.173407,0.172221,0.173407,4143.2497,715.3327368915
1663185600,2022-09-14 20:00:00,SENSO/USDT,0.173185,0.173185,0.172221,0.173099,1626.0451,280.1514031681
1663182000,2022-09-14 19:00:00,SENSO/USDT,0.172267,0.173189,0.172221,0.173159,2160.2689,372.3967462352
1663178400,2022-09-14 18:00:00,SENSO/USDT,0.174439,0.174523,0.172221,0.172221,6591.1932,1144.3521959236
1663174800,2022-09-14 17:00:00,SENSO/USDT,0.173768,0.174584,0.173767,0.173769,273.375,47.5915926567
1663171200,2022-09-14 16:00:00,SENSO/USDT,0.173809,0.174439,0.173767,0.174439,520.0706,90.3764289698
1663167600,2022-09-14 15:00:00,SENSO/USDT,0.173767,0.174311,0.173767,0.174311,20.3387,3.5428048253
1663164000,2022-09-14 14:00:00,SENSO/USDT,0.174864,0.175735,0.173767,0.173767,3483.7603,606.8326286831
1663160400,2022-09-14 13:00:00,SENSO/USDT,0.17429,0.17584,0.174181,0.175067,775.1488,135.7833564269
1663156800,2022-09-14 12:00:00,SENSO/USDT,0.177,0.177269,0.172411,0.174687,42626.6672,7403.1602455017
1663153200,2022-09-14 11:00:00,SENSO/USDT,0.178111,0.178111,0.177075,0.177075,918.41,163.4942708231
1663149600,2022-09-14 10:00:00,SENSO/USDT,0.17828,0.178779,0.178111,0.178111,87.2177,15.5426827072
1663146000,2022-09-14 09:00:00,SENSO/USDT,0.176793,0.179552,0.175697,0.178381,1170.7094,208.3599888364
1663142400,2022-09-14 08:00:00,SENSO/USDT,0.175067,0.17828,0.175061,0.17633,3302.6464,584.8403724617
1663138800,2022-09-14 07:00:00,SENSO/USDT,0.176767,0.176889,0.1739,0.175025,2296.2158,402.4870650012
1663135200,2022-09-14 06:00:00,SENSO/USDT,0.175697,0.178575,0.175697,0.1765,7311.9803,1297.2650435652
1663131600,2022-09-14 05:00:00,SENSO/USDT,0.1765,0.176779,0.174837,0.175589,551.0494,96.9172539175
1663128000,2022-09-14 04:00:00,SENSO/USDT,0.176907,0.178516,0.176442,0.177602,5391.464,957.5714951787
1663124400,2022-09-14 03:00:00,SENSO/USDT,0.17633,0.17805,0.175541,0.17652,2963.9412,525.8984195831
1663120800,2022-09-14 02:00:00,SENSO/USDT,0.175212,0.176265,0.175211,0.176265,503.2961,88.455523962
1663117200,2022-09-14 01:00:00,SENSO/USDT,0.174992,0.175212,0.174,0.175212,135.1528,23.5892749768
1663113600,2022-09-14 00:00:00,SENSO/USDT,0.174,0.174,0.174,0.174,56.15,9.7701
1663110000,2022-09-13 23:00:00,SENSO/USDT,0.17519,0.17519,0.174,0.174,1070.9407,186.8550393223
1663106400,2022-09-13 22:00:00,SENSO/USDT,0.175512,0.175512,0.174439,0.175255,891.6665,155.9292198567
1663102800,2022-09-13 21:00:00,SENSO/USDT,0.175364,0.176,0.174116,0.175635,3254.2302,570.0322402887
1663099200,2022-09-13 20:00:00,SENSO/USDT,0.173886,0.17599,0.173815,0.175537,1945.7306,341.0003822936
1663095600,2022-09-13 19:00:00,SENSO/USDT,0.175738,0.1778,0.172359,0.174999,20917.3593,3656.5230142327
1663092000,2022-09-13 18:00:00,SENSO/USDT,0.181787,0.181787,0.174488,0.174871,42020.8433,7436.5607696255
1663088400,2022-09-13 17:00:00,SENSO/USDT,0.180537,0.183331,0.177842,0.1817,10004.6868,1798.5276002798
1663084800,2022-09-13 16:00:00,SENSO/USDT,0.181018,0.181434,0.1796,0.179888,3426.4366,617.9767987978
1663081200,2022-09-13 15:00:00,SENSO/USDT,0.18,0.18355,0.179724,0.181889,8220.5422,1491.8637783715
1663077600,2022-09-13 14:00:00,SENSO/USDT,0.181911,0.18232,0.18,0.18,17743.5415,3210.4647915281
1663074000,2022-09-13 13:00:00,SENSO/USDT,0.185428,0.185428,0.180188,0.181911,5164.0954,939.9486262124
1663070400,2022-09-13 12:00:00,SENSO/USDT,0.193613,0.195447,0.184717,0.185428,62138.82,11845.5072547543
1663066800,2022-09-13 11:00:00,SENSO/USDT,0.189788,0.194,0.189764,0.194,11227.9578,2165.9306438664
1663063200,2022-09-13 10:00:00,SENSO/USDT,0.187138,0.193477,0.187138,0.189763,45462.276,8710.5374845606
1663059600,2022-09-13 09:00:00,SENSO/USDT,0.183902,0.187137,0.181937,0.187137,56608.5054,10524.1158724842
1663056000,2022-09-13 08:00:00,SENSO/USDT,0.1851,0.186092,0.18304,0.18304,6436.0755,1191.2981458807
1663052400,2022-09-13 07:00:00,SENSO/USDT,0.184663,0.18535,0.182175,0.1851,7509.4455,1375.2392188206
1663048800,2022-09-13 06:00:00,SENSO/USDT,0.185224,0.18535,0.183568,0.18535,2580.6946,476.7658293285
1663045200,2022-09-13 05:00:00,SENSO/USDT,0.184708,0.18535,0.18434,0.184341,1388.1873,256.4542613226
1663041600,2022-09-13 04:00:00,SENSO/USDT,0.182611,0.18608,0.182611,0.184461,1397.6257,258.0730573012
1663038000,2022-09-13 03:00:00,SENSO/USDT,0.184358,0.184719,0.18176,0.182611,3890.9137,709.8104185984
1663034400,2022-09-13 02:00:00,SENSO/USDT,0.184481,0.18461,0.183073,0.184359,1543.2737,284.0418057703
1663030800,2022-09-13 01:00:00,SENSO/USDT,0.184496,0.185587,0.183443,0.184341,1502.305,277.6636571386
1663027200,2022-09-13 00:00:00,SENSO/USDT,0.18333,0.184703,0.183073,0.184689,1434.9583,263.2872899876
1663023600,2022-09-12 23:00:00,SENSO/USDT,0.182007,0.184797,0.182007,0.183073,7359.9481,1353.1223094207
1663020000,2022-09-12 22:00:00,SENSO/USDT,0.180323,0.183,0.179724,0.181996,11228.5786,2047.3733200979
1663016400,2022-09-12 21:00:00,SENSO/USDT,0.179708,0.181553,0.178615,0.180691,2418.326,436.5643075938
1663012800,2022-09-12 20:00:00,SENSO/USDT,0.1798,0.180609,0.178075,0.179564,1197.6016,214.3439591323
1663009200,2022-09-12 19:00:00,SENSO/USDT,0.180822,0.1826,0.179991,0.180822,3277.883,594.8662298113
1663005600,2022-09-12 18:00:00,SENSO/USDT,0.181098,0.181932,0.18,0.18,3423.9819,618.1059718583
1663002000,2022-09-12 17:00:00,SENSO/USDT,0.182086,0.182269,0.1804,0.18162,398.814,72.0783193515
1662998400,2022-09-12 16:00:00,SENSO/USDT,0.182224,0.182224,0.179527,0.181356,3976.0745,718.4649287788
1662994800,2022-09-12 15:00:00,SENSO/USDT,0.18131,0.183742,0.180849,0.1822,9310.8023,1705.3389655592
1662991200,2022-09-12 14:00:00,SENSO/USDT,0.181937,0.18278,0.179965,0.181311,6889.9621,1245.6470669661
1662987600,2022-09-12 13:00:00,SENSO/USDT,0.182076,0.183805,0.181937,0.181937,2094.7098,382.6066091272
1662984000,2022-09-12 12:00:00,SENSO/USDT,0.179527,0.183,0.179527,0.181802,4236.1834,770.9039626182
1662980400,2022-09-12 11:00:00,SENSO/USDT,0.1804,0.1813,0.179102,0.180299,3639.8863,657.5198423447
1662976800,2022-09-12 10:00:00,SENSO/USDT,0.175554,0.180323,0.175554,0.180323,21794.2187,3903.2972917868
1662973200,2022-09-12 09:00:00,SENSO/USDT,0.179903,0.179903,0.174652,0.176237,46055.4513,8111.2204787564
1662969600,2022-09-12 08:00:00,SENSO/USDT,0.180822,0.180822,0.17919,0.179391,867.4858,155.885406194
1662966000,2022-09-12 07:00:00,SENSO/USDT,0.179294,0.182125,0.179294,0.180822,2354.2343,427.7812841091
1662962400,2022-09-12 06:00:00,SENSO/USDT,0.178168,0.179527,0.177377,0.179526,1530.3446,273.3693763541
1662958800,2022-09-12 05:00:00,SENSO/USDT,0.176581,0.17882,0.176581,0.177234,3992.2974,710.4444030253
1662955200,2022-09-12 04:00:00,SENSO/USDT,0.177269,0.17727,0.177231,0.177269,186.1002,32.9897657832
1662951600,2022-09-12 03:00:00,SENSO/USDT,0.181089,0.181089,0.17602,0.177269,33040.143,5880.416605574
1662948000,2022-09-12 02:00:00,SENSO/USDT,0.182126,0.182126,0.181151,0.181151,592.5934,107.5928303631
1662944400,2022-09-12 01:00:00,SENSO/USDT,0.181001,0.183,0.180405,0.182241,1834.9949,332.407272747
1662940800,2022-09-12 00:00:00,SENSO/USDT,0.181922,0.183055,0.180823,0.182165,768.4687,139.7220396153
1662937200,2022-09-11 23:00:00,SENSO/USDT,0.181,0.181932,0.180401,0.181932,123.6356,22.3541044374
1662933600,2022-09-11 22:00:00,SENSO/USDT,0.182328,0.182429,0.181089,0.181089,85.4482,15.5264701772
1662930000,2022-09-11 21:00:00,SENSO/USDT,0.181309,0.18329,0.180821,0.181321,1847.2584,335.9095739591
1662926400,2022-09-11 20:00:00,SENSO/USDT,0.182677,0.182791,0.18009,0.181309,6347.5458,1146.6014085024
1662922800,2022-09-11 19:00:00,SENSO/USDT,0.181566,0.1824,0.181175,0.1824,1235.1107,224.7882273929
1662919200,2022-09-11 18:00:00,SENSO/USDT,0.1843,0.18468,0.181238,0.181605,8489.2624,1545.8465738602
1662915600,2022-09-11 17:00:00,SENSO/USDT,0.181258,0.186344,0.181258,0.184301,29258.2495,5406.4872315895
1662912000,2022-09-11 16:00:00,SENSO/USDT,0.179527,0.183522,0.178568,0.181253,17948.0634,3275.9235663874
1662908400,2022-09-11 15:00:00,SENSO/USDT,0.17929,0.179655,0.178301,0.178658,6996.3733,1250.049954175
1662904800,2022-09-11 14:00:00,SENSO/USDT,0.179936,0.179997,0.17828,0.178871,1589.8213,284.7871034224
1662901200,2022-09-11 13:00:00,SENSO/USDT,0.180787,0.18082,0.178942,0.178943,6788.6891,1215.8670683872
1662897600,2022-09-11 12:00:00,SENSO/USDT,0.181468,0.181659,0.179001,0.180788,7752.9267,1394.0415091061
1662894000,2022-09-11 11:00:00,SENSO/USDT,0.181472,0.181615,0.180792,0.181615,393.5235,71.3855249564
1662890400,2022-09-11 10:00:00,SENSO/USDT,0.179997,0.181516,0.179997,0.181403,3588.2621,649.7444618775
1662886800,2022-09-11 09:00:00,SENSO/USDT,0.181259,0.181937,0.179001,0.17901,1957.1098,351.3949735936
1662883200,2022-09-11 08:00:00,SENSO/USDT,0.179843,0.18229,0.179,0.180819,6343.3884,1146.3946545953
1662879600,2022-09-11 07:00:00,SENSO/USDT,0.179094,0.179843,0.179,0.179843,1678.602,301.2403978146
1662876000,2022-09-11 06:00:00,SENSO/USDT,0.17984,0.17984,0.179102,0.179102,20.2673,3.6324795962
1662872400,2022-09-11 05:00:00,SENSO/USDT,0.18,0.180822,0.179157,0.179841,692.1208,124.4494730472
1662868800,2022-09-11 04:00:00,SENSO/USDT,0.179647,0.181523,0.179639,0.180001,874.5472,157.7910961685
1662865200,2022-09-11 03:00:00,SENSO/USDT,0.1803,0.180793,0.1803,0.180793,200.4107,36.2000372832
1662861600,2022-09-11 02:00:00,SENSO/USDT,0.18189,0.18189,0.17901,0.180239,3053.656,551.0589017598
1662858000,2022-09-11 01:00:00,SENSO/USDT,0.179002,0.18189,0.179002,0.18189,2022.3815,366.147594352
1662854400,2022-09-11 00:00:00,SENSO/USDT,0.180822,0.180822,0.17901,0.179094,5677.2005,1024.2531815825
1662850800,2022-09-10 23:00:00,SENSO/USDT,0.181473,0.182709,0.180822,0.180822,3473.6249,629.328633045
1662847200,2022-09-10 22:00:00,SENSO/USDT,0.181417,0.181908,0.180371,0.180371,1205.6766,219.1531522994
1662843600,2022-09-10 21:00:00,SENSO/USDT,0.179996,0.181707,0.179,0.180717,3321.8822,597.6474218475
1662840000,2022-09-10 20:00:00,SENSO/USDT,0.180822,0.181089,0.17907,0.17907,377.6882,67.830907757
1662836400,2022-09-10 19:00:00,SENSO/USDT,0.179501,0.181227,0.179476,0.18003,3419.5753,616.3847709414
1662832800,2022-09-10 18:00:00,SENSO/USDT,0.178307,0.179542,0.176965,0.178883,8184.3277,1455.5832942405
1662829200,2022-09-10 17:00:00,SENSO/USDT,0.180822,0.181907,0.1769,0.178033,15349.4221,2743.4682489581
1662825600,2022-09-10 16:00:00,SENSO/USDT,0.182677,0.182781,0.179725,0.179725,3669.3509,662.5136704034
1662822000,2022-09-10 15:00:00,SENSO/USDT,0.18344,0.183807,0.18131,0.182677,228.7483,41.6659975122
1662818400,2022-09-10 14:00:00,SENSO/USDT,0.183279,0.18344,0.182401,0.18344,874.5261,160.06332125
1662814800,2022-09-10 13:00:00,SENSO/USDT,0.18499,0.1868,0.183225,0.183411,8428.1812,1553.4684686296
1662811200,2022-09-10 12:00:00,SENSO/USDT,0.180822,0.185,0.180822,0.185,21793.0695,3996.6939847741
1662807600,2022-09-10 11:00:00,SENSO/USDT,0.177436,0.181,0.177,0.179702,10493.5942,1883.9176641737
1662804000,2022-09-10 10:00:00,SENSO/USDT,0.177653,0.177653,0.177,0.177071,1752.291,310.5545233015
1662800400,2022-09-10 09:00:00,SENSO/USDT,0.179151,0.179174,0.176999,0.177074,3298.4539,584.3170166629
1662796800,2022-09-10 08:00:00,SENSO/USDT,0.178883,0.17963,0.17659,0.178591,14277.6776,2544.7105447515
1662793200,2022-09-10 07:00:00,SENSO/USDT,0.181809,0.181809,0.178679,0.179527,12552.267,2261.5584155002
1662789600,2022-09-10 06:00:00,SENSO/USDT,0.180822,0.181808,0.180557,0.180822,1540.2911,279.8351970134
1662786000,2022-09-10 05:00:00,SENSO/USDT,0.18,0.181089,0.18,0.180173,4175.4682,753.0181194019
1662782400,2022-09-10 04:00:00,SENSO/USDT,0.179997,0.18,0.179935,0.179935,116.3836,20.941974365
1662778800,2022-09-10 03:00:00,SENSO/USDT,0.1803,0.1803,0.178924,0.179822,2900.2223,520.2454903209
1662775200,2022-09-10 02:00:00,SENSO/USDT,0.180311,0.181429,0.1803,0.180311,6164.932,1111.7280291113
1662771600,2022-09-10 01:00:00,SENSO/USDT,0.180321,0.181472,0.180311,0.180311,1471.6384,265.4827291434
1662768000,2022-09-10 00:00:00,SENSO/USDT,0.180311,0.180311,0.180311,0.180311,5.7144,1.0303691784
1662764400,2022-09-09 23:00:00,SENSO/USDT,0.180453,0.181472,0.180101,0.180311,843.5362,152.4254696412
1662760800,2022-09-09 22:00:00,SENSO/USDT,0.180626,0.181808,0.179656,0.181472,2448.8055,442.9159821904
1662757200,2022-09-09 21:00:00,SENSO/USDT,0.179997,0.181268,0.179655,0.179655,4388.9477,792.9275251965
1662753600,2022-09-09 20:00:00,SENSO/USDT,0.178883,0.179723,0.175553,0.178924,11537.0309,2046.2673797172
1662750000,2022-09-09 19:00:00,SENSO/USDT,0.177602,0.180001,0.1768,0.178883,3545.1701,631.6982701565
1662746400,2022-09-09 18:00:00,SENSO/USDT,0.178088,0.178295,0.17569,0.178246,6304.4689,1112.5382150294
1662742800,2022-09-09 17:00:00,SENSO/USDT,0.179997,0.180709,0.17692,0.1786,7434.7657,1328.6741613045
1662739200,2022-09-09 16:00:00,SENSO/USDT,0.182481,0.182481,0.17906,0.179061,11707.4021,2111.665425367
1662735600,2022-09-09 15:00:00,SENSO/USDT,0.187929,0.187929,0.181,0.182267,7098.4302,1303.241435655
1662732000,2022-09-09 14:00:00,SENSO/USDT,0.185,0.187868,0.185,0.187103,14190.2062,2653.0837031112
1662728400,2022-09-09 13:00:00,SENSO/USDT,0.185428,0.187143,0.183742,0.185001,21546.6451,3971.8581720883
1662724800,2022-09-09 12:00:00,SENSO/USDT,0.179999,0.203462,0.179126,0.184434,119316.8137,22598.9902843176
1662721200,2022-09-09 11:00:00,SENSO/USDT,0.180714,0.182088,0.17929,0.17954,7919.0912,1423.7535697318
1662717600,2022-09-09 10:00:00,SENSO/USDT,0.180744,0.180744,0.179656,0.180714,13982.2152,2519.7089143771
1662714000,2022-09-09 09:00:00,SENSO/USDT,0.178886,0.18311,0.176654,0.180324,43980.4757,7916.2140741148
1662710400,2022-09-09 08:00:00,SENSO/USDT,0.17525,0.18188,0.17325,0.179906,48477.4457,8673.7499348196
1662706800,2022-09-09 07:00:00,SENSO/USDT,0.17424,0.176399,0.17372,0.17525,8651.6084,1518.9347046747
1662703200,2022-09-09 06:00:00,SENSO/USDT,0.173301,0.17562,0.17257,0.17424,8711.5183,1517.8446567991
1662699600,2022-09-09 05:00:00,SENSO/USDT,0.171837,0.178224,0.170848,0.173999,23478.2756,4099.4970503097
1662696000,2022-09-09 04:00:00,SENSO/USDT,0.170557,0.172,0.170106,0.171079,3466.01,593.4756761131
1662692400,2022-09-09 03:00:00,SENSO/USDT,0.166993,0.172465,0.166993,0.16958,13750.3305,2339.0653334222
1662688800,2022-09-09 02:00:00,SENSO/USDT,0.16699,0.168,0.16699,0.167,1606.3625,268.7020420162
1662685200,2022-09-09 01:00:00,SENSO/USDT,0.165747,0.167,0.165747,0.16699,1004.8004,167.4258516231
1662681600,2022-09-09 00:00:00,SENSO/USDT,0.164944,0.165881,0.164944,0.164982,75.6174,12.4765894356
1662678000,2022-09-08 23:00:00,SENSO/USDT,0.165011,0.166989,0.16443,0.165742,6010.0455,999.9978031524
1662674400,2022-09-08 22:00:00,SENSO/USDT,0.160808,0.165565,0.160181,0.165565,11854.4133,1937.3125498818
1662670800,2022-09-08 21:00:00,SENSO/USDT,0.159848,0.16197,0.159322,0.160808,1155.0492,185.3175195205
1662667200,2022-09-08 20:00:00,SENSO/USDT,0.159431,0.16111,0.159431,0.159848,543.1861,86.9654847549
1662663600,2022-09-08 19:00:00,SENSO/USDT,0.16064,0.16269,0.15801,0.159994,7997.855,1280.3217562643
1662660000,2022-09-08 18:00:00,SENSO/USDT,0.159452,0.162101,0.15909,0.16064,44203.8574,7138.8537022244
1662656400,2022-09-08 17:00:00,SENSO/USDT,0.158864,0.15943,0.158531,0.15943,1052.7882,167.3345911241
1662652800,2022-09-08 16:00:00,SENSO/USDT,0.160026,0.160167,0.158159,0.158159,635.8645,101.0388705553
1662649200,2022-09-08 15:00:00,SENSO/USDT,0.161159,0.161159,0.15888,0.159022,3455.816,554.7721282939
1662645600,2022-09-08 14:00:00,SENSO/USDT,0.159919,0.163679,0.159452,0.161757,17383.6803,2810.7343355304
1662642000,2022-09-08 13:00:00,SENSO/USDT,0.158808,0.15992,0.158312,0.15991,3387.8748,540.878041866
1662638400,2022-09-08 12:00:00,SENSO/USDT,0.158808,0.159994,0.158273,0.158808,5079.7752,807.4205419053
1662634800,2022-09-08 11:00:00,SENSO/USDT,0.158592,0.159845,0.157931,0.158808,5878.5867,933.7991598383
1662631200,2022-09-08 10:00:00,SENSO/USDT,0.157029,0.158592,0.157029,0.158592,1241.9188,196.5578297667
1662627600,2022-09-08 09:00:00,SENSO/USDT,0.15555,0.15771,0.15555,0.156612,1580.8834,247.8809382946
1662624000,2022-09-08 08:00:00,SENSO/USDT,0.154932,0.15549,0.154376,0.15549,48.3203,7.4825871764
1662620400,2022-09-08 07:00:00,SENSO/USDT,0.155506,0.155754,0.15426,0.154932,1694.2058,261.6926513116
1662616800,2022-09-08 06:00:00,SENSO/USDT,0.155938,0.156208,0.15549,0.155523,201.4019,31.3947906773
1662613200,2022-09-08 05:00:00,SENSO/USDT,0.155617,0.155617,0.15512,0.15512,467.3281,72.5149202406
1662609600,2022-09-08 04:00:00,SENSO/USDT,0.154932,0.157549,0.154932,0.15549,3260.0002,511.8706795001
1662606000,2022-09-08 03:00:00,SENSO/USDT,0.155814,0.155814,0.15423,0.15426,823.2137,127.1393595455
1662602400,2022-09-08 02:00:00,SENSO/USDT,0.1565,0.157176,0.155211,0.15605,1408.937,219.4224756878
1662598800,2022-09-08 01:00:00,SENSO/USDT,0.1565,0.1565,0.1565,0.1565,1.7198,0.2691487
1662595200,2022-09-08 00:00:00,SENSO/USDT,0.157683,0.157683,0.15651,0.157176,561.8462,88.2305163887
1662591600,2022-09-07 23:00:00,SENSO/USDT,0.157,0.157999,0.15607,0.156613,1301.5201,204.1240895961
1662588000,2022-09-07 22:00:00,SENSO/USDT,0.15888,0.159022,0.156,0.156612,7251.4244,1140.2320807186
1662584400,2022-09-07 21:00:00,SENSO/USDT,0.15831,0.158997,0.157176,0.158101,3671.3045,578.5233657344
1662580800,2022-09-07 20:00:00,SENSO/USDT,0.156609,0.159532,0.152848,0.158997,20567.666,3205.0792911063
1662577200,2022-09-07 19:00:00,SENSO/USDT,0.154376,0.15711,0.15309,0.156,2446.2214,380.7788953369
1662573600,2022-09-07 18:00:00,SENSO/USDT,0.153019,0.157,0.15164,0.15555,49620.9773,7707.7441458068
1662570000,2022-09-07 17:00:00,SENSO/USDT,0.152869,0.153099,0.152021,0.152719,2393.8863,365.7794120624
1662566400,2022-09-07 16:00:00,SENSO/USDT,0.151082,0.152797,0.151082,0.152797,2444.0857,371.4332343354
1662562800,2022-09-07 15:00:00,SENSO/USDT,0.151626,0.151627,0.15,0.150916,6489.0073,974.2050590831
1662559200,2022-09-07 14:00:00,SENSO/USDT,0.150975,0.152867,0.150975,0.151627,10002.1629,1512.6934168529
1662555600,2022-09-07 13:00:00,SENSO/USDT,0.151016,0.151082,0.150001,0.151081,15429.764,2323.9120919418
1662552000,2022-09-07 12:00:00,SENSO/USDT,0.150759,0.151082,0.150003,0.151082,1560.2484,235.6273620223
1662548400,2022-09-07 11:00:00,SENSO/USDT,0.15109,0.15109,0.15054,0.15054,604.9889,91.3265213039
1662544800,2022-09-07 10:00:00,SENSO/USDT,0.151974,0.151974,0.150181,0.151325,1838.3419,276.2925913982
1662541200,2022-09-07 09:00:00,SENSO/USDT,0.15265,0.15265,0.15118,0.151372,2951.7572,448.7486073894
1662537600,2022-09-07 08:00:00,SENSO/USDT,0.153079,0.153099,0.152319,0.152319,691.8245,105.4535501605
1662534000,2022-09-07 07:00:00,SENSO/USDT,0.15327,0.153985,0.1521,0.152953,1440.6821,220.0565170877
1662530400,2022-09-07 06:00:00,SENSO/USDT,0.152221,0.153986,0.15215,0.153986,731.35,111.9287272945
1662526800,2022-09-07 05:00:00,SENSO/USDT,0.154376,0.154376,0.1521,0.152221,3987.2701,609.5146544946
1662523200,2022-09-07 04:00:00,SENSO/USDT,0.154597,0.154597,0.154376,0.154376,65.1738,10.0732324399
1662519600,2022-09-07 03:00:00,SENSO/USDT,0.15505,0.15505,0.154598,0.154598,128.7996,19.9252969954
1662516000,2022-09-07 02:00:00,SENSO/USDT,0.155776,0.156846,0.15505,0.15505,274.658,42.7245929153
1662512400,2022-09-07 01:00:00,SENSO/USDT,0.15382,0.15706,0.15382,0.156575,6282.3322,982.1775757909
1662508800,2022-09-07 00:00:00,SENSO/USDT,0.155447,0.155447,0.15279,0.15279,3374.6464,517.7692798718
1662505200,2022-09-06 23:00:00,SENSO/USDT,0.156612,0.156612,0.155447,0.155447,331.6627,51.7703486807
1662501600,2022-09-06 22:00:00,SENSO/USDT,0.156047,0.157742,0.154874,0.157742,1688.7232,264.8858283125
1662498000,2022-09-06 21:00:00,SENSO/USDT,0.15272,0.1574,0.152341,0.15509,36731.2982,5725.5677346777
1662494400,2022-09-06 20:00:00,SENSO/USDT,0.152455,0.153995,0.15,0.151926,20146.3682,3046.8092547029
1662490800,2022-09-06 19:00:00,SENSO/USDT,0.152,0.154227,0.152,0.153219,12228.8259,1877.625566405
1662487200,2022-09-06 18:00:00,SENSO/USDT,0.15327,0.15538,0.151103,0.152,15552.698,2383.4117470618
1662483600,2022-09-06 17:00:00,SENSO/USDT,0.156612,0.157039,0.153082,0.154349,14548.6751,2250.2921787246
1662480000,2022-09-06 16:00:00,SENSO/USDT,0.157176,0.157409,0.15669,0.157409,1296.0716,203.5500511226
1662476400,2022-09-06 15:00:00,SENSO/USDT,0.157742,0.158,0.156576,0.158,13886.8821,2191.2851450777
1662472800,2022-09-06 14:00:00,SENSO/USDT,0.156518,0.15897,0.1555,0.158,5481.1986,865.5567238716
1662469200,2022-09-06 13:00:00,SENSO/USDT,0.157876,0.158624,0.156518,0.156518,1678.3512,263.7099616638
1662465600,2022-09-06 12:00:00,SENSO/USDT,0.158,0.15899,0.157183,0.157183,2199.4666,347.3452340246
1662462000,2022-09-06 11:00:00,SENSO/USDT,0.158459,0.15909,0.157,0.157742,2918.9237,458.9460268015
1662458400,2022-09-06 10:00:00,SENSO/USDT,0.157173,0.158459,0.157173,0.158459,2863.2433,452.4572799043
1662454800,2022-09-06 09:00:00,SENSO/USDT,0.15888,0.15888,0.156296,0.156296,3580.7168,566.202849358
