https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BURP,Volume USDT
1661558400,2022-08-27 00:00:00,BURP/USDT,0.00348,0.00348,0.00312,0.00317,5566988.4575,18423.311391809
1661472000,2022-08-26 00:00:00,BURP/USDT,0.00341,0.00394,0.00337,0.00349,18803644.5824,68467.53624452
1661385600,2022-08-25 00:00:00,BURP/USDT,0.00337,0.00375,0.00322,0.00342,9251756.6721,31944.065984385
1661299200,2022-08-24 00:00:00,BURP/USDT,0.00347,0.00365,0.0033,0.00336,7273521.2792,25129.69419932
1661212800,2022-08-23 00:00:00,BURP/USDT,0.00384,0.00407,0.00334,0.00348,16277888.2435,59762.646729976
1661126400,2022-08-22 00:00:00,BURP/USDT,0.00439,0.00666,0.00374,0.00383,65124365.419,319536.042819729
1661040000,2022-08-21 00:00:00,BURP/USDT,0.0033,0.00567,0.00326,0.0044,61950690.2351,270449.760015953
1660953600,2022-08-20 00:00:00,BURP/USDT,0.00329,0.00345,0.00314,0.0033,4291543.3046,14212.817302895
1660867200,2022-08-19 00:00:00,BURP/USDT,0.00402,0.00402,0.00308,0.00329,9501846.249,32690.52242672
1660780800,2022-08-18 00:00:00,BURP/USDT,0.0038,0.0043,0.00353,0.00404,10957402.2326,43331.68719584
1660694400,2022-08-17 00:00:00,BURP/USDT,0.00394,0.00439,0.00369,0.00381,11535958.5154,46571.262392124
1660608000,2022-08-16 00:00:00,BURP/USDT,0.00396,0.00442,0.00381,0.00393,7136743.0934,28544.949457055
1660521600,2022-08-15 00:00:00,BURP/USDT,0.00451,0.00451,0.00394,0.00396,5592129.3631,23528.473433027
1660435200,2022-08-14 00:00:00,BURP/USDT,0.00465,0.00508,0.00431,0.00451,10454749.7169,49203.174395565
1660348800,2022-08-13 00:00:00,BURP/USDT,0.00491,0.00497,0.00464,0.00465,3902170.6068,18708.873869005
1660262400,2022-08-12 00:00:00,BURP/USDT,0.0055,0.00551,0.00423,0.00491,8102560.729,40000.828554061
1660176000,2022-08-11 00:00:00,BURP/USDT,0.00516,0.00623,0.00513,0.0055,5260423.1165,29050.285857442
1660089600,2022-08-10 00:00:00,BURP/USDT,0.0053,0.00553,0.00495,0.00519,8338517.7422,43506.401942103
1660003200,2022-08-09 00:00:00,BURP/USDT,0.00513,0.00628,0.00502,0.0053,13070346.415,73549.570247186
1659916800,2022-08-08 00:00:00,BURP/USDT,0.00556,0.00565,0.005,0.00512,2492525.1349,13092.406933182
1659830400,2022-08-07 00:00:00,BURP/USDT,0.00556,0.00567,0.00527,0.00556,1173055.7425,6448.904223544
1659744000,2022-08-06 00:00:00,BURP/USDT,0.00574,0.00598,0.00532,0.00559,3247745.3984,18157.437899656
1659657600,2022-08-05 00:00:00,BURP/USDT,0.0061,0.00627,0.00559,0.00573,5896271.5884,34743.680813694
1659571200,2022-08-04 00:00:00,BURP/USDT,0.0063,0.0069,0.0058,0.0061,7439854.8221,46586.643075256
1659484800,2022-08-03 00:00:00,BURP/USDT,0.00565,0.0071,0.00563,0.00626,8840860.839,55076.296840434
1659398400,2022-08-02 00:00:00,BURP/USDT,0.00596,0.00691,0.00516,0.00565,7934550.2254,46194.430258336
1659312000,2022-08-01 00:00:00,BURP/USDT,0.0058,0.0072,0.00559,0.00595,6977407.41,42685.913979522
1659225600,2022-07-31 00:00:00,BURP/USDT,0.00601,0.00604,0.00565,0.00579,2372966.4989,13805.167591295
1659139200,2022-07-30 00:00:00,BURP/USDT,0.00591,0.0063,0.00579,0.006,1630817.0396,9763.224457623
1659052800,2022-07-29 00:00:00,BURP/USDT,0.00658,0.00664,0.00561,0.00589,4094631.7642,24742.165085057
1658966400,2022-07-28 00:00:00,BURP/USDT,0.0061,0.00674,0.00598,0.00654,1976722.9469,12399.853117975
1658880000,2022-07-27 00:00:00,BURP/USDT,0.00575,0.00641,0.00559,0.00612,3695900.3386,22308.559635478
1658793600,2022-07-26 00:00:00,BURP/USDT,0.00573,0.00622,0.00552,0.00582,3250117.5164,18518.932242757
1658707200,2022-07-25 00:00:00,BURP/USDT,0.00675,0.00742,0.00561,0.00571,5772931.9308,37251.653014077
1658620800,2022-07-24 00:00:00,BURP/USDT,0.00701,0.00701,0.00657,0.00676,1444667.4065,9825.438334628
1658534400,2022-07-23 00:00:00,BURP/USDT,0.00699,0.00764,0.00698,0.00704,2001600.0104,14166.181463079
1658448000,2022-07-22 00:00:00,BURP/USDT,0.00676,0.00886,0.00655,0.00699,4920301.6652,35674.890074434
1658361600,2022-07-21 00:00:00,BURP/USDT,0.00667,0.0086,0.00639,0.00676,13570013.80818964,97521.66378952812
1658275200,2022-07-20 00:00:00,BURP/USDT,0.00695,0.00722,0.00664,0.00666,1738656.9361,11966.045466041
1658188800,2022-07-19 00:00:00,BURP/USDT,0.00711,0.00741,0.00665,0.00695,1591500.9832,11108.97970239
1658102400,2022-07-18 00:00:00,BURP/USDT,0.00663,0.00761,0.00654,0.00716,5898362.6226,42564.625802183
1658016000,2022-07-17 00:00:00,BURP/USDT,0.00729,0.00796,0.00646,0.00663,6483551.5812,46197.537286304
1657929600,2022-07-16 00:00:00,BURP/USDT,0.00737,0.00803,0.00711,0.00739,2407683.1156,17745.876222586
1657843200,2022-07-15 00:00:00,BURP/USDT,0.00767,0.00827,0.00715,0.00739,6238555.5338,47568.334931512
1657756800,2022-07-14 00:00:00,BURP/USDT,0.00721,0.0116,0.00708,0.00761,17330050.839,153194.487847081
1657670400,2022-07-13 00:00:00,BURP/USDT,0.0071,0.00801,0.007,0.00721,1318588.8843,9811.645939045
1657584000,2022-07-12 00:00:00,BURP/USDT,0.00778,0.00846,0.00701,0.00701,3158617.1521,24221.396743618
1657497600,2022-07-11 00:00:00,BURP/USDT,0.00796,0.00809,0.00752,0.00771,1813820.6541,14237.102734507
1657411200,2022-07-10 00:00:00,BURP/USDT,0.0087,0.0098,0.00761,0.00798,5808936.1438,49361.095514582
1657324800,2022-07-09 00:00:00,BURP/USDT,0.0095,0.0103,0.00812,0.00871,5598161.4036,52248.969616626
1657238400,2022-07-08 00:00:00,BURP/USDT,0.00989,0.01129,0.0085,0.0095,10440488.8509,98746.250034988
1657152000,2022-07-07 00:00:00,BURP/USDT,0.01084,0.014,0.00784,0.01,25798554.50856618,260689.4729095921399
1657065600,2022-07-06 00:00:00,BURP/USDT,0.00714,0.01619,0.00697,0.01095,14121560.05488893,158558.5015679730012
1656979200,2022-07-05 00:00:00,BURP/USDT,0.00801,0.00825,0.0071,0.00723,1459136.19237133,10902.4007316485477
1656892800,2022-07-04 00:00:00,BURP/USDT,0.00805,0.01157,0.00771,0.008,3143351.89695595,25755.6908995104904
1656806400,2022-07-03 00:00:00,BURP/USDT,0.01012,0.01025,0.00803,0.00804,3637698.21077263,32627.7842320676816
1656720000,2022-07-02 00:00:00,BURP/USDT,0.0105,0.01159,0.01004,0.01013,1195210.46389017,12530.9186913235306
1656633600,2022-07-01 00:00:00,BURP/USDT,0.01077,0.01113,0.01037,0.01059,324047.60300176,3477.137304920705
1656547200,2022-06-30 00:00:00,BURP/USDT,0.0113,0.0113,0.01054,0.01075,583567.07765038,6309.3155871652446
1656460800,2022-06-29 00:00:00,BURP/USDT,0.01086,0.01213,0.01071,0.0113,2429134.05406761,27765.0464417732327
1656374400,2022-06-28 00:00:00,BURP/USDT,0.0114,0.0115,0.01061,0.01085,1005426.14615374,11007.8251955304663
1656288000,2022-06-27 00:00:00,BURP/USDT,0.01228,0.01241,0.01129,0.01147,771649.98683077,9244.8902458610578
1656201600,2022-06-26 00:00:00,BURP/USDT,0.01273,0.01313,0.01208,0.01243,631738.62055043,7836.3244784674637
1656115200,2022-06-25 00:00:00,BURP/USDT,0.01326,0.01375,0.01262,0.01272,1157720.79477866,15116.5188498452607
1656028800,2022-06-24 00:00:00,BURP/USDT,0.01291,0.01345,0.01286,0.01321,288980.93892775,3793.9252027094099
1655942400,2022-06-23 00:00:00,BURP/USDT,0.01284,0.01357,0.01267,0.01289,1296680.93718997,16861.0053161054245
1655856000,2022-06-22 00:00:00,BURP/USDT,0.01457,0.01482,0.01283,0.01288,2989415.82231027,40103.562466551668
1655769600,2022-06-21 00:00:00,BURP/USDT,0.01479,0.01573,0.01433,0.0146,951062.66605461,14101.0384052124397
1655683200,2022-06-20 00:00:00,BURP/USDT,0.01472,0.01596,0.01405,0.0148,889333.74386155,13298.685624641478
1655596800,2022-06-19 00:00:00,BURP/USDT,0.01433,0.01516,0.0142,0.01473,759655.52550623,11289.6328879920584
1655510400,2022-06-18 00:00:00,BURP/USDT,0.01465,0.01496,0.0138,0.01434,1215643.58528546,17524.1337281035473
1655424000,2022-06-17 00:00:00,BURP/USDT,0.01496,0.01507,0.01442,0.01474,730904.29122767,10758.6862870582646
1655337600,2022-06-16 00:00:00,BURP/USDT,0.01582,0.01648,0.01472,0.01492,1681333.33466103,25957.6564673221479
1655251200,2022-06-15 00:00:00,BURP/USDT,0.01495,0.01637,0.01459,0.01582,3147738.26522864,48405.7814102736681
1655164800,2022-06-14 00:00:00,BURP/USDT,0.01485,0.017,0.01424,0.01503,3069840.00276609,47680.4232978392091
1655078400,2022-06-13 00:00:00,BURP/USDT,0.01501,0.01597,0.01445,0.01488,1285621.94507053,19304.5994211374082
1654992000,2022-06-12 00:00:00,BURP/USDT,0.01598,0.0162,0.015,0.015,1029075.30818136,15767.8962132625574
1654905600,2022-06-11 00:00:00,BURP/USDT,0.01633,0.01675,0.01566,0.01598,756429.98484249,12242.2201444887293
1654819200,2022-06-10 00:00:00,BURP/USDT,0.01651,0.0182,0.0159,0.01633,4018261.33031895,68467.9113262701138
1654732800,2022-06-09 00:00:00,BURP/USDT,0.01512,0.01925,0.01493,0.01661,7765131.05221781,128591.4585883103482
1654646400,2022-06-08 00:00:00,BURP/USDT,0.01502,0.0194,0.01486,0.01523,8092491.05476546,134547.767381052576
1654560000,2022-06-07 00:00:00,BURP/USDT,0.01495,0.01634,0.01438,0.01503,2285750.97957905,34550.1540242498357
1654473600,2022-06-06 00:00:00,BURP/USDT,0.01503,0.02169,0.01446,0.01495,11649347.96835634,198492.7555136027018
1654387200,2022-06-05 00:00:00,BURP/USDT,0.01431,0.01686,0.01399,0.01502,3674814.48512914,55676.1537304262393
1654300800,2022-06-04 00:00:00,BURP/USDT,0.01461,0.01972,0.0135,0.01432,7847688.36643527,127867.4357524365075
1654214400,2022-06-03 00:00:00,BURP/USDT,0.01427,0.01474,0.014,0.01464,892325.99947828,12885.6227323216015
1654128000,2022-06-02 00:00:00,BURP/USDT,0.01457,0.01516,0.01413,0.01437,651546.7589926,9509.9188662550903
1654041600,2022-06-01 00:00:00,BURP/USDT,0.01533,0.01604,0.01456,0.01457,754672.90525189,11514.3815627672509
1653955200,2022-05-31 00:00:00,BURP/USDT,0.01561,0.01605,0.01527,0.01533,364898.46614452,5700.6320434165101
1653868800,2022-05-30 00:00:00,BURP/USDT,0.01433,0.01718,0.01433,0.01565,2591821.07363781,39767.5889076852874
1653782400,2022-05-29 00:00:00,BURP/USDT,0.01449,0.02946,0.014,0.01433,7890892.10401074,146409.8293964627177
1653696000,2022-05-28 00:00:00,BURP/USDT,0.01374,0.01479,0.01342,0.01449,1077500.27500071,15242.3496635111182
1653609600,2022-05-27 00:00:00,BURP/USDT,0.0146,0.01506,0.01372,0.01374,627204.65246368,8873.8848198906487
1653523200,2022-05-26 00:00:00,BURP/USDT,0.01439,0.01542,0.01435,0.0146,561399.99664655,8360.8850496483839
1653436800,2022-05-25 00:00:00,BURP/USDT,0.01498,0.0172,0.01395,0.01436,1785500.17761522,27359.8461039111292
1653350400,2022-05-24 00:00:00,BURP/USDT,0.01544,0.01583,0.01432,0.01503,1177264.37694963,17541.9634465323547
1653264000,2022-05-23 00:00:00,BURP/USDT,0.0181,0.01817,0.01495,0.01545,3546931.63099485,58051.6087248254798
1653177600,2022-05-22 00:00:00,BURP/USDT,0.01578,0.02409,0.01578,0.01814,10464524.72688508,206302.165936353172
1653091200,2022-05-21 00:00:00,BURP/USDT,0.01541,0.01615,0.01533,0.01578,701371.60761891,11114.7187083076347
1653004800,2022-05-20 00:00:00,BURP/USDT,0.01679,0.01837,0.01533,0.0154,2342809.23315029,39301.4637694629649
1652918400,2022-05-19 00:00:00,BURP/USDT,0.01472,0.01866,0.01416,0.01674,7263601.16797393,121507.3474513582557
1652832000,2022-05-18 00:00:00,BURP/USDT,0.01481,0.01614,0.01426,0.01471,1430777.04651933,21761.9135644593366
1652745600,2022-05-17 00:00:00,BURP/USDT,0.01399,0.01523,0.01371,0.01481,1016761.07020718,14866.9057468747073
1652659200,2022-05-16 00:00:00,BURP/USDT,0.01498,0.01617,0.01376,0.014,1529044.21458984,22499.5904911751461
1652572800,2022-05-15 00:00:00,BURP/USDT,0.01467,0.0288,0.01361,0.01507,6882797.32996477,121168.7527184025598
1652486400,2022-05-14 00:00:00,BURP/USDT,0.0148,0.01687,0.01315,0.0147,1680326.76947479,23999.2189356088279
1652400000,2022-05-13 00:00:00,BURP/USDT,0.01438,0.01598,0.01362,0.01482,472310.42709608,7062.8409217296472
1652313600,2022-05-12 00:00:00,BURP/USDT,0.01623,0.01859,0.01239,0.01438,2456052.35991886,36135.7615151836471
1652227200,2022-05-11 00:00:00,BURP/USDT,0.0222,0.0242,0.01622,0.01684,1368797.28745157,26766.3303065801235
1652140800,2022-05-10 00:00:00,BURP/USDT,0.02289,0.02385,0.02166,0.02236,825800.21278838,18734.1853232941546
1652054400,2022-05-09 00:00:00,BURP/USDT,0.02549,0.0284,0.0229,0.0229,1148176.73951958,29239.7936205130971
1651968000,2022-05-08 00:00:00,BURP/USDT,0.02684,0.02696,0.02515,0.02549,485419.14590073,12604.7113513317895
1651881600,2022-05-07 00:00:00,BURP/USDT,0.02621,0.03117,0.02621,0.02685,2323693.35391314,66093.3747765362552
1651795200,2022-05-06 00:00:00,BURP/USDT,0.02656,0.02935,0.02541,0.02624,550246.58281736,14620.037384744225
1651708800,2022-05-05 00:00:00,BURP/USDT,0.02726,0.02763,0.02633,0.02663,347980.86474485,9342.4381377030049
1651622400,2022-05-04 00:00:00,BURP/USDT,0.0265,0.0287,0.02617,0.02719,675609.78939174,18355.508367744041
1651536000,2022-05-03 00:00:00,BURP/USDT,0.0269,0.02738,0.02639,0.02649,113676.7572,3058.586729451
1651449600,2022-05-02 00:00:00,BURP/USDT,0.02709,0.03077,0.026,0.02689,1906127.00188145,53822.3563564141799
1651363200,2022-05-01 00:00:00,BURP/USDT,0.02779,0.02803,0.02697,0.02709,111419.1233574,3056.088400263774
1651276800,2022-04-30 00:00:00,BURP/USDT,0.02819,0.02825,0.027,0.02777,242235.78541944,6669.9995784245939
1651190400,2022-04-29 00:00:00,BURP/USDT,0.0282,0.02883,0.02781,0.02818,254898.49603755,7249.7058821220474
1651104000,2022-04-28 00:00:00,BURP/USDT,0.02879,0.02918,0.02792,0.0283,176155.61151351,5023.3256144201989
1651017600,2022-04-27 00:00:00,BURP/USDT,0.02872,0.02905,0.02854,0.02878,44443.0875788,1277.4473535921645
1650931200,2022-04-26 00:00:00,BURP/USDT,0.03081,0.03124,0.02842,0.02862,730915.72964383,21639.0024740625012
1650844800,2022-04-25 00:00:00,BURP/USDT,0.03101,0.03202,0.0298,0.0308,676220.99642097,20888.6214789233706
1650758400,2022-04-24 00:00:00,BURP/USDT,0.0324,0.03529,0.03087,0.03103,2128295.78911284,69263.3675880039784
1650672000,2022-04-23 00:00:00,BURP/USDT,0.02992,0.03494,0.02958,0.0323,3199751.11882342,104103.6781569560261
1650585600,2022-04-22 00:00:00,BURP/USDT,0.03122,0.03222,0.02969,0.0299,795126.29834161,24450.2091945373664
1650499200,2022-04-21 00:00:00,BURP/USDT,0.03211,0.03402,0.03113,0.03121,524101.00811837,17409.6719162904472
1650412800,2022-04-20 00:00:00,BURP/USDT,0.03186,0.0325,0.03135,0.03211,316702.75023401,10127.0638951661897
1650326400,2022-04-19 00:00:00,BURP/USDT,0.03229,0.03423,0.02894,0.03186,2319970.36550127,72095.2481711950455
1650240000,2022-04-18 00:00:00,BURP/USDT,0.03219,0.03352,0.03113,0.03228,877842.39528768,28232.5054614265923
1650153600,2022-04-17 00:00:00,BURP/USDT,0.03304,0.0348,0.03152,0.0322,626946.72276836,20647.1357757650865
1650067200,2022-04-16 00:00:00,BURP/USDT,0.03481,0.03515,0.03264,0.03301,445924.2994058,15021.9638433735684
1649980800,2022-04-15 00:00:00,BURP/USDT,0.03375,0.03655,0.03341,0.03465,917941.81193984,32161.0945799302439
1649894400,2022-04-14 00:00:00,BURP/USDT,0.03465,0.03514,0.03244,0.03382,715670.46905415,24124.8140327534486
1649808000,2022-04-13 00:00:00,BURP/USDT,0.03568,0.03704,0.0343,0.03465,1040366.37966209,36680.1883017263801
1649721600,2022-04-12 00:00:00,BURP/USDT,0.04001,0.04085,0.03544,0.03569,2396534.83366725,89833.6698462188194
1649635200,2022-04-11 00:00:00,BURP/USDT,0.04156,0.04299,0.03886,0.03999,1509866.72220751,61226.6980563043517
1649548800,2022-04-10 00:00:00,BURP/USDT,0.0411,0.04265,0.04,0.04154,917150.05377149,38034.6761056572656
1649462400,2022-04-09 00:00:00,BURP/USDT,0.04076,0.04263,0.03855,0.04131,997950.32405532,40774.2845661821528
1649376000,2022-04-08 00:00:00,BURP/USDT,0.03968,0.04516,0.03785,0.04074,1908243.25471256,77654.6311122879867
1649289600,2022-04-07 00:00:00,BURP/USDT,0.04422,0.04425,0.03728,0.03967,3699131.02838651,147748.397820109365
1649203200,2022-04-06 00:00:00,BURP/USDT,0.04344,0.0539,0.04068,0.04425,9716404.52476944,451679.5731301811797
1649116800,2022-04-05 00:00:00,BURP/USDT,0.0336,0.04642,0.03353,0.04348,9411542.55005853,392566.8662745324471
1649030400,2022-04-04 00:00:00,BURP/USDT,0.03424,0.03468,0.03275,0.03367,573433.57870558,19277.3221677352244
1648944000,2022-04-03 00:00:00,BURP/USDT,0.03534,0.03549,0.03421,0.03422,687321.41065981,23915.6274572368856
1648857600,2022-04-02 00:00:00,BURP/USDT,0.0361,0.03664,0.03472,0.03533,696646.09736353,24695.5108664222835
1648771200,2022-04-01 00:00:00,BURP/USDT,0.03337,0.03934,0.03242,0.03606,2343227.624527,82091.6316145292525
1648684800,2022-03-31 00:00:00,BURP/USDT,0.03293,0.0355,0.03156,0.03347,3373599.65055251,112905.893184501605
1648598400,2022-03-30 00:00:00,BURP/USDT,0.03737,0.03749,0.03189,0.03291,3304200.27143588,114036.465309594454
1648512000,2022-03-29 00:00:00,BURP/USDT,0.036,0.04702,0.03501,0.03749,27340114.90456406,1105419.1437987838741
1648425600,2022-03-28 00:00:00,BURP/USDT,0.02638,0.03849,0.02631,0.036,16401134.48229962,538900.7726289840947
1648339200,2022-03-27 00:00:00,BURP/USDT,0.02622,0.02724,0.02606,0.02646,513478.94149305,13663.9691010247035
1648252800,2022-03-26 00:00:00,BURP/USDT,0.02689,0.02702,0.0262,0.02638,385567.70799833,10242.1151889743942
1648166400,2022-03-25 00:00:00,BURP/USDT,0.0276,0.0292,0.0244,0.0268,1238865.7045747,33534.5207138317113
1648080000,2022-03-24 00:00:00,BURP/USDT,0.02774,0.028,0.02655,0.02768,759355.85926106,20755.0180440110064
1647993600,2022-03-23 00:00:00,BURP/USDT,0.0277,0.028,0.02621,0.02773,770939.6261551,20896.7856151987456
1647907200,2022-03-22 00:00:00,BURP/USDT,0.0273,0.02852,0.0269,0.0277,530629.03343064,14717.4398456009039
1647820800,2022-03-21 00:00:00,BURP/USDT,0.02725,0.0288,0.02643,0.02732,1049086.98364814,28628.5067465930574
1647734400,2022-03-20 00:00:00,BURP/USDT,0.02651,0.03345,0.02599,0.02719,6771503.16267553,195202.0775148149982
1647648000,2022-03-19 00:00:00,BURP/USDT,0.02571,0.027,0.02561,0.02655,1007008.86961017,26544.5580673390002
1647561600,2022-03-18 00:00:00,BURP/USDT,0.02649,0.02665,0.0252,0.02567,886173.67454732,22952.4702950527858
1647475200,2022-03-17 00:00:00,BURP/USDT,0.02677,0.02754,0.026,0.02651,632639.24528577,16930.6271050601314
1647388800,2022-03-16 00:00:00,BURP/USDT,0.02515,0.02766,0.02511,0.02677,1294066.08665822,34060.5772695118791
1647302400,2022-03-15 00:00:00,BURP/USDT,0.02359,0.02951,0.02359,0.02515,2242741.13333952,59037.2061440215164
1647216000,2022-03-14 00:00:00,BURP/USDT,0.02305,0.0268,0.02305,0.0235,2012637.24721984,50179.0601756789278
1647129600,2022-03-13 00:00:00,BURP/USDT,0.02501,0.0254,0.0225,0.0231,2323930.05860266,55023.5065160879264
1647043200,2022-03-12 00:00:00,BURP/USDT,0.0227,0.03,0.0224,0.02501,4406149.62986947,114418.3110519451643
1646956800,2022-03-11 00:00:00,BURP/USDT,0.0245,0.02559,0.02256,0.02271,658037.65804328,15469.8569021159432
1646870400,2022-03-10 00:00:00,BURP/USDT,0.0256,0.02575,0.0238,0.0245,729294.46504627,17851.5945580166903
1646784000,2022-03-09 00:00:00,BURP/USDT,0.02565,0.02613,0.02517,0.02575,470762.78893843,12100.0926004147647
1646697600,2022-03-08 00:00:00,BURP/USDT,0.02606,0.02606,0.02475,0.02564,624767.0936135,15933.2068173836668
1646611200,2022-03-07 00:00:00,BURP/USDT,0.02589,0.0277,0.0229,0.02616,1499776.65349808,38661.815890631458
1646524800,2022-03-06 00:00:00,BURP/USDT,0.0263,0.03,0.0259,0.0259,2823358.80967192,78893.96324291679
1646438400,2022-03-05 00:00:00,BURP/USDT,0.0261,0.0282,0.025,0.0263,909586.44682258,23966.1852361927773
1646352000,2022-03-04 00:00:00,BURP/USDT,0.026,0.0265,0.0254,0.0261,339402.39119012,8793.062784851547
1646265600,2022-03-03 00:00:00,BURP/USDT,0.0265,0.028,0.0256,0.0261,1123419.55963884,29987.204953823935
1646179200,2022-03-02 00:00:00,BURP/USDT,0.0264,0.0288,0.0259,0.0265,1185449.58217378,32111.376301496626
1646092800,2022-03-01 00:00:00,BURP/USDT,0.027,0.0285,0.0256,0.0264,1190914.38115805,32292.417196217333
1646006400,2022-02-28 00:00:00,BURP/USDT,0.0253,0.0272,0.025,0.0269,1972822.86687199,51105.0677636363
1645920000,2022-02-27 00:00:00,BURP/USDT,0.0255,0.034,0.0245,0.0253,6229803.14974603,180135.903956481286
1645833600,2022-02-26 00:00:00,BURP/USDT,0.0265,0.027,0.0252,0.0257,1407660.24674036,36848.375836354357
1645747200,2022-02-25 00:00:00,BURP/USDT,0.0256,0.0272,0.0246,0.0266,1475816.27558981,38232.138438038415
1645660800,2022-02-24 00:00:00,BURP/USDT,0.0264,0.0371,0.0231,0.0256,7198863.09561115,213203.53271953221
1645574400,2022-02-23 00:00:00,BURP/USDT,0.0264,0.0268,0.0254,0.0264,915821.42095328,23834.500473573344
1645488000,2022-02-22 00:00:00,BURP/USDT,0.0246,0.0385,0.0236,0.0265,7285978.4219747,221421.389091993215
1645401600,2022-02-21 00:00:00,BURP/USDT,0.024,0.0287,0.0235,0.0247,2010853.68210418,52625.927336614599
1645315200,2022-02-20 00:00:00,BURP/USDT,0.0266,0.0272,0.0236,0.024,1445528.84288512,36193.783940380632
1645228800,2022-02-19 00:00:00,BURP/USDT,0.0277,0.028,0.0249,0.0267,2098096.52905756,55448.583232312883
1645142400,2022-02-18 00:00:00,BURP/USDT,0.0292,0.0293,0.0267,0.0276,1322879.77622507,37057.727419838796
1645056000,2022-02-17 00:00:00,BURP/USDT,0.0283,0.0334,0.028,0.0292,4018471.20680541,124032.504088007994
1644969600,2022-02-16 00:00:00,BURP/USDT,0.0307,0.0316,0.0278,0.0283,2006154.4853116,58690.363533104696
1644883200,2022-02-15 00:00:00,BURP/USDT,0.0332,0.0344,0.0301,0.0306,5772352.94710839,183103.581198958343
1644796800,2022-02-14 00:00:00,BURP/USDT,0.0354,0.0356,0.0324,0.0332,4551368.000319,153980.82063576504
1644710400,2022-02-13 00:00:00,BURP/USDT,0.0497,0.0508,0.0351,0.0354,17832103.04555151,775970.527360959529
1644624000,2022-02-12 00:00:00,BURP/USDT,0.0277,0.129,0.0277,0.0496,51271764.30160731,2651639.663395018172
1644537600,2022-02-11 00:00:00,BURP/USDT,0.0277,0.0282,0.0257,0.0277,730666.60960415,19628.733175782756
1644451200,2022-02-10 00:00:00,BURP/USDT,0.0287,0.03,0.0276,0.0277,1803035.98901404,51895.535293037859
1644364800,2022-02-09 00:00:00,BURP/USDT,0.0254,0.0394,0.0254,0.0286,11909650.13967394,393277.731988686553
1644278400,2022-02-08 00:00:00,BURP/USDT,0.0271,0.033,0.0248,0.0253,1411406.68959504,37590.777995930325
1644192000,2022-02-07 00:00:00,BURP/USDT,0.0258,0.0282,0.0249,0.0271,1007848.18957149,26533.144780432348
1644105600,2022-02-06 00:00:00,BURP/USDT,0.0273,0.0277,0.0253,0.0259,657350.05997163,17365.211605497259
1644019200,2022-02-05 00:00:00,BURP/USDT,0.027,0.0309,0.0263,0.0274,1324685.27844221,37862.955114351295
