https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UAH,Volume USDT
1663462800000,2022-09-18 01:00:00,USDT/UAH,40.242616,40.25,40.240161,40.24073,70534.8635144327,1752.82266287
1663459200000,2022-09-18 00:00:00,USDT/UAH,40.244291,40.25,40.240319,40.243132,93625.63690544167,2326.49975915
1663455600000,2022-09-17 23:00:00,USDT/UAH,40.241282,40.249999,40.235919,40.242708,79133.92722359695,1966.41655486
1663452000000,2022-09-17 22:00:00,USDT/UAH,40.241055,40.245542,40.24048,40.244653,68697.622671,1707.0
1663448400000,2022-09-17 21:00:00,USDT/UAH,40.242205,40.249998,40.240237,40.244203,71091.77351142895,1766.5096638
1663444800000,2022-09-17 20:00:00,USDT/UAH,40.241323,40.249999,40.236012,40.241286,70967.74313405553,1763.55554676
1663441200000,2022-09-17 19:00:00,USDT/UAH,40.200001,40.249999,40.200001,40.241556,33850.12325363278,841.17331978
1663437600000,2022-09-17 18:00:00,USDT/UAH,40.244247,40.25,40.180664,40.200002,74929.47709703249,1863.91724799
1663434000000,2022-09-17 17:00:00,USDT/UAH,40.22737,40.249998,40.202233,40.245277,63970.37165914842,1589.51251992
1663430400000,2022-09-17 16:00:00,USDT/UAH,40.227794,40.249998,40.180634,40.226991,91321.02621533141,2270.14310405
1663426800000,2022-09-17 15:00:00,USDT/UAH,40.186385,40.249999,40.180636,40.204892,109574.23236158026,2725.39551559
1663423200000,2022-09-17 14:00:00,USDT/UAH,40.251912,40.251913,40.113593,40.188661,163149.86627308733,4059.59945451
1663419600000,2022-09-17 13:00:00,USDT/UAH,40.251913,40.251914,40.251912,40.251913,79345.46397881892,1971.2221871
1663416000000,2022-09-17 12:00:00,USDT/UAH,40.257432,40.3,40.251912,40.251913,106070.99309862388,2635.17893171
1663412400000,2022-09-17 11:00:00,USDT/UAH,40.24692,40.266,40.242132,40.261131,128641.2150927768,3195.17141962
1663408800000,2022-09-17 10:00:00,USDT/UAH,40.234937,40.266,40.231894,40.250893,109012.32338589395,2708.32061753
1663405200000,2022-09-17 09:00:00,USDT/UAH,40.234538,40.24,40.231839,40.237469,85322.51537588029,2120.47421213
1663401600000,2022-09-17 08:00:00,USDT/UAH,40.238022,40.266,40.231838,40.23573,75479.81627892316,1875.94002343
1663398000000,2022-09-17 07:00:00,USDT/UAH,40.240698,40.245916,40.231842,40.237376,66531.20521800152,1653.46779119
1663394400000,2022-09-17 06:00:00,USDT/UAH,40.2412,40.245916,40.231837,40.239187,66479.6940348641,1652.11325057
1663390800000,2022-09-17 05:00:00,USDT/UAH,40.238942,40.245916,40.231839,40.240383,73827.00498962219,1834.64966001
1663387200000,2022-09-17 04:00:00,USDT/UAH,40.123522,40.245916,40.114044,40.186002,69331.0361858691,1725.25339012
1663383600000,2022-09-17 03:00:00,USDT/UAH,40.12167,40.1263,40.118198,40.123381,71098.63113200001,1772.0
1663380000000,2022-09-17 02:00:00,USDT/UAH,40.120158,40.125976,40.118787,40.121011,71098.4435931,1772.1
1663376400000,2022-09-17 01:00:00,USDT/UAH,40.119746,40.127633,40.117812,40.121101,65504.51694778556,1632.66997453
1663372800000,2022-09-17 00:00:00,USDT/UAH,40.118177,40.123379,40.117793,40.120833,57974.603684999995,1445.0
1663369200000,2022-09-16 23:00:00,USDT/UAH,40.123595,40.127605,40.113581,40.119898,70705.43320368305,1762.3532643
1663365600000,2022-09-16 22:00:00,USDT/UAH,40.122638,40.123237,40.113567,40.118383,65007.827813200005,1620.4
1663362000000,2022-09-16 21:00:00,USDT/UAH,40.107676,40.127604,40.104076,40.119957,128886.54109074331,3212.52939256
1663358400000,2022-09-16 20:00:00,USDT/UAH,40.165963,40.20602,40.044349,40.109141,68370.08983665242,1704.60119893
1663354800000,2022-09-16 19:00:00,USDT/UAH,40.237594,40.241088,40.018483,40.177787,144665.04430431873,3600.62251075
1663351200000,2022-09-16 18:00:00,USDT/UAH,40.236848,40.245916,40.231837,40.240193,108069.27823921318,2685.60536574
1663347600000,2022-09-16 17:00:00,USDT/UAH,40.06384,40.266,39.993922,40.240721,218594.6458366759,5432.17517988
1663344000000,2022-09-16 16:00:00,USDT/UAH,40.199051,40.25,39.984938,40.057075,240481.44593643813,6003.46994723
1663340400000,2022-09-16 15:00:00,USDT/UAH,40.123605,40.25,40.117644,40.164594,98047.3544246986,2441.13894005
1663336800000,2022-09-16 14:00:00,USDT/UAH,40.169712,40.1986,40.117636,40.124209,88807.86494232205,2213.3237553
1663333200000,2022-09-16 13:00:00,USDT/UAH,40.081539,40.194281,40.036014,40.153958,231129.14036157657,5756.07366929
1663329600000,2022-09-16 12:00:00,USDT/UAH,40.044056,40.094124,40.036015,40.080087,117203.11148788335,2924.22298105
1663326000000,2022-09-16 11:00:00,USDT/UAH,39.990431,40.094126,39.985427,40.044659,262236.3510738947,6548.59743153
1663322400000,2022-09-16 10:00:00,USDT/UAH,39.998933,39.998934,39.984941,39.9947,108640.46194082097,2716.37146774
1663318800000,2022-09-16 09:00:00,USDT/UAH,39.992934,39.998934,39.984949,39.998932,136782.5043604201,3419.65391377
1663315200000,2022-09-16 08:00:00,USDT/UAH,39.876042,39.998934,39.876042,39.994576,158967.08838783312,3974.71618121
1663311600000,2022-09-16 07:00:00,USDT/UAH,39.94806,39.998824,39.876042,39.884475,95804.75157745107,2402.05622808
1663308000000,2022-09-16 06:00:00,USDT/UAH,39.993616,39.998922,39.876042,39.958809,98519.97621801056,2465.53835521
1663304400000,2022-09-16 05:00:00,USDT/UAH,39.9262,39.994706,39.876042,39.990924,66033.35390799129,1651.20850691
1663300800000,2022-09-16 04:00:00,USDT/UAH,39.992659,39.99891,39.878965,39.953009,58849.51530113865,1472.96828885
1663297200000,2022-09-16 03:00:00,USDT/UAH,39.993808,39.994685,39.984935,39.992925,67171.1587922829,1679.57604482
1663293600000,2022-09-16 02:00:00,USDT/UAH,39.991871,39.998949,39.988876,39.991816,71028.50285157257,1776.07595643
1663290000000,2022-09-16 01:00:00,USDT/UAH,39.994324,39.994324,39.883155,39.991518,68183.81617363101,1704.95694046
1663286400000,2022-09-16 00:00:00,USDT/UAH,39.991868,39.999003,39.984949,39.994706,105947.33123063715,2649.0338804
1663282800000,2022-09-15 23:00:00,USDT/UAH,39.990938,39.99579,39.985004,39.992226,150955.8088763454,3774.62882102
1663279200000,2022-09-15 22:00:00,USDT/UAH,39.990484,40.0,39.985118,39.992757,83120.8155376547,2078.39673413
1663275600000,2022-09-15 21:00:00,USDT/UAH,39.954103,39.994765,39.87897,39.994555,72172.55402154318,1804.5594962
1663272000000,2022-09-15 20:00:00,USDT/UAH,39.949214,39.999,39.878966,39.934055,65486.32974099592,1639.86176062
1663268400000,2022-09-15 19:00:00,USDT/UAH,39.882282,39.986007,39.879001,39.945326,138327.86616696752,3462.92995999
1663264800000,2022-09-15 18:00:00,USDT/UAH,39.920598,39.979065,39.755,39.884159,119012.93353207657,2983.96497547
1663261200000,2022-09-15 17:00:00,USDT/UAH,39.995325,40.000008,39.79454,39.855119,116162.11464694352,2914.60965521
1663257600000,2022-09-15 16:00:00,USDT/UAH,40.01539,40.044128,39.986007,39.992935,84425.1890879509,2111.00258303
1663254000000,2022-09-15 15:00:00,USDT/UAH,39.961511,40.049999,39.956194,39.98601,191577.65731060755,4791.11712598
1663250400000,2022-09-15 14:00:00,USDT/UAH,39.805533,39.978957,39.740013,39.962714,214737.394915141,5373.44372845
1663246800000,2022-09-15 13:00:00,USDT/UAH,39.829879,39.952997,39.74,39.85176,103279.15043675492,2591.58316814
1663243200000,2022-09-15 12:00:00,USDT/UAH,39.863653,39.892179,39.727,39.839814,101140.21897189572,2538.67196699
1663239600000,2022-09-15 11:00:00,USDT/UAH,39.956507,39.964999,39.727001,39.854531,98809.38045671642,2479.25086502
1663236000000,2022-09-15 10:00:00,USDT/UAH,39.964977,39.964999,39.727848,39.960487,91918.07567990679,2300.22411088
1663232400000,2022-09-15 09:00:00,USDT/UAH,39.959894,39.964999,39.959891,39.964978,122712.94691944099,3070.51205982
1663228800000,2022-09-15 08:00:00,USDT/UAH,39.972053,39.972053,39.727,39.959894,133055.79719516396,3329.73348716
1663225200000,2022-09-15 07:00:00,USDT/UAH,39.922169,39.977491,39.801001,39.971581,77849.1064598877,1947.6113907
1663221600000,2022-09-15 06:00:00,USDT/UAH,39.971599,39.977501,39.730533,39.888254,85464.9496193669,2142.60944135
1663218000000,2022-09-15 05:00:00,USDT/UAH,39.970013,39.977501,39.9635,39.973018,71604.40155566782,1791.3183727
1663214400000,2022-09-15 04:00:00,USDT/UAH,39.971412,39.977503,39.967771,39.977503,63442.66805941934,1586.95924704
1663210800000,2022-09-15 03:00:00,USDT/UAH,39.871496,39.977503,39.871496,39.971714,62411.83046467133,1561.39990556
1663207200000,2022-09-15 02:00:00,USDT/UAH,39.88139,39.977497,39.858091,39.888217,83371.86792207972,2090.13774474
1663203600000,2022-09-15 01:00:00,USDT/UAH,39.913908,39.987114,39.86799,39.880387,62151.03410001847,1558.43608288
1663200000000,2022-09-15 00:00:00,USDT/UAH,39.920344,39.931799,39.860472,39.901468,59333.482916,1487.0
1663196400000,2022-09-14 23:00:00,USDT/UAH,39.744352,39.91815,39.7201,39.905866,66583.0267526754,1668.50223856
1663192800000,2022-09-14 22:00:00,USDT/UAH,39.908692,39.92269,39.724121,39.750969,85925.5151044397,2161.59548474
1663189200000,2022-09-14 21:00:00,USDT/UAH,39.8296,39.991442,39.76,39.848724,79424.05311884898,1993.13918104
1663185600000,2022-09-14 20:00:00,USDT/UAH,39.9214,39.9214,39.76,39.860245,83865.95548,2104.0
1663182000000,2022-09-14 19:00:00,USDT/UAH,39.889271,39.99129,39.7701,39.901715,84096.22104958445,2107.58412388
1663178400000,2022-09-14 18:00:00,USDT/UAH,39.916097,40.094126,39.781341,39.85885,340574.9096404098,8544.52423089
1663174800000,2022-09-14 17:00:00,USDT/UAH,39.883164,39.990412,39.76,39.830747,135579.2802956087,3403.88495088
1663171200000,2022-09-14 16:00:00,USDT/UAH,39.766288,39.925974,39.766191,39.850905,72385.77327075822,1816.41479085
1663167600000,2022-09-14 15:00:00,USDT/UAH,39.839599,39.988363,39.7502,39.765016,107815.30882610168,2711.31058582
1663164000000,2022-09-14 14:00:00,USDT/UAH,39.908997,39.991271,39.750112,39.842838,78425.30413851836,1968.36641352
1663160400000,2022-09-14 13:00:00,USDT/UAH,39.806807,39.9915,39.7501,39.990609,164054.89505649856,4102.33550223
1663156800000,2022-09-14 12:00:00,USDT/UAH,40.020183,40.094113,39.8,39.8,178455.05157446198,4483.79526569
1663153200000,2022-09-14 11:00:00,USDT/UAH,40.171991,40.249996,39.936027,40.01374,206503.82216262905,5160.82281143
1663149600000,2022-09-14 10:00:00,USDT/UAH,40.283203,40.289986,40.080089,40.176353,117204.92187803924,2917.26135217
1663146000000,2022-09-14 09:00:00,USDT/UAH,40.251519,40.29,40.250515,40.286413,128729.85813919896,3195.3665902
1663142400000,2022-09-14 08:00:00,USDT/UAH,40.222889,40.281272,40.186036,40.250486,113452.02572417984,2818.64983504
1663138800000,2022-09-14 07:00:00,USDT/UAH,40.152536,40.25,40.10922,40.185937,215829.4299096474,5370.77012562
1663135200000,2022-09-14 06:00:00,USDT/UAH,40.043513,40.2,40.043384,40.138745,230975.50729105296,5754.42773039
1663131600000,2022-09-14 05:00:00,USDT/UAH,39.976898,40.046698,39.950177,40.043725,96299.11134778825,2404.84898315
1663128000000,2022-09-14 04:00:00,USDT/UAH,39.992554,39.999999,39.936033,39.969099,26318.39296904634,658.46850761
1663124400000,2022-09-14 03:00:00,USDT/UAH,39.975793,40.0,39.936055,39.936055,104869.30001316089,2625.93037828
1663120800000,2022-09-14 02:00:00,USDT/UAH,39.950005,39.975792,39.950005,39.975792,181.10464189789343,4.53035782
1663117200000,2022-09-14 01:00:00,USDT/UAH,39.82287,39.950005,39.780103,39.950005,25206.262256775794,630.945159
1663113600000,2022-09-14 00:00:00,USDT/UAH,39.922627,39.922627,39.922627,39.922627,48.00151990879751,1.20236376
1663110000000,2022-09-13 23:00:00,USDT/UAH,39.829852,39.9366,39.82287,39.927681,81436.25701838145,2039.59396035
1663106400000,2022-09-13 22:00:00,USDT/UAH,39.836807,39.836809,39.780101,39.836809,113384.96026224385,2846.23600907
1663095600000,2022-09-13 19:00:00,USDT/UAH,39.836797,39.950005,39.822857,39.829363,178290.02985107066,4476.34650474
1663092000000,2022-09-13 18:00:00,USDT/UAH,39.712874,39.836802,39.705001,39.83063,187387.74131959665,4704.61404501
1663088400000,2022-09-13 17:00:00,USDT/UAH,39.760953,39.783834,39.306248,39.714345,280088.696493554,7052.58254904
1663084800000,2022-09-13 16:00:00,USDT/UAH,39.737183,39.817604,39.7102,39.751383,206546.37516790902,5195.95444435
1663081200000,2022-09-13 15:00:00,USDT/UAH,39.784648,39.829987,39.688451,39.752983,438412.86828649876,11028.42693054
1663077600000,2022-09-13 14:00:00,USDT/UAH,39.748736,39.807276,39.621894,39.807276,121051.03717954174,3040.9274219
1663074000000,2022-09-13 13:00:00,USDT/UAH,39.872684,39.99,39.614084,39.740245,152590.8536008856,3839.70591024
1663070400000,2022-09-13 12:00:00,USDT/UAH,39.688645,39.95,39.55,39.90959,295101.0513542108,7394.23911281
1663066800000,2022-09-13 11:00:00,USDT/UAH,39.550104,39.798886,39.550001,39.699011,92948.7228195549,2341.33597987
1663063200000,2022-09-13 10:00:00,USDT/UAH,39.658017,39.804446,39.55,39.645551,129160.70015831686,3257.88636809
1663059600000,2022-09-13 09:00:00,USDT/UAH,39.648761,39.804456,39.550102,39.668444,149223.6977188146,3761.77340656
1663056000000,2022-09-13 08:00:00,USDT/UAH,39.749996,39.804452,39.550101,39.679693,93059.36867142147,2345.26433134
1663052400000,2022-09-13 07:00:00,USDT/UAH,39.643027,39.804439,39.550101,39.749994,108284.48600161696,2724.13842381
1663048800000,2022-09-13 06:00:00,USDT/UAH,39.76341,39.827878,39.5501,39.7073,170278.3187700264,4288.3378817
1663045200000,2022-09-13 05:00:00,USDT/UAH,39.756667,39.839995,39.711102,39.774679,117157.7313502655,2945.5355592
1663041600000,2022-09-13 04:00:00,USDT/UAH,39.77908,39.839985,39.7111,39.789294,223629.70431441642,5620.34863736
1663038000000,2022-09-13 03:00:00,USDT/UAH,39.76355,39.787726,39.71,39.752108,71636.80864564457,1802.08829795
1663034400000,2022-09-13 02:00:00,USDT/UAH,39.777268,39.785553,39.71,39.771248,65065.66697538791,1635.99761756
1663030800000,2022-09-13 01:00:00,USDT/UAH,39.785469,39.786333,39.743677,39.764886,69310.196298,1743.0
1663027200000,2022-09-13 00:00:00,USDT/UAH,39.774565,39.820403,39.71,39.761092,64388.79522050938,1619.39202325
1663023600000,2022-09-12 23:00:00,USDT/UAH,39.760948,39.786202,39.741615,39.741615,65851.85605500001,1657.0
1663020000000,2022-09-12 22:00:00,USDT/UAH,39.755132,39.78649,39.71,39.74236,67999.17796,1711.0
1663016400000,2022-09-12 21:00:00,USDT/UAH,39.7557,39.820085,39.71,39.7737,66083.08250397613,1661.47686798
1663012800000,2022-09-12 20:00:00,USDT/UAH,39.660001,39.821631,39.660001,39.768957,78795.03414408605,1981.32010714
1663009200000,2022-09-12 19:00:00,USDT/UAH,39.690083,39.69375,39.660001,39.660001,46066.67683457219,1161.53998167
1663005600000,2022-09-12 18:00:00,USDT/UAH,39.77667,39.79759,39.66,39.693716,61957.61598470284,1560.89230811
1663002000000,2022-09-12 17:00:00,USDT/UAH,39.791626,39.839965,39.74,39.766588,109437.53466002684,2751.99709515
1662998400000,2022-09-12 16:00:00,USDT/UAH,39.729637,39.84993,39.70263,39.812729,215204.6678229355,5405.42367299
1662994800000,2022-09-12 15:00:00,USDT/UAH,39.730236,39.799997,39.651004,39.723254,76738.40218426585,1931.82568035
1662991200000,2022-09-12 14:00:00,USDT/UAH,39.727138,39.849801,39.650009,39.761244,126618.46963981546,3184.46952112
1662987600000,2022-09-12 13:00:00,USDT/UAH,39.768739,39.85,39.510101,39.73197,138166.4576172485,3477.46305097
1662984000000,2022-09-12 12:00:00,USDT/UAH,39.689396,39.87762,39.599339,39.717308,137139.02315215903,3452.87810423
1662980400000,2022-09-12 11:00:00,USDT/UAH,39.540533,39.863959,39.500573,39.759432,209861.080978396,5278.27160555
1662976800000,2022-09-12 10:00:00,USDT/UAH,39.54215,39.569999,39.500052,39.528509,110910.68356415711,2805.84030033
1662973200000,2022-09-12 09:00:00,USDT/UAH,39.534661,39.575618,39.510002,39.534006,99966.28218439859,2528.61504054
1662969600000,2022-09-12 08:00:00,USDT/UAH,39.558269,39.575618,39.510001,39.553789,104724.58502413193,2647.64988821
1662966000000,2022-09-12 07:00:00,USDT/UAH,39.568282,39.571385,39.53,39.559427,108555.60243417071,2744.11463124
1662962400000,2022-09-12 06:00:00,USDT/UAH,39.592963,39.600999,39.561768,39.570225,102089.61204905614,2579.96036285
1662958800000,2022-09-12 05:00:00,USDT/UAH,39.600998,39.600999,39.587152,39.59258,70939.4135252719,1791.73505554
1662955200000,2022-09-12 04:00:00,USDT/UAH,39.594144,39.600999,39.591512,39.600998,63619.70078690196,1606.51761319
1662951600000,2022-09-12 03:00:00,USDT/UAH,39.572048,39.601,39.571679,39.593483,73276.53814713637,1850.72220464
1662948000000,2022-09-12 02:00:00,USDT/UAH,39.570001,39.573059,39.570001,39.572644,64297.50085555435,1624.79668671
1662944400000,2022-09-12 01:00:00,USDT/UAH,39.75522,39.761875,39.57,39.571424,119468.2120439208,3019.05263869
1662940800000,2022-09-12 00:00:00,USDT/UAH,39.754959,39.757705,39.748605,39.757413,55975.165899880456,1407.91771084
1662937200000,2022-09-11 23:00:00,USDT/UAH,39.753311,39.761907,39.747911,39.747996,102769.98478876484,2585.53877254
1662933600000,2022-09-11 22:00:00,USDT/UAH,39.789939,39.798142,39.752102,39.756029,68777.93016999999,1730.0
1662930000000,2022-09-11 21:00:00,USDT/UAH,39.733348,39.820032,39.726965,39.77482,133777.2848963976,3363.36619239
1662926400000,2022-09-11 20:00:00,USDT/UAH,39.667382,39.749976,39.658467,39.731393,67991.24145767643,1711.27253096
1662922800000,2022-09-11 19:00:00,USDT/UAH,39.606728,39.711325,39.602696,39.678199,55667.55213388361,1402.97577856
1662919200000,2022-09-11 18:00:00,USDT/UAH,39.754783,39.754785,39.602696,39.602696,289826.3553641996,7318.34911856
1662915600000,2022-09-11 17:00:00,USDT/UAH,39.751626,39.754783,39.750001,39.754782,109950.02759151693,2765.70571036
1662912000000,2022-09-11 16:00:00,USDT/UAH,39.778542,39.788461,39.746038,39.752903,86467.33203827449,2175.11994126
1662908400000,2022-09-11 15:00:00,USDT/UAH,39.769494,39.793247,39.749386,39.780871,74039.60955731347,1861.1862359
1662904800000,2022-09-11 14:00:00,USDT/UAH,39.806095,39.812382,39.749386,39.769226,126805.50784571658,3188.53346167
1662901200000,2022-09-11 13:00:00,USDT/UAH,39.79876,39.8124,39.751611,39.808487,100804.13193890417,2532.22715897
1662897600000,2022-09-11 12:00:00,USDT/UAH,39.835932,39.842917,39.754197,39.799413,77076.7220986907,1936.62962061
1662894000000,2022-09-11 11:00:00,USDT/UAH,39.869205,39.869205,39.751865,39.834463,106409.53043352166,2671.29320743
1662890400000,2022-09-11 10:00:00,USDT/UAH,39.872889,39.877619,39.863662,39.871694,150027.7225455764,3762.76268938
1662886800000,2022-09-11 09:00:00,USDT/UAH,39.855657,39.890924,39.851,39.874242,115136.14727468436,2887.48178021
1662883200000,2022-09-11 08:00:00,USDT/UAH,39.900001,39.909515,39.850015,39.85606,101145.02263933035,2537.75768702
1662879600000,2022-09-11 07:00:00,USDT/UAH,39.854743,39.935352,39.850023,39.90858,77631.00898648241,1945.22102732
1662876000000,2022-09-11 06:00:00,USDT/UAH,39.855751,39.999887,39.850012,39.858838,135934.61933823128,3410.40095896
1662872400000,2022-09-11 05:00:00,USDT/UAH,39.90204,39.95357,39.850002,39.858387,62257.32075975289,1561.96287521
1662868800000,2022-09-11 04:00:00,USDT/UAH,39.934558,39.983304,39.850018,39.983304,63434.48384369786,1586.52431134
1662865200000,2022-09-11 03:00:00,USDT/UAH,39.861683,40.0,39.853954,39.895672,155500.45759218768,3897.6773619
1662861600000,2022-09-11 02:00:00,USDT/UAH,39.858389,39.863556,39.858154,39.859894,65928.26467599999,1654.0
1662858000000,2022-09-11 01:00:00,USDT/UAH,39.859666,39.863597,39.858152,39.863268,66212.888148,1661.0
1662854400000,2022-09-11 00:00:00,USDT/UAH,39.861866,39.86791,39.853961,39.858952,69720.7855272693,1749.18762358
1662850800000,2022-09-10 23:00:00,USDT/UAH,39.859285,39.863574,39.853956,39.860146,63749.560024171056,1599.33082092
1662847200000,2022-09-10 22:00:00,USDT/UAH,39.860043,39.932009,39.853956,39.85906,76288.07998947875,1913.94578772
1662843600000,2022-09-10 21:00:00,USDT/UAH,39.889703,39.932016,39.853956,39.862566,92634.23330967827,2323.84019909
1662840000000,2022-09-10 20:00:00,USDT/UAH,39.903078,39.907293,39.853957,39.898165,77359.57133308418,1938.9255454
1662836400000,2022-09-10 19:00:00,USDT/UAH,39.834201,39.931979,39.834144,39.897324,138916.5425133365,3481.85112649
1662832800000,2022-09-10 18:00:00,USDT/UAH,39.92495,39.926189,39.834043,39.834147,93509.55076364732,2347.47215156
1662829200000,2022-09-10 17:00:00,USDT/UAH,39.924426,39.932039,39.851,39.91807,69552.30229400545,1742.37637977
1662825600000,2022-09-10 16:00:00,USDT/UAH,39.924177,39.93265,39.9,39.9,134578.31953580698,3372.89021393
1662822000000,2022-09-10 15:00:00,USDT/UAH,40.079699,40.083195,39.91,39.92926,148137.12303337772,3709.98919172
1662818400000,2022-09-10 14:00:00,USDT/UAH,40.097489,40.099999,40.073937,40.078098,168390.12810103194,4201.54988645
1662814800000,2022-09-10 13:00:00,USDT/UAH,40.100246,40.109953,40.095124,40.09734,93482.17335459706,2331.3809184
1662811200000,2022-09-10 12:00:00,USDT/UAH,40.095971,40.113085,40.095124,40.109939,82889.85696158171,2066.56651763
1662807600000,2022-09-10 11:00:00,USDT/UAH,40.105187,40.120025,40.097032,40.097032,145666.33597373124,3632.8458419
1662804000000,2022-09-10 10:00:00,USDT/UAH,40.106142,40.120019,40.099085,40.106721,99696.48388540738,2485.77997402
1662800400000,2022-09-10 09:00:00,USDT/UAH,40.12003,40.134057,40.099508,40.113315,101527.3910755645,2531.01472854
1662796800000,2022-09-10 08:00:00,USDT/UAH,40.126217,40.13407,40.12003,40.12939,83599.42501095755,2083.24684255
1662793200000,2022-09-10 07:00:00,USDT/UAH,40.125548,40.134075,40.120038,40.125414,100179.53788487584,2496.66054249
1662789600000,2022-09-10 06:00:00,USDT/UAH,40.123273,40.12987,40.120037,40.127122,86530.80254205066,2156.41686294
1662786000000,2022-09-10 05:00:00,USDT/UAH,40.156203,40.164409,40.120031,40.123144,155489.53356094033,3875.30781638
1662782400000,2022-09-10 04:00:00,USDT/UAH,40.211355,40.215563,40.15,40.158953,123579.07872375692,3077.24852099
1662778800000,2022-09-10 03:00:00,USDT/UAH,40.214663,40.21678,40.207016,40.212059,65036.12891667292,1617.32899369
1662775200000,2022-09-10 02:00:00,USDT/UAH,40.212802,40.2168,40.207014,40.216314,62158.57391751948,1545.60594284
1662771600000,2022-09-10 01:00:00,USDT/UAH,40.212345,40.21683,40.207118,40.212432,64134.94950138912,1594.9035239
1662768000000,2022-09-10 00:00:00,USDT/UAH,40.214712,40.221086,40.211256,40.212055,66215.5518370738,1646.65923781
1662764400000,2022-09-09 23:00:00,USDT/UAH,40.212529,40.216821,40.207009,40.212475,86668.05304385744,2155.25289214
1662760800000,2022-09-09 22:00:00,USDT/UAH,40.214563,40.221076,40.211248,40.21295,92431.4410900541,2298.54912634
1662757200000,2022-09-09 21:00:00,USDT/UAH,40.213272,40.221076,40.210007,40.215881,80280.26657686647,1996.23294531
1662753600000,2022-09-09 20:00:00,USDT/UAH,40.151843,40.24,40.150004,40.211812,84102.23856634564,2091.48094511
1662750000000,2022-09-09 19:00:00,USDT/UAH,40.201572,40.239997,40.140432,40.152344,113907.52836579412,2836.88365406
1662746400000,2022-09-09 18:00:00,USDT/UAH,40.223076,40.239999,40.140002,40.140404,117893.2435572224,2937.02184854
1662742800000,2022-09-09 17:00:00,USDT/UAH,40.134081,40.239999,40.127118,40.222251,133756.63489151938,3325.43881971
1662739200000,2022-09-09 16:00:00,USDT/UAH,40.134069,40.249996,40.120032,40.124685,113011.36172900895,2816.50464618
1662735600000,2022-09-09 15:00:00,USDT/UAH,40.18828,40.25,40.120011,40.134069,75212.66699278516,1874.03542344
1662732000000,2022-09-09 14:00:00,USDT/UAH,40.120083,40.25,40.12,40.207372,138438.16150148874,3443.10395371
