https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PHNX,Volume BTC
1663459200,2022-09-18 00:00:00,PHNX/BTC,0.0000003511,0.0000003559,0.0000003511,0.0000003559,12598.4527,0.00447190822685
1663455600,2022-09-17 23:00:00,PHNX/BTC,0.0000003487,0.0000003487,0.0000003487,0.0000003487,0,0
1663452000,2022-09-17 22:00:00,PHNX/BTC,0.0000003487,0.0000003487,0.0000003487,0.0000003487,1910.4034,0.00066615766558
1663448400,2022-09-17 21:00:00,PHNX/BTC,0.0000003539,0.0000003539,0.0000003539,0.0000003539,0,0
1663444800,2022-09-17 20:00:00,PHNX/BTC,0.0000003502,0.0000003539,0.00000035,0.0000003539,21747.1775,0.00761877533158
1663441200,2022-09-17 19:00:00,PHNX/BTC,0.0000003506,0.0000003506,0.0000003504,0.0000003504,3258.5054,0.00114209426236
1663437600,2022-09-17 18:00:00,PHNX/BTC,0.0000003598,0.0000003616,0.0000003552,0.0000003552,2341.9859,0.00084663092376
1663434000,2022-09-17 17:00:00,PHNX/BTC,0.0000003595,0.0000003595,0.0000003512,0.0000003512,3799.004,0.00135321521927
1663430400,2022-09-17 16:00:00,PHNX/BTC,0.0000003582,0.0000003612,0.0000003559,0.0000003559,11074.5134,0.00394480948097
1663426800,2022-09-17 15:00:00,PHNX/BTC,0.0000003616,0.0000003616,0.0000003598,0.0000003598,10652.2168,0.00383479240968
1663423200,2022-09-17 14:00:00,PHNX/BTC,0.0000003653,0.0000003653,0.0000003616,0.0000003616,7978.9855,0.00288566654128
1663419600,2022-09-17 13:00:00,PHNX/BTC,0.000000373,0.000000373,0.000000373,0.000000373,0,0
1663416000,2022-09-17 12:00:00,PHNX/BTC,0.000000369,0.000000373,0.000000369,0.000000373,429.9948,0.0001602752908
1663412400,2022-09-17 11:00:00,PHNX/BTC,0.0000003644,0.0000003644,0.0000003644,0.0000003644,0,0
1663408800,2022-09-17 10:00:00,PHNX/BTC,0.0000003644,0.0000003644,0.0000003644,0.0000003644,0,0
1663405200,2022-09-17 09:00:00,PHNX/BTC,0.00000037,0.0000003707,0.0000003644,0.0000003644,38567.8036,0.01425187678295
1663401600,2022-09-17 08:00:00,PHNX/BTC,0.000000393,0.000000393,0.00000037,0.00000037,369390.5269,0.14234505997088
1663398000,2022-09-17 07:00:00,PHNX/BTC,0.0000003958,0.0000003966,0.00000038,0.0000003966,52421.7102,0.02038653107864
1663394400,2022-09-17 06:00:00,PHNX/BTC,0.0000003673,0.0000004068,0.0000003616,0.000000393,565905.3974,0.22514964708327
1663390800,2022-09-17 05:00:00,PHNX/BTC,0.000000354,0.0000003844,0.000000354,0.0000003673,162760.6148,0.05956521438995
1663387200,2022-09-17 04:00:00,PHNX/BTC,0.0000003481,0.0000003481,0.0000003481,0.0000003481,116.2909,0.00004048086229
1663383600,2022-09-17 03:00:00,PHNX/BTC,0.000000351,0.000000351,0.000000351,0.000000351,0,0
1663380000,2022-09-17 02:00:00,PHNX/BTC,0.00000035,0.000000351,0.0000003448,0.000000351,722.3134,0.000249939855
1663376400,2022-09-17 01:00:00,PHNX/BTC,0.00000035,0.00000035,0.00000035,0.00000035,0,0
1663372800,2022-09-17 00:00:00,PHNX/BTC,0.00000035,0.0000003539,0.00000035,0.00000035,14519.0224,0.00508257671159
1663369200,2022-09-16 23:00:00,PHNX/BTC,0.00000035,0.0000003558,0.00000035,0.00000035,761.2926,0.00026821161714
1663365600,2022-09-16 22:00:00,PHNX/BTC,0.000000351,0.000000351,0.0000003502,0.0000003502,10181.1534,0.0035654942506
1663362000,2022-09-16 21:00:00,PHNX/BTC,0.0000003569,0.0000003569,0.0000003569,0.0000003569,0,0
1663358400,2022-09-16 20:00:00,PHNX/BTC,0.0000003569,0.0000003569,0.0000003569,0.0000003569,0,0
1663354800,2022-09-16 19:00:00,PHNX/BTC,0.0000003569,0.0000003569,0.0000003569,0.0000003569,1248.0454,0.00044542740326
1663351200,2022-09-16 18:00:00,PHNX/BTC,0.000000357,0.000000357,0.000000354,0.000000354,135.8248,0.00004827725868
