https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ASTR,Volume USDT
1663459200,2022-09-18 00:00:00,ASTR/USDT,0.0376,0.0376,0.03727,0.03733,214940.959,8033.690299064
1663372800,2022-09-17 00:00:00,ASTR/USDT,0.03706,0.0383,0.03689,0.03756,4072128.46338756,153433.1382399601934
1663286400,2022-09-16 00:00:00,ASTR/USDT,0.03675,0.03786,0.03586,0.03709,8421629.80207163,311866.0047218421813
1663200000,2022-09-15 00:00:00,ASTR/USDT,0.039,0.04065,0.03579,0.03676,12146399.30607894,459607.3891932670318
1663113600,2022-09-14 00:00:00,ASTR/USDT,0.04115,0.04227,0.03778,0.039,15320086.41240322,606848.4750612358561
1663027200,2022-09-13 00:00:00,ASTR/USDT,0.04062,0.04525,0.03812,0.04121,86518335.26268222,3635306.8604616588423
1662940800,2022-09-12 00:00:00,ASTR/USDT,0.03742,0.046,0.03691,0.04068,73870539.72053889,3064431.2784040036573
1662854400,2022-09-11 00:00:00,ASTR/USDT,0.03815,0.03887,0.03611,0.03757,18247264.4497387,684170.1054247302099
1662768000,2022-09-10 00:00:00,ASTR/USDT,0.03784,0.03826,0.03697,0.03814,10166499.34243634,381473.9009139083672
1662681600,2022-09-09 00:00:00,ASTR/USDT,0.0353,0.03801,0.0352,0.03773,24970423.11493414,914336.7317885449073
1662595200,2022-09-08 00:00:00,ASTR/USDT,0.03513,0.03556,0.03408,0.03529,11479716.78965078,400114.2097409746932
1662508800,2022-09-07 00:00:00,ASTR/USDT,0.03556,0.0359,0.03307,0.03506,18068817.91745807,621720.619972647587
1662422400,2022-09-06 00:00:00,ASTR/USDT,0.03654,0.03762,0.03506,0.03563,16371296.98704479,595795.4742007659856
1662336000,2022-09-05 00:00:00,ASTR/USDT,0.03647,0.03698,0.03577,0.03654,7638533.16384476,277059.5942441414118
1662249600,2022-09-04 00:00:00,ASTR/USDT,0.03587,0.03679,0.03553,0.03658,4762255.27064593,172268.4917972102483
1662163200,2022-09-03 00:00:00,ASTR/USDT,0.0361,0.03646,0.03561,0.0359,4105172.08286105,148150.5225132046472
1662076800,2022-09-02 00:00:00,ASTR/USDT,0.03672,0.03714,0.03583,0.03615,8214694.6902214,299490.1026342410576
1661990400,2022-09-01 00:00:00,ASTR/USDT,0.03585,0.03694,0.03523,0.03675,7244309.10372255,260203.8885940959632
1661904000,2022-08-31 00:00:00,ASTR/USDT,0.03618,0.03718,0.03554,0.03584,6727937.70970399,245048.8353498488138
1661817600,2022-08-30 00:00:00,ASTR/USDT,0.03706,0.03749,0.03518,0.03621,6425957.38043698,233758.0778039202863
1661731200,2022-08-29 00:00:00,ASTR/USDT,0.03509,0.0377,0.03497,0.03707,7063537.50396422,257351.8947098268888
1661644800,2022-08-28 00:00:00,ASTR/USDT,0.03687,0.03708,0.0349,0.03515,6478881.50812585,234703.4341084986193
1661558400,2022-08-27 00:00:00,ASTR/USDT,0.03787,0.03839,0.03654,0.03695,9793063.32401233,364973.870257294717
1661472000,2022-08-26 00:00:00,ASTR/USDT,0.04027,0.04103,0.03714,0.03805,15287508.71478138,601857.8869626203044
1661385600,2022-08-25 00:00:00,ASTR/USDT,0.04024,0.04106,0.04003,0.04035,5720474.88579392,232208.4212836709314
1661299200,2022-08-24 00:00:00,ASTR/USDT,0.04043,0.04135,0.0398,0.04023,10634711.54255514,430036.5929775298407
1661212800,2022-08-23 00:00:00,ASTR/USDT,0.04077,0.04107,0.03974,0.04049,6893682.51624652,278738.9756549706587
1661126400,2022-08-22 00:00:00,ASTR/USDT,0.04081,0.04082,0.03981,0.04078,7902829.39329865,317804.4649036327059
1661040000,2022-08-21 00:00:00,ASTR/USDT,0.04043,0.04162,0.03996,0.04073,7429136.13972841,302528.2988941623941
1660953600,2022-08-20 00:00:00,ASTR/USDT,0.03987,0.0416,0.03965,0.04037,10222247.14610629,412992.8858311559487
1660867200,2022-08-19 00:00:00,ASTR/USDT,0.04269,0.04318,0.03933,0.04004,18993967.51666323,774984.7418472895632
1660780800,2022-08-18 00:00:00,ASTR/USDT,0.04251,0.04503,0.04223,0.04287,11908316.53144536,521466.0637341461219
1660694400,2022-08-17 00:00:00,ASTR/USDT,0.04477,0.04623,0.04212,0.04252,13610373.61493897,594829.9350335899265
1660608000,2022-08-16 00:00:00,ASTR/USDT,0.04513,0.0456,0.04439,0.04473,9065313.67610467,406862.2784901742983
1660521600,2022-08-15 00:00:00,ASTR/USDT,0.04695,0.04783,0.04419,0.04507,20035604.84404265,914468.6705808097243
1660435200,2022-08-14 00:00:00,ASTR/USDT,0.05017,0.05024,0.04613,0.04704,17739384.392893,851763.3433045405168
1660348800,2022-08-13 00:00:00,ASTR/USDT,0.05013,0.05073,0.0494,0.05013,7354457.8367115,368009.0752246633318
1660262400,2022-08-12 00:00:00,ASTR/USDT,0.04922,0.0508,0.04857,0.05019,13658018.70329713,682068.7863681641379
1660176000,2022-08-11 00:00:00,ASTR/USDT,0.04964,0.05129,0.0486,0.04922,10107813.80473367,504537.2947852896083
1660089600,2022-08-10 00:00:00,ASTR/USDT,0.04737,0.05178,0.04591,0.04962,22957741.31615483,1131537.9582472646042
1660003200,2022-08-09 00:00:00,ASTR/USDT,0.05185,0.05249,0.04608,0.04733,17863140.82902941,861166.9914282410287
1659916800,2022-08-08 00:00:00,ASTR/USDT,0.05129,0.05452,0.05101,0.05194,9673452.16420956,507076.9662344155737
1659830400,2022-08-07 00:00:00,ASTR/USDT,0.05048,0.05225,0.0492,0.05118,6870811.16990067,347682.7052517537968
1659744000,2022-08-06 00:00:00,ASTR/USDT,0.0496,0.05476,0.0485,0.05048,12914693.25323211,665480.7726329237225
1659657600,2022-08-05 00:00:00,ASTR/USDT,0.04809,0.05137,0.048,0.04958,7247218.29755292,356295.1006696954795
1659571200,2022-08-04 00:00:00,ASTR/USDT,0.04579,0.04961,0.04579,0.04805,9906536.44562318,471927.7144024339059
1659484800,2022-08-03 00:00:00,ASTR/USDT,0.04607,0.04807,0.04411,0.04583,6297964.44470166,292923.2161235777894
1659398400,2022-08-02 00:00:00,ASTR/USDT,0.0484,0.04881,0.0443,0.04617,11592149.7025832,533780.0117170313569
1659312000,2022-08-01 00:00:00,ASTR/USDT,0.04771,0.05395,0.0467,0.04853,12383902.22934191,610716.8279625597742
1659225600,2022-07-31 00:00:00,ASTR/USDT,0.04539,0.05129,0.04523,0.04782,14507993.4584408,709208.4968149088186
1659139200,2022-07-30 00:00:00,ASTR/USDT,0.04517,0.04871,0.0449,0.04544,12184599.52226239,571623.5737949591816
1659052800,2022-07-29 00:00:00,ASTR/USDT,0.0444,0.04666,0.0431,0.04517,15458526.34663333,696392.6645787177916
1658966400,2022-07-28 00:00:00,ASTR/USDT,0.04332,0.04544,0.04193,0.0444,14256281.78940639,622377.6612296030424
1658880000,2022-07-27 00:00:00,ASTR/USDT,0.041,0.04379,0.0399,0.0434,6774460.25131705,283502.7798421719655
1658793600,2022-07-26 00:00:00,ASTR/USDT,0.04084,0.04116,0.0396,0.041,4034930.54702472,162287.8008260095347
1658707200,2022-07-25 00:00:00,ASTR/USDT,0.044,0.04411,0.04068,0.04097,5262022.26146763,221098.4686001141545
1658620800,2022-07-24 00:00:00,ASTR/USDT,0.04334,0.04524,0.04321,0.04393,2991509.42853049,131624.7785212388149
1658534400,2022-07-23 00:00:00,ASTR/USDT,0.04329,0.04419,0.04231,0.04319,2413683.80592683,104624.0125865025289
1658448000,2022-07-22 00:00:00,ASTR/USDT,0.0444,0.0494,0.0429,0.04333,8595308.9434415,390375.3607015839495
1658361600,2022-07-21 00:00:00,ASTR/USDT,0.04205,0.04596,0.04204,0.04452,7861212.78978238,341754.9746432781236
1658275200,2022-07-20 00:00:00,ASTR/USDT,0.04664,0.0516,0.04157,0.04205,10069820.27710266,463279.6119688588691
1658188800,2022-07-19 00:00:00,ASTR/USDT,0.04396,0.04802,0.04243,0.04662,6951068.7784417,311824.6018880550602
1658102400,2022-07-18 00:00:00,ASTR/USDT,0.04134,0.04504,0.0413,0.04398,5968764.9159855,259856.9840464440836
1658016000,2022-07-17 00:00:00,ASTR/USDT,0.04273,0.04437,0.04123,0.04134,3323404.31464088,140973.0675183882883
1657929600,2022-07-16 00:00:00,ASTR/USDT,0.04123,0.04332,0.04064,0.04282,3812282.28210458,160871.0738035779327
1657843200,2022-07-15 00:00:00,ASTR/USDT,0.04231,0.04398,0.04101,0.04114,3567192.20278542,151063.9627736751266
1657756800,2022-07-14 00:00:00,ASTR/USDT,0.0422,0.04277,0.04031,0.04214,2943784.26485679,122756.157287041927
1657670400,2022-07-13 00:00:00,ASTR/USDT,0.04,0.04276,0.03919,0.04236,4432156.17561249,182711.5307508127509
1657584000,2022-07-12 00:00:00,ASTR/USDT,0.04003,0.0418,0.03959,0.04017,2123625.63431938,86409.2821304524942
1657497600,2022-07-11 00:00:00,ASTR/USDT,0.04288,0.04324,0.03984,0.04007,3381453.34306624,139250.1256499966923
1657411200,2022-07-10 00:00:00,ASTR/USDT,0.0452,0.0452,0.04251,0.04288,2005610.37518965,87327.5551598681
1657324800,2022-07-09 00:00:00,ASTR/USDT,0.04443,0.04679,0.04437,0.0453,1250135.5742342,57209.544272958083
1657238400,2022-07-08 00:00:00,ASTR/USDT,0.04538,0.04748,0.0438,0.04457,5210829.74164795,235732.1152641650298
1657152000,2022-07-07 00:00:00,ASTR/USDT,0.04357,0.04672,0.04331,0.04546,6949203.98061533,312469.3936297902633
1657065600,2022-07-06 00:00:00,ASTR/USDT,0.04269,0.0449,0.04203,0.04376,2803687.10776666,120939.3599299067741
1656979200,2022-07-05 00:00:00,ASTR/USDT,0.04437,0.04497,0.04189,0.04263,2509788.43662133,108827.2485096505028
1656892800,2022-07-04 00:00:00,ASTR/USDT,0.04271,0.04451,0.04225,0.0441,3354989.43504704,146171.4698405705283
1656806400,2022-07-03 00:00:00,ASTR/USDT,0.0429,0.04564,0.042,0.04271,6981250.29536779,304138.9892560892703
1656720000,2022-07-02 00:00:00,ASTR/USDT,0.04241,0.04468,0.0417,0.0429,2731317.3952098,117268.9602387461586
1656633600,2022-07-01 00:00:00,ASTR/USDT,0.04468,0.04651,0.04085,0.0426,6087342.2741429,261507.0999066825912
1656547200,2022-06-30 00:00:00,ASTR/USDT,0.0454,0.0457,0.042,0.04475,4565858.36500162,197693.7497352393528
1656460800,2022-06-29 00:00:00,ASTR/USDT,0.04693,0.04775,0.04475,0.0453,5660953.21293294,262151.0146389855777
1656374400,2022-06-28 00:00:00,ASTR/USDT,0.05232,0.05468,0.0467,0.04706,5912751.04954958,300534.2015508421989
1656288000,2022-06-27 00:00:00,ASTR/USDT,0.0485,0.0594,0.04839,0.05231,14937836.18613319,802991.6960501175411
1656201600,2022-06-26 00:00:00,ASTR/USDT,0.04925,0.05848,0.04847,0.04852,15382601.43120405,810166.1294455855597
1656115200,2022-06-25 00:00:00,ASTR/USDT,0.04891,0.05053,0.04721,0.04926,3662956.14279381,179460.1740039025072
1656028800,2022-06-24 00:00:00,ASTR/USDT,0.04696,0.04975,0.0468,0.0489,8673909.67661128,418026.001859185223
1655942400,2022-06-23 00:00:00,ASTR/USDT,0.0446,0.0476,0.04446,0.04677,4576554.84960817,211014.0020953613301
1655856000,2022-06-22 00:00:00,ASTR/USDT,0.04779,0.04779,0.0445,0.0446,5459576.0353963,250988.1511505923203
1655769600,2022-06-21 00:00:00,ASTR/USDT,0.0478,0.05094,0.0471,0.0478,8256217.81829544,402762.2277442457626
1655683200,2022-06-20 00:00:00,ASTR/USDT,0.04673,0.04852,0.0443,0.04777,8711722.48461135,408814.670056733143
1655596800,2022-06-19 00:00:00,ASTR/USDT,0.0446,0.04784,0.04281,0.0468,6369473.96264091,289243.4963042522739
1655510400,2022-06-18 00:00:00,ASTR/USDT,0.0458,0.0465,0.0416,0.0445,6160746.89740684,267791.4552526237738
1655424000,2022-06-17 00:00:00,ASTR/USDT,0.0433,0.05111,0.04299,0.0459,10817028.9762619,514871.7115443199166
1655337600,2022-06-16 00:00:00,ASTR/USDT,0.0494,0.04974,0.0428,0.04345,6098411.78352287,271623.0419585063175
1655251200,2022-06-15 00:00:00,ASTR/USDT,0.047,0.0496,0.04219,0.04908,11403695.41578217,515011.3641874591238
