https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEC,Volume USDT
1655683200,2022-06-20 00:00:00,ZEC/USDT,67.501,68.8,63.371,65.08,25039.62582158,1662060.40164677101
1655596800,2022-06-19 00:00:00,ZEC/USDT,59.29,68.915,56.627,67.598,26870.55980527,1679063.88687405947
1655510400,2022-06-18 00:00:00,ZEC/USDT,62.602,63.602,53.23,59.322,29291.01271475,1697048.04006678548
1655424000,2022-06-17 00:00:00,ZEC/USDT,58.937,64.709,57.964,62.693,20407.34531257,1265737.9096656748
1655337600,2022-06-16 00:00:00,ZEC/USDT,68.553,70.145,57.874,59.059,25060.12735488,1571205.95037075039
1655251200,2022-06-15 00:00:00,ZEC/USDT,64.061,68.839,57.435,68.617,25204.09701508,1572276.49269030714
1655164800,2022-06-14 00:00:00,ZEC/USDT,65.519,70.304,60.061,64.015,27700.27884632,1766787.19232426891
1655078400,2022-06-13 00:00:00,ZEC/USDT,79.14,80.662,63,65.635,33363.02730504,2314117.90600610003
1654992000,2022-06-12 00:00:00,ZEC/USDT,79.687,84.375,73.956,79.191,18858.97774579,1492791.74958567456
1654905600,2022-06-11 00:00:00,ZEC/USDT,86.37,88.361,77.251,79.649,16914.08303626,1387141.46768163692
1654819200,2022-06-10 00:00:00,ZEC/USDT,91.358,98,86,86.363,12743.85995896,1147659.46831687422
1654732800,2022-06-09 00:00:00,ZEC/USDT,92.718,94.01,90.688,91.407,11205.71218616,1039465.71561362725
1654646400,2022-06-08 00:00:00,ZEC/USDT,92.928,94.445,89.418,92.649,10555.55605975,965927.51930177059
1654560000,2022-06-07 00:00:00,ZEC/USDT,93.857,95.405,88.2,92.886,13527.04929965,1250398.98117297275
1654473600,2022-06-06 00:00:00,ZEC/USDT,89.383,96.52,89.223,93.857,14231.74898451,1329208.899838837
1654387200,2022-06-05 00:00:00,ZEC/USDT,89.78,90.738,88.667,89.544,3762.9492981,336650.12780196043
1654300800,2022-06-04 00:00:00,ZEC/USDT,89.425,90.452,87.477,89.809,7247.04100394,649229.7316619487
1654214400,2022-06-03 00:00:00,ZEC/USDT,91.292,91.66,85.678,89.462,9184.1778494,816107.58441698382
1654128000,2022-06-02 00:00:00,ZEC/USDT,89.53,92.217,87.956,91.323,11895.96202664,1065099.2748458766
1654041600,2022-06-01 00:00:00,ZEC/USDT,93.439,96.796,87.7,89.484,17775.89960265,1639673.93255108831
1653955200,2022-05-31 00:00:00,ZEC/USDT,98.776,100.063,91.12,93.214,21558.67025977,2041083.85377352709
1653868800,2022-05-30 00:00:00,ZEC/USDT,92.321,99.724,89.856,98.695,18072.73470526,1726301.80704029422
1653782400,2022-05-29 00:00:00,ZEC/USDT,86.742,92.392,84.441,92.328,17055.73995188,1478481.46321755406
1653696000,2022-05-28 00:00:00,ZEC/USDT,86.206,88.84,85.008,86.757,9964.95628228,865748.56080469635
1653609600,2022-05-27 00:00:00,ZEC/USDT,87.487,89.319,82.495,86.145,20999.30865482,1801405.97130410317
1653523200,2022-05-26 00:00:00,ZEC/USDT,95.718,97.357,81.968,87.273,25903.28586042,2274641.74665062681
1653436800,2022-05-25 00:00:00,ZEC/USDT,99.832,102.308,94.846,95.665,12705.71034141,1245317.02584791278
1653350400,2022-05-24 00:00:00,ZEC/USDT,99.318,101.806,91.967,100.194,19844.02063803,1943898.62669528234
1653264000,2022-05-23 00:00:00,ZEC/USDT,106.813,112.358,97.5,99.385,23881.72271687,2524514.11057283783
1653177600,2022-05-22 00:00:00,ZEC/USDT,104.708,110.5,102.037,106.846,13572.01952656,1450309.32009573126
1653091200,2022-05-21 00:00:00,ZEC/USDT,107.33,108.04,101.457,104.755,15528.27270337,1614111.13957228246
1653004800,2022-05-20 00:00:00,ZEC/USDT,104.59,111.511,101.001,107.389,21439.21137466,2281438.83542328759
1652918400,2022-05-19 00:00:00,ZEC/USDT,100.044,109.483,94.218,104.638,22320.09477046,2269433.84711905067
1652832000,2022-05-18 00:00:00,ZEC/USDT,114.582,116.267,98.882,99.714,25408.57856684,2746808.34073296768
1652745600,2022-05-17 00:00:00,ZEC/USDT,102.887,116.469,99.71,114.559,18879.7582276,2021600.24000704566
1652659200,2022-05-16 00:00:00,ZEC/USDT,112.349,112.349,101.465,102.779,17036.54769309,1800129.4792220866
1652572800,2022-05-15 00:00:00,ZEC/USDT,105.623,114.088,102.52,112.447,17691.87581692,1890377.35465974412
1652486400,2022-05-14 00:00:00,ZEC/USDT,93.903,107.51,86.957,105.761,31403.51355064,3039319.98015757921
1652400000,2022-05-13 00:00:00,ZEC/USDT,86.701,99.848,85.6,93.896,35266.41515956,3335436.50400273368
1652313600,2022-05-12 00:00:00,ZEC/USDT,83.54,89.529,69.524,86.676,98272.67654922,7707643.32166826559
1652227200,2022-05-11 00:00:00,ZEC/USDT,92.955,96.899,75.471,83.5,60403.57436852,5227785.78036886871
1652140800,2022-05-10 00:00:00,ZEC/USDT,92.587,104.936,87.956,92.955,39559.98587938,3840816.71597413325
1652054400,2022-05-09 00:00:00,ZEC/USDT,114.503,116.937,92.039,92.9,43631.6975435,4387612.02645180056
1651968000,2022-05-08 00:00:00,ZEC/USDT,112.693,116.446,109.06,114.367,21769.98029461,2451958.56806488968
1651881600,2022-05-07 00:00:00,ZEC/USDT,123.681,124.496,110.374,112.756,13733.26141735,1615375.81551667454
1651795200,2022-05-06 00:00:00,ZEC/USDT,125.458,128.584,119.776,123.776,20080.77446327,2485439.76816449364
1651708800,2022-05-05 00:00:00,ZEC/USDT,134.591,139.875,118.838,125.54,31876.21731079,4100423.10755583659
1651622400,2022-05-04 00:00:00,ZEC/USDT,119.749,135.063,118.86,134.477,19632.52108127,2481591.20903704338
1651536000,2022-05-03 00:00:00,ZEC/USDT,124.823,127.497,117.483,119.706,14363.5113168,1750275.42583369881
1651449600,2022-05-02 00:00:00,ZEC/USDT,124.07,125.827,115.606,124.722,15883.21788398,1910841.41749879058
1651363200,2022-05-01 00:00:00,ZEC/USDT,113.96,126.028,111.117,124.234,16315.0781137,1939994.30142911426
1651276800,2022-04-30 00:00:00,ZEC/USDT,128.411,133.651,108.904,114.141,20631.63523449,2517272.16525747838
1651190400,2022-04-29 00:00:00,ZEC/USDT,146.926,147.73,125.65,128.363,15103.12951383,2041012.79543426869
1651104000,2022-04-28 00:00:00,ZEC/USDT,149.177,152.094,144.65,146.926,11507.28706877,1708851.69121246931
1651017600,2022-04-27 00:00:00,ZEC/USDT,146.131,151.386,143.634,149.342,12589.48428218,1861098.70610225027
1650931200,2022-04-26 00:00:00,ZEC/USDT,165.888,170.438,143.27,146.112,16357.83473179,2575350.62395881061
1650844800,2022-04-25 00:00:00,ZEC/USDT,160.764,167.007,146.58,165.87,21585.21598786,3344173.00451614098
1650758400,2022-04-24 00:00:00,ZEC/USDT,153.194,163.677,152.888,160.894,11945.25936375,1900945.08005604416
1650672000,2022-04-23 00:00:00,ZEC/USDT,157.202,158.395,152.6,153,5811.82138726,901937.21471892324
1650585600,2022-04-22 00:00:00,ZEC/USDT,159.585,169.785,156.875,157.149,13673.906527,2241888.72269534371
1650499200,2022-04-21 00:00:00,ZEC/USDT,156.641,171,156.641,159.627,20101.0873565,3297694.95734910432
1650412800,2022-04-20 00:00:00,ZEC/USDT,158.57,161.94,154.69,156.72,9868.16998849,1561131.85750233768
1650326400,2022-04-19 00:00:00,ZEC/USDT,155.995,163.817,153.197,158.568,15983.55649163,2528965.17322692891
1650240000,2022-04-18 00:00:00,ZEC/USDT,137.45,157.63,133,156.097,22107.58188451,3158221.27352767298
1650153600,2022-04-17 00:00:00,ZEC/USDT,143.856,145.929,137.229,137.45,7805.65385911,1115568.55468470063
1650067200,2022-04-16 00:00:00,ZEC/USDT,146.425,147.732,141.544,143.82,5986.28385285,865316.02428752062
1649980800,2022-04-15 00:00:00,ZEC/USDT,144.247,149.784,143.786,146.543,10257.49756217,1504161.17549029707
1649894400,2022-04-14 00:00:00,ZEC/USDT,152.55,155.709,141.625,144.319,8769.18229513,1305931.51285219322
1649808000,2022-04-13 00:00:00,ZEC/USDT,147.248,152.928,144.248,152.653,9135.30341047,1352255.44721461769
1649721600,2022-04-12 00:00:00,ZEC/USDT,142.715,149.744,141.324,147.298,30906.58821003,4474544.52509024026
1649635200,2022-04-11 00:00:00,ZEC/USDT,161.083,163.6,141.764,142.717,42517.91556378,6430169.25179508814
1649548800,2022-04-10 00:00:00,ZEC/USDT,169.173,169.972,160.482,161.207,16834.05293535,2789874.5818614243
1649462400,2022-04-09 00:00:00,ZEC/USDT,165.482,174.624,161.266,169.137,27387.64452951,4601242.43087216067
1649376000,2022-04-08 00:00:00,ZEC/USDT,172.4,184.11,164.1,165.662,43380.30180944,7593040.93984760955
1649289600,2022-04-07 00:00:00,ZEC/USDT,160.863,174.133,158.783,172.8,15634.77674352,2600846.07773356907
1649203200,2022-04-06 00:00:00,ZEC/USDT,165.474,177.433,158.223,161.034,26870.6118719,4489820.8943227414
1649116800,2022-04-05 00:00:00,ZEC/USDT,173.655,178.786,164.869,165.625,14677.24196585,2528170.38639456347
1649030400,2022-04-04 00:00:00,ZEC/USDT,179.515,180.088,163.06,173.755,12593.86923993,2161433.76199608085
1648944000,2022-04-03 00:00:00,ZEC/USDT,177.856,182.299,173.786,179.894,11504.55035773,2046091.00654976472
1648857600,2022-04-02 00:00:00,ZEC/USDT,186.199,191.66,177.103,177.477,9116.0017524,1678873.43836686591
1648771200,2022-04-01 00:00:00,ZEC/USDT,178.434,193.58,170.906,186.274,22929.66040354,4170102.63573566489
1648684800,2022-03-31 00:00:00,ZEC/USDT,191.839,196.206,176.254,178.434,23249.11392945,4283831.58500548714
1648598400,2022-03-30 00:00:00,ZEC/USDT,196.251,198.802,186.68,191.839,17208.81602884,3301476.05704041257
1648512000,2022-03-29 00:00:00,ZEC/USDT,192.404,199.83,189.245,196.251,36234.08786241,7055644.71783059517
1648425600,2022-03-28 00:00:00,ZEC/USDT,210.757,211.766,190.21,192.322,22793.80563322,4582234.8743344672
1648339200,2022-03-27 00:00:00,ZEC/USDT,204.748,210.839,195.625,210.308,22267.14865461,4491106.77926174154
1648252800,2022-03-26 00:00:00,ZEC/USDT,195.171,216.262,195.171,204.814,39973.32387607,8155948.55369045459
1648166400,2022-03-25 00:00:00,ZEC/USDT,192.73,200.907,188.388,195.217,21927.22042293,4289002.85412570781
1648080000,2022-03-24 00:00:00,ZEC/USDT,182.097,196.938,177.13,192.736,24407.1611548,4514895.52327549431
1647993600,2022-03-23 00:00:00,ZEC/USDT,174.629,187.926,171.355,182.297,27393.95914341,4895138.47953388094
1647907200,2022-03-22 00:00:00,ZEC/USDT,181.419,183.789,173.083,174.71,22697.08680806,4045176.33226411992
1647820800,2022-03-21 00:00:00,ZEC/USDT,173.618,184.684,165.545,181.338,28298.61061466,4945332.95015005604
1647734400,2022-03-20 00:00:00,ZEC/USDT,179.684,181.236,169.28,173.913,19999.48411211,3501350.75360523549
1647648000,2022-03-19 00:00:00,ZEC/USDT,171.867,182.993,167.19,179.683,37787.82694432,6621054.15376957784
1647561600,2022-03-18 00:00:00,ZEC/USDT,152.57,172.47,147.306,171.726,77186.19302585,12256667.54859381255
1647475200,2022-03-17 00:00:00,ZEC/USDT,154.108,166,148.235,152.647,54090.29339519,8448086.87766329865
1647388800,2022-03-16 00:00:00,ZEC/USDT,136.15,154.127,135.553,154.033,47998.3974063,6920216.2500260285
1647302400,2022-03-15 00:00:00,ZEC/USDT,149.5,150.044,135.553,136.335,51541.16585723,7277124.23117792946
1647216000,2022-03-14 00:00:00,ZEC/USDT,154.813,156.386,143.371,149.5,55593.02028138,8379325.66880448972
1647129600,2022-03-13 00:00:00,ZEC/USDT,151.539,158.744,144.564,154.899,56106.62771159,8542139.30132424124
1647043200,2022-03-12 00:00:00,ZEC/USDT,153.381,159.647,143.64,151.604,47826.93707036,7209083.86625522785
1646956800,2022-03-11 00:00:00,ZEC/USDT,157.19,158.706,146.1,153.47,76723.52810465,11758110.73728227073
1646870400,2022-03-10 00:00:00,ZEC/USDT,141.413,160.562,130.443,157.307,106559.66471671,15293116.65680920457
1646784000,2022-03-09 00:00:00,ZEC/USDT,138.557,146.668,135.864,141.192,75084.48114007,10523838.26565655
1646697600,2022-03-08 00:00:00,ZEC/USDT,109.509,141.949,109.04,138.88,68148.67154478,8563111.00321795138
1646611200,2022-03-07 00:00:00,ZEC/USDT,107.288,113.673,103.714,109.523,20541.57724054,2215412.87956529484
1646524800,2022-03-06 00:00:00,ZEC/USDT,116.342,119.452,107.056,107.308,15876.91703741,1793164.79900102223
1646438400,2022-03-05 00:00:00,ZEC/USDT,116.969,119.125,112.55,116.292,13872.99856941,1599226.65184251057
1646352000,2022-03-04 00:00:00,ZEC/USDT,128.971,129.45,115.869,116.891,20311.44634814,2503584.03989228104
1646265600,2022-03-03 00:00:00,ZEC/USDT,125.761,131,121.129,129.197,20218.3915207,2540999.97090514255
1646179200,2022-03-02 00:00:00,ZEC/USDT,119.149,128.907,115.105,125.803,12677.21857912,1548412.81623340192
1646092800,2022-03-01 00:00:00,ZEC/USDT,118.68,121.664,115.318,119.009,10778.76338181,1273666.7302542871
1646006400,2022-02-28 00:00:00,ZEC/USDT,102.61,119.29,100.022,118.839,16786.97960691,1840988.27239957316
1645920000,2022-02-27 00:00:00,ZEC/USDT,107.81,110.484,99.095,102.62,11359.90205983,1190712.49706753731
1645833600,2022-02-26 00:00:00,ZEC/USDT,106.859,110.6,105.484,107.835,11117.80441211,1207108.23390715011
1645747200,2022-02-25 00:00:00,ZEC/USDT,102.535,109.892,98.4,106.8,10519.25064841,1105437.981108028
1645660800,2022-02-24 00:00:00,ZEC/USDT,97.42,104.975,84.653,102.489,24619.04031195,2289792.70054807331
1645574400,2022-02-23 00:00:00,ZEC/USDT,102.911,106.161,96.96,97.451,11397.23757583,1168835.2274713207
1645488000,2022-02-22 00:00:00,ZEC/USDT,100.401,103.312,94.884,102.769,14322.44371039,1414977.77872469087
1645401600,2022-02-21 00:00:00,ZEC/USDT,107.862,115.215,99.737,100.552,18797.99296072,2039073.28693968144
1645315200,2022-02-20 00:00:00,ZEC/USDT,112.125,112.206,103.627,107.628,22619.2501091,2427359.05336487745
1645228800,2022-02-19 00:00:00,ZEC/USDT,109.336,115.996,107.026,112.305,29142.63031022,3244100.00126429128
1645142400,2022-02-18 00:00:00,ZEC/USDT,113.567,117.888,107.752,109.336,28863.84150384,3237206.20485406021
1645056000,2022-02-17 00:00:00,ZEC/USDT,125.566,127.33,111.709,113.565,32336.82742367,3875302.55136623424
1644969600,2022-02-16 00:00:00,ZEC/USDT,125.945,126.545,119.767,125.465,15557.20933316,1914101.60088215437
1644883200,2022-02-15 00:00:00,ZEC/USDT,120.651,129.861,120.08,125.974,12217.49783296,1541887.13957054237
1644796800,2022-02-14 00:00:00,ZEC/USDT,117.018,121.943,112.489,120.697,17466.08115559,2045164.47563632515
1644710400,2022-02-13 00:00:00,ZEC/USDT,117.644,118.622,114.659,117.029,7730.89000461,902932.93089571938
1644624000,2022-02-12 00:00:00,ZEC/USDT,116.342,123.367,113.3,117.84,21206.85781543,2516902.66301073072
1644537600,2022-02-11 00:00:00,ZEC/USDT,124.782,130.843,115.04,116.394,18803.29201136,2343059.14511010899
1644451200,2022-02-10 00:00:00,ZEC/USDT,125.911,128.885,119.664,124.787,15830.40188118,1983388.78841570418
1644364800,2022-02-09 00:00:00,ZEC/USDT,133.483,134.526,125.736,125.996,10515.85455559,1365462.02733727886
1644278400,2022-02-08 00:00:00,ZEC/USDT,128.924,134.898,121.529,132.83,24946.02451045,3186480.44060369003
1644192000,2022-02-07 00:00:00,ZEC/USDT,124.577,130.883,121.421,128.8,20017.79582769,2522258.69858896189
1644105600,2022-02-06 00:00:00,ZEC/USDT,116.047,126.054,115.927,124.63,18811.87872445,2314134.43028127387
1644019200,2022-02-05 00:00:00,ZEC/USDT,107.201,123,106.296,116.016,25220.44683826,2937687.87881323803
1643932800,2022-02-04 00:00:00,ZEC/USDT,100.812,107.753,99.47,107.083,12538.18678464,1296043.35906085865
1643846400,2022-02-03 00:00:00,ZEC/USDT,98.333,102.18,94.96,100.8,15046.70871756,1479191.27988747245
1643760000,2022-02-02 00:00:00,ZEC/USDT,98.812,103.779,97.44,98.165,14881.71686514,1494258.82376449796
1643673600,2022-02-01 00:00:00,ZEC/USDT,94.531,99.596,94.154,98.811,9943.59382995,960267.57110190703
1643587200,2022-01-31 00:00:00,ZEC/USDT,93.182,94.868,88.288,94.529,11717.78742305,1073562.66280611069
1643500800,2022-01-30 00:00:00,ZEC/USDT,96.273,97.952,91.537,92.942,12395.71822342,1172699.04290291083
1643414400,2022-01-29 00:00:00,ZEC/USDT,91.23,97.044,90.683,96.273,10935.84497383,1033331.23643476229
1643328000,2022-01-28 00:00:00,ZEC/USDT,88.651,91.758,86.25,91.247,15146.03151431,1349248.28144638317
1643241600,2022-01-27 00:00:00,ZEC/USDT,89.61,90.611,82.699,88.574,18773.28961693,1641086.00985845214
1643155200,2022-01-26 00:00:00,ZEC/USDT,90.536,100.284,86.492,89.77,22916.7888639,2123925.01683918904
1643068800,2022-01-25 00:00:00,ZEC/USDT,94.185,96.6,89.152,90.345,12805.51123151,1183840.56025811571
