https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAL,Volume BTC
1663459200,2022-09-18 00:00:00,BAL/BTC,0.0002988,0.0002988,0.000296,0.0002979,0.7694,0.00022866355
1663372800,2022-09-17 00:00:00,BAL/BTC,0.0002999,0.0003004,0.0002941,0.0002995,98.9308,0.02929390422
1663286400,2022-09-16 00:00:00,BAL/BTC,0.0003041,0.0003072,0.0002974,0.0002979,168.5117,0.05052917502
1663200000,2022-09-15 00:00:00,BAL/BTC,0.0003205,0.0003258,0.0003029,0.0003042,447.1719,0.13724921708
1663113600,2022-09-14 00:00:00,BAL/BTC,0.0003221,0.0003242,0.0003165,0.0003204,20.2582,0.00648306582
1663027200,2022-09-13 00:00:00,BAL/BTC,0.000317,0.000326,0.0003103,0.0003199,173.7351,0.05510974406
1662940800,2022-09-12 00:00:00,BAL/BTC,0.0003464,0.0003469,0.000317,0.0003176,530.3431,0.17888637019
1662854400,2022-09-11 00:00:00,BAL/BTC,0.000353,0.0003674,0.0003417,0.0003479,139.3135,0.04869687102
1662768000,2022-09-10 00:00:00,BAL/BTC,0.0003534,0.000368,0.000348,0.0003529,129.8723,0.04642338831
1662681600,2022-09-09 00:00:00,BAL/BTC,0.0003791,0.0003805,0.0003471,0.0003555,462.8181,0.16583208217
1662595200,2022-09-08 00:00:00,BAL/BTC,0.0003677,0.000407,0.0003656,0.0003786,437.4047,0.1724352204
1662508800,2022-09-07 00:00:00,BAL/BTC,0.0003618,0.0003716,0.0003523,0.0003686,40.5254,0.01460834712
1662422400,2022-09-06 00:00:00,BAL/BTC,0.0003732,0.0003869,0.0003606,0.000361,645.2607,0.24401030925
1662336000,2022-09-05 00:00:00,BAL/BTC,0.0003591,0.0004019,0.0003575,0.0003721,646.3409,0.23937153509
1662249600,2022-09-04 00:00:00,BAL/BTC,0.0003634,0.000365,0.0003564,0.0003592,155.7831,0.05586122158
1662163200,2022-09-03 00:00:00,BAL/BTC,0.0003841,0.0003885,0.0003622,0.0003622,75.3,0.02817895229
1662076800,2022-09-02 00:00:00,BAL/BTC,0.0003879,0.0003908,0.0003715,0.0003849,239.5916,0.09023593762
1661990400,2022-09-01 00:00:00,BAL/BTC,0.0003542,0.000397,0.0003508,0.0003885,1488.8369,0.56790661685
1661904000,2022-08-31 00:00:00,BAL/BTC,0.0003369,0.0003684,0.0003279,0.0003554,236.3664,0.08116651856
1661817600,2022-08-30 00:00:00,BAL/BTC,0.0003196,0.0003516,0.0003188,0.0003361,716.2934,0.23738287175
1661731200,2022-08-29 00:00:00,BAL/BTC,0.0002916,0.0003263,0.0002887,0.0003196,237.3244,0.07449257774
1661644800,2022-08-28 00:00:00,BAL/BTC,0.0002964,0.0003087,0.0002916,0.0002918,133.7449,0.04030376591
1661558400,2022-08-27 00:00:00,BAL/BTC,0.0002878,0.0002968,0.0002848,0.0002965,65.5728,0.01895189598
1661472000,2022-08-26 00:00:00,BAL/BTC,0.0003076,0.0003076,0.0002865,0.0002885,416.4878,0.12170618594
1661385600,2022-08-25 00:00:00,BAL/BTC,0.0002995,0.0003081,0.0002979,0.0003081,52.0277,0.01574741109
1661299200,2022-08-24 00:00:00,BAL/BTC,0.0003029,0.0003031,0.0002965,0.0002983,205.5379,0.06173202469
1661212800,2022-08-23 00:00:00,BAL/BTC,0.0002931,0.0003111,0.0002899,0.0003078,434.2412,0.1323910268
1661126400,2022-08-22 00:00:00,BAL/BTC,0.0002853,0.0002954,0.0002772,0.0002945,354.3509,0.10038437163
1661040000,2022-08-21 00:00:00,BAL/BTC,0.0002683,0.000287,0.0002647,0.0002854,1005.446,0.27890754024
1660953600,2022-08-20 00:00:00,BAL/BTC,0.0002689,0.000274,0.0002632,0.0002674,275.0277,0.07321395062
1660867200,2022-08-19 00:00:00,BAL/BTC,0.0002676,0.0002704,0.0002592,0.0002687,207.4299,0.05491343549
1660780800,2022-08-18 00:00:00,BAL/BTC,0.0002791,0.0002847,0.0002641,0.0002682,187.0914,0.05065121624
1660694400,2022-08-17 00:00:00,BAL/BTC,0.000285,0.0002886,0.0002736,0.0002788,113.2353,0.0317107417
1660608000,2022-08-16 00:00:00,BAL/BTC,0.0002832,0.0002868,0.000277,0.000285,246.0958,0.06907254585
1660521600,2022-08-15 00:00:00,BAL/BTC,0.0002785,0.0002926,0.0002753,0.0002817,468.563,0.13281941959
1660435200,2022-08-14 00:00:00,BAL/BTC,0.000292,0.0002955,0.0002724,0.0002781,135.1981,0.0385822009
1660348800,2022-08-13 00:00:00,BAL/BTC,0.0002944,0.0003003,0.0002868,0.0002918,276.1707,0.08102363893
1660262400,2022-08-12 00:00:00,BAL/BTC,0.0002647,0.0004208,0.0002623,0.000295,6819.2137,2.32651120382
1660176000,2022-08-11 00:00:00,BAL/BTC,0.0002685,0.0002711,0.000261,0.0002647,90.3417,0.0240233472
1660089600,2022-08-10 00:00:00,BAL/BTC,0.000256,0.0002672,0.0002546,0.0002672,381.9458,0.09909835875
1660003200,2022-08-09 00:00:00,BAL/BTC,0.0002643,0.0002679,0.0002548,0.0002564,156.0125,0.04042037438
1659916800,2022-08-08 00:00:00,BAL/BTC,0.0002657,0.0002776,0.0002622,0.0002646,301.405,0.08222294705
1659830400,2022-08-07 00:00:00,BAL/BTC,0.0002702,0.0002721,0.0002653,0.0002656,64.8262,0.01737596021
1659744000,2022-08-06 00:00:00,BAL/BTC,0.0002711,0.0002756,0.0002686,0.00027,26.9656,0.00733132644
1659657600,2022-08-05 00:00:00,BAL/BTC,0.0002664,0.0002718,0.0002649,0.0002718,77.5967,0.02083973047
1659571200,2022-08-04 00:00:00,BAL/BTC,0.000261,0.0002687,0.0002604,0.0002654,25.1309,0.00662738851
1659484800,2022-08-03 00:00:00,BAL/BTC,0.0002584,0.0002682,0.0002527,0.0002605,254.6212,0.06682496059
1659398400,2022-08-02 00:00:00,BAL/BTC,0.0002703,0.0002719,0.0002575,0.0002606,61.847,0.0162675038
1659312000,2022-08-01 00:00:00,BAL/BTC,0.0002635,0.000274,0.0002629,0.0002693,94.9319,0.02560295766
