https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOMO,Volume BTC
1663459200,2022-09-18 00:00:00,TOMO/BTC,0.0000233,0.0000233,0.00002328,0.00002328,28.3075,0.000659049654
1663372800,2022-09-17 00:00:00,TOMO/BTC,0.00002291,0.00002324,0.0000228,0.00002322,2984.1774,0.069114278154
1663286400,2022-09-16 00:00:00,TOMO/BTC,0.00002349,0.0000237,0.00002275,0.00002275,10427.9935,0.244137112385
1663200000,2022-09-15 00:00:00,TOMO/BTC,0.00002395,0.00002398,0.00002324,0.0000235,22735.915,0.537636944469
1663113600,2022-09-14 00:00:00,TOMO/BTC,0.0000237,0.00002463,0.00002347,0.00002387,5252.1828,0.126191489649
1663027200,2022-09-13 00:00:00,TOMO/BTC,0.00002357,0.00002445,0.0000232,0.00002381,16062.4456,0.381910863655
1662940800,2022-09-12 00:00:00,TOMO/BTC,0.0000239,0.00002423,0.0000232,0.00002362,5031.1619,0.11910650221
1662854400,2022-09-11 00:00:00,TOMO/BTC,0.00002429,0.00002446,0.00002387,0.00002393,492.1895,0.011919724415
1662768000,2022-09-10 00:00:00,TOMO/BTC,0.00002442,0.00002505,0.00002406,0.00002423,2152.5379,0.052759022546
1662681600,2022-09-09 00:00:00,TOMO/BTC,0.00002498,0.00002511,0.00002419,0.00002441,5537.1395,0.137415678566
1662595200,2022-09-08 00:00:00,TOMO/BTC,0.00002489,0.00002501,0.00002457,0.00002493,3232.353,0.079955366297
1662508800,2022-09-07 00:00:00,TOMO/BTC,0.00002467,0.00002512,0.00002424,0.00002489,1492.8059,0.036760812018
1662422400,2022-09-06 00:00:00,TOMO/BTC,0.00002482,0.0000261,0.00002452,0.00002452,7502.9651,0.18992263548
1662336000,2022-09-05 00:00:00,TOMO/BTC,0.00002456,0.00002482,0.00002445,0.00002479,1801.9304,0.044322076152
1662249600,2022-09-04 00:00:00,TOMO/BTC,0.00002436,0.00002457,0.00002425,0.00002445,990.0957,0.024195770634
1662163200,2022-09-03 00:00:00,TOMO/BTC,0.00002416,0.00002445,0.00002401,0.00002424,3223.2736,0.078126026176
1662076800,2022-09-02 00:00:00,TOMO/BTC,0.00002475,0.000025,0.00002412,0.00002412,5590.8338,0.139228520771
1661990400,2022-09-01 00:00:00,TOMO/BTC,0.00002527,0.00002541,0.0000244,0.00002475,1988.4475,0.049293184156
1661904000,2022-08-31 00:00:00,TOMO/BTC,0.00002501,0.00002589,0.00002489,0.00002531,1523.756,0.038676124449
1661817600,2022-08-30 00:00:00,TOMO/BTC,0.00002475,0.00002513,0.00002425,0.00002495,8383.563,0.2051294148
1661731200,2022-08-29 00:00:00,TOMO/BTC,0.00002395,0.0000247,0.00002377,0.0000247,2217.0276,0.053767851011
1661644800,2022-08-28 00:00:00,TOMO/BTC,0.00002464,0.00002545,0.00002383,0.00002398,2630.0969,0.064908688425
1661558400,2022-08-27 00:00:00,TOMO/BTC,0.00002434,0.00002463,0.00002418,0.00002463,1267.3153,0.030989700635
1661472000,2022-08-26 00:00:00,TOMO/BTC,0.00002503,0.00002566,0.00002405,0.00002421,2340.5497,0.05784802177
1661385600,2022-08-25 00:00:00,TOMO/BTC,0.00002481,0.00002569,0.00002465,0.00002509,4242.9354,0.106997162875
