https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume ETH
1663459200,2022-09-18 00:00:00,SNX/ETH,0.0018656,0.0018745,0.0018604,0.0018604,1.46053313,0.002727230903812
1663455600,2022-09-17 23:00:00,SNX/ETH,0.0018583,0.0018583,0.0018539,0.0018539,0.1197,0.00022219255
1663452000,2022-09-17 22:00:00,SNX/ETH,0.0018604,0.0018604,0.0018495,0.0018501,2.24383746,0.004152429416333
1663448400,2022-09-17 21:00:00,SNX/ETH,0.0018467,0.0018714,0.0018467,0.0018714,90.1747805,0.167322431331077
1663444800,2022-09-17 20:00:00,SNX/ETH,0.0018354,0.001842,0.0018354,0.001842,0.2931095,0.000539335398492
1663441200,2022-09-17 19:00:00,SNX/ETH,0.0018302,0.0018302,0.0018274,0.0018274,0.29278824,0.000535387035856
1663437600,2022-09-17 18:00:00,SNX/ETH,0.0018532,0.0018537,0.0018328,0.0018328,3.48512672,0.006446482765222
1663434000,2022-09-17 17:00:00,SNX/ETH,0.0018307,0.0018538,0.0018307,0.0018407,312.60387658,0.575423400406507
1663430400,2022-09-17 16:00:00,SNX/ETH,0.001842,0.001842,0.0018302,0.0018419,9.08881257,0.016679675329169
1663426800,2022-09-17 15:00:00,SNX/ETH,0.0018454,0.0018539,0.0018454,0.0018538,0.10734654,0.000198333453179
1663423200,2022-09-17 14:00:00,SNX/ETH,0.0018524,0.0018524,0.0018467,0.0018467,4.03843652,0.007473657027958
1663419600,2022-09-17 13:00:00,SNX/ETH,0.0018535,0.0018535,0.0018535,0.0018535,0,0
1663416000,2022-09-17 12:00:00,SNX/ETH,0.0018538,0.0018729,0.0018472,0.0018535,312.05648746,0.583678610275497
1663412400,2022-09-17 11:00:00,SNX/ETH,0.0018537,0.0018537,0.0018537,0.0018537,0,0
1663408800,2022-09-17 10:00:00,SNX/ETH,0.0018537,0.0018537,0.0018537,0.0018537,4.62960151,0.008581892319087
1663405200,2022-09-17 09:00:00,SNX/ETH,0.0018538,0.0018538,0.001842,0.001842,1.04163971,0.0019238926315
1663401600,2022-09-17 08:00:00,SNX/ETH,0.0018492,0.0018656,0.0018492,0.0018656,351.39412557,0.653759933542804
1663398000,2022-09-17 07:00:00,SNX/ETH,0.0018485,0.0018485,0.0018485,0.0018485,0,0
1663394400,2022-09-17 06:00:00,SNX/ETH,0.0018417,0.0018485,0.0018417,0.0018485,9.01268838,0.016632055412182
1663390800,2022-09-17 05:00:00,SNX/ETH,0.0018392,0.0018467,0.0018392,0.0018467,62.5368196,0.115017889467727
1663387200,2022-09-17 04:00:00,SNX/ETH,0.001842,0.0018429,0.001842,0.0018429,0.15455566,0.000284736510969
1663383600,2022-09-17 03:00:00,SNX/ETH,0.0018328,0.0018328,0.0018328,0.0018328,0,0
1663380000,2022-09-17 02:00:00,SNX/ETH,0.0018302,0.0018328,0.0018302,0.0018328,2.30245123,0.00421840024383
1663376400,2022-09-17 01:00:00,SNX/ETH,0.0018207,0.0018207,0.0018204,0.0018204,153.0323353,0.278585742298793
1663372800,2022-09-17 00:00:00,SNX/ETH,0.0018183,0.0018278,0.0018158,0.0018161,4.08136593,0.007440656489695
1663369200,2022-09-16 23:00:00,SNX/ETH,0.001805,0.0018096,0.001805,0.0018068,40.8939171,0.073898071583408
1663365600,2022-09-16 22:00:00,SNX/ETH,0.0017977,0.0017985,0.0017967,0.0017985,20.323,0.0365444941
1663362000,2022-09-16 21:00:00,SNX/ETH,0.0017948,0.0017948,0.0017899,0.0017899,41.64436318,0.074616474406903
1663358400,2022-09-16 20:00:00,SNX/ETH,0.0017844,0.0017912,0.0017843,0.0017852,1.99756749,0.003565210576968
1663354800,2022-09-16 19:00:00,SNX/ETH,0.001783,0.001786,0.001782,0.001786,1.5171368,0.00270370234965
1663351200,2022-09-16 18:00:00,SNX/ETH,0.0017911,0.0017963,0.0017904,0.0017963,0.63715262,0.001143085064302
1663347600,2022-09-16 17:00:00,SNX/ETH,0.0018033,0.001805,0.0017911,0.0017911,18.6318435,0.033467758893074
1663344000,2022-09-16 16:00:00,SNX/ETH,0.0017834,0.0017834,0.0017834,0.0017834,0,0
1663340400,2022-09-16 15:00:00,SNX/ETH,0.0017834,0.0017834,0.0017834,0.0017834,0,0
1663336800,2022-09-16 14:00:00,SNX/ETH,0.0017843,0.0017843,0.0017834,0.0017834,3.01966899,0.005386671370146
1663333200,2022-09-16 13:00:00,SNX/ETH,0.0017996,0.0017996,0.0017859,0.0017859,1.64505074,0.002938101616566
1663329600,2022-09-16 12:00:00,SNX/ETH,0.0017877,0.0018015,0.0017877,0.0017926,2.82435225,0.005059585396184
1663326000,2022-09-16 11:00:00,SNX/ETH,0.0017813,0.0017859,0.0017813,0.0017859,0.04816992,0.000085852610388
1663322400,2022-09-16 10:00:00,SNX/ETH,0.001783,0.001783,0.0017781,0.0017781,5.56918832,0.009904169845077
1663318800,2022-09-16 09:00:00,SNX/ETH,0.0017705,0.0017732,0.0017705,0.0017712,0.11251478,0.000199295284078
1663315200,2022-09-16 08:00:00,SNX/ETH,0.0017731,0.0017783,0.0017684,0.0017783,1.97437745,0.003492275764377
1663311600,2022-09-16 07:00:00,SNX/ETH,0.0017666,0.0017759,0.0017666,0.0017759,2.24812648,0.003980098594964
1663308000,2022-09-16 06:00:00,SNX/ETH,0.0017772,0.0017772,0.001771,0.001771,2.59194742,0.004593348004258
1663304400,2022-09-16 05:00:00,SNX/ETH,0.0017633,0.0017772,0.0017602,0.0017745,4.39634578,0.007746120378015
1663300800,2022-09-16 04:00:00,SNX/ETH,0.0017592,0.0017633,0.0017592,0.0017633,0.19386561,0.000341282495522
1663297200,2022-09-16 03:00:00,SNX/ETH,0.0017493,0.0017493,0.0017493,0.0017493,0,0
1663293600,2022-09-16 02:00:00,SNX/ETH,0.0017485,0.0017493,0.0017484,0.0017493,0.11655844,0.000203809354418
1663290000,2022-09-16 01:00:00,SNX/ETH,0.0017401,0.0017551,0.00174,0.0017551,31.9016894,0.055947093922068
1663286400,2022-09-16 00:00:00,SNX/ETH,0.0017494,0.0017511,0.0017476,0.0017511,59.96322835,0.10498080191377
1663282800,2022-09-15 23:00:00,SNX/ETH,0.0017628,0.0017628,0.0017546,0.0017546,2.46338227,0.004342223052084
1663279200,2022-09-15 22:00:00,SNX/ETH,0.0017594,0.0017633,0.0017594,0.0017633,0.74682564,0.001316467822178
1663275600,2022-09-15 21:00:00,SNX/ETH,0.0017445,0.0017553,0.0017398,0.0017553,2.5852023,0.004507310413317
1663272000,2022-09-15 20:00:00,SNX/ETH,0.0017367,0.0017476,0.0017367,0.0017446,64.1612547,0.111919108647397
1663268400,2022-09-15 19:00:00,SNX/ETH,0.0017446,0.0017446,0.0017446,0.0017446,0.01741944,0.000030389955024
1663264800,2022-09-15 18:00:00,SNX/ETH,0.0017375,0.0017455,0.0017375,0.0017455,2.23303691,0.003880021631125
1663261200,2022-09-15 17:00:00,SNX/ETH,0.0017481,0.0017481,0.0017481,0.0017481,0,0
1663257600,2022-09-15 16:00:00,SNX/ETH,0.0017526,0.0017568,0.0017476,0.0017481,25.93608331,0.045402467810648
1663254000,2022-09-15 15:00:00,SNX/ETH,0.0017476,0.0017712,0.0017476,0.0017504,505.02556458,0.888158679844267
1663250400,2022-09-15 14:00:00,SNX/ETH,0.0016852,0.0017384,0.0016803,0.0017384,284.21437955,0.487898159132326
1663246800,2022-09-15 13:00:00,SNX/ETH,0.0016757,0.0016757,0.0016757,0.0016757,0.2356,0.00039479492
1663243200,2022-09-15 12:00:00,SNX/ETH,0.0016758,0.0016799,0.0016758,0.0016799,0.62285855,0.00104633768641
1663239600,2022-09-15 11:00:00,SNX/ETH,0.0016661,0.0016758,0.0016661,0.0016758,4.83534248,0.008057197514133
1663236000,2022-09-15 10:00:00,SNX/ETH,0.0016768,0.0016768,0.0016688,0.0016688,0.23373091,0.000390886719008
1663232400,2022-09-15 09:00:00,SNX/ETH,0.0016684,0.001671,0.0016683,0.0016707,24.51157474,0.040914872869143
1663228800,2022-09-15 08:00:00,SNX/ETH,0.0016525,0.001665,0.0016525,0.0016538,6.89694971,0.011414564932845
1663225200,2022-09-15 07:00:00,SNX/ETH,0.0016651,0.0016886,0.0016521,0.0016521,4.32865455,0.007209987867732
1663221600,2022-09-15 06:00:00,SNX/ETH,0.0016342,0.0016768,0.0016265,0.0016768,405.18770696,0.671724765754879
1663218000,2022-09-15 05:00:00,SNX/ETH,0.0016322,0.0016338,0.0016322,0.0016338,21.36984269,0.034913270725882
1663214400,2022-09-15 04:00:00,SNX/ETH,0.0016243,0.0016327,0.001624,0.0016303,6.36407376,0.010364629410213
1663210800,2022-09-15 03:00:00,SNX/ETH,0.0016371,0.0016414,0.0016296,0.0016358,0.27608629,0.000451578709952
1663207200,2022-09-15 02:00:00,SNX/ETH,0.0016414,0.0016414,0.0016267,0.0016267,163.71882239,0.266324190921073
1663203600,2022-09-15 01:00:00,SNX/ETH,0.0016532,0.0016615,0.0016532,0.0016553,185.32676993,0.307729880906202
1663200000,2022-09-15 00:00:00,SNX/ETH,0.0016532,0.0016532,0.0016382,0.0016445,4.6236308,0.00760532582809
1663196400,2022-09-14 23:00:00,SNX/ETH,0.001655,0.001666,0.001655,0.0016584,2.65864341,0.004408750372097
1663192800,2022-09-14 22:00:00,SNX/ETH,0.001666,0.0016704,0.0016503,0.0016503,120.79882829,0.199527828195079
1663189200,2022-09-14 21:00:00,SNX/ETH,0.0016768,0.0016768,0.0016768,0.0016768,0,0
1663185600,2022-09-14 20:00:00,SNX/ETH,0.0016795,0.0016795,0.0016768,0.0016768,0.11501327,0.00019288244243
1663182000,2022-09-14 19:00:00,SNX/ETH,0.001685,0.0016911,0.001685,0.0016911,500.075277,0.8426273009347
1663178400,2022-09-14 18:00:00,SNX/ETH,0.0016785,0.0016938,0.0016785,0.0016938,4.41241387,0.007463343066761
1663174800,2022-09-14 17:00:00,SNX/ETH,0.0016783,0.0016795,0.0016783,0.0016795,2.07741047,0.003486541410149
1663171200,2022-09-14 16:00:00,SNX/ETH,0.0016787,0.0016787,0.0016787,0.0016787,0.0147,0.00002467689
1663167600,2022-09-14 15:00:00,SNX/ETH,0.0016786,0.0016786,0.0016786,0.0016786,2.16620545,0.00363619246837
1663164000,2022-09-14 14:00:00,SNX/ETH,0.0016812,0.0016832,0.0016812,0.0016832,0.03556064,0.000059825669248
1663160400,2022-09-14 13:00:00,SNX/ETH,0.0016799,0.0016799,0.0016757,0.0016788,1.98339465,0.00333043407495
