https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XYM,Volume BTC
1663459200,2022-09-18 00:00:00,XYM/BTC,0.000002,0.000002,0.000001991,0.000001991,355.1104,0.0007102116443
1663372800,2022-09-17 00:00:00,XYM/BTC,0.00000197,0.000002018,0.000001965,0.000001993,242593.7167,0.4815865960151
1663286400,2022-09-16 00:00:00,XYM/BTC,0.000001996,0.000002012,0.00000197,0.000001982,933590.2789,1.8570161699405
1663200000,2022-09-15 00:00:00,XYM/BTC,0.000002,0.000002027,0.00000197,0.000001995,185706.7829,0.3690245209945
1663113600,2022-09-14 00:00:00,XYM/BTC,0.00000197,0.000002053,0.000001965,0.000002,454306.3989,0.9089623239038
1663027200,2022-09-13 00:00:00,XYM/BTC,0.00000189,0.000002014,0.00000186,0.000001971,396936.3584,0.7563104701586
1662940800,2022-09-12 00:00:00,XYM/BTC,0.000001949,0.000001959,0.00000189,0.000001892,181823.2819,0.3480139786557
1662854400,2022-09-11 00:00:00,XYM/BTC,0.00000196,0.000001991,0.000001934,0.000001943,112523.1796,0.2191792008184
1662768000,2022-09-10 00:00:00,XYM/BTC,0.000002003,0.000002018,0.000001959,0.00000196,197371.8916,0.3922763625877
1662681600,2022-09-09 00:00:00,XYM/BTC,0.00000211,0.000002145,0.000001969,0.000002004,1353691.6382,2.7587884070225
1662595200,2022-09-08 00:00:00,XYM/BTC,0.000002155,0.00000219,0.000002098,0.000002116,754605.9504,1.6046146238326
1662508800,2022-09-07 00:00:00,XYM/BTC,0.000002132,0.000002159,0.000002058,0.000002155,1290025.9888,2.6898753954511
1662422400,2022-09-06 00:00:00,XYM/BTC,0.000002096,0.00000217,0.00000206,0.000002132,1415834.0731,2.9587862518623
1662336000,2022-09-05 00:00:00,XYM/BTC,0.000002116,0.000002149,0.000002047,0.000002095,400556.2902,0.8322621572979
1662249600,2022-09-04 00:00:00,XYM/BTC,0.000002138,0.00000217,0.000002036,0.000002116,417719.4972,0.8821840469462
1662163200,2022-09-03 00:00:00,XYM/BTC,0.000002152,0.00000218,0.000002091,0.000002131,357898.86,0.7624524179032
1662076800,2022-09-02 00:00:00,XYM/BTC,0.000002122,0.00000216,0.000002065,0.00000216,1515744.9516,3.2345326249917
1661990400,2022-09-01 00:00:00,XYM/BTC,0.000002155,0.00000216,0.00000211,0.000002134,158730.4797,0.3381421426694
1661904000,2022-08-31 00:00:00,XYM/BTC,0.000002171,0.00000219,0.000002111,0.000002141,178735.9694,0.381881093839
1661817600,2022-08-30 00:00:00,XYM/BTC,0.000002188,0.000002204,0.000002132,0.00000218,618381.8772,1.3492630248802
1661731200,2022-08-29 00:00:00,XYM/BTC,0.000002256,0.00000226,0.00000215,0.00000219,1045780.5259,2.2958293421211
1661644800,2022-08-28 00:00:00,XYM/BTC,0.000002273,0.00000228,0.00000223,0.000002268,145560.0988,0.3284459912882
1661558400,2022-08-27 00:00:00,XYM/BTC,0.000002246,0.000002302,0.000002181,0.00000227,907775.0753,2.0053159020371
1661472000,2022-08-26 00:00:00,XYM/BTC,0.00000221,0.000002268,0.000002128,0.000002246,295111.175,0.6427349767967
1661385600,2022-08-25 00:00:00,XYM/BTC,0.000002259,0.00000226,0.00000217,0.000002208,1240313.492,2.7334764484005
1661299200,2022-08-24 00:00:00,XYM/BTC,0.00000226,0.00000231,0.000002236,0.00000226,226893.753,0.5160561505121
1661212800,2022-08-23 00:00:00,XYM/BTC,0.00000232,0.000002359,0.000002244,0.00000226,854190.8193,1.95017354165
1661126400,2022-08-22 00:00:00,XYM/BTC,0.000002364,0.000002382,0.000002312,0.000002332,162115.7237,0.3808038314474
1661040000,2022-08-21 00:00:00,XYM/BTC,0.000002335,0.000002386,0.000002304,0.000002369,241136.0354,0.5670409766357
1660953600,2022-08-20 00:00:00,XYM/BTC,0.000002315,0.000002372,0.000002288,0.00000232,327649.5262,0.7656140852709
1660867200,2022-08-19 00:00:00,XYM/BTC,0.000002279,0.000002336,0.000002204,0.000002318,822404.6208,1.8682708621314
1660780800,2022-08-18 00:00:00,XYM/BTC,0.0000023,0.00000231,0.00000226,0.000002276,250122.182,0.5691792339552
1660694400,2022-08-17 00:00:00,XYM/BTC,0.000002301,0.000002328,0.000002274,0.00000231,197129.6866,0.4524324585625
1660608000,2022-08-16 00:00:00,XYM/BTC,0.000002312,0.000002335,0.000002277,0.000002301,185229.688,0.4276651370987
1660521600,2022-08-15 00:00:00,XYM/BTC,0.00000232,0.000002366,0.00000227,0.00000232,180866.4014,0.4180727138331
1660435200,2022-08-14 00:00:00,XYM/BTC,0.00000235,0.00000235,0.0000023,0.00000232,44249.6402,0.1026247524619
1660348800,2022-08-13 00:00:00,XYM/BTC,0.000002312,0.000002354,0.000002305,0.000002338,691059.31,1.6160217997443
1660262400,2022-08-12 00:00:00,XYM/BTC,0.000002382,0.0000024,0.000002304,0.000002324,290388.1393,0.6829420873783
1660176000,2022-08-11 00:00:00,XYM/BTC,0.000002395,0.000002405,0.00000231,0.000002382,191155.7169,0.4495028116971
1660089600,2022-08-10 00:00:00,XYM/BTC,0.000002407,0.000002499,0.000002364,0.00000239,831065.5182,1.9969398238795
1660003200,2022-08-09 00:00:00,XYM/BTC,0.000002402,0.000002407,0.00000234,0.000002397,622494.0556,1.4920594568096
1659916800,2022-08-08 00:00:00,XYM/BTC,0.00000237,0.000002419,0.0000023,0.0000024,580834.1389,1.3848189482959
1659830400,2022-08-07 00:00:00,XYM/BTC,0.00000238,0.0000025,0.00000234,0.00000237,310701.6072,0.7458653602102
1659744000,2022-08-06 00:00:00,XYM/BTC,0.00000238,0.00000239,0.00000235,0.00000238,102439.5357,0.2434203431249
1659657600,2022-08-05 00:00:00,XYM/BTC,0.00000242,0.000002438,0.00000235,0.000002369,672669.200076,1.623657539767516
1659571200,2022-08-04 00:00:00,XYM/BTC,0.00000245,0.00000245,0.00000233,0.000002414,1264830.5631,3.037128844738
1659484800,2022-08-03 00:00:00,XYM/BTC,0.00000243,0.000002498,0.00000237,0.00000243,297287.2505,0.7217384429737
1659398400,2022-08-02 00:00:00,XYM/BTC,0.000002458,0.000002499,0.00000239,0.00000243,319646.175,0.786415354263
1659312000,2022-08-01 00:00:00,XYM/BTC,0.00000245,0.000002498,0.00000243,0.00000246,126850.3656,0.3122138630108
1659225600,2022-07-31 00:00:00,XYM/BTC,0.000002458,0.00000248,0.0000024,0.000002434,129038.0957,0.3153755347828
1659139200,2022-07-30 00:00:00,XYM/BTC,0.000002361,0.00000246,0.00000235,0.000002456,220798.5117,0.5310166746286
