https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHX,Volume BTC
1663459200,2022-09-18 00:00:00,SHX/BTC,0.0000000414,0.0000000414,0.0000000414,0.0000000414,10255.9625,0.0004245968475
1663372800,2022-09-17 00:00:00,SHX/BTC,0.0000000416,0.0000000434,0.0000000404,0.0000000413,1492197.8249,0.06231155888711
1663286400,2022-09-16 00:00:00,SHX/BTC,0.0000000444,0.0000000449,0.0000000412,0.0000000414,6298834.0834,0.2719967486984
1663200000,2022-09-15 00:00:00,SHX/BTC,0.0000000484,0.0000000484,0.0000000445,0.0000000449,7491096.9234,0.34751585328485
1663113600,2022-09-14 00:00:00,SHX/BTC,0.0000000566,0.0000000572,0.0000000462,0.000000049,36263802.5076,1.85070629594305
1663027200,2022-09-13 00:00:00,SHX/BTC,0.0000000551,0.0000000648,0.000000052,0.0000000565,24602736.6578,1.38935358916798
1662940800,2022-09-12 00:00:00,SHX/BTC,0.0000000449,0.0000000658,0.0000000434,0.0000000551,39555529.9141,2.2292617057305
1662854400,2022-09-11 00:00:00,SHX/BTC,0.0000000426,0.0000000522,0.0000000425,0.0000000458,6370694.9871,0.29267397235732
1662768000,2022-09-10 00:00:00,SHX/BTC,0.0000000419,0.0000000447,0.00000004,0.0000000431,3416050.7164,0.14369302319185
1662681600,2022-09-09 00:00:00,SHX/BTC,0.0000000439,0.0000000439,0.0000000383,0.0000000418,3027924.9603,0.1230939361429
1662595200,2022-09-08 00:00:00,SHX/BTC,0.0000000429,0.0000000445,0.000000042,0.000000043,1881383.0443,0.0809172374494
1662508800,2022-09-07 00:00:00,SHX/BTC,0.0000000431,0.0000000529,0.0000000428,0.0000000437,27610822.95,1.25812508413249
1662422400,2022-09-06 00:00:00,SHX/BTC,0.0000000418,0.0000000429,0.0000000407,0.0000000424,847908.7752,0.03530887391333
1662336000,2022-09-05 00:00:00,SHX/BTC,0.0000000427,0.0000000437,0.0000000407,0.0000000411,1427044.0534,0.05975776222497
1662249600,2022-09-04 00:00:00,SHX/BTC,0.0000000417,0.0000000428,0.0000000412,0.0000000424,2236613.4802,0.09380200481787
1662163200,2022-09-03 00:00:00,SHX/BTC,0.0000000466,0.0000000544,0.0000000413,0.0000000417,9974693.4023,0.46603916444604
1662076800,2022-09-02 00:00:00,SHX/BTC,0.0000000379,0.0000000457,0.0000000355,0.0000000457,10940494.0698,0.42584538569952
1661990400,2022-09-01 00:00:00,SHX/BTC,0.0000000348,0.0000000387,0.0000000316,0.0000000379,7712509.2035,0.26489031618815
1661904000,2022-08-31 00:00:00,SHX/BTC,0.0000000357,0.0000000386,0.0000000345,0.0000000347,2994572.0125,0.10628077832965
1661817600,2022-08-30 00:00:00,SHX/BTC,0.000000037,0.0000000374,0.0000000351,0.0000000357,2055921.5097,0.07440797842755
1661731200,2022-08-29 00:00:00,SHX/BTC,0.0000000342,0.0000000384,0.0000000333,0.0000000366,4264792.9604,0.14917975041512
1661644800,2022-08-28 00:00:00,SHX/BTC,0.0000000331,0.0000000343,0.0000000328,0.0000000342,1221598.9667,0.04081106470544
1661558400,2022-08-27 00:00:00,SHX/BTC,0.0000000332,0.0000000344,0.0000000329,0.000000033,1000150.7554,0.03346130215113
1661472000,2022-08-26 00:00:00,SHX/BTC,0.0000000335,0.000000034,0.0000000316,0.0000000333,3119572.5419,0.10235013252575
1661385600,2022-08-25 00:00:00,SHX/BTC,0.0000000324,0.0000000346,0.000000032,0.0000000334,1723057.0393,0.05703079182488
1661299200,2022-08-24 00:00:00,SHX/BTC,0.000000031,0.0000000349,0.0000000308,0.0000000324,6172988.364,0.20046909781117
1661212800,2022-08-23 00:00:00,SHX/BTC,0.0000000282,0.0000000429,0.0000000275,0.0000000312,31275267.2889,1.00960070368708
1661126400,2022-08-22 00:00:00,SHX/BTC,0.0000000328,0.0000000328,0.0000000275,0.0000000289,8386613.4349,0.25023512557111
1661040000,2022-08-21 00:00:00,SHX/BTC,0.0000000307,0.0000000332,0.0000000299,0.0000000329,11060006.0754,0.34242299692383
1660953600,2022-08-20 00:00:00,SHX/BTC,0.0000000317,0.0000000317,0.0000000301,0.0000000306,10870864.5266,0.33440903361755
1660867200,2022-08-19 00:00:00,SHX/BTC,0.000000034,0.000000034,0.00000003,0.0000000317,24675029.3212,0.79098475886977
1660780800,2022-08-18 00:00:00,SHX/BTC,0.0000000323,0.0000000406,0.0000000314,0.0000000347,17136125.5016,0.61695252184783
1660694400,2022-08-17 00:00:00,SHX/BTC,0.0000000311,0.000000034,0.000000031,0.0000000324,2801353.0566,0.08969102835276
1660608000,2022-08-16 00:00:00,SHX/BTC,0.0000000298,0.000000032,0.0000000297,0.0000000311,2674729.9694,0.08239513514328
1660521600,2022-08-15 00:00:00,SHX/BTC,0.0000000318,0.0000000321,0.0000000291,0.0000000297,7883683.723,0.23749758759272
1660435200,2022-08-14 00:00:00,SHX/BTC,0.0000000337,0.0000000337,0.00000003,0.0000000318,4886968.3815,0.15434144255493
1660348800,2022-08-13 00:00:00,SHX/BTC,0.0000000333,0.0000000345,0.0000000327,0.0000000334,2128065.2278,0.07100091122039
1660262400,2022-08-12 00:00:00,SHX/BTC,0.0000000339,0.0000000416,0.000000033,0.0000000336,6531281.4864,0.23002859176627
1660176000,2022-08-11 00:00:00,SHX/BTC,0.000000037,0.0000000371,0.0000000332,0.0000000339,3169192.3843,0.11040841132287
1660089600,2022-08-10 00:00:00,SHX/BTC,0.0000000366,0.0000000424,0.0000000342,0.0000000373,7273318.2601,0.2693581839133
1660003200,2022-08-09 00:00:00,SHX/BTC,0.0000000395,0.0000000404,0.0000000363,0.0000000363,7126027.1241,0.27057262713305
1659916800,2022-08-08 00:00:00,SHX/BTC,0.000000037,0.0000000666,0.0000000361,0.0000000399,24375820.301,1.11682548565898
1659830400,2022-08-07 00:00:00,SHX/BTC,0.0000000395,0.0000000395,0.000000036,0.000000037,2094477.7081,0.07920977371091
1659744000,2022-08-06 00:00:00,SHX/BTC,0.0000000399,0.0000000404,0.0000000391,0.0000000397,1372626.7785,0.05430141167185
1659657600,2022-08-05 00:00:00,SHX/BTC,0.0000000412,0.0000000415,0.0000000391,0.0000000397,1731358.1424,0.07080945201176
1659571200,2022-08-04 00:00:00,SHX/BTC,0.0000000401,0.0000000455,0.00000004,0.0000000415,3325112.2698,0.13721395467149
1659484800,2022-08-03 00:00:00,SHX/BTC,0.0000000407,0.000000041,0.0000000396,0.000000041,949483.3161,0.03800355605484
1659398400,2022-08-02 00:00:00,SHX/BTC,0.0000000411,0.000000044,0.0000000391,0.00000004,4556620.8804,0.18464180172785
1659312000,2022-08-01 00:00:00,SHX/BTC,0.0000000419,0.0000000422,0.0000000402,0.0000000403,876349.0061,0.03619021154265
1659225600,2022-07-31 00:00:00,SHX/BTC,0.0000000458,0.0000000459,0.0000000414,0.0000000422,1744377.0875,0.07444542902584
1659139200,2022-07-30 00:00:00,SHX/BTC,0.0000000443,0.0000000466,0.0000000406,0.0000000463,2836815.7004,0.12452572390994
1659052800,2022-07-29 00:00:00,SHX/BTC,0.000000042,0.0000000478,0.0000000412,0.0000000444,6281090.028,0.27865737649048
1658966400,2022-07-28 00:00:00,SHX/BTC,0.0000000431,0.0000000436,0.0000000412,0.0000000419,2737421.1465,0.11657842751249
1658880000,2022-07-27 00:00:00,SHX/BTC,0.0000000449,0.000000045,0.0000000419,0.0000000432,5373724.071,0.23579559287092
1658793600,2022-07-26 00:00:00,SHX/BTC,0.0000000451,0.0000000463,0.0000000431,0.0000000449,3786348.504,0.16921795390246
1658707200,2022-07-25 00:00:00,SHX/BTC,0.0000000371,0.000000059,0.0000000371,0.000000045,20040390.5814,0.92708987388577
1658620800,2022-07-24 00:00:00,SHX/BTC,0.0000000342,0.000000037,0.000000034,0.000000037,4523248.1945,0.16154141584155
1658534400,2022-07-23 00:00:00,SHX/BTC,0.0000000359,0.0000000369,0.000000034,0.0000000343,2687296.9306,0.09428199678128
1658448000,2022-07-22 00:00:00,SHX/BTC,0.0000000369,0.000000037,0.0000000348,0.0000000358,2264815.3478,0.07983233165911
1658361600,2022-07-21 00:00:00,SHX/BTC,0.0000000377,0.0000000389,0.0000000359,0.000000037,2235345.2204,0.08513318245407
1658275200,2022-07-20 00:00:00,SHX/BTC,0.0000000399,0.00000004,0.0000000368,0.0000000377,5194402.6382,0.20081099205168
1658188800,2022-07-19 00:00:00,SHX/BTC,0.0000000408,0.0000000413,0.0000000386,0.0000000399,6092949.7106,0.24553440188862
1658102400,2022-07-18 00:00:00,SHX/BTC,0.000000044,0.000000044,0.0000000401,0.0000000407,5916022.3683,0.24540918866895
1658016000,2022-07-17 00:00:00,SHX/BTC,0.0000000506,0.0000000506,0.0000000435,0.000000044,5508290.828,0.25215562640889
1657929600,2022-07-16 00:00:00,SHX/BTC,0.0000000415,0.0000000559,0.0000000413,0.0000000512,7989018.081,0.37060004824319
1657843200,2022-07-15 00:00:00,SHX/BTC,0.0000000443,0.0000000446,0.000000041,0.0000000418,1866954.2597,0.08002827706875
1657756800,2022-07-14 00:00:00,SHX/BTC,0.0000000468,0.0000000478,0.0000000444,0.0000000446,916256.0687,0.04184587428526
1657670400,2022-07-13 00:00:00,SHX/BTC,0.000000051,0.000000051,0.0000000466,0.0000000466,2760693.7128,0.13482192122874
1657584000,2022-07-12 00:00:00,SHX/BTC,0.0000000506,0.0000000514,0.0000000494,0.0000000513,1809705.7634,0.09089460989087
1657497600,2022-07-11 00:00:00,SHX/BTC,0.0000000485,0.000000052,0.0000000479,0.0000000504,4263680.1767,0.2137870346119
1657411200,2022-07-10 00:00:00,SHX/BTC,0.0000000509,0.0000000511,0.0000000474,0.0000000485,1995558.1305,0.09725660911474
1657324800,2022-07-09 00:00:00,SHX/BTC,0.000000051,0.000000051,0.0000000494,0.0000000506,1838726.8129,0.09162491368459
1657238400,2022-07-08 00:00:00,SHX/BTC,0.0000000517,0.0000000517,0.0000000487,0.0000000499,1857171.9278,0.09327362140402
1657152000,2022-07-07 00:00:00,SHX/BTC,0.0000000499,0.000000062,0.0000000499,0.0000000522,15372355.9119,0.85677430546588
1657065600,2022-07-06 00:00:00,SHX/BTC,0.0000000511,0.0000000514,0.0000000494,0.0000000496,1701010.1625,0.08539990494444
1656979200,2022-07-05 00:00:00,SHX/BTC,0.0000000517,0.0000000529,0.0000000502,0.0000000513,2592332.6827,0.13334487759502
1656892800,2022-07-04 00:00:00,SHX/BTC,0.0000000542,0.0000000551,0.000000052,0.0000000521,1717668.67254129,0.092024572779577735
1656806400,2022-07-03 00:00:00,SHX/BTC,0.0000000541,0.0000000572,0.0000000536,0.0000000536,682104.8067,0.03761566053561
