https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CBC,Volume BTC
1663459200,2022-09-18 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000045,914.9339,0.000414378122
1663372800,2022-09-17 00:00:00,CBC/BTC,0.00000052,0.00000053,0.00000043,0.00000046,1420235.3309,0.645539643233
1663286400,2022-09-16 00:00:00,CBC/BTC,0.00000056,0.00000069,0.00000046,0.00000051,2024854.9493,1.113175157448
1663200000,2022-09-15 00:00:00,CBC/BTC,0.00000044,0.00000069,0.00000043,0.00000057,2291249.0298,1.233808851619
1663113600,2022-09-14 00:00:00,CBC/BTC,0.00000041,0.00000044,0.00000041,0.00000043,64810.5594,0.027328970649
1663027200,2022-09-13 00:00:00,CBC/BTC,0.00000041,0.00000042,0.0000004,0.00000042,149398.1161,0.061764663483
1662940800,2022-09-12 00:00:00,CBC/BTC,0.00000041,0.00000042,0.0000004,0.00000041,412575.9386,0.167546988376
1662854400,2022-09-11 00:00:00,CBC/BTC,0.00000042,0.00000043,0.00000041,0.00000042,346477.9694,0.145573312987
1662768000,2022-09-10 00:00:00,CBC/BTC,0.00000043,0.00000043,0.00000042,0.00000042,64939.0863,0.027722436556
1662681600,2022-09-09 00:00:00,CBC/BTC,0.00000046,0.00000046,0.00000042,0.00000043,832896.5999,0.358295601172
1662595200,2022-09-08 00:00:00,CBC/BTC,0.00000044,0.00000046,0.00000042,0.00000045,68581.5755,0.030550565761
1662508800,2022-09-07 00:00:00,CBC/BTC,0.00000043,0.00000044,0.00000042,0.00000043,129979.2656,0.05571619855
1662422400,2022-09-06 00:00:00,CBC/BTC,0.00000044,0.00000046,0.00000043,0.00000044,719256.113,0.315038392047
1662336000,2022-09-05 00:00:00,CBC/BTC,0.00000044,0.0000006,0.00000043,0.00000044,984012.4727,0.489724557394
1662249600,2022-09-04 00:00:00,CBC/BTC,0.00000043,0.00000045,0.00000043,0.00000045,7693.853,0.00343575573
1662163200,2022-09-03 00:00:00,CBC/BTC,0.00000045,0.00000045,0.00000043,0.00000043,3439.4098,0.001518325561
1662076800,2022-09-02 00:00:00,CBC/BTC,0.00000043,0.00000045,0.00000043,0.00000045,104368.5069,0.045703361358
1661990400,2022-09-01 00:00:00,CBC/BTC,0.00000045,0.00000045,0.00000043,0.00000043,159129.1402,0.069131568667
1661904000,2022-08-31 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000044,0.00000045,112830.6166,0.050435403174
1661817600,2022-08-30 00:00:00,CBC/BTC,0.00000045,0.00000047,0.00000045,0.00000046,46194.5163,0.021300365308
1661731200,2022-08-29 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000044,0.00000045,39821.6064,0.017874940275
1661644800,2022-08-28 00:00:00,CBC/BTC,0.00000047,0.00000048,0.00000046,0.00000046,56498.206,0.026379418463
1661558400,2022-08-27 00:00:00,CBC/BTC,0.00000048,0.00000049,0.00000045,0.00000048,62185.5183,0.029015078813
1661472000,2022-08-26 00:00:00,CBC/BTC,0.00000047,0.00000048,0.00000045,0.00000048,39939.0635,0.01861182431
1661385600,2022-08-25 00:00:00,CBC/BTC,0.00000044,0.00000048,0.00000044,0.00000047,164631.6538,0.07636739651
1661299200,2022-08-24 00:00:00,CBC/BTC,0.00000046,0.00000046,0.00000044,0.00000044,16119.9423,0.007163147614
1661212800,2022-08-23 00:00:00,CBC/BTC,0.00000046,0.00000046,0.00000044,0.00000045,38533.8867,0.017547402574
1661126400,2022-08-22 00:00:00,CBC/BTC,0.00000044,0.00000046,0.00000044,0.00000045,40730.3109,0.018292665185
1661040000,2022-08-21 00:00:00,CBC/BTC,0.00000047,0.00000047,0.00000044,0.00000044,108383.5909,0.048257153265
1660953600,2022-08-20 00:00:00,CBC/BTC,0.00000045,0.00000048,0.00000045,0.00000046,64481.9782,0.029867374915
1660867200,2022-08-19 00:00:00,CBC/BTC,0.00000043,0.00000047,0.00000043,0.00000045,132409.2743,0.058606301655
1660780800,2022-08-18 00:00:00,CBC/BTC,0.00000045,0.00000045,0.00000043,0.00000043,24734.4539,0.010903204964
1660694400,2022-08-17 00:00:00,CBC/BTC,0.00000044,0.00000045,0.00000044,0.00000045,55808.1629,0.024863845114
1660608000,2022-08-16 00:00:00,CBC/BTC,0.00000044,0.00000046,0.00000044,0.00000044,40313.4652,0.018044591272
1660521600,2022-08-15 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000044,0.00000045,74479.2462,0.033314181715
1660435200,2022-08-14 00:00:00,CBC/BTC,0.00000046,0.00000049,0.00000045,0.00000045,93845.9507,0.042657076156
1660348800,2022-08-13 00:00:00,CBC/BTC,0.00000045,0.00000048,0.00000044,0.00000048,82042.4762,0.03766991523
1660262400,2022-08-12 00:00:00,CBC/BTC,0.00000044,0.00000045,0.00000044,0.00000044,35473.1767,0.015886095198
1660176000,2022-08-11 00:00:00,CBC/BTC,0.00000044,0.00000045,0.00000042,0.00000044,63674.3062,0.027478416536
1660089600,2022-08-10 00:00:00,CBC/BTC,0.00000044,0.00000045,0.00000043,0.00000045,45921.598,0.02036642706
1660003200,2022-08-09 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000044,0.00000045,69616.8437,0.031442660448
1659916800,2022-08-08 00:00:00,CBC/BTC,0.00000047,0.00000047,0.00000044,0.00000045,105243.044,0.047063280135
1659830400,2022-08-07 00:00:00,CBC/BTC,0.00000044,0.00000047,0.00000043,0.00000046,56728.3204,0.025762934478
1659744000,2022-08-06 00:00:00,CBC/BTC,0.00000044,0.00000045,0.00000043,0.00000044,98473.5026,0.04337462681
1659657600,2022-08-05 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000043,0.00000045,79840.4452,0.035336266226
1659571200,2022-08-04 00:00:00,CBC/BTC,0.00000046,0.00000046,0.00000045,0.00000045,12917.3796,0.005916792298
1659484800,2022-08-03 00:00:00,CBC/BTC,0.00000046,0.00000046,0.00000044,0.00000046,9821.9655,0.004356121364
1659398400,2022-08-02 00:00:00,CBC/BTC,0.00000043,0.00000046,0.00000042,0.00000046,26274.5187,0.011737835884
1659312000,2022-08-01 00:00:00,CBC/BTC,0.00000044,0.00000045,0.00000043,0.00000044,6420.8001,0.002833389991
1659225600,2022-07-31 00:00:00,CBC/BTC,0.00000043,0.00000044,0.00000043,0.00000044,69868.7159,0.030500713655
1659139200,2022-07-30 00:00:00,CBC/BTC,0.00000042,0.00000043,0.00000041,0.00000043,24669.1032,0.010415667516
1659052800,2022-07-29 00:00:00,CBC/BTC,0.00000042,0.00000042,0.00000041,0.00000041,6627.0194,0.002755506808
1658966400,2022-07-28 00:00:00,CBC/BTC,0.00000043,0.00000043,0.0000004,0.00000042,160616.0813,0.067977214642
1658880000,2022-07-27 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000044,0.00000044,115559.2312,0.051488501836
1658793600,2022-07-26 00:00:00,CBC/BTC,0.00000047,0.00000047,0.00000044,0.00000044,141100.2234,0.064379707207
1658707200,2022-07-25 00:00:00,CBC/BTC,0.00000047,0.00000059,0.00000046,0.00000047,653707.5703,0.324116977819
1658620800,2022-07-24 00:00:00,CBC/BTC,0.00000047,0.00000048,0.00000045,0.00000046,28180.1739,0.012993369625
1658534400,2022-07-23 00:00:00,CBC/BTC,0.00000047,0.00000049,0.00000046,0.00000047,106803.6524,0.050680548887
1658448000,2022-07-22 00:00:00,CBC/BTC,0.00000046,0.00000049,0.00000046,0.00000046,85611.8042,0.040217092962
1658361600,2022-07-21 00:00:00,CBC/BTC,0.00000047,0.00000047,0.00000044,0.00000045,89983.754,0.040569804659
1658275200,2022-07-20 00:00:00,CBC/BTC,0.00000046,0.00000048,0.00000045,0.00000046,224011.6465,0.103598868609
1658188800,2022-07-19 00:00:00,CBC/BTC,0.00000047,0.00000051,0.00000046,0.00000046,346764.9946,0.163167079016
1658102400,2022-07-18 00:00:00,CBC/BTC,0.00000048,0.0000005,0.00000047,0.00000048,56616.9533,0.027172482124
1658016000,2022-07-17 00:00:00,CBC/BTC,0.00000049,0.0000005,0.00000049,0.00000049,106939.0379,0.052420487948
1657929600,2022-07-16 00:00:00,CBC/BTC,0.0000005,0.00000051,0.00000049,0.0000005,8625.9004,0.004319725055
1657843200,2022-07-15 00:00:00,CBC/BTC,0.00000049,0.0000005,0.00000049,0.0000005,23961.4484,0.011750209142
1657756800,2022-07-14 00:00:00,CBC/BTC,0.00000049,0.00000052,0.00000049,0.00000051,108520.9613,0.054461789384
1657670400,2022-07-13 00:00:00,CBC/BTC,0.00000051,0.00000052,0.00000048,0.00000048,140524.7947,0.068869927793
1657584000,2022-07-12 00:00:00,CBC/BTC,0.00000052,0.00000052,0.0000005,0.00000052,80462.9877,0.041500747277
1657497600,2022-07-11 00:00:00,CBC/BTC,0.0000005,0.00000052,0.00000048,0.00000052,72796.2796,0.036540011634
1657411200,2022-07-10 00:00:00,CBC/BTC,0.00000054,0.00000055,0.0000005,0.00000052,196095.3128,0.103031723747
1657324800,2022-07-09 00:00:00,CBC/BTC,0.00000051,0.00000063,0.00000051,0.00000055,373080.2908,0.211713803765
1657238400,2022-07-08 00:00:00,CBC/BTC,0.0000005,0.00000052,0.00000048,0.00000051,266557.1373,0.133835799741
1657152000,2022-07-07 00:00:00,CBC/BTC,0.00000053,0.00000055,0.00000049,0.00000049,179470.17,0.092136283361
1657065600,2022-07-06 00:00:00,CBC/BTC,0.00000052,0.00000054,0.00000051,0.00000051,43872.3269,0.022781328583
1656979200,2022-07-05 00:00:00,CBC/BTC,0.00000052,0.00000056,0.00000051,0.00000053,318912.7249,0.1691925182703636
1656892800,2022-07-04 00:00:00,CBC/BTC,0.00000055,0.00000056,0.00000052,0.00000052,214757.56517272,0.1157191191522688
1656806400,2022-07-03 00:00:00,CBC/BTC,0.00000054,0.00000074,0.00000053,0.00000054,908592.8295,0.554804513817
1656720000,2022-07-02 00:00:00,CBC/BTC,0.00000054,0.00000054,0.00000052,0.00000053,133998.9833,0.071048406281
1656633600,2022-07-01 00:00:00,CBC/BTC,0.00000057,0.00000058,0.00000052,0.00000052,215988.59801818,0.1196875649278172
1656547200,2022-06-30 00:00:00,CBC/BTC,0.0000006,0.00000061,0.00000057,0.00000057,170860.3585,0.100028946169
1656460800,2022-06-29 00:00:00,CBC/BTC,0.00000059,0.00000061,0.00000059,0.0000006,104275.61019334,0.062564265231004
1656374400,2022-06-28 00:00:00,CBC/BTC,0.0000006,0.0000006,0.00000058,0.00000058,50601.59624,0.02953114971
1656288000,2022-06-27 00:00:00,CBC/BTC,0.00000058,0.0000006,0.00000058,0.0000006,42801.52296666,0.024928270906996
1656201600,2022-06-26 00:00:00,CBC/BTC,0.00000061,0.00000063,0.00000058,0.00000058,176509.705,0.105569501641
1656115200,2022-06-25 00:00:00,CBC/BTC,0.00000061,0.00000068,0.00000059,0.00000061,227861.97855902,0.1419052541550022
1656028800,2022-06-24 00:00:00,CBC/BTC,0.00000058,0.00000063,0.00000058,0.00000061,95471.18044098,0.0576936039259978
1655942400,2022-06-23 00:00:00,CBC/BTC,0.00000064,0.00000064,0.00000058,0.00000059,130084.0062,0.078803279777
1655856000,2022-06-22 00:00:00,CBC/BTC,0.00000059,0.00000063,0.00000058,0.00000062,216623.296,0.129686362806
1655769600,2022-06-21 00:00:00,CBC/BTC,0.0000006,0.00000063,0.00000058,0.00000059,118953.9276,0.07236380586
1655683200,2022-06-20 00:00:00,CBC/BTC,0.00000059,0.00000068,0.00000058,0.00000061,269437.5652,0.167153769161
1655596800,2022-06-19 00:00:00,CBC/BTC,0.00000058,0.00000065,0.00000056,0.00000059,186432.2861,0.110191446864
1655510400,2022-06-18 00:00:00,CBC/BTC,0.00000059,0.00000062,0.00000058,0.00000058,160412.76308852,0.0969204142199972
1655424000,2022-06-17 00:00:00,CBC/BTC,0.0000006,0.00000061,0.00000058,0.0000006,52512.5595,0.030991710472
1655337600,2022-06-16 00:00:00,CBC/BTC,0.00000059,0.00000062,0.00000058,0.00000062,52709.7916,0.031858199712
1655251200,2022-06-15 00:00:00,CBC/BTC,0.00000062,0.00000064,0.00000055,0.00000057,144309.38916934,0.0836064870299908
1655164800,2022-06-14 00:00:00,CBC/BTC,0.00000058,0.00000062,0.00000057,0.0000006,70343.09991551,0.0416114308849958
1655078400,2022-06-13 00:00:00,CBC/BTC,0.00000055,0.00000059,0.00000052,0.00000058,276850.4348,0.156224528463
1654992000,2022-06-12 00:00:00,CBC/BTC,0.00000059,0.0000006,0.00000052,0.00000055,537982.69819811,0.2918564720699983
1654905600,2022-06-11 00:00:00,CBC/BTC,0.00000055,0.00000072,0.00000054,0.00000058,1293950.90881869,0.7826623747770337
1654819200,2022-06-10 00:00:00,CBC/BTC,0.00000055,0.00000079,0.00000052,0.00000056,2060619.35936692,1.3074272079579848
1654732800,2022-06-09 00:00:00,CBC/BTC,0.00000052,0.00000068,0.00000051,0.00000053,748872.47963178,0.4292903846699805
1654646400,2022-06-08 00:00:00,CBC/BTC,0.00000052,0.00000054,0.0000005,0.00000051,360629.1614,0.183583212366
1654560000,2022-06-07 00:00:00,CBC/BTC,0.00000055,0.00000056,0.00000051,0.00000052,137033.55440192,0.0722820420689984
1654473600,2022-06-06 00:00:00,CBC/BTC,0.00000052,0.00000072,0.00000051,0.00000054,595512.81194357,0.3444083856369602
1654387200,2022-06-05 00:00:00,CBC/BTC,0.00000052,0.00000054,0.0000005,0.0000005,53796.34007114,0.0279728689159928
1654300800,2022-06-04 00:00:00,CBC/BTC,0.00000052,0.00000056,0.0000005,0.00000053,159749.3511,0.082016508903
1654214400,2022-06-03 00:00:00,CBC/BTC,0.00000053,0.00000057,0.0000005,0.00000051,50391.7218,0.026553562193
1654128000,2022-06-02 00:00:00,CBC/BTC,0.00000051,0.00000053,0.00000048,0.00000052,193501.1468,0.098160644236
1654041600,2022-06-01 00:00:00,CBC/BTC,0.00000054,0.00000054,0.0000005,0.00000051,252884.4325,0.128521662652
