https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CGG,Volume USDT
1661126400,2022-08-22 00:00:00,CGG/USDT,0.1139,0.1145,0.1059,0.1069,2771225.7925,304510.77869092
1661040000,2022-08-21 00:00:00,CGG/USDT,0.1104,0.1146,0.1078,0.114,2922906.5192,322783.26744204
1660953600,2022-08-20 00:00:00,CGG/USDT,0.1105,0.1118,0.1086,0.1104,2995502.8015,329886.5061627
1660867200,2022-08-19 00:00:00,CGG/USDT,0.1131,0.1157,0.1097,0.1115,2650150.1405,296428.6722505
1660780800,2022-08-18 00:00:00,CGG/USDT,0.1156,0.1185,0.1122,0.1132,2496795.3447,286848.48953617
1660694400,2022-08-17 00:00:00,CGG/USDT,0.1184,0.1212,0.1146,0.1158,2718493.4279,317290.93622195
1660608000,2022-08-16 00:00:00,CGG/USDT,0.1158,0.1183,0.1141,0.1183,2658444.1495,309940.42421903
1660521600,2022-08-15 00:00:00,CGG/USDT,0.1167,0.1214,0.1157,0.1158,2686751.1697,317607.9859035
1660435200,2022-08-14 00:00:00,CGG/USDT,0.1157,0.1213,0.114,0.1168,2554811.4378,299402.63099935
1660348800,2022-08-13 00:00:00,CGG/USDT,0.1171,0.1202,0.1136,0.1155,2640199.0641,310234.97781529
1660262400,2022-08-12 00:00:00,CGG/USDT,0.1166,0.1196,0.1127,0.1171,2659677.4005,307594.25865128
1660176000,2022-08-11 00:00:00,CGG/USDT,0.1218,0.1237,0.1156,0.1167,2332343.7501,277551.26728783
1660089600,2022-08-10 00:00:00,CGG/USDT,0.1208,0.1238,0.1177,0.1223,2465696.1434,297109.75236499
1660003200,2022-08-09 00:00:00,CGG/USDT,0.1229,0.1239,0.1182,0.1208,2655753.3503,321198.42298913
1659916800,2022-08-08 00:00:00,CGG/USDT,0.1254,0.1262,0.1201,0.123,2313197.5377,283851.53936256
1659830400,2022-08-07 00:00:00,CGG/USDT,0.1203,0.128,0.1191,0.1253,2511826.3527,307654.72021755
1659744000,2022-08-06 00:00:00,CGG/USDT,0.1206,0.1222,0.1193,0.1205,2722272.1112,328064.79633626
1659657600,2022-08-05 00:00:00,CGG/USDT,0.121,0.1266,0.1193,0.1203,525808.878,63610.04023012
1659571200,2022-08-04 00:00:00,CGG/USDT,0.1244,0.1261,0.12,0.1209,556085.2749,68005.13819632
1659484800,2022-08-03 00:00:00,CGG/USDT,0.125,0.1307,0.1242,0.1244,349339.4091,44364.8230683
1659398400,2022-08-02 00:00:00,CGG/USDT,0.1245,0.1318,0.1221,0.1251,107015.9838,13584.86259336
1659312000,2022-08-01 00:00:00,CGG/USDT,0.12,0.136,0.1194,0.1237,255045.8633,31901.31574092
1659225600,2022-07-31 00:00:00,CGG/USDT,0.1261,0.1263,0.1187,0.1199,158201.8054,19113.08933687
1659139200,2022-07-30 00:00:00,CGG/USDT,0.1235,0.1284,0.121,0.126,245237.7273,30416.26826324
1659052800,2022-07-29 00:00:00,CGG/USDT,0.1253,0.1299,0.1189,0.1236,360195.5679,45424.12453332
1658966400,2022-07-28 00:00:00,CGG/USDT,0.1167,0.1278,0.1162,0.1252,456873.8763,55401.79509921
1658880000,2022-07-27 00:00:00,CGG/USDT,0.1145,0.1185,0.11,0.1166,1871707.6343,212658.88004842
1658793600,2022-07-26 00:00:00,CGG/USDT,0.1145,0.1248,0.11,0.1145,2095074.1546,239911.20530773
1658707200,2022-07-25 00:00:00,CGG/USDT,0.1127,0.1209,0.1078,0.115,2141456.1499,243537.06965654
1658620800,2022-07-24 00:00:00,CGG/USDT,0.1127,0.1165,0.1109,0.1123,1899558.746,215496.4869092
1658534400,2022-07-23 00:00:00,CGG/USDT,0.1056,0.1319,0.1037,0.1132,2088213.8915,238781.28713309
1658448000,2022-07-22 00:00:00,CGG/USDT,0.1001,0.1362,0.0981,0.1057,2355072.7485,251421.9300399
1658361600,2022-07-21 00:00:00,CGG/USDT,0.0995,0.1272,0.0964,0.0994,2417035.788,248642.53268218
1658275200,2022-07-20 00:00:00,CGG/USDT,0.0992,0.1036,0.0966,0.0992,2071448.36928702,204260.208939695721
1658188800,2022-07-19 00:00:00,CGG/USDT,0.0987,0.1036,0.0953,0.0996,2836918.85514985,278034.123694672907
1658102400,2022-07-18 00:00:00,CGG/USDT,0.0948,0.1003,0.0942,0.0991,295686.62382091,29158.688619418393
1658016000,2022-07-17 00:00:00,CGG/USDT,0.0982,0.0992,0.0937,0.0946,824576.60438061,79450.601693237721
1657929600,2022-07-16 00:00:00,CGG/USDT,0.0982,0.1037,0.0961,0.0987,2690824.74307661,267577.003965284358
1657843200,2022-07-15 00:00:00,CGG/USDT,0.1011,0.1017,0.0955,0.0986,2719676.34870473,270238.683037210432
1657756800,2022-07-14 00:00:00,CGG/USDT,0.0979,0.1045,0.0956,0.101,2725819.3290805,270036.084940629999
1657670400,2022-07-13 00:00:00,CGG/USDT,0.0962,0.1009,0.0929,0.0984,1406403.50315381,133780.94783046711
1657584000,2022-07-12 00:00:00,CGG/USDT,0.0952,0.1589,0.0929,0.0961,3721533.37139007,381763.290964527424
1657497600,2022-07-11 00:00:00,CGG/USDT,0.0977,0.0999,0.0929,0.0956,1363544.43227547,130828.794275449497
1657411200,2022-07-10 00:00:00,CGG/USDT,0.101,0.1026,0.0976,0.0984,374512.79535089,37188.865612274313
1657324800,2022-07-09 00:00:00,CGG/USDT,0.1021,0.1047,0.0995,0.1014,198594.79061255,20094.57278306595
1657238400,2022-07-08 00:00:00,CGG/USDT,0.1004,0.107,0.0971,0.1026,1897562.62501549,189183.887265904449
1657152000,2022-07-07 00:00:00,CGG/USDT,0.104,0.1047,0.0971,0.1013,1116821.20319512,111424.375021893078
1657065600,2022-07-06 00:00:00,CGG/USDT,0.099,0.1065,0.0979,0.1046,112949.5778983,11391.257782160627
1656979200,2022-07-05 00:00:00,CGG/USDT,0.1047,0.1084,0.0979,0.0984,294733.57323353,30075.122053866525
1656892800,2022-07-04 00:00:00,CGG/USDT,0.1007,0.1086,0.0987,0.1036,490610.70845336,49971.640794237937
1656806400,2022-07-03 00:00:00,CGG/USDT,0.0991,0.1032,0.0985,0.101,678090.87739354,67526.813346293274
1656720000,2022-07-02 00:00:00,CGG/USDT,0.1029,0.1036,0.0987,0.099,502426.3249379,50505.506607796593
1656633600,2022-07-01 00:00:00,CGG/USDT,0.1125,0.1154,0.0988,0.1026,2944297.70778232,319883.481998911145
1656547200,2022-06-30 00:00:00,CGG/USDT,0.1162,0.1175,0.1122,0.1131,1275917.10647353,145082.498078064276
1656460800,2022-06-29 00:00:00,CGG/USDT,0.1165,0.1195,0.1158,0.1164,213274.77248677,24950.971613239235
1656374400,2022-06-28 00:00:00,CGG/USDT,0.1197,0.1204,0.1158,0.1163,1227964.35534964,145765.864731490809
1656288000,2022-06-27 00:00:00,CGG/USDT,0.1167,0.1219,0.1155,0.12,863018.12757241,102235.489899689046
1656201600,2022-06-26 00:00:00,CGG/USDT,0.1219,0.1248,0.1169,0.1169,1586818.28351504,194205.40610587685
1656115200,2022-06-25 00:00:00,CGG/USDT,0.1228,0.1241,0.1194,0.1219,1093761.34996838,134480.854809201675
1656028800,2022-06-24 00:00:00,CGG/USDT,0.1192,0.1246,0.118,0.1228,1095491.75631256,132649.258695031439
1655942400,2022-06-23 00:00:00,CGG/USDT,0.1172,0.1226,0.1167,0.1191,842855.76234842,101607.409448441506
1655856000,2022-06-22 00:00:00,CGG/USDT,0.1222,0.124,0.1154,0.1179,1010072.73282191,120524.646889610515
1655769600,2022-06-21 00:00:00,CGG/USDT,0.1194,0.1288,0.1185,0.1214,1621698.47410913,204004.059436282046
1655683200,2022-06-20 00:00:00,CGG/USDT,0.1179,0.1203,0.1137,0.1199,351080.28447982,40940.177247524839
1655596800,2022-06-19 00:00:00,CGG/USDT,0.1162,0.12,0.1156,0.1189,184487.04016558,21931.975881036783
1655510400,2022-06-18 00:00:00,CGG/USDT,0.1199,0.1228,0.1156,0.1162,308397.18408268,36297.538801075792
1655424000,2022-06-17 00:00:00,CGG/USDT,0.1209,0.1257,0.1188,0.1212,254512.42643016,30554.983364575646
1655337600,2022-06-16 00:00:00,CGG/USDT,0.1315,0.1331,0.1209,0.1209,262523.7199103,33014.355564105283
1655251200,2022-06-15 00:00:00,CGG/USDT,0.1278,0.1345,0.1196,0.1316,924013.07387709,115579.042904193295
1655164800,2022-06-14 00:00:00,CGG/USDT,0.1292,0.1338,0.1274,0.1288,781825.82961951,101048.16533095136
1655078400,2022-06-13 00:00:00,CGG/USDT,0.1297,0.1338,0.1274,0.1301,1002581.5898901,128921.562003929785
1654992000,2022-06-12 00:00:00,CGG/USDT,0.1278,0.1392,0.1274,0.1297,928311.32122584,120873.315783585418
1654905600,2022-06-11 00:00:00,CGG/USDT,0.129,0.1326,0.1274,0.1286,733387.94593663,94516.162101669864
1654819200,2022-06-10 00:00:00,CGG/USDT,0.1319,0.1371,0.128,0.129,479905.46297309,62935.431328975611
1654732800,2022-06-09 00:00:00,CGG/USDT,0.1469,0.149,0.1283,0.1319,1367963.40867428,190519.983138953047
1654646400,2022-06-08 00:00:00,CGG/USDT,0.1351,0.1542,0.1311,0.147,2221561.44611036,312229.613145760753
1654560000,2022-06-07 00:00:00,CGG/USDT,0.1289,0.1411,0.1275,0.1351,1053037.17775159,140476.592790209102
1654473600,2022-06-06 00:00:00,CGG/USDT,0.1385,0.1418,0.1274,0.129,877524.18533608,117336.59772577862
1654387200,2022-06-05 00:00:00,CGG/USDT,0.1344,0.1444,0.1274,0.1392,1211935.83174882,165206.757598883953
1654300800,2022-06-04 00:00:00,CGG/USDT,0.1306,0.143,0.1275,0.1345,595327.33122787,80925.025081395664
1654214400,2022-06-03 00:00:00,CGG/USDT,0.1325,0.1356,0.1278,0.131,810739.77584836,106721.338630769878
1654128000,2022-06-02 00:00:00,CGG/USDT,0.1313,0.1359,0.1274,0.1333,815368.21285342,106481.264683589533
1654041600,2022-06-01 00:00:00,CGG/USDT,0.1374,0.1393,0.1274,0.1313,302010.23715647,39445.816261615575
1653955200,2022-05-31 00:00:00,CGG/USDT,0.14,0.1441,0.1337,0.1366,288933.76569819,40383.812375628412
1653868800,2022-05-30 00:00:00,CGG/USDT,0.1316,0.1479,0.1307,0.14,889734.2961196,123424.848354664337
1653782400,2022-05-29 00:00:00,CGG/USDT,0.1321,0.1367,0.1277,0.132,1331048.09384896,173978.302121775511
1653696000,2022-05-28 00:00:00,CGG/USDT,0.1313,0.1431,0.1282,0.1327,1214270.36212425,159889.7774309409
1653609600,2022-05-27 00:00:00,CGG/USDT,0.1279,0.1387,0.1274,0.1303,1297460.97202145,170346.23973949043
1653523200,2022-05-26 00:00:00,CGG/USDT,0.1373,0.1408,0.1274,0.1284,1058392.56003792,140787.572820010195
1653436800,2022-05-25 00:00:00,CGG/USDT,0.1394,0.1431,0.1355,0.1379,489456.80799202,67653.136521511062
1653350400,2022-05-24 00:00:00,CGG/USDT,0.1381,0.144,0.137,0.1401,724636.8699245,101469.040921542032
1653264000,2022-05-23 00:00:00,CGG/USDT,0.1581,0.1698,0.138,0.1387,999312.40478348,152674.964077188929
1653177600,2022-05-22 00:00:00,CGG/USDT,0.1479,0.179,0.1433,0.1588,1732010.39324763,273973.866377123938
1653091200,2022-05-21 00:00:00,CGG/USDT,0.1332,0.154,0.131,0.1483,995565.17818617,137657.202811901602
1653004800,2022-05-20 00:00:00,CGG/USDT,0.1301,0.154,0.128,0.1332,2106939.03647344,291164.608290640477
1652918400,2022-05-19 00:00:00,CGG/USDT,0.1282,0.1421,0.1274,0.1298,1633612.3398012,214695.206758547356
1652832000,2022-05-18 00:00:00,CGG/USDT,0.1397,0.1449,0.1275,0.1275,235420.32065393,32485.324555768803
1652745600,2022-05-17 00:00:00,CGG/USDT,0.1316,0.1404,0.13,0.1396,168977.13609204,23029.705236107598
1652659200,2022-05-16 00:00:00,CGG/USDT,0.141,0.1464,0.1276,0.1327,249027.92445864,33448.124586073289
1652572800,2022-05-15 00:00:00,CGG/USDT,0.1314,0.1412,0.1263,0.1412,508407.58911321,66530.613830489353
1652486400,2022-05-14 00:00:00,CGG/USDT,0.1367,0.1432,0.1262,0.1292,578735.06268404,76249.201423093136
1652400000,2022-05-13 00:00:00,CGG/USDT,0.1332,0.1566,0.1308,0.1381,784833.85879158,111125.644565814605
1652313600,2022-05-12 00:00:00,CGG/USDT,0.1439,0.1493,0.1301,0.1314,676450.87906342,90104.031790085838
1652227200,2022-05-11 00:00:00,CGG/USDT,0.1892,0.1955,0.1372,0.1438,902321.43299867,144679.536271242866
1652140800,2022-05-10 00:00:00,CGG/USDT,0.1922,0.2024,0.1822,0.1896,200344.22758126,38518.137688575095
1652054400,2022-05-09 00:00:00,CGG/USDT,0.2144,0.2144,0.1912,0.1921,183873.29522256,37009.939039637966
1651968000,2022-05-08 00:00:00,CGG/USDT,0.225,0.2274,0.2119,0.2127,127497.83963226,27869.3099347184
1651881600,2022-05-07 00:00:00,CGG/USDT,0.2357,0.2357,0.225,0.2252,92009.17931625,21063.471474411212
1651795200,2022-05-06 00:00:00,CGG/USDT,0.2395,0.2471,0.234,0.2357,120173.2017779,28901.173771109403
1651708800,2022-05-05 00:00:00,CGG/USDT,0.2786,0.285,0.2313,0.2404,253667.19304345,64573.546072098787
1651622400,2022-05-04 00:00:00,CGG/USDT,0.2437,0.2929,0.2394,0.2789,974758.88150516,261868.473925754035
1651536000,2022-05-03 00:00:00,CGG/USDT,0.239,0.253,0.2329,0.2443,214002.65878293,52720.436620047094
1651449600,2022-05-02 00:00:00,CGG/USDT,0.2508,0.2517,0.2392,0.2392,112186.01710135,27281.411063993586
1651363200,2022-05-01 00:00:00,CGG/USDT,0.2519,0.2521,0.2425,0.2508,100988.83049738,25168.79798064343
1651276800,2022-04-30 00:00:00,CGG/USDT,0.258,0.2599,0.2519,0.2519,149820.63988983,38106.185197766648
1651190400,2022-04-29 00:00:00,CGG/USDT,0.2702,0.2785,0.255,0.2577,158798.39708206,42037.383882232222
1651104000,2022-04-28 00:00:00,CGG/USDT,0.2728,0.2787,0.2662,0.2698,95935.66232763,26096.076757654776
1651017600,2022-04-27 00:00:00,CGG/USDT,0.272,0.2839,0.2696,0.2727,154827.96562908,42391.550200933921
1650931200,2022-04-26 00:00:00,CGG/USDT,0.2952,0.3035,0.2701,0.2724,226383.72390771,65501.045829011233
1650844800,2022-04-25 00:00:00,CGG/USDT,0.3016,0.3062,0.285,0.2955,223152.85893951,65605.458249289869
1650758400,2022-04-24 00:00:00,CGG/USDT,0.3088,0.3258,0.3,0.3023,136062.6023346,41792.573744816663
1650672000,2022-04-23 00:00:00,CGG/USDT,0.3174,0.3189,0.308,0.3092,85723.37632934,26885.131355600614
1650585600,2022-04-22 00:00:00,CGG/USDT,0.3341,0.3353,0.3137,0.3175,171124.10874267,55353.113290436558
1650499200,2022-04-21 00:00:00,CGG/USDT,0.3483,0.3521,0.332,0.3342,195689.89555798,66744.246146620143
1650412800,2022-04-20 00:00:00,CGG/USDT,0.365,0.367,0.3441,0.3483,75942.09076906,27187.639823078532
1650326400,2022-04-19 00:00:00,CGG/USDT,0.3574,0.3699,0.3524,0.3656,135294.86023527,48588.571849773746
1650240000,2022-04-18 00:00:00,CGG/USDT,0.3358,0.3624,0.3301,0.3569,264962.59369647,91011.258681813133
1650153600,2022-04-17 00:00:00,CGG/USDT,0.3411,0.347,0.3344,0.3361,61635.686231,20947.084779677803
1650067200,2022-04-16 00:00:00,CGG/USDT,0.3439,0.3616,0.335,0.3425,165486.70742616,56766.841189997054
1649980800,2022-04-15 00:00:00,CGG/USDT,0.3433,0.3639,0.335,0.3453,200245.36005846,69219.088360368576
1649894400,2022-04-14 00:00:00,CGG/USDT,0.3782,0.392,0.3368,0.343,322290.1723291,116663.887675247492
1649808000,2022-04-13 00:00:00,CGG/USDT,0.359,0.3847,0.3432,0.3782,548047.14530968,196272.698840870296
1649721600,2022-04-12 00:00:00,CGG/USDT,0.3862,0.3963,0.3528,0.359,444765.03476595,164807.495755259378
1649635200,2022-04-11 00:00:00,CGG/USDT,0.4179,0.4287,0.3758,0.3842,362586.98884076,144150.987189564728
1649548800,2022-04-10 00:00:00,CGG/USDT,0.4291,0.4375,0.4151,0.4196,151932.14364322,64482.087467085664
1649462400,2022-04-09 00:00:00,CGG/USDT,0.4279,0.4339,0.4151,0.4298,144648.28103149,61566.150624805511
1649376000,2022-04-08 00:00:00,CGG/USDT,0.4631,0.4698,0.4203,0.4298,330958.49965956,146354.994027570958
1649289600,2022-04-07 00:00:00,CGG/USDT,0.458,0.4774,0.4501,0.4619,218716.90557989,100641.13005972922
1649203200,2022-04-06 00:00:00,CGG/USDT,0.5401,0.5401,0.4572,0.4572,364810.41617969,181715.045705504929
1649116800,2022-04-05 00:00:00,CGG/USDT,0.5659,0.5926,0.54,0.5405,335584.73456019,188726.504650532793
1649030400,2022-04-04 00:00:00,CGG/USDT,0.5781,0.592,0.5422,0.5666,369314.04307511,207550.713130063161
1648944000,2022-04-03 00:00:00,CGG/USDT,0.5156,0.6531,0.5147,0.5824,1051763.08984424,613302.988310358781
1648857600,2022-04-02 00:00:00,CGG/USDT,0.5162,0.539,0.5049,0.5155,467532.7669179,243306.23466125077
1648771200,2022-04-01 00:00:00,CGG/USDT,0.4901,0.5427,0.4759,0.5161,432197.23937636,216841.681373487676
1648684800,2022-03-31 00:00:00,CGG/USDT,0.5102,0.5602,0.4814,0.4891,914824.83292944,474674.227659154906
1648598400,2022-03-30 00:00:00,CGG/USDT,0.4816,0.515,0.4634,0.5104,307422.29867287,149366.263499362176
1648512000,2022-03-29 00:00:00,CGG/USDT,0.485,0.5052,0.472,0.4816,283324.744343,137876.391583198792
1648425600,2022-03-28 00:00:00,CGG/USDT,0.4518,0.5198,0.45,0.4854,412496.5054454,200137.877551205176
1648339200,2022-03-27 00:00:00,CGG/USDT,0.4113,0.4931,0.4093,0.4518,536355.01447574,238980.423288307546
1648252800,2022-03-26 00:00:00,CGG/USDT,0.4239,0.4288,0.3969,0.4109,141081.79208211,57947.185940240788
1648166400,2022-03-25 00:00:00,CGG/USDT,0.408,0.435,0.3951,0.4234,195550.05532015,81954.1786514828
1648080000,2022-03-24 00:00:00,CGG/USDT,0.4132,0.4299,0.395,0.4076,290448.03390484,120375.861010154122
1647993600,2022-03-23 00:00:00,CGG/USDT,0.4167,0.4238,0.402,0.415,132630.40840237,54505.212839019564
1647907200,2022-03-22 00:00:00,CGG/USDT,0.4135,0.4463,0.4135,0.4177,101107.24107419,43439.765223376308
1647820800,2022-03-21 00:00:00,CGG/USDT,0.4192,0.434,0.4045,0.4136,82143.74939064,34453.986081186371
1647734400,2022-03-20 00:00:00,CGG/USDT,0.4439,0.4462,0.4,0.4186,163199.72006758,68355.184875247434
1647648000,2022-03-19 00:00:00,CGG/USDT,0.4365,0.4626,0.422,0.4446,143916.76659044,63498.269923942724
1647561600,2022-03-18 00:00:00,CGG/USDT,0.3873,0.44,0.3786,0.4362,301124.01849418,124524.505143571463
1647475200,2022-03-17 00:00:00,CGG/USDT,0.3913,0.4065,0.3801,0.3887,159469.42336801,62476.261192150962
1647388800,2022-03-16 00:00:00,CGG/USDT,0.3592,0.42,0.3553,0.3903,267491.07717384,102018.710444736321
1647302400,2022-03-15 00:00:00,CGG/USDT,0.3638,0.3761,0.3551,0.3565,122307.44648895,44114.51137290268
1647216000,2022-03-14 00:00:00,CGG/USDT,0.3702,0.3809,0.3606,0.3638,81484.38880511,30142.731573640016
1647129600,2022-03-13 00:00:00,CGG/USDT,0.3883,0.3915,0.368,0.3695,151464.43589337,57158.522428128907
1647043200,2022-03-12 00:00:00,CGG/USDT,0.4037,0.404,0.3874,0.3883,89085.04133219,35416.872472276703
1646956800,2022-03-11 00:00:00,CGG/USDT,0.4129,0.435,0.3998,0.4037,221918.361818,90860.657180590069
1646870400,2022-03-10 00:00:00,CGG/USDT,0.4346,0.4444,0.4063,0.4134,148013.62108437,62775.533138517127
1646784000,2022-03-09 00:00:00,CGG/USDT,0.4276,0.45,0.4252,0.4365,144183.4662854,63249.630895350307
1646697600,2022-03-08 00:00:00,CGG/USDT,0.4115,0.4358,0.41,0.4251,133234.51240075,56920.801379390031
1646611200,2022-03-07 00:00:00,CGG/USDT,0.4333,0.4373,0.41,0.4115,147758.9361954,62035.972609518004
1646524800,2022-03-06 00:00:00,CGG/USDT,0.4747,0.4777,0.4289,0.4333,148239.35853756,66578.058484674539
1646438400,2022-03-05 00:00:00,CGG/USDT,0.4652,0.485,0.4565,0.4763,85177.98248542,40390.325774892334
1646352000,2022-03-04 00:00:00,CGG/USDT,0.4964,0.4976,0.4501,0.4656,153518.36188318,72337.287357804051
1646265600,2022-03-03 00:00:00,CGG/USDT,0.5195,0.5207,0.4905,0.4968,160163.78097003,81402.289591558277
1646179200,2022-03-02 00:00:00,CGG/USDT,0.5003,0.5289,0.4948,0.5195,148549.56707084,76178.062986571621
1646092800,2022-03-01 00:00:00,CGG/USDT,0.491,0.5294,0.4903,0.5004,340404.27363793,171973.954293380206
1646006400,2022-02-28 00:00:00,CGG/USDT,0.4481,0.4925,0.4421,0.4898,202257.65467932,94145.573440758842
1645920000,2022-02-27 00:00:00,CGG/USDT,0.4695,0.4736,0.446,0.4468,206935.32380718,93780.161107566952
1645833600,2022-02-26 00:00:00,CGG/USDT,0.4832,0.491,0.4627,0.4698,187728.27116129,89552.548405506335
1645747200,2022-02-25 00:00:00,CGG/USDT,0.4691,0.5058,0.4417,0.4832,284383.54145546,134924.022719393314
1645660800,2022-02-24 00:00:00,CGG/USDT,0.549,0.59,0.4,0.4687,1120213.20530134,522460.129432674547
1645574400,2022-02-23 00:00:00,CGG/USDT,0.5553,0.579,0.5473,0.5486,110202.5563267,61883.599311035361
1645488000,2022-02-22 00:00:00,CGG/USDT,0.5718,0.5753,0.5473,0.5553,177222.94428855,98845.143574947779
1645401600,2022-02-21 00:00:00,CGG/USDT,0.591,0.6241,0.5697,0.571,199883.13559206,119644.863339785608
1645315200,2022-02-20 00:00:00,CGG/USDT,0.6215,0.6216,0.59,0.59,212411.38178021,128544.963545167484
1645228800,2022-02-19 00:00:00,CGG/USDT,0.6357,0.6398,0.615,0.6215,125340.00239001,78380.551989933438
1645142400,2022-02-18 00:00:00,CGG/USDT,0.673,0.6819,0.6315,0.6358,301998.78861227,196832.957210072585
1645056000,2022-02-17 00:00:00,CGG/USDT,0.7147,0.7179,0.65,0.6726,450526.37061052,308442.599152238844
1644969600,2022-02-16 00:00:00,CGG/USDT,0.6967,0.7185,0.672,0.716,447883.445695,312271.518044461637
1644883200,2022-02-15 00:00:00,CGG/USDT,0.6493,0.704,0.6442,0.6967,587273.81388661,394881.636693612606
1644796800,2022-02-14 00:00:00,CGG/USDT,0.6533,0.6949,0.625,0.6486,396322.25270874,256210.117113238817
1644710400,2022-02-13 00:00:00,CGG/USDT,0.6651,0.724,0.6521,0.6545,775518.57340432,530236.042498290324
1644624000,2022-02-12 00:00:00,CGG/USDT,0.6794,0.6902,0.6281,0.6651,388960.36950581,254815.049595767467
1644537600,2022-02-11 00:00:00,CGG/USDT,0.7328,0.751,0.6587,0.6789,690075.70771111,485170.130472008772
1644451200,2022-02-10 00:00:00,CGG/USDT,0.7062,0.7701,0.678,0.7361,788877.34152464,566755.96741202919
1644364800,2022-02-09 00:00:00,CGG/USDT,0.7103,0.7301,0.6891,0.7054,542949.22666322,384973.268812982425
1644278400,2022-02-08 00:00:00,CGG/USDT,0.7147,0.74,0.6741,0.7103,665725.25471619,470822.143510085889
1644192000,2022-02-07 00:00:00,CGG/USDT,0.6299,0.7423,0.6216,0.7167,722217.9442942,503792.132234381846
1644105600,2022-02-06 00:00:00,CGG/USDT,0.578,0.689,0.5653,0.6301,713702.51851758,439686.729524574123
1644019200,2022-02-05 00:00:00,CGG/USDT,0.5313,0.6194,0.522,0.5779,1086251.35777778,609964.395790402651
1643932800,2022-02-04 00:00:00,CGG/USDT,0.5014,0.5713,0.4943,0.5314,572232.82528164,302618.9776996089
1643846400,2022-02-03 00:00:00,CGG/USDT,0.4899,0.513,0.4719,0.4968,174748.34141885,86313.315449554257
1643760000,2022-02-02 00:00:00,CGG/USDT,0.5375,0.555,0.4888,0.4888,339506.40858151,177899.246406961644
1643673600,2022-02-01 00:00:00,CGG/USDT,0.5331,0.5661,0.488,0.5376,523575.72307916,275373.356644279415
