https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BRL,tradecount
1663322400000,2022-09-16 10:00:00,BTC/BRL,104060.00000000,104498.00000000,103976.00000000,104240.00000000,10.13011000,1055356.94022000,713
1663318800000,2022-09-16 09:00:00,BTC/BRL,103729.00000000,104218.00000000,103704.00000000,104022.00000000,10.66280000,1109397.13455000,693
1663315200000,2022-09-16 08:00:00,BTC/BRL,103924.00000000,104000.00000000,103286.00000000,103727.00000000,6.97636000,722760.12677000,499
1663311600000,2022-09-16 07:00:00,BTC/BRL,104015.00000000,104199.00000000,103844.00000000,103844.00000000,1.30425000,135689.28861000,220
1663308000000,2022-09-16 06:00:00,BTC/BRL,103937.00000000,104201.00000000,103843.00000000,103938.00000000,6.82760000,710187.49382000,420
1663304400000,2022-09-16 05:00:00,BTC/BRL,104281.00000000,104355.00000000,103861.00000000,103898.00000000,1.89658000,197399.78945000,225
1663300800000,2022-09-16 04:00:00,BTC/BRL,103896.00000000,104413.00000000,103864.00000000,104271.00000000,5.03430000,524464.29389000,563
1663297200000,2022-09-16 03:00:00,BTC/BRL,103908.00000000,104102.00000000,103622.00000000,103895.00000000,12.36765000,1283976.96937000,713
1663293600000,2022-09-16 02:00:00,BTC/BRL,103936.00000000,104094.00000000,103600.00000000,103922.00000000,13.24632000,1375532.17137000,793
1663290000000,2022-09-16 01:00:00,BTC/BRL,104195.00000000,104350.00000000,103838.00000000,103988.00000000,6.63787000,691435.45180000,736
1663286400000,2022-09-16 00:00:00,BTC/BRL,103780.00000000,104195.00000000,103200.00000000,104190.00000000,41.81655000,4336290.87057000,1988
1663282800000,2022-09-15 23:00:00,BTC/BRL,103945.00000000,104175.00000000,103500.00000000,103747.00000000,26.88443000,2788976.40607000,1351
1663279200000,2022-09-15 22:00:00,BTC/BRL,104420.00000000,104422.00000000,103282.00000000,103962.00000000,14.25610000,1482308.70709000,1076
1663275600000,2022-09-15 21:00:00,BTC/BRL,104457.00000000,104770.00000000,103715.00000000,104556.00000000,31.36934000,3274928.16237000,1509
1663272000000,2022-09-15 20:00:00,BTC/BRL,103962.00000000,104482.00000000,103962.00000000,104482.00000000,16.71222000,1741097.19156000,1168
1663268400000,2022-09-15 19:00:00,BTC/BRL,103828.00000000,104236.00000000,103500.00000000,104020.00000000,22.13856000,2296940.78702000,1342
1663264800000,2022-09-15 18:00:00,BTC/BRL,104237.00000000,104383.00000000,103620.00000000,103745.00000000,25.79113000,2682531.24377000,1682
1663261200000,2022-09-15 17:00:00,BTC/BRL,104232.00000000,104690.00000000,103903.00000000,104192.00000000,20.34797000,2121338.27801000,1948
1663257600000,2022-09-15 16:00:00,BTC/BRL,103635.00000000,104383.00000000,103254.00000000,104265.00000000,30.90342000,3207767.52021000,2115
1663254000000,2022-09-15 15:00:00,BTC/BRL,103293.00000000,104200.00000000,102300.00000000,103662.00000000,45.47904000,4702305.84784000,2857
1663250400000,2022-09-15 14:00:00,BTC/BRL,105002.00000000,105450.00000000,103080.00000000,103354.00000000,58.35208000,6097592.77498000,4195
1663246800000,2022-09-15 13:00:00,BTC/BRL,104949.00000000,105120.00000000,104477.00000000,104975.00000000,35.54760000,3725283.51998000,2585
1663243200000,2022-09-15 12:00:00,BTC/BRL,104524.00000000,105180.00000000,104492.00000000,104925.00000000,43.50594000,4562297.88067000,2276
1663239600000,2022-09-15 11:00:00,BTC/BRL,104665.00000000,104870.00000000,104354.00000000,104552.00000000,10.86843000,1136910.24640000,822
1663236000000,2022-09-15 10:00:00,BTC/BRL,104430.00000000,104807.00000000,104306.00000000,104672.00000000,7.08533000,741020.81192000,926
1663232400000,2022-09-15 09:00:00,BTC/BRL,104570.00000000,104782.00000000,104069.00000000,104475.00000000,9.06603000,946906.33082000,737
1663228800000,2022-09-15 08:00:00,BTC/BRL,104871.00000000,104947.00000000,104024.00000000,104587.00000000,17.10413000,1784924.80844000,1102
1663225200000,2022-09-15 07:00:00,BTC/BRL,104375.00000000,105442.00000000,104298.00000000,104869.00000000,13.73742000,1440845.03404000,1313
1663221600000,2022-09-15 06:00:00,BTC/BRL,104634.00000000,105467.00000000,103819.00000000,104403.00000000,23.38726000,2442983.54381000,1612
1663218000000,2022-09-15 05:00:00,BTC/BRL,104041.00000000,104863.00000000,103936.00000000,104636.00000000,7.54797000,787844.79435000,793
1663214400000,2022-09-15 04:00:00,BTC/BRL,103954.00000000,104305.00000000,103721.00000000,104060.00000000,14.07913000,1463655.93306000,1114
1663210800000,2022-09-15 03:00:00,BTC/BRL,104275.00000000,104331.00000000,103500.00000000,103967.00000000,9.20893000,956998.75736000,1223
1663207200000,2022-09-15 02:00:00,BTC/BRL,104846.00000000,104846.00000000,103990.00000000,104289.00000000,10.10096000,1053466.86894000,948
1663203600000,2022-09-15 01:00:00,BTC/BRL,104559.00000000,104843.00000000,103572.00000000,104827.00000000,13.68137000,1426021.45119000,1338
1663200000000,2022-09-15 00:00:00,BTC/BRL,105034.00000000,105252.00000000,104525.00000000,104588.00000000,15.95104000,1673464.01240000,1236
1663196400000,2022-09-14 23:00:00,BTC/BRL,105376.00000000,105453.00000000,104866.00000000,105034.00000000,16.85740000,1773091.39889000,1014
1663192800000,2022-09-14 22:00:00,BTC/BRL,104901.00000000,105895.00000000,104578.00000000,105366.00000000,25.46295000,2679106.42080000,1928
1663189200000,2022-09-14 21:00:00,BTC/BRL,103588.00000000,105009.00000000,103116.00000000,104923.00000000,15.26587000,1587491.03295000,1258
1663185600000,2022-09-14 20:00:00,BTC/BRL,103800.00000000,103998.00000000,103474.00000000,103579.00000000,18.80815000,1950458.35847000,1226
1663182000000,2022-09-14 19:00:00,BTC/BRL,102909.00000000,104060.00000000,102669.00000000,103800.00000000,25.03295000,2588396.52753000,1956
1663178400000,2022-09-14 18:00:00,BTC/BRL,104556.00000000,104691.00000000,102261.00000000,102944.00000000,54.32808000,5617820.39052000,3739
1663174800000,2022-09-14 17:00:00,BTC/BRL,104688.00000000,105123.00000000,104515.00000000,104561.00000000,27.20033000,2852326.68211000,1481
1663171200000,2022-09-14 16:00:00,BTC/BRL,104849.00000000,105100.00000000,104487.00000000,104705.00000000,40.18270000,4211672.02599000,2269
1663167600000,2022-09-14 15:00:00,BTC/BRL,105279.00000000,105412.00000000,104797.00000000,104801.00000000,34.72194000,3651218.85920000,1940
1663164000000,2022-09-14 14:00:00,BTC/BRL,105581.00000000,105581.00000000,104588.00000000,105304.00000000,40.22838000,4224121.39997000,2947
1663160400000,2022-09-14 13:00:00,BTC/BRL,105326.00000000,105984.00000000,105041.00000000,105597.00000000,44.05769000,4652621.34162000,2756
1663156800000,2022-09-14 12:00:00,BTC/BRL,105267.00000000,105450.00000000,104427.00000000,105311.00000000,40.09618000,4210686.17715000,3542
1663153200000,2022-09-14 11:00:00,BTC/BRL,105971.00000000,106039.00000000,104713.00000000,105203.00000000,10.41141000,1097165.78090000,1009
1663149600000,2022-09-14 10:00:00,BTC/BRL,106042.00000000,106271.00000000,105766.00000000,105919.00000000,6.98024000,739754.56338000,850
1663146000000,2022-09-14 09:00:00,BTC/BRL,106261.00000000,106393.00000000,105854.00000000,106074.00000000,4.24629000,450492.38508000,646
1663142400000,2022-09-14 08:00:00,BTC/BRL,105521.00000000,106424.00000000,105338.00000000,106281.00000000,15.72006000,1662534.65807000,1289
1663138800000,2022-09-14 07:00:00,BTC/BRL,105474.00000000,105879.00000000,105000.00000000,105536.00000000,6.33162000,667594.29074000,730
1663135200000,2022-09-14 06:00:00,BTC/BRL,105799.00000000,105837.00000000,105344.00000000,105468.00000000,3.79702000,400903.75736000,320
1663131600000,2022-09-14 05:00:00,BTC/BRL,106198.00000000,106198.00000000,105714.00000000,105756.00000000,1.71697000,181993.91207000,200
1663128000000,2022-09-14 04:00:00,BTC/BRL,105950.00000000,106271.00000000,105697.00000000,106150.00000000,3.70614000,392881.51340000,450
1663124400000,2022-09-14 03:00:00,BTC/BRL,106490.00000000,106587.00000000,105822.00000000,105898.00000000,8.94491000,949448.21345000,730
1663120800000,2022-09-14 02:00:00,BTC/BRL,105688.00000000,106943.00000000,105633.00000000,106512.00000000,16.36129000,1739689.50966000,1276
1663117200000,2022-09-14 01:00:00,BTC/BRL,105173.00000000,105846.00000000,105077.00000000,105702.00000000,7.56977000,798849.76287000,887
1663113600000,2022-09-14 00:00:00,BTC/BRL,105037.00000000,105322.00000000,104456.00000000,105173.00000000,14.86929000,1561289.22423000,1221
1663110000000,2022-09-13 23:00:00,BTC/BRL,105416.00000000,105565.00000000,104695.00000000,105036.00000000,10.59077000,1113300.04762000,1107
1663106400000,2022-09-13 22:00:00,BTC/BRL,104818.00000000,105605.00000000,104573.00000000,105456.00000000,16.01335000,1683278.15248000,1244
1663102800000,2022-09-13 21:00:00,BTC/BRL,105481.00000000,105547.00000000,103527.00000000,104870.00000000,34.98947000,3656856.90619000,1314
1663099200000,2022-09-13 20:00:00,BTC/BRL,105530.00000000,106130.00000000,105360.00000000,105482.00000000,22.68498000,2396024.83910000,1286
1663095600000,2022-09-13 19:00:00,BTC/BRL,105224.00000000,105904.00000000,104294.00000000,105675.00000000,38.21314000,4017287.82825000,2485
1663092000000,2022-09-13 18:00:00,BTC/BRL,107665.00000000,107777.00000000,105154.00000000,105281.00000000,51.26142000,5475132.61606000,4000
1663088400000,2022-09-13 17:00:00,BTC/BRL,107596.00000000,108478.00000000,107379.00000000,107693.00000000,40.89724000,4409934.02187000,3163
1663084800000,2022-09-13 16:00:00,BTC/BRL,108072.00000000,108316.00000000,107314.00000000,107637.00000000,35.94761000,3875769.22524000,2916
1663081200000,2022-09-13 15:00:00,BTC/BRL,108552.00000000,108831.00000000,107600.00000000,108108.00000000,81.34669000,8799541.82841000,4788
1663077600000,2022-09-13 14:00:00,BTC/BRL,109845.00000000,110177.00000000,107825.00000000,108577.00000000,90.36734000,9874649.56888000,5410
1663074000000,2022-09-13 13:00:00,BTC/BRL,111038.00000000,111828.00000000,109764.00000000,109764.00000000,94.20641000,10441640.46985000,5027
1663070400000,2022-09-13 12:00:00,BTC/BRL,115041.00000000,116182.00000000,110500.00000000,110983.00000000,156.22834000,17676356.19639000,6865
1663066800000,2022-09-13 11:00:00,BTC/BRL,115005.00000000,115811.00000000,114800.00000000,115027.00000000,23.68875000,2728944.17415000,2087
1663063200000,2022-09-13 10:00:00,BTC/BRL,114346.00000000,115287.00000000,114162.00000000,115003.00000000,13.59678000,1561108.70369000,1143
1663059600000,2022-09-13 09:00:00,BTC/BRL,113685.00000000,114638.00000000,113685.00000000,114308.00000000,7.54258000,861217.96228000,736
1663056000000,2022-09-13 08:00:00,BTC/BRL,113795.00000000,114040.00000000,113372.00000000,113642.00000000,13.59929000,1545697.71174000,781
1663052400000,2022-09-13 07:00:00,BTC/BRL,114018.00000000,114596.00000000,113793.00000000,113856.00000000,9.94407000,1135430.10086000,842
1663048800000,2022-09-13 06:00:00,BTC/BRL,114349.00000000,115128.00000000,113703.00000000,114009.00000000,25.50415000,2922235.55370000,1499
1663045200000,2022-09-13 05:00:00,BTC/BRL,113860.00000000,114517.00000000,113777.00000000,114334.00000000,13.34076000,1523553.82787000,703
1663041600000,2022-09-13 04:00:00,BTC/BRL,113541.00000000,114116.00000000,113224.00000000,113819.00000000,20.01139000,2275753.91842000,1058
1663038000000,2022-09-13 03:00:00,BTC/BRL,113800.00000000,113889.00000000,113253.00000000,113570.00000000,6.74266000,764951.15483000,520
1663034400000,2022-09-13 02:00:00,BTC/BRL,113652.00000000,113902.00000000,112800.00000000,113800.00000000,17.69203000,2003800.41441000,1305
1663030800000,2022-09-13 01:00:00,BTC/BRL,113512.00000000,113920.00000000,113256.00000000,113693.00000000,13.85273000,1573747.76200000,967
1663027200000,2022-09-13 00:00:00,BTC/BRL,114283.00000000,114593.00000000,112977.00000000,113511.00000000,31.69998000,3601317.29795000,2171
1663023600000,2022-09-12 23:00:00,BTC/BRL,114000.00000000,114347.00000000,113893.00000000,114314.00000000,14.90743000,1701211.55414000,1070
1663020000000,2022-09-12 22:00:00,BTC/BRL,114106.00000000,114500.00000000,113692.00000000,113977.00000000,22.29254000,2542007.79647000,1359
1663016400000,2022-09-12 21:00:00,BTC/BRL,114426.00000000,114650.00000000,113733.00000000,114066.00000000,19.20690000,2192774.94987000,1356
1663012800000,2022-09-12 20:00:00,BTC/BRL,114619.00000000,114845.00000000,114232.00000000,114463.00000000,24.96229000,2858461.96328000,1995
1663009200000,2022-09-12 19:00:00,BTC/BRL,114256.00000000,114685.00000000,114000.00000000,114600.00000000,43.27919000,4950444.69091000,2300
1663005600000,2022-09-12 18:00:00,BTC/BRL,114488.00000000,114633.00000000,113835.00000000,114227.00000000,48.32470000,5518119.18223000,2706
1663002000000,2022-09-12 17:00:00,BTC/BRL,113976.00000000,114589.00000000,113583.00000000,114410.00000000,31.44221000,3584768.46232000,2109
1662998400000,2022-09-12 16:00:00,BTC/BRL,113324.00000000,114384.00000000,112866.00000000,113952.00000000,59.31765000,6743107.36251000,3643
1662994800000,2022-09-12 15:00:00,BTC/BRL,114604.00000000,114633.00000000,112935.00000000,113324.00000000,53.93082000,6148401.09365000,3668
1662991200000,2022-09-12 14:00:00,BTC/BRL,114857.00000000,115531.00000000,114500.00000000,114658.00000000,79.53913000,9146175.58116000,4451
1662987600000,2022-09-12 13:00:00,BTC/BRL,115181.00000000,115498.00000000,114500.00000000,114965.00000000,62.01636000,7126467.15578000,3966
1662984000000,2022-09-12 12:00:00,BTC/BRL,115255.00000000,115341.00000000,114218.00000000,115164.00000000,68.17455000,7835429.90089000,3518
1662980400000,2022-09-12 11:00:00,BTC/BRL,114423.00000000,115869.00000000,114152.00000000,115224.00000000,17.51662000,2015142.00346000,1669
1662976800000,2022-09-12 10:00:00,BTC/BRL,114516.00000000,114785.00000000,113515.00000000,114430.00000000,12.12010000,1384923.69153000,1273
1662973200000,2022-09-12 09:00:00,BTC/BRL,114911.00000000,115038.00000000,114415.00000000,114469.00000000,7.12748000,817339.96451000,789
1662969600000,2022-09-12 08:00:00,BTC/BRL,114715.00000000,115220.00000000,114318.00000000,114906.00000000,23.40191000,2688036.32011000,1339
1662966000000,2022-09-12 07:00:00,BTC/BRL,112878.00000000,114881.00000000,112763.00000000,114747.00000000,20.02449000,2279186.88500000,1910
1662962400000,2022-09-12 06:00:00,BTC/BRL,112689.00000000,112979.00000000,112234.00000000,112849.00000000,12.97192000,1460885.60620000,1203
1662958800000,2022-09-12 05:00:00,BTC/BRL,112334.00000000,112702.00000000,112084.00000000,112683.00000000,10.12791000,1138823.35128000,2207
1662955200000,2022-09-12 04:00:00,BTC/BRL,112060.00000000,112461.00000000,111836.00000000,112336.00000000,16.98656000,1905848.25610000,2929
1662951600000,2022-09-12 03:00:00,BTC/BRL,112505.00000000,112872.00000000,111556.00000000,112048.00000000,17.11961000,1918275.04830000,1459
1662948000000,2022-09-12 02:00:00,BTC/BRL,113972.00000000,114110.00000000,112033.00000000,112542.00000000,30.16164000,3403329.41189000,1772
1662944400000,2022-09-12 01:00:00,BTC/BRL,111830.00000000,115401.00000000,111536.00000000,113729.00000000,44.70928000,5079692.09765000,2078
1662940800000,2022-09-12 00:00:00,BTC/BRL,112684.00000000,112900.00000000,111859.00000000,111891.00000000,17.33858000,1947495.07057000,1168
1662937200000,2022-09-11 23:00:00,BTC/BRL,111789.00000000,112832.00000000,111500.00000000,112656.00000000,14.60452000,1637115.05250000,1150
1662933600000,2022-09-11 22:00:00,BTC/BRL,111422.00000000,112088.00000000,111380.00000000,111798.00000000,14.16587000,1583477.53273000,843
1662930000000,2022-09-11 21:00:00,BTC/BRL,111856.00000000,112400.00000000,111128.00000000,111388.00000000,16.16652000,1807768.22113000,803
1662926400000,2022-09-11 20:00:00,BTC/BRL,111804.00000000,112151.00000000,111000.00000000,111877.00000000,24.47238000,2730139.35419000,1448
1662922800000,2022-09-11 19:00:00,BTC/BRL,111510.00000000,111879.00000000,111447.00000000,111847.00000000,4.29236000,479523.28028000,467
1662919200000,2022-09-11 18:00:00,BTC/BRL,111765.00000000,112048.00000000,111358.00000000,111467.00000000,10.54779000,1178677.74208000,897
1662915600000,2022-09-11 17:00:00,BTC/BRL,112079.00000000,112905.00000000,111697.00000000,111793.00000000,18.56948000,2085306.81521000,1141
1662912000000,2022-09-11 16:00:00,BTC/BRL,111913.00000000,112290.00000000,111627.00000000,112048.00000000,8.19949000,918390.14687000,841
1662908400000,2022-09-11 15:00:00,BTC/BRL,111294.00000000,112439.00000000,111220.00000000,111858.00000000,12.52725000,1401108.33356000,1140
1662904800000,2022-09-11 14:00:00,BTC/BRL,111502.00000000,111555.00000000,111059.00000000,111296.00000000,5.89712000,656445.74976000,653
1662901200000,2022-09-11 13:00:00,BTC/BRL,111764.00000000,111791.00000000,111300.00000000,111453.00000000,10.57630000,1179735.19223000,797
1662897600000,2022-09-11 12:00:00,BTC/BRL,111709.00000000,111905.00000000,111295.00000000,111752.00000000,11.37482000,1270819.80031000,942
1662894000000,2022-09-11 11:00:00,BTC/BRL,111645.00000000,112141.00000000,111636.00000000,111725.00000000,4.02889000,450660.00076000,560
1662890400000,2022-09-11 10:00:00,BTC/BRL,111678.00000000,111976.00000000,111500.00000000,111641.00000000,7.08929000,792099.89978000,452
1662886800000,2022-09-11 09:00:00,BTC/BRL,112014.00000000,112145.00000000,111571.00000000,111623.00000000,3.17905000,355304.81538000,316
1662883200000,2022-09-11 08:00:00,BTC/BRL,111638.00000000,112221.00000000,111409.00000000,112037.00000000,6.45896000,722564.54476000,615
1662879600000,2022-09-11 07:00:00,BTC/BRL,110949.00000000,111814.00000000,110876.00000000,111646.00000000,5.83590000,650380.35458000,721
1662876000000,2022-09-11 06:00:00,BTC/BRL,111731.00000000,111902.00000000,110471.00000000,110977.00000000,10.78232000,1197914.09857000,839
1662872400000,2022-09-11 05:00:00,BTC/BRL,111550.00000000,111834.00000000,111398.00000000,111657.00000000,2.32904000,259935.48738000,265
1662868800000,2022-09-11 04:00:00,BTC/BRL,111461.00000000,111905.00000000,111426.00000000,111545.00000000,4.44829000,496731.40027000,392
1662865200000,2022-09-11 03:00:00,BTC/BRL,111285.00000000,111510.00000000,111220.00000000,111414.00000000,3.10213000,345502.73846000,406
1662861600000,2022-09-11 02:00:00,BTC/BRL,111786.00000000,111818.00000000,111031.00000000,111284.00000000,12.53404000,1396227.68724000,936
1662858000000,2022-09-11 01:00:00,BTC/BRL,111501.00000000,112056.00000000,111392.00000000,111718.00000000,9.77728000,1092331.94711000,902
1662854400000,2022-09-11 00:00:00,BTC/BRL,112034.00000000,112132.00000000,111437.00000000,111449.00000000,10.17053000,1136805.65951000,1046
1662850800000,2022-09-10 23:00:00,BTC/BRL,112568.00000000,112666.00000000,111979.00000000,112000.00000000,7.76857000,873297.81855000,816
1662847200000,2022-09-10 22:00:00,BTC/BRL,111800.00000000,112756.00000000,111619.00000000,112533.00000000,28.26945000,3169797.03767000,1869
