https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT
1663545600000.0,2022-09-19 00:00:00,LINK/USDT,7.5225,7.616,7.5,7.616,22984.929392069327,175053.22225
1663542000000.0,2022-09-18 23:00:00,LINK/USDT,7.5305,7.5935,7.461,7.5225,2476.778949817215,18631.56965
1663538400000.0,2022-09-18 22:00:00,LINK/USDT,7.478,7.5345,7.459,7.5305,3329.444791182524,25072.384
1663534800000.0,2022-09-18 21:00:00,LINK/USDT,7.7835,7.7905,7.3885,7.478,17241.933525006687,128935.1789
1663531200000.0,2022-09-18 20:00:00,LINK/USDT,7.8385,7.8415,7.7505,7.7835,950.5137855720434,7398.32405
1663527600000.0,2022-09-18 19:00:00,LINK/USDT,7.8225,7.884,7.789,7.8385,2265.2528800153095,17756.1847
1663524000000.0,2022-09-18 18:00:00,LINK/USDT,7.764,7.871,7.7235,7.8225,2801.2077341003514,21912.4475
1663520400000.0,2022-09-18 17:00:00,LINK/USDT,7.8395,7.8535,7.7195,7.764,6412.577414992272,49787.25105
1663516800000.0,2022-09-18 16:00:00,LINK/USDT,7.8725,7.897,7.764,7.8375,3568.0537480063795,27964.62125
1663513200000.0,2022-09-18 15:00:00,LINK/USDT,7.881,7.922,7.87,7.8725,1379.782102254684,10862.3346
1663509600000.0,2022-09-18 14:00:00,LINK/USDT,7.979,7.9815,7.834,7.881,9518.908869432813,75018.5208
1663506000000.0,2022-09-18 13:00:00,LINK/USDT,7.983,7.9915,7.9395,7.979,331.697274094498,2646.61255
1663502400000.0,2022-09-18 12:00:00,LINK/USDT,7.9285,7.985,7.8425,7.983,2632.8270449705624,21017.8583
1663498800000.0,2022-09-18 11:00:00,LINK/USDT,7.901,7.9485,7.8985,7.9285,2610.0296714384817,20693.62025
1663495200000.0,2022-09-18 10:00:00,LINK/USDT,7.847,7.9495,7.8195,7.901,6204.692646500443,49023.2766
1663491600000.0,2022-09-18 09:00:00,LINK/USDT,7.966,7.9985,7.8355,7.847,6671.548572702944,52351.64165
1663488000000.0,2022-09-18 08:00:00,LINK/USDT,8.0105,8.026,7.9575,7.966,2165.215101682149,17248.1035
1663484400000.0,2022-09-18 07:00:00,LINK/USDT,8.026,8.0955,8.0105,8.0105,31406.621640347043,251582.74265
1663480800000.0,2022-09-18 06:00:00,LINK/USDT,8.073,8.1,7.9595,8.026,13074.634730874657,104937.01835
1663477200000.0,2022-09-18 05:00:00,LINK/USDT,8.0275,8.0995,7.999,8.073,22158.3550600768,178884.4004
1663473600000.0,2022-09-18 04:00:00,LINK/USDT,7.956,8.0435,7.9485,8.0275,4347.131136717534,34896.5952
1663470000000.0,2022-09-18 03:00:00,LINK/USDT,8.005,8.005,7.9125,7.956,916.4879650578179,7291.57825
1663466400000.0,2022-09-18 02:00:00,LINK/USDT,8.012,8.0315,7.993,8.005,917.8869331667707,7347.6849
1663462800000.0,2022-09-18 01:00:00,LINK/USDT,8.0315,8.0825,7.9905,8.012,15780.684292311533,126434.84255
1663459200000.0,2022-09-18 00:00:00,LINK/USDT,8.094,8.1395,7.975,8.0315,12767.261146734732,102540.2579
1663455600000.0,2022-09-17 23:00:00,LINK/USDT,8.076,8.1435,8.06,8.094,2858.9191746973065,23140.0918
1663452000000.0,2022-09-17 22:00:00,LINK/USDT,7.96,8.0765,7.938,8.076,708.0705794947993,5718.378
1663448400000.0,2022-09-17 21:00:00,LINK/USDT,8.0605,8.0715,7.9535,7.96,742.7475188442211,5912.27025
1663444800000.0,2022-09-17 20:00:00,LINK/USDT,8.028,8.0825,8.0105,8.0605,2327.957204888034,18764.49905
1663441200000.0,2022-09-17 19:00:00,LINK/USDT,7.987,8.0445,7.9535,8.028,1450.7502366716492,11646.6229
1663437600000.0,2022-09-17 18:00:00,LINK/USDT,7.9685,8.005,7.9665,7.987,2280.0647489670714,18210.87715
1663434000000.0,2022-09-17 17:00:00,LINK/USDT,7.9965,8.083,7.9615,7.9685,4529.929108364185,36096.7401
