https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BETA,Volume USDT
1663308000,2022-09-16 06:00:00,BETA/USDT,0.09991,0.09991,0.09991,0.09991,232.2809,23.207184719
1663304400,2022-09-16 05:00:00,BETA/USDT,0.10068,0.10068,0.10063,0.10064,1862.1981,187.408692946
1663300800,2022-09-16 04:00:00,BETA/USDT,0.10071,0.10077,0.10071,0.10077,7.4572,0.751238328
1663297200,2022-09-16 03:00:00,BETA/USDT,0.09929,0.10065,0.09924,0.10062,5431.5498,539.533207691
1663293600,2022-09-16 02:00:00,BETA/USDT,0.0997,0.0997,0.0997,0.0997,0,0
1663290000,2022-09-16 01:00:00,BETA/USDT,0.09887,0.0997,0.09886,0.0997,785.5495,77.781247153
1663286400,2022-09-16 00:00:00,BETA/USDT,0.10053,0.10053,0.09834,0.0992,3482.3667,344.174684037
1663282800,2022-09-15 23:00:00,BETA/USDT,0.09976,0.10053,0.09911,0.09984,9588.7354,956.642861193
1663279200,2022-09-15 22:00:00,BETA/USDT,0.10112,0.10112,0.09906,0.09906,11143.1137,1118.599949301
1663275600,2022-09-15 21:00:00,BETA/USDT,0.10187,0.10187,0.10176,0.10176,4887.5411,497.893052036
1663272000,2022-09-15 20:00:00,BETA/USDT,0.10219,0.10219,0.10211,0.10211,3438.8417,351.390613091
1663268400,2022-09-15 19:00:00,BETA/USDT,0.10223,0.10234,0.1018,0.10216,192.0517,19.601991152
1663264800,2022-09-15 18:00:00,BETA/USDT,0.1024,0.1024,0.10223,0.10223,19.7105,2.016074266
1663261200,2022-09-15 17:00:00,BETA/USDT,0.10248,0.10252,0.10248,0.10251,7.662,0.785385648
1663257600,2022-09-15 16:00:00,BETA/USDT,0.10184,0.10345,0.10184,0.10345,1960.1596,201.473857494
1663254000,2022-09-15 15:00:00,BETA/USDT,0.10065,0.10177,0.1005,0.10169,6739.0953,682.591791397
1663250400,2022-09-15 14:00:00,BETA/USDT,0.10517,0.10533,0.10095,0.10095,7995.0229,830.681169392
1663246800,2022-09-15 13:00:00,BETA/USDT,0.10574,0.10574,0.104,0.10496,1864.7136,194.366902481
1663243200,2022-09-15 12:00:00,BETA/USDT,0.10541,0.10579,0.10479,0.10566,35999.7678,3796.2628605
1663239600,2022-09-15 11:00:00,BETA/USDT,0.10561,0.10574,0.10561,0.10574,171.9786,18.163775894
1663236000,2022-09-15 10:00:00,BETA/USDT,0.10583,0.10583,0.10536,0.1056,232.75,24.575588602
1663232400,2022-09-15 09:00:00,BETA/USDT,0.10668,0.10688,0.10591,0.10593,2850.1201,302.93237037
1663228800,2022-09-15 08:00:00,BETA/USDT,0.10722,0.10727,0.10574,0.10688,12800.1831,1361.006245325
1663225200,2022-09-15 07:00:00,BETA/USDT,0.10675,0.10905,0.10675,0.10722,10650.8367,1150.370184206
1663221600,2022-09-15 06:00:00,BETA/USDT,0.10607,0.10758,0.10465,0.10623,2715.0303,289.453208208
1663218000,2022-09-15 05:00:00,BETA/USDT,0.10489,0.10651,0.10489,0.1063,7280.5339,770.132455843
1663214400,2022-09-15 04:00:00,BETA/USDT,0.10545,0.1058,0.10489,0.1054,4718.3051,496.809765962
1663210800,2022-09-15 03:00:00,BETA/USDT,0.10687,0.107,0.10526,0.10545,10568.0504,1114.891494273
1663207200,2022-09-15 02:00:00,BETA/USDT,0.10892,0.10892,0.10624,0.10675,6086.9823,648.527797063
1663203600,2022-09-15 01:00:00,BETA/USDT,0.10972,0.11142,0.10831,0.10891,6160.5264,674.412854729
1663200000,2022-09-15 00:00:00,BETA/USDT,0.11047,0.1106,0.10976,0.10976,3166.56,347.821791443
1663196400,2022-09-14 23:00:00,BETA/USDT,0.11236,0.11679,0.11028,0.11118,8678.4511,972.56916996
1663192800,2022-09-14 22:00:00,BETA/USDT,0.11192,0.11219,0.11022,0.11219,18834.4436,2093.225841235
1663189200,2022-09-14 21:00:00,BETA/USDT,0.11001,0.11194,0.10941,0.11194,4670.8331,513.562497025
1663185600,2022-09-14 20:00:00,BETA/USDT,0.11093,0.11093,0.11017,0.11059,172.4782,19.076526219
1663182000,2022-09-14 19:00:00,BETA/USDT,0.11551,0.11551,0.11043,0.11092,24006.1049,2715.632884339
1663178400,2022-09-14 18:00:00,BETA/USDT,0.11097,0.11607,0.10792,0.11514,41659.4213,4648.495534397
1663174800,2022-09-14 17:00:00,BETA/USDT,0.10968,0.11791,0.10968,0.11163,11510.6954,1293.740862206
1663171200,2022-09-14 16:00:00,BETA/USDT,0.10847,0.10968,0.10759,0.10955,6300.3258,688.059465635
1663167600,2022-09-14 15:00:00,BETA/USDT,0.11248,0.11263,0.10861,0.10885,25695.5921,2837.759549997
1663164000,2022-09-14 14:00:00,BETA/USDT,0.11043,0.11998,0.10967,0.11249,55559.0679,6291.107572327
1663160400,2022-09-14 13:00:00,BETA/USDT,0.11043,0.11118,0.10891,0.11027,13402.825,1467.465771443
1663156800,2022-09-14 12:00:00,BETA/USDT,0.10881,0.11187,0.1083,0.1104,13060.3124,1444.471737555
1663153200,2022-09-14 11:00:00,BETA/USDT,0.10729,0.11136,0.10729,0.10881,21183.8717,2327.589452442
1663149600,2022-09-14 10:00:00,BETA/USDT,0.10443,0.12,0.10443,0.10771,67699.949,7520.648084415
1663146000,2022-09-14 09:00:00,BETA/USDT,0.10381,0.10381,0.10381,0.10381,5.9039,0.612883859
1663142400,2022-09-14 08:00:00,BETA/USDT,0.10216,0.10447,0.10216,0.10441,1943.2987,201.244533386
1663138800,2022-09-14 07:00:00,BETA/USDT,0.10395,0.10395,0.10209,0.10209,1002.4967,103.393796444
1663135200,2022-09-14 06:00:00,BETA/USDT,0.10532,0.10532,0.10337,0.10408,424.034,44.321684313
1663131600,2022-09-14 05:00:00,BETA/USDT,0.10795,0.1122,0.10528,0.10528,47912.8067,5229.452656547
1663128000,2022-09-14 04:00:00,BETA/USDT,0.10276,0.1078,0.10276,0.1078,3322.5282,350.885063844
1663124400,2022-09-14 03:00:00,BETA/USDT,0.10276,0.1035,0.10276,0.10305,673.467,69.643486778
1663120800,2022-09-14 02:00:00,BETA/USDT,0.10192,0.10223,0.10192,0.10223,100.7448,10.298766517
1663117200,2022-09-14 01:00:00,BETA/USDT,0.10135,0.10223,0.10135,0.10223,75.6785,7.727327502
1663113600,2022-09-14 00:00:00,BETA/USDT,0.10089,0.10103,0.1004,0.10103,1300.0002,131.138991555
1663110000,2022-09-13 23:00:00,BETA/USDT,0.10116,0.10116,0.10116,0.10116,0,0
1663106400,2022-09-13 22:00:00,BETA/USDT,0.10087,0.10116,0.10061,0.10116,6967.2825,701.483828938
1663102800,2022-09-13 21:00:00,BETA/USDT,0.10184,0.10184,0.10092,0.10092,11.3929,1.158805224
1663099200,2022-09-13 20:00:00,BETA/USDT,0.10179,0.10179,0.10179,0.10179,19.668,2.00200572
1663095600,2022-09-13 19:00:00,BETA/USDT,0.10065,0.1016,0.10041,0.1016,12700.5911,1282.778935446
1663092000,2022-09-13 18:00:00,BETA/USDT,0.10213,0.10213,0.10087,0.10087,5563.0926,562.739652847
1663088400,2022-09-13 17:00:00,BETA/USDT,0.10303,0.10303,0.10303,0.10303,11.6645,1.201793435
1663084800,2022-09-13 16:00:00,BETA/USDT,0.10077,0.10298,0.10077,0.10298,32243.6139,3283.800282442
1663081200,2022-09-13 15:00:00,BETA/USDT,0.10043,0.10175,0.1002,0.10058,373.5767,37.752975219
1663077600,2022-09-13 14:00:00,BETA/USDT,0.09948,0.10069,0.09948,0.10069,13714.2996,1374.356330171
1663074000,2022-09-13 13:00:00,BETA/USDT,0.10004,0.1015,0.09928,0.09928,22046.8173,2220.975492433
1663070400,2022-09-13 12:00:00,BETA/USDT,0.10547,0.10568,0.09946,0.1002,5807.43,590.209639827
1663066800,2022-09-13 11:00:00,BETA/USDT,0.10528,0.10568,0.10487,0.10487,568.5964,59.69307459
1663063200,2022-09-13 10:00:00,BETA/USDT,0.10512,0.10512,0.10512,0.10512,1.7966,0.188858592
1663059600,2022-09-13 09:00:00,BETA/USDT,0.10593,0.10593,0.10465,0.10465,294.9339,31.008373565
1663056000,2022-09-13 08:00:00,BETA/USDT,0.10696,0.10696,0.10543,0.10543,298.3329,31.820166351
1663052400,2022-09-13 07:00:00,BETA/USDT,0.10634,0.10654,0.10634,0.10654,14.2699,1.519589845
1663048800,2022-09-13 06:00:00,BETA/USDT,0.10541,0.10693,0.10525,0.1063,1608.244,170.680017436
1663045200,2022-09-13 05:00:00,BETA/USDT,0.1045,0.1045,0.1045,0.1045,127.8216,13.3573572
1663041600,2022-09-13 04:00:00,BETA/USDT,0.10502,0.10504,0.10502,0.10504,38.6449,4.058604188
1663038000,2022-09-13 03:00:00,BETA/USDT,0.10422,0.10493,0.10422,0.10493,635.4099,66.5629775
1663034400,2022-09-13 02:00:00,BETA/USDT,0.10378,0.1042,0.10315,0.1042,1582.658,164.899825313
1663030800,2022-09-13 01:00:00,BETA/USDT,0.10382,0.10401,0.10315,0.10367,237.2502,24.584680905
1663027200,2022-09-13 00:00:00,BETA/USDT,0.10433,0.1045,0.10303,0.10386,346.0156,35.911700532
1663023600,2022-09-12 23:00:00,BETA/USDT,0.10447,0.10447,0.10441,0.10441,1122.1039,117.159963391
1663020000,2022-09-12 22:00:00,BETA/USDT,0.10501,0.10565,0.10501,0.10565,1122.1039,118.538212267
1663016400,2022-09-12 21:00:00,BETA/USDT,0.10567,0.10567,0.10502,0.10529,1019.132,107.04220864
1663012800,2022-09-12 20:00:00,BETA/USDT,0.10628,0.1067,0.10628,0.1067,3.5676,0.380022602
1663009200,2022-09-12 19:00:00,BETA/USDT,0.10661,0.10661,0.1061,0.1061,133.7945,14.197988299
1663005600,2022-09-12 18:00:00,BETA/USDT,0.1063,0.10661,0.1063,0.10661,100,10.658683926
1663002000,2022-09-12 17:00:00,BETA/USDT,0.106,0.10624,0.10553,0.10624,1985.4214,209.849728581
1662998400,2022-09-12 16:00:00,BETA/USDT,0.10696,0.10725,0.10463,0.10594,506.4324,53.29328647
1662994800,2022-09-12 15:00:00,BETA/USDT,0.10911,0.10911,0.10648,0.10648,3244.3436,346.291001594
1662991200,2022-09-12 14:00:00,BETA/USDT,0.10999,0.11022,0.10898,0.10898,294.3463,32.355822383
1662987600,2022-09-12 13:00:00,BETA/USDT,0.1096,0.11017,0.1096,0.10986,2732.5922,300.154645068
1662984000,2022-09-12 12:00:00,BETA/USDT,0.10941,0.1096,0.10941,0.1096,2.1914,0.23993443
1662980400,2022-09-12 11:00:00,BETA/USDT,0.1096,0.1096,0.1096,0.1096,0,0
1662976800,2022-09-12 10:00:00,BETA/USDT,0.10948,0.1096,0.10857,0.1096,1022.4533,111.446651543
1662973200,2022-09-12 09:00:00,BETA/USDT,0.11043,0.11043,0.10942,0.10967,128.0201,14.047027154
1662969600,2022-09-12 08:00:00,BETA/USDT,0.11044,0.11075,0.11044,0.11075,455.772,50.335845041
1662966000,2022-09-12 07:00:00,BETA/USDT,0.11061,0.11065,0.11036,0.11036,31.7693,3.507899998
1662962400,2022-09-12 06:00:00,BETA/USDT,0.10931,0.1106,0.10931,0.10979,975.1585,107.372546183
1662958800,2022-09-12 05:00:00,BETA/USDT,0.10891,0.10891,0.10855,0.10855,767.8554,83.620519962
1662955200,2022-09-12 04:00:00,BETA/USDT,0.10888,0.10888,0.10888,0.10888,1.0331,0.112483928
1662951600,2022-09-12 03:00:00,BETA/USDT,0.10911,0.10911,0.108,0.10879,6699.0972,724.05361792
1662948000,2022-09-12 02:00:00,BETA/USDT,0.11012,0.11012,0.10931,0.10931,220.7734,24.165583452
1662944400,2022-09-12 01:00:00,BETA/USDT,0.10904,0.11107,0.10866,0.11107,367.4754,40.322076725
1662940800,2022-09-12 00:00:00,BETA/USDT,0.10956,0.10956,0.10931,0.10931,7.6301,0.834522606
1662937200,2022-09-11 23:00:00,BETA/USDT,0.10931,0.10996,0.10881,0.10996,44.1618,4.827936612
1662933600,2022-09-11 22:00:00,BETA/USDT,0.10931,0.11017,0.10931,0.10959,2104.9949,230.264315644
1662930000,2022-09-11 21:00:00,BETA/USDT,0.10923,0.10954,0.10834,0.10834,4662.2265,509.027112637
1662926400,2022-09-11 20:00:00,BETA/USDT,0.11083,0.11083,0.10861,0.10879,836.506,92.099255899
1662922800,2022-09-11 19:00:00,BETA/USDT,0.10931,0.11124,0.10931,0.11124,10482.4902,1161.975253171
1662919200,2022-09-11 18:00:00,BETA/USDT,0.1098,0.1098,0.1098,0.1098,583,64.0134
1662915600,2022-09-11 17:00:00,BETA/USDT,0.10996,0.10996,0.10996,0.10996,0,0
1662912000,2022-09-11 16:00:00,BETA/USDT,0.10996,0.10996,0.10996,0.10996,5.7246,0.629477016
1662908400,2022-09-11 15:00:00,BETA/USDT,0.10937,0.10937,0.10911,0.10911,136.9336,14.972781316
1662904800,2022-09-11 14:00:00,BETA/USDT,0.10931,0.11074,0.10931,0.10996,4185.5539,463.097716993
1662901200,2022-09-11 13:00:00,BETA/USDT,0.10841,0.10897,0.10841,0.10897,102.0743,11.066500159
1662897600,2022-09-11 12:00:00,BETA/USDT,0.10801,0.10928,0.10801,0.10928,603.4764,65.490292787
1662894000,2022-09-11 11:00:00,BETA/USDT,0.10833,0.1086,0.10833,0.10834,580.8066,63.030948595
1662890400,2022-09-11 10:00:00,BETA/USDT,0.10846,0.10846,0.10846,0.10846,1.1382,0.123449172
1662886800,2022-09-11 09:00:00,BETA/USDT,0.10925,0.10925,0.1086,0.1086,3164.1905,343.89667302
1662883200,2022-09-11 08:00:00,BETA/USDT,0.10903,0.11105,0.10836,0.10867,4072.7454,443.325881646
1662879600,2022-09-11 07:00:00,BETA/USDT,0.10882,0.10882,0.10882,0.10882,2502.1165,272.28031753
1662876000,2022-09-11 06:00:00,BETA/USDT,0.10898,0.1097,0.10834,0.1097,1326.0034,144.041914808
1662872400,2022-09-11 05:00:00,BETA/USDT,0.10944,0.10944,0.1091,0.10944,329.8216,36.092243128
1662868800,2022-09-11 04:00:00,BETA/USDT,0.10978,0.10978,0.10965,0.10965,1462.733,160.50749345
1662865200,2022-09-11 03:00:00,BETA/USDT,0.10919,0.10919,0.10919,0.10919,0,0
1662861600,2022-09-11 02:00:00,BETA/USDT,0.10931,0.10931,0.10911,0.10919,69.7696,7.61736932
1662858000,2022-09-11 01:00:00,BETA/USDT,0.10937,0.1118,0.10937,0.10966,2782.4666,307.900364664
1662854400,2022-09-11 00:00:00,BETA/USDT,0.10931,0.10931,0.10931,0.10931,0,0
1662850800,2022-09-10 23:00:00,BETA/USDT,0.10931,0.10931,0.10931,0.10931,459.1811,50.193086041
1662847200,2022-09-10 22:00:00,BETA/USDT,0.10866,0.10911,0.10866,0.10911,1354.1578,147.358882241
1662843600,2022-09-10 21:00:00,BETA/USDT,0.10866,0.10937,0.108,0.10807,7586.8442,820.312595034
1662840000,2022-09-10 20:00:00,BETA/USDT,0.10865,0.10903,0.1075,0.1075,4632.3454,501.779551198
1662836400,2022-09-10 19:00:00,BETA/USDT,0.10866,0.10898,0.10865,0.10865,271.8975,29.559687006
1662832800,2022-09-10 18:00:00,BETA/USDT,0.10863,0.10866,0.10863,0.10866,2167.5389,235.496071791
1662829200,2022-09-10 17:00:00,BETA/USDT,0.10801,0.10801,0.10801,0.10801,5.7246,0.618314046
1662825600,2022-09-10 16:00:00,BETA/USDT,0.10819,0.10881,0.10801,0.10824,8265.8447,894.809154653
1662822000,2022-09-10 15:00:00,BETA/USDT,0.10795,0.1082,0.10795,0.10819,123.2039,13.324034047
1662818400,2022-09-10 14:00:00,BETA/USDT,0.10741,0.10779,0.10741,0.10768,759.1342,81.594385237
1662814800,2022-09-10 13:00:00,BETA/USDT,0.10736,0.10741,0.1065,0.10741,7757.9404,827.473163147
1662811200,2022-09-10 12:00:00,BETA/USDT,0.10801,0.11398,0.107,0.10817,16435.7266,1782.571336549
1662807600,2022-09-10 11:00:00,BETA/USDT,0.10739,0.10739,0.10739,0.10739,0,0
1662804000,2022-09-10 10:00:00,BETA/USDT,0.10866,0.11055,0.10702,0.10739,5652.4606,612.965089055
1662800400,2022-09-10 09:00:00,BETA/USDT,0.1078,0.10803,0.1078,0.10803,216.3081,23.322224043
1662796800,2022-09-10 08:00:00,BETA/USDT,0.10866,0.10866,0.10866,0.10866,0,0
1662793200,2022-09-10 07:00:00,BETA/USDT,0.10925,0.10925,0.10769,0.10866,11409.7048,1237.664652969
1662789600,2022-09-10 06:00:00,BETA/USDT,0.10801,0.10947,0.10801,0.10925,5150.1145,562.844089582
1662786000,2022-09-10 05:00:00,BETA/USDT,0.10801,0.10801,0.10789,0.10789,2.2316,0.240906116
1662782400,2022-09-10 04:00:00,BETA/USDT,0.10791,0.108,0.10715,0.10715,4906.2856,529.085844954
1662778800,2022-09-10 03:00:00,BETA/USDT,0.10724,0.10724,0.10724,0.10724,891.988,95.65679312
1662775200,2022-09-10 02:00:00,BETA/USDT,0.10704,0.10704,0.10704,0.10704,10.5412,1.128330048
1662771600,2022-09-10 01:00:00,BETA/USDT,0.10736,0.10785,0.10736,0.10785,781.1651,83.889649291
1662768000,2022-09-10 00:00:00,BETA/USDT,0.10729,0.10729,0.10671,0.10685,7413.9731,794.996925843
1662764400,2022-09-09 23:00:00,BETA/USDT,0.10718,0.10718,0.10718,0.10718,5647.1533,605.261890694
1662760800,2022-09-09 22:00:00,BETA/USDT,0.10795,0.10795,0.10795,0.10795,1.0933,0.118021735
1662757200,2022-09-09 21:00:00,BETA/USDT,0.10781,0.10791,0.10672,0.10791,952.2744,101.698224446
1662753600,2022-09-09 20:00:00,BETA/USDT,0.10801,0.10834,0.10801,0.10834,785.8192,84.880844872
1662750000,2022-09-09 19:00:00,BETA/USDT,0.10747,0.108,0.10727,0.10736,8696.6808,937.594257813
1662746400,2022-09-09 18:00:00,BETA/USDT,0.10801,0.10801,0.10589,0.10747,21561.2261,2294.712390062
1662742800,2022-09-09 17:00:00,BETA/USDT,0.11009,0.11009,0.10694,0.10801,13736.8372,1483.622468035
1662739200,2022-09-09 16:00:00,BETA/USDT,0.11041,0.11061,0.10936,0.10992,12230.1767,1345.104342465
1662735600,2022-09-09 15:00:00,BETA/USDT,0.1111,0.1111,0.10993,0.11053,6659.3363,737.710080901
1662732000,2022-09-09 14:00:00,BETA/USDT,0.1191,0.12388,0.10963,0.11178,61192.274,7139.830043427
1662728400,2022-09-09 13:00:00,BETA/USDT,0.10931,0.12499,0.10814,0.11889,73539.6218,8505.032032779
1662724800,2022-09-09 12:00:00,BETA/USDT,0.10843,0.10998,0.10843,0.10998,35.3693,3.881772929
1662721200,2022-09-09 11:00:00,BETA/USDT,0.10872,0.10872,0.10844,0.10857,91.2494,9.906435593
1662717600,2022-09-09 10:00:00,BETA/USDT,0.10888,0.10953,0.10888,0.10953,84.8826,9.283529683
1662714000,2022-09-09 09:00:00,BETA/USDT,0.10938,0.10951,0.10938,0.10951,536.9209,58.798021807
1662710400,2022-09-09 08:00:00,BETA/USDT,0.10911,0.10911,0.10881,0.10881,39.6473,4.321481638
1662706800,2022-09-09 07:00:00,BETA/USDT,0.10977,0.11118,0.10917,0.10917,2885.8802,318.45657873
1662703200,2022-09-09 06:00:00,BETA/USDT,0.10857,0.10998,0.10857,0.10945,19414.5997,2120.59411452
1662699600,2022-09-09 05:00:00,BETA/USDT,0.10881,0.10898,0.10734,0.10797,10330.4679,1111.982979916
1662696000,2022-09-09 04:00:00,BETA/USDT,0.10857,0.11,0.10857,0.10956,3385.5199,372.217799924
1662692400,2022-09-09 03:00:00,BETA/USDT,0.10737,0.10898,0.10737,0.10793,2712.4983,292.920242905
1662688800,2022-09-09 02:00:00,BETA/USDT,0.10363,0.10679,0.10363,0.10641,19470.2743,2047.386097018
1662685200,2022-09-09 01:00:00,BETA/USDT,0.10357,0.10407,0.10337,0.10407,3428.9756,354.988290692
1662681600,2022-09-09 00:00:00,BETA/USDT,0.10317,0.10411,0.10317,0.10411,509.0818,52.947428235
1662678000,2022-09-08 23:00:00,BETA/USDT,0.10274,0.10317,0.10232,0.10317,2167.0464,221.822133936
1662674400,2022-09-08 22:00:00,BETA/USDT,0.10317,0.10317,0.10317,0.10317,5.9654,0.615450318
1662670800,2022-09-08 21:00:00,BETA/USDT,0.10257,0.10406,0.10216,0.10216,1093.5253,112.619752181
1662667200,2022-09-08 20:00:00,BETA/USDT,0.1024,0.1024,0.10183,0.10183,3354.6992,343.18215493
1662663600,2022-09-08 19:00:00,BETA/USDT,0.102,0.10257,0.10184,0.10257,1834.3386,187.482427883
1662660000,2022-09-08 18:00:00,BETA/USDT,0.10136,0.10563,0.10136,0.10257,8315.4893,863.018139979
1662656400,2022-09-08 17:00:00,BETA/USDT,0.09977,0.10136,0.09977,0.10063,301.0293,30.474790343
1662652800,2022-09-08 16:00:00,BETA/USDT,0.10037,0.10037,0.09946,0.10017,508.4069,50.725311241
1662649200,2022-09-08 15:00:00,BETA/USDT,0.10127,0.10197,0.10034,0.10034,30.6345,3.089122954
1662645600,2022-09-08 14:00:00,BETA/USDT,0.10137,0.10137,0.10077,0.10077,9.9654,1.007792598
1662642000,2022-09-08 13:00:00,BETA/USDT,0.10106,0.10208,0.09936,0.10208,780.0331,78.483655393
1662638400,2022-09-08 12:00:00,BETA/USDT,0.10137,0.10231,0.10077,0.10077,146.172,14.871897384
1662634800,2022-09-08 11:00:00,BETA/USDT,0.10215,0.10248,0.10137,0.10137,32.9117,3.364777518
1662631200,2022-09-08 10:00:00,BETA/USDT,0.10184,0.10215,0.10184,0.10215,19.8029,2.020568444
1662627600,2022-09-08 09:00:00,BETA/USDT,0.10184,0.10184,0.10184,0.10184,1.5151,0.154297784
1662624000,2022-09-08 08:00:00,BETA/USDT,0.10184,0.10184,0.10178,0.10178,9.2766,0.944657394
1662620400,2022-09-08 07:00:00,BETA/USDT,0.1016,0.1016,0.10032,0.10032,71.9549,7.246378747
1662616800,2022-09-08 06:00:00,BETA/USDT,0.10215,0.10215,0.1011,0.1011,1119.6589,113.511980932
1662613200,2022-09-08 05:00:00,BETA/USDT,0.10215,0.10215,0.10215,0.10215,19.5313,1.995122295
1662609600,2022-09-08 04:00:00,BETA/USDT,0.10314,0.10314,0.10314,0.10314,5.3255,0.54927207
1662606000,2022-09-08 03:00:00,BETA/USDT,0.10305,0.10315,0.10305,0.10314,38.9068,4.012107064
1662602400,2022-09-08 02:00:00,BETA/USDT,0.10262,0.10263,0.10262,0.10263,3606.3231,370.088543369
1662598800,2022-09-08 01:00:00,BETA/USDT,0.10262,0.10262,0.10226,0.10226,11.0214,1.127538864
1662595200,2022-09-08 00:00:00,BETA/USDT,0.10347,0.10347,0.10231,0.10344,51.0024,5.274490817
1662591600,2022-09-07 23:00:00,BETA/USDT,0.10382,0.10413,0.10263,0.10263,1848.95,189.981284706
