https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTT,Volume EUR
1661904000,2022-08-31 00:00:00,FTT/EUR,27.03435,27.41770,26.83213,26.91028,14.33598275,385.78530987767
1661817600,2022-08-30 00:00:00,FTT/EUR,27.32016,27.53450,26.18182,26.80042,43.61180758,1168.8147601031835
1661731200,2022-08-29 00:00:00,FTT/EUR,26.07930,27.09317,25.76199,27.09317,191.04271414,5175.952731456424
1661644800,2022-08-28 00:00:00,FTT/EUR,25.43879,25.43879,25.43879,25.43879,61.36304605,1561.0016422262795
1661558400,2022-08-27 00:00:00,FTT/EUR,26.07579,26.07623,26.05288,26.05288,16.04432757,418.0009408619016
1661472000,2022-08-26 00:00:00,FTT/EUR,27.37931,27.37931,26.62000,26.62000,7.07105545,188.231496079
1661385600,2022-08-25 00:00:00,FTT/EUR,28.07279,28.26871,28.02195,28.20494,30.64300268,864.2840520092392
1661299200,2022-08-24 00:00:00,FTT/EUR,27.98897,27.98897,27.98897,27.98897,1.02427512,28.668405605426397
1661212800,2022-08-23 00:00:00,FTT/EUR,27.53879,27.53879,27.53879,27.53879,67.12946191,1848.6641543524888
1661126400,2022-08-22 00:00:00,FTT/EUR,26.50571,27.73285,26.50571,27.32769,47.50362550,1298.164351540095
1661040000,2022-08-21 00:00:00,FTT/EUR,26.80715,27.50000,26.80715,27.50000,46.15647894,1269.30317085
1660953600,2022-08-20 00:00:00,FTT/EUR,26.85338,26.86050,26.85338,26.86050,10.31486589,277.06245523834497
1660867200,2022-08-19 00:00:00,FTT/EUR,28.95000,28.95000,27.09340,27.09340,213.88798448,5794.952718710432
1660780800,2022-08-18 00:00:00,FTT/EUR,30.09126,30.09126,29.92915,30.04922,79.70209506,2394.9857889188534
1660694400,2022-08-17 00:00:00,FTT/EUR,29.72045,29.77348,29.72045,29.77348,5.01893871,149.4312713034108
1660608000,2022-08-16 00:00:00,FTT/EUR,30.20000,30.20000,30.20000,30.20000,100.00000000,3020.0
1660521600,2022-08-15 00:00:00,FTT/EUR,30.23180,30.25000,30.23180,30.25000,207.14213862,6266.0496932549995
1660435200,2022-08-14 00:00:00,FTT/EUR,30.90668,30.92517,30.23180,30.23180,116.44110033,3520.2240569564938
1660348800,2022-08-13 00:00:00,FTT/EUR,30.86600,30.86600,30.39149,30.74584,719.93219859,22134.920188696367
1660262400,2022-08-12 00:00:00,FTT/EUR,29.74585,30.18000,29.40000,30.18000,539.87073616,16293.2988173088
1660176000,2022-08-11 00:00:00,FTT/EUR,31.98999,31.99011,29.47911,29.47911,163.51939918,4820.406355561129
1660089600,2022-08-10 00:00:00,FTT/EUR,28.86335,30.55000,28.86335,30.55000,27.96942093,854.4658094115
1660003200,2022-08-09 00:00:00,FTT/EUR,30.63487,30.66000,28.86654,29.09151,174.06458702,5063.8016739382
1659916800,2022-08-08 00:00:00,FTT/EUR,30.42989,31.42626,30.42989,30.98000,8.97643618,278.0899928564
1659830400,2022-08-07 00:00:00,FTT/EUR,29.76000,30.17800,29.76000,30.17800,8.65591187,261.21810841286003
1659744000,2022-08-06 00:00:00,FTT/EUR,30.11800,30.11800,30.04000,30.04000,234.00000000,7029.36
1659657600,2022-08-05 00:00:00,FTT/EUR,29.11000,30.00000,29.11000,29.78000,107.00047770,3186.4742259060004
1659571200,2022-08-04 00:00:00,FTT/EUR,28.72000,28.98000,28.31000,28.38000,69.90103603,1983.7914025313999
1659484800,2022-08-03 00:00:00,FTT/EUR,28.30000,28.88372,28.30000,28.88372,98.29874525,2839.23343415233
1659398400,2022-08-02 00:00:00,FTT/EUR,28.53000,29.19145,28.30000,29.07369,11.95401736,347.5473949792584
1659312000,2022-08-01 00:00:00,FTT/EUR,29.47023,29.99000,29.40000,29.99000,10.15965501,304.6880537499
1659225600,2022-07-31 00:00:00,FTT/EUR,30.41000,30.73000,29.70076,29.70076,76.42628316,2269.9186938272014
1659139200,2022-07-30 00:00:00,FTT/EUR,30.47249,31.13000,30.47249,31.13000,146.48797131,4560.1705468803
1659052800,2022-07-29 00:00:00,FTT/EUR,29.72506,30.65000,29.56000,30.65000,108.84719918,3336.166654867
1658966400,2022-07-28 00:00:00,FTT/EUR,28.81737,30.20518,28.49885,29.69449,87.24104077,2590.5782127343573
1658880000,2022-07-27 00:00:00,FTT/EUR,26.69343,28.95999,26.60000,28.95999,154.74247517,4481.340533498449
1658793600,2022-07-26 00:00:00,FTT/EUR,26.40171,26.49010,25.99623,26.07000,617.33778200,16093.99597674
1658707200,2022-07-25 00:00:00,FTT/EUR,27.88407,27.88407,26.87000,26.95000,709.34938000,19116.965791
1658620800,2022-07-24 00:00:00,FTT/EUR,28.08048,28.85774,28.08048,28.84000,79.87207019,2303.5105042796
1658534400,2022-07-23 00:00:00,FTT/EUR,28.92000,28.92000,27.54000,27.72000,60.25667929,1670.3151499188
1658448000,2022-07-22 00:00:00,FTT/EUR,29.68000,29.71000,28.49000,28.49000,143.36776139,4084.5475220011
1658361600,2022-07-21 00:00:00,FTT/EUR,27.50000,28.94000,27.50000,28.94000,29.36359057,849.7823110958
1658275200,2022-07-20 00:00:00,FTT/EUR,29.00961,29.63614,28.41747,28.66785,189.66502959,5437.288618531681
1658188800,2022-07-19 00:00:00,FTT/EUR,27.90858,28.91405,27.61031,28.85555,152.06763976,4387.995382476668
1658102400,2022-07-18 00:00:00,FTT/EUR,28.55000,29.29000,28.55000,29.29000,64.48869278,1888.8738115261997
1658016000,2022-07-17 00:00:00,FTT/EUR,27.80468,28.48000,27.38000,27.49910,39.64208513,1090.121663198383
1657929600,2022-07-16 00:00:00,FTT/EUR,26.35389,28.10000,26.35389,27.69999,109.50089549,3033.1737100640453
1657843200,2022-07-15 00:00:00,FTT/EUR,26.02000,26.35672,25.84061,26.20983,363.80232209,9535.197015584145
1657756800,2022-07-14 00:00:00,FTT/EUR,24.69000,26.04000,24.69000,25.83410,300.79047543,7770.651221306163
1657670400,2022-07-13 00:00:00,FTT/EUR,24.10887,24.79000,23.35926,24.79000,220.23612287,5459.6534859472995
1657584000,2022-07-12 00:00:00,FTT/EUR,24.63000,24.63000,15.10000,23.81586,478.04463330,11385.044060424138
1657497600,2022-07-11 00:00:00,FTT/EUR,25.36999,25.72000,24.99000,24.99000,235.47323634,5884.4761761366
1657411200,2022-07-10 00:00:00,FTT/EUR,26.08000,26.11865,25.40000,25.46000,272.96410465,6949.666104389001
1657324800,2022-07-09 00:00:00,FTT/EUR,26.78175,26.96000,26.72000,26.72000,18.04551704,482.17621530879995
1657238400,2022-07-08 00:00:00,FTT/EUR,27.19000,27.19000,26.86000,27.02000,41.45107343,1120.0080040786
1657152000,2022-07-07 00:00:00,FTT/EUR,25.80288,26.99000,25.80288,26.91000,270.07129999,7267.6186827309
1657065600,2022-07-06 00:00:00,FTT/EUR,25.09609,25.88248,24.65000,25.88248,57.77005673,1495.2323379130905
1656979200,2022-07-05 00:00:00,FTT/EUR,24.88248,25.11423,23.90480,24.87821,40.48992011,1007.316735379803
1656892800,2022-07-04 00:00:00,FTT/EUR,23.01451,24.04000,23.01451,23.98411,147.49546368,3537.547425402125
1656806400,2022-07-03 00:00:00,FTT/EUR,23.39657,23.39657,22.88000,23.36077,224.30121458,5239.849084524026
1656720000,2022-07-02 00:00:00,FTT/EUR,23.30989,23.56310,23.08440,23.56310,145.02522309,3417.2438341919787
1656633600,2022-07-01 00:00:00,FTT/EUR,23.20000,23.88248,23.11000,23.57946,195.81409115,4617.190529707779
1656547200,2022-06-30 00:00:00,FTT/EUR,23.44577,23.44577,22.30142,23.41000,345.84394244,8096.2066925204
1656460800,2022-06-29 00:00:00,FTT/EUR,24.21829,24.44555,23.70766,23.70766,106.81800863,2532.405030477106
1656374400,2022-06-28 00:00:00,FTT/EUR,25.78399,26.07436,24.53000,24.62461,56.24738130,1385.069828033793
1656288000,2022-06-27 00:00:00,FTT/EUR,25.58615,26.14924,25.40000,25.56568,41.43546096,1059.3257355558528
1656201600,2022-06-26 00:00:00,FTT/EUR,26.86402,26.86438,26.86402,26.86438,4.48587651,120.5102911977138
1656115200,2022-06-25 00:00:00,FTT/EUR,25.27000,26.42999,25.19000,26.42999,200.81731200,5307.59954798688
1656028800,2022-06-24 00:00:00,FTT/EUR,25.02853,25.02853,25.02853,25.02853,14.91378113,373.2700184256389
1655942400,2022-06-23 00:00:00,FTT/EUR,24.75530,24.75892,24.20338,24.20338,65.93952010,1595.9592619979378
1655856000,2022-06-22 00:00:00,FTT/EUR,25.67469,25.67469,25.67469,25.67469,2.74261626,70.4158222644594
1655769600,2022-06-21 00:00:00,FTT/EUR,25.65338,26.55505,25.56789,25.90560,42.33023474,1096.590129080544
1655683200,2022-06-20 00:00:00,FTT/EUR,23.85000,25.05116,23.85000,25.00167,89.15178239,2228.943443226591
1655596800,2022-06-19 00:00:00,FTT/EUR,22.38278,23.85631,22.38278,23.85631,31.61244354,754.1562529477375
1655510400,2022-06-18 00:00:00,FTT/EUR,21.86220,21.86220,20.38278,20.38278,33.72950287,687.5010365085785
1655424000,2022-06-17 00:00:00,FTT/EUR,23.84310,23.84310,23.11244,23.11244,21.53922640,497.824077816416
1655337600,2022-06-16 00:00:00,FTT/EUR,22.81566,22.81566,22.25011,22.58838,53.88083106,1217.080686699083
1655251200,2022-06-15 00:00:00,FTT/EUR,21.70404,23.40000,20.88352,23.38842,29.34809305,686.405526452481
1655164800,2022-06-14 00:00:00,FTT/EUR,22.90000,23.59512,22.00000,22.18080,51.13850693,1134.292994512944
1655078400,2022-06-13 00:00:00,FTT/EUR,25.60828,25.60828,23.00000,23.00000,574.72123522,13218.588410060001
1654992000,2022-06-12 00:00:00,FTT/EUR,25.48000,27.83000,25.41000,27.04227,291.05488480,7870.784779580496
1654905600,2022-06-11 00:00:00,FTT/EUR,26.57000,26.67000,25.31000,26.03165,193.76496008,5044.021623066532
1654819200,2022-06-10 00:00:00,FTT/EUR,26.73272,26.73272,26.29230,26.29230,54.84686178,1442.050143978294
1654732800,2022-06-09 00:00:00,FTT/EUR,26.36582,26.98668,26.36582,26.97000,131.83410006,3555.5656786182
1654646400,2022-06-08 00:00:00,FTT/EUR,25.48000,26.49000,25.34601,26.49000,60.19822780,1594.6510544219998
1654560000,2022-06-07 00:00:00,FTT/EUR,25.47000,25.49573,23.79969,25.00000,130.53407677,3263.3519192500003
1654473600,2022-06-06 00:00:00,FTT/EUR,24.73503,25.61000,24.73503,25.61000,58.04928887,1486.6422879606998
1654387200,2022-06-05 00:00:00,FTT/EUR,24.24000,24.51000,24.06000,24.49000,128.92321805,3157.3296100445
1654300800,2022-06-04 00:00:00,FTT/EUR,24.05000,24.24000,23.85000,24.24000,159.86817538,3875.2045712112
1654214400,2022-06-03 00:00:00,FTT/EUR,25.13999,25.13999,24.13165,24.13165,54.95696011,1326.2021264384814
1654128000,2022-06-02 00:00:00,FTT/EUR,25.11000,25.30000,24.74203,25.27000,75.77714166,1914.8883697482
1654041600,2022-06-01 00:00:00,FTT/EUR,26.96000,26.96000,24.91450,24.97000,124.19917434,3101.2533832698
1653955200,2022-05-31 00:00:00,FTT/EUR,26.96933,27.10000,26.67962,26.95000,181.56455078,4893.164643521
1653868800,2022-05-30 00:00:00,FTT/EUR,26.53527,27.18000,26.20100,27.18000,123.63366817,3360.3631008606003
1653782400,2022-05-29 00:00:00,FTT/EUR,25.34000,25.42000,25.05774,25.05774,43.21195311,1082.7938859225715
1653696000,2022-05-28 00:00:00,FTT/EUR,24.69632,25.22851,24.69632,25.16000,239.36828616,6022.5060797856
1653609600,2022-05-27 00:00:00,FTT/EUR,25.08301,25.66000,24.72000,24.87000,104.28586177,2593.5893822199
1653523200,2022-05-26 00:00:00,FTT/EUR,27.01651,27.01651,24.91000,25.75000,235.08037519,6053.3196611425
1653436800,2022-05-25 00:00:00,FTT/EUR,27.44000,27.82685,27.30000,27.49000,97.20145068,2672.0678791931996
1653350400,2022-05-24 00:00:00,FTT/EUR,27.79929,27.79929,26.89254,27.44199,78.55758790,2155.776541575921
1653264000,2022-05-23 00:00:00,FTT/EUR,29.37472,29.37472,28.06869,28.06869,270.28448137,7586.531319385304
1653177600,2022-05-22 00:00:00,FTT/EUR,29.17378,29.17378,29.17378,29.17378,10.23204603,298.50745982909336
1653091200,2022-05-21 00:00:00,FTT/EUR,28.11673,28.49000,28.11673,28.49000,28.19452791,803.2621001559
1653004800,2022-05-20 00:00:00,FTT/EUR,28.96188,29.26482,27.87930,28.18884,98.68435698,2781.7975494121033
1652918400,2022-05-19 00:00:00,FTT/EUR,28.76000,29.00000,28.00000,29.00000,178.60513000,5179.54877
1652832000,2022-05-18 00:00:00,FTT/EUR,29.56000,29.75200,28.50000,28.98831,149.18232407,4324.543456661621
1652745600,2022-05-17 00:00:00,FTT/EUR,30.92968,30.92968,30.22196,30.22196,144.83439791,4377.179380260104
1652659200,2022-05-16 00:00:00,FTT/EUR,29.70000,30.94000,29.70000,30.76412,156.79444659,4823.643170228351
1652572800,2022-05-15 00:00:00,FTT/EUR,30.02640,31.31420,30.01386,31.13000,200.67735673,6247.0861150049
1652486400,2022-05-14 00:00:00,FTT/EUR,29.73000,29.73000,28.90735,29.62262,40.47387579,1198.94224245437
1652400000,2022-05-13 00:00:00,FTT/EUR,28.84858,31.36000,28.84858,29.38112,559.28691345,16432.475918504064
1652313600,2022-05-12 00:00:00,FTT/EUR,29.40000,29.58000,24.48000,28.03832,1005.11109910,28181.626632117514
1652227200,2022-05-11 00:00:00,FTT/EUR,31.58072,31.67598,25.39000,27.68330,2225.89368752,61620.08271972242
1652140800,2022-05-10 00:00:00,FTT/EUR,28.23001,32.91513,28.10000,30.82172,973.53899471,30006.1463040331
1652054400,2022-05-09 00:00:00,FTT/EUR,32.32438,32.32438,28.80000,28.80000,1392.17057891,40094.512672608
1651968000,2022-05-08 00:00:00,FTT/EUR,33.08000,33.08000,31.90000,32.12261,291.87626838,9375.827537426072
1651881600,2022-05-07 00:00:00,FTT/EUR,33.84917,33.98000,32.67000,33.00573,63.58624780,2098.710526599894
1651795200,2022-05-06 00:00:00,FTT/EUR,34.35478,34.35478,33.12000,34.12125,54.79764292,1869.7640734840502
1651708800,2022-05-05 00:00:00,FTT/EUR,37.40000,37.41000,34.36173,34.49000,1664.36854327,57404.0710573823
1651622400,2022-05-04 00:00:00,FTT/EUR,36.04978,37.34752,36.04978,37.15108,288.17499366,10706.012243462152
1651536000,2022-05-03 00:00:00,FTT/EUR,37.25000,37.25000,36.56627,36.63485,53.63324649,1964.8459401741763
1651449600,2022-05-02 00:00:00,FTT/EUR,37.35383,37.42000,36.74000,37.17000,69.32408497,2576.7762383349
1651363200,2022-05-01 00:00:00,FTT/EUR,36.13504,36.98000,36.13504,36.87000,1463.63382949,53964.17929329629
1651276800,2022-04-30 00:00:00,FTT/EUR,36.91000,37.32000,36.00000,36.00000,2147.70290606,77317.30461816
1651190400,2022-04-29 00:00:00,FTT/EUR,37.88000,38.07443,36.51219,36.83000,249.91510584,9204.3733480872
1651104000,2022-04-28 00:00:00,FTT/EUR,37.45000,38.49068,37.31000,38.11000,414.02589947,15778.5270288017
1651017600,2022-04-27 00:00:00,FTT/EUR,36.32000,37.48250,36.31000,37.37581,152.60333104,5703.673106318142
1650931200,2022-04-26 00:00:00,FTT/EUR,39.04000,39.29045,36.22000,36.33000,523.79307849,19029.402541541698
1650844800,2022-04-25 00:00:00,FTT/EUR,37.64000,39.12000,36.90000,39.12000,4073.13574505,159341.070346356
1650758400,2022-04-24 00:00:00,FTT/EUR,37.96000,38.43267,37.53000,37.81001,1669.98937547,63142.31498641445
1650672000,2022-04-23 00:00:00,FTT/EUR,38.21000,38.61000,37.84000,38.17000,1216.07836365,46417.7111405205
1650585600,2022-04-22 00:00:00,FTT/EUR,38.88000,39.29000,38.12657,38.35000,1300.25598720,49864.81710912
1650499200,2022-04-21 00:00:00,FTT/EUR,39.50000,42.00000,38.58000,38.91291,3842.80347543,149534.6657870948
1650412800,2022-04-20 00:00:00,FTT/EUR,40.01000,40.74000,39.08532,39.38000,343.12154875,13512.126589775
1650326400,2022-04-19 00:00:00,FTT/EUR,40.31000,40.57000,39.82000,40.09000,378.59999227,15178.0736901043
1650240000,2022-04-18 00:00:00,FTT/EUR,41.23000,41.23000,37.50000,40.31697,1489.69777227,60060.100393676425
1650153600,2022-04-17 00:00:00,FTT/EUR,38.74000,44.77000,38.74000,41.45000,12763.93769579,529065.2174904955
1650067200,2022-04-16 00:00:00,FTT/EUR,39.53000,39.80000,38.33000,38.46000,713.01977942,27422.740716493197
1649980800,2022-04-15 00:00:00,FTT/EUR,39.00000,39.84000,38.94000,39.37000,2954.49139798,116318.32633847259
1649894400,2022-04-14 00:00:00,FTT/EUR,39.16000,39.39037,38.24705,38.34000,84.64163976,3245.1604683984006
1649808000,2022-04-13 00:00:00,FTT/EUR,38.89850,39.33283,38.30000,39.32000,40.52441951,1593.4201751332
1649721600,2022-04-12 00:00:00,FTT/EUR,37.96000,39.06425,37.92514,38.25000,272.66258087,10429.3437182775
1649635200,2022-04-11 00:00:00,FTT/EUR,41.34000,41.46000,38.05000,38.05000,216.38511235,8233.4535249175
1649548800,2022-04-10 00:00:00,FTT/EUR,41.97000,42.50000,41.28000,41.35000,3461.93054755,143150.8281411925
1649462400,2022-04-09 00:00:00,FTT/EUR,41.23927,41.98000,41.18385,41.98000,166.05571293,6971.0188288014
1649376000,2022-04-08 00:00:00,FTT/EUR,41.92802,42.69362,41.30186,41.30186,268.72049258,11098.656163670197
1649289600,2022-04-07 00:00:00,FTT/EUR,41.26000,42.30000,41.12000,42.20072,963.79028649,40672.64401888427
1649203200,2022-04-06 00:00:00,FTT/EUR,44.42000,44.56000,41.66000,42.09000,1964.81925344,82699.2423772896
1649116800,2022-04-05 00:00:00,FTT/EUR,45.80908,46.50049,44.52000,44.58000,1291.40426445,57570.802109181
1649030400,2022-04-04 00:00:00,FTT/EUR,45.52776,45.85000,44.57000,45.77864,1302.02603626,59604.98118457349
1648944000,2022-04-03 00:00:00,FTT/EUR,44.86000,46.02999,44.86000,45.81948,475.45951948,21785.30794362347
1648857600,2022-04-02 00:00:00,FTT/EUR,45.29000,46.25178,45.15000,45.51699,692.44690979,31518.09906844233
1648771200,2022-04-01 00:00:00,FTT/EUR,44.11000,46.19890,43.38000,45.62042,552.27666994,25195.09363886418
1648684800,2022-03-31 00:00:00,FTT/EUR,45.91919,46.20000,43.84000,44.16000,422.75037834,18668.6567074944
1648598400,2022-03-30 00:00:00,FTT/EUR,45.66862,46.66000,45.44000,45.87769,194.75384276,8934.856424452024
1648512000,2022-03-29 00:00:00,FTT/EUR,47.35000,47.79238,45.41000,45.76707,402.00947400,18398.79573722118
1648425600,2022-03-28 00:00:00,FTT/EUR,47.13298,48.30527,46.78000,46.90000,445.42548910,20890.45543879
